"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"2010-06-29",56.12,56.58,54.85,55.08,12915500,52.17
"2010-06-30",55.34,56.62,55.02,55.34,13046800,52.41
"2010-07-01",55.29,55.8,53.61,55.26,14512400,52.34
"2010-07-02",55.26,56.16,54.22,54.96,11996700,52.05
"2010-07-06",56.15,56.73,54.7,55.54,10999000,52.6
"2010-07-07",55.68,57.55,55.4,57.54,12151000,54.5
"2010-07-08",58.36,58.54,57.02,58.54,9054900,55.45
"2010-07-09",58.6,58.86,57.85,58.56,6312900,55.46
"2010-07-12",58.42,58.96,57.6,58.25,7019600,55.17
"2010-07-13",59.1,59.7,58.56,58.62,9267000,55.52
"2010-07-14",58.4,59.52,57.93,58.89,7879700,55.78
"2010-07-15",58.92,58.92,57.42,58.67,11485800,55.57
"2010-07-16",58.5,58.51,56.6,56.68,17111800,53.68
"2010-07-19",57.77,59.68,57.34,59.15,14266600,56.02
"2010-07-20",58.49,61.33,58.02,61.04,13817800,57.81
"2010-07-21",61.25,61.5,58.91,59.59,12534900,56.44
"2010-07-22",60.5,61.87,60.27,61.3,12752300,58.06
"2010-07-23",59.08,60,58.2,59.35,18903000,56.21
"2010-07-26",59.65,59.65,57.84,58.85,9594800,55.74
"2010-07-27",59.25,59.25,57.58,58.93,13798400,55.81
"2010-07-28",58.92,60.07,58.61,59.73,10541400,56.57
"2010-07-29",60.15,60.98,58.71,59.81,10262400,56.65
"2010-07-30",58.91,60,58.72,59.66,8901600,56.51
"2010-08-02",60.96,63.37,60.89,62.74,15300200,59.42
"2010-08-03",61.84,63.37,61.84,62.86,11709800,59.54
"2010-08-04",62.87,63.72,62.35,62.92,8673400,59.59
"2010-08-05",62.63,63.28,61.94,63.26,5842000,59.92
"2010-08-06",62.76,63.29,61.43,62.34,7151800,59.04
"2010-08-09",62.84,63.19,62.44,62.75,4657700,59.43
"2010-08-10",61.9,62.53,61.16,62.15,6889400,58.86
"2010-08-11",60.98,61.08,59.63,60.06,9892000,56.89
"2010-08-12",58.73,59.89,58.63,59.3,7802900,56.17
"2010-08-13",59,59.84,58.72,58.76,5605500,55.65
"2010-08-16",58.51,59.83,58.4,59.37,5973300,56.23
"2010-08-17",60,60.99,59.64,60.31,5836800,57.12
"2010-08-18",60.07,60.17,58.72,59.18,8503600,56.05
"2010-08-19",59.05,59.15,57.37,57.82,8520200,54.76
"2010-08-20",57.15,57.43,55.82,56.46,9342100,53.48
"2010-08-23",55.63,56.73,55.5,55.82,10497100,52.87
"2010-08-24",54.86,56.36,54.67,54.77,15218100,51.87
"2010-08-25",54.71,54.92,53.95,54.69,9070900,51.8
"2010-08-26",55.19,55.42,53.42,53.46,13380200,50.63
"2010-08-27",53.92,55.94,53.44,55.76,12558600,52.81
"2010-08-30",55.61,55.92,54.1,54.17,9392600,51.5
"2010-08-31",53.91,54.01,52.91,53.33,13104300,50.7
"2010-09-01",54.1,55.41,53.9,55.18,11269600,52.46
"2010-09-02",55.53,56.47,55.08,56.42,8583300,53.64
"2010-09-03",57.17,57.9,56.79,57.37,9442800,54.54
"2010-09-07",57.43,57.51,56.61,57.13,9281700,54.31
"2010-09-08",57.28,58.9,57.13,58.34,8950300,55.47
"2010-09-09",59.15,59.38,58.36,58.53,7350100,55.65
"2010-09-10",59.14,59.78,58.74,59.31,7791700,56.39
"2010-09-13",59.93,60.45,59.72,60.15,7280700,57.19
"2010-09-14",59.98,59.99,58.04,58.85,13382300,55.95
"2010-09-15",58.52,59.43,57.28,58.19,15781100,55.32
"2010-09-16",58,58.55,57.7,58.18,6871700,55.31
"2010-09-17",58.67,58.87,58.09,58.1,9750100,55.24
"2010-09-20",58.21,59.13,57.77,58.84,9372100,55.94
"2010-09-21",58.85,59.81,58.66,59.29,8339000,56.37
"2010-09-22",59.4,59.93,58.79,58.98,6702000,56.07
"2010-09-23",58.11,58.84,57.8,58.11,8540000,55.25
"2010-09-24",59.12,61.06,58.91,60.64,9836300,57.65
"2010-09-27",61.03,61.07,59.67,59.86,7828500,56.91
"2010-09-28",59.97,60.44,59.39,60.29,8281600,57.32
"2010-09-29",60.37,62.17,60.11,61.52,9778600,58.49
"2010-09-30",62.21,62.96,61.29,61.61,10171200,58.57
"2010-10-01",62.37,62.85,61.8,62.43,8841500,59.35
"2010-10-04",62.28,63,60.57,61.2,7277500,58.18
"2010-10-05",62.14,63.2,61.87,62.96,9926500,59.86
"2010-10-06",62.81,63.92,62.73,63.13,8339500,60.02
"2010-10-07",63.68,63.68,62.42,62.99,7831300,59.89
"2010-10-08",62.74,63.79,61.6,63.56,8344400,60.43
"2010-10-11",63.39,64.09,62.87,63.5,5621700,60.37
"2010-10-12",63.16,63.23,61.97,62.66,12047900,59.57
"2010-10-13",63.49,64.98,63.26,64.62,10551300,61.44
"2010-10-14",64.73,64.98,63.7,64.26,8009000,61.09
"2010-10-15",64.71,64.88,63.52,64.5,11585900,61.32
"2010-10-18",63.9,65.66,63.53,64.51,8083000,61.33
"2010-10-19",63.62,63.88,62.36,63.14,13664200,60.03
"2010-10-20",63.44,64.75,63.11,64.29,8642700,61.12
"2010-10-21",64.5,64.95,63.5,64.31,10354600,61.14
"2010-10-22",66.07,68.2,66.01,67.77,14852800,64.43
"2010-10-25",68.53,69.91,68.49,68.53,12847200,65.15
"2010-10-26",68.44,69.59,68.21,69.11,9675000,65.7
"2010-10-27",68.24,69.35,67.6,69.24,7859900,65.83
"2010-10-28",69.59,69.98,68.54,69.78,14198400,66.34
"2010-10-29",69.49,70.23,69.03,69.89,12555700,66.45
"2010-11-01",70.44,70.46,69.54,70.17,12298100,66.71
"2010-11-02",70.87,72.08,70.61,71.47,9437600,67.95
"2010-11-03",71.7,72.21,70.95,72.21,9473200,68.65
"2010-11-04",73.84,75.84,73.64,75.8,14364800,72.06
"2010-11-05",75.45,76.33,74.66,75.66,11414200,71.93
"2010-11-08",75.39,75.66,74.24,74.84,10578800,71.15
"2010-11-09",75.1,76.3,73.5,73.92,11238400,70.28
"2010-11-10",73.83,74.76,73.23,74.65,11753900,70.97
"2010-11-11",73.99,75.14,73.52,75.02,9052300,71.32
"2010-11-12",73.59,74.9,73.24,74.11,11112500,70.46
"2010-11-15",74.31,74.78,73.8,74.3,8442000,70.64
"2010-11-16",72.95,74.32,72.5,73.18,12451900,69.57
"2010-11-17",72.74,74.77,72.58,74.4,9636900,70.73
"2010-11-18",75.18,75.98,75,75.5,9381300,71.78
"2010-11-19",75.49,76.47,74.28,76.43,7682000,72.66
"2010-11-22",75.9,76.4,74.63,76.4,8319400,72.64
"2010-11-23",75.42,75.48,73.83,75.44,9621500,71.72
"2010-11-24",75.74,77.2,75.7,77.15,6859600,73.35
"2010-11-26",76.13,77.35,75.98,75.98,2771200,72.24
"2010-11-29",75.9,77.16,75.06,77,8594800,73.41
"2010-11-30",75.44,77.79,74.73,77.34,11115700,73.73
"2010-12-01",78.3,81.2,78.3,80.85,11990000,77.08
"2010-12-02",80.56,81.12,80.28,80.74,7863000,76.97
"2010-12-03",79.67,83,79.67,82.74,10792400,78.88
"2010-12-06",82.74,83.21,81.3,82.86,6948200,79
"2010-12-07",83.89,84.11,80.72,81,9649600,77.22
"2010-12-08",81.18,81.84,80.3,80.9,7405100,77.13
"2010-12-09",82.03,82.42,80.51,81.24,5713500,77.45
"2010-12-10",81.02,81.84,80.92,81.54,5861900,77.74
"2010-12-13",82.31,83.85,82.2,82.43,8058000,78.59
"2010-12-14",82.43,82.59,81.01,81.33,7112600,77.54
"2010-12-15",80.6,81.78,80.55,80.72,6427800,76.95
"2010-12-16",80.58,81.18,79.71,81.13,6678700,77.35
"2010-12-17",81.01,81.69,80.71,81.34,7632400,77.55
"2010-12-20",81.54,82.4,81.39,82.18,5902200,78.35
"2010-12-21",82.32,82.73,81.74,82.44,5391200,78.59
"2010-12-22",82.78,83.16,82.23,82.81,4041700,78.95
"2010-12-23",82.55,83,82.25,82.52,3738300,78.67
"2010-12-27",81.85,82.64,81.7,82.42,2858000,78.58
"2010-12-28",82.19,82.94,82.19,82.21,2753100,78.38
"2010-12-29",82.27,84,82.27,83.63,4512500,79.73
"2010-12-30",83.71,84,82.83,83.36,3297200,79.47
"2010-12-31",83.32,83.82,83,83.5,3385000,79.61
"2011-01-03",84,84.55,83.37,83.65,5429100,79.75
"2011-01-04",83.81,84.23,80.65,81.63,8640400,77.82
"2011-01-05",80.94,82.7,80.6,82.59,6215800,78.74
"2011-01-06",82.6,82.68,79.74,80.53,8257200,76.77
"2011-01-07",80.56,82.25,80.29,81.56,6604800,77.76
"2011-01-10",80.93,81.47,80.17,80.68,6480600,76.92
"2011-01-11",81.41,82.46,81.39,82.26,6606700,78.42
"2011-01-12",82.93,84.49,82.88,84.45,6797800,80.51
"2011-01-13",84.3,85.3,83.9,84.6,7352900,80.65
"2011-01-14",84.58,86.96,84.11,86.91,8400900,82.86
"2011-01-18",86.59,86.9,85.94,86.76,7381700,82.71
"2011-01-19",87.08,87.7,85.78,86.26,11819700,82.24
"2011-01-20",84.59,85.33,82.44,85.28,11931900,81.3
"2011-01-21",87.4,87.56,82.84,83.48,19141800,79.59
"2011-01-24",84,84.76,82,84.25,9926200,80.32
"2011-01-25",84.26,84.54,82.23,83.25,9155200,79.37
"2011-01-26",83.99,87.75,83.83,87.45,10597600,83.37
"2011-01-27",87.35,87.87,85.51,85.98,9216100,81.97
"2011-01-28",87.4,87.49,85.71,86.67,8792000,82.63
"2011-01-31",86.41,89,86.11,88.99,8150600,84.84
"2011-02-01",89.48,90.42,88.9,89.64,10033100,85.46
"2011-02-02",89.44,89.81,88.43,89.08,5519300,84.92
"2011-02-03",89.4,89.54,87.72,89.43,5515400,85.26
"2011-02-04",89.59,89.97,88.16,89.33,6035400,85.16
"2011-02-07",89.62,91.24,89.1,89.83,6746200,85.64
"2011-02-08",89.37,89.69,87.6,89.06,6173300,84.91
"2011-02-09",88.39,89.64,87.25,88.49,6166100,84.36
"2011-02-10",88.59,90.7,88.3,90.63,6874100,86.4
"2011-02-11",89.99,91.61,89.65,90.37,5893400,86.15
"2011-02-14",90.21,92.34,90.21,92.24,5718600,88.18
"2011-02-15",92.09,92.66,91.15,92.34,7363000,88.28
"2011-02-16",92.36,94.5,91.78,94.01,8895100,89.87
"2011-02-17",92.46,94.92,92.46,94.37,6732700,90.22
"2011-02-18",94.75,95.15,93.65,95.04,8260700,90.86
"2011-02-22",95,95.64,91.41,92.91,13636900,88.82
"2011-02-23",92.2,94.61,92.03,92.9,10386900,88.81
"2011-02-24",91.85,92.61,89.52,89.65,11831400,85.71
"2011-02-25",90.63,92.98,90.25,92.85,8013200,88.76
"2011-02-28",93.13,93.61,91.82,93.42,8325600,89.31
"2011-03-01",94.49,95,91.4,91.5,9201700,87.47
"2011-03-02",90.86,91.43,89.52,90.99,9360200,86.99
"2011-03-03",92.35,93.01,91.53,92.85,7650200,88.76
"2011-03-04",92.64,92.98,90.45,91.4,6040500,87.38
"2011-03-07",91.78,92.33,89.92,90.25,6867200,86.28
"2011-03-08",91.3,91.36,89.53,89.85,5960800,85.9
"2011-03-09",89.43,89.98,88.03,88.55,7590600,84.65
"2011-03-10",86.62,86.9,84.39,84.61,13749600,80.89
"2011-03-11",83.67,86.88,83.65,86.24,8581000,82.45
"2011-03-14",85.37,85.81,83.64,85.36,11384400,81.6
"2011-03-15",82.15,85.49,82.07,84.8,8797200,81.07
"2011-03-16",84.07,84.86,81.93,83.1,13268400,79.44
"2011-03-17",84.81,87.5,84.12,87.05,11245500,83.22
"2011-03-18",87.76,88.15,85.32,85.93,11632900,82.15
"2011-03-21",87.14,89.74,87.14,89.73,8190700,85.78
"2011-03-22",89.32,89.73,88.27,88.77,6441200,84.86
"2011-03-23",88.72,89.02,87.63,88.5,4816900,84.61
"2011-03-24",88.86,88.99,86.71,88.1,6523300,84.22
"2011-03-25",87.73,87.92,86.38,86.89,10845300,83.07
"2011-03-28",86.52,91.35,86.27,90.43,15765500,86.45
"2011-03-29",90.75,94.69,90.16,94.36,13461600,90.21
"2011-03-30",94.83,94.83,92.52,93.65,8207800,89.53
"2011-03-31",94.26,95.29,93.15,93.26,7492400,89.16
"2011-04-01",94.1,95,93.22,93.7,5993200,89.58
"2011-04-04",94.33,94.86,92.64,92.77,6643100,88.69
"2011-04-05",92.59,94.18,92.39,92.87,7527900,88.78
"2011-04-06",93.61,93.9,90.89,91.94,7262400,87.89
"2011-04-07",92.14,92.4,90.71,91.62,6255200,87.59
"2011-04-08",92.7,92.76,90.41,90.85,7803400,86.85
"2011-04-11",90.98,91.88,88.4,88.8,8314700,84.89
"2011-04-12",87.79,88.18,85.55,86.24,10670700,82.45
"2011-04-13",86.86,87.28,85.65,85.79,7479400,82.02
"2011-04-14",85.14,86.35,84.72,86.02,6720200,82.24
"2011-04-15",86.7,87.18,85.19,86.66,8173300,82.85
"2011-04-18",85.11,85.4,83.6,84.75,9273900,81.02
"2011-04-19",84.64,86.25,84.46,86.13,8700100,82.34
"2011-04-20",87.62,88.08,87.1,87.89,8503200,84.02
"2011-04-21",89.41,91.16,88.97,89.78,10957100,85.83
"2011-04-25",89.56,89.78,87.6,88.05,5486000,84.18
"2011-04-26",88.19,89.74,88.02,89.47,5999300,85.53
"2011-04-27",89.84,90.13,87.33,89.38,7656300,85.45
"2011-04-28",88.1,89.74,87.96,89.11,4793000,85.19
"2011-04-29",88.81,90,87.95,89.75,6900000,85.8
"2011-05-02",89.94,90.92,86.9,87.79,8564400,83.93
"2011-05-03",87.21,87.93,85.19,85.85,8361200,82.07
"2011-05-04",85.89,85.89,83.81,84.79,8643300,81.06
"2011-05-05",83.01,85.4,81.74,82.84,13356100,79.2
"2011-05-06",84.09,85.13,81.96,82.66,10724200,79.02
"2011-05-09",83.4,84.03,82.67,83.59,8670500,79.91
"2011-05-10",84.03,85.24,83.48,84.49,7293700,80.77
"2011-05-11",84.27,84.27,80.83,82.25,12673300,78.63
"2011-05-12",82.19,84.07,81.33,83.52,13427300,79.85
"2011-05-13",83.68,84.25,81.72,82.71,10234500,79.07
"2011-05-16",82.2,83.66,81.85,82.19,9597500,78.57
"2011-05-17",81.41,82.66,80.85,82.06,11787500,78.45
"2011-05-18",82.49,84.41,82.25,83.75,8621700,80.07
"2011-05-19",84.15,84.6,82.85,83.58,7768000,79.9
"2011-05-20",83.33,84.32,82.3,83.5,8242200,79.83
"2011-05-23",81.86,82.42,81.38,82.08,6315800,78.47
"2011-05-24",82.82,84.52,82.82,83.28,9057800,79.62
"2011-05-25",84.09,84.77,82.78,84.09,10897200,80.39
"2011-05-26",84,85.43,83.85,85.19,6455100,81.44
"2011-05-27",85.49,86.48,84.56,84.71,6360900,81.22
"2011-05-31",86.07,86.34,84.84,85.72,7380300,82.19
"2011-06-01",85.73,86.14,82.86,83.19,8074900,79.76
"2011-06-02",83.31,84.75,82.9,84.29,8082900,80.82
"2011-06-03",82.87,86.15,82.67,85.04,8344200,81.54
"2011-06-06",85.22,85.48,82.81,83.06,7455400,79.64
"2011-06-07",84.21,84.59,82.84,82.88,5975300,79.47
"2011-06-08",82.9,84.59,82.89,83.73,7472100,80.28
"2011-06-09",84.18,86.52,84.11,85.84,8700500,82.3
"2011-06-10",85.2,85.52,83.57,83.66,7328400,80.21
"2011-06-13",82.7,84.49,81.66,82.7,7053100,79.29
"2011-06-14",84.25,85.15,83.95,84.5,7476300,81.02
"2011-06-15",83.54,85.24,82.04,82.66,8695300,79.26
"2011-06-16",82.76,83.41,81.4,82.25,8468400,78.86
"2011-06-17",82.94,82.94,81.33,81.79,7916800,78.42
"2011-06-20",81.37,82.73,80.91,82.13,6434600,78.75
"2011-06-21",82.48,84.18,82.38,83.5,6475900,80.06
"2011-06-22",83.09,84.79,82.89,83.58,6003000,80.14
"2011-06-23",81.04,83.21,80.25,83.07,10391400,79.65
"2011-06-24",83.12,83.2,80.64,80.92,9958000,77.59
"2011-06-27",80.31,81.27,79.55,80.64,8411700,77.32
"2011-06-28",81.48,84.61,81.36,84.35,11133500,80.88
"2011-06-29",84.82,86.4,84,85.21,9570300,81.7
"2011-06-30",85.5,86.79,85.5,86.4,8681600,82.84
"2011-07-01",85.89,87.74,85.25,87.6,7299600,83.99
"2011-07-05",87.37,88.73,87.15,88.35,6140700,84.71
"2011-07-06",88.5,89.27,87.85,89.11,6884100,85.44
"2011-07-07",89.99,90.89,89.3,90.4,8340400,86.68
"2011-07-08",88.38,90.29,88.22,89.96,6410600,86.25
"2011-07-11",88.14,88.9,87.46,88.07,6201900,84.44
"2011-07-12",87.39,87.97,86.68,86.84,8460000,83.26
"2011-07-13",86.74,88.65,86.54,87,7116900,83.42
"2011-07-14",87.23,87.63,85.76,85.92,6905000,82.38
"2011-07-15",86.64,88.2,86.47,87.99,8109800,84.37
"2011-07-18",88.04,88.04,86.7,87.21,7884600,83.62
"2011-07-19",88.14,88.99,87.66,88.7,6959500,85.05
"2011-07-20",89.55,89.55,88.11,88.41,6259200,84.77
"2011-07-21",88.98,91.02,88.97,90.96,11176300,87.21
"2011-07-22",93.17,94.44,92.25,93.81,15458500,89.95
"2011-07-25",92.75,95.53,92.71,94.7,10266700,90.8
"2011-07-26",94.54,94.96,93.66,93.93,8456400,90.06
"2011-07-27",93.12,93.79,91.35,91.68,8745000,87.9
"2011-07-28",91.52,92.73,91.36,91.4,6977200,87.64
"2011-07-29",90.04,91.54,89.8,90.37,9173600,86.65
"2011-08-01",91.86,92.22,89.19,90.21,8591900,86.49
"2011-08-02",89.21,90.9,87.53,87.62,10362700,84.01
"2011-08-03",87.5,87.66,84.32,87.19,11528200,83.6
"2011-08-04",85.28,85.54,80.61,80.79,19612600,77.46
"2011-08-05",82.5,82.85,77.24,80.88,18744400,77.55
"2011-08-08",77.27,79.34,73.11,73.67,20292300,70.64
"2011-08-09",75.56,77.78,72.82,77.63,22079400,74.43
"2011-08-10",77.6,78,73.48,73.81,18124000,70.77
"2011-08-11",74.91,78.8,72.8,77.53,17316300,74.34
"2011-08-12",78.81,79.08,77.01,77.99,8806700,74.78
"2011-08-15",78.91,80.64,78.88,80.07,9052400,76.77
"2011-08-16",79.09,80.26,77.69,78.63,9372400,75.39
"2011-08-17",80.19,81.33,78.9,79.52,9077100,76.24
"2011-08-18",76.5,77.27,73.46,74.41,14628500,71.35
"2011-08-19",73,75.66,72.36,73.12,13280700,70.11
"2011-08-22",75.38,75.49,72.26,72.49,8761400,69.5
"2011-08-23",72.96,76.17,72.13,76.13,8675000,72.99
"2011-08-24",75.8,76.4,74.35,76.23,8635200,73.09
"2011-08-25",76.7,77.23,72.77,73.11,11468400,70.1
"2011-08-26",73.05,75.41,72.1,74.84,12202500,71.76
"2011-08-29",76.41,77.37,75.54,77.25,7015200,74.07
"2011-08-30",76.79,78.02,75.69,77.33,10297600,74.39
"2011-08-31",77.91,79.29,77.44,78.12,11718800,75.15
"2011-09-01",78.19,79.54,76.42,76.5,11194400,73.59
"2011-09-02",74.51,75.35,73.37,74.42,8994800,71.59
"2011-09-06",71.95,74.5,71.35,74.32,10659700,71.49
"2011-09-07",75.65,76.89,75.4,76.79,7942100,73.87
"2011-09-08",75.35,76.74,75.13,75.47,10678300,72.6
"2011-09-09",73.87,74.12,71.33,71.8,13356900,69.07
"2011-09-12",70.79,72.41,69.94,72.38,11095200,69.62
"2011-09-13",72.21,72.79,70.62,72.13,8844600,69.38
"2011-09-14",72.7,73.89,70.34,72.93,10924600,70.15
"2011-09-15",74.31,74.59,72.84,74.22,8775500,71.39
"2011-09-16",74.95,75.25,72.16,72.84,11825500,70.07
"2011-09-19",70.4,71.29,69.25,70.76,12894800,68.07
"2011-09-20",71.36,71.45,69.28,69.29,13277500,66.65
"2011-09-21",69.38,69.45,65.12,65.15,18360900,62.67
"2011-09-22",62.54,63.2,59.88,61.22,24607300,58.89
"2011-09-23",60.55,62.22,60.23,61.2,16739000,58.87
"2011-09-26",61.77,63.39,58.77,63.27,19665100,60.86
"2011-09-27",64.85,66.18,62.77,63.42,16527500,61.01
"2011-09-28",63.59,63.95,60.1,60.33,12653300,58.03
"2011-09-29",62.19,62.68,60.03,61.33,12355700,59
"2011-09-30",60,61.25,59.38,59.73,14907900,57.46
"2011-10-03",58.9,59.95,57.72,57.72,15979500,55.52
"2011-10-04",56.12,59.32,54.79,59.11,20200000,56.86
"2011-10-05",59.27,62.1,58.25,61.58,15234300,59.24
"2011-10-06",62.51,64.25,61.02,63.89,14736600,61.46
"2011-10-07",63.95,64.08,61.92,62.64,12001000,60.26
"2011-10-10",64.61,66.08,64.61,65.79,10357300,63.29
"2011-10-11",65.46,68.04,65.25,66.82,14478800,64.28
"2011-10-12",67.36,68.62,66.82,67.31,12050200,64.75
"2011-10-13",67,67.58,65.74,67.2,10978500,64.64
"2011-10-14",68.64,70.99,68.53,70.94,11507200,68.24
"2011-10-17",69.74,69.93,67.17,67.52,12283400,64.95
"2011-10-18",67.54,70.4,66.6,69.91,10030100,67.25
"2011-10-19",69.83,70.93,67.73,67.9,10644500,65.31
"2011-10-20",68,68.81,66.5,67.99,13141800,65.4
"2011-10-21",68.64,69.28,66.52,67.38,21586000,64.81
"2011-10-24",67.78,69.95,67.4,69.88,11199000,67.22
"2011-10-25",70.32,70.52,67.78,68.03,11877600,65.44
"2011-10-26",69.34,70.34,67.31,69.84,11804900,67.18
"2011-10-27",72.76,76.56,72.76,75.77,18198200,72.89
"2011-10-28",74.95,76.93,74.64,75.96,10836500,73.07
"2011-10-31",74.99,75.49,73.11,73.47,10499400,70.67
"2011-11-01",69.81,72.43,69,71.13,15945300,68.42
"2011-11-02",72.89,72.98,71.4,72.74,8187400,69.97
"2011-11-03",73.81,76.2,73.13,75.93,11993400,73.04
"2011-11-04",74.75,76.73,73.92,74.97,10631700,72.12
"2011-11-07",75.02,76.47,73.97,75.33,6755300,72.46
"2011-11-08",75.94,77.05,74.72,76.83,8863600,73.9
"2011-11-09",74.4,74.69,72.86,73.09,12582300,70.31
"2011-11-10",74.34,74.88,72.82,74.05,7601100,71.23
"2011-11-11",75.22,77.15,74.37,76.54,8356900,73.63
"2011-11-14",75.51,76.63,75,75.62,5961600,72.74
"2011-11-15",75.3,76.63,74.51,75.97,7884700,73.08
"2011-11-16",75.35,76.87,74.69,74.77,13264800,71.92
"2011-11-17",74.68,74.97,70.89,71.71,12043200,68.98
"2011-11-18",72.76,72.76,70.16,71.32,9627200,68.6
"2011-11-21",69.94,70.65,68.65,70.18,8495000,67.51
"2011-11-22",69.79,70.49,68.6,68.95,7931700,66.32
"2011-11-23",67.95,68.36,66.18,66.5,9720700,63.97
"2011-11-25",66.11,67.81,66.06,66.37,3545200,63.84
"2011-11-28",68.49,69.87,68.44,69.22,8294100,66.58
"2011-11-29",69.84,71.33,69.07,70.43,7446700,67.99
"2011-11-30",73.18,75.5,73.04,75.33,12319400,72.72
"2011-12-01",75.16,76.05,74.25,74.87,7541900,72.28
"2011-12-02",75.9,76.72,74.84,75.01,7055000,72.42
"2011-12-05",76.29,77.39,75.93,77.15,9641900,74.48
"2011-12-06",76.86,77.65,75.93,76.65,7791800,74
"2011-12-07",75.79,76.1,74.34,75.09,9843700,72.49
"2011-12-08",74.24,75.35,71.65,71.95,12315900,69.46
"2011-12-09",72.14,74.56,72.04,74.15,10490400,71.59
"2011-12-12",72.85,72.99,70.58,71.92,9502600,69.43
"2011-12-13",72.58,73.76,70.01,70.41,9908400,67.97
"2011-12-14",69.18,69.51,66.82,67,13809700,64.68
"2011-12-15",68.08,68.48,66.18,66.33,8450500,64.04
"2011-12-16",67.13,67.95,65.81,66.91,11767900,64.6
"2011-12-19",67.42,67.42,64.95,65.07,8046700,62.82
"2011-12-20",66.7,68.58,66.69,68.17,8083800,65.81
"2011-12-21",68.39,68.62,66.36,67.71,7831300,65.37
"2011-12-22",68.4,68.4,66.72,67.93,8720600,65.58
"2011-12-23",68.25,69.14,68.01,69.14,4506700,66.75
"2011-12-27",69.06,69.56,68.6,68.6,4343600,66.23
"2011-12-28",68.59,69,66.79,67.04,6324000,64.72
"2011-12-29",67.07,67.74,67,67.41,4690200,65.08
"2011-12-30",67.24,68.54,67.14,68.31,5536100,65.95
"2012-01-03",70.4,70.89,69.6,70.09,7668200,67.67
"2012-01-04",70.13,70.44,69.23,69.56,6568800,67.15
"2012-01-05",68.98,69.07,67.14,68.07,10803500,65.72
"2012-01-06",68.5,68.73,67.36,67.78,8985900,65.44
"2012-01-09",68.27,68.96,67.88,68.82,5622500,66.44
"2012-01-10",70.46,71.06,70.25,70.75,8984900,68.3
"2012-01-11",70.59,70.6,69.41,70.16,7503800,67.73
"2012-01-12",70.58,71.49,68.19,69.7,8774900,67.29
"2012-01-13",69.01,69.15,67.72,67.99,9711900,65.64
"2012-01-17",69.37,69.74,67.4,67.64,11758700,65.3
"2012-01-18",67.14,70.66,67.12,70.63,13097000,68.19
"2012-01-19",71.22,73,71.22,72.86,12785200,70.34
"2012-01-20",73.8,75.75,72.6,73.8,18100200,71.25
"2012-01-23",74.22,74.8,73.09,74.16,9017500,71.6
"2012-01-24",73.17,74.59,72.87,74.59,7401800,72.01
"2012-01-25",74.14,76.52,73.1,76.19,10427200,73.55
"2012-01-26",77.04,77.75,75.8,75.98,7839900,73.35
"2012-01-27",75.85,77.49,75.85,76.66,7239400,74.01
"2012-01-30",75.47,76.28,74.45,76.27,6589600,73.63
"2012-01-31",76.95,76.95,74.95,75.17,8976500,72.57
"2012-02-01",76.35,77.15,75.11,76.12,7260900,73.49
"2012-02-02",76.25,77.45,75.97,77.31,7418700,74.64
"2012-02-03",78.31,78.7,77.71,78.66,7382700,75.94
"2012-02-06",78.2,79.74,77.75,79.64,5360600,76.89
"2012-02-07",79.34,79.69,78,79.5,7552900,76.75
"2012-02-08",79.82,79.87,77.97,78.41,6645200,75.7
"2012-02-09",78.81,78.94,77.73,78.64,7370000,75.92
"2012-02-10",77.69,78.04,76.62,77.17,7208800,74.5
"2012-02-13",78.09,78.41,77.12,78.03,4708100,75.33
"2012-02-14",77.71,77.98,76.95,77.8,4414500,75.11
"2012-02-15",78.16,78.17,76.74,77.36,6178100,74.68
"2012-02-16",77.12,78.29,76.5,78.06,10820000,75.36
"2012-02-17",78.58,78.67,77.58,77.74,8603800,75.32
"2012-02-21",78.93,79.77,78.26,78.58,8227200,76.13
"2012-02-22",78.55,80.78,78.55,80,8156000,77.51
"2012-02-23",80.4,80.4,78.56,79.59,7399100,77.11
"2012-02-24",80.1,80.5,79.6,79.85,5083900,77.36
"2012-02-27",79.22,79.67,78.05,79.11,5594400,76.64
"2012-02-28",79.1,79.54,78.22,78.78,6347500,76.32
"2012-02-29",78.81,79.42,77.4,77.61,8363200,75.19
"2012-03-01",78.14,78.89,77.4,78.37,6116700,75.93
"2012-03-02",78,78.32,76.73,77.19,6636700,74.78
"2012-03-05",76.81,76.88,75.03,75.69,6201100,73.33
"2012-03-06",73.86,74.08,72.73,73.79,10354000,71.49
"2012-03-07",74.39,74.93,73.91,74.7,6386200,72.37
"2012-03-08",75.21,76.34,75.02,75.82,6017200,73.46
"2012-03-09",75.99,76.76,75.51,75.84,6691300,73.48
"2012-03-12",75.65,75.76,73.75,74.02,8034900,71.71
"2012-03-13",74.4,74.9,73.52,74.77,9371700,72.44
"2012-03-14",74.66,74.8,73.53,74.02,8145300,71.71
"2012-03-15",74.17,75.06,73.26,74.92,6748600,72.58
"2012-03-16",75.32,77.04,75.07,76.76,11839000,74.37
"2012-03-19",76.75,77.43,76.6,77.1,5659200,74.7
"2012-03-20",76.24,76.24,75.24,75.71,6569000,73.35
"2012-03-21",75.17,75.17,73.67,74.01,14069500,71.7
"2012-03-22",73.02,73.11,71.12,71.98,15866700,69.74
