"","WLP.Open","WLP.High","WLP.Low","WLP.Close","WLP.Volume","WLP.Adjusted"
"2010-06-28",51.91,51.98,50.78,50.79,3558800,47.94
"2010-06-29",50.43,50.63,49.37,49.57,5118000,46.79
"2010-06-30",49.54,49.71,48.86,48.93,4979300,46.18
"2010-07-01",48.73,48.73,46.52,47.79,7295600,45.11
"2010-07-02",48.01,48.09,47.11,47.43,3473700,44.77
"2010-07-06",48.01,48.62,47.62,48.11,3705200,45.41
"2010-07-07",48.31,49,48.21,48.91,3723500,46.16
"2010-07-08",49.17,49.88,48.94,49.87,3022300,47.07
"2010-07-09",49.9,51.18,49.67,51.17,3941800,48.3
"2010-07-12",51.06,51.35,50.38,51.28,3470000,48.4
"2010-07-13",51.77,51.94,51.38,51.61,3140600,48.71
"2010-07-14",51.38,51.99,50.86,51.97,2752100,49.05
"2010-07-15",51.74,53.16,51.48,53.15,4627400,50.17
"2010-07-16",52.81,53.19,51.37,51.39,4127700,48.51
"2010-07-19",51.63,52.73,51.63,52.49,3210000,49.54
"2010-07-20",52.19,52.78,51.43,52.61,3477400,49.66
"2010-07-21",52.69,52.91,51.2,51.49,3110100,48.6
"2010-07-22",51.9,52.75,51.63,52.46,2669100,49.52
"2010-07-23",52.18,52.46,51.63,51.99,2881600,49.07
"2010-07-26",52.15,53.19,51.99,53.19,2364000,50.2
"2010-07-27",53.3,53.87,52.64,52.8,3052800,49.84
"2010-07-28",52.62,52.8,50.2,50.83,5779600,47.98
"2010-07-29",51.18,51.46,49.45,49.88,5047900,47.08
"2010-07-30",49.32,51.04,48.76,50.72,4321900,47.87
"2010-08-02",51.12,52.1,50.97,52.01,4464700,49.09
"2010-08-03",51.81,53.84,51.7,53.24,5206200,50.25
"2010-08-04",53.41,54.35,53.13,54.24,4395900,51.2
"2010-08-05",53.9,55.06,53.65,54.96,3402900,51.87
"2010-08-06",54.58,55.14,54.22,55.05,3716600,51.96
"2010-08-09",55.32,55.7,55.08,55.14,2459500,52.04
"2010-08-10",54.85,55.46,54.56,55.02,3682600,51.93
"2010-08-11",54.47,54.5,51.29,51.31,14100100,48.43
"2010-08-12",50.86,51.95,50.72,51.58,3969500,48.68
"2010-08-13",51.31,52.04,50.81,51.79,2322600,48.88
"2010-08-16",51.37,51.8,50.78,51.62,2969800,48.72
"2010-08-17",52.14,52.61,51.72,52.38,2805700,49.44
"2010-08-18",52.48,52.62,51.71,51.98,2807900,49.06
"2010-08-19",51.7,51.71,49.79,50.12,3827000,47.31
"2010-08-20",50.13,50.29,49.17,49.89,3035600,47.09
"2010-08-23",50.1,50.78,49.58,49.64,2494600,46.85
"2010-08-24",49.15,49.94,48.61,49.68,4368100,46.89
"2010-08-25",49.56,51.51,49.28,51.04,4358000,48.17
"2010-08-26",51.33,52.29,50.56,50.64,3249400,47.8
"2010-08-27",50.93,51.2,49.81,50.87,2416900,48.01
"2010-08-30",50.71,50.91,49.6,49.6,1945300,46.82
"2010-08-31",49.2,50.58,48.82,49.66,3994600,46.87
"2010-09-01",50.28,51.05,49.91,50.88,3672300,48.02
"2010-09-02",51.22,51.82,50.93,51.82,2445200,48.91
"2010-09-03",52.16,53.27,52.06,53.25,3655600,50.26
"2010-09-07",52.81,52.95,52.3,52.4,2393600,49.46
"2010-09-08",52.5,53.09,52.26,52.91,2441800,49.94
"2010-09-09",53.48,54.64,53.31,54.53,4567900,51.47
"2010-09-10",54.45,55.25,54.16,54.83,3993900,51.75
"2010-09-13",55.28,55.76,54.97,55.37,4400400,52.26
"2010-09-14",55.1,55.84,54.4,55.45,3806900,52.34
"2010-09-15",55.13,55.33,53.76,54.64,4439500,51.57
"2010-09-16",54.61,54.75,54.12,54.7,3041200,51.63
"2010-09-17",54.74,55.22,54.06,54.06,5647800,51.03
"2010-09-20",54.11,55.21,54.11,54.96,4678600,51.87
"2010-09-21",55.11,56.43,54.71,55.75,4836300,52.62
"2010-09-22",55.67,56.86,55.34,56.64,4643700,53.46
"2010-09-23",56.17,57.42,56.1,56.5,3731000,53.33
"2010-09-24",57.01,57.49,56.5,56.69,4557900,53.51
"2010-09-27",56.69,56.77,55.87,55.88,3295300,52.74
"2010-09-28",56.14,56.35,55.38,56.23,3469500,53.07
"2010-09-29",55.85,56.26,55.35,56.13,3127400,52.98
"2010-09-30",56.5,57.16,56.1,56.64,4270400,53.46
"2010-10-01",56.64,56.91,55.44,56.11,4573400,52.96
"2010-10-04",55.92,55.92,54.55,54.88,3891900,51.8
"2010-10-05",55.38,55.74,54.4,55.25,5437500,52.15
"2010-10-06",55.09,55.44,52.93,54.34,7502100,51.29
"2010-10-07",54.43,55.22,54.35,55.06,4173600,51.97
"2010-10-08",55.08,55.4,54.55,55.01,1735900,51.92
"2010-10-11",54.97,55.75,54.92,55.39,2150200,52.28
"2010-10-12",55.18,55.76,54.84,55.66,2207800,52.54
"2010-10-13",56,57.02,55.75,56.8,4961400,53.61
"2010-10-14",56.83,58.13,56.27,57.06,4105100,53.86
"2010-10-15",57.37,57.9,56.76,57.78,3660300,54.54
"2010-10-18",57.75,58.39,57.34,58.39,2818900,55.11
"2010-10-19",57.6,57.69,55.9,56.11,4264000,52.96
"2010-10-20",56.32,57.57,56.24,57.22,3640900,54.01
"2010-10-21",57.45,57.49,56.23,56.63,2868400,53.45
"2010-10-22",56.68,57.7,56.68,57.54,1802000,54.31
"2010-10-25",57.84,58.33,57.2,57.26,2237500,54.05
"2010-10-26",56.39,56.64,55.67,55.94,3959800,52.8
"2010-10-27",55.37,55.63,54.23,54.91,3976900,51.83
"2010-10-28",55.33,55.39,54.3,54.61,2584400,51.54
"2010-10-29",54.55,55.01,54.1,54.34,2515800,51.29
"2010-11-01",54.64,55.19,54.26,54.72,3431400,51.65
"2010-11-02",55.21,56.41,55.14,55.75,4622500,52.62
"2010-11-03",55.15,57.74,54.5,56.05,7910700,52.9
"2010-11-04",56.71,57.04,55.44,56.71,7246400,53.53
"2010-11-05",56.67,58.01,56.67,57.35,4803100,54.13
"2010-11-08",57.3,58.82,57.21,58.68,4540000,55.39
"2010-11-09",58.51,58.7,57.51,57.74,4779400,54.5
"2010-11-10",57.72,58.95,56.9,58.9,3852000,55.59
"2010-11-11",58.36,58.84,57.91,58.59,3020800,55.3
"2010-11-12",58.26,58.81,57.49,58.08,3932300,54.82
"2010-11-15",57.09,58.04,56.7,57.18,4179100,53.97
"2010-11-16",56.72,57.02,55.95,55.99,4511900,52.85
"2010-11-17",56.08,56.65,55.6,56.45,3541800,53.28
"2010-11-18",56.6,57,54.86,56.32,4895500,53.16
"2010-11-19",56.35,58.72,55.88,58.61,9891200,55.32
"2010-11-22",60.4,61,59.39,59.97,12529100,56.6
"2010-11-23",59.51,60.09,58.48,58.52,6020500,55.23
"2010-11-24",58.98,59.48,57.84,57.86,4465300,54.61
"2010-11-26",57.66,58.27,57,57.1,2179700,53.89
"2010-11-29",56.62,57.27,56.01,57.07,3896400,53.87
"2010-11-30",56.56,56.74,55.64,55.74,7501600,52.61
"2010-12-01",56.45,57.43,56.33,56.49,5198400,53.32
"2010-12-02",56.42,58.56,56.42,58.44,6610000,55.16
"2010-12-03",58.12,58.12,56.87,57.02,5655000,53.82
"2010-12-06",57,57.13,55.86,55.94,3418200,52.8
"2010-12-07",56.54,56.57,55.65,55.75,4847700,52.62
"2010-12-08",56.12,56.53,55.86,56.53,3188800,53.36
"2010-12-09",56.85,56.97,56.24,56.71,4083700,53.53
"2010-12-10",56.7,57.74,56.65,57.68,3932800,54.44
"2010-12-13",57.94,59.69,57.34,57.53,6854000,54.3
"2010-12-14",57.7,58.3,57.5,58.11,3681200,54.85
"2010-12-15",57.91,58.01,56.22,56.32,4713000,53.16
"2010-12-16",56.5,57.07,55.94,56.02,4601100,52.88
"2010-12-17",55.93,56.02,55.56,55.93,5306300,52.79
"2010-12-20",55.98,56.47,55.6,56.1,2782700,52.95
"2010-12-21",56.06,57.78,56.05,56.56,3914000,53.38
"2010-12-22",56.49,57.18,56.48,57.12,1699400,53.91
"2010-12-23",57.13,57.51,57,57.44,2240800,54.22
"2010-12-27",57.21,57.31,56.83,57.15,1409900,53.94
"2010-12-28",57.11,57.32,56.67,56.99,1766300,53.79
"2010-12-29",57.09,57.18,56.91,56.91,1427300,53.72
"2010-12-30",56.78,57.08,56.55,56.61,1443600,53.43
"2010-12-31",56.61,56.99,56.6,56.86,1488500,53.67
"2011-01-03",57.09,58.03,56.79,57.95,2456500,54.7
"2011-01-04",57.85,58.4,57.5,58.33,2460300,55.06
"2011-01-05",58.11,58.54,57.98,58.48,2508400,55.2
"2011-01-06",58.41,59.68,58.28,59.52,2276000,56.18
"2011-01-07",59.67,60.53,59.49,60.46,3249500,57.07
"2011-01-10",60.05,61.59,59.85,61.13,3324500,57.7
"2011-01-11",61.24,62.21,61.16,61.87,2738600,58.4
"2011-01-12",62.32,62.34,61.45,61.93,1889200,58.45
"2011-01-13",62.02,62.26,61.51,61.81,2336200,58.34
"2011-01-14",62.07,63.85,61.81,63.55,3461000,59.98
"2011-01-18",63.63,63.63,62.61,62.97,2919700,59.44
"2011-01-19",63.06,63.06,61.53,62.06,2735300,58.58
"2011-01-20",62.29,62.66,61.14,61.56,2745700,58.1
"2011-01-21",62,62.25,61.36,61.45,2947900,58
"2011-01-24",61.57,61.94,60.76,60.99,2770400,57.57
"2011-01-25",60.82,62.24,60.69,61.7,3373600,58.24
"2011-01-26",60.75,63.48,60.32,62.55,5342800,59.04
"2011-01-27",62.57,64.97,62.5,64.36,4523500,60.75
"2011-01-28",64.3,64.3,62.42,62.66,2571300,59.14
"2011-01-31",62.76,63.38,61.61,62.12,4127200,58.63
"2011-02-01",62.66,63.98,62.38,63.75,3078200,60.17
"2011-02-02",63.6,64.63,63.35,64.48,2814400,60.86
"2011-02-03",64.27,65.5,62.74,64.39,4150800,60.78
"2011-02-04",66.11,67.3,64.27,65.07,4727000,61.42
"2011-02-07",65.1,65.1,64.07,64.11,3332400,60.51
"2011-02-08",64.42,65.43,64.18,65.28,2555200,61.62
"2011-02-09",65.05,65.42,64.89,65.25,3025600,61.59
"2011-02-10",65.09,65.75,64.94,65.36,2402900,61.69
"2011-02-11",64.95,65.97,64.84,65.25,1858000,61.59
"2011-02-14",65.32,66.11,65.04,65.94,3294500,62.24
"2011-02-15",65.62,66.28,65.55,65.94,1934200,62.24
"2011-02-16",66.01,66.73,65.95,66.37,2308100,62.64
"2011-02-17",66.1,67.35,65.84,67.21,2003400,63.44
"2011-02-18",67.44,67.95,67.17,67.4,2737400,63.62
"2011-02-22",66.42,67.42,65.01,65.29,5010500,61.62
"2011-02-23",65.27,66.19,64.76,64.93,4609900,61.29
"2011-02-24",65.1,66.39,64.79,66.09,2548200,62.38
"2011-02-25",66.25,67.1,65.78,66.52,2234400,62.79
"2011-02-28",66.58,67.02,66.3,66.47,4057700,62.74
"2011-03-01",66.78,67,65.91,65.98,2425700,62.28
"2011-03-02",66.14,67.78,65.87,66.81,2808200,63.06
"2011-03-03",67.41,69.41,67.29,68.8,3313200,64.94
"2011-03-04",68.55,68.55,67.46,67.99,3214600,64.17
"2011-03-07",68.23,69,67.18,67.91,3299300,64.1
"2011-03-08",67.88,68.75,67.54,68.33,3340000,64.73
"2011-03-09",68.41,69.56,68.41,69.4,2571800,65.75
"2011-03-10",68.79,68.84,68.02,68.45,3385400,64.85
"2011-03-11",68.25,68.82,67.52,67.98,3109900,64.4
"2011-03-14",67.46,67.65,66.45,66.97,3617600,63.44
"2011-03-15",65.81,67.94,65.5,67.41,4283500,63.86
"2011-03-16",67.17,67.61,66.14,66.46,4685000,62.96
"2011-03-17",67.62,67.65,65.76,65.99,4908200,62.52
"2011-03-18",66.83,67.14,66.38,66.65,5125500,63.14
"2011-03-21",67.17,67.83,66,67.09,3474900,63.56
"2011-03-22",67.06,68.11,67.02,67.47,3602300,63.92
"2011-03-23",67.19,67.19,66.46,67.04,2145600,63.51
"2011-03-24",67.58,68.83,67.47,68.77,2385700,65.15
"2011-03-25",69.1,70,68.88,69.34,3122600,65.69
"2011-03-28",69.31,69.49,68.44,68.96,2092400,65.33
"2011-03-29",69.17,69.67,68.86,69.35,2832600,65.7
"2011-03-30",69.53,69.96,69.22,69.65,2176400,65.98
"2011-03-31",69.7,69.96,68.8,69.79,2376200,66.12
"2011-04-01",70.04,70.75,69.76,70.75,2937100,67.03
"2011-04-04",70.69,71,70.42,70.61,1294100,66.89
"2011-04-05",70.32,70.32,69.32,69.48,2731900,65.82
"2011-04-06",69.85,69.89,68.5,68.85,2869100,65.23
"2011-04-07",68.71,69.73,68.52,69.07,2436900,65.43
"2011-04-08",69.36,69.69,68.51,68.95,2208200,65.32
"2011-04-11",68.95,69.67,68.92,69.25,1806800,65.6
"2011-04-12",68.95,69.9,68.67,69.74,2343700,66.07
"2011-04-13",69.98,70.24,68.68,69.15,2276800,65.51
"2011-04-14",68.91,69.63,68.25,69.51,2420600,65.85
"2011-04-15",69.59,69.98,69.12,69.41,2650100,65.76
"2011-04-18",68.76,68.83,67.34,68.06,2220600,64.48
"2011-04-19",68.03,69.23,67.92,68.98,1869000,65.35
"2011-04-20",69.33,69.96,69.24,69.39,2083400,65.74
"2011-04-21",71.6,72.79,71.1,72.27,4642600,68.47
"2011-04-25",71.91,72.26,71.37,72.21,1805400,68.41
"2011-04-26",72.29,73.39,72.15,72.97,3600000,69.13
"2011-04-27",73.71,75.74,72.24,75.54,5131100,71.56
"2011-04-28",74.75,76.63,74.68,76.55,3245700,72.52
"2011-04-29",75.12,76.95,75,76.79,3971700,72.75
"2011-05-02",76.92,78.2,76.8,77.18,4300000,73.12
"2011-05-03",76.88,77.55,76.82,77.2,2701900,73.14
"2011-05-04",77.25,77.5,76.55,77.2,3012700,73.14
"2011-05-05",76.78,78.59,76.65,77.49,3245000,73.41
"2011-05-06",78.24,78.81,77.62,77.96,2777500,73.86
"2011-05-09",78.09,79.91,77.83,79.8,3254600,75.6
"2011-05-10",79.73,79.97,78.93,79.82,2397600,75.62
"2011-05-11",79.58,79.94,78.59,79.41,2861500,75.23
"2011-05-12",79.01,80,78.08,80,2919200,75.79
"2011-05-13",80,81.8,80,80.25,5167100,76.02
"2011-05-16",79.89,80.92,78.96,80.76,3151700,76.51
"2011-05-17",80.44,80.6,79.39,79.98,2495100,75.77
"2011-05-18",80.18,81.4,79.79,81.32,2394100,77.04
"2011-05-19",81.42,81.92,81.33,81.78,2614100,77.47
"2011-05-20",81.59,81.69,80.3,80.53,2944000,76.29
"2011-05-23",79.78,79.99,78.68,79.14,2608800,74.97
"2011-05-24",79,79.11,77.27,77.54,4569500,73.46
"2011-05-25",76.74,77.65,76.48,76.74,3932400,72.7
"2011-05-26",76.48,77.68,75.5,77.42,3898500,73.34
"2011-05-27",77.27,78.11,76.29,77.58,3943600,73.5
"2011-05-31",78.03,78.47,77.55,78.17,2908900,74.05
"2011-06-01",77.96,78.2,77.08,77.17,2577800,73.11
"2011-06-02",77.11,78.14,76.81,78,2164200,73.89
"2011-06-03",77.1,77.42,76.55,76.68,2724800,72.64
"2011-06-06",75.79,76.19,75.31,75.44,2328600,71.47
"2011-06-07",75.75,76.97,75.6,76.18,2299500,72.17
"2011-06-08",75.42,76.06,74.66,75.52,3269900,71.78
"2011-06-09",76.08,78,75.7,77.75,3608100,73.9
"2011-06-10",77.42,77.44,75.84,76.34,2868300,72.56
"2011-06-13",76.13,76.95,76.02,76.13,2112200,72.36
"2011-06-14",76.88,78.48,76.56,77.74,2787800,73.89
"2011-06-15",77.15,78.03,75.63,76.18,2664900,72.41
"2011-06-16",76.2,76.45,75.1,76.27,2177800,72.49
"2011-06-17",76.84,77.04,75.95,76.24,3767900,72.46
"2011-06-20",75.8,78.76,75.79,78.69,2588800,74.79
"2011-06-21",78.92,79.93,78.55,79.25,2441000,75.32
"2011-06-22",78.93,79.69,77.75,77.81,2137000,73.96
"2011-06-23",77.59,77.86,75.52,77.72,2861200,73.87
"2011-06-24",77.83,77.98,75.99,77.33,3812800,73.5
"2011-06-27",77.12,77.98,76.46,77.77,2209800,73.92
"2011-06-28",78.07,79.42,78,79.09,2442400,75.17
"2011-06-29",79.25,79.67,78.53,79.21,1923400,75.29
"2011-06-30",79.29,79.81,78.63,78.77,2121300,74.87
"2011-07-01",79,80.9,79,80.79,2226600,76.79
"2011-07-05",80.78,80.78,79.52,80.22,1659100,76.25
"2011-07-06",80.15,80.71,79.74,79.97,1895200,76.01
"2011-07-07",78.85,80.08,78,78.27,4359800,74.39
"2011-07-08",77.77,78.11,76.74,78,2802400,74.14
"2011-07-11",76.66,76.72,74.77,75.21,4119900,71.48
"2011-07-12",75.07,76.86,75.06,75.95,2984600,72.19
"2011-07-13",76.15,77.61,76.07,76.68,2144200,72.88
"2011-07-14",76.95,77.24,76.37,76.56,2554700,72.77
"2011-07-15",76.96,76.96,74.78,74.9,4013200,71.19
"2011-07-18",74.5,75.08,73.5,74.25,3534100,70.57
"2011-07-19",74.49,74.49,73.05,73.54,4924000,69.9
"2011-07-20",74.17,74.28,72.79,73.65,3458000,70
"2011-07-21",74.27,75.69,74.13,74.65,3220200,70.95
"2011-07-22",74.5,74.9,73.98,74.41,2104200,70.72
"2011-07-25",73.6,74.58,73.51,73.81,2335300,70.15
"2011-07-26",74.01,74.42,73.4,73.56,2799600,69.92
"2011-07-27",71.19,71.26,68.35,68.7,9837300,65.3
"2011-07-28",68.56,69.19,68.02,68.39,5837900,65
"2011-07-29",67.72,68.02,66.68,67.55,4887400,64.2
"2011-08-01",68.32,68.55,64.28,65.44,8066800,62.2
"2011-08-02",64.91,65.6,63.94,63.94,4338500,60.77
"2011-08-03",64.12,64.8,62.15,64.73,6235000,61.52
"2011-08-04",63.63,64.55,62.23,62.26,5871900,59.18
"2011-08-05",62.91,63.05,60.77,61.95,4979500,58.88
"2011-08-08",60.19,60.95,56.94,57.01,7367600,54.19
"2011-08-09",58.32,60.38,56.61,60.25,6318100,57.27
"2011-08-10",59.1,59.85,57.08,57.26,4649600,54.42
"2011-08-11",57.46,61.39,56.94,60.71,6217100,57.7
"2011-08-12",61.44,61.66,59.73,60.38,4288000,57.39
"2011-08-15",61.04,62.32,60.63,62.29,2782700,59.2
"2011-08-16",61.71,62.71,60.91,62.05,3237000,58.98
"2011-08-17",62.36,63.03,61.14,61.79,1852900,58.73
"2011-08-18",60.12,60.38,58.32,58.93,4575500,56.01
"2011-08-19",58.57,60.24,57.8,58.09,3773700,55.21
"2011-08-22",59.41,59.89,57.44,57.57,2592600,54.72
"2011-08-23",57.9,59.54,57.08,59.48,3512100,56.53
"2011-08-24",58.87,60.78,58.54,60.74,2599200,57.73
"2011-08-25",60.93,61.5,59.33,59.58,2097400,56.63
"2011-08-26",59.24,60.83,57.7,60.43,1824900,57.44
"2011-08-29",61.16,62.44,61,62.42,2003700,59.33
"2011-08-30",62.38,63.21,61.65,62.78,3128300,59.67
"2011-08-31",63.14,64.99,62.76,63.3,3634900,60.16
"2011-09-01",64.1,65.82,63.43,63.5,4226300,60.35
"2011-09-02",62.32,63.21,62.06,62.19,3095900,59.11
"2011-09-06",60.17,62.28,59.74,61.9,3259200,58.83
"2011-09-07",62.76,64.42,62.5,64.14,3098600,61.21
"2011-09-08",63.62,64.79,63.11,63.18,2842200,60.29
"2011-09-09",62.55,63.11,61.17,61.81,3247200,58.99
"2011-09-12",61.01,63.39,60.78,63.38,3826200,60.49
"2011-09-13",63.69,66.65,63.5,65.89,6461400,62.88
"2011-09-14",66.35,67.32,64.5,66.48,4228100,63.44
"2011-09-15",67.1,67.43,65.3,67.35,3693300,64.27
"2011-09-16",67.66,67.83,66.1,67.7,4530500,64.61
"2011-09-19",66.37,67.42,66.02,67.1,1988300,64.04
"2011-09-20",67.6,68.83,65.89,67.26,3428500,64.19
"2011-09-21",67.32,67.51,65.07,65.14,2047500,62.16
"2011-09-22",63.27,65.06,62.84,63.63,4311200,60.72
"2011-09-23",63.45,64.69,62.97,64.05,3632600,61.12
"2011-09-26",64.65,66,63.89,65.81,3972000,62.8
"2011-09-27",66.98,67.99,66.13,67.06,3549500,64
"2011-09-28",67,67.28,64.76,64.83,2850700,61.87
"2011-09-29",66.26,66.76,63.84,65.37,3115900,62.38
"2011-09-30",65.37,66.94,64.49,65.28,4245500,62.3
"2011-10-03",65.43,66.31,61.83,62.32,3898300,59.47
"2011-10-04",61.34,63.2,60.44,63.03,3300000,60.15
"2011-10-05",62.99,64.14,62.72,63.95,3318700,61.03
"2011-10-06",64.06,64.96,63.6,64.96,2681600,61.99
"2011-10-07",65.21,66.5,64.26,65.79,3391200,62.79
"2011-10-10",66.78,67.71,66.23,67.53,2668200,64.45
"2011-10-11",67.14,67.59,66.74,66.99,2734600,63.93
"2011-10-12",67.49,68.25,66.97,67,3440200,63.94
"2011-10-13",66.57,66.9,65.51,66.05,2219100,63.03
"2011-10-14",66.93,67.31,66.25,67.07,1686300,64.01
"2011-10-17",66.4,66.92,65.46,65.61,2196700,62.61
"2011-10-18",64.77,64.77,62.57,64.06,5194500,61.13
"2011-10-19",64.33,66.2,64.21,64.9,3349500,61.94
"2011-10-20",64.78,65.4,64.13,65.25,2494000,62.27
"2011-10-21",65.96,67.06,65.75,66.65,2494600,63.61
"2011-10-24",67.03,68.6,67.03,68.45,2501100,65.32
"2011-10-25",68.02,68.71,66.84,67,3074800,63.94
"2011-10-26",68.06,70.2,67.4,69.58,4508300,66.4
"2011-10-27",71.23,71.78,69.57,70.58,3067000,67.36
"2011-10-28",70.53,70.53,68.41,68.68,3517400,65.54
"2011-10-31",68.05,70.07,68.05,68.9,2537600,65.75
"2011-11-01",66.99,67.71,66.29,66.79,2713800,63.74
"2011-11-02",68.03,68.5,67.59,67.99,2199100,64.88
"2011-11-03",68.62,68.74,67.31,67.84,2140300,64.74
"2011-11-04",67.2,67.52,66.24,67.42,1296000,64.34
"2011-11-07",67.19,68.21,66.94,68.1,1462900,64.99
"2011-11-08",68.42,69.05,67.28,68.83,1908900,65.69
"2011-11-09",67.74,67.91,66.82,66.96,2195300,63.9
"2011-11-10",67.58,68.79,67.28,68.57,2359500,65.44
"2011-11-11",69.48,71.25,69.48,70.75,2729900,67.52
"2011-11-14",70.52,71.3,69.76,70.3,2057000,67.09
"2011-11-15",70.14,70.45,68.74,70.04,2091200,66.84
"2011-11-16",69.24,69.36,68.07,68.14,2726400,65.03
"2011-11-17",68.15,69.22,67.78,68.26,4596600,65.14
"2011-11-18",68.8,68.99,67.76,68.52,2522900,65.39
"2011-11-21",67.38,67.5,66.23,67.01,2612800,63.95
"2011-11-22",66.85,67.71,66.1,66.85,2379100,63.8
"2011-11-23",66.14,66.27,64.21,64.23,2972600,61.3
"2011-11-25",64.06,64.66,63.68,63.7,1114600,60.79
"2011-11-28",65.19,66.64,64.97,66.07,2042100,63.05
"2011-11-29",66.22,67.64,66,67.42,3043300,64.34
"2011-11-30",69.25,70.59,67.68,70.55,2740800,67.33
"2011-12-01",70.19,71.08,69.97,70.08,2063900,66.88
"2011-12-02",70.7,70.7,68.55,68.91,2433900,65.76
"2011-12-05",70.03,70.72,68.26,68.51,3419800,65.38
"2011-12-06",68.39,68.79,67.5,68.21,2743800,65.09
"2011-12-07",67.78,68.91,66.93,68.51,3193800,65.62
"2011-12-08",68.06,68.22,65.87,66.08,3144900,63.29
"2011-12-09",66.42,67.03,65.97,66.5,2961400,63.7
"2011-12-12",66.18,66.56,65,65.39,2174100,62.63
"2011-12-13",65.58,66.52,64.34,64.64,3042800,61.91
"2011-12-14",64.14,64.82,63.42,63.52,3211000,60.84
"2011-12-15",64.57,65.38,63.92,64.5,4174800,61.78
"2011-12-16",65.11,65.73,64.52,64.95,5638900,62.21
"2011-12-19",65.04,65.28,63.54,63.64,2702900,60.96
"2011-12-20",64.61,65.6,64.44,65.47,2586200,62.71
"2011-12-21",65.19,65.83,64.8,65.68,2108500,62.91
"2011-12-22",65.93,67.17,65.84,66.78,1669600,63.96
"2011-12-23",67.19,68.13,66.99,68.05,1537200,65.18
"2011-12-27",68.03,68.46,67.58,67.93,1272700,65.07
"2011-12-28",67.77,67.87,66.47,66.52,1274700,63.72
"2011-12-29",66.49,67.47,66.38,66.87,1096100,64.05
"2011-12-30",66.65,66.83,66.25,66.25,1100200,63.46
"2012-01-03",67.54,67.9,67.08,67.61,1734600,64.76
"2012-01-04",67.39,68.22,67.17,67.98,1573300,65.11
"2012-01-05",67.72,68.66,67.34,68.51,2034500,65.62
"2012-01-06",68.6,71.49,68.5,70.73,3410800,67.75
"2012-01-09",70.72,71.27,70.41,71.18,1869200,68.18
"2012-01-10",71.68,72.7,71.36,72.21,2203500,69.17
"2012-01-11",72,72.92,71.27,72.57,1958100,69.51
"2012-01-12",72.57,72.79,71.61,71.81,1843300,68.78
"2012-01-13",71.35,72.15,70.99,71.91,2111100,68.88
"2012-01-17",72.43,73.36,72.43,72.74,2308200,69.67
"2012-01-18",72.78,73.09,72.06,72.17,2706800,69.13
"2012-01-19",71.63,72.45,70.32,71.93,4247700,68.9
"2012-01-20",72.14,72.28,70.49,71.78,2579100,68.75
"2012-01-23",71.75,72.52,71.04,71.18,2108500,68.18
"2012-01-24",71.18,71.34,69,69.4,4798500,66.47
"2012-01-25",64.58,66.93,63.72,66.1,13315300,63.31
"2012-01-26",65.97,66.94,63.48,64.3,6097100,61.59
"2012-01-27",64,65.81,64,65.42,3986600,62.66
"2012-01-30",64.89,65.05,64.06,64.43,3915800,61.71
"2012-01-31",64.63,65.6,64.07,64.32,4552200,61.61
"2012-02-01",64.8,66.43,64.73,66.13,4179000,63.34
"2012-02-02",65.99,65.99,64.51,65.16,3842000,62.41
"2012-02-03",65.66,65.66,63.6,65.07,5173700,62.33
"2012-02-06",64.76,65.48,63.85,64.37,2673800,61.66
"2012-02-07",64.04,65.05,64,65,2531300,62.26
"2012-02-08",64.88,66.01,64.7,64.83,3690500,62.1
"2012-02-09",65.06,65.13,64.5,64.65,2819600,61.92
"2012-02-10",64.23,64.43,63.9,64.17,2876100,61.46
"2012-02-13",64.51,65.06,64.25,64.66,1487000,61.93
"2012-02-14",64.6,65.71,64.58,65.69,3096400,62.92
"2012-02-15",65.91,66.24,65,65.15,2828800,62.4
"2012-02-16",65.35,66.37,65.16,66.23,2449000,63.44
"2012-02-17",66.47,66.88,65.85,66.05,2027700,63.27
"2012-02-21",66.6,66.99,66.03,66.39,2808100,63.59
"2012-02-22",66.5,66.72,65.63,66.1,1676600,63.31
"2012-02-23",65.98,66.34,65.67,66.22,1789500,63.43
"2012-02-24",66.26,66.52,65.67,66.11,2875900,63.32
"2012-02-27",65.75,66.54,65.6,65.79,2856200,63.02
"2012-02-28",65.76,66.17,64.9,65.54,1996200,62.78
"2012-02-29",65.57,65.88,65.09,65.63,3079600,62.86
"2012-03-01",65.77,66.43,65.72,66.23,2199900,63.44
"2012-03-02",66.1,66.2,65.72,65.78,2032500,63.01
"2012-03-05",65.52,66.14,64.88,65.19,2479300,62.44
"2012-03-06",64.79,65.42,63.93,64.34,2246100,61.63
"2012-03-07",64.37,64.37,63.75,63.84,2059400,61.42
"2012-03-08",64.25,64.75,64.08,64.41,1882100,61.97
"2012-03-09",64.51,64.99,64.14,64.88,3153900,62.42
"2012-03-12",64.88,64.99,63.93,64.01,2655200,61.59
"2012-03-13",64.19,65.13,63.34,65.05,3206000,62.59
"2012-03-14",65.22,67.53,65.11,67.22,5968600,64.68
"2012-03-15",67.25,67.4,66.6,66.94,3712800,64.41
"2012-03-16",67.43,68.06,67.05,67.33,7674100,64.78
"2012-03-19",67.05,67.75,67.05,67.67,2346400,65.11
"2012-03-20",67.25,67.63,66.62,66.86,2149500,64.33
"2012-03-21",66.84,66.87,66.33,66.35,2451600,63.84
