"","APD.Open","APD.High","APD.Low","APD.Close","APD.Volume","APD.Adjusted"
"2010-07-06",65.64,66.31,65.09,65.74,1865700,60.04
"2010-07-07",65.82,67.76,65.63,67.74,1485400,61.87
"2010-07-08",68.53,68.91,67.84,68.78,2063400,62.82
"2010-07-09",69.27,69.85,69.03,69.74,1517100,63.69
"2010-07-12",69.21,69.64,68.76,69.17,881800,63.17
"2010-07-13",69.73,71.38,69.73,70.93,1467200,64.78
"2010-07-14",70,70.8,69.68,70.26,1670100,64.17
"2010-07-15",70.25,70.5,69.36,70.32,778900,64.22
"2010-07-16",70.13,70.17,69.03,69.32,2320600,63.31
"2010-07-19",69.49,69.84,68.68,69.32,835700,63.31
"2010-07-20",68.64,70.84,68.54,70.77,1018600,64.63
"2010-07-21",71.13,71.35,69.4,70.05,1114300,63.98
"2010-07-22",71.1,73.6,70.99,71.6,2368600,65.39
"2010-07-23",69.89,72.12,69.89,72.09,1200300,65.84
"2010-07-26",72.33,72.81,72.06,72.8,1267000,66.49
"2010-07-27",73.38,73.5,72.12,72.37,1125100,66.09
"2010-07-28",72.15,72.77,72.01,72.51,1020700,66.22
"2010-07-29",72.95,73.99,72.04,72.69,1111100,66.39
"2010-07-30",72.09,72.96,71.75,72.58,981000,66.29
"2010-08-02",73.58,75.22,73.41,74.99,2407900,68.49
"2010-08-03",74.57,75.74,74.28,75.68,1941700,69.12
"2010-08-04",75.54,76.95,75.41,76.7,1514700,70.05
"2010-08-05",76.33,77.14,76.06,77.06,1485100,70.38
"2010-08-06",76.59,77.22,75.47,76.22,1296500,69.61
"2010-08-09",76.68,77.1,76.49,77,907700,70.32
"2010-08-10",76.17,77.48,75.84,76.93,1318800,70.26
"2010-08-11",75.51,75.63,74.31,75.4,1400500,68.86
"2010-08-12",74.29,74.98,73.82,74.7,1399500,68.22
"2010-08-13",74.31,75.79,74.15,75.68,1588500,69.12
"2010-08-16",74.84,76.57,74.51,75.9,1070500,69.32
"2010-08-17",76.72,77.84,76.57,76.72,1754500,70.07
"2010-08-18",76.81,77.32,76.29,77.03,1027100,70.35
"2010-08-19",76.68,76.68,74.18,75.59,1834000,69.03
"2010-08-20",75,75.5,74.3,75.01,1042100,68.5
"2010-08-23",75.61,76.1,74.58,74.69,876700,68.21
"2010-08-24",73.97,74.8,73.27,73.84,1522700,67.44
"2010-08-25",73.31,73.87,72.81,73.55,1673400,67.17
"2010-08-26",74.19,74.59,73.54,73.56,1205500,67.18
"2010-08-27",74.21,74.53,73.46,74.42,1671700,67.97
"2010-08-30",74.12,74.54,73.7,73.7,1204900,67.31
"2010-08-31",73.46,74.34,73.45,74.03,1216300,67.61
"2010-09-01",74.97,74.97,74.04,74.75,2487600,68.27
"2010-09-02",75.21,77.3,74.75,77.19,2083300,70.5
"2010-09-03",77.99,78.04,77.31,78.04,1513000,71.27
"2010-09-07",77.8,78,76.86,77.38,1156000,70.67
"2010-09-08",77.3,78.85,77.12,77.79,1740100,71.04
"2010-09-09",78.51,79.31,77.83,77.95,1238900,71.19
"2010-09-10",78.07,78.37,77.8,77.95,920900,71.19
"2010-09-13",78.7,78.97,78.24,78.78,1105200,71.95
"2010-09-14",78.73,80.83,78.66,80.21,2794800,73.25
"2010-09-15",79.88,81.6,79.47,81.38,1793500,74.32
"2010-09-16",80.84,82,80.2,81.75,1910600,74.66
"2010-09-17",82.46,82.59,81.71,82.2,2845900,75.07
"2010-09-20",82.33,83.26,82.08,83.05,1298100,75.85
"2010-09-21",83.04,83.45,82.51,83,1634300,75.8
"2010-09-22",83.07,83.38,82.47,83.18,1299900,75.97
"2010-09-23",82.37,83.53,82.27,82.94,1392200,75.75
"2010-09-24",83.87,84.43,83.5,84.2,1263700,76.9
"2010-09-27",84.08,84.25,83.71,83.86,1474600,76.59
"2010-09-28",84,84.06,82.67,83.97,1059800,76.69
"2010-09-29",83.27,83.3,82.2,82.85,1057000,76.11
"2010-09-30",83.16,84.28,82.55,82.82,1526100,76.08
"2010-10-01",83.22,84,82.52,83.02,1508300,76.27
"2010-10-04",82.94,83,81.88,82.07,943800,75.39
"2010-10-05",82.92,84.29,82.9,84.2,1069400,77.35
"2010-10-06",84.08,84.56,83.71,84.02,1277400,77.18
"2010-10-07",84.4,84.69,82.33,82.41,1835500,75.7
"2010-10-08",82.39,82.92,82.37,82.7,1382100,75.97
"2010-10-11",82.89,83.33,82.3,82.53,1154600,75.82
"2010-10-12",82.18,82.72,81.7,82.58,1290700,75.86
"2010-10-13",82.98,83.22,82.29,82.91,1570500,76.16
"2010-10-14",82.04,82.86,81.42,82.1,939900,75.42
"2010-10-15",82.86,82.95,81.32,81.66,1353800,75.02
"2010-10-18",81.79,83.01,81.73,82.95,888800,76.2
"2010-10-19",81.88,82.26,80.9,81.3,873000,74.69
"2010-10-20",81.65,83.22,81.46,83.1,779400,76.34
"2010-10-21",83.76,84.96,83.22,84.93,1914600,78.02
"2010-10-22",84.75,84.9,84.43,84.74,679800,77.85
"2010-10-25",84.92,86.5,84.63,85.74,1164600,78.76
"2010-10-26",85.26,85.78,84.5,85.7,696900,78.73
"2010-10-27",85.07,85.17,83.8,84.17,1529500,77.32
"2010-10-28",84.77,85.75,84.35,85.15,741200,78.22
"2010-10-29",84.88,85.67,84.44,84.97,995800,78.06
"2010-11-01",85.5,86.1,84.56,84.95,449400,78.04
"2010-11-02",85.68,86.86,85.68,86.36,750700,79.33
"2010-11-03",86.5,86.5,84.29,85.46,833400,78.51
"2010-11-04",86.63,86.87,86.08,86.86,998000,79.79
"2010-11-05",86.87,87.1,86.21,86.65,529300,79.6
"2010-11-08",86.37,87.41,86.34,87.21,777900,80.11
"2010-11-09",87.6,87.68,85.24,85.58,758100,78.62
"2010-11-10",85.52,85.94,84.41,85.27,815400,78.33
"2010-11-11",84.16,85.59,84.02,85.49,704500,78.53
"2010-11-12",84.44,85.14,83.09,84,843400,77.17
"2010-11-15",84.21,85.14,83.85,84.52,701000,77.64
"2010-11-16",83.71,84.05,82.93,83.21,931700,76.44
"2010-11-17",83.51,84.53,83.13,83.74,1046100,76.93
"2010-11-18",84.68,86.1,84.67,85.65,922600,78.68
"2010-11-19",85.88,86.02,85.27,86.01,987800,79.01
"2010-11-22",83.52,85.61,83.52,85.5,663600,78.54
"2010-11-23",84.59,84.82,83.09,84.57,2152700,77.69
"2010-11-24",83.6,86.69,83.6,86.55,1291900,79.51
"2010-11-26",85.95,85.95,85.41,85.62,340200,78.65
"2010-11-29",84.93,86.06,82.86,85.82,1025900,78.84
"2010-11-30",84.7,86.4,84.7,86.22,878000,79.2
"2010-12-01",87.89,88.22,86.18,86.39,1611100,79.36
"2010-12-02",86.6,88.67,86.56,88.63,1238100,81.42
"2010-12-03",88.14,88.29,87.08,87.61,1081200,80.48
"2010-12-06",87.69,87.96,87.42,87.69,550000,80.56
"2010-12-07",88.5,89.05,87.49,87.52,919500,80.4
"2010-12-08",87.52,87.81,86.19,87.06,830900,79.98
"2010-12-09",87.49,89.92,86.02,88.75,3317500,81.53
"2010-12-10",89.11,89.5,88.34,88.84,1670900,81.61
"2010-12-13",89.99,89.99,88.46,88.68,1448500,81.46
"2010-12-14",88.47,89.23,87.48,87.59,1269900,80.46
"2010-12-15",87.34,88.43,87.27,88.02,964000,80.86
"2010-12-16",88.33,88.68,87.68,88.58,737700,81.37
"2010-12-17",88.45,89.4,87.79,89.33,1226000,82.06
"2010-12-20",89.3,90,89.1,89.93,804100,82.61
"2010-12-21",90,90.9,89.93,90.53,788400,83.16
"2010-12-22",90.4,91,90.15,90.57,928500,83.2
"2010-12-23",90.21,91,90.21,90.8,407400,83.41
"2010-12-27",90.48,90.96,90.15,90.89,336000,83.49
"2010-12-28",91.15,91.35,90.54,91.22,475600,83.8
"2010-12-29",91.19,91.39,90.86,91.25,703500,83.83
"2010-12-30",90.99,91.25,90.7,90.95,520100,84
"2010-12-31",90.7,91.1,90.56,90.95,406400,84
"2011-01-03",91.54,91.71,90.31,90.53,1099100,83.61
"2011-01-04",90.5,90.65,88.95,89.19,1096700,82.38
"2011-01-05",89.04,89.38,88.6,88.8,1214300,82.02
"2011-01-06",88.69,88.83,87.7,88.34,1557800,81.59
"2011-01-07",88.59,89.78,87.96,88.5,1081100,81.74
"2011-01-10",88.72,88.72,87.78,88.51,822200,81.75
"2011-01-11",88.63,88.89,87.96,88.32,968000,81.57
"2011-01-12",88.59,89,88.21,88.65,878800,81.88
"2011-01-13",89.09,89.15,88.59,88.86,1854700,82.07
"2011-01-14",88.56,88.79,87.75,88.73,1330000,81.95
"2011-01-18",87.91,89.2,87.52,89.1,1212800,82.29
"2011-01-19",89.61,89.61,88.19,88.51,875200,81.75
"2011-01-20",88.11,88.44,86.96,87.26,1439000,80.59
"2011-01-21",87.55,88.18,86.23,86.51,2024300,79.9
"2011-01-24",86.38,86.91,86.3,86.5,1908100,79.89
"2011-01-25",86.48,87.13,86.17,86.68,2183800,80.06
"2011-01-26",87,87.21,86.68,86.92,3023600,80.28
"2011-01-27",87.01,87.69,86.27,86.34,1702200,79.74
"2011-01-28",86.57,87.3,85.54,85.77,2515600,79.22
"2011-01-31",86.15,87.34,85.98,87.25,1809300,80.58
"2011-02-01",88.44,89.7,87.87,89.62,1149200,82.77
"2011-02-02",89.74,89.74,88.56,89.04,762100,82.24
"2011-02-03",89.04,89.51,88.01,88.59,1246600,81.82
"2011-02-04",88.7,88.95,88.17,88.61,879000,81.84
"2011-02-07",88.95,89.5,88.7,89.25,949800,82.43
"2011-02-08",89.48,89.67,88.89,89.55,1452500,82.71
"2011-02-09",89.14,89.33,88.24,88.49,953300,81.73
"2011-02-10",88.22,89,88.12,88.61,952700,81.84
"2011-02-11",88.33,89.28,88.09,89.06,665000,82.26
"2011-02-14",88.99,90.06,88.9,90.03,992400,83.15
"2011-02-15",89.3,90.3,89.1,90.22,762800,83.33
"2011-02-16",93.39,94.71,92.5,94.61,4018800,87.38
"2011-02-17",93.93,94.35,92.94,93.94,2081800,86.76
"2011-02-18",94.74,95,94.44,94.96,1990500,87.7
"2011-02-22",92.42,94.63,91.65,91.83,2286600,84.81
"2011-02-23",92.79,92.89,89.75,90.89,2442600,83.95
"2011-02-24",90.92,91.78,90.01,90.86,1839900,83.92
"2011-02-25",91.26,92.29,91.23,91.42,1729400,84.44
"2011-02-28",91.91,92.55,91.65,92,1793200,84.97
"2011-03-01",92.46,92.5,89.89,89.9,1653500,83.03
"2011-03-02",90.03,90.68,89.85,90.42,2142400,83.51
"2011-03-03",91.4,92,91.34,91.9,1583900,84.88
"2011-03-04",91.51,92.03,90.5,91.22,1076900,84.25
"2011-03-07",91.55,92.01,89.45,89.56,1993600,82.72
"2011-03-08",90.13,90.13,89.19,89.88,1499600,83.01
"2011-03-09",89.58,89.92,89.03,89.59,1209900,82.75
"2011-03-10",88.52,89.09,87.88,87.9,1946600,81.18
"2011-03-11",87.74,88.48,86.88,87.02,2723900,80.37
"2011-03-14",86.72,87.31,86.22,86.88,2311300,80.24
"2011-03-15",84.71,86.32,84.23,85.73,2289400,79.18
"2011-03-16",85.61,85.7,83.22,84.12,2037000,77.69
"2011-03-17",85.49,87.32,84.37,86.25,3189600,79.66
"2011-03-18",87.66,88.76,87.11,88,2300100,81.28
"2011-03-21",89,89.49,88.11,88.38,1026100,81.63
"2011-03-22",88.27,88.65,87.53,87.87,703300,81.16
"2011-03-23",87.64,88.89,86.76,88.55,1383100,81.78
"2011-03-24",89.03,89.87,88.43,89.84,1082800,82.98
"2011-03-25",89.95,90.74,89.81,89.94,864200,83.07
"2011-03-28",90.31,90.69,89.89,89.89,630100,83.02
"2011-03-29",89.83,90.28,89.08,90.28,1141100,83.38
"2011-03-30",90.49,90.49,89.3,90.19,1145100,83.84
"2011-03-31",89.85,90.84,89.85,90.18,897500,83.83
"2011-04-01",90.53,91.31,90.14,90.48,959400,84.11
"2011-04-04",90.87,91,90.07,90.74,1017600,84.35
"2011-04-05",90.52,92.76,90.38,92.22,1328600,85.72
"2011-04-06",92.68,93,91.46,92.49,970100,85.98
"2011-04-07",92.03,92.93,91.01,91.4,1000600,84.96
"2011-04-08",92.03,92.81,91.26,92.01,916200,85.53
"2011-04-11",92.07,92.27,90.65,91.19,627200,84.77
"2011-04-12",90.9,91.36,89.58,89.78,900200,83.46
"2011-04-13",90.28,90.64,89.47,90.08,945500,83.74
"2011-04-14",89.62,90.83,89.18,90.57,1236800,84.19
"2011-04-15",91.12,92.12,90.46,91.82,1676200,85.35
"2011-04-18",90.69,90.94,89.96,90.51,848200,84.14
"2011-04-19",90.75,92.07,90.38,92.06,1045300,85.58
"2011-04-20",93,94.29,93,93.72,1924200,87.12
"2011-04-21",93.66,94.06,92.72,93.92,1011500,87.31
"2011-04-25",93.61,94.4,93,94.03,930300,87.41
"2011-04-26",94.38,95.33,94.15,95.11,1400000,88.41
"2011-04-27",95.13,95.21,93.33,94.82,769100,88.14
"2011-04-28",94.92,95.71,94.45,95.68,981400,88.94
"2011-04-29",95.96,96,95.21,95.52,848000,88.79
"2011-05-02",96,96,94.35,94.77,800900,88.1
"2011-05-03",94.65,94.76,93.58,94.36,829800,87.71
"2011-05-04",94.42,94.55,92.84,93.09,993300,86.53
"2011-05-05",92.61,93.62,91.78,92.15,910000,85.66
"2011-05-06",93.27,94.1,91.94,92.5,798400,85.99
"2011-05-09",92.66,94.02,92.44,93.63,524300,87.04
"2011-05-10",94.13,95.08,93.89,94.74,870800,88.07
"2011-05-11",94.65,94.83,92.48,92.98,772800,86.43
"2011-05-12",92.86,93.07,91.34,92.27,1566500,85.77
"2011-05-13",92.5,92.62,90.55,90.66,976500,84.27
"2011-05-16",90.3,92.11,90.22,90.87,796100,84.47
"2011-05-17",90.71,90.87,89.25,89.51,1328800,83.21
"2011-05-18",89.78,91.44,89.42,91.41,1110200,84.97
"2011-05-19",91.74,92.49,91.02,92.01,936600,85.53
"2011-05-20",92.06,92.09,90.33,91.27,671500,84.84
"2011-05-23",90,90.83,89.58,90.63,895000,84.25
"2011-05-24",91.09,91.73,90.52,91.05,878600,84.64
"2011-05-25",92.42,92.8,90.37,92.42,1048600,85.91
"2011-05-26",92.18,92.97,91.37,92.75,764300,86.22
"2011-05-27",93.11,94.15,92.85,93.96,970800,87.34
"2011-05-31",95,95.14,93.86,95.09,1503400,88.39
"2011-06-01",94.93,95.1,91.96,92.1,1173600,85.61
"2011-06-02",92.39,93.13,91.31,91.87,1021700,85.4
"2011-06-03",90.61,90.78,89.56,89.63,1328600,83.32
"2011-06-06",89.45,90.5,89.25,89.61,1096900,83.3
"2011-06-07",90.43,91.48,89.69,90.6,1489100,84.22
"2011-06-08",90.19,91.29,89.78,90.8,1340100,84.4
"2011-06-09",91.28,93.78,90.9,92.65,1563200,86.12
"2011-06-10",91.99,92.7,91.12,91.17,1322600,84.75
"2011-06-13",92.33,92.87,91.22,92.33,1336300,85.83
"2011-06-14",93.57,93.89,92.91,93.26,1190400,86.69
"2011-06-15",92.57,93.09,90.44,90.9,1215200,84.5
"2011-06-16",91.02,91.25,89.41,90.43,1650600,84.06
"2011-06-17",91.3,91.7,89.75,90.04,1857700,83.7
"2011-06-20",89.63,91.49,89.63,91.18,928700,84.76
"2011-06-21",91.89,93.07,91.56,92.5,897400,85.99
"2011-06-22",92,93.37,91.78,92.97,1052700,86.42
"2011-06-23",91.43,93.05,90.67,92.98,1369400,86.43
"2011-06-24",93.05,93.44,92.33,92.99,1277100,86.44
"2011-06-27",92.86,93.22,92.13,93.01,1511400,86.46
"2011-06-28",93.36,94.85,93.1,94.84,1065900,88.16
"2011-06-29",94.85,94.99,93.47,94.09,1417000,88
"2011-06-30",94.47,95.93,94.04,95.58,1393500,89.39
"2011-07-01",95.47,96.73,94.71,96.45,1238400,90.21
"2011-07-05",96.4,96.8,95.99,96.29,847700,90.06
"2011-07-06",96.27,96.95,96.14,96.8,1478000,90.54
"2011-07-07",97.39,98,96.91,97.79,866400,91.46
"2011-07-08",96.7,97.4,96.21,97.02,803900,90.74
"2011-07-11",96.07,96.19,94.86,95.3,1162400,89.13
"2011-07-12",94.71,95.54,94.64,94.74,1823300,88.61
"2011-07-13",95.2,95.56,94.64,94.92,1374400,88.78
"2011-07-14",95.1,95.45,93.69,93.94,866200,87.86
"2011-07-15",94.29,94.37,93.37,94.29,933800,88.19
"2011-07-18",93.8,94,92.58,92.92,816800,86.91
"2011-07-19",93.41,94.45,93.41,94.2,854300,88.1
"2011-07-20",94.66,94.66,93.59,94.13,601900,88.04
"2011-07-21",94.51,95.67,94.1,95.41,1033300,89.24
"2011-07-22",95.18,95.18,91.73,91.9,1966300,85.95
"2011-07-25",91.47,92.4,90.83,91.8,1292100,85.86
"2011-07-26",91.92,92.09,90.87,90.97,1118600,85.08
"2011-07-27",90.75,90.9,89.52,89.88,1658700,84.06
"2011-07-28",89.94,90.68,88.98,89.06,946400,83.3
"2011-07-29",87.86,89.75,87.75,88.73,1754200,82.99
"2011-08-01",89.97,90.11,87.53,88.53,1354200,82.8
"2011-08-02",87.68,88,85.21,85.23,2185700,79.71
"2011-08-03",85.25,86.48,84.32,86.38,1904100,80.79
"2011-08-04",85.44,85.44,82.01,82.08,2460000,76.77
"2011-08-05",83.19,83.68,80.27,82.25,2243300,76.93
"2011-08-08",80.67,81.62,77.24,77.25,2542600,72.25
"2011-08-09",78.24,80.3,75.89,80.25,3587200,75.06
"2011-08-10",78.96,81.05,77.68,77.82,3593200,72.78
"2011-08-11",78.23,82.34,77.8,81.36,2078800,76.1
"2011-08-12",82.1,82.92,80.73,81.99,1305200,76.68
"2011-08-15",82.7,82.99,80.9,82.27,1635800,76.95
"2011-08-16",81.45,82.46,80.99,81.67,1834000,76.39
"2011-08-17",82.26,82.77,81.2,81.55,1572500,76.27
"2011-08-18",79.37,79.52,76.22,76.84,2207000,71.87
"2011-08-19",75.71,77.49,74.92,75.24,1835500,70.37
"2011-08-22",76.86,76.97,74.58,74.8,1303000,69.96
"2011-08-23",75.52,76.66,75.15,76.51,1961200,71.56
"2011-08-24",76.67,77.65,75.76,77.56,1595000,72.54
"2011-08-25",77.72,78.27,76.84,77.49,1197500,72.48
"2011-08-26",76.76,78.97,75.3,78.64,1421200,73.55
"2011-08-29",79.87,81.36,79.52,81.25,958400,75.99
"2011-08-30",81.04,82.55,80.73,82.1,924700,76.79
"2011-08-31",82.93,83.65,81.36,81.87,1317000,76.57
"2011-09-01",81.64,83,81.32,81.48,1840000,76.21
"2011-09-02",79.95,81.1,79.39,80.04,1462700,74.86
"2011-09-06",78.3,80.4,77.45,80.29,2202800,75.09
"2011-09-07",81.38,82.62,80.95,82.53,1630300,77.19
"2011-09-08",82.25,82.43,80.7,81.08,1813100,75.83
"2011-09-09",79.98,80.24,78.02,78.39,1569400,73.32
"2011-09-12",77.66,78.58,76.35,77.56,1482600,72.54
"2011-09-13",77.93,79.03,77.27,78.79,992300,73.69
"2011-09-14",79.16,81.17,77.67,80.12,1583100,74.94
"2011-09-15",81,82.04,80.21,81.91,1513100,76.61
"2011-09-16",82.68,82.95,81.52,82.36,1414600,77.03
"2011-09-19",80.77,81.9,79.96,81.58,987500,76.3
"2011-09-20",82.2,83.14,81.19,82.18,1357000,76.86
"2011-09-21",82.09,82.09,78.05,78.13,1686400,73.07
"2011-09-22",75.97,76.75,75.04,76.25,2546500,71.32
"2011-09-23",75.33,76.93,75.1,76.72,2102700,71.76
"2011-09-26",77.24,78.94,76.37,78.85,1668200,73.75
"2011-09-27",80.57,82.39,80.41,80.85,1442000,75.62
"2011-09-28",81.46,81.47,78.85,79,1607800,73.89
"2011-09-29",79.96,80.25,77.98,79.29,1182300,74.71
"2011-09-30",77.96,79.05,76.36,76.37,1580700,71.96
"2011-10-03",75.9,77.18,73.85,73.87,2069800,69.6
"2011-10-04",73.28,76.63,72.26,76.51,1600000,72.09
"2011-10-05",76.72,79.71,76.05,79.13,1222700,74.56
"2011-10-06",78.93,80.49,78.22,80.24,1007100,75.6
"2011-10-07",80.94,81.26,78.99,80.03,1047000,75.4
"2011-10-10",81.62,83.2,81.53,83,800300,78.2
"2011-10-11",82.58,83.25,81.19,81.73,1059300,77.01
"2011-10-12",82.22,83.78,81.78,82.82,1257200,78.03
"2011-10-13",82.48,83.24,81.45,82.9,711700,78.11
"2011-10-14",83.8,84.35,83.36,84.06,982000,79.2
"2011-10-17",83.97,84.02,82.34,82.64,1601200,77.86
"2011-10-18",82.61,85.72,81.8,85.32,1338200,80.39
"2011-10-19",85.24,85.24,82.71,83.24,997800,78.43
"2011-10-20",83.48,84.49,82,83.08,1754800,78.28
"2011-10-21",80.9,84.48,78.75,82.74,3726000,77.96
"2011-10-24",82.66,83.5,82.15,83.15,1444900,78.34
"2011-10-25",82.9,84.47,81.89,82.45,1526200,77.68
"2011-10-26",83.74,85.01,81.95,84.54,1549900,79.65
"2011-10-27",86.86,89.48,85.91,88.75,1954100,83.62
"2011-10-28",88.09,90.2,87.2,89.41,1579400,84.24
"2011-10-31",88.06,88.18,86.11,86.14,1351700,81.16
"2011-11-01",82.98,85.12,82.12,83.23,1556700,78.42
"2011-11-02",84.32,85.49,83.75,84.95,979200,80.04
"2011-11-03",86.22,86.6,84.74,86.33,887900,81.34
"2011-11-04",85.3,86.21,84.32,85.77,799800,80.81
"2011-11-07",85.96,86.55,84.4,86.47,1007200,81.47
"2011-11-08",86.47,87.76,85.37,87.53,1026000,82.47
"2011-11-09",85.84,85.84,83.05,83.4,1273600,78.58
"2011-11-10",84.43,85.11,83.46,84.47,742800,79.59
"2011-11-11",85.75,86.98,85.7,86.46,772800,81.46
"2011-11-14",86.22,86.44,84.61,85.54,574700,80.6
"2011-11-15",85.42,86.24,84.49,85.61,656500,80.66
"2011-11-16",84.62,85.46,83.27,83.45,968100,78.63
"2011-11-17",83.09,83.38,80.39,81.21,1308500,76.52
"2011-11-18",81.27,81.45,80.1,81.08,1271100,76.39
"2011-11-21",79.95,80.19,78.97,79.34,1342200,74.75
"2011-11-22",78.92,80.11,78.49,78.8,998500,74.25
"2011-11-23",78,78.2,76.76,76.94,1366900,72.49
"2011-11-25",76.8,77.61,76.64,76.74,414200,72.3
"2011-11-28",80.19,80.19,78.46,79.12,1140500,74.55
"2011-11-29",79.5,80.11,78.46,78.93,1117300,74.37
"2011-11-30",81.1,83.88,81.1,83.75,1414700,78.91
"2011-12-01",83.71,84.41,82.53,82.64,1087000,77.86
"2011-12-02",83.71,83.88,81.22,81.96,1307800,77.22
"2011-12-05",83.46,84.16,82.57,83.37,1137300,78.55
"2011-12-06",83.48,83.84,82.74,82.82,1017900,78.03
"2011-12-07",82.63,84.08,81.95,83.54,1665000,78.71
"2011-12-08",83.11,83.2,81.56,82.2,1274000,77.45
"2011-12-09",81.86,83.81,81.22,83.22,1448200,78.41
"2011-12-12",82.11,82.11,80.25,81.19,1186400,76.5
"2011-12-13",81.82,83.01,80.22,80.87,1075600,76.2
"2011-12-14",80.41,81.59,80.03,80.48,1069400,75.83
"2011-12-15",81.62,82.38,80.81,82.18,1243500,77.43
"2011-12-16",83,83.6,81.78,82.54,1446300,77.77
"2011-12-19",82.73,83.23,81.18,81.4,1056300,76.7
"2011-12-20",83.15,84.87,82.95,84.81,1001800,79.91
"2011-12-21",85,85.52,83.43,84.28,861500,79.41
"2011-12-22",84.56,85.14,83.92,84.8,725300,79.9
"2011-12-23",85.26,86.09,84.78,86.05,594900,81.08
"2011-12-27",85.87,86.63,85.72,86.42,332400,81.43
"2011-12-28",86.63,86.63,84.87,84.98,494000,80.07
"2011-12-29",84.71,85.32,84.51,84.99,549200,80.63
"2011-12-30",85.12,85.46,84.73,85.19,467300,80.82
"2012-01-03",86.62,87.14,86.11,86.35,891500,81.92
"2012-01-04",86.25,87.5,85.96,87.09,670200,82.62
"2012-01-05",86.71,86.97,85.6,86.5,694700,82.06
"2012-01-06",86.85,86.85,85.9,86.32,503000,81.89
"2012-01-09",86.21,86.85,85.61,86.32,654300,81.89
"2012-01-10",87.05,87.5,86.78,87.31,770800,82.83
"2012-01-11",87.01,87.95,86.81,87.94,955500,83.43
"2012-01-12",88.5,90.19,88.27,90.13,1065100,85.5
"2012-01-13",89.14,89.99,87.92,89.91,999300,85.3
"2012-01-17",90.11,90.83,89.73,90.44,1243400,85.8
"2012-01-18",90.71,91.72,89.99,91.56,1141200,86.86
"2012-01-19",91.06,92.23,90.37,91.84,1225500,87.13
"2012-01-20",91.51,91.67,90.3,90.65,1796200,86
"2012-01-23",90.61,91.48,89.62,89.92,1805700,85.31
"2012-01-24",88.17,88.25,86.69,87.58,2654000,83.09
"2012-01-25",86.98,88.21,86.36,87.74,1294100,83.24
"2012-01-26",88.24,89.35,87.69,88.16,877900,83.64
"2012-01-27",88.08,88.6,87.67,88.19,863000,83.66
"2012-01-30",87.44,88.39,87.28,88.33,740500,83.8
"2012-01-31",88.71,88.9,87.46,88.03,1180200,83.51
"2012-02-01",88.99,89.95,88.87,89.36,1132900,84.77
"2012-02-02",89.58,89.7,88.52,88.55,812500,84.01
"2012-02-03",89.84,90.5,89.52,90.4,1284700,85.76
"2012-02-06",89.86,90.02,89.53,89.93,611100,85.31
"2012-02-07",89.56,90.27,89.08,90.04,601100,85.42
"2012-02-08",90.14,90.77,89.88,90.74,832900,86.08
"2012-02-09",90.91,91.27,90.22,91.05,633500,86.38
"2012-02-10",89.91,90.5,89.63,90.4,774100,85.76
"2012-02-13",91.08,91.19,90.25,90.52,511300,85.87
"2012-02-14",90.42,90.78,89.83,90.78,795800,86.12
"2012-02-15",91,91.28,90.4,90.73,907800,86.07
"2012-02-16",90.69,91.9,90.39,91.89,509600,87.17
"2012-02-17",92,92.14,91.39,92.06,897400,87.34
"2012-02-21",92.44,92.44,91.37,91.75,839700,87.04
"2012-02-22",91.83,91.83,90.73,90.85,603700,86.19
"2012-02-23",90.97,92,90.36,91.91,810200,87.19
"2012-02-24",91.86,92.41,91.66,91.94,526700,87.22
"2012-02-27",91.63,92.36,91.08,92.01,775100,87.29
"2012-02-28",92.01,92.21,90.84,91.24,937000,86.56
"2012-02-29",91.51,91.65,89.95,90.24,994800,85.61
"2012-03-01",90.67,91.88,90.59,91.87,1067900,87.16
"2012-03-02",91.92,92.48,91.54,91.88,744400,87.16
"2012-03-05",91.5,91.5,90.24,90.9,650500,86.24
"2012-03-06",89.39,89.53,88.15,88.55,1371500,84.01
"2012-03-07",88.98,89.31,88.27,88.89,1140000,84.33
"2012-03-08",89.39,90.16,89.23,90.01,771600,85.39
"2012-03-09",90.1,90.37,89.33,89.44,775600,84.85
"2012-03-12",89.29,89.95,89.05,89.33,824200,84.75
"2012-03-13",89.55,90.82,89.44,90.74,746300,86.08
"2012-03-14",90.79,91.22,90.46,91.14,597500,86.46
"2012-03-15",91.24,91.7,90.09,91.62,942600,86.92
"2012-03-16",91.69,92.31,91.45,91.71,1134700,87
"2012-03-19",92.24,92.4,91.48,92.01,627300,87.29
"2012-03-20",91.15,91.35,90.4,91.17,627800,86.49
"2012-03-21",91.27,91.64,90.45,90.92,606700,86.25
"2012-03-22",90.37,90.57,89.08,89.6,1025900,85
"2012-03-23",89.79,90.39,89.26,90.2,892100,85.57
"2012-03-26",88.84,91.37,88.84,91.33,1169400,86.64
"2012-03-27",91.7,92.34,91.26,91.71,713500,87
"2012-03-28",91.57,91.7,90.26,91.13,731000,86.45
"2012-03-29",90.31,91.68,90,91.65,1187200,87.56
"2012-03-30",91.73,92.28,91.29,91.8,1493400,87.7
"2012-04-02",91.83,92.79,91.44,92.68,1161200,88.55
"2012-04-03",92.62,92.65,91.32,91.76,969200,87.67
"2012-04-04",90.9,91,90.47,90.58,805700,86.54
"2012-04-05",90.33,90.93,90.14,90.81,1151400,86.76
"2012-04-09",89.28,89.78,88.71,88.95,876100,84.98
