"","COST.Open","COST.High","COST.Low","COST.Close","COST.Volume","COST.Adjusted"
"2010-06-29",56.18,56.37,55.39,55.63,4298400,49.73
"2010-06-30",55.52,55.67,54.69,54.83,4609600,49.02
"2010-07-01",54.73,55.16,54.22,54.9,5376600,49.08
"2010-07-02",55.18,55.18,53.76,54.23,3385200,48.48
"2010-07-06",54.69,54.71,53.51,54,3364700,48.27
"2010-07-07",53.76,54.33,53.41,54.29,4813000,48.53
"2010-07-08",54.78,55.79,54.52,55.71,7592700,49.8
"2010-07-09",56.29,56.29,55.6,56.19,3895600,50.23
"2010-07-12",56.05,56.43,55.73,55.93,2644600,50
"2010-07-13",56.15,56.75,56.15,56.51,3207300,50.52
"2010-07-14",56.39,56.4,55.87,56.35,3428200,50.38
"2010-07-15",56.37,56.59,55.85,56.55,2949400,50.55
"2010-07-16",56.59,56.6,54.95,54.98,5020200,49.15
"2010-07-19",55.13,55.29,54.6,54.82,3575000,49.01
"2010-07-20",54.37,55.09,54.11,55.09,6343500,49.25
"2010-07-21",55.07,55.1,53.49,53.61,4973800,47.93
"2010-07-22",54.09,55.08,53.84,54.9,5284100,49.08
"2010-07-23",55,56,54.78,55.95,4905800,50.02
"2010-07-26",55.79,56,55.45,55.71,3494400,49.8
"2010-07-27",56.49,57.36,56.39,57.21,6930000,51.14
"2010-07-28",57.22,57.4,56.41,56.51,3077800,50.52
"2010-07-29",56.74,57,55.77,56.21,3439800,50.25
"2010-07-30",55.71,56.89,55.71,56.71,2973900,50.7
"2010-08-02",57.06,57.34,56.76,56.84,3588100,50.81
"2010-08-03",56.62,56.91,56.38,56.55,3246800,50.55
"2010-08-04",56.49,57.61,56.24,57.4,4364600,51.5
"2010-08-05",56.74,56.74,55.86,56.46,4358300,50.66
"2010-08-06",56.25,56.64,55.76,56.54,3030000,50.73
"2010-08-09",56.55,57.49,56.54,57.16,2391800,51.29
"2010-08-10",56.79,57.31,56.63,56.98,2433600,51.12
"2010-08-11",56.51,56.62,55.81,55.87,2847500,50.13
"2010-08-12",55.49,55.96,55.37,55.67,3269000,49.95
"2010-08-13",55.41,55.71,55.06,55.31,2270600,49.63
"2010-08-16",55.14,55.5,55,55.37,2395400,49.68
"2010-08-17",55.51,56.29,55.38,55.83,2641600,50.09
"2010-08-18",55.25,55.99,54.99,55.68,2909200,49.96
"2010-08-19",55.44,55.63,54.61,55.01,2946200,49.36
"2010-08-20",54.73,55.12,54.48,55.04,2896200,49.38
"2010-08-23",55.33,55.65,54.85,54.9,2407500,49.26
"2010-08-24",54.52,55.67,54.05,55.6,6658600,49.89
"2010-08-25",55.37,57.4,55.2,57.07,5946600,51.2
"2010-08-26",57.13,57.15,56.15,56.28,3854500,50.5
"2010-08-27",56.39,56.53,55.41,56.19,4254700,50.41
"2010-08-30",56.21,56.85,56.07,56.07,2843100,50.31
"2010-08-31",55.86,57.06,55.74,56.5,4358700,50.69
"2010-09-01",56.93,57.89,56.76,57.79,3966400,51.85
"2010-09-02",58.41,58.83,57.65,58.59,5011300,52.57
"2010-09-03",59.05,59.05,58.19,58.57,2779400,52.55
"2010-09-07",58.25,59,58.2,58.64,2598500,52.61
"2010-09-08",59.37,59.42,58.8,59.21,3412700,53.12
"2010-09-09",59.5,59.51,58.83,58.94,2622900,52.88
"2010-09-10",59.3,59.79,59.14,59.54,2608600,53.42
"2010-09-13",59.82,60.23,59.41,60.05,3107800,53.88
"2010-09-14",60,61.21,59.94,61.04,4134800,54.77
"2010-09-15",61.04,61.27,60.91,61.19,3523100,54.9
"2010-09-16",61.16,61.33,60.82,61.24,2230600,54.95
"2010-09-17",61.5,61.5,60.95,61.29,3495800,54.99
"2010-09-20",61.51,61.78,60.97,61.28,3472500,54.98
"2010-09-21",61.21,61.53,60.86,61.27,3198500,54.97
"2010-09-22",61.52,62.45,61.52,62.33,4806500,55.92
"2010-09-23",62.05,62.82,61.88,62.5,3399200,56.08
"2010-09-24",63,64.31,62.78,64.05,4481600,57.47
"2010-09-27",63.82,64.14,63.63,63.73,4704400,57.18
"2010-09-28",63.86,65.11,63.69,65,5453500,58.32
"2010-09-29",64.93,65.22,64.39,64.67,3585200,58.02
"2010-09-30",64.87,65,64.07,64.49,4090300,57.86
"2010-10-01",64.92,65.25,64.5,65.05,4037200,58.36
"2010-10-04",65.06,65.24,64.53,64.56,4502900,57.92
"2010-10-05",65,65,64.33,64.66,5698600,58.01
"2010-10-06",63,65.46,62.81,65.41,11502200,58.69
"2010-10-07",65.22,65.27,64.43,65.26,5048000,58.55
"2010-10-08",64.4,64.95,63.94,64.29,5632000,57.68
"2010-10-11",63.39,64.49,63.28,64.32,2584800,57.71
"2010-10-12",64.03,64.09,63.31,63.34,4454400,56.83
"2010-10-13",63.2,63.96,63,63.36,5006500,56.85
"2010-10-14",63.12,63.86,62.91,63.18,4214500,56.69
"2010-10-15",63.46,63.77,63.21,63.7,4033400,57.15
"2010-10-18",63.42,63.81,63.13,63.21,2417000,56.71
"2010-10-19",62.66,63.14,61.9,62.21,3970600,55.82
"2010-10-20",62.35,63.07,62.25,62.61,2785800,56.18
"2010-10-21",62.56,63.89,62.54,63.6,4190700,57.06
"2010-10-22",63.84,64.1,63.22,64.03,2406400,57.45
"2010-10-25",64.12,64.77,64.01,64.11,2764000,57.52
"2010-10-26",63.52,64.19,63.44,63.68,2826200,57.14
"2010-10-27",63.38,63.38,62.51,62.98,3378700,56.69
"2010-10-28",63.06,63.25,62.5,62.8,2385400,56.53
"2010-10-29",62.61,62.9,62.52,62.77,2350900,56.5
"2010-11-01",63.05,63.62,62.78,63.28,2790600,56.96
"2010-11-02",63.55,64.18,63.35,63.72,2988400,57.36
"2010-11-03",63.53,63.86,62.71,63.16,4080900,56.85
"2010-11-04",63.89,65.63,63.89,65.48,5801500,58.94
"2010-11-05",65.53,66.04,65.23,65.4,3039900,58.87
"2010-11-08",64.86,64.87,64.24,64.81,2613500,58.34
"2010-11-09",64.7,64.78,63.96,64.22,2600000,57.81
"2010-11-10",64.02,64.5,63.94,64.45,2680800,58.01
"2010-11-11",64.1,65.42,63.91,65.35,3798400,58.82
"2010-11-12",64.88,65.7,64.65,65.2,3703200,58.69
"2010-11-15",65.45,65.99,65.4,65.48,2949000,58.94
"2010-11-16",65.19,66.4,64.57,65.74,6198600,59.17
"2010-11-17",66.02,67.13,66.02,67.02,5484600,60.33
"2010-11-18",67.25,67.49,66.32,66.41,3671100,59.78
"2010-11-19",66.26,66.72,66.12,66.56,2710300,59.91
"2010-11-22",66.27,67.34,66.18,67.26,2827200,60.54
"2010-11-23",66.97,67.07,66.27,66.9,2985800,60.22
"2010-11-24",67.17,68,67.17,67.54,2688000,60.79
"2010-11-26",67.11,67.47,67.03,67.22,952900,60.51
"2010-11-29",66.9,67,66.33,66.97,2350200,60.28
"2010-11-30",66.59,67.92,66.51,67.61,3305000,60.86
"2010-12-01",68.21,68.8,68.01,68.31,3038100,61.49
"2010-12-02",68.52,69.11,68.13,69.01,3288800,62.12
"2010-12-03",68.87,69.26,68.24,68.39,3092300,61.56
"2010-12-06",68.33,69.41,68.33,69.19,3366000,62.28
"2010-12-07",69.7,70.06,69.12,69.64,5115400,62.68
"2010-12-08",69.38,69.71,68.53,69.25,3691400,62.33
"2010-12-09",69.7,71.13,69.28,71.02,6777000,63.93
"2010-12-10",70.75,71.28,70.62,71.25,3555900,64.13
"2010-12-13",71.13,71.49,70.53,70.74,5797100,63.67
"2010-12-14",70.7,71.54,70.6,71.21,2682500,64.1
"2010-12-15",71.01,71.45,70.89,71.05,3522600,63.95
"2010-12-16",71.05,72.23,71.01,72.12,3449700,64.92
"2010-12-17",71.93,72.44,71.7,71.84,6457100,64.66
"2010-12-20",71.89,72.55,71.76,72.31,2631800,65.09
"2010-12-21",72.57,72.77,72.26,72.32,2200500,65.1
"2010-12-22",72.33,72.54,72,72.27,1947900,65.05
"2010-12-23",72.16,72.45,71.94,72.24,1379400,65.02
"2010-12-27",71.88,72.27,71.72,72.08,1155800,64.88
"2010-12-28",72.23,72.87,72.14,72.71,1974500,65.45
"2010-12-29",72.89,73.16,72.57,72.7,1526400,65.44
"2010-12-30",72.71,72.97,72.61,72.85,1424800,65.57
"2010-12-31",72.69,72.99,72.19,72.21,1304200,65
"2011-01-03",72.75,73.45,72.39,72.47,3405500,65.23
"2011-01-04",72.53,72.53,71.76,72.33,3966700,65.11
"2011-01-05",71.99,72.1,70.9,70.99,4270100,63.9
"2011-01-06",70.36,71.25,70.01,70.65,3280400,63.59
"2011-01-07",70.95,71.19,70.45,70.65,2342700,63.59
"2011-01-10",70.28,70.6,70.02,70.48,2073200,63.44
"2011-01-11",70.55,71.25,70.32,71.07,2065500,63.97
"2011-01-12",71.2,71.68,71.11,71.49,1629900,64.35
"2011-01-13",71.32,71.75,71.25,71.6,1923100,64.45
"2011-01-14",71.35,72.52,71.21,72.51,2454700,65.27
"2011-01-18",72.54,72.91,72.28,72.6,2416600,65.35
"2011-01-19",72.38,72.49,71.86,72.07,2310500,64.87
"2011-01-20",71.79,72.93,71.79,72.36,2306800,65.13
"2011-01-21",72.48,72.96,72.34,72.77,2182900,65.5
"2011-01-24",72.86,72.89,72.39,72.62,2212600,65.37
"2011-01-25",72.51,72.61,71.71,72.46,2820000,65.22
"2011-01-26",72.47,72.98,72.22,72.62,2093700,65.37
"2011-01-27",72.84,73.7,72.76,73.12,2854500,65.82
"2011-01-28",73.33,73.58,71.75,71.93,2426000,64.75
"2011-01-31",72.24,72.43,71.61,71.84,2309000,64.66
"2011-02-01",72.22,72.63,71.9,72.43,1997700,65.2
"2011-02-02",72.15,72.48,70.54,70.85,4454800,63.77
"2011-02-03",71.77,74.24,71.77,74.03,3780100,66.64
"2011-02-04",74.12,74.42,73.47,74.13,1874300,66.73
"2011-02-07",73.96,74.28,73.62,74.25,2447000,66.83
"2011-02-08",74.23,74.82,74.12,74.8,1771400,67.33
"2011-02-09",74.36,74.77,74.12,74.67,1746000,67.4
"2011-02-10",74.44,74.65,73.94,74.55,1938600,67.29
"2011-02-11",74.06,75.06,74.06,75.04,1678200,67.73
"2011-02-14",75.05,75.11,74.52,74.66,1220000,67.39
"2011-02-15",74.35,74.54,74.12,74.33,1460200,67.09
"2011-02-16",74.51,75.1,74.4,74.96,1435000,67.66
"2011-02-17",74.28,75.01,74.06,74.84,1360100,67.55
"2011-02-18",74.82,75.48,74.3,75.43,2130900,68.08
"2011-02-22",75.11,75.41,73.84,73.89,2115700,66.69
"2011-02-23",73.8,73.8,72.41,72.84,2783600,65.74
"2011-02-24",72.79,73.53,72.3,72.98,1848000,65.87
"2011-02-25",73.25,74.03,73.24,73.57,1818100,66.4
"2011-02-28",73.93,74.95,73.85,74.79,3306600,67.5
"2011-03-01",75.11,75.39,73.43,73.62,3507200,66.45
"2011-03-02",73.5,73.77,70.86,71.76,6197500,64.77
"2011-03-03",72.25,72.6,71.62,72.49,2985400,65.43
"2011-03-04",72.5,72.86,72.21,72.81,2678000,65.72
"2011-03-07",72.99,72.99,72.03,72.19,3105000,65.16
"2011-03-08",72.09,74.06,72.09,73.62,2615800,66.45
"2011-03-09",73.48,74.25,73.08,74.16,1926400,66.94
"2011-03-10",73.51,74.18,73.12,73.38,2372300,66.23
"2011-03-11",73.09,73.62,72.54,72.55,2068600,65.48
"2011-03-14",72.25,72.47,71.54,71.84,2217400,64.84
"2011-03-15",70.76,71.97,70.66,71.56,2542200,64.59
"2011-03-16",71.14,71.19,69.54,69.76,3980200,62.96
"2011-03-17",70.46,70.99,70.08,70.46,2346600,63.6
"2011-03-18",71.03,71.23,70.15,70.66,4766800,63.78
"2011-03-21",71.11,71.19,70.37,71.04,2553200,64.12
"2011-03-22",71.06,71.89,70.92,71.55,1929300,64.58
"2011-03-23",71.49,71.54,70.4,70.92,2494900,64.01
"2011-03-24",71.19,72.33,71.1,72.11,2118700,65.09
"2011-03-25",72.24,72.37,71.41,71.46,2122100,64.5
"2011-03-28",71.49,71.81,70.99,71.26,1328200,64.32
"2011-03-29",71.24,71.95,70.78,71.9,1334600,64.9
"2011-03-30",72.27,72.98,72.27,72.81,1769700,65.72
"2011-03-31",72.56,73.46,72.08,73.32,2323500,66.18
"2011-04-01",73.16,74.33,73.14,74.25,2474600,67.02
"2011-04-04",74.62,74.88,73.94,74.17,1287100,66.95
"2011-04-05",74.35,75.82,74.35,74.93,3386300,67.63
"2011-04-06",75.31,75.94,74.75,74.99,1980700,67.69
"2011-04-07",76.37,78.46,76.34,77.82,5923000,70.24
"2011-04-08",77.17,77.29,76.21,76.41,2933400,68.97
"2011-04-11",76.16,76.62,75.67,76.2,2423900,68.78
"2011-04-12",75.75,76.84,75.74,76.45,2108000,69
"2011-04-13",76.74,76.74,75.96,76.41,1285900,68.97
"2011-04-14",75.96,76.47,75.66,76.34,1590700,68.9
"2011-04-15",76.34,77.03,76.24,76.97,2137000,69.47
"2011-04-18",76,77.06,76,76.9,1641500,69.41
"2011-04-19",77.08,77.15,76.46,76.71,1794500,69.24
"2011-04-20",77.51,78.67,77.4,78.56,2477700,70.91
"2011-04-21",78.65,78.96,78.05,78.87,1790700,71.19
"2011-04-25",78.64,78.87,78.36,78.66,1610300,71
"2011-04-26",78.94,80,78.35,79.78,2800000,72.01
"2011-04-27",80.31,81.29,80.17,81.1,3069400,73.2
"2011-04-28",80.93,81.5,80.86,81.46,2500000,73.53
"2011-04-29",81.18,81.49,80.54,80.89,6513700,73.01
"2011-05-02",81.21,81.28,80.56,81.04,2154800,73.15
"2011-05-03",80.92,81.16,80.13,80.51,2700000,72.67
"2011-05-04",80.27,80.92,80.11,80.14,2187700,72.33
"2011-05-05",80.05,80.92,79.37,79.61,3300000,71.86
"2011-05-06",80.44,80.82,80.07,80.45,2214700,72.61
"2011-05-09",80.47,81.5,80.33,81.4,1519700,73.47
"2011-05-10",81.68,82.7,81.55,82.23,2069300,74.22
"2011-05-11",82.03,82.27,81.19,81.7,1600000,73.96
"2011-05-12",81.73,83.4,81.49,83.32,2500000,75.42
"2011-05-13",83.27,83.59,82.57,82.72,2215700,74.88
"2011-05-16",82.55,82.65,82.1,82.31,1768100,74.51
"2011-05-17",82.17,82.88,82.05,82.71,1538300,74.87
"2011-05-18",82.63,83.37,82.05,83.24,1630900,75.35
"2011-05-19",83.34,83.9,83.1,83.86,1137300,75.91
"2011-05-20",83.77,83.95,82.31,83.4,2223400,75.5
"2011-05-23",82.62,83.28,82.28,82.64,2400000,74.81
"2011-05-24",82.97,82.97,81.27,81.35,3623100,73.64
"2011-05-25",80.32,80.77,79.14,80.32,5232000,72.71
"2011-05-26",80.06,80.92,79.61,80.81,2353600,73.15
"2011-05-27",80.93,81.81,80.81,81.53,1736000,73.8
"2011-05-31",81.94,82.5,81.66,82.48,2230300,74.66
"2011-06-01",82.34,82.51,80.14,80.21,2708800,72.61
"2011-06-02",80.83,80.86,78.97,79,4003400,71.51
"2011-06-03",78.6,78.85,77.76,77.81,3377400,70.44
"2011-06-06",77.55,78.15,77.31,77.69,2496700,70.33
"2011-06-07",78.08,78.95,77.83,78.36,2467000,70.93
"2011-06-08",78.37,79.66,78.25,78.93,2517700,71.45
"2011-06-09",79,79.7,78.64,79.03,1843700,71.54
"2011-06-10",79.1,79.28,78.23,78.3,2121900,70.88
"2011-06-13",78.45,79.02,78.05,78.45,1381100,71.02
"2011-06-14",79.14,79.42,78.8,79.24,1746900,71.73
"2011-06-15",78.55,78.96,77.74,77.93,1765800,70.54
"2011-06-16",77.88,78.91,77.75,78.85,2191800,71.38
"2011-06-17",79.98,80.66,79.23,79.63,4217400,72.08
"2011-06-20",79.71,81.3,79.64,81.25,2178600,73.55
"2011-06-21",81.39,81.44,80.54,81.39,2242000,73.68
"2011-06-22",81.1,81.36,80.5,80.52,1545700,72.89
"2011-06-23",79.75,80.59,79.32,80.4,2315900,72.78
"2011-06-24",81.13,81.13,79.13,79.13,2462600,71.63
"2011-06-27",78.95,80.06,78.92,79.85,1841200,72.28
"2011-06-28",79.99,80.17,79.63,79.99,1786600,72.41
"2011-06-29",80.2,80.68,79.88,80.03,2262000,72.45
"2011-06-30",80.27,81.34,79.98,81.24,2410500,73.54
"2011-07-01",81.5,81.7,81.04,81.54,2087500,73.81
"2011-07-05",81.69,81.95,80.97,81.29,1860800,73.59
"2011-07-06",81.37,82.94,81.37,82.64,2155600,74.81
"2011-07-07",83.2,83.45,81.61,82.06,3197400,74.28
"2011-07-08",81.59,82,80.91,81.41,1992300,73.7
"2011-07-11",80.68,81.08,80.44,80.68,1590300,73.03
"2011-07-12",80.89,81.76,80.65,80.71,1725100,73.06
"2011-07-13",80.99,81.56,80.31,80.84,1448500,73.18
"2011-07-14",80.87,81.47,80.13,80.33,1558500,72.72
"2011-07-15",80.36,80.57,79.4,79.86,2212200,72.29
"2011-07-18",79.53,79.81,78.81,79.11,1486900,71.61
"2011-07-19",79.76,80.95,79.7,80.81,1839400,73.15
"2011-07-20",80.82,80.88,79.85,80.69,1562400,73.04
"2011-07-21",80.87,82.12,80.67,81.52,1729600,73.79
"2011-07-22",81.67,81.83,81.15,81.67,991500,73.93
"2011-07-25",81.2,81.59,81.06,81.16,1174200,73.47
"2011-07-26",80.96,81.57,80.42,80.55,1127100,72.92
"2011-07-27",80.06,80.29,78.33,78.39,2309200,70.96
"2011-07-28",78.39,79.32,78.25,78.33,1985600,70.91
"2011-07-29",77.5,78.92,77.19,78.25,2434000,70.83
"2011-08-01",79.32,79.35,77.06,77.71,2554400,70.35
"2011-08-02",77.3,77.75,75.77,75.83,3445100,68.64
"2011-08-03",75.93,77.3,75.11,77.08,3809400,70
"2011-08-04",76.11,78.28,75.8,76.51,5799000,69.48
"2011-08-05",77.45,77.53,74.78,76.74,3586500,69.69
"2011-08-08",75.6,76.47,70.46,70.62,8417500,64.13
"2011-08-09",71.62,74.66,70.71,74.66,5714800,67.8
"2011-08-10",72.97,73.14,70.22,70.39,4918600,63.92
"2011-08-11",70.6,73.39,70.31,72.61,4324100,65.94
"2011-08-12",73.02,73.41,71.7,72.79,3012700,66.1
"2011-08-15",73.17,74.08,72.68,74.08,2615200,67.27
"2011-08-16",73.93,75.61,73.37,75.14,2847500,68.24
"2011-08-17",75.62,77.4,75.33,76.12,3584500,69.13
"2011-08-18",74.52,75.38,72.46,74.36,4974400,67.53
"2011-08-19",73.4,75.49,73.4,74.36,3734400,67.53
"2011-08-22",75.97,75.99,73.73,74.42,2455700,67.58
"2011-08-23",74.59,76.83,74.16,76.22,3399300,69.22
"2011-08-24",76.22,77.53,75.75,77.49,2488100,70.37
"2011-08-25",77.77,78.52,75.77,75.86,2077600,68.89
"2011-08-26",75.78,77.67,75.05,77.21,2177700,70.12
"2011-08-29",77.86,78.11,77.38,77.79,2613600,70.64
"2011-08-30",77.6,78.54,77.22,78.07,2241100,70.9
"2011-08-31",78.24,79.04,78.02,78.54,2693400,71.32
"2011-09-01",78.98,80.91,78.78,79.48,3998300,72.18
"2011-09-02",78.23,79.68,78.08,78.56,2459300,71.34
"2011-09-06",77.03,78.53,76.59,78.4,2242600,71.2
"2011-09-07",79.27,80.61,78.88,80.61,2038400,73.2
"2011-09-08",80.29,81.47,80.17,80.76,2340900,73.34
"2011-09-09",79.95,80.08,78.5,78.9,2494400,71.65
"2011-09-12",78.03,79.88,78.02,79.72,2215800,72.39
"2011-09-13",80.07,80.79,79.3,80.71,2353600,73.29
"2011-09-14",80.94,82.52,79.93,81.9,2738300,74.37
"2011-09-15",82.89,83.29,82.1,83.01,2440300,75.38
"2011-09-16",83.26,84.96,82.96,84.24,4399100,76.5
"2011-09-19",83.54,85.34,83.42,85.03,2567700,77.22
"2011-09-20",85.15,86.34,84.7,85.07,3318300,77.25
"2011-09-21",85.07,86.18,84.39,84.43,2639000,76.67
"2011-09-22",82.73,83.78,81.73,83.18,4549800,75.54
"2011-09-23",82.7,83.9,82.47,83.37,2827400,75.71
"2011-09-26",83.8,84.75,83.36,84.45,3125000,76.69
"2011-09-27",85.61,85.94,83.95,84.33,2494200,76.58
"2011-09-28",84.59,85.3,83.77,83.79,2141000,76.09
"2011-09-29",84.98,85.27,81.99,82.98,2434200,75.35
"2011-09-30",82.38,83.68,82.02,82.13,2764100,74.58
"2011-10-03",81.72,83.22,81.18,81.63,3235000,74.13
"2011-10-04",80.67,81.78,78.61,81.65,4717800,74.15
"2011-10-05",80.99,81.78,78.62,80.25,5043100,72.88
"2011-10-06",79.81,80,78.41,79.2,4214800,71.92
"2011-10-07",79.31,79.69,78.72,79.02,3353600,71.76
"2011-10-10",80,81.32,79.85,81.23,2324400,73.77
"2011-10-11",80.98,81.06,80.25,80.9,1983800,73.47
"2011-10-12",81.51,82.5,81.21,81.42,2454000,73.94
"2011-10-13",81.44,81.95,81.28,81.67,1839100,74.17
"2011-10-14",82.07,82.81,81.19,81.77,2227700,74.26
"2011-10-17",81.57,82.53,81.54,82.36,2278000,74.79
"2011-10-18",82.35,85,82.19,84.57,3544500,76.8
"2011-10-19",84.39,84.99,84.17,84.38,2704000,76.63
"2011-10-20",84.38,85.35,83.78,84.26,2419600,76.52
"2011-10-21",84.77,85.3,84.32,85.3,2957200,77.46
"2011-10-24",84.83,85.18,84.16,84.48,3025600,76.72
"2011-10-25",83.45,84.5,83.05,83.23,2193000,75.58
"2011-10-26",83.41,84.13,82.11,83.73,2421100,76.04
"2011-10-27",85,86.14,84.06,85.22,3728300,77.39
"2011-10-28",84.65,85.18,84.26,84.93,1904900,77.13
"2011-10-31",84.55,85.3,83.25,83.25,3073100,75.6
"2011-11-01",82.37,84.24,81.99,83.35,2790400,75.69
"2011-11-02",84.04,84.77,83.56,84.43,2620900,76.67
"2011-11-03",83.89,84.76,82.88,84.7,2623300,76.92
"2011-11-04",84.52,84.68,83.5,83.81,2097100,76.11
"2011-11-07",83.69,84.29,83.21,84.16,2055200,76.43
"2011-11-08",84.14,85.03,83.34,85,2499400,77.41
"2011-11-09",83.57,84.04,82.77,83.41,2850300,75.96
"2011-11-10",84.02,84.12,82.45,82.72,2502500,75.33
"2011-11-11",83.35,83.71,82.68,83.04,2500700,75.63
"2011-11-14",82.74,83.99,82.72,83.45,1539500,76
"2011-11-15",83.41,84.73,83.15,84.48,1724100,76.94
"2011-11-16",83.94,84.36,82.86,82.94,2459300,75.53
"2011-11-17",82.64,83.17,81.19,81.98,2312000,74.66
"2011-11-18",82.06,82.24,81.44,81.72,2355900,74.42
"2011-11-21",81.22,81.81,80.79,81.29,1872400,74.03
"2011-11-22",81.22,82.11,81.05,81.81,1635300,74.5
"2011-11-23",81.29,81.63,80.41,80.76,2183600,73.55
"2011-11-25",80.35,81.63,80.3,80.82,826800,73.6
"2011-11-28",82.76,82.82,81.74,82.23,2005400,74.89
"2011-11-29",82.64,83.66,82.01,83.51,1917300,76.05
"2011-11-30",84.93,85.82,84.5,85.3,3558500,77.68
"2011-12-01",85,87.68,84.96,87.09,3572400,79.31
"2011-12-02",87.65,88.68,86.62,86.73,2616600,78.99
"2011-12-05",87.79,88.19,86.65,87.2,1818900,79.41
"2011-12-06",87.56,88.4,86.93,88.06,2350500,80.2
"2011-12-07",87.69,87.98,86.19,87.47,2715800,79.66
"2011-12-08",84.87,86.95,84,85.76,4377800,78.1
"2011-12-09",84.68,85.3,84.13,84.37,3893100,76.84
"2011-12-12",84.1,84.6,83.52,84.15,2535900,76.64
"2011-12-13",84.6,84.71,83.38,83.63,2491200,76.16
"2011-12-14",83.57,83.92,82.75,82.75,1891000,75.36
"2011-12-15",83.1,83.33,82.5,82.57,1912000,75.2
"2011-12-16",83.07,83.63,82.32,82.57,3874600,75.2
"2011-12-19",82.8,83.38,81.85,82.06,2236700,74.73
"2011-12-20",83.15,83.91,82.91,83.64,2909500,76.17
"2011-12-21",83.59,84.41,82.96,83.79,2642200,76.31
"2011-12-22",83.95,84,83.19,83.77,1677900,76.29
"2011-12-23",83.69,84.7,83.53,84.66,1043100,77.1
"2011-12-27",84.5,84.75,83.86,84.58,986700,77.03
"2011-12-28",84.58,84.66,84.03,84.18,1142900,76.66
"2011-12-29",84.2,84.4,83.6,84.34,1021300,76.81
"2011-12-30",84.12,84.34,83.28,83.32,1235500,75.88
"2012-01-03",84.28,85.08,84.16,84.6,2339500,77.05
"2012-01-04",84.67,84.95,84.01,84.07,2260200,76.56
"2012-01-05",83.57,83.64,82.1,83.26,3590500,75.83
"2012-01-06",83.17,83.17,81.12,81.13,3397400,73.89
"2012-01-09",80.34,81,78.81,79.01,4798300,71.95
"2012-01-10",79.37,79.72,79.13,79.15,3647500,72.08
"2012-01-11",79.32,80.16,78.98,79.99,2415500,72.85
"2012-01-12",80.19,80.47,79.77,79.95,2502900,72.81
"2012-01-13",79.87,80.79,79.29,80.61,2658200,73.41
"2012-01-17",81.24,81.75,80.61,81.42,2747800,74.15
"2012-01-18",81.29,81.76,80.59,81.76,2418100,74.46
"2012-01-19",81.7,81.75,81.11,81.21,1994100,73.96
"2012-01-20",81.3,81.68,80.89,81.41,2304400,74.14
"2012-01-23",81.3,82,81.22,81.64,1916800,74.35
"2012-01-24",81.26,81.88,81.15,81.73,1642900,74.43
"2012-01-25",81.39,82.8,81.23,82.72,2558300,75.33
"2012-01-26",82.83,83.08,81.8,82.06,1952500,74.73
"2012-01-27",82.13,82.44,81.38,81.62,2312100,74.33
"2012-01-30",81.2,81.67,81,81.44,1973300,74.17
"2012-01-31",81.77,82.3,81.12,82.27,1844900,74.92
"2012-02-01",82.92,83.94,82.78,83.22,3036300,75.79
"2012-02-02",83.76,85.89,83.76,85.51,4697900,77.87
"2012-02-03",86.11,86.18,84.97,85.36,2347900,77.74
"2012-02-06",84.67,85.2,84.65,85.04,1379000,77.45
"2012-02-07",84.66,85,84.38,84.56,1574900,77.01
"2012-02-08",84.45,84.59,83.85,84.28,1662600,76.97
"2012-02-09",84.27,84.6,84.07,84.53,1317300,77.2
"2012-02-10",84.12,84.31,83.68,84.2,1689300,76.9
"2012-02-13",84.55,84.61,83.24,83.87,1556200,76.6
"2012-02-14",83.47,84.1,83.3,84.1,1186000,76.81
"2012-02-15",84.48,84.52,83.04,83.24,1570300,76.02
"2012-02-16",83.51,84.05,83.51,84.05,1771900,76.76
"2012-02-17",83.94,84.51,83.8,84.47,1966300,77.15
"2012-02-21",84.6,84.69,83.65,84.26,2345800,76.95
"2012-02-22",84.35,84.74,83.72,84.31,1955300,77
"2012-02-23",84.31,84.96,83.8,84.77,1996900,77.42
"2012-02-24",84.99,84.99,84.05,84.4,1262000,77.08
"2012-02-27",84.17,85.25,84.01,85.09,2344500,77.71
"2012-02-28",85.03,85.86,84.58,85.27,3529700,77.88
"2012-02-29",86.19,87.2,85.73,86.06,5345100,78.6
"2012-03-01",86.54,86.79,85.69,86.16,3051100,78.69
"2012-03-02",85.71,86.3,85.71,86.23,1956300,78.75
"2012-03-05",86,87.67,85.83,87.63,3040500,80.03
"2012-03-06",87.11,87.95,86.95,87.58,3181300,79.99
"2012-03-07",87.9,87.93,87.2,87.89,2173900,80.27
"2012-03-08",88.01,88.5,87.84,88.3,1614200,80.64
"2012-03-09",88.47,89.52,88.38,89.34,1724100,81.59
"2012-03-12",89.28,89.72,89.06,89.43,1354700,81.68
"2012-03-13",89.78,90,89.29,89.98,1735400,82.18
"2012-03-14",89.47,90.96,89.46,90.9,2066800,83.02
"2012-03-15",90.82,91.6,90.27,91.46,1834300,83.53
"2012-03-16",91.26,91.5,90.26,90.44,3556600,82.6
"2012-03-19",90.75,90.76,89.58,90.02,1608300,82.22
"2012-03-20",89.9,90.49,89.58,90.26,1500400,82.43
"2012-03-21",90.36,90.95,90.21,90.64,1693900,82.78
"2012-03-22",90.25,91.09,90.05,90.5,1499300,82.65
"2012-03-23",90.49,90.63,89.83,90.27,1601400,82.44
