"","PCLN.Open","PCLN.High","PCLN.Low","PCLN.Close","PCLN.Volume","PCLN.Adjusted"
"2010-07-22",221.56,228.5,221.25,227.92,1094700,227.92
"2010-07-23",225.5,228.76,223.7,228.64,1067900,228.64
"2010-07-26",228.8,231.86,226.33,231.55,679100,231.55
"2010-07-27",232.64,234.45,223.88,224.03,1236100,224.03
"2010-07-28",223.95,227.93,221.59,224.07,745400,224.07
"2010-07-29",224,226.49,217.72,224.19,921700,224.19
"2010-07-30",222.77,227.35,220,224.4,1096800,224.4
"2010-08-02",226.9,230,225.34,227.38,850000,227.38
"2010-08-03",227.51,234.4,226.15,230.67,2660200,230.67
"2010-08-04",272.29,286.85,272.24,281.3,6827000,281.3
"2010-08-05",279.49,292.67,277,292.67,2902500,292.67
"2010-08-06",289.95,298.99,288.69,295.25,3189000,295.25
"2010-08-09",296.6,296.7,290.01,292.73,1457800,292.73
"2010-08-10",289.25,295.87,287.23,294.01,1494900,294.01
"2010-08-11",289.5,291.82,285.35,289.1,1228800,289.1
"2010-08-12",287,300.85,285.69,299.6,1739000,299.6
"2010-08-13",299.5,301.98,294.49,297.19,1157300,297.19
"2010-08-16",295.34,299.2,293,294.52,972300,294.52
"2010-08-17",297.95,307.5,296.06,303.57,1983900,303.57
"2010-08-18",302.97,309.46,296.76,297.63,1513400,297.63
"2010-08-19",296.82,308.95,293.88,299.47,1219600,299.47
"2010-08-20",298.55,303.21,296.45,302.36,923000,302.36
"2010-08-23",304.1,306.74,299.51,299.82,908900,299.82
"2010-08-24",295.89,296.11,290,291.8,1373600,291.8
"2010-08-25",289.41,296.99,288.3,294.9,1085900,294.9
"2010-08-26",296.29,296.5,285.79,285.79,992300,285.79
"2010-08-27",287.5,298,283.11,297.68,1241600,297.68
"2010-08-30",297.53,297.62,289.44,289.68,659800,289.68
"2010-08-31",288,294.8,287.8,291.48,817700,291.48
"2010-09-01",297.57,306.84,294.02,306.84,1280800,306.84
"2010-09-02",306.85,314.63,306.17,311.28,936900,311.28
"2010-09-03",315,318,311.35,313.85,921000,313.85
"2010-09-07",313.99,315.47,311.11,311.55,733800,311.55
"2010-09-08",314.44,328.77,314.07,328.77,1660800,328.77
"2010-09-09",332.89,333.74,320.75,323.8,1416600,323.8
"2010-09-10",324.83,328.87,322.57,323.15,756700,323.15
"2010-09-13",326,330.9,323.25,330.3,870400,330.3
"2010-09-14",330.74,336.58,327.23,334.77,1186800,334.77
"2010-09-15",334.74,334.88,329.65,332.06,998100,332.06
"2010-09-16",331.53,333.88,327.8,332.38,626200,332.38
"2010-09-17",333.17,334.96,326.25,334.95,1298500,334.95
"2010-09-20",339.61,349.97,339.61,347.46,1898700,347.46
"2010-09-21",347.75,347.75,338.56,341.02,1275800,341.02
"2010-09-22",343,343.95,336.15,338.15,824700,338.15
"2010-09-23",335.6,343.34,333.55,337.2,985800,337.2
"2010-09-24",344.35,346.68,341,344.27,931700,344.27
"2010-09-27",346.32,348.57,340.89,345.16,829100,345.16
"2010-09-28",345.18,350.82,339.38,349.93,1126300,349.93
"2010-09-29",348.17,352,345.22,348.13,576200,348.13
"2010-09-30",354,358.24,342.74,348.34,1241700,348.34
"2010-10-01",351.6,351.61,334,337.82,1660000,337.82
"2010-10-04",337.21,340.94,328.11,331.64,960700,331.64
"2010-10-05",336.27,344.94,334.03,344.94,1206000,344.94
"2010-10-06",343.06,343.1,329.9,332.69,1138100,332.69
"2010-10-07",334.02,334.99,325,330.86,1050600,330.86
"2010-10-08",336.59,343.89,334.3,340.9,1283200,340.9
"2010-10-11",340.72,341.99,331.33,332.35,983800,332.35
"2010-10-12",332.63,336.43,330.07,336.18,1160800,336.18
"2010-10-13",343.99,345.98,338.77,341.04,1267900,341.04
"2010-10-14",340.15,350.29,337.47,349.06,1378000,349.06
"2010-10-15",354.86,357.89,351.04,354.6,1398500,354.6
"2010-10-18",353.38,357.28,350.06,353.76,760500,353.76
"2010-10-19",348.61,352.48,342.05,345.51,913100,345.51
"2010-10-20",348.95,351.5,342.95,347.57,819200,347.57
"2010-10-21",348.99,349.6,341.24,343.7,1224000,343.7
"2010-10-22",344.9,364.93,344.05,363.5,1512900,363.5
"2010-10-25",367,375.5,364,371.93,1331400,371.93
"2010-10-26",370.46,374.99,369,374.44,1034300,374.44
"2010-10-27",373.95,379.58,371.95,372.5,1047700,372.5
"2010-10-28",375.15,375.84,365.3,367.58,813000,367.58
"2010-10-29",369.51,383.11,369,376.81,1422300,376.81
"2010-11-01",381.1,381.7,371,374.04,877400,374.04
"2010-11-02",377.19,382.99,375.1,381.19,913100,381.19
"2010-11-03",382,383,374.8,379.99,1304100,379.99
"2010-11-04",386.41,387.95,376.9,380.12,1243800,380.12
"2010-11-05",381.45,388.88,380.2,388.87,1042600,388.87
"2010-11-08",391.28,393.33,384.25,388.58,2491300,388.58
"2010-11-09",421,428.1,419,420.65,3451700,420.65
"2010-11-10",421.56,423.9,411.45,419.07,1303300,419.07
"2010-11-11",414.41,421.39,413.75,419.57,1056400,419.57
"2010-11-12",416.33,418,405.32,414.93,1297500,414.93
"2010-11-15",415.13,415.45,406,407.43,757800,407.43
"2010-11-16",404.35,407.13,398.18,399,1035000,399
"2010-11-17",399.28,408.4,395.79,404.68,1082000,404.68
"2010-11-18",410,415.25,408.76,410.65,718700,410.65
"2010-11-19",410.7,413.57,408.89,409.59,694700,409.59
"2010-11-22",408.23,420.89,406.65,420.42,1024100,420.42
"2010-11-23",414.8,416.97,405.14,407.85,1083900,407.85
"2010-11-24",413.99,415.95,410.21,411.24,806800,411.24
"2010-11-26",408.54,412.5,407.04,410.87,394700,410.87
"2010-11-29",409.69,410.07,401.81,404.66,987000,404.66
"2010-11-30",400,401.43,392.05,394.05,1706000,394.05
"2010-12-01",402.43,410.5,402.1,403.1,1026400,403.1
"2010-12-02",402.57,407.49,398.18,402.99,877000,402.99
"2010-12-03",399,414.92,398.15,414.11,1088500,414.11
"2010-12-06",416.69,423.19,416.21,417.16,908800,417.16
"2010-12-07",425.43,425.98,412.1,412.93,888200,412.93
"2010-12-08",413.63,416.53,409.18,416.03,585300,416.03
"2010-12-09",419.96,420.99,411.51,415.15,523700,415.15
"2010-12-10",414.33,423.7,413.5,419.97,900900,419.97
"2010-12-13",422.57,422.58,411.5,412,1086700,412
"2010-12-14",412.01,412.78,397.08,400.24,1180000,400.24
"2010-12-15",397.57,406.43,395.27,398.88,748000,398.88
"2010-12-16",398.71,404.5,396,400.28,657100,400.28
"2010-12-17",400.53,405.28,399.61,400.64,1312500,400.64
"2010-12-20",402.41,408.2,392.9,405.33,1336400,405.33
"2010-12-21",405.73,409.91,401.42,407,645800,407
"2010-12-22",415.09,420.86,413.81,416.17,1097000,416.17
"2010-12-23",416.6,416.9,410.14,413.19,597200,413.19
"2010-12-27",410.09,412.96,404.2,408.24,605100,408.24
"2010-12-28",409.51,409.81,403.64,404.8,419700,404.8
"2010-12-29",405.12,408.31,402.58,405.7,536200,405.7
"2010-12-30",404.92,407.5,400.11,404.27,433200,404.27
"2010-12-31",403.07,403.59,399.18,399.55,583900,399.55
"2011-01-03",402.25,415.99,402.25,415.99,1323200,415.99
"2011-01-04",415.74,417.62,408.3,409.38,1088300,409.38
"2011-01-05",410.64,434.95,410.64,433.6,2406400,433.6
"2011-01-06",433.96,441.54,430.09,437.32,1634500,437.32
"2011-01-07",439.2,441.89,434.45,440.59,1098800,440.59
"2011-01-10",437.79,441.5,435.15,440.56,616100,440.56
"2011-01-11",442.8,443.19,429.13,431.21,1445600,431.21
"2011-01-12",433.24,435.47,431.74,434.24,585900,434.24
"2011-01-13",435.23,440.6,433.42,439.51,616000,439.51
"2011-01-14",438.13,439.48,435,437.99,789700,437.99
"2011-01-18",437.21,441.5,437.21,440.91,693000,440.91
"2011-01-19",440.11,440.91,429.55,432.03,826700,432.03
"2011-01-20",429.78,429.78,416,424.22,1425800,424.22
"2011-01-21",425.31,431.01,424.35,425.6,1137100,425.6
"2011-01-24",425.04,426.86,417.32,423.8,706500,423.8
"2011-01-25",420.45,428.86,418.8,428.86,724300,428.86
"2011-01-26",428.21,428.97,421.02,422.7,911400,422.7
"2011-01-27",423.63,439.17,423.41,437.14,1118600,437.14
"2011-01-28",435.63,439,424,425.31,1278300,425.31
"2011-01-31",425.4,429.87,421.76,428.52,706200,428.52
"2011-02-01",432,444.95,431.94,437.93,1033100,437.93
"2011-02-02",435.34,441.79,435.32,437.19,559600,437.19
"2011-02-03",435.48,441,435.25,435.99,778300,435.99
"2011-02-04",436.98,440,433.03,433.43,1114200,433.43
"2011-02-07",436,441.62,431.06,437.2,951700,437.2
"2011-02-08",435.94,443.4,435.27,442.75,801500,442.75
"2011-02-09",441.96,459.1,440.44,451.11,1364500,451.11
"2011-02-10",449.69,456.5,445.22,455.43,1100100,455.43
"2011-02-11",450.73,457.73,448.55,455.39,1167300,455.39
"2011-02-14",458,459.57,453.53,457.01,666900,457.01
"2011-02-15",454,464.47,452.54,457.2,888200,457.2
"2011-02-16",457.85,461.6,455.82,458.04,658500,458.04
"2011-02-17",457.79,462.35,453.95,455.27,709700,455.27
"2011-02-18",455.5,457.58,446.46,448.93,968500,448.93
"2011-02-22",443.58,444.91,430.3,433.78,1333300,433.78
"2011-02-23",433.01,438.88,416,425.99,2583500,425.99
"2011-02-24",466.61,469.4,453.11,462.34,4461500,462.34
"2011-02-25",465.94,465.97,459.51,460.03,1229800,460.03
"2011-02-28",460.75,463.99,450.23,453.88,1332900,453.88
"2011-03-01",450,452.24,440.81,445.23,1795200,445.23
"2011-03-02",443.27,454.49,443.01,449.18,1300100,449.18
"2011-03-03",453.75,464.8,453.75,464.79,1545700,464.79
"2011-03-04",462.87,469.74,461.56,469.13,1346800,469.13
"2011-03-07",470,474.74,459.26,466.69,1450000,466.69
"2011-03-08",464.55,471.7,460.11,469.08,1273500,469.08
"2011-03-09",464.67,474.36,464.67,468.52,1126900,468.52
"2011-03-10",461.26,468.69,457.22,464.41,1325900,464.41
"2011-03-11",462.2,466.76,457.3,463.19,925500,463.19
"2011-03-14",459.21,464.5,455.44,463.61,897000,463.61
"2011-03-15",451.63,464.35,451.25,461.34,1221600,461.34
"2011-03-16",459.12,466.53,450,455.96,1317100,455.96
"2011-03-17",462.5,462.5,451.77,452.19,915500,452.19
"2011-03-18",456.88,457.79,448.5,449.54,1352500,449.54
"2011-03-21",453,458.47,443.12,456.93,1032900,456.93
"2011-03-22",458,462.19,448.72,455.7,1331700,455.7
"2011-03-23",454.55,467.99,450.06,466.26,1174700,466.26
"2011-03-24",470.52,478,468,476.01,1191600,476.01
"2011-03-25",480.13,490.39,478.15,487,1236100,487
"2011-03-28",488.47,491.36,483.99,483.99,771400,483.99
"2011-03-29",482.84,493.44,481,491.69,981900,491.69
"2011-03-30",495.01,506.69,493.63,504,1237900,504
"2011-03-31",503.02,509,500.6,506.44,1087800,506.44
"2011-04-01",508.18,515.64,507.83,513.85,1393700,513.85
"2011-04-04",515.21,518.68,509.5,518.59,883700,518.59
"2011-04-05",516.65,522,514.81,516.94,710500,516.94
"2011-04-06",520,521,503.54,506.27,1306900,506.27
"2011-04-07",506.38,511.85,502.22,508.86,956500,508.86
"2011-04-08",514,515.98,504.55,506.82,927000,506.82
"2011-04-11",507.86,512.5,500.47,512.45,1074700,512.45
"2011-04-12",509.99,515,505.5,512.14,946000,512.14
"2011-04-13",514.25,516.3,509.5,514.81,833500,514.81
"2011-04-14",511.79,514,508.01,512.65,959900,512.65
"2011-04-15",512.88,520.34,509.35,520.07,933200,520.07
"2011-04-18",517.28,517.85,507.55,516.78,1016700,516.78
"2011-04-19",517,525.57,512.67,525.53,821200,525.53
"2011-04-20",530.6,537,530.02,531.35,1011300,531.35
"2011-04-21",533.14,544.27,530.36,543.95,901600,543.95
"2011-04-25",544.8,547.91,542.23,544.31,567400,544.31
"2011-04-26",544.94,546.2,532.37,537.69,809400,537.69
"2011-04-27",538.66,544.56,534.8,539.45,729300,539.45
"2011-04-28",538.87,551.17,537.58,550.03,832200,550.03
"2011-04-29",550.23,556.27,545.95,547.01,1132200,547.01
"2011-05-02",551.82,561.88,551.22,555.65,1228500,555.65
"2011-05-03",556.47,561,537.03,540.11,1200000,540.11
"2011-05-04",539.99,544.23,528,537.56,1139700,537.56
"2011-05-05",535.5,545.5,531.18,533.97,2300000,533.97
"2011-05-06",530.5,540.93,518.1,519.03,3351900,519.03
"2011-05-09",519.25,532,517.58,529.2,1230100,529.2
"2011-05-10",531.3,531.92,524.28,528.5,1246900,528.5
"2011-05-11",528.5,530.15,518,520.99,818300,520.99
"2011-05-12",520.5,527.04,514.1,523.96,990000,523.96
"2011-05-13",524.34,530.68,520.5,520.61,842400,520.61
"2011-05-16",518.01,519.33,498.61,503.38,1466700,503.38
"2011-05-17",499.86,505.39,493.67,504.4,1283700,504.4
"2011-05-18",505.1,521.01,502.79,518.38,1290800,518.38
"2011-05-19",519.87,527.5,519.23,522.1,823800,522.1
"2011-05-20",521.17,525.99,519.6,520.08,764400,520.08
"2011-05-23",512.95,513.58,501.04,501.66,1400000,501.66
"2011-05-24",504,504.68,489,490.92,1639100,490.92
"2011-05-25",498.81,502.77,487.7,498.81,1048000,498.81
"2011-05-26",497.5,507.45,496.74,505.11,809300,505.11
"2011-05-27",505.39,509.65,500.55,501.44,626900,501.44
"2011-05-31",506.05,515.19,505.15,515.19,865200,515.19
"2011-06-01",514.18,519.39,506.06,507.06,957900,507.06
"2011-06-02",507.99,514.98,504.14,512.78,757300,512.78
"2011-06-03",506.38,516.36,505,507.8,897000,507.8
"2011-06-06",506.05,510.38,501.03,502.87,785500,502.87
"2011-06-07",504.68,511.28,501.26,506.12,683400,506.12
"2011-06-08",504.52,509.81,497.19,500.68,786600,500.68
"2011-06-09",501.12,506.28,495.7,503.17,522600,503.17
"2011-06-10",501.86,502.9,491.38,493.18,856400,493.18
"2011-06-13",482.13,497.6,480,482.13,1167900,482.13
"2011-06-14",486.4,489.33,477.14,480.72,1105200,480.72
"2011-06-15",476.75,480.99,468.51,471.17,1042500,471.17
"2011-06-16",470.15,471.91,452.34,461.71,1633500,461.71
"2011-06-17",466.4,467.92,460.16,462.35,1345400,462.35
"2011-06-20",456.36,465.46,451.75,458.78,808300,458.78
"2011-06-21",461.56,489.56,458.95,487.61,1747600,487.61
"2011-06-22",485.11,489.38,480.34,480.66,922000,480.66
"2011-06-23",474.24,490.69,473.1,490,1138800,490
"2011-06-24",490.43,490.59,480.05,482.97,1399500,482.97
"2011-06-27",483.74,489.69,483.74,487.1,754400,487.1
"2011-06-28",489.35,495.65,486.62,495.4,1159800,495.4
"2011-06-29",497.6,507.1,492.41,503.88,1188600,503.88
"2011-06-30",507.61,514.51,505.62,511.93,1006900,511.93
"2011-07-01",513.39,525.24,510,524.8,1058600,524.8
"2011-07-05",525,537.1,521.11,535.37,880200,535.37
"2011-07-06",534.84,538.96,530.04,536.13,647400,536.13
"2011-07-07",541.74,549.6,540.17,547.34,904800,547.34
"2011-07-08",538.69,552.15,535.26,552.15,1087200,552.15
"2011-07-11",544,548.75,535.2,536.55,1100400,536.55
"2011-07-12",534.58,535.49,526.2,528.57,1138300,528.57
"2011-07-13",534.14,541.97,530,532.27,812200,532.27
"2011-07-14",534.77,537.69,518.5,519.72,756500,519.72
"2011-07-15",522.28,526.85,515.8,522.5,711500,522.5
"2011-07-18",520.6,521.39,510.16,516.66,606500,516.66
"2011-07-19",521.98,538.86,520.49,537.5,954400,537.5
"2011-07-20",538.02,538.62,529.15,529.95,512000,529.95
"2011-07-21",527.9,542.5,523.68,526.01,987100,526.01
"2011-07-22",527.18,533.27,525,530.37,671600,530.37
"2011-07-25",529,540,529,529.75,450800,529.75
"2011-07-26",530.33,538.46,530.33,533.67,549500,533.67
"2011-07-27",532.38,534.7,516.01,517.21,670200,517.21
"2011-07-28",516.7,529.97,511.85,522.29,953100,522.29
"2011-07-29",528.18,542.87,526,537.65,1358900,537.65
"2011-08-01",547.23,547.88,527.69,538.86,1142200,538.86
"2011-08-02",536.1,539.15,517.45,518.32,1209200,518.32
"2011-08-03",522.32,525.39,501.31,521.97,1203200,521.97
"2011-08-04",518.01,519.45,480.84,483.34,3011000,483.34
"2011-08-05",537.6,540.9,510.52,527.81,4049100,527.81
"2011-08-08",510.25,523.49,503.94,505,2461600,505
"2011-08-09",511,525.1,490.5,517.42,2466900,517.42
"2011-08-10",503.16,512.95,497.5,498.8,2170200,498.8
"2011-08-11",501.95,508.06,485.33,500.16,1852000,500.16
"2011-08-12",505.72,509.99,498,503.11,947800,503.11
"2011-08-15",504.66,514.93,500.39,514.35,1064100,514.35
"2011-08-16",506.73,508.26,489,497.32,1816800,497.32
"2011-08-17",499.2,505.51,486,491.85,1018100,491.85
"2011-08-18",476.57,476.85,450.15,458.8,2017000,458.8
"2011-08-19",452,477.8,445.15,448.95,2201500,448.95
"2011-08-22",458.5,463.99,441.55,446.32,1642600,446.32
"2011-08-23",450.13,477.48,447.73,476.61,1461800,476.61
"2011-08-24",478.89,487.97,475,485.5,1597900,485.5
"2011-08-25",487.64,494.98,480.95,483.56,990100,483.56
"2011-08-26",477.99,503.81,475.5,503.47,1345700,503.47
"2011-08-29",510,522.32,509.06,521.01,1118800,521.01
"2011-08-30",520.49,541.78,518.51,535.22,1585500,535.22
"2011-08-31",539.4,542.69,529.54,537.26,1302000,537.26
"2011-09-01",537.26,541.47,529.08,529.84,857600,529.84
"2011-09-02",519.96,530.49,518.1,528.19,788300,528.19
"2011-09-06",517.49,534.2,514.01,533.7,1207700,533.7
"2011-09-07",540,542.51,533,542.14,1078600,542.14
"2011-09-08",538.65,549.33,533.1,538.39,1483700,538.39
"2011-09-09",534.89,538.04,516.9,520.75,1613300,520.75
"2011-09-12",511.45,531.77,508.14,528.87,1197400,528.87
"2011-09-13",530.47,530.7,516.6,523.03,1001400,523.03
"2011-09-14",524.93,539,513,529.56,1473400,529.56
"2011-09-15",533.68,534.7,522.7,524,943500,524
"2011-09-16",528.62,531.17,523.13,525.47,1341200,525.47
"2011-09-19",518.34,536.45,510.54,531.45,1155500,531.45
"2011-09-20",533.09,554,528,537.24,1735000,537.24
"2011-09-21",538,549.96,531,531.27,1137400,531.27
"2011-09-22",516.39,521.49,499.25,505.57,1832300,505.57
"2011-09-23",503,517.61,500.7,514.61,1342800,514.61
"2011-09-26",514.7,515.99,492,513.59,1476800,513.59
"2011-09-27",523.49,523.58,504.07,511.12,1323700,511.12
"2011-09-28",512.74,518,495.34,498.09,1080100,498.09
"2011-09-29",506.03,506.78,463.15,478.02,2383200,478.02
"2011-09-30",469.12,472.27,449.33,449.46,2199700,449.46
"2011-10-03",454.35,467,445.29,445.75,1940000,445.75
"2011-10-04",440.7,447.97,411.26,444,2650500,444
"2011-10-05",441.17,449.5,424.12,445.67,1882400,445.67
"2011-10-06",447.78,472.83,444.28,469.56,1935400,469.56
"2011-10-07",474.12,474.84,457.8,467.73,1545000,467.73
"2011-10-10",475.75,483.95,474,483.85,960500,483.85
"2011-10-11",480.95,494.64,478.62,493.26,1049400,493.26
"2011-10-12",499.45,503.98,485.11,485.54,1427700,485.54
"2011-10-13",485.06,495.75,483.93,493.77,1105700,493.77
"2011-10-14",503.13,503.35,492.51,499.13,761700,499.13
"2011-10-17",495.29,506.87,491.47,492.85,710000,492.85
"2011-10-18",492.16,496.72,475.9,493.21,1121700,493.21
"2011-10-19",490.82,493.26,473.81,479,1166900,479
"2011-10-20",478.47,480.5,468.67,473.82,954000,473.82
"2011-10-21",479.72,495.79,478.32,495.46,1450500,495.46
"2011-10-24",494,521.24,491.85,519.82,1232300,519.82
"2011-10-25",517.02,522.99,503.67,505.06,1147300,505.06
"2011-10-26",510.11,513.61,480.32,495.63,1489300,495.63
"2011-10-27",512.38,524.42,510.69,520.55,1543000,520.55
"2011-10-28",515,526.75,511,523.68,995100,523.68
"2011-10-31",519,522,507.69,507.72,971700,507.72
"2011-11-01",492.08,499.23,478.65,489.02,1475900,489.02
"2011-11-02",496.15,497.23,487,493.64,968100,493.64
"2011-11-03",498.57,511.77,490.31,511.71,1017200,511.71
"2011-11-04",509,516.98,498,513.37,1638600,513.37
"2011-11-07",517.24,519,503.2,509,2448600,509
"2011-11-08",520,553.33,519.63,552.85,3903600,552.85
"2011-11-09",543,547.79,535.1,536.55,1819400,536.55
"2011-11-10",542.34,543,525.55,528.36,1367900,528.36
"2011-11-11",535.11,535.47,525.07,533.31,1225400,533.31
"2011-11-14",530.98,544.38,530.16,534.4,1054600,534.4
"2011-11-15",531.54,549.76,530.17,546.82,1188200,546.82
"2011-11-16",541.37,548,537,538.33,1007100,538.33
"2011-11-17",538.05,541,511.41,513.4,1593300,513.4
"2011-11-18",514.63,515.63,493.62,496.92,1682100,496.92
"2011-11-21",486.97,494.91,474.38,477.65,1225300,477.65
"2011-11-22",472.78,485.99,472.16,481.07,894800,481.07
"2011-11-23",478,479.39,464.03,464.53,894900,464.53
"2011-11-25",462.97,466.97,456.27,459.18,447800,459.18
"2011-11-28",474.51,483.03,468.75,472.5,893900,472.5
"2011-11-29",475.41,475.5,460.66,463,893600,463
"2011-11-30",478.89,486.45,472.94,485.89,1160900,485.89
"2011-12-01",483.87,493.27,482.01,488.43,816400,488.43
"2011-12-02",497.42,498.82,485,486.48,979100,486.48
"2011-12-05",495.63,495.63,478.99,484.02,888000,484.02
"2011-12-06",482.77,485.88,473.36,479.1,860700,479.1
"2011-12-07",476.71,486.39,472,484.29,994100,484.29
"2011-12-08",482.86,486,477,479.46,860600,479.46
"2011-12-09",480,482,474.38,479.74,762900,479.74
"2011-12-12",474.5,476.27,468,475.39,629400,475.39
"2011-12-13",476.14,481.66,461.4,462.69,805600,462.69
"2011-12-14",462.06,463.12,441.6,445.19,1701300,445.19
"2011-12-15",450.05,452.5,438.76,445.39,1631600,445.39
"2011-12-16",450,457.68,448.13,457.08,1334200,457.08
"2011-12-19",456.65,465.45,455.1,459.73,865500,459.73
"2011-12-20",466.01,480.09,466.01,480.09,1097900,480.09
"2011-12-21",478.25,478.8,464.51,472.33,898100,472.33
"2011-12-22",472.59,482.61,470.84,479.69,708400,479.69
"2011-12-23",482.33,483.61,478.12,481.73,432000,481.73
"2011-12-27",480,487.24,479.29,484.21,375000,484.21
"2011-12-28",483,483.91,474.26,475.4,519600,475.4
"2011-12-29",476.31,477.59,465.85,476,446800,476
"2011-12-30",474.7,477.9,467.5,467.71,476200,467.71
"2012-01-03",475,486.54,474.65,485.15,724100,485.15
"2012-01-04",485.47,485.66,476.2,480.91,548900,480.91
"2012-01-05",479.08,488,473.42,486.21,744100,486.21
"2012-01-06",487.83,489.28,479.06,480.31,699800,480.31
"2012-01-09",482.19,485,472.4,476.08,729500,476.08
"2012-01-10",481.63,486.21,480.02,484.28,669600,484.28
"2012-01-11",483,484.96,476.76,477.7,464400,477.7
"2012-01-12",477.57,479.49,471.11,476.18,558500,476.18
"2012-01-13",472.61,483,469.28,482.43,642500,482.43
"2012-01-17",487.57,501.6,485.37,498.21,905600,498.21
"2012-01-18",497,519.39,496,518.83,1226300,518.83
"2012-01-19",520,527.05,520,526.07,756100,526.07
"2012-01-20",521.47,521.97,514.3,518.58,903900,518.58
"2012-01-23",517.12,525.05,514,518.02,643600,518.02
"2012-01-24",514.46,525.5,512.6,523.73,533500,523.73
"2012-01-25",523.47,529.92,518.66,528.35,535700,528.35
"2012-01-26",530,537.56,523,524.66,685000,524.66
"2012-01-27",523.8,527.38,520.73,525.86,474300,525.86
"2012-01-30",522.95,524.16,518.6,522.41,535500,522.41
"2012-01-31",525.5,531,523.6,529.49,689600,529.49
"2012-02-01",533.41,536.46,522.37,535.9,827900,535.9
"2012-02-02",535,536.5,529.93,533.83,500700,533.83
"2012-02-03",538.63,549,537.52,546.98,826800,546.98
"2012-02-06",544.8,547.6,536.61,536.73,717100,536.73
"2012-02-07",535.8,538.75,527.62,529.19,907700,529.19
"2012-02-08",527.54,538.81,527.38,538.37,915800,538.37
"2012-02-09",537.46,542.96,533.23,540.13,688900,540.13
"2012-02-10",533.65,546.9,533.24,545.04,1014600,545.04
"2012-02-13",549.43,573.13,547.1,571.15,1381800,571.15
"2012-02-14",569.42,588.56,569.42,576.94,1231900,576.94
"2012-02-15",581.02,584.88,568.61,570.3,944600,570.3
"2012-02-16",570.39,574.24,558.15,571.32,745400,571.32
"2012-02-17",571.58,583.5,571.27,582.52,760800,582.52
"2012-02-21",585.52,593,579.28,584.75,814000,584.75
"2012-02-22",585,591,581.25,587.72,867800,587.72
"2012-02-23",588.53,593.82,585.24,587.4,716600,587.4
"2012-02-24",590.17,595.84,589.77,590.41,945900,590.41
"2012-02-27",594.95,597,587.13,591.54,1882400,591.54
"2012-02-28",634.81,637.88,627.31,632.76,2767800,632.76
"2012-02-29",632.4,634.66,626.42,627.02,1249800,627.02
"2012-03-01",626.03,638.56,626,637.32,1054300,637.32
"2012-03-02",637.42,646,635.66,645.86,1144400,645.86
"2012-03-05",647.03,649.7,635.2,642.69,882200,642.69
"2012-03-06",634.53,638.52,628.2,629.74,862500,629.74
"2012-03-07",636,643.82,635.51,641.6,1429200,641.6
"2012-03-08",647.43,654.9,641.26,653.82,866400,653.82
"2012-03-09",655,655.09,647,647.45,979900,647.45
"2012-03-12",647.45,653.38,644.62,650.95,564200,650.95
"2012-03-13",654.96,655.33,647.08,653.79,549800,653.79
"2012-03-14",653.15,653.54,643.9,650.75,614200,650.75
"2012-03-15",649.99,659.67,646.07,657.25,690100,657.25
"2012-03-16",657.25,675.64,657.25,675.5,1263400,675.5
"2012-03-19",678.86,699.89,678.51,696.93,1115000,696.93
"2012-03-20",693.3,698.04,686.15,696.47,847100,696.47
"2012-03-21",695.56,709.31,695.25,703.65,1084000,703.65
"2012-03-22",700.28,713.53,699.5,711.99,974100,711.99
"2012-03-23",713.95,717.17,707,714.99,1032500,714.99
"2012-03-26",722.01,736.92,718.85,735.4,1307800,735.4
"2012-03-27",735.39,736.45,727.2,728.85,954300,728.85
"2012-03-28",729.45,734.63,709.43,718.2,1159700,718.2
"2012-03-29",712.1,722.05,709.09,720.04,1033200,720.04
"2012-03-30",725,729.06,715.9,717.5,881700,717.5
"2012-04-02",717.26,727.63,717.25,719.97,807700,719.97
"2012-04-03",721.2,745,721.2,743.62,1503800,743.62
"2012-04-04",737.55,746.54,729,745.9,1523500,745.9
"2012-04-05",749.28,759.89,748,756.8,1580100,756.8
"2012-04-09",746.85,768.9,746,764.75,1270000,764.75
"2012-04-10",768.5,774.96,739.06,741.26,2381800,741.26
"2012-04-11",750.88,751,719.25,729.57,2148300,729.57
"2012-04-12",731.44,744,724.29,742.15,1218300,742.15
"2012-04-13",739.79,749.81,730.7,735.18,1258200,735.18
"2012-04-16",737,738.4,698.95,702,1915800,702
"2012-04-17",704.2,721.37,699.05,715.37,1119500,715.37
"2012-04-18",714.81,739,712.06,732.22,1347100,732.22
"2012-04-19",727.71,738.58,711.65,717.18,1170400,717.18
"2012-04-20",719.86,727,707.28,710.17,1020600,710.17
"2012-04-23",701.2,702.21,683.24,699,1284600,699
"2012-04-24",696.67,703.99,678.04,685.01,1068200,685.01
"2012-04-25",701.57,726.98,695.49,724.55,1360500,724.55
"2012-04-26",723.4,736.85,720.88,733.27,1079400,733.27
"2012-04-27",750.98,767.5,748,762.13,1849400,762.13
"2012-04-30",761.01,772.35,751,760.82,1253500,760.82
"2012-05-01",760.82,766.89,750,755.17,1049200,755.17
"2012-05-02",755.56,762.4,747.14,761.06,1129400,761.06
"2012-05-03",763.05,764.59,745.55,749.73,898600,749.73
"2012-05-04",745.31,747,734.31,736.07,1141200,736.07
"2012-05-07",736.38,752.46,734.53,737.65,1047900,737.65
"2012-05-08",736.01,739.99,705.01,716.2,2150800,716.2
