"","FFIV.Open","FFIV.High","FFIV.Low","FFIV.Close","FFIV.Volume","FFIV.Adjusted"
"2010-07-01",68.51,69.91,66.79,69.6,1525400,69.6
"2010-07-02",69.98,69.98,67.97,68.65,1221800,68.65
"2010-07-06",69.9,72.46,69.26,70.14,1581200,70.14
"2010-07-07",70.5,75.19,70.5,75.12,2138600,75.12
"2010-07-08",75.61,76.16,74.16,75.53,1768700,75.53
"2010-07-09",75.18,75.9,74.4,75.23,799800,75.23
"2010-07-12",75.13,77.96,74.96,76.67,1373400,76.67
"2010-07-13",77.5,77.7,74.93,76.86,1738200,76.86
"2010-07-14",77.07,79.21,77.04,77.87,1260100,77.87
"2010-07-15",78.24,79,76.91,78.7,867500,78.7
"2010-07-16",77.94,78.52,76.29,76.37,1384500,76.37
"2010-07-19",75.24,77.03,75.02,76.25,1825800,76.25
"2010-07-20",75,77,73.76,76.79,1234900,76.79
"2010-07-21",77.15,77.74,72.48,73.11,3200300,73.11
"2010-07-22",80.1,83.85,79.4,83.4,5529600,83.4
"2010-07-23",83.2,87.35,82.74,87.21,2952600,87.21
"2010-07-26",87.16,87.69,85.81,87.48,1785900,87.48
"2010-07-27",87.88,87.97,85.16,86.09,1489500,86.09
"2010-07-28",85.76,87.21,84.6,85.78,978400,85.78
"2010-07-29",86.87,87.7,84.35,86.53,1313100,86.53
"2010-07-30",85.27,88.34,84.51,87.83,2213200,87.83
"2010-08-02",87.96,90.25,87.01,88.6,2191000,88.6
"2010-08-03",88.14,89.27,87.51,88.59,1097400,88.59
"2010-08-04",88.51,90,87.87,89.82,1211800,89.82
"2010-08-05",89.51,90.83,88.37,88.95,1125500,88.95
"2010-08-06",87.49,89.5,86.72,88.48,1262400,88.48
"2010-08-09",89.4,91.97,88.75,91.41,1742300,91.41
"2010-08-10",90.84,92.7,89.99,92.23,1205900,92.23
"2010-08-11",89.56,89.94,86.01,86.82,2272400,86.82
"2010-08-12",82.47,84.68,80,82.77,3858700,82.77
"2010-08-13",82.83,84.96,82.27,83.88,1451400,83.88
"2010-08-16",82.96,85.19,82.34,83.89,806900,83.89
"2010-08-17",85.21,89.77,84.7,87.91,2003900,87.91
"2010-08-18",88.52,89.52,87.89,88.86,1781500,88.86
"2010-08-19",88.46,89.6,88.12,88.73,1165900,88.73
"2010-08-20",88.12,91.63,88.08,91.04,1420300,91.04
"2010-08-23",90.76,91.6,88.76,89.27,1271600,89.27
"2010-08-24",87.56,87.64,85.57,86.27,1459600,86.27
"2010-08-25",85.63,87.08,84.01,86.89,1693100,86.89
"2010-08-26",87.88,89.6,87.35,87.66,1217100,87.66
"2010-08-27",88.7,89.89,86,89.02,1203600,89.02
"2010-08-30",89.09,90.97,89,89.24,1203400,89.24
"2010-08-31",88.58,89.21,86.46,87.43,1385100,87.43
"2010-09-01",89.84,91.17,89.21,90.74,1174900,90.74
"2010-09-02",91.22,91.69,89.83,91.11,1612600,91.11
"2010-09-03",92.72,94.48,92,93.8,1211100,93.8
"2010-09-07",93.22,94.43,92.25,93.52,1029100,93.52
"2010-09-08",94.37,97.05,93.56,96.36,2180300,96.36
"2010-09-09",97,98.01,94.7,95.73,2076900,95.73
"2010-09-10",95.63,95.63,92.75,94.15,1469700,94.15
"2010-09-13",96.31,99.72,95.91,98.87,1992000,98.87
"2010-09-14",98.47,100.17,97.57,98.66,1799900,98.66
"2010-09-15",99.13,99.73,97.2,99.14,1324100,99.14
"2010-09-16",99.32,100.92,98,100.52,1453600,100.52
"2010-09-17",100.56,101.45,99.33,100.98,1344300,100.98
"2010-09-20",101.96,105.2,100.99,104.64,1780200,104.64
"2010-09-21",104.91,104.91,102.03,103.38,1453600,103.38
"2010-09-22",102.63,103.82,99.61,100.49,1678600,100.49
"2010-09-23",99.17,104.1,99.04,102.49,1673000,102.49
"2010-09-24",104.24,105.72,102.81,103.07,1473400,103.07
"2010-09-27",103.5,104.1,101.19,103.23,1324900,103.23
"2010-09-28",103.66,105.5,100.8,104.06,1888100,104.06
"2010-09-29",104.12,105.5,102.96,104.41,1318100,104.41
"2010-09-30",105.09,107.3,102.56,103.81,2583100,103.81
"2010-10-01",104.82,105.27,101.65,103.29,1792700,103.29
"2010-10-04",103.65,109,103.16,105.89,3064600,105.89
"2010-10-05",107.85,112.05,107.51,111.5,2688300,111.5
"2010-10-06",108.5,109.8,96.87,97.54,7616100,97.54
"2010-10-07",98.2,100.88,94.1,98.98,5800900,98.98
"2010-10-08",94.15,95.25,90.12,94.69,7941400,94.69
"2010-10-11",95.63,96.14,90.63,91.18,4086500,91.18
"2010-10-12",91.62,96.68,90.59,95.61,3643700,95.61
"2010-10-13",96.64,97.69,95,96.74,2896600,96.74
"2010-10-14",97.4,97.43,95,95.66,1585600,95.66
"2010-10-15",96.35,97.75,94.83,97.2,1637100,97.2
"2010-10-18",97.23,97.45,91.57,93.17,3354000,93.17
"2010-10-19",91,92.47,89.05,90.99,3379500,90.99
"2010-10-20",90.8,93.26,89.05,91.93,2356700,91.93
"2010-10-21",92.5,94.1,91.52,92.82,1642900,92.82
"2010-10-22",93.23,98.54,93.01,98.45,3672700,98.45
"2010-10-25",100,101.95,99.95,100.83,3032500,100.83
"2010-10-26",100.32,103.75,99.27,102.54,5417700,102.54
"2010-10-27",111.79,118.99,111.53,117.58,9954500,117.58
"2010-10-28",117.95,118.47,114.6,116.78,3024300,116.78
"2010-10-29",116.77,119.88,116.53,117.7,2208300,117.7
"2010-11-01",117.98,118.24,115.3,116.37,1655200,116.37
"2010-11-02",115.22,118.37,115.19,117.35,1543400,117.35
"2010-11-03",116.51,122.96,116.51,122.92,2765900,122.92
"2010-11-04",124.53,125.39,120.38,120.89,3033800,120.89
"2010-11-05",121.92,124.22,119.32,123,2095900,123
"2010-11-08",122.86,124.31,120.85,122.82,1282300,122.82
"2010-11-09",122.94,124,119.84,120.42,1182700,120.42
"2010-11-10",120.26,124.85,119.77,122.89,2206100,122.89
"2010-11-11",119.19,123.99,117.43,123.7,2701900,123.7
"2010-11-12",123.21,127.95,121.11,123.86,2980400,123.86
"2010-11-15",124.36,124.68,118.91,119.55,2265800,119.55
"2010-11-16",118.43,120.3,115.37,115.95,2637300,115.95
"2010-11-17",116.52,118.9,112.1,115.01,3845000,115.01
"2010-11-18",117.99,121.9,117.73,120.51,2478700,120.51
"2010-11-19",121.18,123.63,119.7,122.69,2076700,122.69
"2010-11-22",122.51,132.2,122.13,131.93,3667400,131.93
"2010-11-23",129.65,131.5,127.21,129.14,2303000,129.14
"2010-11-24",132.25,133.7,131.09,132.55,2106100,132.55
"2010-11-26",131.11,135.23,130.56,135.04,1225900,135.04
"2010-11-29",134.67,136,131.93,134.18,1858400,134.18
"2010-11-30",132.43,133,131.26,131.88,1968700,131.88
"2010-12-01",134.11,139.88,134.11,138.96,3797200,138.96
"2010-12-02",138.66,139.59,135.84,137.15,2635900,137.15
"2010-12-03",135.84,141.62,135.52,139.28,2320400,139.28
"2010-12-06",139.48,140.58,137.61,139.8,1552800,139.8
"2010-12-07",142.34,143,137.32,137.61,1638700,137.61
"2010-12-08",138.32,139.17,135.72,137.17,1912300,137.17
"2010-12-09",138.3,139.33,136,138.92,1475500,138.92
"2010-12-10",142.94,143.55,138.68,143.09,4263100,143.09
"2010-12-13",143.72,143.75,138.71,139.06,2332400,139.06
"2010-12-14",139.41,140.22,132.82,133.65,3474000,133.65
"2010-12-15",133.05,135.99,130.13,130.38,3791700,130.38
"2010-12-16",130.96,134.38,129.59,134.07,3105900,134.07
"2010-12-17",135.01,138.24,132.63,136.01,17748400,136.01
"2010-12-20",136.75,136.99,133.34,135.6,2089400,135.6
"2010-12-21",136.06,136.99,133.93,136.64,1726600,136.64
"2010-12-22",136.76,137,134.83,136.17,1374000,136.17
"2010-12-23",136.09,136.25,134.6,135.6,811100,135.6
"2010-12-27",135.26,135.7,133.02,134.9,801200,134.9
"2010-12-28",135.08,135.63,133.05,133.38,1194100,133.38
"2010-12-29",133.63,134.65,132.02,133.68,822800,133.68
"2010-12-30",133.38,133.8,132.25,132.41,857000,132.41
"2010-12-31",132.35,132.44,129.14,130.16,1017300,130.16
"2011-01-03",132.89,137.69,132.77,134.33,2307400,134.33
"2011-01-04",135.19,135.96,131.59,132.07,1442300,132.07
"2011-01-05",131.8,137.3,131.8,137.29,2296300,137.29
"2011-01-06",137.89,139.2,135.76,138.07,1995500,138.07
"2011-01-07",138.15,139,135.5,138.35,1304900,138.35
"2011-01-10",138.17,143.55,138.07,142.69,2103500,142.69
"2011-01-11",144,144.1,141.1,142.65,1765900,142.65
"2011-01-12",143.85,143.85,141.62,142.61,1226900,142.61
"2011-01-13",142.08,145.76,141.37,143.95,1776100,143.95
"2011-01-14",144.47,145,141.45,144.17,1771700,144.17
"2011-01-18",144.42,145.73,139.77,141.78,2875600,141.78
"2011-01-19",141.89,143.6,135.6,138.78,7365100,138.78
"2011-01-20",111.19,114.75,106.1,109.15,23329500,109.15
"2011-01-21",111.73,113.82,109.66,109.97,9433700,109.97
"2011-01-24",108.86,110.46,104.8,106.56,7223700,106.56
"2011-01-25",104.75,107.95,102.66,107.53,5672800,107.53
"2011-01-26",108.78,110,107.06,108.81,3997600,108.81
"2011-01-27",109.59,112.5,109.49,110.94,3290000,110.94
"2011-01-28",112.82,113.18,107.8,109.58,4302900,109.58
"2011-01-31",110.24,110.75,107.91,108.38,2481400,108.38
"2011-02-01",109.56,111,108.75,109.96,2220300,109.96
"2011-02-02",107.81,113.74,107.81,113.51,3729700,113.51
"2011-02-03",113.85,118.65,113.85,118.21,5873500,118.21
"2011-02-04",120.15,123.9,119.5,123.64,7081300,123.64
"2011-02-07",124.43,127.96,123.41,124.23,7396200,124.23
"2011-02-08",124,125.35,122.25,123.52,3717400,123.52
"2011-02-09",123.14,124.45,121.07,123.66,3082000,123.66
"2011-02-10",121.44,127.95,121,127,4684500,127
"2011-02-11",127.1,128.9,126.11,126.62,2632100,126.62
"2011-02-14",126.74,129,126.7,128.42,2597200,128.42
"2011-02-15",129.48,129.92,125.72,126.37,3113400,126.37
"2011-02-16",127.21,127.36,124.76,125.68,2900300,125.68
"2011-02-17",124.93,125,122.75,122.93,2624500,122.93
"2011-02-18",123.66,123.69,120.28,120.85,2612800,120.85
"2011-02-22",118.59,118.74,115,115.11,2588800,115.11
"2011-02-23",114.52,116.47,110.69,111.99,3293200,111.99
"2011-02-24",112.06,117.3,110.74,117.06,3312700,117.06
"2011-02-25",121,122.65,118.64,120.18,2688500,120.18
"2011-02-28",120.66,120.96,116.58,118.01,2072100,118.01
"2011-03-01",118.58,118.6,112.46,113.38,3649600,113.38
"2011-03-02",112.68,116.5,112.63,113.2,3002500,113.2
"2011-03-03",115.35,116.48,113.75,114.35,3044300,114.35
"2011-03-04",114.61,115.5,112.55,113.82,2132300,113.82
"2011-03-07",114.16,114.53,108,108.7,4258000,108.7
"2011-03-08",108.44,112.43,108.27,110.61,2598800,110.61
"2011-03-09",109.44,109.62,106.86,108.17,2649800,108.17
"2011-03-10",106.39,111.33,105.13,110.06,3873300,110.06
"2011-03-11",109.3,111.41,108.12,111,2201200,111
"2011-03-14",110.09,112.2,108,108.97,2347200,108.97
"2011-03-15",105.21,111.02,104.9,110.67,3377500,110.67
"2011-03-16",111.22,112.88,106.56,106.65,3754700,106.65
"2011-03-17",108.63,108.87,103,103.36,3956100,103.36
"2011-03-18",104.85,105.22,96.91,96.92,8601600,96.92
"2011-03-21",98.66,98.66,95.21,95.6,7304600,95.6
"2011-03-22",95.17,96.6,91.1,91.67,10290500,91.67
"2011-03-23",91.86,96.42,91.86,95.67,5887000,95.67
"2011-03-24",96.12,96.71,93.45,94.88,4328400,94.88
"2011-03-25",95,96.96,95,95.67,3509200,95.67
"2011-03-28",96.6,96.85,93.69,93.76,2573700,93.76
"2011-03-29",93.79,98.13,93.41,97.4,3785100,97.4
"2011-03-30",98.51,101.85,98.51,100.7,6157100,100.7
"2011-03-31",101,103,100.02,102.57,5067600,102.57
"2011-04-01",100.58,100.72,93.41,93.56,12305300,93.56
"2011-04-04",94.24,95.54,93.6,94.15,4060200,94.15
"2011-04-05",94.33,94.67,93.23,93.35,2844100,93.35
"2011-04-06",93.95,95.37,93.04,94.39,3332200,94.39
"2011-04-07",94.2,95.2,93,94.61,3550300,94.61
"2011-04-08",96.08,96.45,94.48,95.18,2758000,95.18
"2011-04-11",94.92,95.98,93.76,94.5,2102200,94.5
"2011-04-12",93.59,94.29,92.03,93.77,2590500,93.77
"2011-04-13",96.73,97.73,95.38,96.7,4228600,96.7
"2011-04-14",95.8,96.45,94.3,96.17,2401800,96.17
"2011-04-15",96.23,96.23,94.57,94.69,2313500,94.69
"2011-04-18",94.03,94.03,92.2,93.53,2121900,93.53
"2011-04-19",93.3,94.37,92.33,92.92,2503000,92.92
"2011-04-20",95.73,99.8,94.41,99.74,6343600,99.74
"2011-04-21",110.89,111.63,105.29,106.87,9923800,106.87
"2011-04-25",106.39,109.15,105.52,105.71,3251500,105.71
"2011-04-26",105.99,106,102.64,103.97,3400000,103.97
"2011-04-27",104.03,106.24,103.89,105.38,2690900,105.38
"2011-04-28",105.36,106.45,102.23,102.78,2800000,102.78
"2011-04-29",102.98,102.98,100.66,101.36,2632100,101.36
"2011-05-02",100.42,101.85,99.72,100.19,2486000,100.19
"2011-05-03",99.81,101.36,99.12,100.55,2200000,100.55
"2011-05-04",100.66,101.98,97.26,99.72,2518700,99.72
"2011-05-05",99.79,102.77,99.5,100.49,2700000,100.49
"2011-05-06",101.95,102.99,100.25,100.9,1507400,100.9
"2011-05-09",101.26,103.54,100.26,103.37,1683000,103.37
"2011-05-10",103.91,104.87,102.35,104.39,1898600,104.39
"2011-05-11",104.11,106.29,102.94,103.81,1900000,103.81
"2011-05-12",103.48,106.12,102.16,105.76,2300000,105.76
"2011-05-13",105.6,107.89,104.62,104.64,3006400,104.64
"2011-05-16",103.99,106.98,103.75,105.03,2385800,105.03
"2011-05-17",104.55,106.45,102.6,103.84,2176400,103.84
"2011-05-18",103.82,109.51,103.82,108.52,2962300,108.52
"2011-05-19",109.27,109.35,106.54,108.18,2060400,108.18
"2011-05-20",108.48,109.22,106.76,106.96,1800000,106.96
"2011-05-23",105.47,106.52,104.12,104.76,1500000,104.76
"2011-05-24",105.41,105.5,102.27,102.38,1645700,102.38
"2011-05-25",104.29,104.91,101.75,104.29,1552600,104.29
"2011-05-26",104,107.48,103.62,107.17,2200600,107.17
"2011-05-27",107.75,113.22,107.25,112.85,3733000,112.85
"2011-05-31",114.24,114.54,112.11,113.58,2726000,113.58
"2011-06-01",112.1,114.9,108.93,109.4,3275800,109.4
"2011-06-02",109.53,113.45,109.49,111.56,2171800,111.56
"2011-06-03",109.86,111.66,109.03,109.7,1448600,109.7
"2011-06-06",109.6,110.58,106.97,107.06,1701800,107.06
"2011-06-07",108.99,112.61,106.99,112.01,3221000,112.01
"2011-06-08",111.04,112,110.07,111.04,2806000,111.04
"2011-06-09",110.87,111.4,108.17,108.93,2178500,108.93
"2011-06-10",108.73,109.62,104.79,105.39,2113600,105.39
"2011-06-13",104.29,107.5,104.03,104.29,1839700,104.29
"2011-06-14",106.32,107.55,105.24,106.64,1501400,106.64
"2011-06-15",105.14,107.22,103,103.61,2023300,103.61
"2011-06-16",103.87,104.84,98.75,100.09,3128200,100.09
"2011-06-17",101.93,102.32,96.93,97.2,3361000,97.2
"2011-06-20",96.65,98.65,96.21,98.18,1890800,98.18
"2011-06-21",99.17,103.27,98.5,103,2210300,103
"2011-06-22",105.65,108.4,104.68,104.81,3043900,104.81
"2011-06-23",101.41,107.66,101.03,107.62,3070400,107.62
"2011-06-24",107.1,107.59,105.01,106.1,1920900,106.1
"2011-06-27",106.66,110.25,105.73,109.54,2020000,109.54
"2011-06-28",110.5,111.97,107.9,108.78,2771700,108.78
"2011-06-29",109.12,111.9,107.5,111.15,2668600,111.15
"2011-06-30",110.95,111.8,110,110.25,1977400,110.25
"2011-07-01",110.83,113.33,110.13,113.16,1431300,113.16
"2011-07-05",113.01,113.83,111.37,113.51,1355700,113.51
"2011-07-06",113.29,116.75,113.29,115.82,2713700,115.82
"2011-07-07",117,119.69,116.9,117.64,2759600,117.64
"2011-07-08",114.76,117,114.2,116.42,1698400,116.42
"2011-07-11",115.54,117.17,112.24,112.78,1934100,112.78
"2011-07-12",112.26,112.49,108.05,110.4,3030900,110.4
"2011-07-13",111.78,115.08,111.78,112.72,1670500,112.72
"2011-07-14",113.65,115.5,109.92,110.96,1816400,110.96
"2011-07-15",112.41,113.99,110.66,113.94,1807000,113.94
"2011-07-18",113.44,115.2,111.29,111.82,1887000,111.82
"2011-07-19",113.33,118.69,113,118.65,2678800,118.65
"2011-07-20",116,116,110.45,111.44,6382000,111.44
"2011-07-21",102.81,104,98.1,98.87,7326900,98.87
"2011-07-22",99.76,102.45,99.57,101.2,4088400,101.2
"2011-07-25",99.8,100.98,97.25,97.5,3729300,97.5
"2011-07-26",98.69,100.2,98.16,99.31,2542900,99.31
"2011-07-27",98,98,94.62,94.9,3304800,94.9
"2011-07-28",95.34,96.5,93.84,94.27,2118200,94.27
"2011-07-29",93.35,95.58,92.3,93.48,2569900,93.48
"2011-08-01",95.52,96.39,91.92,93.49,2104800,93.49
"2011-08-02",92.01,94.99,90.05,90.19,3075800,90.19
"2011-08-03",90.52,93.7,89.11,93.36,3099700,93.36
"2011-08-04",91.72,93.27,86.45,86.52,4344100,86.52
"2011-08-05",88.34,88.5,81.67,82.94,4865300,82.94
"2011-08-08",77.97,81.28,74.95,75.26,5344800,75.26
"2011-08-09",77.08,78.38,70.99,76.52,5480800,76.52
"2011-08-10",74.7,76.48,72.57,72.93,3543200,72.93
"2011-08-11",73.87,77.55,73.87,76.12,3883900,76.12
"2011-08-12",79.55,83.08,78.21,81.9,4777700,81.9
"2011-08-15",84,85.16,82.68,83.65,4094100,83.65
"2011-08-16",82.61,83.23,79.58,81.27,2264600,81.27
"2011-08-17",81.61,81.73,77.5,78.72,2303400,78.72
"2011-08-18",74,74.06,70.06,71.3,3855800,71.3
"2011-08-19",70.25,72.81,69.2,69.32,2889100,69.32
"2011-08-22",71.66,71.98,69.04,69.25,2679300,69.25
"2011-08-23",69.42,73.95,69.01,73.94,3046000,73.94
"2011-08-24",73.66,74.74,70.64,73.46,2732900,73.46
"2011-08-25",75.97,76.27,71.4,71.72,3063500,71.72
"2011-08-26",71.4,75.74,71.2,75.49,3000500,75.49
"2011-08-29",78.29,78.81,76.33,78.72,2395500,78.72
"2011-08-30",77.91,79.85,77.02,79.33,2187200,79.33
"2011-08-31",80,82.31,80,81.57,3420000,81.57
"2011-09-01",81.5,82.44,78.64,79.13,2428200,79.13
"2011-09-02",77.1,78.49,75.55,76.31,1782200,76.31
"2011-09-06",73.57,76.39,72.31,76.03,1986500,76.03
"2011-09-07",77.62,80.1,77.42,79.92,1747400,79.92
"2011-09-08",79.77,80.6,77.66,78.44,2175300,78.44
"2011-09-09",77.71,77.85,73.3,74.6,3188600,74.6
"2011-09-12",73.03,77.6,72.81,77.52,2905300,77.52
"2011-09-13",78.1,80.48,77.61,80.3,3703100,80.3
"2011-09-14",80.7,84.5,80.23,83.22,3762000,83.22
"2011-09-15",84.05,85.1,83.1,84.53,2226300,84.53
"2011-09-16",84.6,86.16,82.35,83.72,2080700,83.72
"2011-09-19",82.24,83.61,80.5,82.89,1767600,82.89
"2011-09-20",83.2,83.92,78.09,78.17,2712900,78.17
"2011-09-21",78.31,80.49,76.65,76.68,2408500,76.68
"2011-09-22",74.13,75.32,70.83,74.2,3600100,74.2
"2011-09-23",73.13,74.87,72.76,74.38,2136800,74.38
"2011-09-26",74.6,77.5,72.5,77.38,2644900,77.38
"2011-09-27",78.79,80.6,77.12,77.89,2637900,77.89
"2011-09-28",78.02,78.68,75.63,75.85,1491400,75.85
"2011-09-29",77.34,77.75,72.4,74.75,1930700,74.75
"2011-09-30",73.26,74.12,71.05,71.05,1906100,71.05
"2011-10-03",70.61,72.35,69.6,70.43,2675900,70.43
"2011-10-04",70.36,77.8,70.21,77.63,4176700,77.63
"2011-10-05",75.93,83.17,75.11,82.57,3675500,82.57
"2011-10-06",82.45,85.81,81.74,85.75,2892900,85.75
"2011-10-07",85.76,86.78,83.4,85.01,2537800,85.01
"2011-10-10",86.7,88.44,85,87.31,1678100,87.31
"2011-10-11",86.92,87.64,85.56,87.06,1126200,87.06
"2011-10-12",88.54,88.9,86.45,87.8,2312100,87.8
"2011-10-13",87,88.1,85.9,87.45,1547000,87.45
"2011-10-14",88.45,90.22,87.86,90.07,1777200,90.07
"2011-10-17",89.79,89.8,86.56,87.04,1450600,87.04
"2011-10-18",87.48,89.39,85.36,88.5,1592300,88.5
"2011-10-19",88.19,88.88,86.06,86.46,1148000,86.46
"2011-10-20",87.6,87.6,84.79,86.72,1874700,86.72
"2011-10-21",87.42,89,86.3,88.92,1583300,88.92
"2011-10-24",89.13,93.99,89.13,93.42,1921200,93.42
"2011-10-25",92.77,92.92,88.4,88.76,3370400,88.76
"2011-10-26",97.25,103,96.56,101.26,8089100,101.26
"2011-10-27",103.03,107,100.79,105.72,3394800,105.72
"2011-10-28",104.41,107.95,103.76,107.63,2121500,107.63
"2011-10-31",105.68,107.65,103.95,103.95,2794500,103.95
"2011-11-01",100.28,101.98,97.71,100.56,2513600,100.56
"2011-11-02",101.01,105.42,101,104.63,2094800,104.63
"2011-11-03",106.04,107.69,102.59,106.94,2221300,106.94
"2011-11-04",105.65,110.33,105.65,109.62,2499600,109.62
"2011-11-07",109.52,109.76,106.74,108.56,1698200,108.56
"2011-11-08",109.44,110.49,107.59,109.61,1221100,109.61
"2011-11-09",106.33,108.59,104.05,105.77,1753600,105.77
"2011-11-10",107.73,108.85,106.28,106.99,1660800,106.99
"2011-11-11",108.33,111.68,108.04,111.19,1641000,111.19
"2011-11-14",111.37,113.1,110.49,110.62,1296000,110.62
"2011-11-15",110.41,113.6,109.6,112.61,1502500,112.61
"2011-11-16",111.29,113.24,110.32,110.46,1520400,110.46
"2011-11-17",110.5,110.72,104.75,107.1,2079500,107.1
"2011-11-18",107.34,107.95,105.48,106.19,1474000,106.19
"2011-11-21",104.03,104.06,100.82,102.73,1974000,102.73
"2011-11-22",102.53,104.43,101.16,103.14,1377000,103.14
"2011-11-23",102.06,102.34,98.21,99.53,2091800,99.53
"2011-11-25",98.7,101.31,97.59,97.62,805400,97.62
"2011-11-28",100.8,104.74,100.79,104.66,1852400,104.66
"2011-11-29",104.69,105.42,102.51,103.41,1253000,103.41
"2011-11-30",107.3,113.23,107,113.03,2622900,113.03
"2011-12-01",111.5,113.21,108.46,111.07,2417500,111.07
"2011-12-02",112,113.51,111.26,112.42,1640900,112.42
"2011-12-05",115,117.3,114.09,115.66,2248500,115.66
"2011-12-06",115.79,116.21,113,114.32,1406100,114.32
"2011-12-07",114.16,115.16,112.5,114.51,1104500,114.51
"2011-12-08",113.43,113.55,110.67,111.09,1388600,111.09
"2011-12-09",111.79,115.18,111.14,114.74,1599300,114.74
"2011-12-12",112.93,113.34,111.1,112.36,1290000,112.36
"2011-12-13",113.44,114.78,108.69,109.94,1707900,109.94
"2011-12-14",109.36,109.5,103.6,104.65,2327600,104.65
"2011-12-15",106.25,107.05,104.23,105.29,1189900,105.29
"2011-12-16",106.01,108.75,104.77,104.83,2161900,104.83
"2011-12-19",105.67,106.52,102.2,102.48,1624900,102.48
"2011-12-20",107.07,110.72,106.04,109.39,1717300,109.39
"2011-12-21",108.08,108.43,99.59,102.13,3226100,102.13
"2011-12-22",102.79,105.81,102.65,104.48,1729200,104.48
"2011-12-23",104.82,106.45,103.37,106.39,1022200,106.39
"2011-12-27",105.91,107.16,105.31,106.54,667200,106.54
"2011-12-28",106.22,106.54,104.71,105.73,1311100,105.73
"2011-12-29",106.21,107.13,105.11,107,997900,107
"2011-12-30",106.61,107.55,105.99,106.12,931000,106.12
"2012-01-03",108.48,109.95,105.11,105.94,1906700,105.94
"2012-01-04",102.15,105.05,99.6,104.32,2644600,104.32
"2012-01-05",104.02,105.38,102.75,105.23,1259100,105.23
"2012-01-06",106.43,107.12,105.25,106.72,1370100,106.72
"2012-01-09",107.6,112.26,107.6,110.49,2422400,110.49
"2012-01-10",111.99,112.85,108.41,109.61,1658100,109.61
"2012-01-11",109.91,111.85,109.65,110.72,1427900,110.72
"2012-01-12",110.92,111.75,108.03,110.81,1358100,110.81
"2012-01-13",109.69,110.06,106.01,106.78,1852700,106.78
"2012-01-17",108.76,108.76,105.45,106.31,1286600,106.31
"2012-01-18",106.61,109.24,106.19,108.46,2646000,108.46
"2012-01-19",118.47,122.63,116.49,120,7044500,120
"2012-01-20",119,121.5,118.6,120.27,1955200,120.27
"2012-01-23",120.1,122.23,119.62,121.02,1711400,121.02
"2012-01-24",120.65,124.29,119.94,123.1,1784500,123.1
"2012-01-25",123.4,123.5,121.14,122.48,1031000,122.48
"2012-01-26",123.45,124.02,119.85,120.82,1705200,120.82
"2012-01-27",117,120.6,116.84,120.16,2185000,120.16
"2012-01-30",119,121,117.75,120.1,1067000,120.1
"2012-01-31",121.18,121.2,119.12,119.74,1033900,119.74
"2012-02-01",121.17,123.45,119.5,122.42,1564200,122.42
"2012-02-02",121.75,122.82,120.05,120.52,1867500,120.52
"2012-02-03",121.9,125,121.58,124.77,1919800,124.77
"2012-02-06",124.76,125,123.55,125,1038200,125
"2012-02-07",124.92,127.81,124.18,126.4,1540600,126.4
"2012-02-08",127.06,127.37,124.35,125.4,1039700,125.4
"2012-02-09",126,126,123.52,125.75,837700,125.75
"2012-02-10",124.3,125.76,123.53,124.01,884600,124.01
"2012-02-13",125.16,125.94,123.5,125,909800,125
"2012-02-14",124.86,125.89,124.02,125.78,957800,125.78
"2012-02-15",126,129.66,126,126.72,1692600,126.72
"2012-02-16",126.97,127.83,125.28,127.45,1091400,127.45
"2012-02-17",127.41,127.98,124.59,124.92,1122100,124.92
"2012-02-21",125.45,127.64,124.31,125.42,1029200,125.42
"2012-02-22",125,126.79,123.57,126.58,1154800,126.58
"2012-02-23",126.13,128.82,125.6,128.7,1073200,128.7
"2012-02-24",129.98,130.27,126.96,127.48,984000,127.48
"2012-02-27",126.63,129.27,125.61,128.29,905600,128.29
"2012-02-28",128.51,128.67,125.71,127.02,781500,127.02
"2012-02-29",127.5,128.25,124.79,124.96,884400,124.96
"2012-03-01",125.74,127.6,125.03,127.33,1016200,127.33
"2012-03-02",126.96,128.51,126.01,127.01,729700,127.01
"2012-03-05",126.97,127.4,123.7,124.49,917400,124.49
"2012-03-06",121.03,122.97,119.5,121.26,1479000,121.26
"2012-03-07",122.5,125.57,122.5,124.75,1084400,124.75
"2012-03-08",125.96,126.8,124.18,124.26,962000,124.26
"2012-03-09",124.6,126.36,123.5,125.61,756200,125.61
"2012-03-12",126.34,126.34,124.59,125.85,857400,125.85
"2012-03-13",126.85,132.75,126.7,132.72,2206200,132.72
"2012-03-14",133.21,133.6,130.82,131.86,1437300,131.86
"2012-03-15",132,134,130.7,132.31,1132900,132.31
"2012-03-16",132.1,133.06,130.99,131.91,921300,131.91
"2012-03-19",132.64,135.84,132.15,132.73,1191200,132.73
"2012-03-20",131.1,131.31,128.37,129.51,1633700,129.51
"2012-03-21",130.2,132.4,129.37,131.36,1140900,131.36
"2012-03-22",131.14,132.87,129.5,132.47,1085800,132.47
"2012-03-23",132.38,132.5,130.47,132.13,710400,132.13
"2012-03-26",133.75,135.57,133.01,134.8,971900,134.8
"2012-03-27",134.94,135.93,134,134.11,878400,134.11
"2012-03-28",133,135.28,132.31,134.05,912200,134.05
"2012-03-29",132.81,135.15,132.2,134.86,860300,134.86
"2012-03-30",135.67,136.46,132.64,134.96,1217000,134.96
