"","DNB.Open","DNB.High","DNB.Low","DNB.Close","DNB.Volume","DNB.Adjusted"
"2010-08-09",69.28,69.92,69.06,69.69,259000,64.94
"2010-08-10",69.42,69.75,68.97,69.31,221500,64.58
"2010-08-11",68.4,68.49,67.89,67.98,327200,63.34
"2010-08-12",67.16,68.18,67.16,67.57,380300,62.96
"2010-08-13",67.46,67.75,66.97,67.57,431800,62.96
"2010-08-16",67.26,67.81,67.02,67.73,272100,63.11
"2010-08-17",68.2,68.77,68,68.45,253100,63.78
"2010-08-18",68.51,69.24,68.24,68.79,309400,64.1
"2010-08-19",68.53,68.61,67.91,68.07,372400,63.43
"2010-08-20",67.87,68.06,67.48,67.97,236500,63.33
"2010-08-23",68.12,68.52,67.52,67.7,241900,63.08
"2010-08-24",67.16,67.82,67.04,67.35,432800,62.76
"2010-08-25",67.32,67.64,66.38,67.51,284300,62.91
"2010-08-26",67.63,67.7,66.77,66.85,493600,62.29
"2010-08-27",67.15,67.38,66.45,67.37,378000,63.11
"2010-08-30",67.31,67.31,66.25,66.25,349900,62.06
"2010-08-31",66.1,66.31,65.34,65.9,685600,61.73
"2010-09-01",66.6,67.3,66.29,67,431700,62.76
"2010-09-02",67.22,67.88,66.9,67.81,317300,63.52
"2010-09-03",68.16,68.81,67.95,68.79,213800,64.44
"2010-09-07",68.62,68.68,67.91,67.93,224200,63.63
"2010-09-08",67.95,68.43,67.88,68.13,230900,63.82
"2010-09-09",68.57,68.66,67.97,68.25,318000,63.93
"2010-09-10",68.33,68.62,68.03,68.45,224200,64.12
"2010-09-13",68.92,69.09,68.47,69.05,270000,64.68
"2010-09-14",68.96,69.16,68.64,68.79,172300,64.44
"2010-09-15",68.72,68.84,68.47,68.75,150200,64.4
"2010-09-16",68.51,68.81,68.38,68.57,147300,64.23
"2010-09-17",68.9,70,68.9,69.65,356700,65.24
"2010-09-20",69.97,71.63,69.97,71.6,507500,67.07
"2010-09-21",71.32,72.47,71.23,71.83,403300,67.28
"2010-09-22",71.74,72.26,71.26,72.12,446200,67.56
"2010-09-23",71.74,72.16,70.92,71.08,283300,66.58
"2010-09-24",71.67,73.89,71.62,73.8,498200,69.13
"2010-09-27",73.77,73.92,73.11,73.51,380800,68.86
"2010-09-28",73.83,74.7,73.59,74.54,326200,69.82
"2010-09-29",74.08,74.95,73.77,74.53,234800,69.81
"2010-09-30",74.99,75.25,74.13,74.14,346700,69.45
"2010-10-01",74.72,74.8,74.24,74.65,347700,69.92
"2010-10-04",74.32,74.69,73.59,73.9,275000,69.22
"2010-10-05",74.51,75.12,74.06,74.99,409300,70.24
"2010-10-06",74.81,75.5,74.72,74.9,227900,70.16
"2010-10-07",75.25,75.34,74.61,74.94,227400,70.2
"2010-10-08",75.06,75.24,74.61,75.08,310200,70.33
"2010-10-11",75.09,75.46,75.08,75.35,116800,70.58
"2010-10-12",75.18,75.34,74.22,75.25,165100,70.49
"2010-10-13",75.42,75.6,75.02,75.29,334600,70.52
"2010-10-14",75.33,76,75.06,75.27,261000,70.51
"2010-10-15",75.99,76.31,75.84,76.03,456400,71.22
"2010-10-18",75.96,76.17,75.79,75.85,432300,71.05
"2010-10-19",75.34,75.58,74.73,75.17,276600,70.41
"2010-10-20",75.41,75.41,74.15,74.68,566500,69.95
"2010-10-21",74.9,75.09,74.61,75,460700,70.25
"2010-10-22",74.99,75.39,74.87,75.22,232800,70.46
"2010-10-25",75.18,75.58,74.79,75.12,305400,70.37
"2010-10-26",74.92,75.58,74.61,75.18,186200,70.42
"2010-10-27",73.52,74.16,73.22,73.87,402900,69.19
"2010-10-28",74.44,75.02,74.27,74.38,272000,69.67
"2010-10-29",74.19,74.86,74.1,74.41,227200,69.7
"2010-11-01",74.74,75.33,74.45,74.79,295700,70.06
"2010-11-02",75.22,76.03,75.21,75.82,179800,71.02
"2010-11-03",75.89,76.39,75.5,76.01,192300,71.2
"2010-11-04",76.57,77,76.2,76.98,198400,72.11
"2010-11-05",76.85,77.02,76.52,76.94,135300,72.07
"2010-11-08",76.54,77.12,76.45,76.62,207400,71.77
"2010-11-09",76.69,76.84,75.46,75.73,237600,70.94
"2010-11-10",75.64,76.26,75.44,76.21,511500,71.39
"2010-11-11",75.66,77.51,75.35,77.19,414700,72.3
"2010-11-12",76.76,77.02,76.27,76.54,296600,71.7
"2010-11-15",76.66,76.96,76.25,76.33,261400,71.5
"2010-11-16",75.47,76.04,75.16,75.35,266700,70.58
"2010-11-17",75.42,76.18,75.07,75.21,131100,70.45
"2010-11-18",75.97,76.14,75.47,75.62,223700,70.83
"2010-11-19",75.66,76.2,75.27,76.2,303100,71.38
"2010-11-22",75.82,76.09,75.35,75.81,210700,71.01
"2010-11-23",75.5,75.5,74.91,75.04,260900,70.29
"2010-11-24",75.19,76.06,75.11,76.06,151500,71.58
"2010-11-26",75.46,75.94,75.19,75.29,61100,70.85
"2010-11-29",75.03,75.6,74.49,75.45,231400,71.01
"2010-11-30",74.95,75.5,74.65,75.34,282000,70.9
"2010-12-01",76.06,76.76,75.92,76.72,199800,72.2
"2010-12-02",76.69,77.76,76.66,77.61,300300,73.04
"2010-12-03",77.4,77.92,77.4,77.8,236400,73.22
"2010-12-06",77.7,77.9,77.52,77.7,182600,73.12
"2010-12-07",77.99,78.19,77.53,77.97,250900,73.38
"2010-12-08",77.93,78.34,77.87,78.31,252500,73.7
"2010-12-09",78.49,78.57,78.21,78.57,321600,73.94
"2010-12-10",78.16,79.31,77.67,79.06,241900,74.4
"2010-12-13",79.25,79.88,79.25,79.65,265000,74.96
"2010-12-14",79.81,80.64,79.81,80.42,179700,75.68
"2010-12-15",80.42,80.6,79.93,80.27,191600,75.54
"2010-12-16",79.93,81.09,79.9,81.04,194300,76.27
"2010-12-17",80.93,81.57,80.76,81.56,390100,76.76
"2010-12-20",81.7,81.84,81.21,81.48,177000,76.68
"2010-12-21",81.66,81.86,81.41,81.71,263300,76.9
"2010-12-22",81.5,81.65,81.04,81.65,152200,76.84
"2010-12-23",81.5,81.69,81.32,81.44,141900,76.64
"2010-12-27",81.32,81.77,81.24,81.7,80200,76.89
"2010-12-28",81.66,81.76,80.9,81.66,133100,76.85
"2010-12-29",81.84,82.09,81.6,81.85,106600,77.03
"2010-12-30",81.86,81.86,81.32,81.54,82800,76.74
"2010-12-31",81.4,82.3,81.17,82.09,223200,77.25
"2011-01-03",82.51,82.51,81.14,81.21,345200,76.43
"2011-01-04",81.14,81.38,80.41,80.57,470300,75.82
"2011-01-05",80.27,81.35,80.27,81.27,217000,76.48
"2011-01-06",81.27,82.62,81.27,82.57,232800,77.71
"2011-01-07",82.56,83.03,82.31,82.87,306300,77.99
"2011-01-10",82.43,83.12,82.2,82.94,275100,78.05
"2011-01-11",83.17,83.36,82.74,83.24,215100,78.34
"2011-01-12",83.69,84.11,83.24,84.11,173500,79.16
"2011-01-13",83.87,84.27,83.57,83.82,147300,78.88
"2011-01-14",83.76,84.38,83.59,84.38,280000,79.41
"2011-01-18",84.46,84.48,83.76,84.48,148100,79.5
"2011-01-19",84.52,84.95,84,84.48,166700,79.5
"2011-01-20",84.16,84.72,83.98,84.4,268800,79.43
"2011-01-21",85,85.22,84.35,85.15,256200,80.13
"2011-01-24",85.16,86.29,85.06,86.17,187200,81.09
"2011-01-25",86.08,86.46,85.54,86.45,191100,81.36
"2011-01-26",86.68,87.08,85.9,85.97,500300,80.91
"2011-01-27",86.12,86.15,85,85.28,894300,80.26
"2011-01-28",85.38,85.81,83.92,84.12,316100,79.16
"2011-01-31",84.18,85.44,84.18,84.95,337600,79.95
"2011-02-01",85.56,86.54,85.52,85.97,352200,80.91
"2011-02-02",85.63,86.5,85.39,85.47,283700,80.44
"2011-02-03",85.17,86.18,84.55,85.53,429600,80.49
"2011-02-04",85.63,85.75,84.9,85.36,246100,80.33
"2011-02-07",85.39,85.85,85.26,85.58,190000,80.54
"2011-02-08",85.63,85.83,84.19,84.49,353700,79.51
"2011-02-09",84.21,85.29,84.11,85.12,336000,80.11
"2011-02-10",84.87,85.17,84.28,85.17,161500,80.15
"2011-02-11",84.83,85.62,84.73,85.57,150700,80.53
"2011-02-14",85.66,85.89,85.39,85.69,213500,80.64
"2011-02-15",85.43,85.43,84.58,85.09,251000,80.08
"2011-02-16",85.26,85.58,84.27,85.01,218400,80
"2011-02-17",84.93,84.93,84.35,84.73,180000,79.74
"2011-02-18",84.58,85.19,84.29,85.03,227900,80.02
"2011-02-22",84.4,84.4,82.73,83.15,287200,78.25
"2011-02-23",83.2,83.31,80.75,81.17,353700,76.39
"2011-02-24",80.82,81.79,80.32,80.85,296200,76.43
"2011-02-25",81.03,81.35,80.71,80.8,392300,76.38
"2011-02-28",81.22,81.22,80.52,80.8,456300,76.38
"2011-03-01",81.1,81.1,79.8,79.8,377500,75.43
"2011-03-02",79.78,79.78,79.01,79.33,367900,74.99
"2011-03-03",80.12,80.39,79.58,80.34,484900,75.94
"2011-03-04",80.21,80.62,79.6,79.87,327400,75.5
"2011-03-07",80.01,80.65,78.95,79.52,293500,75.17
"2011-03-08",79.6,80.67,79.46,80.2,315800,75.81
"2011-03-09",79.85,80.49,79.62,80.32,373100,75.93
"2011-03-10",79.39,79.67,78.64,78.75,231800,74.44
"2011-03-11",78.93,79.72,78.24,79.57,237300,75.22
"2011-03-14",79.03,79.49,78.8,79,522400,74.68
"2011-03-15",77.4,78.43,77.28,78.1,334100,73.83
"2011-03-16",77.85,78.23,76.91,76.98,363200,72.77
"2011-03-17",77.81,78.22,76.96,77.07,304000,72.85
"2011-03-18",77.5,77.91,77.25,77.84,448700,73.58
"2011-03-21",78.43,79.51,78.31,79.16,196800,74.83
"2011-03-22",79.08,79.57,78.93,79.5,323500,75.15
"2011-03-23",79.31,79.43,78.73,79.16,181500,74.83
"2011-03-24",79.44,79.51,78.56,78.95,169300,74.63
"2011-03-25",78.93,79.58,78.69,79.28,195400,74.94
"2011-03-28",79.51,79.78,78.89,78.89,90300,74.57
"2011-03-29",78.8,79.27,78.61,79.27,174200,74.93
"2011-03-30",79.56,79.87,79.26,79.82,122900,75.45
"2011-03-31",79.81,80.37,79.81,80.24,233400,75.85
"2011-04-01",80.74,81.04,80.19,80.91,182200,76.48
"2011-04-04",80.91,81.68,80.8,81.68,228300,77.21
"2011-04-05",81.36,81.61,81.08,81.44,221000,76.98
"2011-04-06",81.92,81.94,81.5,81.93,435700,77.45
"2011-04-07",81.71,81.74,80.89,81.06,127200,76.62
"2011-04-08",81.27,81.62,80.31,80.73,141000,76.31
"2011-04-11",80.8,81.37,80.65,81.05,282100,76.62
"2011-04-12",80.31,81.29,80.26,81.13,571300,76.69
"2011-04-13",81.42,81.6,80.88,81.17,263500,76.73
"2011-04-14",80.79,81.52,80.57,81.21,330800,76.77
"2011-04-15",81.42,81.53,81.03,81.46,262500,77
"2011-04-18",80.75,81.03,79.47,80.91,234500,76.48
"2011-04-19",80.92,81.45,80.73,81.24,313400,76.79
"2011-04-20",82.07,82.66,82.07,82.54,384500,78.02
"2011-04-21",82.84,83.04,82.62,83.03,176100,78.49
"2011-04-25",82.9,82.98,82.09,82.18,205600,77.68
"2011-04-26",82.47,83.09,82.43,83.01,295400,78.47
"2011-04-27",83,83.45,82.81,83.33,248100,78.77
"2011-04-28",83.36,83.83,81.41,81.62,358300,77.15
"2011-04-29",81.64,82.22,81.38,82.18,581000,77.68
"2011-05-02",82.64,83.14,82.37,82.87,372600,78.34
"2011-05-03",82.49,82.97,81.71,82.85,289000,78.32
"2011-05-04",82.74,82.9,81.89,82.32,322900,77.82
"2011-05-05",81.98,82.31,81.6,81.87,384800,77.39
"2011-05-06",82.68,83.14,81.66,81.83,230500,77.35
"2011-05-09",81.74,82.03,81.48,81.87,162000,77.39
"2011-05-10",81.92,82.88,81.92,82.81,362600,78.28
"2011-05-11",82.71,82.74,81.53,81.73,147500,77.26
"2011-05-12",81.54,82.22,81.4,82.13,134000,77.64
"2011-05-13",82.05,82.26,81.34,81.68,137000,77.21
"2011-05-16",81.44,81.69,80.97,81.03,158600,76.6
"2011-05-17",80.68,81.13,80.35,80.73,232400,76.31
"2011-05-18",80.64,81.48,80.61,81.31,161800,76.86
"2011-05-19",81.5,81.64,80.77,81.44,90700,76.98
"2011-05-20",81.34,81.36,80.57,81.03,235200,76.6
"2011-05-23",80.16,80.57,79.94,80.25,132300,75.86
"2011-05-24",80.38,80.55,79.94,80.15,243900,75.76
"2011-05-25",79.39,80.19,79.39,80.05,304800,76.01
"2011-05-26",79.85,80.3,79.77,80.21,405200,76.16
"2011-05-27",79.2,79.73,78.98,79.62,399400,75.6
"2011-05-31",79.83,80.33,79.47,80.21,451300,76.16
"2011-06-01",79.88,79.88,78.42,78.44,446900,74.48
"2011-06-02",78.49,78.93,78.25,78.46,342500,74.5
"2011-06-03",77.63,77.71,76.72,76.78,461400,72.91
"2011-06-06",76.61,77.02,75.66,75.79,481300,71.97
"2011-06-07",76.13,76.47,75.58,76.16,588400,72.32
"2011-06-08",76.37,76.37,75.36,75.98,374800,72.15
"2011-06-09",76.28,76.43,75.9,76.26,328400,72.41
"2011-06-10",75.89,76.18,75.49,75.74,274800,71.92
"2011-06-13",75.63,76.38,75.51,75.63,195800,71.81
"2011-06-14",76.2,76.45,76.04,76.15,267200,72.31
"2011-06-15",75.65,75.87,74.54,74.92,369800,71.14
"2011-06-16",74.91,75.35,74.63,75.03,313900,71.24
"2011-06-17",75.59,75.78,74.73,74.99,303300,71.21
"2011-06-20",74.83,75.14,74.64,74.76,141800,70.99
"2011-06-21",75.16,75.53,74.89,75.39,270000,71.59
"2011-06-22",75.08,75.75,74.94,74.98,225900,71.2
"2011-06-23",74.14,74.62,72.92,74.57,465300,70.81
"2011-06-24",74.64,74.87,73.97,74.25,291100,70.5
"2011-06-27",74.42,74.62,74.11,74.39,207700,70.64
"2011-06-28",74.72,74.72,74.34,74.54,210300,70.78
"2011-06-29",74.95,75.14,74.5,75.03,232900,71.24
"2011-06-30",75.1,75.81,75.06,75.54,249800,71.73
"2011-07-01",75.75,76.22,75.37,76.17,293300,72.33
"2011-07-05",75.99,75.99,75.43,75.6,163200,71.79
"2011-07-06",75.41,76.13,75.41,76.08,330400,72.24
"2011-07-07",76.64,76.9,76.62,76.79,234000,72.92
"2011-07-08",75.99,76.27,75.61,76.04,168000,72.2
"2011-07-11",75.26,75.57,75.24,75.44,329000,71.63
"2011-07-12",75.18,75.84,75.06,75.45,240300,71.64
"2011-07-13",75.79,76.11,75.4,75.59,239400,71.78
"2011-07-14",75.63,75.9,74.48,74.59,271600,70.83
"2011-07-15",74.9,75.02,74.19,74.54,179900,70.78
"2011-07-18",74.32,74.43,73.26,73.33,183200,69.63
"2011-07-19",73.66,74.15,73.47,74,199800,70.27
"2011-07-20",74.22,74.33,73.64,74.02,324500,70.29
"2011-07-21",74.33,75.1,74.16,74.8,364300,71.03
"2011-07-22",74.93,75.08,74.3,74.46,153700,70.7
"2011-07-25",73.96,74.65,73.81,74.11,171900,70.37
"2011-07-26",74.08,74.38,73.8,74.14,212000,70.4
"2011-07-27",73.96,74.01,72.76,72.76,422900,69.09
"2011-07-28",72.53,73.28,72.53,72.91,345500,69.23
"2011-07-29",72.58,73.19,71.82,72.55,475700,68.89
"2011-08-01",73.08,73.12,70.97,71.34,538600,67.74
"2011-08-02",71.12,71.61,69.76,69.76,568800,66.24
"2011-08-03",69.92,70.37,68.61,69.69,745700,66.17
"2011-08-04",68.9,70.15,68.7,69.08,779200,65.59
"2011-08-05",69.59,70.5,68.5,70.3,964100,66.75
"2011-08-08",68.82,69.17,66.14,66.22,1138500,62.88
"2011-08-09",67.28,68.07,64.21,66.79,981300,63.42
"2011-08-10",65.58,66.46,64.33,64.58,863400,61.32
"2011-08-11",64.89,66.09,63.98,65.57,844800,62.26
"2011-08-12",66.19,67.04,65.33,66.64,532900,63.28
"2011-08-15",66.96,67.25,66.4,67.21,299200,63.82
"2011-08-16",67,68.15,66.43,67.33,940500,63.93
"2011-08-17",67.45,67.94,66.76,67.15,358500,63.76
"2011-08-18",65.84,65.96,62.37,62.77,688000,59.6
"2011-08-19",62.1,63.06,62.04,62.32,621500,59.18
"2011-08-22",63.03,63.82,62.66,62.85,406700,59.68
"2011-08-23",63.15,64.56,62.76,64.54,833800,61.28
"2011-08-24",64.51,65.43,64.09,65.22,944100,61.93
"2011-08-25",65.48,65.71,64.4,64.58,453300,61.32
"2011-08-26",64.22,65.58,63.44,65.56,354900,62.25
"2011-08-29",65.46,66.36,65.28,66.36,628100,63.36
"2011-08-30",66.19,66.76,65.47,66.37,341100,63.37
"2011-08-31",66.61,67.26,66.38,66.89,392900,63.87
"2011-09-01",67.22,67.49,65.78,65.82,409100,62.84
"2011-09-02",64.98,64.98,63.64,63.66,336700,60.78
"2011-09-06",62.16,63.7,61.44,63.59,539500,60.72
"2011-09-07",64.26,65.03,64.09,65.03,440600,62.09
"2011-09-08",64.73,64.84,63.07,63.49,588400,60.62
"2011-09-09",63.18,63.18,61.3,61.76,560200,58.97
"2011-09-12",61.12,62.57,60.95,62.57,525300,59.74
"2011-09-13",62.68,63.15,62.34,62.93,518900,60.09
"2011-09-14",63.22,65.06,62.34,64.53,579500,61.61
"2011-09-15",65.22,65.84,64.85,65.84,401800,62.86
"2011-09-16",66.2,66.59,65.56,66.59,506100,63.58
"2011-09-19",65.72,66.01,64.9,65.62,343400,62.65
"2011-09-20",65.84,66.41,65.07,65.17,227000,62.22
"2011-09-21",65.23,65.46,63,63.01,409100,60.16
"2011-09-22",61.78,62.42,60.44,61.06,493600,58.3
"2011-09-23",60.81,61.94,60.58,61.61,320700,58.82
"2011-09-26",62.16,63.02,61.26,63,570400,60.15
"2011-09-27",63.95,64.9,63.6,63.89,470100,61
"2011-09-28",64.05,64.17,62.04,62.1,415800,59.29
"2011-09-29",63.06,63.29,61.79,62.91,654800,60.07
"2011-09-30",62.41,62.96,61.26,61.26,575100,58.49
"2011-10-03",61.11,61.77,59.21,59.25,692400,56.57
"2011-10-04",58.5,60.66,58.5,60.63,754200,57.89
"2011-10-05",60.69,62.23,60.43,61.85,630600,59.05
"2011-10-06",61.64,62.16,60.9,62.14,804100,59.33
"2011-10-07",62.29,62.57,61.49,61.76,408100,58.97
"2011-10-10",62.63,63.06,62.32,63.05,443800,60.2
"2011-10-11",62.76,63.18,62.57,63.03,257700,60.18
"2011-10-12",63.2,63.78,63.2,63.54,380300,60.67
"2011-10-13",63.2,63.4,62.42,62.88,366900,60.04
"2011-10-14",63.57,63.92,63.34,63.87,327000,60.98
"2011-10-17",63.84,63.84,62.02,62.16,522500,59.35
"2011-10-18",62.34,63.62,61.61,63.39,446800,60.52
"2011-10-19",63.3,63.75,62.85,62.98,322400,60.13
"2011-10-20",62.95,63.56,62.39,63.4,360600,60.53
"2011-10-21",64.35,64.59,63.72,64.36,468400,61.45
"2011-10-24",64.55,65.35,64.28,65.04,456100,62.1
"2011-10-25",64.71,64.81,63.31,63.41,499600,60.54
"2011-10-26",63.87,64.49,63.09,63.37,572200,60.51
"2011-10-27",64.65,66.11,64.64,65.69,547200,62.72
"2011-10-28",67.43,69.65,67.43,68.02,770600,64.95
"2011-10-31",67.79,67.79,66.81,66.86,477600,63.84
"2011-11-01",65.39,65.84,63.91,63.95,647600,61.06
"2011-11-02",64.76,64.93,63.69,64.5,607000,61.58
"2011-11-03",64.96,65.61,64.39,65.46,726300,62.5
"2011-11-04",64.97,66.5,64.8,66.45,506000,63.45
"2011-11-07",66.24,66.86,65.5,66.76,487700,63.74
"2011-11-08",66.83,68.13,66.72,68,436500,64.93
"2011-11-09",66.76,66.88,65.66,65.76,634800,62.79
"2011-11-10",66.45,67.25,65.86,67.07,527100,64.04
"2011-11-11",67.51,68.17,67.44,67.91,276900,64.84
"2011-11-14",67.58,67.58,66.55,66.77,256200,63.75
"2011-11-15",66.49,68.08,66.43,68,392000,64.93
"2011-11-16",66.91,68.14,66.91,67.1,534500,64.07
"2011-11-17",66.99,67.88,66.82,67.19,650400,64.15
"2011-11-18",67.53,67.99,67.01,67.92,629800,64.85
"2011-11-21",67.13,67.65,67,67.46,803700,64.41
"2011-11-22",67.43,68,67.18,67.5,673100,64.45
"2011-11-23",66.52,66.68,65.36,65.38,463300,62.76
"2011-11-25",65.34,65.92,65.09,65.14,169100,62.53
"2011-11-28",66.26,67.32,66.08,67.27,385600,64.57
"2011-11-29",67.39,67.86,66.83,67.36,271500,64.66
"2011-11-30",69.53,69.96,68.57,69.87,632700,67.07
"2011-12-01",69.77,71.2,69.42,70.31,558000,67.49
"2011-12-02",70.73,71.15,69.99,70.64,1110700,67.81
"2011-12-05",71.6,72.55,71.28,72.29,551500,69.39
"2011-12-06",72.28,72.28,70.59,71.31,500700,68.45
"2011-12-07",71.05,71.66,70.57,71.46,484200,68.6
"2011-12-08",71.14,71.35,70.23,70.42,435400,67.6
"2011-12-09",70.64,71.88,70.47,71.72,299600,68.84
"2011-12-12",71.03,71.42,70.8,71.38,502900,68.52
"2011-12-13",71.63,72.16,70.67,70.99,392700,68.14
"2011-12-14",70.82,70.94,70.05,70.3,570100,67.48
"2011-12-15",70.93,71.26,70.19,70.39,531700,67.57
"2011-12-16",71.08,71.39,70.33,70.77,395300,67.93
"2011-12-19",70.81,71.22,70.22,70.36,391800,67.54
"2011-12-20",71.29,72.99,71.29,72.75,357100,69.83
"2011-12-21",72.46,72.8,71.49,72.8,255100,69.88
"2011-12-22",72.76,74.13,72.67,74.13,254500,71.16
"2011-12-23",74.29,74.77,74.17,74.75,188400,71.75
"2011-12-27",74.57,74.75,74.34,74.63,139300,71.64
"2011-12-28",74.52,74.65,73.35,74.21,209000,71.24
"2011-12-29",74.21,74.64,74.11,74.56,253100,71.57
"2011-12-30",74.71,75,74.32,74.83,196600,71.83
"2012-01-03",76.15,76.15,75.09,75.17,539700,72.16
"2012-01-04",75.14,75.29,74.71,75.18,324100,72.17
"2012-01-05",75.04,75.4,74.37,75.36,273300,72.34
"2012-01-06",75.28,76.06,74.96,75.9,259800,72.86
"2012-01-09",76,76.6,75.45,76.56,288900,73.49
"2012-01-10",77.25,77.62,76.63,77.57,493700,74.46
"2012-01-11",77.52,78.18,77.34,78.14,323600,75.01
"2012-01-12",78.38,78.81,77.96,78.78,320100,75.62
"2012-01-13",78.35,78.86,78.2,78.78,231400,75.62
"2012-01-17",79.41,80.13,79.41,79.73,329500,76.53
"2012-01-18",79.75,80.31,79.37,80.25,243200,77.03
"2012-01-19",80.23,81.58,80.1,81.57,240400,78.3
"2012-01-20",81.68,82.03,80.92,81.4,215200,78.14
"2012-01-23",81.37,82,80.76,80.9,277700,77.66
"2012-01-24",80.6,81.47,80.54,81.36,257200,78.1
"2012-01-25",81.41,82.87,81.4,82.73,277600,79.41
"2012-01-26",82.91,83.14,82.12,83.09,403300,79.76
"2012-01-27",82.82,82.91,82.37,82.66,533400,79.35
"2012-01-30",82.28,82.96,82.08,82.71,413100,79.39
"2012-01-31",83,83,82.52,82.81,614200,79.49
"2012-02-01",83.29,83.88,83.13,83.79,365700,80.43
"2012-02-02",83.9,85,83.64,84.71,446500,81.31
"2012-02-03",85.03,85.43,84.77,84.97,460400,81.56
"2012-02-06",84.61,84.84,84.21,84.26,481000,80.88
"2012-02-07",83.78,83.83,79.18,80.22,1128400,77
"2012-02-08",80.14,81.1,79.92,80.9,476300,77.66
"2012-02-09",81.01,81.25,79.42,79.52,460300,76.33
"2012-02-10",79.14,79.3,78.74,78.77,320200,75.61
"2012-02-13",79.31,79.62,78.59,78.7,391600,75.55
"2012-02-14",78.63,78.79,77.85,78.31,307400,75.17
"2012-02-15",78.54,78.68,77.35,77.5,304500,74.39
"2012-02-16",77.42,78.59,77.4,78.52,448800,75.37
"2012-02-17",78.92,79,78.49,78.71,317500,75.55
"2012-02-21",78.76,80.45,78.62,80.13,505000,76.92
"2012-02-22",79.93,82.15,79.84,81.49,717600,78.22
"2012-02-23",81.38,83.19,81.14,83.15,500900,79.82
"2012-02-24",83.13,83.13,81.65,82.36,271000,79.42
"2012-02-27",81.96,83.02,81.64,82.69,277300,79.74
"2012-02-28",82.62,83.14,82.28,83.07,281300,80.11
"2012-02-29",82.59,83.12,82.12,82.65,452700,79.7
"2012-03-01",83.26,83.26,82.34,83.08,290000,80.12
"2012-03-02",83.09,83.16,82.5,82.61,207100,79.66
"2012-03-05",82.39,82.65,81.9,82.26,164600,79.32
"2012-03-06",81.63,82.24,81.52,81.81,260700,78.89
"2012-03-07",81.97,83.2,81.77,82.93,227400,79.97
"2012-03-08",83.82,84.44,83.32,83.94,275800,80.94
"2012-03-09",84.14,85.42,83.84,84.63,174800,81.61
"2012-03-12",84.77,85.36,84.48,85.15,171100,82.11
"2012-03-13",85.5,86.52,85.13,86.5,208100,83.41
"2012-03-14",86.46,86.52,85.29,85.9,173600,82.84
"2012-03-15",85.98,86.38,85.36,86.38,221300,83.3
"2012-03-16",86,86.41,85.65,85.72,412200,82.66
"2012-03-19",85.15,85.59,84.68,84.71,460900,81.69
"2012-03-20",84.25,84.4,83.9,84,686200,81
"2012-03-21",83.94,84.33,83.81,83.99,541900,80.99
"2012-03-22",83.52,84.12,83.52,83.79,637600,80.8
"2012-03-23",83.95,84.03,83.46,83.82,495500,80.83
"2012-03-26",84.32,84.51,83.99,84.35,997500,81.34
"2012-03-27",84.54,84.54,84.17,84.24,434600,81.23
"2012-03-28",84.25,84.53,84.04,84.25,543700,81.24
"2012-03-29",83.76,84.35,83.76,84.25,444800,81.24
"2012-03-30",84.53,85.02,84.35,84.73,774200,81.71
"2012-04-02",84.77,85.82,84.33,85.41,387500,82.36
"2012-04-03",85.56,85.95,85.11,85.5,466600,82.45
"2012-04-04",84.8,84.91,83.98,84.12,265900,81.12
"2012-04-05",83.75,83.8,83.16,83.42,253100,80.44
"2012-04-09",82.27,82.63,81.41,81.55,290700,78.64
"2012-04-10",81.49,81.6,80.7,80.98,627600,78.09
"2012-04-11",81.48,82.9,81.48,82.64,347500,79.69
"2012-04-12",82.8,83.49,82.53,83.09,181300,80.13
"2012-04-13",83.02,83.32,82.16,82.16,208900,79.23
"2012-04-16",82.5,82.82,81.86,82.45,173800,79.51
"2012-04-17",82.95,84.03,82.7,83.82,225400,80.83
"2012-04-18",81.98,81.98,80.38,80.78,629000,77.9
"2012-04-19",80.63,80.64,78.36,78.49,712600,75.69
"2012-04-20",78.95,79.89,78.58,79.05,492400,76.23
"2012-04-23",78.24,78.32,77.43,78.21,362300,75.42
"2012-04-24",78.17,78.55,77.45,77.78,385200,75
"2012-04-25",78.58,78.65,77.65,77.86,583600,75.08
"2012-04-26",77.88,77.94,77.62,77.88,608400,75.1
"2012-04-27",78.08,78.96,77.57,78.81,474200,76
"2012-04-30",78.31,78.31,77.66,77.78,337700,75
"2012-05-01",77.72,79.13,77.54,78.43,385000,75.63
"2012-05-02",78.15,78.41,77.38,77.76,208000,74.99
"2012-05-03",77.63,77.94,76.9,76.94,395400,74.19
"2012-05-04",76.69,77.02,76.21,76.43,251300,73.7
"2012-05-07",76.38,77.13,75.33,75.7,445800,73
"2012-05-08",72.5,72.5,63.21,65.04,2832400,62.72
"2012-05-09",64.08,64.25,62.62,63.34,1465100,61.08
"2012-05-10",63.52,65.75,63.52,65.57,1402300,63.23
"2012-05-11",65.07,66.96,64.75,66.59,924500,64.21
"2012-05-14",65.81,68.76,65.62,68.04,1318100,65.61
"2012-05-15",67.89,68.95,67.72,67.87,1046200,65.45
"2012-05-16",68.28,69.01,67.46,68.53,797000,66.08
"2012-05-17",68.46,68.96,67.28,67.3,683700,64.9
"2012-05-18",67.48,68.56,67.48,68.24,752000,65.81
"2012-05-21",68.47,69.82,68.03,69.62,736100,67.14
"2012-05-22",69.74,70.12,68.12,68.45,910000,66.01
