"","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
"2010-06-29",62.74,62.86,60.25,60.85,13057100,55.93
"2010-06-30",61.02,61.94,59.91,60.07,9630300,55.21
"2010-07-01",59.67,60.7,58.06,59.97,11598200,55.12
"2010-07-02",60.3,60.66,58.62,59.18,7878200,54.39
"2010-07-06",60.6,61.65,59.21,59.81,9357300,54.97
"2010-07-07",59.85,62.27,59.67,62.18,7592900,57.15
"2010-07-08",63.08,63.35,62.18,63.17,6058800,58.06
"2010-07-09",63.12,64.85,63,64.72,6456900,59.48
"2010-07-12",64.5,65.1,63.87,64.28,4915400,59.08
"2010-07-13",65.88,67.36,65.31,66.79,10081500,61.39
"2010-07-14",66.35,66.91,65.52,66.7,6851200,61.3
"2010-07-15",66.38,66.59,65.36,66.51,8101700,61.13
"2010-07-16",65.76,65.79,63.75,63.94,8504100,59.16
"2010-07-19",64.36,65.23,63.56,64.8,6826400,59.95
"2010-07-20",63.56,66.77,63.56,66.43,9468600,61.46
"2010-07-21",66.99,68.05,66.19,66.87,11432400,61.87
"2010-07-22",67.41,68.62,66.46,68,15905800,62.91
"2010-07-23",67.5,69.64,67.33,69.31,8865900,64.13
"2010-07-26",69.41,70.08,69.08,69.99,8878400,64.76
"2010-07-27",70.18,70.18,68.09,69.18,11948000,64.01
"2010-07-28",68.7,69.85,68.7,69.72,7609900,64.51
"2010-07-29",69.84,70.29,68.21,69.4,7671300,64.21
"2010-07-30",68.39,70.25,68.39,69.75,7218100,64.53
"2010-08-02",70.74,71.7,70.07,71.05,6304100,65.74
"2010-08-03",70.57,71.03,69.88,70.37,5878900,65.11
"2010-08-04",70.28,71.47,70.28,71.12,6204800,65.8
"2010-08-05",70.82,72.25,70.81,71.96,7415000,66.58
"2010-08-06",71.01,71.93,70.3,71.56,5463400,66.21
"2010-08-09",72.06,72.18,71.42,72.07,3625400,66.68
"2010-08-10",70.88,71.99,70.58,71.42,6082400,66.08
"2010-08-11",70.01,70.16,68.35,68.71,9221200,63.57
"2010-08-12",67.5,68,66.78,67.5,7639900,62.45
"2010-08-13",67.74,68.46,67.21,68.01,6659300,62.92
"2010-08-16",67.62,68.98,67.06,68.49,5432500,63.37
"2010-08-17",69.44,70.76,69.3,69.74,5946900,64.52
"2010-08-18",69.82,70.44,69.06,69.75,4988000,64.53
"2010-08-19",69.87,70.5,68.42,69.29,9625400,64.11
"2010-08-20",69.4,69.54,67.46,68.86,8022000,63.71
"2010-08-23",68.7,69.75,66.72,66.84,8878600,61.84
"2010-08-24",65.59,65.84,64.31,65.04,9669800,60.18
"2010-08-25",64.29,64.98,63.34,64.7,8679500,59.86
"2010-08-26",64.83,65.82,63.77,63.95,7075100,59.17
"2010-08-27",64.76,66.15,63.36,65.9,7486300,60.97
"2010-08-30",66.14,66.16,64.46,64.47,5133900,59.65
"2010-08-31",64.14,65.85,63.92,65.16,6760700,60.29
"2010-09-01",67.05,68.54,66.35,68.16,9071200,63.06
"2010-09-02",68.35,68.79,67.75,68.54,5293400,63.41
"2010-09-03",69.95,70.59,69.54,70.08,7837700,64.84
"2010-09-07",69.78,70.05,68.8,69.7,6841700,64.49
"2010-09-08",69.98,71.48,69.95,70.74,6323200,65.45
"2010-09-09",71.56,71.83,70.01,70.64,5355900,65.36
"2010-09-10",70.93,71.56,70.37,71.26,5018300,65.93
"2010-09-13",71.96,72.48,71.71,72.24,7694600,66.84
"2010-09-14",72.28,72.37,71.57,71.83,6040400,66.46
"2010-09-15",71.38,72.27,70.8,72.13,5506100,66.74
"2010-09-16",71.92,72.35,71.28,72,6233000,66.62
"2010-09-17",72.22,73.31,71.09,73.18,11341800,67.71
"2010-09-20",73.26,74.8,72.88,74.75,8886300,69.16
"2010-09-21",74.79,77.11,74.72,76.39,14968300,70.68
"2010-09-22",76.25,76.5,75.5,76.18,8386100,70.48
"2010-09-23",75.42,77.5,75,76.26,8745800,70.56
"2010-09-24",77.8,79.93,77.62,79.73,14218600,73.77
"2010-09-27",79.7,79.98,78.9,79.54,8361900,73.59
"2010-09-28",79.44,79.94,78.43,79.67,7784800,73.71
"2010-09-29",79.6,80,79.42,79.99,7939900,74.01
"2010-09-30",80.04,80.08,78.21,78.68,11940800,72.8
"2010-10-01",78.29,78.88,77.53,78.22,8540800,72.37
"2010-10-04",78.02,78.26,76.51,77.27,6418700,71.49
"2010-10-05",78.48,79.76,78.2,79.4,7140300,73.46
"2010-10-06",79.6,79.9,78.48,79.08,6252200,73.17
"2010-10-07",79.46,79.79,77.85,78.74,8978100,72.85
"2010-10-08",79.41,81,78.93,80.37,14296600,74.36
"2010-10-11",80.03,80.75,79.51,79.98,4593700,74
"2010-10-12",79.75,79.75,78.3,79.34,10034200,73.41
"2010-10-13",80.36,81.19,80.08,80.29,8493200,74.29
"2010-10-14",80.49,80.83,79.27,79.91,5663900,73.93
"2010-10-15",80.28,80.47,79,79.75,6522900,73.79
"2010-10-18",79.95,80.51,79.66,80.24,6542700,74.24
"2010-10-19",78.97,79.71,77.77,78.55,9857200,72.68
"2010-10-20",78.9,80.78,78.81,80.32,9662300,74.31
"2010-10-21",80.99,81.2,77.51,78.89,17736900,73.39
"2010-10-22",78.76,78.91,77.86,78.33,6445800,72.87
"2010-10-25",78.71,80,78.5,79.05,6484700,73.54
"2010-10-26",78.11,79.06,77.87,78.65,6240500,73.17
"2010-10-27",78.2,78.41,77.12,78.22,6782800,72.77
"2010-10-28",78.87,79,76.78,77.74,7055800,72.32
"2010-10-29",77.61,78.75,77.58,78.6,4563900,73.12
"2010-11-01",78.97,80.18,78.51,79.27,7470500,73.75
"2010-11-02",79.99,80.43,79.52,79.75,4941400,74.19
"2010-11-03",79.82,79.95,78.55,79.88,5771800,74.31
"2010-11-04",80.82,83.28,80.76,83.18,13044100,77.38
"2010-11-05",83.25,83.84,82.93,83.54,6271600,77.72
"2010-11-08",83.25,83.55,82.4,83.12,4283800,77.33
"2010-11-09",83.2,83.47,81.41,81.91,6030100,76.2
"2010-11-10",82.16,82.84,81.3,82.46,5944000,76.71
"2010-11-11",81.73,82.66,81.52,82.44,5006000,76.69
"2010-11-12",81.84,82.53,80.04,81.04,6156900,75.39
"2010-11-15",79.89,83.58,79.8,81.82,15814200,76.12
"2010-11-16",81.88,82.18,79.7,80.37,12510000,74.77
"2010-11-17",80.56,81.45,80.01,81.17,5402900,75.51
"2010-11-18",82.5,83.43,82.27,83.11,6638700,77.32
"2010-11-19",83.09,83.98,82.51,83.97,5740500,78.12
"2010-11-22",83.88,84.35,82.79,84,6411200,78.15
"2010-11-23",83.28,83.38,82.01,82.63,5739200,76.87
"2010-11-24",83.25,84.79,83.25,84.69,5865900,78.79
"2010-11-26",83.83,84.25,83.45,84.13,2520700,78.27
"2010-11-29",83.71,83.89,82.55,83.67,5085700,77.84
"2010-11-30",82.83,84.92,82.76,84.6,7768400,78.7
"2010-12-01",85.03,87.8,85,87.45,8858600,81.36
"2010-12-02",87.45,88.89,87.45,88.62,6349200,82.44
"2010-12-03",88.36,89.49,87.83,89.38,4996600,83.15
"2010-12-06",89.28,89.68,88.57,89.2,4341500,82.98
"2010-12-07",89.95,92,89.95,90.35,11247700,84.05
"2010-12-08",90.26,90.9,89.29,89.62,5246500,83.37
"2010-12-09",90.13,90.24,89.02,89.67,3832300,83.42
"2010-12-10",89.79,90.16,89.39,89.94,3313200,83.67
"2010-12-13",90.65,92.37,90.2,91.63,6637100,85.24
"2010-12-14",92.19,92.91,91.51,92.09,4944100,85.67
"2010-12-15",92.75,94.33,92.66,93.12,8314300,86.63
"2010-12-16",93.19,93.65,92.54,93.2,4863400,86.7
"2010-12-17",93.4,93.41,92.25,92.59,6467000,86.14
"2010-12-20",93.37,93.55,92.53,93.3,3523200,86.8
"2010-12-21",93.7,94.89,93.24,94.63,4108200,88.04
"2010-12-22",94.78,94.78,94.11,94.57,2611800,87.98
"2010-12-23",94.29,94.74,94,94.45,2206200,87.87
"2010-12-27",93.85,94.2,93.21,94.07,2620200,87.51
"2010-12-28",94.28,94.42,93.07,93.69,2991800,87.16
"2010-12-29",93.75,94.22,93.5,93.78,2779400,87.24
"2010-12-30",93.56,94.14,93.52,93.87,2325500,87.33
"2010-12-31",93.83,93.9,93.31,93.66,2542700,87.13
"2011-01-03",94.38,94.81,94.11,94.15,5231500,87.59
"2011-01-04",94.64,94.64,92.3,93.71,6119300,87.18
"2011-01-05",93.27,94.69,92.99,94.52,4118100,87.93
"2011-01-06",94.71,94.71,93.3,93.54,4106300,87.02
"2011-01-07",93.86,94.73,92.8,93.73,4547800,87.2
"2011-01-10",93.21,93.97,92.51,93.39,4154500,86.88
"2011-01-11",94.08,94.7,93.25,93.95,5302800,87.4
"2011-01-12",94.59,94.62,93.43,93.49,5699000,86.97
"2011-01-13",94.09,94.53,93.7,94.14,4539900,87.58
"2011-01-14",93.94,94.26,93.11,94.01,4572500,87.46
"2011-01-18",94.16,96.47,93.94,96.23,8819200,89.94
"2011-01-19",96.34,96.8,95.15,95.54,6478100,89.3
"2011-01-20",94.9,95.28,93.31,93.61,7160800,87.5
"2011-01-21",94.75,95,92.37,92.75,6189000,86.69
"2011-01-24",92.71,94.69,92.51,94.57,4615000,88.39
"2011-01-25",94.39,94.65,92.97,94.39,5436900,88.22
"2011-01-26",94.93,96.16,94.4,95.75,6090700,89.5
"2011-01-27",97.1,97.79,95.52,96.63,11534600,90.32
"2011-01-28",97.01,97.2,94.9,95.68,7240800,89.43
"2011-01-31",96.13,97.2,95.85,97.01,6012900,90.67
"2011-02-01",97.35,98.06,96.5,98.01,7553400,91.61
"2011-02-02",97.74,99.27,97.68,99.09,6527600,92.62
"2011-02-03",99.24,99.24,98.15,98.93,5032400,92.47
"2011-02-04",99.01,99.72,98.7,99.59,6027100,93.09
"2011-02-07",99.62,100.81,99.49,100.47,5697900,93.91
"2011-02-08",100.57,100.7,99.31,100.61,5044700,94.04
"2011-02-09",100.11,100.45,99.19,99.79,4800800,93.27
"2011-02-10",99.28,100.76,98.75,100.6,5634800,94.03
"2011-02-11",100.29,103.55,100.2,103.54,6445100,96.78
"2011-02-14",103.56,103.64,102.8,103.26,4057400,96.52
"2011-02-15",102.96,103.11,102.01,103,4421900,96.27
"2011-02-16",103.9,104.41,102.91,103.55,4852100,96.79
"2011-02-17",103.32,103.76,102.96,103.36,2993500,96.61
"2011-02-18",103.86,105.86,103.45,105.86,8745400,98.95
"2011-02-22",104.86,105.3,101.53,102.01,8241900,95.35
"2011-02-23",101.91,102.13,98.04,100.02,8907600,93.49
"2011-02-24",99.93,101.91,98.77,100.57,6350900,94
"2011-02-25",101.45,102.64,101.14,102,4623200,95.34
"2011-02-28",102.72,103.36,101.53,102.93,4010800,96.21
"2011-03-01",103.37,103.64,99.35,99.86,7283700,93.34
"2011-03-02",99.85,102.12,99.43,100.97,5420000,94.37
"2011-03-03",101.94,104.43,101.92,104.25,7413400,97.44
"2011-03-04",104.01,104.2,102.02,103.04,5677000,96.31
"2011-03-07",103.42,104.2,101.05,102.13,6002100,95.46
"2011-03-08",101.89,104.45,101.18,104.13,6165000,97.33
"2011-03-09",103.59,103.59,101.8,102.36,6402200,95.67
"2011-03-10",100.55,100.75,98.1,98.39,11824400,91.96
"2011-03-11",97.74,100.5,97.01,100.02,8172400,93.49
"2011-03-14",102.59,102.59,100.39,102.1,7985500,95.43
"2011-03-15",99.02,101.38,98.55,100.75,11762200,94.17
"2011-03-16",101.7,102.61,99.04,100.4,13046600,93.84
"2011-03-17",101.89,103.31,101.28,103.12,9854900,96.38
"2011-03-18",104.99,105.64,104.66,105.06,11512900,98.2
"2011-03-21",106.9,107.68,106.62,107.59,7688600,100.56
"2011-03-22",107.06,107.48,106.03,106.79,7012000,99.81
"2011-03-23",106.08,107.7,105.64,106.76,7096400,99.79
"2011-03-24",107.9,108.9,106.95,108.37,8360800,101.29
"2011-03-25",108.75,110.15,108.7,109.09,7659000,101.96
"2011-03-28",109.54,110.49,109.39,109.4,5445700,102.25
"2011-03-29",109.64,110.79,108.61,110.54,5767700,103.32
"2011-03-30",111.71,111.72,110.55,111.53,5616900,104.25
"2011-03-31",110.82,111.98,110.82,111.35,5168600,104.08
"2011-04-01",112.09,113.59,111.8,113.12,6092600,105.73
"2011-04-04",113.75,113.93,112.53,113.38,3883600,105.97
"2011-04-05",112.97,113.16,111.91,112.31,5350900,104.97
"2011-04-06",112.85,113.3,110.86,111,5715400,103.75
"2011-04-07",110.72,110.9,109.08,109.85,8402700,102.67
"2011-04-08",110.54,111,108.88,109.82,5394700,102.65
"2011-04-11",110.02,110.3,108.32,109.07,5004400,101.95
"2011-04-12",108.61,109.02,106.34,106.57,8736300,99.61
"2011-04-13",107.76,107.97,106.38,107.63,5835000,100.6
"2011-04-14",106.82,107.77,105.35,107.58,5770700,100.55
"2011-04-15",108.08,108.11,106.8,107.21,5319100,100.21
"2011-04-18",105.58,105.74,102.16,103.9,11445300,97.11
"2011-04-19",105.18,106.42,104.64,106.1,7152000,99.17
"2011-04-20",107.94,108.5,107.36,108.28,5317800,101.63
"2011-04-21",109,109.5,108.41,109.42,4051200,102.7
"2011-04-25",109.24,109.48,107.95,108.85,3708600,102.16
"2011-04-26",110.15,112.2,109.85,111.94,6700000,105.06
"2011-04-27",112.66,112.7,109.75,112.61,6070600,105.69
"2011-04-28",112.28,112.7,111.35,112.64,6262600,105.72
"2011-04-29",115.4,116.25,114.53,115.41,11800000,108.32
"2011-05-02",116.24,116.55,113.92,114.37,7623600,107.34
"2011-05-03",114.12,114.38,112.74,113.27,6302000,106.31
"2011-05-04",113.22,113.91,109.94,110.77,8966500,103.97
"2011-05-05",110.08,111.46,108.39,109.39,8779100,102.67
"2011-05-06",111.52,112.71,110.17,110.34,7987300,103.56
"2011-05-09",110.8,112.48,110.37,111.66,5075800,104.8
"2011-05-10",112.76,112.97,111.86,112.87,4923900,105.94
"2011-05-11",112.34,112.35,109,109.98,9670400,103.22
"2011-05-12",109.2,109.61,107,108.63,9274800,101.96
"2011-05-13",109.47,109.6,106.02,106.33,9250400,99.8
"2011-05-16",105.87,108.27,105.07,106.09,8290800,99.57
"2011-05-17",105.08,105.23,101.47,102.08,19186700,95.81
"2011-05-18",102.85,105.5,101.78,105.25,9472200,98.78
"2011-05-19",106.61,106.87,104.91,105.3,8613400,98.83
"2011-05-20",105.24,105.5,103.6,104.33,8656800,97.92
"2011-05-23",101.31,102.51,100.37,101.89,10095100,95.63
"2011-05-24",102.37,102.95,101.07,101.55,7273300,95.31
"2011-05-25",103.25,103.93,100.78,103.25,6193100,96.91
"2011-05-26",103.07,104.68,102.03,104.19,6640000,97.79
"2011-05-27",104.72,105.36,104.27,104.6,4511300,98.17
"2011-05-31",106.41,106.6,104.31,105.8,6641900,99.3
"2011-06-01",104.97,105.48,101,101.24,10597600,95.02
"2011-06-02",101.82,103.72,101.31,102.19,9125300,95.91
"2011-06-03",100.49,102.49,99.15,101.1,9508600,94.89
"2011-06-06",100.25,101.61,99.47,99.86,8092800,93.73
"2011-06-07",101.24,101.35,99.81,99.88,6772200,93.74
"2011-06-08",99.21,99.86,97.77,98.04,9761100,92.02
"2011-06-09",98.29,99.71,98.22,99.26,6167600,93.16
"2011-06-10",98.8,98.9,96.42,96.79,9603600,90.84
"2011-06-13",95.44,97.53,94.72,95.44,9767800,89.58
"2011-06-14",96.85,98.45,96.13,97.86,8479700,91.85
"2011-06-15",96.58,97.36,95.51,95.65,8143600,89.77
"2011-06-16",95.39,96.86,94.21,95.46,8886500,89.6
"2011-06-17",96.46,96.94,95.31,95.95,8314800,90.06
"2011-06-20",96.49,98.37,96.05,98.18,7484700,92.15
"2011-06-21",99.42,101.96,99.06,101.39,9638100,95.16
"2011-06-22",101.17,102.5,100.07,100.15,7445100,94
"2011-06-23",97.9,100.65,96.95,100.55,10640900,94.37
"2011-06-24",101.05,101.1,99.44,100.01,8496400,93.87
"2011-06-27",99.96,101.5,99.07,100.8,5614400,94.61
"2011-06-28",101.44,104.07,101.4,103.84,7884300,97.46
"2011-06-29",104.45,104.49,102.4,103.36,8642000,97.01
"2011-06-30",103.36,106.93,103.32,106.46,10598400,99.92
"2011-07-01",106.15,109.17,105.75,108.62,9153800,101.95
"2011-07-05",107.92,108.78,107.34,108.43,6880200,101.77
"2011-07-06",108.11,110.12,108.08,110.08,6933200,103.32
"2011-07-07",111.57,112.65,111.25,111.63,7403800,104.77
"2011-07-08",108.52,110.41,107.8,110.41,8293100,103.63
"2011-07-11",108.41,109.48,107.25,108.16,7568600,101.52
"2011-07-12",107.63,108.46,106.67,106.93,7892700,100.36
"2011-07-13",108.48,110.42,108.34,108.64,6819200,101.97
"2011-07-14",108.83,110.5,107,107.58,7394300,100.97
"2011-07-15",108.77,109.36,107.14,109.36,6660700,102.64
"2011-07-18",108.46,108.47,106.16,107.8,6878600,101.61
"2011-07-19",108.89,109.97,108.2,109.64,6674600,103.34
"2011-07-20",110.71,110.98,109.61,110.31,5761600,103.97
"2011-07-21",111.05,112.43,110.12,111.6,9340700,105.19
"2011-07-22",104.62,106.48,103,105.15,25775600,99.11
"2011-07-25",104.16,106.3,103.8,105.66,8662500,99.59
"2011-07-26",105.91,106,104.7,105.2,7155500,99.16
"2011-07-27",104.43,104.61,101,101.34,10684500,95.52
"2011-07-28",101.51,102.09,99.45,99.64,9438000,93.91
"2011-07-29",98.32,99.97,97.28,98.79,12283000,93.11
"2011-08-01",102.43,102.82,98.8,100.72,12865200,94.93
"2011-08-02",99.55,101.55,97.12,97.18,12058300,91.6
"2011-08-03",97.92,98.29,93.54,96.28,16922200,90.75
"2011-08-04",94.4,94.71,89.5,89.55,18655000,84.4
"2011-08-05",92.13,92.5,86.48,90.99,22791500,85.76
"2011-08-08",86.23,88.16,82.25,82.6,21293000,77.85
"2011-08-09",85.4,87.6,80.84,87.48,20473600,82.45
"2011-08-10",86.72,87.2,83.39,83.51,15335900,78.71
"2011-08-11",85.14,88.79,83.94,87.25,14157600,82.24
"2011-08-12",91.06,91.3,88.81,89.81,11463400,84.65
"2011-08-15",91.45,92.8,90.68,91.37,10460200,86.12
"2011-08-16",90.02,90.37,88.52,89.35,10816200,84.22
"2011-08-17",90.11,90.8,87.15,87.64,10620900,82.6
"2011-08-18",84.45,84.8,81.5,83.33,16793000,78.54
"2011-08-19",81.92,85,79.82,79.97,13740200,75.37
"2011-08-22",82.94,83.04,79.56,79.89,9459400,75.3
"2011-08-23",80.54,83,79.8,82.98,11696900,78.21
"2011-08-24",83.24,85.71,82.2,85.4,10137700,80.49
"2011-08-25",86.24,86.86,82.8,83.25,8204700,78.47
"2011-08-26",82.19,85.91,81.05,85.16,9456900,80.27
"2011-08-29",87.11,88.55,86.35,88.15,7643500,83.08
"2011-08-30",88,90.87,87.36,89.83,9851600,84.67
"2011-08-31",91.75,93.82,89.89,91,12664700,85.77
"2011-09-01",91.19,92.83,88.28,88.55,10690900,83.46
"2011-09-02",85.25,86.7,84.37,85.38,11950700,80.47
"2011-09-06",82.24,86.02,82.11,85.7,8647900,80.78
"2011-09-07",87.8,88.71,86.42,88.69,9318700,83.59
"2011-09-08",87.32,88.98,86.4,87.04,9947800,82.04
"2011-09-09",86.03,86.25,83.14,83.96,11669500,79.14
"2011-09-12",81.93,84.14,81.25,83.87,10842300,79.05
"2011-09-13",83.85,86.25,83.38,85.02,9802300,80.13
"2011-09-14",85.61,86.96,82.53,85.45,10622100,80.54
"2011-09-15",86.65,87.69,85.77,86.6,8298500,81.62
"2011-09-16",87.46,87.46,85.21,85.9,10488600,80.96
"2011-09-19",83.92,85.16,82.33,84.6,8936500,79.74
"2011-09-20",85.64,85.77,83.5,83.66,8999300,78.85
"2011-09-21",83.11,83.39,79.29,79.36,16459600,74.8
"2011-09-22",76.29,76.56,72.6,73.9,20947300,69.65
"2011-09-23",73.44,75.5,73.02,73.86,12104700,69.62
"2011-09-26",74.71,77,73.24,76.85,10016400,72.43
"2011-09-27",79.25,79.85,77.12,77.67,10814900,73.21
"2011-09-28",78.13,79.15,74.88,75.08,9380700,70.77
"2011-09-29",76.89,77.28,73.2,75.39,10260900,71.06
"2011-09-30",73.46,75.89,73.23,73.84,10537000,69.6
"2011-10-03",72.78,73.59,70.5,70.55,10783200,66.5
"2011-10-04",68.75,72.76,67.54,72.54,14700000,68.37
"2011-10-05",72.84,74.61,71.49,74.26,9672300,69.99
"2011-10-06",74.57,77.19,73.6,77.09,15808200,72.66
"2011-10-07",77.77,77.79,74.7,75.52,14024700,71.18
"2011-10-10",77.27,79.75,77.2,79.13,10302400,74.58
"2011-10-11",78.08,81.14,77.95,80.66,17854600,76.03
"2011-10-12",82.01,82.8,81.06,81.7,10423700,77.01
"2011-10-13",81.22,81.91,80.34,81.44,7952500,76.76
"2011-10-14",82.85,84.22,82.39,84.09,7353700,79.26
"2011-10-17",84.83,85.38,81.33,81.52,10196700,76.84
"2011-10-18",81.45,85.57,80.76,84.72,13574600,79.85
"2011-10-19",84.67,85.42,83.07,83.56,8731100,78.76
"2011-10-20",83.9,85,82.5,84.26,9446500,79.86
"2011-10-21",85.42,87.5,85.3,87.39,11480300,82.82
"2011-10-24",91.76,92.9,90.8,91.77,16383300,86.98
"2011-10-25",91.36,92.49,89.02,89.89,10711700,85.19
"2011-10-26",91.82,92.25,90.02,91.57,9747800,86.79
"2011-10-27",95,97.72,94.61,96.33,13928100,91.3
"2011-10-28",95.7,97.95,95.65,96.85,8699300,91.79
"2011-10-31",95.04,95.63,93.85,94.46,9273900,89.53
"2011-11-01",90,93,89,91.63,13543700,86.84
"2011-11-02",93.03,94.24,92.2,93.94,9303400,89.03
"2011-11-03",95.46,96.35,93.87,96,11159000,90.98
"2011-11-04",95.3,95.99,93.8,95.74,6818800,90.74
"2011-11-07",95.6,96.25,93.39,95,7285300,90.04
"2011-11-08",95.96,96,93.94,95.89,7316700,90.88
"2011-11-09",93.5,93.98,91.15,91.64,11208500,86.85
"2011-11-10",92.98,93.4,91.2,92.2,7323000,87.38
"2011-11-11",93.57,96.2,93.37,96.13,9818400,91.11
"2011-11-14",97.47,98.07,95.88,96.53,8584900,91.49
"2011-11-15",96.21,97.74,95.8,97.07,8760700,92
"2011-11-16",96.24,98.2,95.6,95.75,8117500,90.75
"2011-11-17",95.7,96.06,92.8,93.81,10084000,88.91
"2011-11-18",94.54,94.79,93.15,93.93,6065700,89.02
"2011-11-21",92.07,92.1,89.47,91.12,9853100,86.36
"2011-11-22",90.8,91.22,88.58,89.99,7490600,85.29
"2011-11-23",89.39,89.6,87.43,87.76,7643800,83.18
"2011-11-25",87.3,88.4,86.63,86.72,3078700,82.19
"2011-11-28",90.35,91.89,89.99,91.48,8339500,86.7
"2011-11-29",91.64,91.82,90.45,90.54,6054600,85.81
"2011-11-30",94.65,97.91,94.65,97.88,13076500,92.77
"2011-12-01",97.23,98,95.76,96.82,7491800,91.76
"2011-12-02",97.75,98,96.01,96.29,7897900,91.26
"2011-12-05",97.73,97.97,96.33,96.85,7484800,91.79
"2011-12-06",96.62,96.93,94.89,95.96,6443200,90.95
"2011-12-07",94.98,95.28,93.8,94.89,8146300,89.93
"2011-12-08",94.34,95.53,92.6,92.92,7842300,88.07
"2011-12-09",93.63,96.29,93.44,95.97,7139000,90.96
"2011-12-12",94.36,94.5,92.31,93.24,6326700,88.37
"2011-12-13",94.04,94.68,90.1,90.98,8464700,86.23
"2011-12-14",89.59,89.8,86.29,87,13564500,82.45
"2011-12-15",88.79,88.88,87.09,87.7,7645200,83.12
"2011-12-16",88.82,89.51,87.2,87.2,11556900,82.64
"2011-12-19",88.09,89.72,86.94,87.25,7919100,82.69
"2011-12-20",89.26,91.9,89.23,91.73,7844300,86.94
"2011-12-21",91.78,92.01,89.9,91.63,7177300,86.84
"2011-12-22",92.03,92.5,91.02,91.81,4766000,87.01
"2011-12-23",92.2,92.42,91.65,92.25,3368600,87.43
"2011-12-27",91.7,92.38,91.51,91.55,3216200,86.77
"2011-12-28",91.76,91.8,89.17,89.37,5248800,84.7
"2011-12-29",89.46,90.86,89.46,90.58,3570800,85.85
"2011-12-30",90.72,91.42,90.4,90.6,3279800,85.87
"2012-01-03",92.77,95.11,92.77,93.98,8177000,89.07
"2012-01-04",93.41,95.51,93.41,94.85,7335200,89.89
"2012-01-05",94.84,96.16,93.9,95.52,5555900,90.53
"2012-01-06",96.03,96.2,95.32,95.76,5474100,90.76
"2012-01-09",96.09,97.41,96,97.1,6536300,92.03
"2012-01-10",98.45,99.98,98.28,99.96,9545000,94.74
"2012-01-11",99.83,100.45,99.4,99.64,7226500,94.43
"2012-01-12",99.99,102.04,98.66,101.94,10471800,96.61
"2012-01-13",100.72,102.7,100.55,102.48,9914300,97.13
"2012-01-17",103.82,104.8,103.32,103.37,8864700,97.97
"2012-01-18",102.66,104.5,102.5,104.26,6794400,99.25
"2012-01-19",104.65,105.76,103.63,105.75,9464800,100.67
"2012-01-20",105.35,105.92,104.84,105.64,6601100,100.57
"2012-01-23",105.91,107.24,105.64,106.37,7003800,101.26
"2012-01-24",105.43,106.8,105.15,106.29,5577300,101.19
"2012-01-25",106,109.28,105.99,109.05,10649400,103.81
"2012-01-26",112.21,114,110.7,111.31,18539000,105.97
"2012-01-27",110.53,111.98,109.67,111.28,7835100,105.94
"2012-01-30",110.02,110.75,104.45,110.41,5968400,105.11
"2012-01-31",111.29,112,108.71,109.12,7608300,103.88
"2012-02-01",110.75,111.39,109.94,110.52,6737900,105.21
"2012-02-02",110.8,111.02,109.86,110.33,5125400,105.03
"2012-02-03",112.17,114.65,111.9,113.94,10225500,108.47
"2012-02-06",113.24,114.25,112.8,113.78,5029600,108.32
"2012-02-07",113.05,114.1,112.49,113.81,5139200,108.35
"2012-02-08",113.82,114.33,113.22,114.04,4123800,108.57
"2012-02-09",114.39,114.64,112.59,112.83,7566200,107.41
"2012-02-10",111.01,111.78,110.33,111.75,6351700,106.39
"2012-02-13",112.7,113.86,111.68,113.7,5702400,108.24
"2012-02-14",113.32,114.48,113.21,114.45,6425000,108.96
"2012-02-15",114.49,114.7,111.94,112.53,8201900,107.13
"2012-02-16",112.72,114.05,112.39,113.96,5456900,108.49
"2012-02-17",114.38,114.5,113.03,113.95,4296000,108.48
"2012-02-21",114.5,116.44,114.39,115,7520200,109.48
"2012-02-22",114.76,116.45,114.5,115.81,5004800,110.25
"2012-02-23",115.88,116.45,115,116.2,5064900,110.62
"2012-02-24",116.29,116.95,115.67,116,4473500,110.43
"2012-02-27",114.84,116.5,114.55,115.63,4909600,110.08
"2012-02-28",115.81,116.22,115.2,115.76,4013200,110.2
"2012-02-29",116.13,116.4,113.68,114.21,6780300,108.73
"2012-03-01",114.67,115.38,113.01,113.39,7465000,107.95
"2012-03-02",113.16,113.94,111.8,112.49,5404800,107.09
"2012-03-05",111.55,111.9,109.52,110.09,8392200,104.8
"2012-03-06",106.57,107.16,105.2,105.93,12630800,100.84
"2012-03-07",106.66,108.62,106.32,108.28,7385800,103.08
"2012-03-08",109.59,110.56,108.66,110.28,6171200,104.99
"2012-03-09",110.88,111.09,109.8,110.22,6526500,104.93
"2012-03-12",110.11,110.95,108.68,108.94,6499200,103.71
"2012-03-13",109.73,113.38,109.31,113.3,8077600,107.86
"2012-03-14",113.21,113.45,111.26,112.27,6181000,106.88
"2012-03-15",112.88,113.48,111.39,113.45,5316700,108
"2012-03-16",114.02,114.25,113.04,113.58,5776000,108.13
"2012-03-19",113.5,114.09,112.78,113.73,4736500,108.27
"2012-03-20",111.99,112,110.51,110.76,8086900,105.44
"2012-03-21",110.85,111.35,109,109,7925000,103.77
"2012-03-22",107.28,107.94,105.7,106.43,9449700,101.32
"2012-03-23",106.59,108.61,105.8,107.83,6025000,102.65
