"","CF.Open","CF.High","CF.Low","CF.Close","CF.Volume","CF.Adjusted"
"2010-07-09",73.48,74.95,72.96,74.24,2301700,71.92
"2010-07-12",74.12,74.17,71.66,73.45,2519500,71.16
"2010-07-13",74.5,76.75,73.38,75.75,3126000,73.39
"2010-07-14",75.87,76.95,74.58,75.31,2489000,72.96
"2010-07-15",75.3,78.2,74.78,77.96,3003600,75.53
"2010-07-16",77.36,78.76,76.08,76.96,2329700,74.56
"2010-07-19",77.31,77.31,74.02,75.25,2176300,72.9
"2010-07-20",74.52,78.54,74.01,78.41,2366600,75.96
"2010-07-21",79.27,79.96,75.5,76.69,2797400,74.3
"2010-07-22",77.59,79.38,77.51,78.91,2574300,76.45
"2010-07-23",79.03,81.69,78.93,80.13,2759200,77.63
"2010-07-26",79.85,80.61,77.16,77.9,2056100,75.47
"2010-07-27",78.3,78.38,75.68,76.43,1461400,74.04
"2010-07-28",75.69,79.41,75.5,77.69,1883400,75.27
"2010-07-29",78.4,82.57,78.4,81,3911000,78.47
"2010-07-30",79.28,82.12,79.12,81.19,2449600,78.66
"2010-08-02",82.71,84.75,82.23,82.48,2627500,79.91
"2010-08-03",81.9,82.15,80.27,81.08,1677500,78.55
"2010-08-04",81.39,83.73,81.39,82.89,2660600,80.3
"2010-08-05",83.39,87.26,83.39,85.8,6669000,83.12
"2010-08-06",85.92,88.66,83.41,84.31,5946000,81.68
"2010-08-09",84.33,84.33,82.15,83.55,2469600,80.94
"2010-08-10",82.87,82.87,80.45,81.3,3601800,78.76
"2010-08-11",79.89,82.7,78.9,81.93,3241500,79.47
"2010-08-12",81.26,85.05,81.07,84.39,3153400,81.86
"2010-08-13",85.37,85.84,82.48,84.65,2224900,82.11
"2010-08-16",84.3,86.69,84.09,84.59,2495300,82.05
"2010-08-17",90.42,92.4,88.12,88.53,5198500,85.87
"2010-08-18",89.21,90.5,87,89.81,3162500,87.11
"2010-08-19",89.95,90.66,88.73,88.85,2754900,86.18
"2010-08-20",87.96,90.17,87.51,90.01,2906400,87.31
"2010-08-23",90.41,91.24,88.79,88.84,2648500,86.17
"2010-08-24",87.17,88.76,86.99,87.08,1942600,84.47
"2010-08-25",86.26,87.21,85.37,86.74,1624800,84.14
"2010-08-26",87.37,89.91,86.74,89,2815300,86.33
"2010-08-27",89.7,93.48,89,93.16,2988900,90.36
"2010-08-30",92.77,92.95,90.3,91.32,1826200,88.58
"2010-08-31",91.64,92.57,90.65,92.5,2445600,89.72
"2010-09-01",93.29,93.93,91.52,92.71,2517700,89.93
"2010-09-02",92.39,94.37,92.39,93.2,1839100,90.4
"2010-09-03",94.11,95.55,92.01,94.95,2637400,92.1
"2010-09-07",94.76,96.6,94.01,95.13,1739500,92.27
"2010-09-08",95.32,97.75,95,96.21,2941000,93.32
"2010-09-09",97.63,97.63,92.91,94.06,2714500,91.24
"2010-09-10",94.45,98.18,94.45,95.3,3671700,92.44
"2010-09-13",96.67,98.5,96.18,98.08,2093800,95.14
"2010-09-14",97.52,99.14,96.83,98.36,1748900,95.41
"2010-09-15",98.01,98.54,96.32,97.3,1733500,94.38
"2010-09-16",98.8,99.91,98.13,99.74,2327800,96.75
"2010-09-17",100.2,100.2,97.6,99.86,2299200,96.86
"2010-09-20",100.2,103.96,100.2,101.09,2977700,98.06
"2010-09-21",100.59,100.84,97.83,98.52,2085300,95.56
"2010-09-22",99.86,101.93,99.39,101.43,1927000,98.39
"2010-09-23",101.82,101.97,98.28,98.68,2583900,95.72
"2010-09-24",100,100.96,98.1,100.36,2522600,97.35
"2010-09-27",101.01,102.8,100.84,101.69,1403600,98.64
"2010-09-28",102.5,102.61,99.5,101.39,1334100,98.35
"2010-09-29",100.5,100.57,98.83,99.35,1993800,96.37
"2010-09-30",100.51,100.89,94.77,95.5,4677900,92.63
"2010-10-01",95.77,97.05,93.55,94.65,4426300,91.81
"2010-10-04",94.98,94.98,92.41,94.11,2129300,91.29
"2010-10-05",94.99,98.73,94.78,98.03,3204900,95.09
"2010-10-06",97.68,100.34,97.68,98.92,1806900,95.95
"2010-10-07",99.53,100,97.79,98.64,1504900,95.68
"2010-10-08",104.14,112.64,104.14,109.9,8806500,106.6
"2010-10-11",111.33,113.89,109.99,113.45,4074100,110.04
"2010-10-12",113,117.11,113,116.37,3684600,112.88
"2010-10-13",116.56,119.73,116.37,118.39,3144500,114.84
"2010-10-14",118.4,119.09,116.04,116.81,2222200,113.3
"2010-10-15",117.37,119.93,116.11,119.86,1678400,116.26
"2010-10-18",119.81,120.35,118,118.85,1157300,115.28
"2010-10-19",116.89,117.77,113.78,114.73,2736200,111.29
"2010-10-20",115.29,119.99,114.29,118.69,1958300,115.13
"2010-10-21",118.92,119.65,116.56,118.34,1182800,114.79
"2010-10-22",118.75,118.86,115.79,117.65,1566200,114.12
"2010-10-25",118.81,122.02,117.59,118.15,1926200,114.6
"2010-10-26",117.5,121.96,116.43,121.54,1917000,117.89
"2010-10-27",120.07,121.59,118.3,121.32,1627100,117.68
"2010-10-28",121.88,122.55,118.93,119.14,1505400,115.56
"2010-10-29",119.63,125.14,119.33,122.53,3460000,118.85
"2010-11-01",122.61,123.59,120.01,121.39,1470200,117.75
"2010-11-02",122.99,123.47,121.65,122.25,1335800,118.58
"2010-11-03",121.85,122,117.96,120.06,2059000,116.46
"2010-11-04",121.19,122.47,119.87,121.19,2459400,117.55
"2010-11-05",120.23,129.03,119.8,122.47,6538200,118.79
"2010-11-08",122.1,125.15,121.2,124.77,1633800,121.02
"2010-11-09",126.89,130,124.2,125.18,2313100,121.42
"2010-11-10",125.6,126.35,122.74,124.06,1819100,120.43
"2010-11-11",123.62,127.94,122.01,127.75,1579300,124.01
"2010-11-12",126.08,126.27,118.5,119.65,3228700,116.15
"2010-11-15",120.2,121.5,116.75,117.18,2704300,113.75
"2010-11-16",116.5,116.5,112.23,114.52,3574000,111.17
"2010-11-17",114.88,118.2,113.82,116.66,3264500,113.25
"2010-11-18",118.51,122.31,118.04,120.25,2980900,116.73
"2010-11-19",120.47,120.95,117.5,117.71,2160400,114.27
"2010-11-22",118.56,120.45,116.73,118,2605300,114.55
"2010-11-23",116.13,122.27,114.2,121.47,2812800,117.92
"2010-11-24",122.25,125.25,121.82,124.61,2370500,120.97
"2010-11-26",124.97,125.43,122.37,122.81,852800,119.22
"2010-11-29",122.23,122.94,117.83,122.06,1999400,118.49
"2010-11-30",120.86,122.7,120.2,120.77,1878700,117.24
"2010-12-01",123.43,124.74,121.5,124.04,1892100,120.41
"2010-12-02",124.65,126.44,122.79,123.75,1819800,120.13
"2010-12-03",123.2,127.8,123.17,126.83,1530000,123.12
"2010-12-06",126.45,128.28,124.62,125.25,1215800,121.59
"2010-12-07",126.22,126.69,122.25,122.62,1510400,119.03
"2010-12-08",123.35,123.35,119.55,121.33,1580100,117.78
"2010-12-09",122.1,122.84,120.4,121.71,1028400,118.15
"2010-12-10",121.75,123.62,119.93,123.01,1184400,119.41
"2010-12-13",123.46,124.7,119,120,2279800,116.49
"2010-12-14",119.88,120.35,116.56,117.46,1932900,114.03
"2010-12-15",116.9,122.1,116.36,119.67,1562700,116.17
"2010-12-16",119.81,122.25,118.5,121.79,1292700,118.23
"2010-12-17",121.78,125.25,120.75,124.98,2712800,121.33
"2010-12-20",125.78,128.22,125.4,126.59,1635200,122.89
"2010-12-21",127.13,129.31,127.05,129.18,1323800,125.4
"2010-12-22",129.07,129.5,125.54,128.83,1531800,125.06
"2010-12-23",128.85,135.73,128.05,134.99,2610400,131.04
"2010-12-27",134.25,135.34,132,134.23,1238900,130.3
"2010-12-28",134.13,135.18,131.68,131.99,1280400,128.13
"2010-12-29",132.43,137.24,131.01,134.85,2026200,130.91
"2010-12-30",134.7,138.74,134.7,136.67,1714400,132.67
"2010-12-31",136.49,137.72,135,135.15,1059700,131.2
"2011-01-03",136.77,140.2,135.48,136.23,2067200,132.25
"2011-01-04",136.42,137.11,132.82,134.98,1699500,131.03
"2011-01-05",135.55,138.36,133.47,137,1900400,132.99
"2011-01-06",137.7,138.92,135.71,138.02,1949400,133.98
"2011-01-07",137.8,139.59,136.3,137.47,1405600,133.45
"2011-01-10",134.36,136.23,132.29,135.49,1774800,131.53
"2011-01-11",136.85,137.75,134.71,135.07,1504800,131.12
"2011-01-12",138.25,142.85,137.39,141.81,3094000,137.66
"2011-01-13",141.35,143.43,139.75,142.47,1851500,138.3
"2011-01-14",143.15,146.5,142,146.27,2315300,141.99
"2011-01-18",145.99,149.65,145.56,149.45,2152500,145.08
"2011-01-19",148.47,148.47,139.21,140.17,3421100,136.07
"2011-01-20",138.66,138.68,133.17,135.83,3744400,131.86
"2011-01-21",138.41,139.62,132.81,133.3,2338300,129.4
"2011-01-24",133.11,135.19,130.18,132.27,2356100,128.4
"2011-01-25",131.89,132.24,127.58,130.73,3103300,126.91
"2011-01-26",131.54,136,129.56,134.56,4002900,130.63
"2011-01-27",137.76,138.15,133.09,133.76,2611700,129.85
"2011-01-28",135.02,135.02,130.5,133.98,2868700,130.06
"2011-01-31",134.7,137.07,133.26,135.04,3083500,131.09
"2011-02-01",136.24,139.55,135.79,138.4,2926300,134.35
"2011-02-02",137.58,145.12,136.13,144.99,2896400,140.75
"2011-02-03",144.84,145.5,140.21,142.22,2006000,138.06
"2011-02-04",142.46,143.56,140.97,142.66,1176000,138.49
"2011-02-07",143.28,147.35,143.28,146.23,1926400,141.95
"2011-02-08",146.49,148.02,143.63,146.47,2210900,142.19
"2011-02-09",149.51,153.16,146.43,152.02,4169900,147.57
"2011-02-10",150.04,153.83,149.85,150.37,2144200,146.07
"2011-02-11",149.55,151.88,148.21,150.34,2021500,146.04
"2011-02-14",150.35,153.15,150,151.78,1445300,147.44
"2011-02-15",151.32,151.32,143.25,143.9,3228800,139.78
"2011-02-16",144.8,147,143.01,144.84,2006600,140.7
"2011-02-17",144.85,147.96,144.2,147.81,2102100,143.58
"2011-02-18",147.53,147.81,136.76,137.87,4964300,133.93
"2011-02-22",137.36,142.15,131.8,132,4359600,128.22
"2011-02-23",131.63,135.76,123.42,134.44,7986100,130.59
"2011-02-24",135.08,137.11,133,134.02,3320200,130.19
"2011-02-25",135.48,140.2,135.48,140.04,2270600,136.03
"2011-02-28",141,142.88,137.7,141.28,2018100,137.24
"2011-03-01",142.51,142.51,136.32,136.97,2004600,133.05
"2011-03-02",136.6,138.3,134,135.08,2063400,131.22
"2011-03-03",136.99,140.71,136.38,140.14,2002200,136.13
"2011-03-04",140.03,140.06,133.28,134.31,2592800,130.47
"2011-03-07",135.24,135.75,127.38,128.9,3797400,125.21
"2011-03-08",129.31,129.48,124.88,128.94,3197300,125.25
"2011-03-09",127.69,129.78,125.23,126.53,2223000,122.91
"2011-03-10",123.75,126.87,120.86,123.98,3597900,120.43
"2011-03-11",122.11,127.24,122,126.02,1733900,122.42
"2011-03-14",123.7,128.39,123.03,125.97,1465900,122.37
"2011-03-15",121,126.62,120.32,124.78,3339400,121.21
"2011-03-16",126.01,130,123.51,126.89,3381900,123.26
"2011-03-17",129.22,131.03,127.78,129.53,1901200,125.83
"2011-03-18",132.41,132.98,126.64,127.4,2199500,123.76
"2011-03-21",125.39,127.4,124.75,127.14,2487900,123.5
"2011-03-22",127.26,127.26,121.68,122.56,3073500,119.05
"2011-03-23",122.55,126.07,120.01,125.5,3248100,121.91
"2011-03-24",126.08,126.92,124.03,125.82,2115800,122.22
"2011-03-25",125.51,133.05,125.51,132.1,3158200,128.32
"2011-03-28",132.86,132.86,127.67,127.82,1591800,124.16
"2011-03-29",128.19,130.34,126.26,129.76,1278200,126.05
"2011-03-30",131.3,132.92,129.29,132.61,1396100,128.82
"2011-03-31",136.51,139.91,136.09,136.79,3871500,132.88
"2011-04-01",137.97,141,137.31,139.29,2466600,135.31
"2011-04-04",139.92,142.22,139.01,142.22,1729300,138.15
"2011-04-05",142.4,145.25,141.17,143.58,2403800,139.47
"2011-04-06",144.21,144.41,138.71,140.35,1966600,136.34
"2011-04-07",141.17,141.95,138.56,139.75,1901500,135.75
"2011-04-08",139.83,141.22,137.05,138.54,1534700,134.58
"2011-04-11",138,139.92,135.15,135.43,1548100,131.56
"2011-04-12",134.61,135.25,130.5,133.82,2148100,129.99
"2011-04-13",134.74,136.02,131.75,134.09,1746900,130.25
"2011-04-14",133,134.86,131.99,133.69,1203300,129.87
"2011-04-15",133.51,133.52,129.89,129.98,2717600,126.26
"2011-04-18",128.64,133.19,127.62,132.96,2588200,129.16
"2011-04-19",132.84,135.52,132.3,134.89,2027000,131.03
"2011-04-20",136.02,136.64,132.07,133.22,2197200,129.41
"2011-04-21",133.94,138.97,133.61,138.84,1923000,134.87
"2011-04-25",139.03,140.83,138.03,138.94,1384300,134.97
"2011-04-26",140.44,141.34,139.18,140.34,1600000,136.33
"2011-04-27",140.91,141.49,136.37,139.31,1519800,135.33
"2011-04-28",139.1,143.3,137.33,138.91,2699200,134.94
"2011-04-29",139.54,142.48,138.91,141.55,1253300,137.5
"2011-05-02",142.14,142.34,138.75,139.41,1350200,135.42
"2011-05-03",139.25,139.96,132.14,132.96,1958200,129.16
"2011-05-04",133.3,133.46,128,130.31,1861100,126.58
"2011-05-05",129.2,133.69,127.29,129.25,2015400,125.55
"2011-05-06",134.52,140.95,134.48,137.82,3703300,133.88
"2011-05-09",138.02,143.16,137.86,142.8,1937100,138.72
"2011-05-10",143.58,143.99,140.32,141.47,1720500,137.42
"2011-05-11",140.74,140.74,135.45,137.3,1940200,133.37
"2011-05-12",136.96,137.09,132.68,135.04,1745100,131.27
"2011-05-13",136.54,136.65,133.1,133.58,1639200,129.85
"2011-05-16",134.31,138.8,132.82,134.96,1391500,131.2
"2011-05-17",134.67,135.9,132.64,134.25,1511200,130.51
"2011-05-18",135.28,141.65,134.07,140.19,2446400,136.28
"2011-05-19",141.22,144.44,138.79,141.43,2622200,137.48
"2011-05-20",141.19,144.52,138.59,139.06,3463700,135.18
"2011-05-23",139.39,147.96,137.48,147.75,4244100,143.63
"2011-05-24",147.98,149.1,146.01,146.55,2292800,142.46
"2011-05-25",150.99,153.44,146.6,150.99,3573600,146.78
"2011-05-26",150.65,153.03,149.61,150.19,2152100,146
"2011-05-27",151.39,156.34,151.23,155.19,2081600,150.86
"2011-05-31",158.06,158.42,151.75,153.78,2296800,149.49
"2011-06-01",153.78,154.06,147.41,148.1,2326000,143.97
"2011-06-02",148.2,152.55,147.68,150.19,1921300,146
"2011-06-03",148.47,152.01,146.82,151.41,2054700,147.19
"2011-06-06",150.77,154.71,146.76,148.1,2080200,143.97
"2011-06-07",149.48,150,145,147.07,2123800,142.97
"2011-06-08",147.53,150.01,144.72,148.62,2336100,144.47
"2011-06-09",151.87,155.5,150.87,154.86,3127000,150.54
"2011-06-10",154.03,156.2,151.45,152.56,1993200,148.3
"2011-06-13",153,155.87,149.07,150.14,1558700,145.95
"2011-06-14",151.84,155.07,149.79,154.4,2055800,150.09
"2011-06-15",152.6,152.7,146.37,148,2481800,143.87
"2011-06-16",148.3,149.24,137.78,142.39,3895700,138.42
"2011-06-17",143.64,144.6,134.6,136.06,4772300,132.26
"2011-06-20",138.8,139.6,135.17,138.57,3219000,134.7
"2011-06-21",140.02,147.01,139.58,146.78,2262600,142.69
"2011-06-22",145.86,147.97,142.4,142.75,1940800,138.77
"2011-06-23",140.29,143.03,137,142.97,2282300,138.98
"2011-06-24",143.21,146.76,140.59,140.65,1699000,136.73
"2011-06-27",141.77,145.2,140.09,143.98,1629900,139.96
"2011-06-28",144.22,147.05,143.38,146.97,1870100,142.87
"2011-06-29",148.67,151.05,146.41,149.35,2709400,145.18
"2011-06-30",144.56,145.32,140.38,141.67,5922900,137.72
"2011-07-01",143.23,143.43,137.77,139.52,3702300,135.63
"2011-07-05",141.1,143.84,138.27,143.13,3496100,139.14
"2011-07-06",143.05,144.78,141.29,142.95,1643800,138.96
"2011-07-07",144.99,146.47,143.82,145.69,2040400,141.63
"2011-07-08",141.61,149.29,141.55,149.01,2496200,144.85
"2011-07-11",147.34,147.69,142.5,144.86,2170300,140.82
"2011-07-12",145.82,152.24,145.81,147.5,3803200,143.39
"2011-07-13",149.04,152.54,149.03,150.11,2122900,145.92
"2011-07-14",151.1,153.87,148.12,149.79,1905300,145.61
"2011-07-15",150.33,154.24,149.52,154.22,1920800,149.92
"2011-07-18",154.6,154.9,150.25,151.56,1746600,147.33
"2011-07-19",153.85,157.35,153.85,156.65,2472200,152.28
"2011-07-20",158.42,159,156.43,157.4,1618700,153.01
"2011-07-21",158.82,161.66,158,161.19,1745600,156.69
"2011-07-22",160.87,162.1,159.19,160.25,1296100,155.78
"2011-07-25",159.36,163.25,159.02,160.29,1429300,155.82
"2011-07-26",160.35,161.32,157.18,159.49,1086700,155.04
"2011-07-27",158.03,159.53,155.02,155.87,1459400,151.52
"2011-07-28",157.15,161.93,156.5,158.83,1390200,154.4
"2011-07-29",154.01,157.9,152.29,155.32,1900500,150.99
"2011-08-01",158.17,159.67,155.6,157.25,1506400,152.86
"2011-08-02",155.9,159.6,152.86,152.91,2284500,148.64
"2011-08-03",154.54,156.6,147.89,155.02,2754100,150.7
"2011-08-04",153.14,153.55,141.26,141.59,3404600,137.64
"2011-08-05",149.85,150.82,138.32,146.66,4599000,142.57
"2011-08-08",139.46,146.5,134.4,138.25,5416100,134.39
"2011-08-09",141.17,150.32,140.76,150.03,5138300,145.85
"2011-08-10",148.38,158.59,146,149.59,4324200,145.42
"2011-08-11",155.68,166.35,154.05,164.19,4869900,160.04
"2011-08-12",163.31,168.84,162.34,168.2,3137600,163.95
"2011-08-15",169.33,169.99,165.09,169.64,2657400,165.35
"2011-08-16",166.87,169.94,165.12,167.81,2361000,163.57
"2011-08-17",168.55,172.92,167.91,171.91,2663900,167.56
"2011-08-18",166.8,168,162.63,164.2,3037700,160.05
"2011-08-19",162.02,170.44,161.16,164.81,3427600,160.64
"2011-08-22",170.26,174.47,168.44,170.57,3134400,166.26
"2011-08-23",171.72,178.95,171.02,178.95,3336100,174.42
"2011-08-24",178.33,180.39,171.74,175.4,3032800,170.96
"2011-08-25",175.6,178.1,172.05,175.17,2407500,170.74
"2011-08-26",173.53,180.61,172.3,180.35,2318100,175.79
"2011-08-29",182.41,188.69,182.03,188.6,2866800,183.83
"2011-08-30",186.78,192.7,186.78,189.78,2560900,184.98
"2011-08-31",191.83,192.59,179.6,182.75,2967400,178.13
"2011-09-01",183.53,186.23,180.96,182.5,1972300,177.89
"2011-09-02",178.12,183.03,175.86,181.89,1573700,177.29
"2011-09-06",178.49,186,177.91,185.69,2409800,180.99
"2011-09-07",188.61,188.61,181.53,183.24,1996500,178.61
"2011-09-08",181.19,187,180.95,185.1,2082100,180.42
"2011-09-09",183.04,186.33,178.46,180.09,1669000,175.54
"2011-09-12",178.72,182.27,173.4,177.04,2286500,172.56
"2011-09-13",178.29,180.23,175,177.2,1844800,172.72
"2011-09-14",179.16,182.03,173.86,179.72,2063900,175.18
"2011-09-15",180.22,180.95,173.65,175.38,2157800,170.95
"2011-09-16",175.83,176.88,172.54,175.15,1904500,170.72
"2011-09-19",173.03,176.47,171.27,175.08,1683700,170.65
"2011-09-20",175.95,175.95,162.74,163.67,3903100,159.53
"2011-09-21",163.6,167.02,152.92,152.94,3468300,149.07
"2011-09-22",146.84,150.29,138.52,146.89,4488400,143.18
"2011-09-23",144.43,148.95,141.82,145.69,2879900,142.01
"2011-09-26",147.35,152.57,138.09,152.09,3513300,148.24
"2011-09-27",154.46,159.6,152.5,154.95,3190600,151.03
"2011-09-28",151.72,153.34,144.46,144.98,2460600,141.31
"2011-09-29",148.33,150.51,139,140.94,3188200,137.38
"2011-09-30",132.51,134,123.09,123.39,5107400,120.27
"2011-10-03",121.01,129.11,119.5,120.98,3844500,117.92
"2011-10-04",118.74,124.44,115.34,124.1,4400000,120.96
"2011-10-05",125.5,134.73,124.06,133.54,3388000,130.16
"2011-10-06",132.7,142.96,132.62,142.74,3761200,139.13
"2011-10-07",143.72,143.95,132,134.71,2955100,131.3
"2011-10-10",138.81,144.58,138,140.39,1976800,136.84
"2011-10-11",139.74,148,139.37,146.81,2155600,143.1
"2011-10-12",144.96,146.37,141.05,144.6,3356900,140.94
"2011-10-13",145.16,148.4,142.19,147.52,1730500,143.79
"2011-10-14",151.04,151.95,146.58,150.5,1293200,146.69
"2011-10-17",149.72,149.76,144.35,145.24,1343800,141.57
"2011-10-18",145.49,149.97,140.8,148.61,1773600,144.85
"2011-10-19",148.25,149.13,142.97,143.52,1722500,139.89
"2011-10-20",142.8,147.76,140.11,147.31,2138700,143.58
"2011-10-21",150.55,153.4,149.96,153.4,1641600,149.52
"2011-10-24",154.49,159.9,154.49,159.14,1663200,155.12
"2011-10-25",158.49,163.09,155.5,157.9,1878200,153.91
"2011-10-26",161.18,162.65,154.43,161.61,1842900,157.52
"2011-10-27",167.31,171.5,162.84,168.01,1698900,163.76
"2011-10-28",168.77,172.39,166.28,170.14,1671500,165.84
"2011-10-31",168,168,162.17,162.27,1326200,158.17
"2011-11-01",155,163.87,151.44,158.63,2993600,154.62
"2011-11-02",160.63,170.64,160.5,169.31,2435600,165.03
"2011-11-03",170.69,175.91,165.8,174.32,1916800,169.91
"2011-11-04",173,176.97,171.76,173.82,1398700,169.42
"2011-11-07",172.39,175.45,171.54,174.02,1024600,169.62
"2011-11-08",175.08,176.49,170.38,176.42,1263000,171.96
"2011-11-09",170.5,172.91,165.52,166.08,2118800,162.25
"2011-11-10",167.83,170,163.72,169.14,1678600,165.24
"2011-11-11",170.78,173.59,169.99,172.62,1077300,168.64
"2011-11-14",172.39,173.74,168.7,170.97,1205100,167.03
"2011-11-15",170.7,173.08,169.5,169.51,1282400,165.6
"2011-11-16",169.2,171.22,166.59,166.98,2478200,163.13
"2011-11-17",163.3,163.34,146.57,148.19,6049000,144.77
"2011-11-18",152.64,157,150.28,151.68,4148100,148.18
"2011-11-21",147.49,151.53,146,149.35,2155300,145.9
"2011-11-22",149.18,153.91,147.81,151.02,1504600,147.54
"2011-11-23",149.11,150.6,143.71,144.8,1820000,141.46
"2011-11-25",144.48,145.28,139.1,139.75,982900,136.53
"2011-11-28",146.44,147.71,145.11,146.04,1826100,142.67
"2011-11-29",145.66,147.45,143.33,143.76,1537500,140.44
"2011-11-30",147.49,147.79,138.11,139.8,3662000,136.57
"2011-12-01",141.71,148.25,140.01,146.98,2816900,143.59
"2011-12-02",149.02,149.04,138.9,140.73,2752100,137.48
"2011-12-05",142.69,143.53,137.86,140.79,2382200,137.54
"2011-12-06",144.33,148.4,143.88,146.82,2522900,143.43
"2011-12-07",146.11,149.89,145.5,146.97,1936100,143.58
"2011-12-08",145.59,145.94,141.02,141.93,1620100,138.66
"2011-12-09",141.54,142.89,138.84,141.56,1958100,138.29
"2011-12-12",139.36,140.31,137.23,139.35,1755200,136.13
"2011-12-13",140.38,141.38,132.76,134.72,2290700,131.61
"2011-12-14",134.27,134.57,129.38,129.97,2065000,126.97
"2011-12-15",132.32,132.47,128.03,130.16,1684600,127.16
"2011-12-16",130.79,132.25,129.41,129.89,2148800,126.89
"2011-12-19",129.93,132,128.51,129.87,1620600,126.87
"2011-12-20",133.08,138.48,132.77,137.93,1688000,134.75
"2011-12-21",137.27,138.92,136.15,138.23,1501400,135.04
"2011-12-22",139.08,143.75,139.01,142.74,1492200,139.45
"2011-12-23",143.29,145.5,142.74,144.15,904400,140.82
"2011-12-27",144.3,146.54,142.01,145.81,1076400,142.45
"2011-12-28",145.88,146.49,141.29,142.25,1031500,138.97
"2011-12-29",139.28,144.69,139,143.99,1329800,140.67
"2011-12-30",144.63,147.29,143.7,144.98,1023600,141.63
"2012-01-03",149.58,154.46,149.58,153.81,1848900,150.26
"2012-01-04",156.56,158.75,155.45,157.99,2526100,154.34
"2012-01-05",157.48,161.39,156.83,159.66,2348200,155.98
"2012-01-06",161.17,161.17,156.47,157.99,1963600,154.34
"2012-01-09",159.29,160.25,158.01,159.8,1499000,156.11
"2012-01-10",164.01,166.69,164.01,166.21,2002400,162.38
"2012-01-11",165.43,167.67,162.26,167.16,1919900,163.3
"2012-01-12",162.4,168.23,159.09,166.29,3255200,162.45
"2012-01-13",164.82,172.7,163.74,172.55,2685800,168.57
"2012-01-17",171.99,174.49,170.42,172.68,2281100,168.7
"2012-01-18",172.22,175.24,166.5,167.79,3161300,163.92
"2012-01-19",168.97,171.44,167.36,171.18,2062500,167.23
"2012-01-20",171.08,177.64,170.69,175.49,2486800,171.44
"2012-01-23",175,176.19,172.25,173.48,1710800,169.48
"2012-01-24",171.79,172.83,168,172.36,1441500,168.38
"2012-01-25",172.22,181.73,171.28,181.06,2808000,176.88
"2012-01-26",180.75,183.67,173.39,174.05,2627200,170.03
"2012-01-27",172.82,181.66,172.82,179.59,1819400,175.45
"2012-01-30",176.35,178.48,173.1,177.06,1413200,172.97
"2012-01-31",179.98,181.36,174.54,177.38,1772900,173.29
"2012-02-01",179.85,184.71,179.13,183.81,2366200,179.57
"2012-02-02",184,185.65,182.1,182.3,1380200,178.09
"2012-02-03",185.03,187.87,183.62,186.75,2400800,182.44
"2012-02-06",186.35,188.5,184.5,187.42,1691700,183.1
"2012-02-07",187.16,189.5,183.66,188.5,1792800,184.15
"2012-02-08",190.03,192.4,187.04,189.51,1728100,185.14
"2012-02-09",190.32,192.36,185.39,185.73,2432400,181.44
"2012-02-10",182.07,182.53,179.53,180.15,1816500,176.37
"2012-02-13",182.51,184.42,180.31,182.31,1538400,178.49
"2012-02-14",182.04,182.22,176.27,177.9,2044300,174.17
"2012-02-15",178.51,180.83,177.07,179.18,2187100,175.42
"2012-02-16",179.14,180.78,172.6,175.89,3354800,172.2
"2012-02-17",177.57,179.47,175,178.84,1711300,175.09
"2012-02-21",179.34,187.91,179.26,184.3,2192800,180.44
"2012-02-22",183.79,188.25,183.79,186.04,1359000,182.14
"2012-02-23",185.58,189.46,182,187.32,1908700,183.39
"2012-02-24",187.28,188.3,183.59,183.88,1190200,180.03
"2012-02-27",182.85,189.79,181.25,189.13,1939400,185.17
"2012-02-28",189.51,195.48,188.88,191.56,2585800,187.54
"2012-02-29",192.69,193.46,184.75,186,2708600,182.1
"2012-03-01",189.32,189.71,184.9,189.23,1788500,185.26
"2012-03-02",188.52,192,186.82,188.25,1513300,184.3
"2012-03-05",184.7,185.8,176.2,177.98,3133400,174.25
"2012-03-06",174.2,174.75,168.35,168.97,3299700,165.43
"2012-03-07",172.04,177.6,170.68,175.84,2493800,172.15
"2012-03-08",179.5,183.5,177.95,183,2159200,179.16
"2012-03-09",182.88,184.16,178.13,178.73,1941400,174.98
"2012-03-12",178.48,182.51,178.48,180,1548400,176.23
"2012-03-13",182.1,182.93,178.08,180.27,1611400,176.49
"2012-03-14",179.59,181.87,178.37,181.5,1395700,177.7
"2012-03-15",182.24,184,180.1,181.15,1226100,177.35
"2012-03-16",182.33,186.6,182,184.21,2194500,180.35
"2012-03-19",185.11,187.26,182.95,183.17,1442200,179.33
"2012-03-20",184.61,187.2,181.7,183.99,1982100,180.13
"2012-03-21",184.6,186.67,183.03,186.04,1222700,182.14
"2012-03-22",184,186.33,180.8,182.44,1456200,178.62
"2012-03-23",184.91,189.3,183.85,188.76,2120300,184.8
"2012-03-26",190.05,191.39,185.59,188.03,1953900,184.09
"2012-03-27",188.25,191.39,187.25,187.53,1452700,183.6
"2012-03-28",187.82,187.91,180.07,183.12,1679800,179.28
"2012-03-29",181.43,182.25,175.18,179.5,2648200,175.74
"2012-03-30",182.93,184.82,180.26,182.65,1890200,178.82
"2012-04-02",183.2,188.28,181.65,187.79,1509300,183.85
"2012-04-03",187.93,189.78,186.17,188.28,1532500,184.33
"2012-04-04",185.93,188.69,185.12,187.1,1540800,183.18
