"","ROP.Open","ROP.High","ROP.Low","ROP.Close","ROP.Volume","ROP.Adjusted"
"2010-07-30",61.28,62.83,60.92,62.5,537900,61.29
"2010-08-02",63.29,63.51,62.72,63.02,539000,61.8
"2010-08-03",62.97,63.94,62.54,63.5,706900,62.27
"2010-08-04",63.49,64,63.32,63.58,610600,62.35
"2010-08-05",63.07,63.85,63.06,63.43,304900,62.2
"2010-08-06",62.73,63.31,62.21,63.13,269400,61.91
"2010-08-09",63.52,63.87,63.22,63.73,160700,62.49
"2010-08-10",63.27,63.33,62.4,62.86,259900,61.64
"2010-08-11",61.75,61.75,60.22,60.5,694000,59.33
"2010-08-12",59.49,60.44,59.34,60.15,369300,58.98
"2010-08-13",59.86,59.98,59.28,59.42,448800,58.27
"2010-08-16",59.03,60.05,58.71,59.8,619800,58.64
"2010-08-17",60.28,61.25,60.03,60.97,524400,59.79
"2010-08-18",60.82,61.3,60.31,60.83,422800,59.65
"2010-08-19",60.39,60.62,59.25,59.55,449100,58.39
"2010-08-20",58.98,59.54,58.54,59.46,504300,58.31
"2010-08-23",59.85,60.42,59.18,59.28,357800,58.13
"2010-08-24",58.33,58.81,57.29,58.46,481600,57.33
"2010-08-25",57.99,58.08,56.96,57.83,1052300,56.71
"2010-08-26",58.23,59,57.81,57.87,606100,56.75
"2010-08-27",58.28,59.42,57.7,59.25,533700,58.1
"2010-08-30",59.03,59.37,57.98,58.02,331000,56.89
"2010-08-31",57.61,58.64,57.5,58.08,723800,56.95
"2010-09-01",58.9,60.41,58.85,60,453200,58.84
"2010-09-02",59.97,60.86,59.97,60.85,461300,59.67
"2010-09-03",61.34,61.96,61.08,61.96,461700,60.76
"2010-09-07",61.57,61.6,60.86,61,373700,59.82
"2010-09-08",61.01,62.46,60.9,62.27,703700,61.06
"2010-09-09",62.98,63.01,62.02,62.42,357600,61.21
"2010-09-10",62.48,62.73,62.09,62.29,388300,61.08
"2010-09-13",62.83,64.34,62.79,64.01,808900,62.77
"2010-09-14",64,64.07,63.54,63.71,366600,62.47
"2010-09-15",63.48,64,63,63.88,5e+05,62.64
"2010-09-16",63.77,64.02,63.54,63.97,457400,62.73
"2010-09-17",64.71,64.71,63.88,64.06,643200,62.82
"2010-09-20",64.22,65.03,64.19,64.94,496800,63.68
"2010-09-21",64.99,65.6,64.86,65.3,848800,64.03
"2010-09-22",65.16,65.29,63.6,64,903300,62.76
"2010-09-23",63.35,64.51,63.11,63.56,369600,62.33
"2010-09-24",64.45,65.54,64.28,65.34,548600,64.07
"2010-09-27",65.28,65.28,64.5,64.57,329800,63.32
"2010-09-28",64.87,65.69,64.03,65.59,544800,64.32
"2010-09-29",65.24,65.59,65.14,65.27,513100,64
"2010-09-30",65.62,66.37,64.75,65.18,732700,63.92
"2010-10-01",65.74,66.25,65.23,66.01,718500,64.73
"2010-10-04",65.88,65.88,64.67,64.98,463400,63.72
"2010-10-05",65.63,66.77,65.57,66.77,716100,65.47
"2010-10-06",66.8,67.09,66.57,66.95,425100,65.74
"2010-10-07",67.38,67.42,65.98,66.52,419400,65.32
"2010-10-08",66.72,66.78,65.94,66.32,666600,65.13
"2010-10-11",66.37,66.94,66.2,66.44,278500,65.24
"2010-10-12",66.31,66.51,65.35,66.2,439500,65.01
"2010-10-13",66.67,67.5,66.45,67.33,342000,66.12
"2010-10-14",67.27,67.57,66.21,66.8,385400,65.6
"2010-10-15",67.15,67.51,65.45,67.05,452900,65.84
"2010-10-18",67.07,68.13,66.8,68.07,480600,66.84
"2010-10-19",67.1,67.13,65.92,66.18,637700,64.99
"2010-10-20",66.45,67.62,66.45,67.47,582000,66.26
"2010-10-21",67.81,69.2,67.67,69.18,745200,67.93
"2010-10-22",69.19,69.52,68.87,69.5,796000,68.25
"2010-10-25",72.27,72.91,70.28,70.38,847200,69.11
"2010-10-26",70.09,70.91,69.5,70.43,723000,69.16
"2010-10-27",69.8,70.09,68.66,69.36,624500,68.11
"2010-10-28",69.4,70.08,69.08,69.58,329900,68.33
"2010-10-29",69.18,69.66,68.98,69.43,297400,68.18
"2010-11-01",69.9,70.52,69.26,69.76,258600,68.5
"2010-11-02",70.36,70.76,70.01,70.43,310000,69.16
"2010-11-03",70.47,70.64,69.18,70.26,502600,68.99
"2010-11-04",71,72.15,70.38,72.15,1082000,70.85
"2010-11-05",72.07,72.07,71.38,71.7,827200,70.41
"2010-11-08",71.39,71.6,71.03,71.39,329600,70.1
"2010-11-09",71.5,71.92,71.05,71.38,853800,70.09
"2010-11-10",71.36,72.17,70.86,72.15,601300,70.85
"2010-11-11",71.45,71.73,71.06,71.46,553500,70.17
"2010-11-12",70.85,71.35,70.41,70.87,314600,69.59
"2010-11-15",71.1,71.79,70.72,71.42,321600,70.13
"2010-11-16",70.93,70.93,69.19,69.79,686100,68.53
"2010-11-17",69.71,70.67,69.6,70.09,338200,68.83
"2010-11-18",70.89,71.89,70.85,71.22,336600,69.94
"2010-11-19",71.18,72.04,70.82,72.04,512900,70.74
"2010-11-22",71.57,72.25,70.95,72.15,384100,70.85
"2010-11-23",71.2,71.5,70.29,71.45,404300,70.16
"2010-11-24",71.92,73.49,71.71,73.46,382500,72.14
"2010-11-26",72.69,73.39,72.29,72.77,129000,71.46
"2010-11-29",72.08,72.49,71.13,72.22,253100,70.92
"2010-11-30",71.41,72.87,71.25,72.41,521800,71.11
"2010-12-01",73.73,74.31,73.3,73.75,514000,72.42
"2010-12-02",73.43,75.09,73.37,74.81,722800,73.46
"2010-12-03",74.47,75.37,74.36,75.29,550200,73.93
"2010-12-06",75.22,76.24,74.94,75.93,672100,74.56
"2010-12-07",76.8,76.8,76.16,76.59,708300,75.21
"2010-12-08",76.6,76.87,76.08,76.47,377700,75.09
"2010-12-09",76.86,77.02,76.41,76.85,410900,75.47
"2010-12-10",77.04,77.75,76.61,77.71,729600,76.31
"2010-12-13",77.81,78,77.22,77.33,1088800,75.94
"2010-12-14",77.41,78.05,77.09,77.37,655000,75.98
"2010-12-15",77.14,77.91,76.91,77.19,720300,75.8
"2010-12-16",77.4,78.43,76.81,78.43,415900,77.02
"2010-12-17",78.42,78.62,77.63,78.1,1383700,76.69
"2010-12-20",78.41,78.41,76.88,77.13,751000,75.74
"2010-12-21",77.49,77.98,77.23,77.86,642700,76.46
"2010-12-22",77.92,78.3,77.86,77.98,580100,76.58
"2010-12-23",77.92,78,76.73,76.79,396500,75.41
"2010-12-27",76.6,77.88,76.5,77.69,418100,76.29
"2010-12-28",77.71,77.99,77.22,77.37,317800,75.98
"2010-12-29",77.6,77.6,77.07,77.33,275800,75.94
"2010-12-30",77.31,77.71,76.81,76.85,246000,75.47
"2010-12-31",76.76,76.89,76.32,76.43,307100,75.05
"2011-01-03",77.12,78.11,76.98,77.06,464700,75.67
"2011-01-04",77.4,77.4,75.07,75.94,698800,74.57
"2011-01-05",75.61,76.48,75.49,76.25,383600,74.99
"2011-01-06",76.24,76.27,75.39,75.63,466800,74.38
"2011-01-07",75.71,76.02,73.71,74.87,870900,73.63
"2011-01-10",73.83,75.2,72.37,75.07,799100,73.83
"2011-01-11",75.36,76.08,75.03,75.58,356600,74.33
"2011-01-12",76.14,76.19,75.24,75.4,491100,74.15
"2011-01-13",75.38,75.64,74.92,75.25,400500,74
"2011-01-14",75.14,75.53,74.9,75.37,602700,74.12
"2011-01-18",75.41,75.99,75.2,75.67,653100,74.42
"2011-01-19",75.56,75.82,73.79,74.05,1197900,72.82
"2011-01-20",73.98,74.11,73.34,73.56,648200,72.34
"2011-01-21",74.24,74.83,73.81,73.92,447400,72.69
"2011-01-24",73.86,74.85,73.67,74.76,445400,73.52
"2011-01-25",74.47,75,73.88,74.93,504600,73.69
"2011-01-26",75.11,76.21,75.01,75.99,803900,74.73
"2011-01-27",75.92,76.9,75.74,76.66,548800,75.39
"2011-01-28",76.67,77.34,74.85,75.69,769600,74.43
"2011-01-31",78.12,79.9,77.26,77.69,1346200,76.4
"2011-02-01",78.34,79.02,77.42,78.91,680400,77.6
"2011-02-02",78.67,79.32,78.52,79.09,538100,77.78
"2011-02-03",79.07,79.3,78.5,79.11,481900,77.8
"2011-02-04",79,80.23,79,79.98,443500,78.65
"2011-02-07",80.05,80.83,80.01,80.7,504700,79.36
"2011-02-08",80.83,82.11,80.8,82.11,754500,80.75
"2011-02-09",81.71,82.3,81.45,82.16,500600,80.8
"2011-02-10",81.55,83.17,81.55,83.09,492900,81.71
"2011-02-11",82.61,84.18,82.41,83.74,697900,82.35
"2011-02-14",83.82,84.86,83.6,84.78,685200,83.37
"2011-02-15",84.29,84.75,83.92,84.47,608800,83.07
"2011-02-16",84.73,85.21,84.37,85.02,614200,83.61
"2011-02-17",84.8,84.92,84.45,84.59,592600,83.19
"2011-02-18",84.77,85.36,84.5,85.29,557900,83.88
"2011-02-22",84.2,84.73,83.15,83.49,749700,82.11
"2011-02-23",83.58,83.88,82.34,82.94,945300,81.56
"2011-02-24",83.14,83.28,81.79,82.23,668300,80.87
"2011-02-25",82.69,83.45,82.34,83.21,530200,81.83
"2011-02-28",83.67,84.32,83.4,84.13,548600,82.73
"2011-03-01",84.73,85,83.06,83.23,713700,81.85
"2011-03-02",83.1,84.98,83.02,84.71,586100,83.31
"2011-03-03",85.19,87.68,85.19,87.49,692800,86.04
"2011-03-04",87.23,87.41,85.59,85.95,945200,84.52
"2011-03-07",86.43,86.51,83.91,84.87,838100,83.46
"2011-03-08",84.92,86.05,84.38,85.86,508000,84.44
"2011-03-09",85.74,86.52,84.86,86.33,586200,84.9
"2011-03-10",85.16,85.42,84.02,84.36,407000,82.96
"2011-03-11",83.52,84.8,83.06,84.47,587700,83.07
"2011-03-14",83.86,84.35,82.75,83.62,465400,82.23
"2011-03-15",80.47,83.49,80.47,82.96,660700,81.58
"2011-03-16",82.83,83.42,81.21,81.88,512600,80.52
"2011-03-17",83.31,83.55,82.03,82.5,526900,81.13
"2011-03-18",84.02,84.19,83.45,84.15,979600,82.75
"2011-03-21",85.14,86.16,85.14,85.8,716000,84.38
"2011-03-22",85.87,86,84.85,85.33,460900,83.92
"2011-03-23",85.21,85.6,83.71,84.74,388100,83.33
"2011-03-24",85.21,85.45,84.33,85.07,328900,83.66
"2011-03-25",85.31,85.99,84.9,85.86,644900,84.44
"2011-03-28",85.94,86.13,85.09,85.17,264200,83.76
"2011-03-29",84.74,85.77,84.02,85.77,433200,84.35
"2011-03-30",86.08,86.22,85.57,85.73,745400,84.31
"2011-03-31",85.73,86.61,85.71,86.46,820900,85.03
"2011-04-01",86.69,88.47,86.45,88.33,683100,86.87
"2011-04-04",88.31,88.76,88.06,88.45,619300,86.98
"2011-04-05",88.65,88.65,87.48,87.6,605800,86.15
"2011-04-06",88.09,88.09,86.45,86.99,313800,85.66
"2011-04-07",86.81,87.35,86.03,86.24,448300,84.92
"2011-04-08",86.67,86.85,84.79,85.44,347300,84.13
"2011-04-11",85.52,85.82,84.71,85.2,377700,83.89
"2011-04-12",84.81,85.11,83.99,84.6,399200,83.3
"2011-04-13",85.18,85.42,84.28,84.77,398100,83.47
"2011-04-14",84.15,84.74,83.51,84.53,298000,83.23
"2011-04-15",84.81,85.58,84.13,84.85,911500,83.55
"2011-04-18",83.86,83.92,82.45,83.34,661100,82.06
"2011-04-19",83.42,84.07,83.19,83.8,616000,82.51
"2011-04-20",85.08,85.93,84.89,85.8,624700,84.48
"2011-04-21",86.2,86.52,85.54,86.37,770900,85.04
"2011-04-25",86.36,86.63,85.75,86.14,429500,84.82
"2011-04-26",88.25,88.56,86.4,87.2,994000,85.86
"2011-04-27",86.49,86.71,85.65,86.4,821800,85.07
"2011-04-28",86.4,87.14,86.11,86.5,613400,85.17
"2011-04-29",86.65,87.15,86.42,86.49,615000,85.16
"2011-05-02",86.92,87.28,86.1,86.18,491000,84.86
"2011-05-03",86.01,86.35,85.07,85.52,428900,84.21
"2011-05-04",85.55,86,83.74,83.82,1071300,82.53
"2011-05-05",83.48,85.04,82.99,83.98,651200,82.69
"2011-05-06",84.95,85.74,83.2,83.75,563000,82.46
"2011-05-09",83.74,84.14,83.31,83.86,547100,82.57
"2011-05-10",84.25,84.89,84.02,84.86,400800,83.56
"2011-05-11",84.85,84.97,82.97,83.54,339300,82.26
"2011-05-12",83.33,84.32,82.28,84,322000,82.71
"2011-05-13",83.85,84.38,82.59,82.67,297600,81.4
"2011-05-16",82.27,83.25,82,82.98,622700,81.71
"2011-05-17",82.7,83.06,81.86,82.15,458900,80.89
"2011-05-18",82.39,83.4,82.13,82.99,726600,81.72
"2011-05-19",83.57,83.91,83.08,83.38,434700,82.1
"2011-05-20",83.5,83.68,82.73,83.38,559200,82.1
"2011-05-23",82.07,82.51,81.5,82.07,320200,80.81
"2011-05-24",82.39,82.55,80.8,80.94,513400,79.7
"2011-05-25",80.34,82.46,79.79,82.09,588700,80.83
"2011-05-26",81.74,82.55,81.49,82.37,307300,81.11
"2011-05-27",82.78,83.17,82.48,82.99,251000,81.72
"2011-05-31",83.96,83.96,82.13,83.47,488500,82.19
"2011-06-01",83.1,83.55,80.15,80.17,505200,78.94
"2011-06-02",80.2,81.39,80.11,81.23,387500,79.98
"2011-06-03",80.08,80.9,79.6,79.68,512700,78.46
"2011-06-06",79.39,80.44,78.77,78.9,374000,77.69
"2011-06-07",79.27,80.28,78.66,79.89,1046100,78.66
"2011-06-08",79.77,80.22,79.2,79.59,595000,78.37
"2011-06-09",79.88,80.17,79.38,79.46,561800,78.24
"2011-06-10",79.13,79.56,78.45,78.6,617700,77.39
"2011-06-13",78.3,79.09,77.85,78.3,371800,77.1
"2011-06-14",79.15,80.33,79.07,79.86,705200,78.63
"2011-06-15",78.93,79.55,78.26,78.48,437900,77.28
"2011-06-16",78.65,79.7,77.85,78.88,438500,77.67
"2011-06-17",79.67,80.54,79.55,80.02,1046400,78.79
"2011-06-20",79.61,80.67,79.61,80.42,398400,79.19
"2011-06-21",81.05,82.29,80.58,82.2,633700,80.94
"2011-06-22",81.78,82.4,81.52,81.92,444400,80.66
"2011-06-23",80.81,82.13,80.16,81.53,641100,80.28
"2011-06-24",81.58,81.79,80.6,81.04,654300,79.8
"2011-06-27",80.64,81.21,80.19,80.88,408200,79.64
"2011-06-28",81.3,82.31,80.86,82.31,397200,81.05
"2011-06-29",82.62,83.23,82.05,82.73,308800,81.46
"2011-06-30",83.06,83.8,82.85,83.3,579400,82.02
"2011-07-01",83.47,83.98,82.92,83.75,1496000,82.46
"2011-07-05",83.72,83.97,83.18,83.58,761900,82.3
"2011-07-06",83.42,84.26,83,84.1,483400,82.92
"2011-07-07",84.9,85.14,84.44,84.8,446800,83.61
"2011-07-08",83.83,83.84,82.88,83.67,340300,82.49
"2011-07-11",82.58,82.85,81.73,82.13,344500,80.98
"2011-07-12",81.94,82,81.15,81.55,500900,80.4
"2011-07-13",81.92,82.73,81.45,82.1,400100,80.95
"2011-07-14",82.23,83.02,80.82,81.06,349200,79.92
"2011-07-15",81.5,82.21,80.87,82.17,533400,81.02
"2011-07-18",81.8,81.84,80.46,81.02,268300,79.88
"2011-07-19",81.46,82.12,81.39,82.1,577300,80.95
"2011-07-20",82.33,83,81.94,82.7,377200,81.54
"2011-07-21",83.14,84.17,82.46,83.92,471800,82.74
"2011-07-22",83.94,84.5,83.35,84.46,482700,83.27
"2011-07-25",86.08,87.96,85.91,87.13,1281100,85.91
"2011-07-26",87.01,87.41,85.87,86.2,523400,84.99
"2011-07-27",85.59,85.65,83.01,83.23,613600,82.06
"2011-07-28",83.24,83.62,81.93,82.32,777000,81.16
"2011-07-29",81.33,82.26,80.77,81.63,571900,80.48
"2011-08-01",82.43,82.65,79.29,80.28,629300,79.15
"2011-08-02",79.67,80.36,77.69,77.75,1190700,76.66
"2011-08-03",77.78,79.36,76.26,79.13,1174400,78.02
"2011-08-04",78.12,78.19,74.57,74.62,981100,73.57
"2011-08-05",75.47,76.29,71.93,73.23,1174800,72.2
"2011-08-08",71.48,72.14,67.71,67.74,889200,66.79
"2011-08-09",69.03,71.44,66.49,71.2,1087700,70.2
"2011-08-10",69.74,70.68,67.47,67.61,1094000,66.66
"2011-08-11",68.06,72.53,67.87,71.58,645200,70.57
"2011-08-12",72.05,72.81,70.93,72.63,546900,71.61
"2011-08-15",73.09,73.96,72.73,73.55,449800,72.52
"2011-08-16",72.76,73.14,70.88,71.06,644000,70.06
"2011-08-17",71.64,72.13,70.13,70.63,388100,69.64
"2011-08-18",68.44,68.58,66.85,67.53,1196100,66.58
"2011-08-19",66.51,68.46,65.84,65.97,591000,65.04
"2011-08-22",67.43,67.61,65.63,65.91,565200,64.98
"2011-08-23",66.18,68.65,65.69,68.65,781500,67.69
"2011-08-24",68.53,70.78,68.22,70.66,670200,69.67
"2011-08-25",70.98,71.82,69.18,70.65,1225500,69.66
"2011-08-26",70.4,72.67,68.87,72.26,540800,71.24
"2011-08-29",72.35,75.02,72.21,74.86,575100,73.81
"2011-08-30",74.37,76.08,73.98,75.53,434600,74.47
"2011-08-31",76.01,77.75,76.01,76.95,1317300,75.87
"2011-09-01",76.95,77.85,75.31,75.53,1058000,74.47
"2011-09-02",73.74,74.21,73,73.46,805400,72.43
"2011-09-06",71.12,72.62,70.45,72.34,605400,71.32
"2011-09-07",73.51,74.9,73.14,74.86,392300,73.81
"2011-09-08",74.39,75.16,73.35,73.41,542100,72.38
"2011-09-09",72.58,73.18,70.39,70.9,851100,69.9
"2011-09-12",70.02,71.03,69.29,71.01,605000,70.01
"2011-09-13",71.07,73.61,70.83,72.89,803800,71.87
"2011-09-14",73.4,73.79,71.52,72.93,978600,71.91
"2011-09-15",73.69,76.11,73.16,76.08,854400,75.01
"2011-09-16",76.72,76.79,75.28,75.97,999600,74.9
"2011-09-19",74.46,75.12,73.74,74.59,555900,73.54
"2011-09-20",75.09,75.43,73.3,73.37,399100,72.34
"2011-09-21",73.27,73.77,70.93,70.93,583400,69.93
"2011-09-22",68.65,69.1,66.76,67.57,656400,66.62
"2011-09-23",67.11,70.53,67.11,69.95,831900,68.97
"2011-09-26",70.45,70.77,68.52,70.44,780100,69.45
"2011-09-27",71.89,72.89,71.23,71.79,885100,70.78
"2011-09-28",71.9,72.69,70.85,71.36,856400,70.36
"2011-09-29",73.05,73.78,70.7,72.12,750300,71.11
"2011-09-30",71.02,72.1,68.9,68.91,904400,67.94
"2011-10-03",68.5,69.03,65.96,66.4,840700,65.47
"2011-10-04",65.31,70.11,64.9,70.01,1e+06,69.03
"2011-10-05",69.94,72.11,69.18,72.02,963300,71.12
"2011-10-06",72.02,73.52,71.23,73.5,798000,72.58
"2011-10-07",73.82,74.24,72.35,73.12,526900,72.21
"2011-10-10",74.53,75.95,74.15,75.81,413200,74.86
"2011-10-11",75.43,76.58,75.07,76.15,344100,75.2
"2011-10-12",76.47,78.46,76.25,77.49,519500,76.52
"2011-10-13",76.52,76.83,75.12,75.53,573500,74.59
"2011-10-14",77.61,78.5,77.08,77.96,669200,76.99
"2011-10-17",77.54,77.81,74.98,75.11,508600,74.17
"2011-10-18",75.19,77.9,74.98,77.22,689600,76.26
"2011-10-19",76.93,77.9,76.37,76.57,620900,75.61
"2011-10-20",76.64,77.24,75.61,76.32,643800,75.37
"2011-10-21",77.54,77.88,76.26,77.69,1071500,76.72
"2011-10-24",69.8,79.46,69.8,78.85,1215700,77.86
"2011-10-25",78.51,79.28,76.71,78.5,844100,77.52
"2011-10-26",79.58,79.92,77.94,79.54,643600,78.55
"2011-10-27",82.03,82.8,81.42,82.43,960700,81.4
"2011-10-28",81.93,83.33,81.71,82.89,527900,81.85
"2011-10-31",81.48,82.67,80.71,81.1,578300,80.09
"2011-11-01",78.65,80.1,77.98,78.92,713400,77.93
"2011-11-02",80.33,81.49,79.79,81.01,415400,80
"2011-11-03",82.09,84.49,80.89,84.24,528000,83.19
"2011-11-04",83.8,83.8,82.44,83.3,480200,82.26
"2011-11-07",82.92,84.2,82.09,84.17,522500,83.12
"2011-11-08",84.66,85.25,83.48,84.81,434000,83.75
"2011-11-09",82.64,83.19,81.06,81.59,510500,80.57
"2011-11-10",82.67,83.35,81.87,82.55,443800,81.52
"2011-11-11",83.75,85.67,83.75,85.41,452600,84.34
"2011-11-14",85.01,85.95,85.01,85.53,515400,84.46
"2011-11-15",85.21,87.08,85.16,86.7,492300,85.62
"2011-11-16",85.71,86.4,84.74,84.9,547900,83.84
"2011-11-17",84.46,84.86,81.95,82.73,718000,81.7
"2011-11-18",83.72,84.16,82.51,83.28,503900,82.24
"2011-11-21",81.77,82.35,80.66,81.46,417200,80.44
"2011-11-22",81.43,81.98,80.77,81.56,417800,80.54
"2011-11-23",80.67,80.8,79.25,79.5,366800,78.51
"2011-11-25",79.32,80.66,78.95,79.43,178000,78.44
"2011-11-28",81.84,83.29,81.61,82.6,381300,81.57
"2011-11-29",82.77,83.58,82.55,82.83,480900,81.79
"2011-11-30",85.86,86.18,84.24,85.19,1075800,84.13
"2011-12-01",84.86,85.76,84.64,84.67,471300,83.61
"2011-12-02",85.44,86.13,84.47,84.53,373200,83.47
"2011-12-05",85.52,85.79,84.56,85.17,487300,84.11
"2011-12-06",85.15,85.4,84.36,84.67,358300,83.61
"2011-12-07",84.24,84.57,82.91,84.22,406300,83.17
"2011-12-08",84.09,84.66,82.92,83.16,512400,82.12
"2011-12-09",83.59,84.83,83.06,84.57,348000,83.51
"2011-12-12",83.81,83.81,81.9,82.95,482000,81.91
"2011-12-13",83.29,84.11,82.35,82.71,920400,81.68
"2011-12-14",82.2,82.29,81.16,81.42,655500,80.4
"2011-12-15",82.4,82.54,81.47,81.99,462400,80.97
"2011-12-16",82.8,84.08,82.4,83.08,733400,82.04
"2011-12-19",83.47,84.26,82.74,82.97,662400,81.93
"2011-12-20",84.69,87.09,84.55,86.95,550100,85.86
"2011-12-21",86.83,87.16,85.26,86.1,552700,85.02
"2011-12-22",86.52,87.8,86.23,87.49,422800,86.4
"2011-12-23",87.72,88.5,87.21,88.2,241400,87.1
"2011-12-27",88.12,88.92,87.29,88.42,200700,87.32
"2011-12-28",88.42,88.67,85.96,86.48,358300,85.4
"2011-12-29",86.84,87.48,86.52,86.99,619100,85.9
"2011-12-30",87.14,87.59,86.66,86.87,266800,85.78
"2012-01-03",88.69,89.13,87.33,88.21,559700,87.11
"2012-01-04",87.77,88.42,87.11,88.02,281000,87.06
"2012-01-05",87.61,89.6,86.68,89.47,527100,88.49
"2012-01-06",89.41,90.29,89.35,89.84,478400,88.86
"2012-01-09",89.88,90.54,88.95,90.4,308700,89.41
"2012-01-10",91.44,91.98,91.32,91.65,557300,90.65
"2012-01-11",91.43,92.44,91.16,92.06,304400,91.05
"2012-01-12",91.88,92.84,91.5,92.62,405400,91.61
"2012-01-13",91.85,92.82,91.81,92.82,347400,91.8
"2012-01-17",93.14,93.77,92.71,92.94,538300,91.92
"2012-01-18",92.74,93.62,91.89,93.62,544700,92.59
"2012-01-19",94,95.1,93.82,94.78,530800,93.74
"2012-01-20",94.66,95.09,93.84,94.08,346200,93.05
"2012-01-23",94.34,95.23,93.5,94.15,423400,93.12
"2012-01-24",93.43,95.05,93.43,95,234100,93.96
"2012-01-25",94.8,95.5,94.01,95.3,471400,94.26
"2012-01-26",95.4,96,93.92,94.25,499300,93.22
"2012-01-27",93.98,95.06,93.57,94.37,372900,93.34
"2012-01-30",93.59,94.52,93.21,94.34,422700,93.31
"2012-01-31",94.78,95.22,93.17,93.39,864300,92.37
"2012-02-01",93.63,96.91,93.63,96.48,939200,95.42
"2012-02-02",94.87,95.88,90.98,93.43,1730800,92.41
"2012-02-03",95.25,95.25,93.48,93.86,1108700,92.83
"2012-02-06",93.42,94.56,93.2,94.31,738700,93.28
"2012-02-07",93.85,94.75,93.52,94.6,419100,93.56
"2012-02-08",94.54,94.99,93.57,94.43,436800,93.4
"2012-02-09",94.19,94.53,93.37,94.42,264500,93.39
"2012-02-10",93.07,93.31,92.25,93.21,443700,92.19
"2012-02-13",93.65,94.3,93.06,94.29,420600,93.26
"2012-02-14",93.77,94.22,93.31,94.21,326300,93.18
"2012-02-15",94.4,94.61,92.8,93.35,328500,92.33
"2012-02-16",93.42,94.59,93.35,94.52,253000,93.49
"2012-02-17",95.04,95.16,94.13,94.66,342800,93.62
"2012-02-21",94.99,95.53,94.72,95.29,322900,94.25
"2012-02-22",95.11,95.73,94.48,95,380600,93.96
"2012-02-23",94.86,95.21,94.24,94.33,394400,93.3
"2012-02-24",94.58,95.35,93.85,94.58,439500,93.54
"2012-02-27",93.81,94.91,92.89,94.5,658900,93.47
"2012-02-28",94.49,94.49,92.73,93.19,675400,92.17
"2012-02-29",93.42,93.97,91.52,91.52,1579200,90.52
"2012-03-01",91.69,93.61,91.69,93.4,697900,92.38
"2012-03-02",93.33,93.87,92.92,93.53,569700,92.51
"2012-03-05",93.25,93.82,92.69,93.55,500400,92.53
"2012-03-06",92.18,92.46,91.31,91.65,581000,90.65
"2012-03-07",91.91,93.33,91.67,93,601600,91.98
"2012-03-08",93.61,94.44,93,94.24,457700,93.21
"2012-03-09",94.37,95.74,94.36,95.05,618900,94.01
"2012-03-12",94.92,95.83,94.92,95.55,540900,94.5
"2012-03-13",95.86,98,95.86,97.87,734100,96.8
"2012-03-14",98.28,99.52,97.88,99.15,1144300,98.06
"2012-03-15",98.99,99.38,98.39,99.08,639600,98
"2012-03-16",99.5,99.79,98.87,99.4,768200,98.31
"2012-03-19",99.56,99.59,98.65,99.44,362200,98.35
"2012-03-20",98.96,99.81,98.15,99.78,623900,98.69
"2012-03-21",99.5,99.99,99.19,99.83,339100,98.74
"2012-03-22",99.08,99.3,98.41,99.3,503800,98.21
"2012-03-23",99.44,99.89,98.77,99.7,392300,98.61
"2012-03-26",100.37,101.06,100.37,100.49,561500,99.39
"2012-03-27",100.57,101.02,100.39,100.71,357000,99.61
"2012-03-28",100.49,100.49,98.2,99.15,586700,98.06
"2012-03-29",98.48,99.1,98.09,98.78,782200,97.7
"2012-03-30",99.47,99.81,98.55,99.16,968200,98.07
"2012-04-02",99.18,99.81,98.53,99.26,612700,98.17
"2012-04-03",99.21,99.33,98.57,99.11,645900,98.02
"2012-04-04",98.37,98.6,97.57,98.26,366700,97.18
"2012-04-05",97.97,98.41,97.68,98.07,239700,97
"2012-04-09",96.55,97.38,95.73,96.94,417200,95.88
"2012-04-10",96.71,96.94,95.05,95.24,644400,94.2
"2012-04-11",96.16,97.66,95.32,96.36,446400,95.44
"2012-04-12",96.47,98.74,96.4,98.6,312000,97.66
"2012-04-13",98.47,98.71,97.44,97.69,385400,96.76
"2012-04-16",98.29,98.71,97.5,97.95,437700,97.02
"2012-04-17",98.71,100.66,98.46,99.9,609900,98.95
"2012-04-18",99.41,99.84,98.79,98.84,536800,97.9
"2012-04-19",99.02,99.08,96.26,96.95,1009400,96.03
"2012-04-20",97.25,99.69,97.21,98.14,671600,97.21
"2012-04-23",97.03,99.81,97,98.85,913000,97.91
"2012-04-24",98.24,99.41,97.71,98.8,511900,97.86
"2012-04-25",99.65,101.45,99.33,101.24,664800,100.28
"2012-04-26",100.58,102.12,100.58,102.12,818300,101.15
"2012-04-27",102.41,102.97,102.12,102.69,556500,101.71
"2012-04-30",102.49,102.54,101.29,101.9,558900,100.93
"2012-05-01",102,103.5,100.69,102.79,530000,101.81
"2012-05-02",102.06,103.18,101.65,102.99,450600,102.01
"2012-05-03",103.04,103.47,101.93,102.22,311200,101.25
"2012-05-04",101.73,101.78,99.44,100.73,557900,99.77
"2012-05-07",100.76,101.3,100.47,100.96,420000,100
"2012-05-08",100.48,101.49,99.63,101.13,480400,100.17
"2012-05-09",99.83,101.78,99.81,100.83,483600,99.87
"2012-05-10",101.86,101.98,100.84,101.66,430700,100.69
"2012-05-11",101.21,102.16,100.93,101.86,428500,100.89
