"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"2010-06-28",38.58,38.64,37.94,38.05,1177100,35.12
"2010-06-29",38.02,38.02,35.85,35.99,5362100,33.22
"2010-06-30",36.1,36.87,36.03,36.13,3811500,33.35
"2010-07-01",36.05,36.38,34.68,35.83,3313900,33.07
"2010-07-02",36.17,36.53,35.7,36.18,3733400,33.4
"2010-07-06",36.89,37.42,36.05,36.47,2830500,33.67
"2010-07-07",36.66,38.16,36.62,38.14,3152000,35.21
"2010-07-08",38.69,39.33,37.72,38.22,2770300,35.28
"2010-07-09",38.23,39.09,37.94,39,1448100,36
"2010-07-12",38.85,38.85,38.14,38.61,1544600,35.64
"2010-07-13",39.06,39.74,39.02,39.58,2036200,36.54
"2010-07-14",39.31,39.62,38.88,39.42,2066000,36.39
"2010-07-15",39.46,39.65,38.48,39.2,2311700,36.19
"2010-07-16",38.67,38.92,37.41,37.55,3344700,34.66
"2010-07-19",37.66,37.81,36.96,37.7,1754600,34.8
"2010-07-20",36.9,38.41,36.81,38.38,2031500,35.43
"2010-07-21",39.01,39.01,37.17,37.31,2422500,34.44
"2010-07-22",37.83,39,37.76,38.83,2247600,35.84
"2010-07-23",38.65,39.1,38.25,38.65,2528400,35.68
"2010-07-26",38.69,38.76,38.15,38.5,4472100,35.54
"2010-07-27",38.86,39.1,38.36,38.74,3247100,35.76
"2010-07-28",38.48,38.81,38.17,38.28,2536800,35.34
"2010-07-29",42.66,43.82,41.12,42.98,8814300,39.67
"2010-07-30",42.28,42.8,42.05,42.39,4416600,39.13
"2010-08-02",43.17,43.64,42.62,43.61,3261500,40.26
"2010-08-03",43.51,43.54,42.56,42.82,2987000,39.53
"2010-08-04",42.8,43.28,42.47,43.23,1816800,40.07
"2010-08-05",42.89,43.45,42.57,43.4,1719500,40.23
"2010-08-06",42.79,43.22,42.26,42.95,2476000,39.81
"2010-08-09",43.35,44.11,43.09,43.92,1963000,40.71
"2010-08-10",43.51,44.47,42.9,44.22,2916200,40.99
"2010-08-11",43.36,43.71,43,43.05,5374000,39.91
"2010-08-12",42.27,43.07,42.18,42.77,3405300,39.65
"2010-08-13",42.69,43.25,42.17,42.2,2341200,39.12
"2010-08-16",41.92,42.86,41.74,42.54,1992300,39.43
"2010-08-17",43.08,44.61,42.88,44.52,3244600,41.27
"2010-08-18",44.45,45.06,44.05,44.72,3054000,41.46
"2010-08-19",44.44,44.77,43.42,43.45,2655600,40.28
"2010-08-20",43.04,43.37,42.28,43.13,2763400,39.98
"2010-08-23",43.15,43.62,43.04,43.21,1925600,40.06
"2010-08-24",42.53,43.24,42.18,42.19,3842600,39.11
"2010-08-25",41.97,42.77,40.79,42.56,3499900,39.45
"2010-08-26",42.86,43.09,42,42.19,2573500,39.11
"2010-08-27",42.55,43.72,41.84,43.71,2829100,40.52
"2010-08-30",43.47,43.81,43.17,43.23,3183900,40.07
"2010-08-31",42.66,43.71,42.65,43.58,3415000,40.4
"2010-09-01",44.21,45.81,44.21,45.75,4046200,42.41
"2010-09-02",45.64,46.22,45.63,46.17,2725600,42.8
"2010-09-03",46.64,47.27,46.42,47.22,3110100,43.77
"2010-09-07",46.7,46.93,46.05,46.44,2330300,43.05
"2010-09-08",46.53,47.62,46.48,46.99,1752300,43.56
"2010-09-09",47.78,47.89,46.9,47.23,1960900,43.78
"2010-09-10",47.36,47.36,46.74,47.21,1779500,43.76
"2010-09-13",47.98,48.21,47.8,48.2,2292400,44.68
"2010-09-14",47.94,48.28,47.58,47.79,2177500,44.3
"2010-09-15",47.29,47.6,47.15,47.41,3036300,43.95
"2010-09-16",47.27,47.66,46.98,47.36,2030300,43.9
"2010-09-17",47.74,48.05,47.43,47.62,2332100,44.14
"2010-09-20",47.86,48.51,47.72,48.38,1617200,44.85
"2010-09-21",48.2,48.55,47.77,47.93,2217600,44.43
"2010-09-22",47.65,48.23,46.5,46.52,2956100,43.12
"2010-09-23",46,46.49,45.76,45.85,2627000,42.5
"2010-09-24",46.41,47.42,46.4,47.24,1924500,43.79
"2010-09-27",47.23,47.42,46.76,47.07,1660500,43.63
"2010-09-28",47.4,47.77,46.47,47.69,1939200,44.21
"2010-09-29",47.4,48.11,47.17,47.92,2114800,44.42
"2010-09-30",48.37,48.8,47.33,47.33,3130700,43.87
"2010-10-01",47.82,48.08,47.13,47.76,1905200,44.27
"2010-10-04",47.59,48.06,47.03,47.87,2416100,44.38
"2010-10-05",48.32,49.72,47.55,49.48,2882200,45.87
"2010-10-06",49.44,50.17,49.18,50.16,2589500,46.5
"2010-10-07",50.18,50.64,49.71,50,2220600,46.35
"2010-10-08",49.75,50.17,49.17,49.93,3071800,46.29
"2010-10-11",49.88,50.01,49.46,49.7,1748500,46.07
"2010-10-12",49.58,50.02,49.19,49.96,2070100,46.31
"2010-10-13",50.23,50.79,49.96,50.13,2403700,46.47
"2010-10-14",49.92,50.64,49.63,50.24,2236100,46.57
"2010-10-15",50.65,50.73,49.63,49.93,2760200,46.29
"2010-10-18",50.01,51.45,49.77,51.4,1568800,47.65
"2010-10-19",50.73,51.7,50.36,50.65,2486200,46.95
"2010-10-20",50.69,51.67,50.6,51.25,1776100,47.51
"2010-10-21",51.62,52.1,50.95,51.34,1806400,47.59
"2010-10-22",51.5,51.89,50.91,51.02,1832900,47.3
"2010-10-25",51.57,51.91,51.09,51.19,1684600,47.45
"2010-10-26",51.02,51.23,50.53,50.57,1903500,46.88
"2010-10-27",50.12,51.13,50.05,50.85,2068000,47.14
"2010-10-28",52.53,53.86,52.42,53.43,3633800,49.53
"2010-10-29",53.37,53.44,51.67,51.69,2870300,47.92
"2010-11-01",51.71,51.99,51.07,51.38,2267100,47.63
"2010-11-02",51.91,52.42,51.86,52.29,1568900,48.47
"2010-11-03",52.32,52.38,51.41,52.19,1826100,48.38
"2010-11-04",52.8,53.79,52.56,53.73,2070300,49.98
"2010-11-05",53.82,55.06,53.62,55.02,2116500,51.18
"2010-11-08",54.93,54.99,54.07,54.45,1954100,50.65
"2010-11-09",54.51,54.71,53.24,53.48,1959400,49.75
"2010-11-10",53.42,54.15,53,54.09,1409900,50.31
"2010-11-11",53.42,54.06,53.18,53.71,1151300,49.96
"2010-11-12",53.3,53.44,52.33,52.93,1239600,49.24
"2010-11-15",53.17,53.54,52.54,52.6,1361400,48.93
"2010-11-16",52.16,52.39,51.17,51.72,2245700,48.11
"2010-11-17",51.85,51.98,51.29,51.48,1465400,47.89
"2010-11-18",52.22,53.06,52.07,52.59,1232500,48.92
"2010-11-19",52.45,52.65,51.98,52.41,1296400,48.75
"2010-11-22",52.2,52.36,51.64,51.98,1492900,48.35
"2010-11-23",51.28,51.53,50.92,51.29,1995800,47.71
"2010-11-24",51.32,52.25,51.32,52.2,1330200,48.56
"2010-11-26",51.59,52.19,51.34,51.81,564700,48.19
"2010-11-29",51.4,52.74,50.62,52.53,2147500,48.86
"2010-11-30",51.81,52.31,51.71,51.84,2428100,48.22
"2010-12-01",52.7,53.12,52.53,52.98,1269800,49.28
"2010-12-02",52.94,53.86,52.73,53.71,2153600,49.96
"2010-12-03",53.41,54.24,53.14,54.14,2171500,50.36
"2010-12-06",53.95,54.11,53.65,53.98,1487600,50.21
"2010-12-07",54.58,55,54.34,54.68,2303000,50.86
"2010-12-08",54.83,55.38,54.42,55.35,2068100,51.49
"2010-12-09",55.86,57,55.28,55.88,1762800,51.98
"2010-12-10",56.06,56.06,55.44,55.67,2062800,51.78
"2010-12-13",56,56.37,55.36,55.87,1873700,51.97
"2010-12-14",55.92,55.97,54.83,55.12,1571300,51.27
"2010-12-15",55.03,55.72,55.03,55.09,1517200,51.25
"2010-12-16",55.05,55.85,54.88,55.74,2281500,51.85
"2010-12-17",55.47,55.68,55.16,55.2,2604100,51.35
"2010-12-20",55.47,55.47,54.69,54.9,1623600,51.07
"2010-12-21",55.28,57.67,55.08,57.61,4444500,53.59
"2010-12-22",57.54,57.99,57.33,57.96,1770200,53.91
"2010-12-23",57.72,57.94,57.42,57.73,1472500,53.7
"2010-12-27",57.36,57.87,57.32,57.74,889300,53.71
"2010-12-28",57.73,58.13,57.55,57.76,931900,53.73
"2010-12-29",57.86,58.17,57.73,57.97,1061000,53.92
"2010-12-30",57.93,58.17,57.55,57.67,1682900,53.65
"2010-12-31",57.51,57.64,57.16,57.55,1434900,53.53
"2011-01-03",58.22,59.56,58.21,59.34,2364900,55.2
"2011-01-04",59.41,59.56,58.53,58.94,2306300,54.83
"2011-01-05",58.74,59.96,58.58,59.89,1867200,55.71
"2011-01-06",59.82,60.32,59.62,60.08,1474300,55.89
"2011-01-07",60.3,60.64,59.41,60.26,1831700,56.05
"2011-01-10",59.85,60.23,59.15,60.01,1477800,55.82
"2011-01-11",60.22,60.92,60.01,60.86,2233100,56.61
"2011-01-12",61.39,61.82,60.85,61.1,1815800,56.84
"2011-01-13",61.22,61.59,60.16,60.53,2007900,56.31
"2011-01-14",60.51,60.94,59.97,60.88,2183700,56.63
"2011-01-18",60.97,61.12,60.65,61,1673300,56.74
"2011-01-19",60.72,60.88,59.76,59.91,1338600,55.73
"2011-01-20",59.93,60.35,59.13,59.62,1183300,55.46
"2011-01-21",59.97,60.8,59.97,60.36,1217900,56.15
"2011-01-24",60.21,61.26,59.99,61,1192100,56.74
"2011-01-25",60.73,61.13,60.12,61.11,1522700,56.85
"2011-01-26",61.25,61.8,60.91,61.07,1290000,56.81
"2011-01-27",61.34,62.56,61.26,62.49,1355400,58.13
"2011-01-28",62.32,62.74,60.28,60.31,1651200,56.1
"2011-01-31",60.69,62.09,60.46,61.65,1740200,57.35
"2011-02-01",62.18,63.01,62.15,62.92,1591200,58.53
"2011-02-02",61.89,62.75,61.72,62.47,2052700,58.11
"2011-02-03",58.8,59.27,57.29,58.18,8080000,54.12
"2011-02-04",57.96,58.29,57.77,58.08,3521700,54.03
"2011-02-07",58.13,58.91,58.08,58.7,3048600,54.6
"2011-02-08",58.5,60.28,58.5,60.14,3761200,55.94
"2011-02-09",59.82,61.9,59.75,61.21,3758500,57.11
"2011-02-10",60.52,61.92,59.85,61.89,2074200,57.74
"2011-02-11",62.48,64.01,62.32,63.87,3233500,59.59
"2011-02-14",63.84,64.8,63.64,64.29,3896700,59.98
"2011-02-15",63.81,64.46,63.25,63.4,2348400,59.15
"2011-02-16",63.81,64.51,63.77,64.36,1760700,60.05
"2011-02-17",64.27,64.48,63.61,64.29,1578300,59.98
"2011-02-18",64.37,65.12,64.01,64.73,1494900,60.39
"2011-02-22",63.71,64.21,62.66,63.13,1853000,58.9
"2011-02-23",63.16,63.75,62.27,63.31,2190400,59.07
"2011-02-24",63.14,63.85,62.1,63.3,1944200,59.06
"2011-02-25",63.76,64,62.97,63.52,1431100,59.26
"2011-02-28",63.84,64,62.85,63.32,1485200,59.08
"2011-03-01",63.64,64,62.11,62.74,1702700,58.54
"2011-03-02",62.68,62.91,61.55,61.8,1719200,57.66
"2011-03-03",62.43,64.2,62.43,64,1927800,59.71
"2011-03-04",63.66,63.82,62.44,63.27,1991500,59.03
"2011-03-07",63.54,64.14,62.47,62.69,1600100,58.49
"2011-03-08",62.73,63.85,62.41,63.49,1775400,59.24
"2011-03-09",63.34,63.69,62.07,62.21,2174700,58.04
"2011-03-10",61.39,62.42,60.59,61.7,2297600,57.57
"2011-03-11",61.51,62.36,61.07,62.18,1462400,58.01
"2011-03-14",61.68,61.79,60.31,61.56,1923800,57.44
"2011-03-15",59.16,60.28,58.75,59.95,3071400,55.93
"2011-03-16",59.82,60.07,57.97,58.63,2638200,54.7
"2011-03-17",59.8,60.38,59.37,59.83,1984500,55.82
"2011-03-18",60.85,61.59,60.41,61.22,2423100,57.12
"2011-03-21",62.18,62.19,61.08,61.18,2264400,57.08
"2011-03-22",61.05,61.12,59.48,59.5,3288000,55.51
"2011-03-23",59.1,60.11,58.64,59.74,2782700,55.74
"2011-03-24",60.03,60.3,59.21,60.26,1920100,56.22
"2011-03-25",60.26,61.12,60.01,60.86,1875000,56.78
"2011-03-28",60.77,61.4,60.64,60.94,1520700,56.86
"2011-03-29",60.78,61.24,60.65,61.2,1783900,57.1
"2011-03-30",61.61,61.85,61.28,61.4,1555000,57.29
"2011-03-31",61.33,61.47,60.96,61.08,1473600,56.99
"2011-04-01",61.63,62.53,61.48,62.48,1676500,58.29
"2011-04-04",62.42,62.95,62.36,62.62,1186600,58.42
"2011-04-05",62.37,62.49,61.68,62.02,1073000,57.86
"2011-04-06",62.37,62.54,61.38,61.52,1493300,57.4
"2011-04-07",61.57,63.66,61.53,63.07,2918700,58.84
"2011-04-08",63.5,63.78,62.7,62.93,1216000,58.71
"2011-04-11",62.84,63.45,62.12,62.41,1168300,58.23
"2011-04-12",62.1,62.76,61.76,62.05,1537900,57.89
"2011-04-13",62.47,62.92,61.48,61.84,1054400,57.7
"2011-04-14",61.53,61.73,61.19,61.42,1072800,57.3
"2011-04-15",61.75,61.94,61.11,61.61,1311100,57.48
"2011-04-18",60.78,61.64,60.47,61.34,2178500,57.23
"2011-04-19",61.4,61.81,60.91,61.21,1165900,57.11
"2011-04-20",62.15,62.52,61.77,62.3,1176600,58.13
"2011-04-21",62.43,63.61,62.15,63.52,1381700,59.26
"2011-04-25",63.4,63.54,62.18,62.62,1342700,58.42
"2011-04-26",60.72,62.1,60.4,60.88,4100000,56.8
"2011-04-27",61.13,61.23,59.83,61.04,2632200,56.95
"2011-04-28",61.1,62.4,61,62.17,1945800,58
"2011-04-29",62.2,62.39,61.7,62.06,1587900,57.9
"2011-05-02",62.37,62.52,61.61,61.73,1378200,57.59
"2011-05-03",61.28,61.76,60.85,61.71,1339200,57.58
"2011-05-04",61.19,61.44,59.81,60.49,2309500,56.65
"2011-05-05",59.99,60.62,59.74,60.06,1878400,56.25
"2011-05-06",60.56,61.7,60.56,61.2,2704800,57.31
"2011-05-09",61.51,62.01,61.2,61.92,1683100,57.99
"2011-05-10",62.05,63.33,61.99,63.03,2270100,59.03
"2011-05-11",62.75,63.68,62.22,62.51,1738000,58.54
"2011-05-12",62.43,63.4,62.01,63.36,1900000,59.34
"2011-05-13",63.29,63.46,61.92,62.4,1916400,58.44
"2011-05-16",62.18,62.83,61.88,61.97,1123100,58.03
"2011-05-17",61.85,61.88,60.66,61.5,1814300,57.59
"2011-05-18",61.58,62.99,61.18,62.89,1696500,58.9
"2011-05-19",62.99,63.67,62.42,63.43,2558000,59.4
"2011-05-20",63.23,63.5,62.06,62.17,1301600,58.22
"2011-05-23",61.41,61.6,60.93,61.01,1447700,57.14
"2011-05-24",61.12,61.33,60.3,60.48,1656700,56.64
"2011-05-25",60.63,61.09,59.63,60.63,1798300,56.78
"2011-05-26",60.45,60.73,59.95,60.37,2494000,56.54
"2011-05-27",60.67,60.7,60.23,60.37,1635900,56.54
"2011-05-31",61.11,61.3,60.74,61.23,1827400,57.34
"2011-06-01",60.87,60.87,58.73,58.82,2646000,55.08
"2011-06-02",58.79,59.31,58.01,58.99,2071800,55.24
"2011-06-03",58.21,59.24,57.74,58.23,1585200,54.53
"2011-06-06",57.97,58.29,56.88,56.92,1545500,53.31
"2011-06-07",57.27,57.55,56.39,56.44,2492100,52.86
"2011-06-08",56.4,56.61,55.68,55.74,1683800,52.2
"2011-06-09",55.84,57.64,55.75,57.29,2310300,53.65
"2011-06-10",56.86,56.91,55.7,56.04,1817900,52.48
"2011-06-13",56.09,56.23,55.31,56.01,2091600,52.45
"2011-06-14",56.84,57.46,56.69,56.98,1513900,53.36
"2011-06-15",56.61,56.95,55.63,55.76,1852000,52.22
"2011-06-16",55.76,56.41,55.41,55.98,1629400,52.42
"2011-06-17",56.57,57,56.3,56.66,2216800,53.06
"2011-06-20",56.31,57.01,56.14,56.55,1300100,52.96
"2011-06-21",56.75,57.63,56.75,57.34,1330900,53.7
"2011-06-22",57.03,57.27,56.03,56.11,1743300,52.55
"2011-06-23",55.4,56.22,54.87,56.13,1932600,52.57
"2011-06-24",56.12,56.45,54.72,55.4,3543900,51.88
"2011-06-27",55.21,56.08,55.13,55.81,1684300,52.27
"2011-06-28",55.99,56.32,55.82,56.12,1142100,52.56
"2011-06-29",56.58,57.33,56.58,57.19,2283100,53.56
"2011-06-30",57.41,58,57.03,57.68,2104600,54.02
"2011-07-01",57.62,58.59,57.59,58.39,1523100,54.68
"2011-07-05",58.15,58.21,57.4,57.47,1621600,53.82
"2011-07-06",57.25,58.51,56.93,58.51,2746000,54.79
"2011-07-07",59.15,59.49,59.04,59.22,2117800,55.46
"2011-07-08",58.26,58.36,57.43,58.14,2210400,54.45
"2011-07-11",57,57.18,54.78,54.96,2631700,51.47
"2011-07-12",54.6,56.75,54.58,55.66,3134700,52.13
"2011-07-13",56.07,56.78,55.7,55.87,1955100,52.32
"2011-07-14",56.22,56.35,54.65,54.75,2089600,51.27
"2011-07-15",55,55.07,53.56,54.05,2461900,50.62
"2011-07-18",53.66,53.8,52.17,53.15,2600900,49.77
"2011-07-19",53.69,53.85,53.08,53.41,2022500,50.02
"2011-07-20",53.74,54.12,52.85,54.05,3908400,50.62
"2011-07-21",54.31,55.63,54.31,55.31,2605400,51.8
"2011-07-22",55.38,55.63,54.86,55.38,1318000,51.86
"2011-07-25",54.6,54.63,54,54.1,2251300,50.66
"2011-07-26",54.11,54.78,53.67,54.14,1815000,50.7
"2011-07-27",53.75,53.75,51.33,51.57,3345100,48.29
"2011-07-28",53.97,55.16,52.9,53.78,4178500,50.36
"2011-07-29",53.19,54.52,52.21,54.1,3419900,50.66
"2011-08-01",54.93,55.08,52.15,52.69,3387300,49.34
"2011-08-02",52.25,52.97,51.01,51.01,3668800,47.77
"2011-08-03",50.9,51.33,50.19,50.58,4364400,47.58
"2011-08-04",49.69,50.13,47.79,47.92,4976400,45.08
"2011-08-05",48.57,48.88,46.17,47.18,5150100,44.38
"2011-08-08",45.7,46.58,41.34,41.34,7289600,38.89
"2011-08-09",42.12,44.61,40.1,44.53,7836900,41.89
"2011-08-10",43.52,43.53,41.12,41.19,5663900,38.75
"2011-08-11",41.24,44.98,40.31,44.25,5447400,41.63
"2011-08-12",44.9,45.78,43.96,44.21,5022500,41.59
"2011-08-15",44.62,45.58,44.52,45.3,3650800,42.62
"2011-08-16",44.51,45.42,44.32,45.12,4306300,42.45
"2011-08-17",45.32,45.51,43.64,44.06,3962200,41.45
"2011-08-18",42.37,42.42,40.63,40.97,4833700,38.54
"2011-08-19",39.91,41.78,38.93,39.04,5856500,36.73
"2011-08-22",40.1,40.39,39.33,39.58,4017100,37.23
"2011-08-23",39.77,42.61,39.16,42.52,4923900,40
"2011-08-24",42.41,43.66,41.82,43.16,3837700,40.6
"2011-08-25",43.75,44.45,41.69,42.19,2839300,39.69
"2011-08-26",41.62,43.85,40.99,43.45,3216400,40.87
"2011-08-29",44.33,45.6,44.14,45.54,2531200,42.84
"2011-08-30",45.21,45.66,44.43,44.96,2524000,42.3
"2011-08-31",45.44,46.25,45.12,45.7,2921600,42.99
"2011-09-01",45.67,45.8,43.91,43.97,2692700,41.36
"2011-09-02",42.7,43.21,42.36,42.37,2538600,39.86
"2011-09-06",40.72,41.84,40.44,41.47,2496700,39.01
"2011-09-07",42.43,44.05,42.28,43.84,2380100,41.24
"2011-09-08",43.16,43.84,42.68,42.87,1869200,40.33
"2011-09-09",42.24,42.68,41.21,41.73,2304300,39.26
"2011-09-12",40.93,42.07,40.34,42.02,2802200,39.53
"2011-09-13",42.17,43.11,41.6,42.92,3100200,40.38
"2011-09-14",43.78,44.57,42.51,43.8,2548400,41.2
"2011-09-15",44.63,45.08,43.86,44.97,2451600,42.3
"2011-09-16",45.21,45.49,43.92,45.07,3236500,42.4
"2011-09-19",43.9,44.23,42.8,43.8,2716000,41.2
"2011-09-20",44,44.74,43.51,43.53,2561500,40.95
"2011-09-21",43.52,43.94,41.65,41.67,2601300,39.2
"2011-09-22",40.22,40.63,38.97,39.84,5639500,37.48
"2011-09-23",39.52,40.41,39.37,39.77,2404000,37.41
"2011-09-26",40.23,41.15,39.06,41.1,2235600,38.66
"2011-09-27",42.1,42.68,40.98,41.34,3015000,38.89
"2011-09-28",41.6,42,39.92,39.99,4175100,37.62
"2011-09-29",41.18,42,39.89,41.11,3575400,38.67
"2011-09-30",40.21,40.47,39.36,39.36,2695100,37.03
"2011-10-03",38.95,39.25,37.32,37.34,4678000,35.13
"2011-10-04",36.59,38.4,36,38.18,5e+06,35.92
"2011-10-05",38.28,39.34,37.76,39.05,3110800,36.74
"2011-10-06",38.83,40.78,37.85,40.71,3039500,38.3
"2011-10-07",41.01,41.26,39.04,39.06,2419800,36.75
"2011-10-10",40.05,41.09,39.93,41.08,1786700,38.65
"2011-10-11",40.72,41.72,40.28,41.44,1910600,38.98
"2011-10-12",41.83,43.68,41.77,42.92,2767900,40.38
"2011-10-13",42.36,42.57,40.51,41.56,2424800,39.1
"2011-10-14",43.39,43.58,42.07,42.88,1817600,40.34
"2011-10-17",42.52,42.77,40.79,40.93,2257400,38.5
"2011-10-18",41.07,43.07,40.67,42.69,2464300,40.16
"2011-10-19",42.5,42.92,40.7,40.9,3109200,38.48
"2011-10-20",40.77,41.86,40.4,41.7,2784900,39.23
"2011-10-21",42.24,43.47,42.1,43.46,3207600,40.88
"2011-10-24",43.74,45.06,43.59,44.7,2674600,42.05
"2011-10-25",44.09,44.09,41.9,42.05,3460500,39.56
"2011-10-26",42.95,43.21,41.2,42.86,4087100,40.32
"2011-10-27",49,49.91,47.51,48.53,6176900,45.65
"2011-10-28",48.29,49.03,47.7,48.74,3464400,45.85
"2011-10-31",47.25,47.65,46.66,46.68,3063900,43.91
"2011-11-01",45.2,45.49,43.84,44.09,3450300,41.48
"2011-11-02",45.09,45.5,44.14,45.16,2622000,42.71
"2011-11-03",45.71,47.26,44.63,46.82,2898700,44.28
"2011-11-04",46.05,46.47,44.9,46.26,2146500,43.75
"2011-11-07",46.08,46.97,45.54,46.93,2021300,44.38
"2011-11-08",47.44,48.62,47.35,48.36,3831500,45.73
"2011-11-09",46.71,46.87,45.24,45.35,3138800,42.89
"2011-11-10",46.33,46.58,45.17,45.6,2512100,43.12
"2011-11-11",46.46,47.32,46.43,47.22,1933800,44.65
"2011-11-14",46.76,47,46.08,46.78,2166000,44.24
"2011-11-15",46.33,47.35,46,46.88,2234300,44.33
"2011-11-16",46.28,46.55,45.29,45.35,2707000,42.89
"2011-11-17",45.22,45.26,43.9,44.17,3038300,41.77
"2011-11-18",44.55,44.74,43.93,44.21,1766900,41.81
"2011-11-21",44.06,44.17,42.59,43.08,1962600,40.74
"2011-11-22",42.92,43.31,42.26,42.73,2100700,40.41
"2011-11-23",42.15,42.31,41.29,41.31,2038800,39.07
"2011-11-25",41.15,42.12,41.1,41.51,770900,39.25
"2011-11-28",44.77,44.77,42.49,43.03,2491200,40.69
"2011-11-29",43.13,43.32,42.55,42.88,2185100,40.55
"2011-11-30",44.34,45.98,44.27,45.91,3035200,43.42
"2011-12-01",45.57,45.82,44.97,45.48,1205000,43.01
"2011-12-02",45.96,47.33,45.84,45.98,1555600,43.48
"2011-12-05",46.97,47.44,46.49,46.97,1607400,44.42
"2011-12-06",46.89,47.36,46.42,46.94,1574900,44.39
"2011-12-07",46.69,48.41,46.3,48.21,2105100,45.59
"2011-12-08",47.68,47.7,45.43,45.58,2684000,43.1
"2011-12-09",46,47.33,45.88,47.1,2704900,44.54
"2011-12-12",46.34,46.34,45.17,45.67,2440500,43.19
"2011-12-13",45.91,46.46,44.54,45.07,2860700,42.62
"2011-12-14",44.68,45.4,44.36,44.95,2832100,42.51
"2011-12-15",45.68,45.91,45.08,45.17,2799800,42.72
"2011-12-16",46.15,46.69,45.68,46.55,6187400,44.02
"2011-12-19",46.74,47.2,46.19,46.38,3029000,43.86
"2011-12-20",47.25,49.06,47.16,49,3132700,46.34
"2011-12-21",48.99,49.52,48.63,49.39,3903600,46.71
"2011-12-22",49.47,50.4,49.19,50.05,2299200,47.33
"2011-12-23",50.38,50.61,49.89,50.61,1131200,47.86
"2011-12-27",50.33,50.78,50.03,50.03,1425000,47.31
"2011-12-28",50.03,50.19,49.3,49.47,1195900,46.78
"2011-12-29",49.74,50.85,49.72,50.54,1278400,47.79
"2011-12-30",50.2,50.37,49.57,49.64,1763600,46.94
"2012-01-03",51.16,52.35,51.03,51.45,2166100,48.65
"2012-01-04",51.06,51.29,50.48,50.81,1931200,48.05
"2012-01-05",50.36,51.33,49.66,51.24,1716700,48.46
"2012-01-06",51.19,51.67,50.81,51.09,1740700,48.31
"2012-01-09",51.22,51.66,50.88,51.1,1740700,48.32
"2012-01-10",51.82,52.09,51.6,51.9,2976400,49.08
"2012-01-11",51.53,51.93,51.14,51.75,1985200,48.94
"2012-01-12",52.08,52.39,51.39,51.91,1900700,49.09
"2012-01-13",50.98,52.13,50.57,51.4,1951300,48.61
"2012-01-17",52.28,52.54,51.48,51.59,1601300,48.79
"2012-01-18",51.6,52.57,51.2,52.5,1366700,49.65
"2012-01-19",52.53,53.81,52.32,53.65,2081200,50.73
"2012-01-20",53.88,54.99,53.68,54.68,2474200,51.71
"2012-01-23",54.92,55.61,54.44,54.75,1908300,51.78
"2012-01-24",54.05,54.47,53.81,54.23,1895800,51.28
"2012-01-25",53.97,54.54,53.88,54.28,1944400,51.33
"2012-01-26",54.61,55.13,54.14,54.68,2967300,51.71
"2012-01-27",54.32,54.55,53.25,53.67,3209100,50.75
"2012-01-30",52.88,53.74,52.29,53.28,1509200,50.39
"2012-01-31",53.46,53.65,52.82,53.55,3069100,50.64
"2012-02-01",54.81,55.4,53.95,54.78,3408800,51.8
"2012-02-02",51.17,51.65,49.14,50.38,9200400,47.64
"2012-02-03",50.97,53.66,50.81,53.65,3605700,50.73
"2012-02-06",53.13,54.38,52.75,54.33,3008600,51.38
"2012-02-07",53.91,54.93,53.68,54.92,2921000,51.94
"2012-02-08",54.6,55.06,54.29,54.62,2754400,51.92
"2012-02-09",54.97,55.38,53.97,54.1,2719800,51.42
"2012-02-10",53.3,54.22,52.99,54.19,2332300,51.51
"2012-02-13",54.75,55.15,54.06,55.04,2153100,52.32
"2012-02-14",54.88,55.4,54.37,55.32,2688700,52.58
"2012-02-15",55.4,55.5,54.53,54.86,2788200,52.15
"2012-02-16",54.93,56.12,54.62,55.71,1498400,52.95
"2012-02-17",56.05,56.64,55.87,56.54,1585600,53.74
"2012-02-21",56.67,56.78,55.98,56.19,1703600,53.41
"2012-02-22",56.48,56.48,55.64,55.84,1942400,53.08
"2012-02-23",55.75,56.57,55.6,56.5,1743400,53.7
"2012-02-24",56.73,56.96,56.15,56.41,1168800,53.62
"2012-02-27",55.63,56.55,55.49,56.2,1226600,53.42
"2012-02-28",56.26,56.4,55.92,56.18,2233200,53.4
"2012-02-29",56.15,56.37,55.65,55.76,2558600,53
"2012-03-01",56.05,56.67,55.89,56.17,1384900,53.39
"2012-03-02",56.29,56.59,55.79,55.84,1090100,53.08
"2012-03-05",55.62,55.78,55.25,55.54,1740100,52.79
"2012-03-06",54.77,54.95,54.07,54.17,1625900,51.49
"2012-03-07",54.43,54.8,54.26,54.55,1252900,51.85
"2012-03-08",55.08,55.43,54.83,55.32,1404700,52.58
"2012-03-09",55.44,56.58,55.22,56.08,1358600,53.3
"2012-03-12",56.07,56.39,55.16,55.85,1183200,53.09
"2012-03-13",56.19,57.65,56.01,57.6,2242900,54.75
"2012-03-14",57.58,57.82,56.73,56.75,1725100,53.94
"2012-03-15",56.8,58.11,56.41,58.02,1810100,55.15
"2012-03-16",58.63,58.68,57.63,57.72,2253000,54.86
"2012-03-19",57.34,58.47,57.19,58.09,1410800,55.22
"2012-03-20",57.24,58.09,57.12,57.27,1933500,54.44
"2012-03-21",57.37,57.9,57.12,57.39,1655500,54.55
