"","PRU.Open","PRU.High","PRU.Low","PRU.Close","PRU.Volume","PRU.Adjusted"
"2010-06-28",57.98,58.22,56.92,57.47,4742900,51.32
"2010-06-29",56.4,56.66,54.02,54.36,6258600,48.54
"2010-06-30",54.47,55.29,53.47,53.66,5462600,47.92
"2010-07-01",53.52,54.21,51.29,53.89,7519600,48.12
"2010-07-02",54.48,55.09,53.17,53.89,4442000,48.12
"2010-07-06",55.54,55.97,53.69,54.37,4217700,48.55
"2010-07-07",54.82,55.95,54.73,55.76,6203400,49.79
"2010-07-08",56.12,56.43,55.17,56.11,4678000,50.1
"2010-07-09",56.03,56.63,55.82,56.4,4110300,50.36
"2010-07-12",56.16,56.9,55.83,56.27,2935700,50.25
"2010-07-13",57.21,57.44,56.55,56.88,5675200,50.79
"2010-07-14",56.52,56.72,55.35,56.01,3233800,50.01
"2010-07-15",56.32,56.32,54.63,55.98,3433100,49.99
"2010-07-16",55.19,55.44,53.26,53.42,4571700,47.7
"2010-07-19",53.67,54.1,52.63,53.35,5108900,47.64
"2010-07-20",52.23,53.71,51.97,53.66,6794100,47.92
"2010-07-21",54.08,54.88,52.52,52.71,4703200,47.07
"2010-07-22",53.45,54.99,53.15,54.68,5033600,48.83
"2010-07-23",54.58,55.64,54.17,55.42,2544500,49.49
"2010-07-26",55.33,55.96,54.91,55.47,3483700,49.53
"2010-07-27",55.95,56.39,55.52,55.76,4285800,49.79
"2010-07-28",55.64,56.12,55.29,55.44,2610400,49.5
"2010-07-29",55.99,56.77,55.16,56.04,5186400,50.04
"2010-07-30",55.44,57.61,54.98,57.29,5223400,51.16
"2010-08-02",58.43,58.5,57.35,58.38,5465500,52.13
"2010-08-03",58.1,58.16,56.87,57.12,4221200,51.01
"2010-08-04",57.4,57.65,56.33,56.71,4954700,50.64
"2010-08-05",57.27,58.56,55.91,58,6371300,51.79
"2010-08-06",57.06,59.17,57.06,59.08,6446400,52.76
"2010-08-09",59.36,59.71,58.97,59.54,2407800,53.17
"2010-08-10",58.76,59.52,58.57,59.23,3922200,52.89
"2010-08-11",58,58.14,56.5,56.6,4049100,50.54
"2010-08-12",55.75,56.18,55.34,55.5,4700600,49.56
"2010-08-13",55.41,56.15,55.31,55.49,2494500,49.55
"2010-08-16",55.18,55.33,54.21,54.72,3127200,48.86
"2010-08-17",55.46,56.19,55.04,55.68,2787400,49.72
"2010-08-18",55.75,55.82,54.86,55.37,2493100,49.44
"2010-08-19",55.15,55.18,52.78,52.87,4824500,47.21
"2010-08-20",52.5,52.62,51.22,52.44,5651000,46.83
"2010-08-23",52.71,52.97,51.81,51.94,3009800,46.38
"2010-08-24",51.27,51.49,50.56,50.61,4022500,45.19
"2010-08-25",50.18,50.62,48.56,50.39,7916400,45
"2010-08-26",50.65,51.12,49.43,49.65,4493300,44.33
"2010-08-27",50.14,51.47,48.96,51.43,4285800,45.92
"2010-08-30",51.21,51.31,50.01,50.08,3232400,44.72
"2010-08-31",50.06,50.9,49.47,50.6,3194500,45.18
"2010-09-01",51.25,52.85,50.83,52.79,3983700,47.14
"2010-09-02",53.09,53.62,52.71,53.51,3596200,47.78
"2010-09-03",54.21,55.16,54.19,55.03,4166400,49.14
"2010-09-07",54.07,54.71,53.35,53.44,2844100,47.72
"2010-09-08",53.59,54.42,53.59,53.79,2351100,48.03
"2010-09-09",54.83,55.19,54.22,54.65,2300100,48.8
"2010-09-10",54.62,54.62,53.71,53.87,3947100,48.1
"2010-09-13",54.92,55.72,54.75,55.18,3217300,49.27
"2010-09-14",55.03,55.24,54.37,54.69,3943100,48.84
"2010-09-15",54.26,55.59,53.94,55.56,4504500,49.61
"2010-09-16",55.23,55.52,54.73,55.39,1942000,49.46
"2010-09-17",55.47,55.87,54.8,55.22,4424700,49.31
"2010-09-20",53.94,56.44,53.94,56.3,4562100,50.27
"2010-09-21",55.63,57.79,55.41,57.56,8254300,51.4
"2010-09-22",57.06,57.95,56.03,56.45,5136000,50.41
"2010-09-23",55.68,56.06,54.42,54.55,4103400,48.71
"2010-09-24",54.98,56.05,54.98,56.01,5572800,50.01
"2010-09-27",55.79,56.08,55.53,55.73,3938500,49.76
"2010-09-28",55.77,56.04,54.89,55.8,3288000,49.83
"2010-09-29",57.58,57.58,56.06,56.53,7154200,50.48
"2010-09-30",53.84,55.1,53.58,54.18,11592900,48.38
"2010-10-01",54.18,54.84,52.9,53.07,7693100,47.39
"2010-10-04",52.63,53.61,52.33,52.55,5614000,46.92
"2010-10-05",52.95,54.27,52.12,54.02,6630500,48.24
"2010-10-06",53.85,54.44,53.23,54.13,5003400,48.34
"2010-10-07",54.31,54.31,53.65,53.82,3844600,48.06
"2010-10-08",53.79,54.2,53.56,54.04,3420800,48.25
"2010-10-11",53.69,53.98,53.22,53.45,2862800,47.73
"2010-10-12",53.32,54.07,53,53.98,3092700,48.2
"2010-10-13",54.14,55.38,53.99,54.4,4008000,48.58
"2010-10-14",54.12,55.38,53.53,54.18,4035800,48.38
"2010-10-15",54.49,54.57,53.15,53.82,4340200,48.06
"2010-10-18",53.57,54.74,53.55,54.66,7839000,48.81
"2010-10-19",53.48,54.51,52.86,53.24,4662800,47.54
"2010-10-20",53.3,54.49,53.1,54.23,3021900,48.42
"2010-10-21",54.5,55.09,53.8,54.34,3390700,48.52
"2010-10-22",54.3,54.3,52.6,52.71,5066800,47.07
"2010-10-25",53.11,53.66,52.92,52.98,3812200,47.31
"2010-10-26",52.68,53.69,52.67,53.52,2159400,47.79
"2010-10-27",53.01,53.86,52.5,53.25,4025300,47.55
"2010-10-28",53.53,53.75,52.85,53.03,2201900,47.35
"2010-10-29",52.9,53.02,52.06,52.58,3103800,46.95
"2010-11-01",52.95,53.57,52.1,52.66,2678000,47.02
"2010-11-02",53.19,53.61,52.79,52.97,2533600,47.3
"2010-11-03",53.21,54.13,52.62,54.11,4172100,48.32
"2010-11-04",54.06,56,53.71,55.59,6819800,49.64
"2010-11-05",55.74,56.5,55.29,55.64,6126500,49.68
"2010-11-08",55.4,55.56,54.85,54.99,3847500,49.1
"2010-11-09",55.16,55.5,54.6,54.89,5124500,49.01
"2010-11-10",55.21,55.78,54.9,55.78,4939600,49.81
"2010-11-11",55.21,55.45,54.51,55.02,6739500,49.13
"2010-11-12",54.87,55.5,54.5,54.5,25777500,48.67
"2010-11-15",54.59,55.49,54.31,54.53,8330200,48.69
"2010-11-16",54.53,54.79,52.9,53.26,11175500,47.56
"2010-11-17",53.4,54.26,53.07,53.86,6147600,48.09
"2010-11-18",54.28,54.67,54.01,54.47,4822800,48.64
"2010-11-19",53.45,54.22,53.23,53.78,5140300,49.06
"2010-11-22",53.4,53.52,52.29,52.84,4426200,48.2
"2010-11-23",52.16,52.22,51.54,51.59,5630200,47.06
"2010-11-24",52.04,52.52,51.79,52.44,2628500,47.84
"2010-11-26",51.84,52.1,51.48,51.54,1617800,47.02
"2010-11-29",51.49,51.63,50.63,51.33,4358900,46.82
"2010-11-30",50.67,51.31,50.53,50.68,4118600,46.23
"2010-12-01",51.58,52.07,51.02,51.95,5625600,47.39
"2010-12-02",51.95,53.98,51.95,53.92,5415500,49.19
"2010-12-03",53.47,53.79,52.86,53.64,7552300,48.93
"2010-12-06",53.35,53.8,53.26,53.45,2899100,48.76
"2010-12-07",54.47,54.47,53.4,53.64,4904000,48.93
"2010-12-08",53.7,55.5,53.65,55.46,7251400,50.59
"2010-12-09",55.77,56.48,55.47,56.33,5084500,51.38
"2010-12-10",56.45,56.86,55.75,56.83,4502800,51.84
"2010-12-13",57.18,57.32,56.57,56.74,5423300,51.76
"2010-12-14",56.85,56.9,56.2,56.33,4057000,51.38
"2010-12-15",56.21,57.21,56.01,56.52,4255000,51.56
"2010-12-16",56.99,58.11,56.79,57.36,5627600,52.32
"2010-12-17",57.4,58.33,57.16,58.09,8170900,52.99
"2010-12-20",58.26,58.7,57.89,58.48,4340700,53.35
"2010-12-21",58.68,59.6,58.68,59.56,3897500,54.33
"2010-12-22",59.5,60.08,59.5,59.95,3700900,54.69
"2010-12-23",59.7,59.91,59.08,59.38,2133600,54.17
"2010-12-27",59.19,59.85,58.92,59.71,2043300,54.47
"2010-12-28",59.76,60,59.41,59.46,2418000,54.24
"2010-12-29",59.66,59.75,58.95,58.95,2024900,53.77
"2010-12-30",58.9,59.19,58.23,58.52,1829000,53.38
"2010-12-31",58.5,58.84,58.26,58.71,1481400,53.56
"2011-01-03",59.43,60.87,59.21,60.69,3339300,55.36
"2011-01-04",60.62,61.22,60.5,61.02,3543800,55.66
"2011-01-05",60.88,61.45,60.75,60.99,3903900,55.64
"2011-01-06",61.18,61.54,60.73,61.42,3488000,56.03
"2011-01-07",61.4,61.61,59.93,60.2,3640700,54.91
"2011-01-10",59.73,60.36,58.87,59.87,2968500,54.61
"2011-01-11",60.08,60.74,59.88,60.42,2342100,55.12
"2011-01-12",60.58,61.58,60.37,61.57,3725600,56.16
"2011-01-13",61.51,61.97,60.42,60.98,3883700,55.63
"2011-01-14",60.83,61.72,60.52,61.7,3487500,56.28
"2011-01-18",61.57,62.39,61.21,61.93,3671400,56.49
"2011-01-19",61.84,61.92,59.92,60.29,3589000,55
"2011-01-20",60.25,60.85,59.71,60.81,3278700,55.47
"2011-01-21",61.4,61.69,60.97,61.46,2470600,56.06
"2011-01-24",61.52,61.72,60.8,61.31,2223600,55.93
"2011-01-25",60.98,61.52,60.67,61.41,2594500,56.02
"2011-01-26",61.92,62.71,61.5,62.56,2932400,57.07
"2011-01-27",62.43,63.19,62.05,63.16,3210800,57.61
"2011-01-28",63.34,63.34,61,61.11,3481400,55.74
"2011-01-31",61.31,62.02,61.22,61.51,2222000,56.11
"2011-02-01",62.27,63.66,62.25,63.4,3646300,57.83
"2011-02-02",63.29,63.69,62.24,62.33,2195000,56.86
"2011-02-03",62.46,62.79,61.37,62.42,2730900,56.94
"2011-02-04",62.38,63.26,62,62.91,2723200,57.39
"2011-02-07",63.3,64.1,63,64.02,3741600,58.4
"2011-02-08",63.9,64.24,63.64,64.01,3482600,58.39
"2011-02-09",63.7,63.99,62.66,63.13,4814500,57.59
"2011-02-10",64.74,65.25,63.66,65,6151700,59.29
"2011-02-11",64.87,65.26,63.67,65.14,3473300,59.42
"2011-02-14",65.02,65.02,63.6,64.25,4705600,58.61
"2011-02-15",63.99,65,63.69,64.9,3392700,59.2
"2011-02-16",65.05,66.74,64.62,66.68,4451100,60.83
"2011-02-17",66.22,67.5,65.87,67.32,3861400,61.41
"2011-02-18",67.52,67.52,66.53,67.02,3262800,61.14
"2011-02-22",66.04,66.94,64.52,64.77,4046800,59.08
"2011-02-23",64.81,65.4,63.32,63.88,3279300,58.27
"2011-02-24",63.58,64.26,62.95,64.01,4105800,58.39
"2011-02-25",64.19,64.82,63.93,64.77,2925400,59.08
"2011-02-28",65.15,66.25,65.01,65.83,4757100,60.05
"2011-03-01",66.09,66.57,64.56,64.96,4830700,59.26
"2011-03-02",64.08,64.08,62.49,62.52,8612400,57.03
"2011-03-03",64.13,64.65,63.82,64.64,6171600,58.96
"2011-03-04",64.42,64.63,63.1,63.87,3803700,58.26
"2011-03-07",64.32,64.88,62.84,63.15,3520900,57.61
"2011-03-08",62.93,64.43,62.88,64.24,3615700,58.6
"2011-03-09",64.15,64.98,64.05,64.44,2850900,58.78
"2011-03-10",63.43,64.32,63,63.09,4335300,57.55
"2011-03-11",61.95,63.37,61.89,63.1,3128100,57.56
"2011-03-14",62.22,62.27,60.67,61.26,5522900,55.88
"2011-03-15",58.42,60.33,56.4,60.09,12231700,54.81
"2011-03-16",60.28,60.73,57.64,58.32,6909500,53.2
"2011-03-17",59.27,59.87,58.48,59.5,4975300,54.28
"2011-03-18",60.42,61.34,59.7,60.63,4877300,55.31
"2011-03-21",61.63,62,60.87,61.15,2927000,55.78
"2011-03-22",61.16,61.65,61.02,61.11,2534000,55.74
"2011-03-23",60.87,60.96,60.15,60.53,2579700,55.22
"2011-03-24",61.07,61.07,60.21,60.94,2012000,55.59
"2011-03-25",61.23,61.71,60.74,61.02,3105000,55.66
"2011-03-28",61.31,61.31,60.35,60.52,2568700,55.21
"2011-03-29",60.35,60.64,59.83,60.6,2164600,55.28
"2011-03-30",60.84,61.43,60.67,61.03,2722100,55.67
"2011-03-31",60.95,61.8,60.52,61.58,2641600,56.17
"2011-04-01",61.78,62.95,61.56,62.52,2637600,57.03
"2011-04-04",62.57,63.49,62.56,63.22,2679500,57.67
"2011-04-05",63,63.15,62.59,63.15,2482200,57.61
"2011-04-06",63.5,64.38,63.33,64.32,3220500,58.67
"2011-04-07",64.16,64.45,63.34,63.49,3463100,57.92
"2011-04-08",63.94,64.19,62.09,62.28,2994400,56.81
"2011-04-11",62.35,63.36,62.35,62.74,2280200,57.23
"2011-04-12",62.16,62.53,61.25,61.57,3085900,56.16
"2011-04-13",62.11,62.38,60.68,60.8,2576800,55.46
"2011-04-14",60.45,60.65,59.69,60.4,3294800,55.1
"2011-04-15",61.16,61.37,60.35,61,4208800,55.64
"2011-04-18",60.12,60.53,59.65,60.11,3745300,54.83
"2011-04-19",60.34,60.34,59.46,59.56,4150100,54.33
"2011-04-20",60.56,61.2,60.15,60.93,3069800,55.58
"2011-04-21",61.35,61.99,61.04,61.73,2272600,56.31
"2011-04-25",61.7,61.73,60.94,61.12,1688300,55.75
"2011-04-26",61.59,61.98,61.36,61.55,1700000,56.15
"2011-04-27",61.57,61.89,60.47,61.58,2847600,56.17
"2011-04-28",61.6,63.65,61.5,63.39,3469100,57.82
"2011-04-29",63.24,63.53,62.83,63.42,2189300,57.85
"2011-05-02",63.81,64.08,63.09,63.5,3689600,57.93
"2011-05-03",63.1,63.81,62.76,63.18,3345700,57.63
"2011-05-04",63.3,63.5,62.22,62.43,2675000,56.95
"2011-05-05",62.15,63.34,60.67,62.99,5616200,57.46
"2011-05-06",63.67,64.41,63.35,63.7,4171500,58.11
"2011-05-09",63.54,64.35,63.51,63.83,2616300,58.23
"2011-05-10",64.23,64.5,64.1,64.45,2790000,58.79
"2011-05-11",64.39,64.96,63.61,63.84,3227900,58.24
"2011-05-12",63.67,64,62.43,63.96,2856700,58.34
"2011-05-13",63.87,64.13,62.62,63.13,2870300,57.59
"2011-05-16",62.85,64.12,62.78,63.21,2391900,57.66
"2011-05-17",62.91,63.5,62.72,63.28,2572500,57.72
"2011-05-18",63.2,63.99,63.03,63.99,2015400,58.37
"2011-05-19",64.2,64.7,63.9,64.62,2351700,58.95
"2011-05-20",64.51,64.79,63.53,63.61,2239500,58.03
"2011-05-23",62.66,63.14,62.36,62.39,2575800,56.91
"2011-05-24",62.53,62.77,61.27,61.54,3574600,56.14
"2011-05-25",62.2,62.7,61.04,62.2,3219100,56.74
"2011-05-26",62.49,63.75,62.45,63.57,3309000,57.99
"2011-05-27",63.84,64.06,63.01,63.17,2401800,57.62
"2011-05-31",64.12,64.18,63.15,63.78,2701300,58.18
"2011-06-01",63.35,63.55,60.73,60.77,5798500,55.43
"2011-06-02",61,62.07,60.69,61.81,4033100,56.38
"2011-06-03",60.76,61.87,60.56,61.26,4102700,55.88
"2011-06-06",60.96,61.3,59.28,59.56,4464000,54.33
"2011-06-07",59.98,60.34,59.45,59.56,3683700,54.33
"2011-06-08",59.83,60.1,58.88,59.4,3668000,54.19
"2011-06-09",59.9,60.48,59.51,60.13,2786000,54.85
"2011-06-10",59.78,59.84,58.53,59.04,3570600,53.86
"2011-06-13",59.64,59.74,58.83,59.64,2613800,54.4
"2011-06-14",60.23,61.07,59.76,60.36,2812400,55.06
"2011-06-15",59.59,59.85,57.38,57.77,5724500,52.7
"2011-06-16",57.9,58.89,57.66,58.32,3139300,53.2
"2011-06-17",58.91,59.48,58.72,59.19,4359200,53.99
"2011-06-20",58.94,60.21,58.8,59.65,2758700,54.41
"2011-06-21",59.77,60.98,59.77,60.92,2765900,55.57
"2011-06-22",60.54,61.29,60.26,60.36,2561800,55.06
"2011-06-23",59.36,60.49,58.61,60.4,4242300,55.1
"2011-06-24",60.33,60.44,59.01,59.71,3916400,54.47
"2011-06-27",59.92,60.9,59.71,60.8,3330900,55.46
"2011-06-28",61.15,62.08,60.99,62,3903100,56.56
"2011-06-29",62.26,63.18,62.17,63.06,3302200,57.52
"2011-06-30",63.34,63.81,62.95,63.59,2944700,58.01
"2011-07-01",63.45,64.88,63.32,64.77,3013100,59.08
"2011-07-05",64.02,64.53,63.5,64.17,3136800,58.54
"2011-07-06",63.7,64.16,63.11,63.96,2970700,58.34
"2011-07-07",64.66,65.3,64.49,65.26,3158600,59.53
"2011-07-08",63.91,64.52,63.47,64.38,3810700,58.73
"2011-07-11",63.26,63.76,61.97,62.15,4091000,56.69
"2011-07-12",61.58,62.99,61.53,61.59,3608500,56.18
"2011-07-13",62.05,62.77,61.36,61.47,3630400,56.07
"2011-07-14",61.88,62.26,60.7,60.89,3698000,55.54
"2011-07-15",61.29,61.41,60.1,60.76,4165400,55.43
"2011-07-18",60.29,60.56,59.12,59.78,3920000,54.53
"2011-07-19",60.11,60.4,59.34,59.99,4087000,54.72
"2011-07-20",60.49,60.91,60.05,60.31,3670500,55.02
"2011-07-21",60.8,62.2,60.8,61.62,4068600,56.21
"2011-07-22",61.59,61.79,60.84,60.93,2684600,55.58
"2011-07-25",59.82,60.47,59.67,60.21,2838900,54.92
"2011-07-26",60.13,60.84,59.73,60.1,3150700,54.82
"2011-07-27",59.64,59.92,58.22,58.3,4702000,53.18
"2011-07-28",58.43,59.04,58.15,58.36,5171300,53.24
"2011-07-29",57.8,59.57,57.68,58.68,4888800,53.53
"2011-08-01",59.42,59.62,57.53,58.21,4138000,53.1
"2011-08-02",57.63,58.25,56.63,56.65,4180600,51.68
"2011-08-03",56.79,57.48,55.68,57.07,5257900,52.06
"2011-08-04",57.46,58.03,54.57,54.74,9135000,49.93
"2011-08-05",55.37,56.06,52.43,53.99,8187700,49.25
"2011-08-08",51.55,53.78,47.37,48.14,11001200,43.91
"2011-08-09",49.42,52.63,47.98,52.58,10379700,47.96
"2011-08-10",51.49,51.57,47.62,47.77,11849200,43.58
"2011-08-11",48.39,52.47,48.01,51.59,8151000,47.06
"2011-08-12",52.01,52.84,50.74,50.95,5701600,46.48
"2011-08-15",51.41,52.52,51.09,52.5,4044400,47.89
"2011-08-16",51.78,52.5,50.66,50.7,5997800,46.25
"2011-08-17",50.75,51.58,50.27,50.89,4286100,46.42
"2011-08-18",49.01,49.03,46.92,47.15,8543200,43.01
"2011-08-19",47.45,48.79,46.3,46.49,8990500,42.41
"2011-08-22",47.97,48.18,45.79,45.91,5117200,41.88
"2011-08-23",46.01,47.42,45.34,47.39,5330400,43.23
"2011-08-24",47.22,48.72,46.96,48.38,5471300,44.13
"2011-08-25",49.16,50.03,46.76,47.17,6335500,43.03
"2011-08-26",46.75,48.11,45.65,47.56,4189200,43.38
"2011-08-29",48.5,50.26,48.5,50.16,3903400,45.76
"2011-08-30",49.56,50.01,48.66,49.33,4304500,45
"2011-08-31",49.77,50.71,49.5,50.21,4834600,45.8
"2011-09-01",50.17,50.48,48.8,48.87,4262800,44.58
"2011-09-02",47.41,47.71,46.6,46.6,3867400,42.51
"2011-09-06",45.27,45.8,44.54,45.32,5823400,41.34
"2011-09-07",46.5,48.78,46.2,48.73,5743200,44.45
"2011-09-08",48,48.72,46.95,47.07,5497300,42.94
"2011-09-09",46.38,47.23,45.58,46.14,7804000,42.09
"2011-09-12",45.22,46.8,45.05,46.8,6386400,42.69
"2011-09-13",46.89,47.79,46.25,47.5,6407600,43.33
"2011-09-14",47.83,49.18,46.51,48.41,7125400,44.16
"2011-09-15",49.16,50.7,48.84,50.68,6445300,46.23
"2011-09-16",51.1,51.84,50.53,51.45,6831700,46.93
"2011-09-19",50.16,50.16,48.48,49.56,7234800,45.21
"2011-09-20",49.87,50.57,48.98,48.98,4785200,44.68
"2011-09-21",49.01,49.6,45.69,45.73,6364900,41.72
"2011-09-22",43.91,44.94,43.05,44.03,9088200,40.16
"2011-09-23",43.13,44.52,43.13,43.93,6624000,40.07
"2011-09-26",44.6,46.26,43.89,46.11,7194800,42.06
"2011-09-27",47.5,48.52,46.56,46.96,6066100,42.84
"2011-09-28",47.05,47.88,45.11,45.19,5525000,41.22
"2011-09-29",46.71,48.06,46.24,48.06,5723600,43.84
"2011-09-30",46.99,48,46.6,46.86,5852000,42.75
"2011-10-03",45.98,46.87,43.89,43.91,7632700,40.05
"2011-10-04",43.13,45.41,42.45,45.25,7400000,41.28
"2011-10-05",45.1,47.18,44.36,46.86,6420400,42.75
"2011-10-06",46.75,48.41,45.82,48.27,4652100,44.03
"2011-10-07",48.64,48.8,45.95,46.02,4806400,41.98
"2011-10-10",47.09,48.81,47.09,48.74,4203200,44.46
"2011-10-11",48.14,50,47.74,49.72,4558700,45.35
"2011-10-12",50.06,51.83,50.06,51,4658900,46.52
"2011-10-13",50.89,51.09,49.1,49.75,8750700,45.38
"2011-10-14",50.79,51.94,50.26,50.92,5008000,46.45
"2011-10-17",50.13,50.37,48.76,48.97,4908000,44.67
"2011-10-18",48.94,52.14,48.37,51.59,6042300,47.06
"2011-10-19",51.4,52.14,50.02,50.21,4164400,45.8
"2011-10-20",50.41,51.99,49.9,51.75,4964600,47.21
"2011-10-21",52.3,53.25,51.87,53.23,5701900,48.56
"2011-10-24",53.14,54.67,53,54.52,6034100,49.73
"2011-10-25",53.93,53.93,51.7,51.9,5848700,47.34
"2011-10-26",53.05,53.87,51.43,53.52,6325900,48.82
"2011-10-27",56.04,57.95,55.61,57.32,6205500,52.29
"2011-10-28",56.9,57.49,56.43,57.3,4982700,52.27
"2011-10-31",54.82,56.01,54.16,54.2,5841300,49.44
"2011-11-01",51.73,53.23,51.02,51.52,6054200,47
"2011-11-02",52.77,53.89,52.5,53.67,4452500,48.96
"2011-11-03",52.46,53.26,50.02,53.05,8070400,48.39
"2011-11-04",52.26,52.57,51.32,52.19,14079900,47.61
"2011-11-07",52,53.38,51.37,53.31,13556400,48.63
"2011-11-08",53.87,54.82,52.97,54.48,5512000,49.7
"2011-11-09",52.38,52.64,51.43,51.87,8167000,47.32
"2011-11-10",52.88,53.48,51.87,52.91,4407900,48.26
"2011-11-11",53.77,54.59,53.77,54.05,3341100,49.3
"2011-11-14",53.72,54.3,53.07,53.55,3710100,48.85
"2011-11-15",53.01,54.07,52.23,53.39,3886700,48.7
"2011-11-16",52.55,53.36,51.81,51.9,5985800,47.34
"2011-11-17",51.97,52.24,50.23,50.49,6702100,46.06
"2011-11-18",49.61,49.65,48.44,48.53,9723400,45.58
"2011-11-21",47.6,48.26,47.13,47.84,5574300,44.93
"2011-11-22",47.57,48.33,46.9,46.95,5067500,44.09
"2011-11-23",46.32,46.35,45.17,45.17,4880000,42.42
"2011-11-25",44.95,45.98,44.69,44.91,1780100,42.18
"2011-11-28",46.83,47.25,46.33,46.96,5190800,44.1
"2011-11-29",47.06,47.59,46.61,46.86,3201300,44.01
"2011-11-30",48.92,50.76,48.4,50.64,5655600,47.56
"2011-12-01",50.01,50.52,49.42,49.96,3206600,46.92
"2011-12-02",50.51,51.48,50.25,50.4,3452900,47.33
"2011-12-05",51.25,52.45,50.98,51.56,3422400,48.42
"2011-12-06",51.61,51.83,50.91,51.41,3626700,48.28
"2011-12-07",50.95,52,50.13,51.71,3212400,48.56
"2011-12-08",50.88,50.88,49.2,49.38,4405300,46.38
"2011-12-09",49.76,50.99,49.65,50.39,7174200,47.33
"2011-12-12",49.43,49.43,48.09,48.62,4023800,45.66
"2011-12-13",48.95,49.68,47.19,47.77,4136900,44.86
"2011-12-14",47.45,48.23,46.75,47.66,4330500,44.76
"2011-12-15",48.56,48.74,47.81,47.91,3588900,45
"2011-12-16",48.3,48.75,47.77,48.07,5708100,45.15
"2011-12-19",48.37,48.4,46.77,46.98,3592200,44.12
"2011-12-20",47.98,49.44,47.79,49.16,4994700,46.17
"2011-12-21",49.19,49.48,48.48,49.33,3725900,46.33
"2011-12-22",49.56,50.59,49.36,50.48,2963400,47.41
"2011-12-23",50.74,50.98,50.2,50.92,1860900,47.82
"2011-12-27",50.59,51,50.25,50.49,1948500,47.42
"2011-12-28",50.64,50.64,49.43,49.5,2416600,46.49
"2011-12-29",49.55,50.55,49.44,50.31,1844900,47.25
"2011-12-30",50.09,50.41,50,50.12,1961500,47.07
"2012-01-03",51.47,52.09,51.09,51.3,3403700,48.18
"2012-01-04",50.82,51.7,50.41,51.5,2967900,48.37
"2012-01-05",51.06,52.96,50.62,52.54,3350500,49.34
"2012-01-06",52.63,53.41,52.2,52.73,3103800,49.52
"2012-01-09",52.82,53.03,52.06,52.26,2555900,49.08
"2012-01-10",53.2,53.8,53.04,53.42,3341200,50.17
"2012-01-11",53.2,54.48,52.97,54.35,3828700,51.04
"2012-01-12",54.56,55.17,54.45,55.11,3998900,51.76
"2012-01-13",54.36,55.51,53.34,55.25,3697000,51.89
"2012-01-17",55.67,55.96,54.41,54.63,3647500,51.31
"2012-01-18",54.49,56.31,54.26,56.12,3639100,52.71
"2012-01-19",56.44,57.31,56.39,56.94,2990700,53.48
"2012-01-20",56.78,57.96,56.67,57.36,3764500,53.87
"2012-01-23",57.27,58.72,57.15,58.25,2799500,54.71
"2012-01-24",57.68,58.37,57.34,58.08,2601500,54.55
"2012-01-25",57.79,58.13,56.85,57.78,4517900,54.27
"2012-01-26",57.99,58.35,53.7,55.59,10553000,52.21
"2012-01-27",55.18,57.51,55.09,57.22,6569800,53.74
"2012-01-30",56.52,57.6,56.02,57.38,3292200,53.89
"2012-01-31",57.87,58.2,56.91,57.24,4575900,53.76
"2012-02-01",57.9,58.86,57.5,58.33,2573300,54.78
"2012-02-02",58.34,58.59,57.9,58.32,2415400,54.77
"2012-02-03",59,59.97,58.99,59.87,4234800,56.23
"2012-02-06",59.34,60,59.11,59.99,2993000,56.34
"2012-02-07",59.6,60.68,59.45,60.43,2594400,56.75
"2012-02-08",60.37,60.78,59.87,60.54,3721600,56.86
"2012-02-09",60.83,61.23,58.3,59.85,4591000,56.21
"2012-02-10",59.02,59.2,58.51,59,2773700,55.41
"2012-02-13",59.15,60.51,59.15,60.17,3685900,56.51
"2012-02-14",59.87,60.14,58.48,59.41,3059600,55.8
"2012-02-15",59.76,60.62,59.73,60.2,3592400,56.54
"2012-02-16",60.04,60.92,59.75,60.92,2804800,57.21
"2012-02-17",61.05,61.5,60.77,61.39,2924700,57.66
"2012-02-21",61.5,61.74,61.05,61.36,2780200,57.63
"2012-02-22",61.36,61.59,60.69,60.83,2441900,57.13
"2012-02-23",60.83,61.32,60.38,61.24,1996500,57.52
"2012-02-24",61.12,61.57,60.66,61.09,2374800,57.37
"2012-02-27",60.42,60.82,60.17,60.62,3155000,56.93
"2012-02-28",60.76,61.42,60.45,61.31,2266300,57.58
"2012-02-29",61.5,62.03,61.05,61.16,3408500,57.44
"2012-03-01",61.36,62.69,61.27,62.01,3139100,58.24
"2012-03-02",61.99,62.12,61.14,61.34,1825200,57.61
"2012-03-05",61.15,62.15,60.9,61.53,2285400,57.79
"2012-03-06",60.49,60.49,59.58,59.75,3210800,56.12
"2012-03-07",60,60.94,59.73,60.78,2374500,57.08
"2012-03-08",61.22,61.97,60.78,61.88,2576600,58.12
"2012-03-09",62.37,62.6,61.75,61.97,3093600,58.2
"2012-03-12",61.77,61.88,60.9,61.22,2642200,57.5
"2012-03-13",61.76,63.11,61.57,63.07,3326100,59.23
"2012-03-14",61.99,62.59,60.44,61.58,5207900,57.83
"2012-03-15",61.86,63.55,61.3,63.24,4668700,59.39
"2012-03-16",63.46,64.58,63.34,63.71,3365100,59.83
"2012-03-19",63.8,64.5,63.7,64.11,2380600,60.21
"2012-03-20",63.46,64.76,62.93,64.65,3809700,60.72
"2012-03-21",64.83,65.17,63.81,63.89,3036000,60
