"","APA.Open","APA.High","APA.Low","APA.Close","APA.Volume","APA.Adjusted"
"2010-07-01",83.76,85.11,81.94,83.7,5232500,81.41
"2010-07-02",84.04,84.74,82.32,82.85,2715000,80.59
"2010-07-06",84.59,84.71,82.17,82.89,4682000,80.63
"2010-07-07",83.48,87.05,83.44,87.05,4644200,84.67
"2010-07-08",88.27,88.27,86.28,87.4,3313100,85.01
"2010-07-09",87.4,88.02,86.74,87.88,2758200,85.48
"2010-07-12",86.75,86.75,84.2,85.07,6736800,82.75
"2010-07-13",86.4,87.34,85.9,86.65,4190800,84.28
"2010-07-14",86.41,87.23,85.62,86.83,2546500,84.46
"2010-07-15",86.87,87.16,84.29,86.13,5286200,83.78
"2010-07-16",85.67,85.67,82.38,82.75,5485200,80.49
"2010-07-19",83.91,85.81,83.5,85.59,5180200,83.25
"2010-07-20",84.46,88.62,84.46,88.28,4318100,86.02
"2010-07-21",87.45,88.85,87,87.45,10297400,85.21
"2010-07-22",88.73,90.12,87.8,89.28,7117500,86.99
"2010-07-23",89.22,93.43,89.07,92.79,29232100,90.41
"2010-07-26",94.46,95.6,93.5,95.5,8226500,93.05
"2010-07-27",96.07,96.45,93.91,94.92,5501400,92.49
"2010-07-28",94.49,95.42,93.61,94.37,3536600,91.95
"2010-07-29",94.79,96.19,94.49,95.4,5126900,92.96
"2010-07-30",94.07,96.26,93.8,95.58,4850300,93.13
"2010-08-02",97.04,98.8,96.67,98.47,4229200,95.95
"2010-08-03",98.18,98.62,97.13,98.02,3696800,95.51
"2010-08-04",98.15,98.67,96.52,97.76,4428600,95.26
"2010-08-05",97.1,97.85,96.2,97.55,3410600,95.05
"2010-08-06",96.34,96.58,94.11,95.95,4642200,93.49
"2010-08-09",96.31,96.82,95.23,96.22,2377200,93.76
"2010-08-10",94.93,95.9,93.83,95.46,3559000,93.02
"2010-08-11",93.5,93.76,92.03,92.33,3971000,89.97
"2010-08-12",91.26,93.34,91,91.85,3960400,89.5
"2010-08-13",91.68,92.58,91.06,91.26,2733000,88.92
"2010-08-16",90.8,91.69,90.5,91.4,2661400,89.06
"2010-08-17",92.35,93.5,92.01,93,3294500,90.62
"2010-08-18",92.54,93.25,91.6,92.83,2690000,90.45
"2010-08-19",92.49,92.83,91.17,91.75,3400300,89.4
"2010-08-20",90.97,91.24,90,90.53,3396200,88.21
"2010-08-23",90.9,91.18,89.35,89.46,3645100,87.17
"2010-08-24",88,88.86,87.35,87.48,6400400,85.24
"2010-08-25",86.85,87.06,85.35,86.66,5612700,84.44
"2010-08-26",87.38,89.42,87.17,87.29,5175000,85.06
"2010-08-27",87.88,90.14,86.6,89.97,3787300,87.67
"2010-08-30",89.75,91.06,89.49,89.55,3309600,87.26
"2010-08-31",89.05,90.31,88.7,89.85,3940800,87.55
"2010-09-01",91.24,93.1,91.22,92.46,3450400,90.09
"2010-09-02",92.64,92.64,87.58,91.3,15580400,88.96
"2010-09-03",92.43,93.65,91.78,92.62,4539000,90.25
"2010-09-07",92.04,92.33,90.31,90.36,3988800,88.05
"2010-09-08",90.35,92.46,90.35,91.95,2846300,89.6
"2010-09-09",93.49,93.61,91.9,92.71,3243600,90.34
"2010-09-10",93.41,94.05,92.98,93.73,3502400,91.33
"2010-09-13",94.71,94.99,93.96,94.6,2514100,92.18
"2010-09-14",94.43,95.97,93.97,94.7,2887500,92.28
"2010-09-15",94.04,94.59,93.26,94.23,2820000,91.82
"2010-09-16",93.66,95.02,93.62,94.3,2328300,91.89
"2010-09-17",94.74,95.22,92.57,94.48,3904100,92.06
"2010-09-20",94.9,96.44,94.13,96.03,3076100,93.57
"2010-09-21",95.9,96.81,95.08,96.07,3200300,93.61
"2010-09-22",96.21,97.6,95.24,95.42,2122300,92.98
"2010-09-23",94.52,96.03,94.13,94.99,2651400,92.56
"2010-09-24",96.23,98.65,95.43,98.13,3463500,95.62
"2010-09-27",98.16,98.75,97.54,97.56,1929700,95.06
"2010-09-28",97.94,98.09,95.68,97.1,2455700,94.61
"2010-09-29",96.79,98.61,96.66,98.03,2627400,95.52
"2010-09-30",98.79,99.09,96.21,97.76,3196900,95.26
"2010-10-01",98.98,99.38,97.43,98.28,4554400,95.76
"2010-10-04",97.59,98.9,96.51,97.01,2779800,94.53
"2010-10-05",98.24,99.17,97.55,98.9,3418400,96.37
"2010-10-06",98.63,99.83,98.33,99.76,2611700,97.21
"2010-10-07",100.17,100.8,98.52,99.65,2894300,97.1
"2010-10-08",99.64,101.94,99.17,101.53,3150800,98.93
"2010-10-11",101.58,102.69,101.22,102.01,2114000,99.4
"2010-10-12",101.41,102.16,100.23,101.57,2522700,98.97
"2010-10-13",102.42,103.79,101.64,103.29,3091200,100.65
"2010-10-14",103.25,104.12,102.38,103.23,3154500,100.59
"2010-10-15",104.1,104.22,102.74,104.14,3884700,101.47
"2010-10-18",104.46,106.68,103.83,106.35,3787000,103.63
"2010-10-19",104.05,104.8,101.32,102.28,5056000,99.66
"2010-10-20",101.88,104.04,101.87,103.4,3175600,100.9
"2010-10-21",103.67,103.85,102.16,102.97,2656900,100.48
"2010-10-22",103.14,103.48,100.79,101.3,3507200,98.85
"2010-10-25",102.16,103.41,101.01,101.07,2762200,98.63
"2010-10-26",100.03,100.6,99.32,100.37,3311800,97.94
"2010-10-27",99.41,100.63,98.31,100.51,2738200,98.08
"2010-10-28",101.24,101.35,99.82,100.36,2139400,97.93
"2010-10-29",99.93,101.3,99.76,101.02,1970800,98.58
"2010-11-01",102.34,102.69,100.39,101,2134300,98.56
"2010-11-02",102.07,103.94,101.39,103.12,2361400,100.63
"2010-11-03",103.26,103.42,100.71,102.58,3494400,100.1
"2010-11-04",105.18,109.24,105.18,107.79,6979000,105.18
"2010-11-05",107.26,108.75,106.83,108.69,4445700,106.06
"2010-11-08",108.13,110.26,107.91,109.51,3518800,106.86
"2010-11-09",109.5,110.53,109.14,109.97,4656600,107.31
"2010-11-10",110.12,110.38,108.94,110.25,6686000,107.58
"2010-11-11",109.53,110.71,109.19,110.71,3002900,108.03
"2010-11-12",109.08,110.73,108.44,109.51,3515500,106.86
"2010-11-15",110.14,110.23,107.37,107.63,3843100,105.03
"2010-11-16",106.79,106.79,104.35,105.26,3666000,102.72
"2010-11-17",104.93,106.61,104.85,105.79,2652900,103.23
"2010-11-18",107.13,108.73,106.71,108.22,2320000,105.6
"2010-11-19",108.22,109.24,107.14,109.11,2782800,106.47
"2010-11-22",108.67,109.17,106.55,108.34,1704300,105.72
"2010-11-23",107.12,107.52,104.96,105.48,2376200,102.93
"2010-11-24",106.66,108.69,106.62,108.46,2282500,105.84
"2010-11-26",106.84,108.04,106.07,107.19,846500,104.6
"2010-11-29",106.75,108.95,105.97,108.42,2488200,105.8
"2010-11-30",107.2,108.7,106.93,107.64,2687400,105.04
"2010-12-01",109.84,111.68,109.67,111.26,3082100,108.57
"2010-12-02",111.62,114.62,111.5,114.38,2644600,111.62
"2010-12-03",114.37,115.34,113.83,115.11,1794300,112.33
"2010-12-06",115.04,116.5,114.68,116.42,2413400,113.61
"2010-12-07",117.17,117.98,115.83,116.32,3326300,113.51
"2010-12-08",116.14,116.36,112.66,113.6,3327600,110.85
"2010-12-09",114.17,114.7,113.11,114.49,2070600,111.72
"2010-12-10",114.87,115.08,113.85,114.92,1385000,112.14
"2010-12-13",115.9,117.56,115.49,116.8,2925400,113.98
"2010-12-14",117.25,117.49,115.72,116.25,1890500,113.44
"2010-12-15",115.34,116.92,115.15,116.02,2280500,113.22
"2010-12-16",116.46,117.5,115.76,116.67,2012200,113.85
"2010-12-17",115.89,116.5,115.61,116.45,2729800,113.64
"2010-12-20",116.37,117.12,115.81,117.07,1476200,114.24
"2010-12-21",117.37,118.82,117.37,118.16,1912600,115.3
"2010-12-22",118.13,118.53,117.33,118.22,1476900,115.36
"2010-12-23",118.01,118.59,117.53,118.48,1024100,115.62
"2010-12-27",118.49,118.56,117.61,118.31,830000,115.45
"2010-12-28",118.43,118.73,118.05,118.46,897800,115.6
"2010-12-29",118.79,119.77,118.36,119.6,1059100,116.71
"2010-12-30",119.83,120.8,119.1,119.92,1269100,117.02
"2010-12-31",119.32,120.48,119.2,119.23,1299200,116.35
"2011-01-03",120.59,121.63,120.01,121.03,1893100,118.1
"2011-01-04",121.78,122.25,119.46,121.86,2816000,118.91
"2011-01-05",121.5,125,120.37,124.91,3059700,121.89
"2011-01-06",125.16,125.59,121.91,122.38,2178000,119.42
"2011-01-07",122.8,124.03,122.17,123.17,2035300,120.19
"2011-01-10",123.28,125.24,122.17,124.74,2031100,121.72
"2011-01-11",125,125.42,124.3,125.13,1857700,122.11
"2011-01-12",126.25,127.14,125.64,126.2,1837500,123.15
"2011-01-13",126.93,127.17,124.41,125.18,2750400,122.15
"2011-01-14",124.86,125.73,123.36,125.63,3199500,122.59
"2011-01-18",126.23,127.64,125.3,127.56,2570900,124.48
"2011-01-19",127.09,127.73,123.77,124.18,2649100,121.32
"2011-01-20",123.99,124.79,122.66,124.16,2075900,121.3
"2011-01-21",125.25,125.66,124,125.6,2222000,122.71
"2011-01-24",124.83,125.69,123.25,123.92,2693900,121.07
"2011-01-25",123.08,123.08,120.32,122.64,4035200,119.82
"2011-01-26",123.26,123.35,121.22,122.1,5431900,119.29
"2011-01-27",121.66,121.9,114.03,116.33,12839700,113.65
"2011-01-28",116.05,116.19,110.29,114.84,15891500,112.2
"2011-01-31",114.7,119.4,114.31,119.36,7182700,116.61
"2011-02-01",120.15,120.29,117.09,118.98,8829300,116.24
"2011-02-02",118.7,121.75,118.36,121.06,5444700,118.27
"2011-02-03",120.42,120.64,117.65,118.32,4846900,115.6
"2011-02-04",118.66,118.93,116.46,116.84,5507100,114.15
"2011-02-07",118.12,118.82,117.15,117.77,3766300,115.06
"2011-02-08",117.54,118.05,117.04,117.5,3093100,114.79
"2011-02-09",117.3,117.62,115.46,116.15,3064300,113.48
"2011-02-10",115.87,118.89,115.52,117.75,5626800,115.04
"2011-02-11",118.17,119.94,117.02,119.73,5808300,116.97
"2011-02-14",120.5,122.2,120.07,121.18,3325900,118.39
"2011-02-15",121.2,121.56,118.93,119.34,2941900,116.59
"2011-02-16",120.14,120.7,118.59,120.51,4358900,117.74
"2011-02-17",118.51,121.86,118.5,120.62,5672600,117.84
"2011-02-18",121.03,121.35,119.55,120.01,4280000,117.25
"2011-02-22",119.84,120.67,116.28,117.07,4934200,114.37
"2011-02-23",118.09,121.19,117.7,120.93,4524500,118.15
"2011-02-24",121.31,121.74,119.85,120.5,3288800,117.73
"2011-02-25",120.99,123.53,120.5,123.53,3397600,120.69
"2011-02-28",123.49,124.85,123.15,124.62,3129600,121.75
"2011-03-01",125.4,125.6,120.77,120.86,3131900,118.08
"2011-03-02",120.89,121.79,119.04,121.09,2180100,118.3
"2011-03-03",121.23,124.67,120.72,124.61,3270400,121.74
"2011-03-04",124.08,124.54,121.66,122.62,2808600,119.8
"2011-03-07",123.37,124,119.49,120.97,2830000,118.18
"2011-03-08",120.92,122.47,120.25,121.36,2083400,118.57
"2011-03-09",121.23,121.97,119.88,120.67,1876000,117.89
"2011-03-10",118.64,119.69,115.87,115.94,4554700,113.27
"2011-03-11",115.7,119.37,115.66,118.82,3107300,116.08
"2011-03-14",117.65,119.57,117.41,119.12,2538400,116.38
"2011-03-15",115.43,118.72,114.22,117.84,3091300,115.13
"2011-03-16",117.66,119,113.02,113.77,6644200,111.15
"2011-03-17",116.27,118.43,115.4,118.11,3269900,115.39
"2011-03-18",119.59,120.48,118.94,120.11,5228700,117.34
"2011-03-21",120.95,125.1,120.95,125.1,5063000,122.22
"2011-03-22",124.83,126.39,124.53,125.88,3756300,122.98
"2011-03-23",125.38,125.99,123.32,124.53,2642800,121.66
"2011-03-24",125.99,125.99,123.5,124.89,2504000,122.01
"2011-03-25",125.46,126.96,125,125.94,2293200,123.04
"2011-03-28",125.98,127.81,125.03,126.25,3037700,123.34
"2011-03-29",125.78,128.45,124.43,127.94,2580600,124.99
"2011-03-30",128.79,131.61,127.82,130.43,3667200,127.43
"2011-03-31",130.91,132.5,130.64,130.92,3219100,127.91
"2011-04-01",131.5,132.33,129.65,129.98,2595100,126.99
"2011-04-04",130.56,131.87,130.07,130.3,2160600,127.3
"2011-04-05",130.11,131.63,129.86,131.25,1958200,128.23
"2011-04-06",131.56,131.9,129.04,129.59,2313400,126.61
"2011-04-07",129.58,130.24,128.01,128.79,2127700,125.82
"2011-04-08",130.07,131.78,129.51,130.16,3093800,127.16
"2011-04-11",130,130,125.66,126.25,3829400,123.34
"2011-04-12",124.9,125.1,121.55,122.4,4060400,119.58
"2011-04-13",123.68,124.5,121.55,122.26,2965200,119.45
"2011-04-14",121.79,123.01,120.84,122.41,2330100,119.59
"2011-04-15",122.39,122.82,121.51,122.4,2944200,119.58
"2011-04-18",120.48,121.46,119.3,120.93,2054000,118.15
"2011-04-19",120.96,122.29,120.72,121.89,1860100,119.23
"2011-04-20",124,124.69,123.32,123.91,2539400,121.21
"2011-04-21",124.34,124.34,122.22,123.32,2185600,120.63
"2011-04-25",123.39,123.89,122.07,122.6,2449800,119.93
"2011-04-26",122.99,126.23,122.96,126.2,3300000,123.45
"2011-04-27",126.4,127.21,124.31,126.92,3189100,124.15
"2011-04-28",128.72,131.24,128,130,3815700,127.16
"2011-04-29",130.22,134.13,130.17,133.37,3845100,130.46
"2011-05-02",133.66,133.67,130.22,130.94,2480400,128.08
"2011-05-03",130.89,131.17,127.11,129.15,2929700,126.33
"2011-05-04",129.01,129.01,125.43,126.61,3114200,123.85
"2011-05-05",124.69,125.68,121.61,122.84,4563700,120.16
"2011-05-06",124.61,127.83,122.63,124.21,3374700,121.5
"2011-05-09",124.95,127.91,124.95,127.33,2454500,124.55
"2011-05-10",128.22,128.76,126.12,127.95,2475200,125.16
"2011-05-11",127.44,127.44,122.79,123.42,2937800,120.73
"2011-05-12",123.04,124.34,121.35,123.42,3078600,120.73
"2011-05-13",124.24,125.42,121.6,124.25,2920500,121.54
"2011-05-16",123.48,125.15,121.71,122.27,3015700,119.6
"2011-05-17",121.42,121.68,118.83,121.43,3836200,118.78
"2011-05-18",122.07,124.25,121.29,123.29,2564900,120.6
"2011-05-19",124,124.52,121.66,122.85,2151600,120.17
"2011-05-20",122.38,124,120.56,123,3036200,120.32
"2011-05-23",120.53,122.15,119.82,121.06,2384100,118.42
"2011-05-24",122.35,124.13,121.56,121.98,2695600,119.32
"2011-05-25",123.93,124.4,121.34,123.93,2267100,121.23
"2011-05-26",123.33,124.31,121.89,123.91,2450900,121.21
"2011-05-27",124.59,125.19,122.17,123.25,2207900,120.56
"2011-05-31",124.64,125.08,122.55,124.6,2130900,121.88
"2011-06-01",123.98,125.44,120.68,121.02,2802400,118.38
"2011-06-02",120.88,121.99,119.32,120.64,2231000,118.01
"2011-06-03",119.09,120.44,117.95,119.44,4223600,116.83
"2011-06-06",119.1,120.1,117,117.17,2582400,114.61
"2011-06-07",118.87,120.08,117.14,117.9,3570500,115.33
"2011-06-08",118.22,121.68,118.22,119.49,3536100,116.88
"2011-06-09",120.06,120.91,119.19,120.29,2146200,117.67
"2011-06-10",119.24,119.58,117.56,117.75,2704600,115.18
"2011-06-13",116.15,118.49,114.94,116.15,2521800,113.62
"2011-06-14",117.46,118.98,117.42,118.3,2137100,115.72
"2011-06-15",117.38,118.95,115.32,116.14,2873300,113.61
"2011-06-16",117.18,117.96,115.3,117,2852500,114.45
"2011-06-17",118.07,118.46,116.33,117.16,3659800,114.6
"2011-06-20",116.84,117.68,116.12,116.8,2615100,114.25
"2011-06-21",117.71,119.65,117.52,119.1,2192800,116.5
"2011-06-22",118.47,120.17,118.2,118.3,2124900,115.72
"2011-06-23",116.43,117.6,115.27,117.41,3659500,114.85
"2011-06-24",117.37,118.03,115.61,115.98,3082300,113.45
"2011-06-27",115.07,116.68,115.07,116.24,1711400,113.7
"2011-06-28",116.82,119.85,116.81,119.79,2417600,117.18
"2011-06-29",120.32,122.43,119.9,121.09,2731400,118.45
"2011-06-30",121.79,123.78,121.51,123.39,2504300,120.7
"2011-07-01",122.94,123.89,121.63,123.74,1524200,121.04
"2011-07-05",123.24,125.15,123.14,124.49,1614700,121.77
"2011-07-06",123.13,124.03,122.18,123.71,1910900,121.01
"2011-07-07",125.29,126.64,125.18,126.38,2203200,123.62
"2011-07-08",124.32,125.47,123.84,125.13,2029300,122.4
"2011-07-11",122.72,123.32,120.63,121.27,2274800,118.63
"2011-07-12",120.62,122.55,120.3,120.93,1874500,118.29
"2011-07-13",121.55,123.06,121,121.32,2604600,118.67
"2011-07-14",122.06,122.13,119.5,119.9,2111100,117.28
"2011-07-15",121.53,123.67,121.01,123.52,2990800,120.83
"2011-07-18",123.17,123.4,121.56,122.83,2160900,120.15
"2011-07-19",123.81,125.93,123.81,125.74,2579200,123
"2011-07-20",125.74,125.93,124.59,125.67,2164600,123.08
"2011-07-21",126.25,128.84,125.95,128.21,2510800,125.56
"2011-07-22",127.9,128.75,126.64,128.47,1823900,125.82
"2011-07-25",126.87,128.89,126.63,128.06,1582800,125.42
"2011-07-26",128.25,129.26,127.25,127.73,1658200,125.09
"2011-07-27",126.75,126.85,123.84,124.52,2081800,121.95
"2011-07-28",124.62,126.49,123.83,124.63,1764500,122.06
"2011-07-29",122.16,125.01,122,123.72,2353900,121.17
"2011-08-01",125.7,125.95,122.63,124.06,2525300,121.5
"2011-08-02",122.61,124.05,119.96,120.02,2992500,117.54
"2011-08-03",120.21,120.42,114.95,118.45,4498200,116
"2011-08-04",117.1,118.84,108.88,109.18,5390000,106.93
"2011-08-05",110.61,112,101.75,106.7,4859500,104.5
"2011-08-08",101.55,103.73,98.19,98.38,7946200,96.35
"2011-08-09",100.32,102.83,94.47,102.13,6742100,100.02
"2011-08-10",99.87,102.84,98.08,98.85,4678100,96.81
"2011-08-11",99.9,104.77,98.55,103.12,4673700,100.99
"2011-08-12",104.96,105.38,102.25,103.18,2643500,101.05
"2011-08-15",104.4,106.26,103.98,105.42,2786600,103.24
"2011-08-16",105.04,105.78,103.08,104.34,3740900,102.19
"2011-08-17",105.24,107.31,104.45,104.89,2359300,102.72
"2011-08-18",101.26,101.4,96.59,97.9,4241700,95.88
"2011-08-19",96.5,99.91,96.45,97.03,3516200,95.03
"2011-08-22",100,100,95.68,96.16,3244800,94.18
"2011-08-23",96.18,100.29,95.5,100.26,3246100,98.19
"2011-08-24",99.95,100.73,98.01,100.46,2674400,98.39
"2011-08-25",100.98,101.81,98.41,98.98,2816400,96.94
"2011-08-26",97.85,100.87,96.01,100.29,2984300,98.22
"2011-08-29",101.78,103.32,101.38,103.24,2072400,101.11
"2011-08-30",102.74,103.47,101.06,102.69,2949600,100.57
"2011-08-31",103.61,104.92,101.92,103.07,4225900,100.94
"2011-09-01",103.66,104.72,101.53,101.77,2573400,99.67
"2011-09-02",99.62,99.76,98.13,98.65,4065100,96.61
"2011-09-06",95.58,96.17,93.83,95.51,4605300,93.54
"2011-09-07",97.25,99.76,96.57,99.62,2826000,97.56
"2011-09-08",99.3,100.19,97.68,98.22,3311300,96.19
"2011-09-09",96.64,97.49,94.42,95.12,3129000,93.16
"2011-09-12",93.39,95.33,91.97,94.65,4557700,92.7
"2011-09-13",95,95.23,92.59,93.49,5059700,91.56
"2011-09-14",94.11,95.46,92.77,94.41,5320000,92.46
"2011-09-15",95.76,97.98,95.15,97.81,3123900,95.79
"2011-09-16",98.75,98.77,96.44,98.2,3783200,96.17
"2011-09-19",96,96.5,94,95.69,3182300,93.71
"2011-09-20",96,97.59,94.5,94.52,2630300,92.57
"2011-09-21",94.31,95.97,91.3,91.35,4789600,89.46
"2011-09-22",87.07,88.88,83.01,83.69,8165100,81.96
"2011-09-23",82.91,84.57,81.8,82.73,5643800,81.02
"2011-09-26",83.58,85.59,81.94,85.56,3835300,83.79
"2011-09-27",87.97,88.5,85.34,85.86,4632500,84.09
"2011-09-28",85.47,86.04,82.45,82.57,3586900,80.87
"2011-09-29",84.53,85.23,81.04,82.88,3501800,81.17
"2011-09-30",81.2,81.51,80.05,80.24,3910700,78.58
"2011-10-03",79.15,79.63,76.47,76.5,4891200,74.92
"2011-10-04",75.05,78.99,73.04,78.82,5200000,77.19
"2011-10-05",78.76,83.21,78,82.9,4185500,81.19
"2011-10-06",83.2,86.42,82.43,86.23,4837700,84.45
"2011-10-07",87.02,87.02,84.02,84.84,4442100,83.09
"2011-10-10",86.72,88.84,86.72,88.58,2644600,86.75
"2011-10-11",87.81,89.18,86.29,86.98,2605400,85.18
"2011-10-12",88.18,89.57,86.75,87.93,3042700,86.11
"2011-10-13",87.15,87.7,84.78,87.11,2236800,85.31
"2011-10-14",88.24,91.38,87.92,91.36,2932700,89.47
"2011-10-17",90.41,91.79,87.74,87.93,3128400,86.11
"2011-10-18",88.29,90.9,87.22,90.41,4677900,88.54
"2011-10-19",89.93,92.04,89.47,90.16,2854100,88.45
"2011-10-20",90.26,91.7,89.08,91.29,2756200,89.55
"2011-10-21",92.42,94.75,91.99,94.73,4130700,92.93
"2011-10-24",96.06,97.49,94.7,97.27,4047500,95.42
"2011-10-25",96.94,96.94,93.68,94.53,3121400,92.73
"2011-10-26",96.38,97.94,93.84,97.36,2837600,95.51
"2011-10-27",100.65,104.06,100.25,102.84,4051800,100.88
"2011-10-28",102,105.23,101.23,104.99,3073600,102.99
"2011-10-31",103.09,103.09,99.57,99.63,3560400,97.74
"2011-11-01",95.35,96.42,93.83,94.13,5278200,92.34
"2011-11-02",97.03,98.48,96.1,98.36,2913400,96.49
"2011-11-03",102.24,102.5,98.36,101.6,3460000,99.67
"2011-11-04",100.99,101.13,98.82,100.2,2456400,98.29
"2011-11-07",100.31,101.85,99.4,101.47,1825200,99.54
"2011-11-08",103.27,104.9,101.9,104.63,3201800,102.64
"2011-11-09",101.02,102.59,99.54,99.78,4085300,97.88
"2011-11-10",102.17,102.88,99.58,101.54,2391700,99.61
"2011-11-11",102.99,104.82,102.67,104.71,2354700,102.72
"2011-11-14",103.84,104.51,102.18,103.12,2119900,101.16
"2011-11-15",102.59,104.09,101.89,103.43,2050900,101.46
"2011-11-16",102.42,105.64,101.63,102.54,2679400,100.59
"2011-11-17",102.5,102.77,96.87,98,3664800,96.14
"2011-11-18",98.77,100.52,97.61,98.56,3206300,96.69
"2011-11-21",95.75,96.06,93.56,95.41,3129900,93.6
"2011-11-22",94.51,94.77,90.18,92.47,5881000,90.71
"2011-11-23",90.9,91.38,88.09,88.14,4273800,86.46
"2011-11-25",87.64,88.48,86.74,86.83,1279000,85.18
"2011-11-28",90.73,91.77,89.84,90.87,2969800,89.14
"2011-11-29",91.48,94.09,90.87,92.96,2605000,91.19
"2011-11-30",97.3,99.94,97.3,99.44,4291500,97.55
"2011-12-01",99,100.95,97.95,98.48,2584700,96.61
"2011-12-02",100,100.16,96.26,96.47,3921100,94.64
"2011-12-05",98.6,98.97,96.15,96.91,3042200,95.07
"2011-12-06",96.8,98.42,95.57,97.38,2951100,95.53
"2011-12-07",96.98,98.15,95.84,97.27,2850700,95.42
"2011-12-08",96.44,97.18,93.5,93.72,2903900,91.94
"2011-12-09",94.43,97.81,93.9,97.48,2387500,95.63
"2011-12-12",95.77,95.97,92.83,93.94,2499800,92.15
"2011-12-13",94.6,96.82,91.4,92.33,3128100,90.57
"2011-12-14",90.41,90.41,87.5,87.69,4137000,86.02
"2011-12-15",89.18,90.36,87.73,88.15,3076200,86.47
"2011-12-16",89.36,90.12,87.51,88.74,3576300,87.05
"2011-12-19",89.28,89.3,85.5,85.76,2767000,84.13
"2011-12-20",87.98,89.36,87.96,88.46,3194500,86.78
"2011-12-21",88.37,89.84,87.4,89.63,3027300,87.93
"2011-12-22",90.03,91.08,90.03,90.61,1900900,88.89
"2011-12-23",90.65,91.24,90.45,91.17,1100800,89.44
"2011-12-27",90.93,91.47,90.3,90.76,1515400,89.03
"2011-12-28",91,91.31,88.3,88.52,1663600,86.84
"2011-12-29",88.79,90.1,88.48,89.98,1915700,88.27
"2011-12-30",89.49,90.91,89.06,90.58,2110500,88.86
"2012-01-03",93.94,96.59,93.07,95.93,3571600,94.11
"2012-01-04",95.42,96.54,94.84,96.42,3144200,94.59
"2012-01-05",95.97,97.45,95.56,97.17,3574600,95.32
"2012-01-06",97.47,97.54,96.8,97.04,2414000,95.19
"2012-01-09",97.44,98.9,96.91,98.84,2850900,96.96
"2012-01-10",101.24,101.24,97.68,98.09,3296600,96.22
"2012-01-11",97.77,97.97,96,96.24,3096500,94.41
"2012-01-12",96.35,96.47,92.93,94.3,4910800,92.51
"2012-01-13",93.02,93.98,91.48,92.84,3012900,91.07
"2012-01-17",93.99,94.95,93.47,94.67,2451700,92.87
"2012-01-18",94.84,96.27,94.08,95.43,2902200,93.62
"2012-01-19",95.94,97.44,95.62,97.16,3705600,95.46
"2012-01-20",97.02,97.1,95.12,96.8,4422800,95.11
"2012-01-23",97.63,99,96.34,98.38,4801300,96.66
"2012-01-24",97.49,97.92,96.05,97.71,2629100,96
"2012-01-25",97.55,99.97,95.77,99.83,3657700,98.09
"2012-01-26",100.8,100.95,97.31,97.91,3117800,96.2
"2012-01-27",97.23,98.45,97.04,98,1837400,96.29
"2012-01-30",97.04,98.9,96,98.86,2415600,97.13
"2012-01-31",100.32,100.5,98.3,98.88,2617500,97.15
"2012-02-01",100.2,100.4,99.01,99.41,2990600,97.67
"2012-02-02",99.54,100.25,98.45,99.55,2330500,97.81
"2012-02-03",101.46,102.08,100.46,101.15,3520500,99.38
"2012-02-06",100.66,103.01,99.65,102.92,3036300,101.12
"2012-02-07",103.01,104.63,101.42,104.53,3603700,102.7
"2012-02-08",104.52,105.53,103.8,105.11,3167900,103.27
"2012-02-09",105.73,107.5,105.4,106.68,3170700,104.82
"2012-02-10",104.96,105.88,104.24,105.13,2550500,103.29
"2012-02-13",106.8,107.37,105.8,106.25,2700700,104.39
"2012-02-14",106.55,108.11,106.38,107.31,3209300,105.44
"2012-02-15",107.51,108.65,106.9,107.67,3549300,105.79
"2012-02-16",107.76,108.75,105.24,107.61,4362800,105.73
"2012-02-17",109.56,110.19,108.26,109.45,4364800,107.54
"2012-02-21",109.89,110.75,109.08,109.96,2726400,108.04
"2012-02-22",110.81,112.02,110.1,110.13,3179500,108.21
"2012-02-23",110.6,110.98,108.7,109.92,2410100,108
"2012-02-24",110.6,112.09,110.33,111.57,2406100,109.62
"2012-02-27",110.86,111.24,109.25,110.03,2344400,108.11
"2012-02-28",110.67,111.31,109.04,109.59,2271200,107.68
"2012-02-29",109.9,110.48,107.58,107.93,2829300,106.04
"2012-03-01",108.45,109.34,108.1,109.15,2536800,107.24
"2012-03-02",109.13,109.3,106.25,106.45,2377800,104.59
"2012-03-05",106.24,107.02,104.76,106.93,2812300,105.06
"2012-03-06",104.71,105.49,102.5,103.31,3856600,101.51
"2012-03-07",104.01,106.45,103.32,105.63,3099800,103.78
"2012-03-08",106.73,107.9,105.67,107.5,1902300,105.62
"2012-03-09",108.13,108.75,106.85,107.45,2251500,105.57
"2012-03-12",107.42,107.42,105.27,106.4,2356500,104.54
"2012-03-13",107.01,108.19,105.75,108.06,2414400,106.17
"2012-03-14",107.74,108.33,106.54,106.99,2043600,105.12
"2012-03-15",107.28,107.82,105.8,106.97,2284300,105.1
"2012-03-16",107.37,109.5,107.08,108.98,2922500,107.08
"2012-03-19",107.91,109.1,107.37,108.6,2343100,106.7
"2012-03-20",107.17,107.38,105.32,105.61,2772700,103.76
"2012-03-21",105.7,106.08,103.32,103.48,3778900,101.67
"2012-03-22",102.36,102.78,100.51,100.9,3723000,99.14
"2012-03-23",101.33,102.86,100.27,101.76,2980500,99.98
"2012-03-26",102.42,103.15,100.29,101.04,3703400,99.27
"2012-03-27",101.42,102.16,100.52,101.38,2687400,99.61
