"","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"2013-05-06",271.55,275.21,270.24,274.35,659400,267.69
"2013-05-07",274.54,275.82,272.41,275.55,431800,268.86
"2013-05-08",275.35,277.37,268.03,277.25,495600,270.52
"2013-05-09",274.73,278.82,272.43,275.8,891700,269.1
"2013-05-10",276.24,277.46,275.21,276.67,555900,269.95
"2013-05-13",275.76,281,275.42,279.39,465800,272.6
"2013-05-14",280,284.98,280,284.45,573200,277.54
"2013-05-15",283.98,289.41,283,289.29,695400,282.26
"2013-05-16",288.44,290.83,284.76,285.41,607700,278.48
"2013-05-17",287.1,291.21,286.7,290.95,567100,283.88
"2013-05-20",289.1,291.83,287.06,289.25,552000,282.22
"2013-05-21",290.6,293.31,288.94,291.69,737200,284.61
"2013-05-22",291.66,298.14,282.91,285.33,1172100,278.4
"2013-05-23",280.85,283.69,277.45,282.8,748300,275.93
"2013-05-24",279.88,283.54,279.8,283.35,417500,276.47
"2013-05-28",285.42,292.29,285.14,288.32,564200,281.32
"2013-05-29",286.31,288.86,282.77,283.64,749600,276.75
"2013-05-30",282.5,286.68,281.3,284.98,781900,278.06
"2013-05-31",283.71,285.99,279.14,279.2,812600,272.42
"2013-06-03",279.94,279.95,273.03,278.33,774700,271.57
"2013-06-04",278.73,281.58,274.69,276.28,719000,269.57
"2013-06-05",275.9,277.78,263.11,266.97,1305900,260.49
"2013-06-06",265.39,269.23,260.52,268.99,1409400,264.12
"2013-06-07",272.99,280.69,269.77,280.23,899200,275.16
"2013-06-10",279.05,282.91,276.41,281.34,695300,276.25
"2013-06-11",279.39,279.73,275.17,276.2,644000,271.2
"2013-06-12",278.37,280,268.53,269.04,866600,264.17
"2013-06-13",268.78,272.7,264.71,272.43,1162700,267.5
"2013-06-14",272.36,273.7,268.05,269.73,761600,264.85
"2013-06-17",272.56,278.08,271,275.99,762700,270.99
"2013-06-18",277.38,279.33,274.77,276.49,506500,271.48
"2013-06-19",276.89,278.21,268.23,268.46,832100,263.6
"2013-06-20",264.72,265.92,250.55,252.01,2373400,247.45
"2013-06-21",258.51,258.65,241.99,248.67,2622500,244.17
"2013-06-24",246.39,248.3,240.6,245.63,1564400,241.18
"2013-06-25",249.61,253.87,247.65,252.58,1258400,248.01
"2013-06-26",252.33,259.4,252.33,258.04,1028400,253.37
"2013-06-27",257.35,265.5,257.35,264.06,1042100,259.28
"2013-06-28",263.88,263.88,256.23,256.85,1407100,252.2
"2013-07-01",257.61,261.6,255.81,256.11,835800,251.47
"2013-07-02",255.91,259.4,254.71,256.82,483300,252.17
"2013-07-03",254.49,257.22,253,255.26,248300,250.64
"2013-07-05",257.82,258.94,253.38,257.26,596200,252.6
"2013-07-08",259.98,260.55,255.87,257.02,844400,252.37
"2013-07-09",259.4,263.77,255.24,263.38,939100,258.61
"2013-07-10",265,266.32,262.4,264.71,885000,259.92
"2013-07-11",267.57,272.03,266.95,269.89,932200,265
"2013-07-12",269.5,269.79,265.73,269.74,675100,264.86
"2013-07-15",270.17,271.17,269.02,269.81,463100,264.92
"2013-07-16",270.06,273.47,265.5,268.35,661300,263.49
"2013-07-17",268.81,272.29,268.15,272.29,1074800,267.36
"2013-07-18",273.62,279.63,272.3,278.91,1233700,273.86
"2013-07-19",279.98,280.72,275.29,280.72,775200,275.64
"2013-07-22",280.25,286,278.93,286,769400,280.82
"2013-07-23",286.02,288.82,284.78,284.95,706100,279.79
"2013-07-24",285.17,286.44,282.55,283.95,856300,278.81
"2013-07-25",282.21,286.53,281.25,284.98,580400,279.82
"2013-07-26",283.07,286.4,281.68,286.38,421300,281.19
"2013-07-29",286.81,286.81,282.03,283.12,424000,277.99
"2013-07-30",284.79,285.29,281.87,282.44,494500,277.33
"2013-07-31",282.68,285.81,281.27,281.96,733900,276.85
"2013-08-01",286,287,283.68,285.27,774500,280.1
"2013-08-02",285.5,288.32,284.35,286.62,610600,281.43
"2013-08-05",284.97,286.03,283.43,285.72,334500,280.55
"2013-08-06",285.2,286.63,282.92,284.59,335500,279.44
"2013-08-07",283.14,283.14,278.15,280.9,478000,275.81
"2013-08-08",283.33,283.93,278.39,278.52,501200,273.48
"2013-08-09",278.86,283.5,277.26,280.57,576200,275.49
"2013-08-12",279.17,280.3,276.63,278.21,356500,273.17
"2013-08-13",278.54,280.66,276.31,279.81,383000,274.74
"2013-08-14",280,280.82,277.29,277.32,3e+05,272.3
"2013-08-15",274.44,274.66,267.57,270.09,593000,265.2
"2013-08-16",269.08,272.85,268.01,270.15,622100,265.26
"2013-08-19",269,270.91,266.47,266.74,712200,261.91
"2013-08-20",267.09,267.67,265.35,266.93,833100,262.1
"2013-08-21",266.22,268.17,263.08,264.01,809900,259.23
"2013-08-22",265.4,268.83,264.51,268.06,355500,263.21
"2013-08-23",269.93,270.25,266.41,268.8,443200,263.93
"2013-08-26",268.96,272.69,267.63,269.52,988500,264.64
"2013-08-27",265.47,266.64,258.89,258.96,625000,254.27
"2013-08-28",258,262.81,257.19,259.44,511400,254.74
"2013-08-29",257.54,262.6,257.3,260.54,335600,257.49
"2013-08-30",261.63,262.89,259.24,260.32,573700,257.27
"2013-09-03",265,266.64,260.88,263.78,517000,260.69
"2013-09-04",263.5,267.36,262.09,266.1,486500,262.98
"2013-09-05",265.87,266.88,262.06,262.77,536200,259.69
"2013-09-06",263.44,264.51,259.42,261.23,616500,258.17
"2013-09-09",262.35,263.14,259.89,263.05,613600,259.97
"2013-09-10",266,268.02,265.13,266.51,604700,263.39
"2013-09-11",264.38,264.87,261.01,261.75,788900,258.69
"2013-09-12",259.48,263.85,259.48,262.26,608700,259.19
"2013-09-13",262.39,264.8,261.57,264.63,561000,261.53
"2013-09-16",271,273.3,269.01,272.66,1277600,269.47
"2013-09-17",272.66,273.3,271.28,272.99,604300,269.79
"2013-09-18",272.56,281.56,271.8,279.41,1183400,276.14
"2013-09-19",280.84,285.32,280.02,283.64,895400,280.32
"2013-09-20",283.7,285.43,278.03,278.3,947800,275.04
"2013-09-23",278.78,278.78,272.96,274.96,629800,271.74
"2013-09-24",274.89,275.43,272.1,272.5,431000,269.31
"2013-09-25",270.02,271.79,268.54,270.24,635900,267.08
"2013-09-26",271.21,273.25,270.57,272.68,314200,269.49
"2013-09-27",269.85,271.83,268.31,270.95,507500,267.78
"2013-09-30",265.66,271.1,265.66,270.62,538000,267.45
"2013-10-01",270,270.68,266.85,270.09,595600,266.93
"2013-10-02",269.24,271.21,266.25,271.21,589600,268.03
"2013-10-03",269.62,271.99,266.5,269.93,574800,266.77
"2013-10-04",270.34,272.25,269.37,272.01,336600,268.82
"2013-10-07",268.82,270.27,267.04,267.19,392500,264.06
"2013-10-08",268.15,269.58,262.68,262.75,640400,259.67
"2013-10-09",263.1,269.28,263.05,266.8,908600,263.68
"2013-10-10",268.24,277.74,268.24,277.25,577900,274
"2013-10-11",277.27,281.18,275.91,280.49,459400,277.21
"2013-10-14",279.39,282.65,277.5,282.27,441400,278.96
"2013-10-15",283.1,284.88,281.14,282.27,740100,278.96
"2013-10-16",284.74,293.52,281.89,290.47,887300,287.07
"2013-10-17",289.89,299.09,288.24,298.51,992400,295.01
"2013-10-18",299.46,302.44,296.59,301.66,807800,298.13
"2013-10-21",301.68,303.65,300.48,301.54,581800,298.01
"2013-10-22",304.35,307.6,302.38,306.22,686500,302.63
"2013-10-23",304.72,304.9,300.12,303.03,770100,299.48
"2013-10-24",304.73,308.42,303.24,306.95,610000,303.36
"2013-10-25",306.95,308.48,305.38,307.61,123500,304.01
"2013-10-28",308,310.25,305.94,308.44,507100,304.83
"2013-10-29",308.76,309.84,307.44,309.26,423700,305.64
"2013-10-30",309.06,311.32,305.65,306.18,612100,302.59
"2013-10-31",306.37,309.18,300.72,300.81,882200,297.29
"2013-11-01",300.92,304.17,300.15,303.65,494400,300.09
"2013-11-04",303.73,304.68,303.01,303.48,431000,299.93
"2013-11-05",303.76,304.26,300.49,301.85,431200,298.32
"2013-11-06",306,307.02,303.11,305.01,477300,301.44
"2013-11-07",308.49,308.49,296.54,296.68,480900,293.21
"2013-11-08",297.05,302.1,297,301.59,863200,298.06
"2013-11-11",300.73,303.69,299.75,302.19,423500,298.65
"2013-11-12",300.6,302.37,296.44,297.21,463900,293.73
"2013-11-13",295.16,298.86,294.37,298.68,639500,295.18
"2013-11-14",298.43,302.85,297.88,302.6,639600,299.06
"2013-11-15",302.5,305.57,301.77,303.19,494700,299.64
"2013-11-18",305.75,306.61,302.99,303.94,555700,300.38
"2013-11-19",304.24,306.01,301.61,302.4,341600,298.86
"2013-11-20",302.75,305.24,297.38,299.03,490300,295.53
"2013-11-21",299.28,303.88,297.81,303.43,400400,299.88
"2013-11-22",303.97,303.98,300.92,303.76,615100,300.2
"2013-11-25",304.53,305,301.21,301.62,304200,298.09
"2013-11-26",299.08,305.74,299.08,303.44,674700,299.89
"2013-11-27",304.16,307.86,303.58,307.6,421500,304
"2013-11-29",309.85,309.85,302.41,302.75,231700,300.85
"2013-12-02",302.5,309.21,302.5,305,489300,303.08
"2013-12-03",302.81,304.55,296.4,298.41,650300,296.54
"2013-12-04",297.03,300.47,292.02,297.46,466500,295.59
"2013-12-05",295.66,296.65,293.43,295.55,544500,293.69
"2013-12-06",299.58,302.08,299.2,301.83,496000,299.93
"2013-12-09",302.65,304.93,300.46,302.71,375900,300.81
"2013-12-10",300.3,302.62,298.55,299.4,483700,297.52
"2013-12-11",299.68,300.78,292.05,292.32,669900,290.48
"2013-12-12",292.3,295.36,291.67,291.77,717300,289.94
"2013-12-13",293.35,299.06,293.35,297.8,612300,295.93
"2013-12-16",298,304.95,297.49,304.76,934300,302.85
"2013-12-17",304.51,305.81,302.13,302.63,809400,300.73
"2013-12-18",301.79,309.86,297.88,309.69,960400,307.74
"2013-12-19",309.64,309.98,306.12,308.39,701700,306.45
"2013-12-20",309.45,317.15,308.4,314.34,1260700,312.37
"2013-12-23",318.56,318.56,314.38,315.42,460800,313.44
"2013-12-24",315.26,316.79,313.96,316.2,188100,314.21
"2013-12-26",323,323,313.05,315.39,340500,313.41
"2013-12-27",316,318.99,314.21,316.38,284300,314.39
"2013-12-30",316.29,316.99,313.84,316.08,339000,314.09
"2013-12-31",317.42,318.76,314.97,316.47,325600,314.48
"2014-01-02",315.38,315.38,310.47,312.8,396500,310.83
"2014-01-03",311.95,315.99,310.42,314.17,442900,312.2
"2014-01-06",316.28,317.65,312.38,314.07,502400,312.1
"2014-01-07",314.12,319.63,314.12,316.96,422700,314.97
"2014-01-08",317.68,319.34,315.05,316.86,689100,314.87
"2014-01-09",317.32,318.92,314.01,316.08,472600,314.09
"2014-01-10",315.74,319,311.37,314.94,517500,312.96
"2014-01-13",313.51,315.78,305.88,306.47,789400,304.54
"2014-01-14",308,311.21,306.37,310.52,608400,308.57
"2014-01-15",311.43,313.43,309.08,312.75,1043600,310.79
"2014-01-16",324.31,326,313.48,317.78,1526000,315.78
"2014-01-17",319.85,322.59,315.52,316.72,1024100,314.73
"2014-01-21",318.8,320.3,317,318.77,669200,316.77
"2014-01-22",319.99,324.74,318.72,323.89,1001400,321.86
"2014-01-23",320.53,322.26,315.33,315.57,1136500,313.59
"2014-01-24",313.72,313.72,302.9,303.11,1046400,301.21
"2014-01-27",306.61,307.63,299.2,299.95,1133700,298.07
"2014-01-28",301,304.2,299.73,303.69,1063700,301.78
"2014-01-29",301.84,302.96,298.24,299.21,747200,297.33
"2014-01-30",301.43,307.11,301.43,305.44,689200,303.52
"2014-01-31",301,304.93,296,300.47,920100,298.58
"2014-02-03",297.05,298.74,284.78,286.39,1583700,284.59
"2014-02-04",286.77,292.56,286.28,289.75,918300,287.93
"2014-02-05",290.85,294.38,286.04,289.27,917900,287.45
"2014-02-06",291.31,295.64,290.4,294.87,858300,293.02
"2014-02-07",297,300,295.1,299.87,864900,297.99
"2014-02-10",297.82,302.04,296.74,301.03,734700,299.14
"2014-02-11",301,306.5,300.01,305.15,763800,303.23
"2014-02-12",304.81,307.49,302.18,303.51,659700,301.6
"2014-02-13",298.99,305.76,296.13,304.54,550500,302.63
"2014-02-14",304.48,306.59,302.73,303.03,664300,301.13
"2014-02-18",303.31,306.76,303,305.96,513800,304.04
"2014-02-19",303.27,307.94,300.13,300.49,592500,298.6
"2014-02-20",300.39,301.95,297.5,300.52,606400,298.63
"2014-02-21",300.6,302.29,298.8,299,567600,297.12
"2014-02-24",298.95,304.55,298.94,302.59,635100,300.69
"2014-02-25",302.11,303.8,299.55,300.2,716100,298.31
"2014-02-26",300.29,301.46,295.88,297.63,681100,295.76
"2014-02-27",297.73,306.63,297.68,305.81,792500,303.89
"2014-02-28",305.77,308.9,303.4,304.84,887400,302.92
"2014-03-03",300.76,301.61,297.8,300.35,683400,298.46
"2014-03-04",304.25,308.84,304.01,307.22,732900,305.29
"2014-03-05",305.74,307.9,305,307.08,540400,307.08
"2014-03-06",308.8,312.21,307.28,311.11,737400,311.11
"2014-03-07",314.24,314.24,309.49,310.79,760300,310.79
"2014-03-10",310.67,310.99,306.63,308.47,809800,308.47
"2014-03-11",309.14,310.96,307.61,308.79,845800,308.79
"2014-03-12",306.07,308.9,304.53,308.88,555100,308.88
"2014-03-13",310.44,311.25,298.67,299.25,1027800,299.25
"2014-03-14",298.77,301.09,295.71,295.71,718100,295.71
"2014-03-17",298.02,302.11,297.62,298.71,746400,298.71
