"","IBM.Open","IBM.High","IBM.Low","IBM.Close","IBM.Volume","IBM.Adjusted"
"2010-06-30",124.83,125.22,123,123.48,8018000,115.42
"2010-07-01",123.55,124.21,121.61,122.57,9742100,114.57
"2010-07-02",123.29,123.29,120.61,121.86,6454500,113.9
"2010-07-06",123.58,124.63,122.17,123.46,6348700,115.4
"2010-07-07",123.47,127.12,123.47,127,7090300,118.71
"2010-07-08",127.37,128.15,126.74,127.97,5439300,119.61
"2010-07-09",127.9,128.2,127.29,127.96,3898000,119.6
"2010-07-12",127.37,128.83,127.16,128.67,4206900,120.27
"2010-07-13",128.97,130.98,128.69,130.48,6687700,121.96
"2010-07-14",129.32,131.6,129.14,130.72,6607200,122.18
"2010-07-15",129.87,130.92,129.55,130.72,6186800,122.18
"2010-07-16",129.96,130.15,127.85,128.03,7002900,119.67
"2010-07-19",128.67,130.38,128.37,129.79,8388600,121.31
"2010-07-20",122.97,126.56,122.93,126.55,16337400,118.29
"2010-07-21",126.44,126.5,124.62,125.27,8615500,117.09
"2010-07-22",126.32,127.78,126.05,127.47,6909000,119.15
"2010-07-23",127.3,128.8,127,128.38,5078000,120
"2010-07-26",128.18,128.43,127.14,128.41,5174900,120.03
"2010-07-27",128.78,129.17,127.89,128.63,4648200,120.23
"2010-07-28",128.67,129.35,127.88,128.43,4248800,120.04
"2010-07-29",129.06,129.5,127.14,128.02,8994200,119.66
"2010-07-30",127.43,128.98,127.04,128.4,6021000,120.02
"2010-08-02",129.25,131.2,129.25,130.76,6437500,122.22
"2010-08-03",130.03,131.04,129.33,130.37,5091800,121.86
"2010-08-04",130.46,131.5,129.85,131.27,4567500,122.7
"2010-08-05",130.73,131.98,130.53,131.83,4520600,123.22
"2010-08-06",130.41,130.48,128.76,130.14,6136200,122.24
"2010-08-09",130.79,132.34,130.4,132,6131700,123.99
"2010-08-10",131.18,132.49,130.77,131.84,5471700,123.84
"2010-08-11",130.69,130.69,129.46,129.83,6316100,121.95
"2010-08-12",127.69,128.78,127.52,128.3,5132200,120.52
"2010-08-13",127.96,128.46,127.33,127.87,4669400,120.11
"2010-08-16",127.47,128.23,126.96,127.77,4009200,120.02
"2010-08-17",128.83,129.85,127.9,128.45,4298300,120.66
"2010-08-18",128.87,130.2,127.8,129.39,4883200,121.54
"2010-08-19",128.67,129.59,128.02,128.9,5402400,121.08
"2010-08-20",128.72,128.98,126.96,127.5,6246300,119.76
"2010-08-23",127.57,128.03,126.44,126.47,4034400,118.8
"2010-08-24",125.21,126.02,124.57,124.9,5621200,117.32
"2010-08-25",124.57,125.6,124,125.27,5235300,117.67
"2010-08-26",125.78,125.78,122.78,122.78,7746600,115.33
"2010-08-27",123.83,124.8,122.42,124.73,6214200,117.16
"2010-08-30",125.08,125.27,123.4,123.4,3604000,115.91
"2010-08-31",123.31,123.99,122.28,123.13,5624200,115.66
"2010-09-01",125.31,126.31,124.52,125.77,5623100,118.14
"2010-09-02",126.03,126.23,124.65,125.04,5103300,117.45
"2010-09-03",126.22,127.6,125.9,127.58,5142900,119.84
"2010-09-07",126.99,127.36,125.88,125.95,4353300,118.31
"2010-09-08",126.02,126.52,125.39,126.08,4477500,118.43
"2010-09-09",127.27,127.57,126.15,126.36,3436700,118.69
"2010-09-10",126.99,128.29,126.26,127.99,4418700,120.23
"2010-09-13",128.63,130,128.52,129.61,5271300,121.75
"2010-09-14",128.43,129.92,128.43,128.85,4850500,121.03
"2010-09-15",128.65,129.96,128.54,129.43,4762500,121.58
"2010-09-16",129.2,129.95,128.8,129.67,4685000,121.8
"2010-09-17",129.92,130.6,129.7,130.19,10397400,122.29
"2010-09-20",130.24,132.09,130.11,131.79,7145500,123.79
"2010-09-21",131.45,132.8,130.78,131.98,5267900,123.97
"2010-09-22",131.61,132.58,131.4,132.57,4922400,124.53
"2010-09-23",131.42,132.78,131.22,131.67,3898800,123.68
"2010-09-24",132.42,134.15,132.34,134.11,7122400,125.97
"2010-09-27",133.51,135,133.51,134.65,6155400,126.48
"2010-09-28",134.67,135.14,133.71,134.89,7481300,126.71
"2010-09-29",134.4,135.8,134.34,135.48,5151200,127.26
"2010-09-30",135.5,136.11,133.67,134.14,6425800,126
"2010-10-01",135.51,136.28,135.09,135.64,5621200,127.41
"2010-10-04",135.23,135.92,134.39,135.25,4059900,127.04
"2010-10-05",136.18,137.9,136.12,137.66,6202500,129.31
"2010-10-06",136.88,137.96,136.83,137.84,4783000,129.48
"2010-10-07",137.92,138.88,137.52,138.72,6440800,130.3
"2010-10-08",138.4,139.09,138.06,138.85,4540800,130.43
"2010-10-11",138.79,139.94,138.64,139.66,4004300,131.19
"2010-10-12",138.4,139.99,138.27,139.85,5637300,131.37
"2010-10-13",139.91,141.48,139.78,140.37,8784300,131.85
"2010-10-14",140.35,141.5,139.69,141.5,5653100,132.92
"2010-10-15",142.1,142.1,140.54,141.06,7220400,132.5
"2010-10-18",140.9,143.03,140.84,142.83,10322700,134.16
"2010-10-19",137.3,139.34,136.7,138.03,14159100,129.66
"2010-10-20",138.28,139.87,138.13,139.07,6945500,130.63
"2010-10-21",139.81,140.49,138.4,139.83,6221200,131.35
"2010-10-22",140.15,140.75,139.46,139.67,4105300,131.2
"2010-10-25",140.42,141.4,139.81,139.84,4870000,131.36
"2010-10-26",139.29,142,138.53,140.67,7327100,132.14
"2010-10-27",139.52,141.57,139,141.43,6465300,132.85
"2010-10-28",141.84,141.95,140.42,140.9,5481600,132.35
"2010-10-29",140.9,144,140.75,143.6,8439300,134.89
"2010-11-01",143.64,144.26,142.32,143.32,5674600,134.63
"2010-11-02",143.85,144.71,143.71,143.84,4626400,135.11
"2010-11-03",144.24,144.46,142.63,144.17,5182100,135.42
"2010-11-04",144.82,146.84,144.71,146.79,6622500,137.88
"2010-11-05",145.94,146.93,145.67,146.92,4995800,138.01
"2010-11-08",145.35,146.58,145.25,146.46,4459700,138.19
"2010-11-09",146.7,147.53,145.63,146.14,5700600,137.88
"2010-11-10",146.09,146.79,145.63,146.55,5172000,138.27
"2010-11-11",144.7,145.5,143.35,145.43,4752200,137.21
"2010-11-12",144.59,145.77,143.55,143.74,4731500,135.62
"2010-11-15",143.89,144.75,143.27,143.64,3827700,135.53
"2010-11-16",142.93,143.38,141.18,142.24,6342100,134.2
"2010-11-17",142.49,142.49,141.39,141.95,4785900,133.93
"2010-11-18",143.04,144.99,142.75,144.36,4236200,136.2
"2010-11-19",144.38,145.35,143.99,145.05,5015900,136.86
"2010-11-22",144,145.43,143.56,145.39,3730700,137.18
"2010-11-23",144.24,144.53,142.33,143.18,4570300,135.09
"2010-11-24",143.95,146.44,143.82,145.81,4874100,137.57
"2010-11-26",145.3,145.3,143.57,143.9,2081300,135.77
"2010-11-29",143.53,143.67,141.5,142.89,5040300,134.82
"2010-11-30",142.24,142.76,141.28,141.46,7674800,133.47
"2010-12-01",143.61,145.13,143.51,144.41,6822800,136.25
"2010-12-02",144.33,145.85,144.3,145.18,5374000,136.98
"2010-12-03",144.25,145.68,144.25,145.38,3710600,137.17
"2010-12-06",144.54,145.87,144.52,144.99,3321800,136.8
"2010-12-07",146.02,146.3,143.87,144.02,4828600,135.88
"2010-12-08",144.35,145.65,143.84,144.98,4961400,136.79
"2010-12-09",145.94,145.94,143.52,144.3,4405300,136.15
"2010-12-10",144.88,144.95,143.73,144.82,3503800,136.64
"2010-12-13",145.14,145.4,144.21,144.28,4741000,136.13
"2010-12-14",144.26,146.01,144.26,145.82,4800800,137.58
"2010-12-15",145.13,145.72,144.31,144.72,4447400,136.54
"2010-12-16",144.84,145.32,144.15,144.55,4178600,136.38
"2010-12-17",144.69,145.5,144.4,145,10027000,136.81
"2010-12-20",145.39,145.54,144.39,144.51,3995000,136.35
"2010-12-21",144.99,145.99,144.33,145.74,3777100,137.51
"2010-12-22",145.66,146.4,145.58,145.95,3388800,137.7
"2010-12-23",145.89,146.33,145.33,145.89,2424500,137.65
"2010-12-27",145.12,145.7,145,145.34,2314700,137.13
"2010-12-28",145.31,146.15,145.06,145.71,2699600,137.48
"2010-12-29",146,147.5,145.71,146.52,3661100,138.24
"2010-12-30",146.36,147.11,146.25,146.67,3039100,138.38
"2010-12-31",146.73,147.07,145.96,146.76,2969800,138.47
"2011-01-03",147.21,148.2,147.14,147.48,4603800,139.15
"2011-01-04",147.56,148.22,146.64,147.64,5060100,139.3
"2011-01-05",147.34,147.48,146.73,147.05,4657400,138.74
"2011-01-06",147.13,148.79,146.82,148.66,5029200,140.26
"2011-01-07",148.79,148.86,146.94,147.93,4135700,139.57
"2011-01-10",147.58,148.06,147.23,147.64,3633400,139.3
"2011-01-11",148.2,148.35,146.75,147.28,4163600,138.96
"2011-01-12",147.99,149.29,147.67,149.1,4091500,140.68
"2011-01-13",149.24,149.29,148.25,148.82,3445800,140.41
"2011-01-14",148.89,150,148.47,150,4544200,141.53
"2011-01-18",149.82,151.46,149.38,150.65,9176900,142.14
"2011-01-19",153.26,156.13,152.83,155.69,12141000,146.89
"2011-01-20",154.53,155.96,154.45,155.8,7439900,147
"2011-01-21",156.4,156.78,154.96,155.5,7009000,146.72
"2011-01-24",155.42,159.79,155.33,159.63,7285100,150.61
"2011-01-25",159.21,164.35,159,161.44,8260800,152.32
"2011-01-26",161.67,161.9,160.42,161.04,5353100,151.94
"2011-01-27",161.43,162.18,160.86,161.07,4878300,151.97
"2011-01-28",161.05,161.92,158.67,159.21,6725600,150.22
"2011-01-31",159.18,162,158.68,162,7197200,152.85
"2011-02-01",162.11,163.94,162,163.56,5831300,154.32
"2011-02-02",163.4,163.6,162.61,163.3,3904000,154.07
"2011-02-03",163.16,164.2,162.81,163.53,4683400,154.29
"2011-02-04",163.48,164.14,163.22,164,3755200,154.74
"2011-02-07",164.08,164.99,164.02,164.82,4928100,155.51
"2011-02-08",164.82,166.25,164.32,166.05,5612600,157.29
"2011-02-09",165.62,165.97,164.1,164.65,4633600,155.96
"2011-02-10",163.9,165,163.18,164.09,5737800,155.43
"2011-02-11",163.98,165.01,163.31,163.85,5185200,155.21
"2011-02-14",164.18,164.38,162.85,163.22,4129800,154.61
"2011-02-15",162.89,163.57,162.52,162.84,3768700,154.25
"2011-02-16",163.33,163.6,162.75,163.4,3216000,154.78
"2011-02-17",163.3,164.67,162.85,164.24,3230500,155.58
"2011-02-18",164.46,164.84,164.1,164.84,4245000,156.14
"2011-02-22",163.57,164.26,161.78,161.95,5209300,153.41
"2011-02-23",161.81,162.68,160.14,160.18,5998100,151.73
"2011-02-24",159.63,161.27,159.03,160.77,5707500,152.29
"2011-02-25",161.06,162.34,160.86,162.28,4518400,153.72
"2011-02-28",162.36,162.99,161.24,161.88,4773000,153.34
"2011-03-01",163.15,163.15,159.88,159.97,4382800,151.53
"2011-03-02",159.43,161.11,159.41,160.16,3413000,151.71
"2011-03-03",161.42,164,161.27,163.48,4057800,154.86
"2011-03-04",163.4,164.31,160.65,161.83,4910700,153.29
"2011-03-07",161.6,162.98,158.85,159.93,5312000,151.49
"2011-03-08",159.7,163.43,159.21,162.28,5384800,153.72
"2011-03-09",163.47,167.72,163.28,165.86,9086600,157.11
"2011-03-10",164.64,164.67,161.38,162.02,7041400,153.47
"2011-03-11",162.4,163.24,160.84,162.43,4271000,153.86
"2011-03-14",161.16,161.98,160.09,161.39,4300500,152.88
"2011-03-15",157.35,159.64,156.88,159.02,6475800,150.63
"2011-03-16",156.52,156.98,151.71,153,12195300,144.93
"2011-03-17",154,154.5,152.7,154.18,7376400,146.05
"2011-03-18",156.5,156.95,154.32,155.89,11450000,147.67
"2011-03-21",157.64,159.63,157.07,157.68,5784000,149.36
"2011-03-22",158.56,158.61,157.52,158,4311400,149.66
"2011-03-23",158,160.08,157.53,159.53,4782500,151.11
"2011-03-24",160.23,160.71,158.84,160.04,5145800,151.6
"2011-03-25",160.98,162.74,160.76,162.18,5348100,153.62
"2011-03-28",161.54,162.58,161.12,161.37,3972800,152.86
"2011-03-29",161.34,163.09,161.15,162.88,3456700,154.29
"2011-03-30",163.55,163.99,163.02,163.6,3394100,154.97
"2011-03-31",163.4,164.06,163.07,163.07,3860800,154.47
"2011-04-01",163.7,164.42,163.04,164.27,4381900,155.6
"2011-04-04",164.42,164.73,163.58,164.25,3225100,155.58
"2011-04-05",163.81,164.7,163.62,163.99,3612000,155.34
"2011-04-06",164.34,164.75,163.81,164.04,3774800,155.39
"2011-04-07",164.1,164.55,163.28,164.38,3666700,155.71
"2011-04-08",164.35,164.38,163.16,164.05,3324100,155.4
"2011-04-11",163.44,164,163.11,163.95,4139000,155.3
"2011-04-12",163.36,163.77,162.3,163.25,3860600,154.64
"2011-04-13",163.97,164.93,163.66,163.95,4181900,155.3
"2011-04-14",163.84,165.36,163.16,164.97,4699100,156.27
"2011-04-15",165,166.34,164.87,166.21,5287400,157.44
"2011-04-18",164.64,166.16,162.86,165.94,6160700,157.19
"2011-04-19",165.71,166.38,164.44,165.4,6547100,156.67
"2011-04-20",163.1,165.89,162.19,164.75,10891800,156.06
"2011-04-21",165.63,168.45,164.86,168.28,6158400,159.4
"2011-04-25",167.65,168.77,167.23,167.67,3583800,158.82
"2011-04-26",167.99,169.2,167.4,168.49,7300000,159.6
"2011-04-27",168.61,170.59,168.46,170.37,5299700,161.38
"2011-04-28",169.99,171.38,169.7,170.78,5087700,161.77
"2011-04-29",171.1,173,170.48,170.58,5587700,161.58
"2011-05-02",172.11,173.54,171.49,172.15,5396200,163.07
"2011-05-03",172,173.48,171.23,172.87,5007700,163.75
"2011-05-04",172.36,172.62,169.59,170.62,6890300,161.62
"2011-05-05",170.47,170.87,167.5,168.46,7332000,159.57
"2011-05-06",169.03,170.15,168.24,168.89,4839400,160.7
"2011-05-09",168.39,169.85,168.31,169.1,3594800,160.9
"2011-05-10",169.25,170.9,169.22,170.38,4934800,162.11
"2011-05-11",170.3,170.52,167.82,169.5,4663200,161.28
"2011-05-12",169.65,172.77,168.65,172.24,5138500,163.88
"2011-05-13",171.7,172.15,169.44,169.92,5167400,161.68
"2011-05-16",169.81,170.64,168.31,168.86,4662200,160.67
"2011-05-17",167.85,171.41,166.53,170.5,8773200,162.23
"2011-05-18",170.1,171.19,169.46,170.44,4154300,162.17
"2011-05-19",170.86,171.4,169.32,170.59,3538300,162.31
"2011-05-20",170.4,171.15,169.38,170.16,4869900,161.9
"2011-05-23",168.58,168.69,167.07,168.26,5144000,160.1
"2011-05-24",168.5,168.67,167.51,167.99,4643600,159.84
"2011-05-25",167.75,168.4,167.51,167.75,3882100,159.61
"2011-05-26",167.46,167.5,165.9,167.18,5771300,159.07
"2011-05-27",167.91,168.47,167,167.5,3277600,159.37
"2011-05-31",168.44,169.89,167.82,168.93,9123400,160.73
"2011-06-01",168.9,169.58,166.5,166.56,5134600,158.48
"2011-06-02",166.44,167.1,165.71,166.09,3854100,158.03
"2011-06-03",164.3,165.89,164.13,165.05,5230500,157.04
"2011-06-06",164.76,165.58,164.27,164.75,3619700,156.76
"2011-06-07",165.11,165.24,163.61,163.69,4187000,155.75
"2011-06-08",163.27,164.85,163.26,164.34,3850800,156.37
"2011-06-09",165.01,165.96,164.76,164.84,4299800,156.84
"2011-06-10",164.57,164.84,162.87,163.18,4683300,155.26
"2011-06-13",163.17,164.46,162.73,163.17,5099600,155.25
"2011-06-14",163.87,164.57,163.65,164.12,7050000,156.16
"2011-06-15",162.75,163.41,161.52,162.33,5225600,154.45
"2011-06-16",162.06,163.63,161.78,162.67,4861100,154.78
"2011-06-17",164.24,165.1,163.58,164.44,7149700,156.46
"2011-06-20",163.7,165.61,163.59,165.02,3956100,157.01
"2011-06-21",165.2,166.75,164,166.22,5387300,158.15
"2011-06-22",165.59,166.81,165.1,165.68,3960500,157.64
"2011-06-23",164.06,166.73,163.8,166.12,5271500,158.06
"2011-06-24",165.85,165.94,164.57,165.07,4402600,157.06
"2011-06-27",165.74,168.24,165.21,167.62,4446700,159.49
"2011-06-28",168.33,170.7,168.01,170.01,4850000,161.76
"2011-06-29",170.61,170.86,169.82,170.54,3817100,162.27
"2011-06-30",171.11,172.45,170.75,171.55,5105200,163.23
"2011-07-01",171.61,174.65,171.49,174.54,5181700,166.07
"2011-07-05",173.52,175.43,173.52,175.43,4586500,166.92
"2011-07-06",175.19,177.77,175.09,177.71,5885900,169.09
"2011-07-07",176.78,177.27,176.12,176.48,5905600,167.92
"2011-07-08",175.49,176.49,175.01,176.49,4399900,167.93
"2011-07-11",174.9,176.15,174.61,174.99,4766500,166.5
"2011-07-12",174.93,175.37,173.89,174.05,5036800,165.6
"2011-07-13",174.9,176.32,174,174.32,4074800,165.86
"2011-07-14",174.4,176.1,173.84,174.23,4613100,165.78
"2011-07-15",175.08,175.94,174.07,175.54,5347100,167.02
"2011-07-18",174.73,176.46,173.58,175.28,8879700,166.78
"2011-07-19",178.74,185.21,178.65,185.21,13245600,176.22
"2011-07-20",183.84,184.42,183,183.65,5901100,174.74
"2011-07-21",183.59,185.5,182.9,184.9,4958400,175.93
"2011-07-22",184.64,185.63,184.26,185.18,4516100,176.19
"2011-07-25",183.89,184.96,183.28,183.7,4987000,174.79
"2011-07-26",182.94,184.05,182.65,182.93,4356200,174.05
"2011-07-27",182.01,182.91,180.93,181.35,5806800,172.55
"2011-07-28",181.06,183.27,180.88,181.8,4478800,172.98
"2011-07-29",180.26,183.43,179.73,181.85,6665600,173.03
"2011-08-01",182.6,183.69,178.5,180.75,5842700,171.98
"2011-08-02",179.95,182.29,177.86,178.05,5770400,169.41
"2011-08-03",177.67,179.23,175.41,178.83,6722000,170.15
"2011-08-04",176.5,177.92,171.18,171.48,11022300,163.16
"2011-08-05",172.1,174.22,166.52,172.98,11871800,164.59
"2011-08-08",168.83,172.61,166,166.22,15804900,158.84
"2011-08-09",167.46,171.05,162,170.61,12517600,163.04
"2011-08-10",168.18,169.23,161.85,162.54,13993600,155.33
"2011-08-11",164.1,168.77,162.94,166.73,9175600,159.33
"2011-08-12",168.5,169.38,165.83,168.2,5187000,160.74
"2011-08-15",171.32,174,170.39,172.99,7645400,165.31
"2011-08-16",172.19,172.19,169,171.24,5585400,163.64
"2011-08-17",171.57,172.99,169.89,171.48,5129700,163.87
"2011-08-18",166.32,166.46,160.16,163.83,15082600,156.56
"2011-08-19",162.17,163.94,157.13,157.54,14068600,150.55
"2011-08-22",161.35,161.68,157.62,158.98,7249100,151.92
"2011-08-23",160.65,164.59,159.53,164.32,6923300,157.03
"2011-08-24",164.13,166.83,163.35,166.76,6427000,159.36
"2011-08-25",167.52,168.53,164.85,165.58,6751600,158.23
"2011-08-26",164.85,169.33,163.28,169.14,6438200,161.63
"2011-08-29",170.58,172.72,170.36,172.62,5293400,164.96
"2011-08-30",172.06,173.51,170.88,172.51,4477700,164.85
"2011-08-31",173.29,173.72,170.71,171.91,6074200,164.28
"2011-09-01",172.71,173.68,170.12,170.33,5463900,162.77
"2011-09-02",167.69,168.93,166,166.98,4979100,159.57
"2011-09-06",163.06,165.55,162.2,165.11,5761200,157.78
"2011-09-07",167.28,167.9,166.16,167.31,6796600,159.89
"2011-09-08",167,169.58,165.1,165.25,6027200,157.92
"2011-09-09",164.57,165.19,160.81,161.37,6743900,154.21
"2011-09-12",160.04,162.44,158.76,162.42,5247200,155.21
"2011-09-13",163.64,163.92,161.54,163.43,4723800,156.18
"2011-09-14",164.01,169.66,161.99,167.24,6980700,159.82
"2011-09-15",168.64,170.16,167.23,170.09,5464400,162.54
"2011-09-16",171.33,172.99,169.74,172.99,11048100,165.31
"2011-09-19",169.5,173.87,169.43,173.13,4755600,165.45
"2011-09-20",173.57,177.43,172.7,174.72,6209600,166.97
"2011-09-21",175,177.67,172.62,173.02,7043100,165.34
"2011-09-22",168.33,169.97,166.5,168.62,8195600,161.14
"2011-09-23",166.99,169.54,165.76,169.34,5586600,161.83
"2011-09-26",170.96,174.7,169.86,174.51,6745700,166.77
"2011-09-27",176.82,179.62,176.43,177.71,7638800,169.82
"2011-09-28",177.97,180.75,177.08,177.55,7732200,169.67
"2011-09-29",179.69,180.91,175.53,179.17,6944300,171.22
"2011-09-30",176.01,178.27,174.75,174.87,7807400,167.11
"2011-10-03",174.36,177.92,173.04,173.29,9042600,165.6
"2011-10-04",171.54,175.07,168.88,174.74,9200000,166.99
"2011-10-05",174.57,177.3,172.68,176.85,5851700,169
"2011-10-06",176.81,181.99,175.66,181.69,7180900,173.63
"2011-10-07",182.32,183.72,181.64,182.39,6842600,174.3
"2011-10-10",183,186.63,182.9,186.62,5784800,178.34
"2011-10-11",184.59,186,184.11,185,5330500,176.79
"2011-10-12",186.08,188,185.65,186.12,5338200,177.86
"2011-10-13",184.97,187.5,184.5,186.82,4399200,178.53
"2011-10-14",188.19,190.53,187.73,190.53,5368200,182.07
"2011-10-17",189.71,190.16,185.9,186.59,8790300,178.31
"2011-10-18",178,179.38,176.25,178.9,15729400,170.96
"2011-10-19",179.68,179.81,177.01,177.39,6708300,169.52
"2011-10-20",178.13,179.24,176.17,177.25,7513800,169.38
"2011-10-21",179.11,181.67,178.75,181.63,8054200,173.57
"2011-10-24",181.51,183.39,180.62,182.25,5890600,174.16
"2011-10-25",181.66,182.97,180.01,180.36,5373100,172.36
"2011-10-26",181.74,182.28,179.03,181.97,5387700,173.89
"2011-10-27",184.99,187,183.18,185.88,7057800,177.63
"2011-10-28",185.57,188.07,185.28,187.45,5009800,179.13
"2011-10-31",185.59,186.91,184.63,184.63,4710000,176.44
"2011-11-01",181.55,183.26,180.74,181.35,5881200,173.3
"2011-11-02",184,185.25,183.03,183.92,4136600,175.76
"2011-11-03",185.13,187.78,184.02,187.3,4953500,178.99
"2011-11-04",186.27,187.14,184.74,186.38,3237600,178.11
"2011-11-07",186.22,187.73,184.75,187.32,3530800,179.01
"2011-11-08",187.48,187.88,185.51,187.25,4330600,179.66
"2011-11-09",184.2,185.24,181.16,182.24,5494800,174.85
"2011-11-10",183.58,184.77,181.87,183.35,3881600,175.92
"2011-11-11",185.27,187.83,185.14,187.38,3665300,179.78
"2011-11-14",189.17,189.84,186.85,187.35,6038600,179.76
"2011-11-15",187.49,189.97,185.64,188.75,4585300,181.1
"2011-11-16",187.82,189.9,186.3,186.62,4616800,179.06
"2011-11-17",186.81,188.83,183.39,185.73,5840500,178.2
"2011-11-18",186.71,186.97,184.66,185.24,4440900,177.73
"2011-11-21",183.37,183.96,180,181.48,5145100,174.12
"2011-11-22",182.22,182.98,180.29,181.31,4178600,173.96
"2011-11-23",180.67,181.49,177.52,177.95,4800900,170.74
"2011-11-25",178.01,179.56,177.06,177.06,2232800,169.88
"2011-11-28",182.71,182.93,180.67,182.21,4524200,174.82
"2011-11-29",182.02,183.31,180.84,180.94,3661600,173.61
"2011-11-30",184.57,188.35,184.21,188,7836800,180.38
"2011-12-01",187.01,189.99,186.77,189.45,4858800,181.77
"2011-12-02",189.92,191.33,189.45,189.66,4962200,181.97
"2011-12-05",191.18,193.61,190.38,190.84,5699400,183.1
"2011-12-06",190.65,193.53,190.32,192.94,4144900,185.12
"2011-12-07",191.99,194.9,191.28,194.05,5081700,186.18
"2011-12-08",192.48,193.8,191.07,191.58,4369000,183.81
"2011-12-09",192.91,194.87,192.4,194.56,4847900,186.67
"2011-12-12",193.64,193.9,191.22,192.18,3796100,184.39
"2011-12-13",193.46,194.3,190.64,191.15,5008400,183.4
"2011-12-14",189.84,190.28,188,188.72,5057700,181.07
"2011-12-15",190.48,191.2,186.89,187.48,4474500,179.88
"2011-12-16",188.01,188.01,181.91,183.57,11849400,176.13
"2011-12-19",184.51,184.69,182.25,182.89,5039900,175.48
"2011-12-20",185.5,187.33,184.76,187.24,4740100,179.65
"2011-12-21",183.22,183.5,179.04,181.47,9282500,174.11
"2011-12-22",182.71,182.8,181,182.04,5052000,174.66
"2011-12-23",183.11,184.85,181.89,184.75,3052300,177.26
"2011-12-27",184.97,185.85,184.39,184.95,2775200,177.45
"2011-12-28",185.19,185.4,183.34,183.99,2872000,176.53
"2011-12-29",184.07,186.23,184.01,186.18,2941600,178.63
"2011-12-30",186.33,186.48,183.85,183.88,3530900,176.43
"2012-01-03",186.73,188.71,186,186.3,5646000,178.75
"2012-01-04",185.57,186.33,184.94,185.54,4346700,178.02
"2012-01-05",184.81,185.03,183.1,184.66,4463100,177.17
"2012-01-06",184.39,184.48,182.31,182.54,4897100,175.14
"2012-01-09",182.2,182.27,180.27,181.59,5201200,174.23
"2012-01-10",183.23,183.72,181.2,181.31,5161000,173.96
"2012-01-11",180.73,182.81,180.5,182.32,4110800,174.93
"2012-01-12",181.86,181.91,178.38,180.55,6881000,173.23
"2012-01-13",179.48,179.61,177.35,179.16,5279200,171.9
"2012-01-17",180.36,182,179.32,180,6003400,172.7
"2012-01-18",179.83,181.6,179.5,181.07,4600600,173.73
"2012-01-19",181.79,182.36,180.35,180.52,8567200,173.2
"2012-01-20",185.77,188.97,184.75,188.52,12849700,180.88
"2012-01-23",187.91,190.52,187.67,189.98,5751700,182.28
"2012-01-24",188.63,192.3,188.52,191.93,5345700,184.15
"2012-01-25",191.33,192.24,189.61,191.73,4359700,183.96
"2012-01-26",191.79,192.79,190.47,190.98,4004700,183.24
"2012-01-27",190.01,191.77,189.81,190.46,3360400,182.74
"2012-01-30",189.39,192.73,188.22,192.5,4359000,184.7
"2012-01-31",193.09,193.1,191,192.6,4826800,184.79
"2012-02-01",193.21,194.81,192.41,192.62,5088800,184.81
"2012-02-02",192.72,193.33,191.33,191.53,3907300,183.77
"2012-02-03",192.93,194.13,192.54,193.64,4521700,185.79
"2012-02-06",192.48,193.76,192,192.82,3639800,185
"2012-02-07",192.45,194.14,191.97,193.35,3433000,185.51
"2012-02-08",192.78,193.58,191.73,192.95,3803800,185.85
"2012-02-09",193.03,194.46,192.55,193.13,3876400,186.02
"2012-02-10",191.76,192.43,191.28,192.42,3391100,185.34
"2012-02-13",193.31,193.69,191.74,192.62,2458800,185.53
"2012-02-14",191.76,192.6,190.83,192.22,3398100,185.15
"2012-02-15",192.31,193.44,191.26,192.25,4020900,185.18
"2012-02-16",192.61,193.25,192,193.02,3525500,185.92
"2012-02-17",193.71,193.86,192.3,193.42,3746500,186.3
"2012-02-21",193.73,194.24,192.46,193.39,3293600,186.27
"2012-02-22",193.03,194.74,192.75,193.87,3275800,186.74
"2012-02-23",193.87,199.23,193.28,197.61,8032700,190.34
"2012-02-24",198.38,198.56,196.61,197.76,3353200,190.48
"2012-02-27",196.78,198.71,196.1,197.53,3758400,190.26
"2012-02-28",197.75,198.96,197.43,197.98,3167400,190.69
"2012-02-29",197.86,199.17,196.45,196.73,5117100,189.49
"2012-03-01",197.23,198.47,196.93,197.53,3560300,190.26
"2012-03-02",197.1,198.89,197.06,198.81,3727400,191.49
"2012-03-05",198.36,201.19,198.3,200.66,6938000,193.28
"2012-03-06",199.14,199.64,196.81,197.26,5214700,190
"2012-03-07",198.09,198.57,197.31,197.77,3346900,190.49
"2012-03-08",199.24,199.99,198.65,199.81,3145800,192.46
"2012-03-09",199.98,201.1,199.72,200.62,3178200,193.24
"2012-03-12",200.93,201.57,200.23,201,3119700,193.6
"2012-03-13",201.72,203.9,201.61,203.78,4866000,196.28
"2012-03-14",203.78,205.15,203.64,204.72,4602300,197.19
"2012-03-15",204.94,206.18,204.74,206,3621100,198.42
"2012-03-16",207.03,207.52,206.01,206.01,9637000,198.43
"2012-03-19",205.71,206.53,204.5,205.72,3763200,198.15
"2012-03-20",204.74,205,203.7,204.25,3695100,196.73
"2012-03-21",204.32,205.77,204.3,204.69,3329900,197.16
"2012-03-22",204,205.99,203.96,205.49,3307800,197.93
"2012-03-23",205.89,205.96,204.56,205.48,3036200,197.92
"2012-03-26",206.45,207.92,206.32,207.77,3418200,200.12
"2012-03-27",208.46,208.66,207,207.18,2704500,199.56
