"","BF.B.Open","BF.B.High","BF.B.Low","BF.B.Close","BF.B.Volume","BF.B.Adjusted"
"2011-12-08",80.75,81.29,79.38,80.07,509100,51.96
"2011-12-09",80.44,80.87,79.86,80.63,449800,52.32
"2011-12-12",80.34,80.5,77.92,78.71,469800,51.08
"2011-12-13",79.31,79.31,77.08,77.46,528600,50.27
"2011-12-14",77.43,77.86,76.99,77.53,400400,50.31
"2011-12-15",78.25,78.81,77.7,78.65,287400,51.04
"2011-12-16",79.05,79.19,77.36,77.73,699200,50.44
"2011-12-19",77.89,78.77,77.3,77.5,256400,50.29
"2011-12-20",78.86,79.71,78.44,79.07,357800,51.31
"2011-12-21",79.16,79.94,78.79,79.92,361200,51.86
"2011-12-22",79.99,80.19,79.29,79.78,228200,51.77
"2011-12-23",79.92,80.87,79.73,80.54,155700,52.26
"2011-12-27",80.97,82.04,80.74,81.85,263400,53.11
"2011-12-28",81.98,81.98,80.7,80.81,147200,52.44
"2011-12-29",80.74,81.26,80.63,81.02,224700,52.58
"2011-12-30",81.24,81.31,80.46,80.51,343800,52.24
"2012-01-03",80.6,82.33,80.54,80.61,354900,52.31
"2012-01-04",80.34,80.34,79.28,79.28,367400,51.45
"2012-01-05",78.75,79.27,78.04,79,576600,51.26
"2012-01-06",79,79.13,77.54,77.65,617800,50.39
"2012-01-09",76.95,79.24,76.95,79.05,368400,51.3
"2012-01-10",79.86,80.38,79.58,80.3,348900,52.11
"2012-01-11",80.14,81.41,79.56,79.92,240600,51.86
"2012-01-12",80.19,80.19,78.79,79,383400,51.26
"2012-01-13",78.54,79.08,78.33,78.86,373600,51.17
"2012-01-17",80.7,81.43,79.6,80.27,566600,52.09
"2012-01-18",80.01,81.05,79.97,81.01,458200,52.57
"2012-01-19",81.08,82.18,80.33,82,457800,53.21
"2012-01-20",82.02,82.43,81.18,82.4,420000,53.47
"2012-01-23",82.32,82.55,81.77,82.36,392700,53.45
"2012-01-24",82,82.75,81.69,82.28,297200,53.39
"2012-01-25",81.86,83.38,81.76,83.24,238200,54.02
"2012-01-26",83.53,83.53,82.02,82.43,189400,53.49
"2012-01-27",82.22,82.24,81.4,81.4,378400,52.82
"2012-01-30",80.52,81.35,80.29,80.69,346200,52.36
"2012-01-31",81.19,81.46,80.21,81.21,330000,52.7
"2012-02-01",81.37,82.75,81.37,82.52,266000,53.55
"2012-02-02",82.52,83.1,82.35,82.88,175000,53.78
"2012-02-03",83.47,84.26,83.25,84.12,283200,54.59
"2012-02-06",83.68,83.75,83.04,83.37,197400,54.1
"2012-02-07",82.97,83.4,82.73,83.01,155100,53.87
"2012-02-08",82.85,83.15,82,82.46,212700,53.51
"2012-02-09",82.46,83.17,81.95,83.04,175500,53.89
"2012-02-10",82.65,82.91,81.56,82.34,225600,53.43
"2012-02-13",82.9,83.11,82.3,82.45,209600,53.5
"2012-02-14",81.81,82.49,81.77,82,247800,53.21
"2012-02-15",82.13,82.13,81.29,81.42,369900,52.84
"2012-02-16",81.61,82.15,81.27,81.8,534200,53.08
"2012-02-17",80.83,81.97,80.83,81.22,794400,52.71
"2012-02-21",81.57,81.99,80.52,80.96,351300,52.54
"2012-02-22",80.85,81.09,80.66,80.8,320000,52.43
"2012-02-23",80.75,81,80.5,80.8,286000,52.43
"2012-02-24",81.22,81.22,80.81,81.1,323400,52.63
"2012-02-27",80.75,81.25,80.75,81.1,315000,52.63
"2012-02-28",81.1,81.69,81.05,81.45,518800,52.85
"2012-02-29",81.51,82.02,81.35,81.65,566800,52.98
"2012-03-01",81.73,82.15,81.37,81.75,585400,53.28
"2012-03-02",81.82,81.99,80.98,81.11,273800,52.86
"2012-03-05",81.02,81.6,80.65,81,379400,52.79
"2012-03-06",80.31,80.93,79.91,80.13,417800,52.22
"2012-03-07",79.82,80.48,78.53,80.09,344000,52.2
"2012-03-08",80.68,81.7,79.29,79.76,440000,51.98
"2012-03-09",79.81,80.09,79.25,79.96,428000,52.11
"2012-03-12",79.99,80.83,79.99,80.6,245200,52.53
"2012-03-13",81.07,81.68,80.57,81.66,321900,53.22
"2012-03-14",81.75,82,80.28,80.55,321800,52.5
"2012-03-15",80.82,80.87,80.03,80.04,406400,52.16
"2012-03-16",80.16,80.6,79.67,80.25,869000,52.3
"2012-03-19",79.88,80.38,79.79,80.32,311100,52.35
"2012-03-20",79.84,80.27,79.63,80.23,203400,52.29
"2012-03-21",80.73,80.73,79.89,80.48,199200,52.45
"2012-03-22",80,81.03,79.56,80.9,279600,52.72
"2012-03-23",81.2,81.75,80.68,81.69,362600,53.24
"2012-03-26",82.39,83.97,82.2,83.75,398800,54.58
"2012-03-27",84,84,83.35,83.72,330900,54.56
"2012-03-28",83.59,83.65,82.96,83.33,251400,54.31
"2012-03-29",83.02,83.46,82.41,82.77,523500,53.94
"2012-03-30",83.37,83.93,83.18,83.39,522800,54.35
"2012-04-02",83.35,84.8,83.35,84.63,417300,55.15
"2012-04-03",84.37,84.63,82.92,83.9,482700,54.68
"2012-04-04",83.65,85.68,83.65,84.59,1245300,55.13
"2012-04-05",84.45,84.45,83.11,84.06,374400,54.78
"2012-04-09",82.99,83.47,82.72,83.23,320400,54.24
"2012-04-10",83.23,83.39,82.09,82.09,445500,53.5
"2012-04-11",85.4,85.4,82.36,82.92,349500,54.04
"2012-04-12",82.88,83.24,82.51,83.05,263600,54.12
"2012-04-13",82.75,83.51,82.75,83.35,340600,54.32
"2012-04-16",83.89,83.9,83.29,83.42,315800,54.37
"2012-04-17",84.2,84.2,83.5,83.79,361200,54.61
"2012-04-18",83.53,84.2,83.05,83.35,255800,54.32
"2012-04-19",83.47,84.65,83.4,84.29,317800,54.93
"2012-04-20",84.43,85.2,84.21,84.98,438600,55.38
"2012-04-23",84.25,84.54,83.21,83.85,302000,54.65
"2012-04-24",83.97,84.98,83.97,84.9,319200,55.33
"2012-04-25",85.15,86.08,85.01,85.74,221200,55.88
"2012-04-26",85.74,87.07,85.32,86.57,265600,56.42
"2012-04-27",87.26,87.26,85.85,86.39,260200,56.3
"2012-04-30",86.1,86.64,85.51,86.35,249000,56.28
"2012-05-01",86.08,87.13,85.89,86.86,311100,56.61
"2012-05-02",86.76,87.86,86.4,87.76,336000,57.19
"2012-05-03",87.65,88.03,87.23,87.23,390900,56.85
"2012-05-04",87.08,87.66,85.82,86.5,309600,56.37
"2012-05-07",86.54,87.32,86.32,87.13,225000,56.78
"2012-05-08",86.6,86.89,86.13,86.65,220800,56.47
"2012-05-09",85.9,86.54,85.6,85.78,226500,55.9
"2012-05-10",86.55,87.15,86.27,86.58,159300,56.43
"2012-05-11",86.37,87.27,86.05,86.69,184500,56.5
"2012-05-14",85.93,86.61,84.86,86.38,237000,56.3
"2012-05-15",86.02,87.98,85.84,87.79,646200,57.21
"2012-05-16",87.94,88.72,87.26,88.31,399300,57.55
"2012-05-17",88.19,88.38,86.59,86.72,284400,56.52
"2012-05-18",86.85,86.85,85.34,85.71,410600,55.86
"2012-05-21",85.73,86.49,85.44,86.43,191600,56.33
"2012-05-22",86.5,87.15,86.16,86.54,279000,56.4
"2012-05-23",86.49,86.66,85.55,86.26,256500,56.22
"2012-05-24",86.44,87.68,86.18,87.37,195800,56.94
"2012-05-25",87.4,88.29,87.29,87.71,117200,57.16
"2012-05-29",88.14,88.52,87.67,88.15,162200,57.45
"2012-05-30",88.17,88.66,87.27,87.48,270900,57.01
"2012-05-31",87.39,87.74,86.67,87.18,360200,56.82
"2012-06-01",85.85,86.88,84.06,84.48,616600,55.06
"2012-06-04",84.15,84.66,83.43,84,520200,54.97
"2012-06-05",83.7,85.39,83.15,84.74,271400,55.46
"2012-06-06",84.99,88.65,84.1,88.65,516300,58.01
"2012-06-07",89.41,90.5,88.07,88.36,294300,57.83
"2012-06-08",88.05,89.48,88.05,89.2,218400,58.37
"2012-06-11",89.73,90.44,87.76,87.83,227700,57.48
"2012-06-12",87.96,89.68,87.96,88.87,342800,58.16
"2012-06-13",88.77,89.48,88.18,88.44,352400,57.88
"2012-06-14",89.38,91.17,89.15,91.02,328400,59.57
"2012-06-15",92,93.3,91.38,91.52,758100,59.89
"2012-06-18",91.6,92.88,91.5,92.09,354600,60.27
"2012-06-19",92.45,93.54,92.18,93.17,412500,60.97
"2012-06-20",93.02,93.36,92.45,92.99,443100,60.86
"2012-06-21",93.39,93.79,92.9,92.92,426400,60.81
"2012-06-22",93.39,93.63,92.15,92.78,604600,60.72
"2012-06-25",92.41,93.06,92.27,92.97,278800,60.84
"2012-06-26",93.65,96.33,93.65,95.74,819900,62.65
"2012-06-27",96.76,96.97,93.78,93.97,479800,61.5
"2012-06-28",92.94,94.84,92.94,94.7,333600,61.97
"2012-06-29",96,97.95,96,96.85,765900,63.38
"2012-07-02",97.07,97.99,96.45,96.94,643800,63.44
"2012-07-03",97.79,97.79,95.93,96.45,317700,63.12
"2012-07-05",96.04,96.48,95.03,95.03,638200,62.19
"2012-07-06",94.42,95.78,93.87,94.12,537000,61.59
"2012-07-09",93.87,94.86,93.31,93.79,458000,61.38
"2012-07-10",94.25,95.13,93.56,94.07,523400,61.56
"2012-07-11",93.65,94.37,93.2,94.01,498600,61.52
"2012-07-12",93.61,96.33,93.02,95.67,569700,62.61
"2012-07-13",95.6,97.49,95.6,96.5,419800,63.15
"2012-07-16",96.73,97.23,95.58,95.92,416400,62.77
"2012-07-17",96.04,97.02,95.75,96.48,480300,63.14
"2012-07-18",96.03,96.88,96.03,96.71,275400,63.29
"2012-07-19",96.69,96.76,95.66,96,593700,62.82
"2012-07-20",95.89,96.15,94.65,95.5,1836300,62.5
"2012-07-23",93.72,94.12,92.97,93.33,326800,61.08
"2012-07-24",93.22,93.47,91.8,92.69,213400,60.66
"2012-07-25",92.99,92.99,92.15,92.22,258800,60.35
"2012-07-26",93.84,94.36,93.2,93.54,299000,61.22
"2012-07-27",94.5,95.5,93.75,94.79,435800,62.03
"2012-07-30",95.14,95.19,93.88,94.7,192900,61.97
"2012-07-31",94.23,94.44,93.45,93.56,197100,61.23
"2012-08-01",94.2,95.67,93.58,93.79,232800,61.38
"2012-08-02",92.92,93.6,91.48,92.18,316000,60.32
"2012-08-03",94,94.9,93.4,94.75,177200,62.01
"2012-08-06",95.17,95.37,92.86,93.07,225600,60.91
"2012-08-07",93.51,93.74,92.91,93.19,210400,60.99
"2012-08-08",93.4,93.4,91.79,92.21,207800,60.34
"2012-08-09",92,92.23,91.21,91.56,337800,59.92
"2012-08-10",91,92.26,90.66,92.17,305800,60.32
"2012-08-13",61.83,62.28,60.88,61.48,105400,60.35
"2012-08-14",61.7,61.82,61,61.71,220600,60.58
"2012-08-15",61.92,62.11,61.48,61.98,167800,60.84
"2012-08-16",61.89,62.35,61.56,62,332400,60.86
"2012-08-17",62.6,62.61,61.4,62.17,306200,61.03
"2012-08-20",62.08,62.27,61.07,62,183800,60.86
"2012-08-21",62.02,62.27,61.31,61.68,168700,60.55
"2012-08-22",61.63,62.04,61.47,61.85,219700,60.71
"2012-08-23",61.73,61.96,61.39,61.72,137400,60.59
"2012-08-24",61.61,62.47,61.57,62.21,250700,61.07
"2012-08-27",62.25,63.08,62.25,62.7,302900,61.55
"2012-08-28",62.55,63.23,62.29,62.78,234500,61.63
"2012-08-29",63.01,64.74,63.01,64.2,414100,63.02
"2012-08-30",63.83,64.49,63.43,63.76,266000,62.59
"2012-08-31",64.16,64.87,63.7,64.1,345800,62.92
"2012-09-04",64.39,65.19,64.01,64.66,320000,63.47
"2012-09-05",64.7,65.71,64.52,64.9,423300,63.94
"2012-09-06",65.35,66.8,65.15,66.79,494800,65.8
"2012-09-07",66.95,67.09,66.36,66.73,323800,65.74
"2012-09-10",66.68,66.76,66.05,66.44,249700,65.46
"2012-09-11",66.31,67.91,65.51,65.52,489600,64.55
"2012-09-12",65.52,65.82,64.25,64.59,379700,63.63
"2012-09-13",64.34,65.09,64.34,64.9,371700,63.94
"2012-09-14",65.32,65.34,63.93,64.19,397000,63.24
"2012-09-17",64.32,64.36,63.74,64.03,375000,63.08
"2012-09-18",64.03,64.99,64.02,64.86,255400,63.9
"2012-09-19",65.07,65.31,64.63,64.87,262700,63.91
"2012-09-20",64.71,65.11,64.51,64.67,272800,63.71
"2012-09-21",64.87,64.99,64.36,64.42,822500,63.47
"2012-09-24",64.2,64.5,63.92,64.27,212300,63.32
"2012-09-25",64.52,64.88,64.29,64.61,311100,63.65
"2012-09-26",64.69,65.18,64.23,64.45,306700,63.5
"2012-09-27",64.58,65.05,64.15,65.05,216800,64.09
"2012-09-28",64.94,65.27,64.26,65.25,500700,64.28
"2012-10-01",65.26,65.66,65.26,65.49,414100,64.52
"2012-10-02",65.68,66.35,65.62,66.22,247900,65.24
"2012-10-03",66.44,67.24,66.1,67.17,429400,66.18
"2012-10-04",67.31,67.69,66.24,66.53,372800,65.54
"2012-10-05",66.93,67.05,66.29,66.67,336000,65.68
"2012-10-08",66.67,66.75,66.25,66.45,172800,65.47
"2012-10-09",66.45,66.7,66.19,66.2,363600,65.22
"2012-10-10",66.18,66.26,65,65.1,329100,64.14
"2012-10-11",65.6,66.04,65.1,65.18,389000,64.21
"2012-10-12",65.53,65.98,65.03,65.46,375700,64.49
"2012-10-15",65.7,66.82,65.52,66.58,428900,65.59
"2012-10-16",67,67.03,66.35,66.88,273500,65.89
"2012-10-17",67.77,67.88,66.87,67.11,260400,66.12
"2012-10-18",67.07,67.1,65.81,66.09,309700,65.11
"2012-10-19",65.97,65.99,64.41,64.46,490000,63.51
"2012-10-22",64.17,64.95,64.17,64.85,320200,63.89
"2012-10-23",64.41,64.75,62.77,63.72,422600,62.78
"2012-10-24",63.92,64.25,63.11,63.41,197800,62.47
"2012-10-25",63.9,63.97,63.42,63.95,188300,63
"2012-10-26",64.03,64.17,63.26,63.6,228900,62.66
"2012-10-31",63.62,64.47,63.15,64.06,283700,63.11
"2012-11-01",64.18,64.57,63.37,64.53,388700,63.57
"2012-11-02",65.03,65.16,64.41,64.47,296700,63.52
"2012-11-05",64.34,64.7,63.61,64.44,278100,63.49
"2012-11-06",64.43,65.03,64.3,64.6,233700,63.64
"2012-11-07",64.26,64.62,63.09,64.4,347000,63.45
"2012-11-08",64.25,64.82,63.86,64.53,388500,63.57
"2012-11-09",64.3,64.73,64.1,64.15,310900,63.2
"2012-11-12",64.25,64.25,63.5,64.1,187800,63.15
"2012-11-13",63.87,65.11,63.79,64.55,226900,63.59
"2012-11-14",64.76,64.76,63.89,64.18,222600,63.23
"2012-11-15",64.28,64.96,64.1,64.74,386300,63.78
"2012-11-16",64.72,65.61,63.81,65.31,1294400,64.34
"2012-11-19",65.78,66.83,65.21,66.83,368000,65.84
"2012-11-20",66.63,67.29,66.27,67.29,237200,66.29
"2012-11-21",67.25,67.63,66.54,66.97,172500,65.98
"2012-11-23",67.29,68.42,67.07,68.42,89700,67.41
"2012-11-26",68.09,68.36,67.64,67.98,514600,66.97
"2012-11-27",70.21,70.87,68.93,69.29,755500,68.26
"2012-11-28",69.12,69.79,68.41,69.35,485000,68.32
"2012-11-29",69.44,70.65,69.01,70.14,467400,69.1
"2012-11-30",69.49,70.21,67.61,70.18,1095600,69.14
"2012-12-03",70.3,70.63,69.35,69.72,731700,68.94
"2012-12-04",69.57,69.79,68.54,68.74,785000,67.97
"2012-12-05",69.25,71,68.18,68.43,783500,67.66
"2012-12-06",68.42,68.75,67.82,68.11,594000,67.35
"2012-12-07",68.23,68.91,68.01,68.57,1511300,67.8
"2012-12-10",64.61,65.97,64.5,65.53,852500,64.79
"2012-12-11",65.59,66.07,65.04,65.48,683700,64.75
"2012-12-12",65.58,65.75,63.91,64,724000,63.28
"2012-12-13",63.93,64.27,63.17,63.24,785000,62.53
"2012-12-14",63.24,63.79,62.64,63.28,476100,62.57
"2012-12-17",63.37,64.09,63.16,63.59,446900,62.88
"2012-12-18",63.55,64.01,63.03,64.01,593500,63.29
"2012-12-19",63.94,63.94,63.16,63.21,616600,62.5
"2012-12-20",63.37,63.93,63.26,63.65,493200,62.94
"2012-12-21",63.71,63.98,62.86,63.31,814700,62.6
"2012-12-24",63.12,63.56,62.8,63.5,128400,62.79
"2012-12-26",63.12,63.54,62.65,62.72,325900,62.02
"2012-12-27",62.87,63.26,62.34,62.96,383600,62.25
"2012-12-28",62.7,62.86,62.05,62.05,232200,61.35
"2012-12-31",62,63.25,61.67,63.25,448000,62.54
"2013-01-02",63.72,64,63.23,63.92,773800,63.2
"2013-01-03",63.6,63.96,62.32,62.5,547300,61.8
"2013-01-04",62.51,62.83,62.29,62.73,775800,62.03
"2013-01-07",62.41,62.85,61.45,61.71,762300,61.02
"2013-01-08",61.38,62.99,60.9,62.89,1019800,62.18
"2013-01-09",63,63.28,62.07,62.32,574600,61.62
"2013-01-10",62.71,63.04,62.32,62.86,471400,62.15
"2013-01-11",62.86,63.32,62.27,62.94,605500,62.23
"2013-01-14",62.94,63.7,62.74,63.61,556100,62.9
"2013-01-15",63.46,63.82,62.99,63.79,571400,63.07
"2013-01-16",63.55,63.76,63.36,63.6,329600,62.89
"2013-01-17",63.84,64.6,63.6,64.17,387200,63.45
"2013-01-18",64.33,64.72,64.09,64.62,748300,63.9
"2013-01-22",64.5,64.57,64.02,64.37,311300,63.65
"2013-01-23",64.43,64.62,63.8,64.08,279000,63.36
"2013-01-24",64.06,64.75,64.06,64.47,225600,63.75
"2013-01-25",64.56,65.14,64.1,65.09,483700,64.36
"2013-01-28",65.25,65.25,64.14,64.34,366700,63.62
"2013-01-29",64.4,65,64.39,64.89,390000,64.16
"2013-01-30",64.87,65.91,64.58,65.12,354000,64.39
"2013-01-31",65.2,65.89,64.55,64.7,766900,63.97
"2013-02-01",65.07,65.61,64.73,65.44,449000,64.71
"2013-02-04",65.08,65.22,64.62,64.67,286800,63.94
"2013-02-05",64.83,65.19,64.4,64.98,501700,64.25
"2013-02-06",64.94,65.27,64.58,64.81,344200,64.08
"2013-02-07",64.87,65.63,64.71,65.07,337600,64.34
"2013-02-08",65.19,65.39,64.81,65.08,271200,64.35
"2013-02-11",65.12,65.33,64.01,64.1,351000,63.38
"2013-02-12",64.25,64.69,64.05,64.2,276300,63.48
"2013-02-13",64.32,64.5,63.9,64.11,337300,63.39
"2013-02-14",64.19,65,63.84,64.33,562600,63.61
"2013-02-15",64.57,65.71,64.38,65.24,1343600,64.51
"2013-02-19",65.33,66.5,65.21,66.48,575600,65.73
"2013-02-20",66.45,66.9,66.04,66.11,402900,65.37
"2013-02-21",66.12,66.32,65.62,65.85,288500,65.11
"2013-02-22",65.93,66.87,65.86,66.87,233400,66.12
"2013-02-25",67.02,67.09,65.8,65.8,393100,65.06
"2013-02-26",65.96,66.4,65.4,65.65,271600,64.91
"2013-02-27",65.57,65.88,65.28,65.58,429500,64.84
"2013-02-28",65.78,66.12,65.5,65.62,455600,64.88
"2013-03-01",65.6,66,65.28,65.6,605500,64.86
"2013-03-04",65.66,67.21,65.64,67.21,386200,66.46
"2013-03-05",67.52,68.36,67.26,68.03,359500,67.27
"2013-03-06",68.11,68.3,67.34,67.88,320200,67.37
"2013-03-07",68,68.18,67.14,67.38,344100,66.87
"2013-03-08",67.69,67.7,67.14,67.48,236200,66.97
"2013-03-11",67.41,68.23,67.32,68.19,271700,67.68
"2013-03-12",68.36,68.36,67.99,68.17,227000,67.66
"2013-03-13",68.19,68.57,67.89,68.48,178600,67.97
"2013-03-14",68.52,68.88,68.29,68.83,263300,68.31
"2013-03-15",68.63,69.03,68.24,68.85,506600,68.33
"2013-03-18",68.14,68.59,67.82,68.04,286000,67.53
"2013-03-19",68.26,68.94,68.17,68.69,218400,68.17
"2013-03-20",69.04,69.14,68.68,68.94,168200,68.42
"2013-03-21",68.71,69,68.15,68.21,201400,67.7
"2013-03-22",68.58,69.27,68.54,68.94,259700,68.42
"2013-03-25",69.16,69.82,68.94,69.23,258900,68.71
"2013-03-26",69.6,70.35,69.3,70.34,191500,69.81
"2013-03-27",69.92,70.19,69.46,70.19,171200,69.66
"2013-03-28",70.27,71.46,69.97,71.4,423300,70.86
"2013-04-01",71.35,71.35,70.56,71.05,310300,70.52
"2013-04-02",71.4,71.95,71.17,71.86,266100,71.32
"2013-04-03",71.99,71.99,70.22,70.34,266500,69.81
"2013-04-04",70.58,70.76,69.82,70.07,305700,69.54
"2013-04-05",69.86,69.86,69.12,69.43,278400,68.91
"2013-04-08",69.37,69.72,69.27,69.68,179800,69.16
"2013-04-09",69.64,69.99,69.05,69.39,202200,68.87
"2013-04-10",69.32,70.41,69.04,70.38,260200,69.85
"2013-04-11",70.41,71.02,70.05,70.93,186800,70.4
"2013-04-12",70.54,70.86,70.13,70.8,181100,70.27
"2013-04-15",70.6,71.74,70.08,70.08,359200,69.55
"2013-04-16",70.4,71.75,69.75,71.74,300600,71.2
"2013-04-17",71.41,71.44,70.18,70.66,301000,70.13
"2013-04-18",70.77,71.43,70.23,70.7,297400,70.17
"2013-04-19",70.93,71.98,70.79,71.71,422900,71.17
"2013-04-22",71.61,71.61,70.78,70.96,238000,70.43
"2013-04-23",71.26,71.53,70.25,71.33,249200,70.8
"2013-04-24",71.53,71.53,69.86,69.95,186000,69.43
"2013-04-25",70.34,70.64,69.54,70.21,198200,69.68
"2013-04-26",70.25,70.37,69.87,70.2,176900,69.67
"2013-04-29",70.28,70.47,69.85,70.36,162700,69.83
"2013-04-30",70.32,70.61,69.35,70.5,265300,69.97
"2013-05-01",70.49,70.91,69.83,69.95,186500,69.43
"2013-05-02",69.99,71.18,69.69,70.92,391900,70.39
"2013-05-03",71.19,71.68,70.57,71.6,277400,71.06
"2013-05-06",71.4,71.59,70.15,70.55,212800,70.02
"2013-05-07",70.57,71.44,70.14,71.34,243300,70.81
"2013-05-08",71.08,71.49,70.64,71.22,210900,70.69
"2013-05-09",71.19,71.19,70.25,70.45,203900,69.92
"2013-05-10",70.54,70.97,70.21,70.58,256100,70.05
"2013-05-13",70.43,70.97,70.22,70.49,315200,69.96
"2013-05-14",70.42,72,70.42,71.95,222000,71.41
"2013-05-15",71.82,73.23,71.56,72.99,284900,72.44
"2013-05-16",72.78,74.29,72.5,72.76,254600,72.21
"2013-05-17",72.62,72.99,72.41,72.88,281000,72.33
"2013-05-20",72.79,72.94,71.93,72.15,185700,71.61
"2013-05-21",72,72.21,71.38,71.79,245600,71.25
"2013-05-22",71.74,72.93,71.03,71.14,256400,70.61
"2013-05-23",70.89,71.38,70.5,71.16,212700,70.63
"2013-05-24",71.06,71.51,70.59,71.03,171200,70.5
"2013-05-28",71.59,72.34,71.2,71.5,154400,70.96
"2013-05-29",71.11,71.49,70.45,70.64,226300,70.11
"2013-05-30",70.81,71.33,70.7,70.92,218600,70.39
"2013-05-31",70.6,70.78,68.82,68.82,618100,68.3
"2013-06-03",68.55,69.64,67.95,68.24,539400,67.98
"2013-06-04",68.46,69.21,68.35,68.48,385000,68.22
"2013-06-05",69.05,69.05,68.08,68.2,274400,67.94
"2013-06-06",68.08,69.2,67.88,69.13,359900,68.87
"2013-06-07",69.76,70.8,69.49,69.89,428100,69.62
"2013-06-10",69.88,70.45,69.22,69.87,212100,69.6
"2013-06-11",69.4,70.85,69.27,69.97,271900,69.7
"2013-06-12",70.33,70.74,68.95,68.97,265900,68.71
"2013-06-13",69.02,70.31,68.28,70.19,277600,69.92
"2013-06-14",70.23,71.07,69.77,69.94,217100,69.67
"2013-06-17",70.26,71.15,70.08,70.58,242500,70.31
"2013-06-18",70.57,70.89,70.19,70.64,193800,70.37
"2013-06-19",70.73,71.08,68.91,69,243600,68.74
"2013-06-20",68.53,68.61,66.44,66.5,391300,66.25
"2013-06-21",67.13,69.18,67.13,68.24,621500,67.98
"2013-06-24",67.94,68.53,66.97,67.61,288100,67.35
"2013-06-25",68.04,68.17,67.17,67.72,258100,67.46
"2013-06-26",68.16,68.77,67.88,67.93,386100,67.67
"2013-06-27",68.47,69,68.09,68.43,186800,68.17
"2013-06-28",68.3,68.75,67.52,67.55,565000,67.29
"2013-07-01",67.69,68.45,67.37,67.45,394300,67.19
"2013-07-02",67.45,68.06,67.19,67.74,492100,67.48
"2013-07-03",67.3,67.76,66.94,67.43,134100,67.17
"2013-07-05",67.74,68.09,66.84,67.48,179600,67.22
"2013-07-08",67.52,69.08,67.48,69,398100,68.74
"2013-07-09",69.5,69.85,69.17,69.66,237700,69.39
"2013-07-10",69.51,70.75,69.51,70.72,441900,70.45
"2013-07-11",71.56,72.18,71,72.05,457300,71.78
"2013-07-12",71.99,72.29,71.6,72.16,375700,71.89
"2013-07-15",72.04,72.35,71.74,72.23,242900,71.96
"2013-07-16",72.04,72.84,71.65,72.53,336500,72.25
"2013-07-17",72.9,73.61,72.89,73.41,468500,73.13
"2013-07-18",73.41,73.59,73.1,73.43,216100,73.15
"2013-07-19",73.71,73.71,72.86,73,526000,72.72
"2013-07-22",72.83,73.05,72.19,72.75,290300,72.47
"2013-07-23",72.98,73.17,72.18,72.77,156200,72.49
"2013-07-24",72.95,73.02,71.65,71.96,181500,71.69
"2013-07-25",71.94,72.63,71.87,72.42,126100,72.14
"2013-07-26",72.02,72.38,71.1,72.08,185200,71.81
"2013-07-29",71.76,72.29,71.6,72.08,146900,71.81
"2013-07-30",72.69,72.77,71.44,71.54,226100,71.27
"2013-07-31",72.01,73.4,71.94,72.51,637400,72.23
"2013-08-01",73.24,73.73,72.79,72.9,323500,72.62
"2013-08-02",72.8,73.06,71.91,72.62,331900,72.34
"2013-08-05",72.58,73.17,72.37,72.87,215400,72.59
"2013-08-06",72.97,73.32,72.58,73.02,385700,72.74
"2013-08-07",72.87,73.02,72.03,72.06,227900,71.79
"2013-08-08",72.12,72.92,71.99,72.86,367800,72.58
"2013-08-09",73.1,73.12,72.04,72.56,287000,72.28
"2013-08-12",72.11,72.16,71.37,71.5,197200,71.23
"2013-08-13",71.67,71.9,71.23,71.63,234600,71.36
"2013-08-14",71.51,71.87,71.12,71.15,195800,70.88
"2013-08-15",70.92,71.01,69.7,69.88,232500,69.61
"2013-08-16",69.71,70,68.68,68.75,526300,68.49
"2013-08-19",68.8,69.71,68.8,69.27,291600,69.01
"2013-08-20",69.36,69.94,69,69.66,289900,69.39
"2013-08-21",69.73,69.73,68.4,68.94,295600,68.68
"2013-08-22",68.92,70.63,68.36,70.03,232000,69.76
"2013-08-23",70.21,70.6,69.49,69.87,115500,69.6
"2013-08-26",69.86,70.22,68.96,69.12,169000,68.86
"2013-08-27",68.08,69.45,68.08,69.02,328200,68.76
"2013-08-28",69.13,69.6,67.65,67.96,534100,67.7
"2013-08-29",67.95,68.47,67.54,67.65,436000,67.39
"2013-08-30",67.69,68,66.83,66.99,455100,66.73
"2013-09-03",67.4,67.68,66.41,66.69,322900,66.69
"2013-09-04",66.56,68.62,66.56,68.17,792300,68.17
"2013-09-05",68,68.36,67.73,68.17,272200,68.17
"2013-09-06",68.19,68.65,67.58,68.23,295500,68.23
"2013-09-09",68.22,69.06,67.94,69.02,337800,69.02
"2013-09-10",69.38,69.42,68.93,69.19,326400,69.19
"2013-09-11",69.3,69.9,68.93,69.74,250800,69.74
"2013-09-12",69.63,69.77,69.43,69.63,212100,69.63
"2013-09-13",69.94,70.1,69.48,70.03,245400,70.03
"2013-09-16",71.02,71.35,70.5,70.72,301000,70.72
"2013-09-17",70.74,71.05,70.63,70.92,224400,70.92
"2013-09-18",71.12,72.17,70.12,72.08,307000,72.08
"2013-09-19",72.39,72.53,71.41,71.48,377900,71.48
"2013-09-20",71.76,72,70.46,70.46,2176200,70.46
"2013-09-23",70.55,70.75,70.12,70.44,375800,70.44
"2013-09-24",70.58,70.65,69.31,69.4,390300,69.4
"2013-09-25",69.67,70.11,68.68,68.79,222300,68.79
"2013-09-26",68.9,69.35,68.68,69.11,171500,69.11
