"","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"2010-07-08",63.96,64.6,63.35,64.25,1735800,59.2
"2010-07-09",64.13,65.08,63.94,64.62,1084700,59.54
"2010-07-12",64.43,64.47,63.21,63.78,1675400,58.77
"2010-07-13",64.33,65.6,64.23,65.33,1705800,60.2
"2010-07-14",65.02,65.66,63.75,64.52,2095700,59.45
"2010-07-15",64.51,65.22,63.6,64.6,1442400,59.52
"2010-07-16",64.32,64.48,62.27,62.46,1689300,57.55
"2010-07-19",62.82,63.14,61.57,62.15,1691200,57.27
"2010-07-20",61.47,64.74,61.47,64.64,2793000,59.56
"2010-07-21",65.14,65.51,64.23,64.8,2069500,59.71
"2010-07-22",65.44,66.8,65.01,66,1512900,60.81
"2010-07-23",65.98,67.72,65.82,67.65,1273100,62.33
"2010-07-26",67.85,68.24,67.33,68.2,1644900,62.84
"2010-07-27",68.83,69.53,68.5,68.8,2537100,63.39
"2010-07-28",68.39,69.18,68.39,68.84,1229900,63.43
"2010-07-29",69.18,69.76,67.84,68.82,1327800,63.41
"2010-07-30",67.9,69.71,67.85,69.47,1286600,64.01
"2010-08-02",70.11,71.28,69.99,71.12,1272300,65.53
"2010-08-03",70.42,70.99,69.88,70.02,1249100,64.52
"2010-08-04",70.28,70.93,70.19,70.88,1052900,65.31
"2010-08-05",70.54,70.85,69.59,70.25,1535300,64.73
"2010-08-06",69.38,70.09,68.53,69.55,1337000,64.59
"2010-08-09",69.81,70.16,69.39,69.77,837600,64.79
"2010-08-10",69.23,69.81,68.63,69.34,1118700,64.39
"2010-08-11",67.93,67.93,66.72,67.05,1144300,62.27
"2010-08-12",65.81,67.01,65.76,66.85,930200,62.08
"2010-08-13",66.5,66.97,66.27,66.31,722000,61.58
"2010-08-16",65.84,66.78,65.45,66.51,733500,61.77
"2010-08-17",67.33,68.25,67.28,67.74,1133300,62.91
"2010-08-18",67.72,67.72,66.7,67.25,1116700,62.45
"2010-08-19",66.86,66.99,65.04,65.59,1200400,60.91
"2010-08-20",65,65.54,64.72,65.4,1027300,60.74
"2010-08-23",65.82,66.17,64.95,65.01,614100,60.37
"2010-08-24",64.32,64.71,64.03,64.21,1329200,59.63
"2010-08-25",63.92,65.4,63.12,65.14,1635000,60.49
"2010-08-26",65.53,66.44,65.17,65.32,1238000,60.66
"2010-08-27",65.75,67.11,64.97,67.1,1053800,62.31
"2010-08-30",66.72,66.9,65.47,65.48,1049200,60.81
"2010-08-31",65.24,66.13,64.93,65.83,1368700,61.13
"2010-09-01",66.83,68.4,66.51,68.16,1163900,63.3
"2010-09-02",68.4,68.93,68.24,68.92,679800,64
"2010-09-03",69.46,70.22,69.46,69.98,1204100,64.99
"2010-09-07",69.46,69.57,68.08,68.28,1460100,63.41
"2010-09-08",68.28,69.47,68.21,69.1,1168000,64.17
"2010-09-09",69.97,69.97,69.18,69.31,718900,64.37
"2010-09-10",69.55,71,69.52,70.77,1709900,65.72
"2010-09-13",71.49,71.91,71.4,71.64,1506000,66.53
"2010-09-14",71.22,71.61,70.95,71.34,1329100,66.25
"2010-09-15",71.11,71.89,70.29,71.63,1171200,66.52
"2010-09-16",71.27,72.31,71.11,72.23,1496000,67.08
"2010-09-17",72.29,72.73,71.68,72.05,1246000,66.91
"2010-09-20",72.38,72.93,72,72.66,1346800,67.48
"2010-09-21",72.43,72.74,71.63,72.19,1739600,67.04
"2010-09-22",72.07,72.91,72.07,72.08,1444300,66.94
"2010-09-23",71.61,72.32,71.11,71.45,1048600,66.35
"2010-09-24",72.51,73.18,72.07,72.92,991500,67.72
"2010-09-27",72.93,73.2,72.58,72.78,668900,67.59
"2010-09-28",73.05,73.32,71.64,73.14,1296800,67.92
"2010-09-29",72.76,73.5,72.53,72.9,1364400,67.7
"2010-09-30",73.5,73.99,72.33,72.8,1811600,67.61
"2010-10-01",73.5,73.5,72.68,73.09,607600,67.88
"2010-10-04",72.76,73.07,72.1,72.24,1296900,67.09
"2010-10-05",72.93,74.35,72.76,74,1408300,68.72
"2010-10-06",73.76,74.96,73.76,74.76,1240000,69.43
"2010-10-07",75,75,73.92,74.55,932700,69.23
"2010-10-08",74.51,75.45,74.46,75.21,764700,69.85
"2010-10-11",75.37,75.59,74.73,75,766600,69.65
"2010-10-12",74.62,75.65,74.26,75.5,1063400,70.12
"2010-10-13",75.85,76.62,75.85,76.24,1074400,70.8
"2010-10-14",76.19,76.55,75.87,76.33,1490700,70.89
"2010-10-15",77.04,77.34,75.83,76.77,1527100,71.29
"2010-10-18",76.85,77.07,76.39,76.88,982100,71.4
"2010-10-19",75.81,76.79,75.26,75.77,1303300,70.37
"2010-10-20",75.93,77.95,75.4,77.46,1264000,71.94
"2010-10-21",76.49,77.37,75.95,76.67,1669200,71.2
"2010-10-22",77.38,77.38,76.25,76.43,1102300,70.98
"2010-10-25",76.9,78,76.62,77.33,1173300,71.81
"2010-10-26",76.71,77.68,76.26,77.3,1263600,71.79
"2010-10-27",76.3,76.88,75.84,76.77,1004100,71.29
"2010-10-28",77.22,77.6,76.1,76.6,940100,71.14
"2010-10-29",76.27,77.16,76.1,76.7,1022500,71.23
"2010-11-01",77.12,77.86,76.25,76.67,1436300,71.2
"2010-11-02",77.29,78.14,77.29,77.64,969900,72.1
"2010-11-03",77.69,78.22,76.9,77.89,1191200,72.33
"2010-11-04",78.69,79.41,78.53,79.13,1175800,73.49
"2010-11-05",79.06,79.84,78.66,79.67,1273900,73.99
"2010-11-08",78.96,79.37,78.66,79.09,1073700,73.96
"2010-11-09",79.2,79.42,77.94,78.26,869700,73.18
"2010-11-10",78.13,78.33,77.12,78.02,1472400,72.96
"2010-11-11",77.37,78.48,77.14,78.11,1093800,73.04
"2010-11-12",77.11,77.8,76.4,76.78,1010700,71.8
"2010-11-15",76.91,77.87,76.72,76.86,1150200,71.87
"2010-11-16",76.29,76.38,75.02,75.58,1544200,70.68
"2010-11-17",75.68,76.64,75.35,76.08,1128800,71.15
"2010-11-18",77.12,78.02,77,77.55,989000,72.52
"2010-11-19",77.41,77.74,76.91,77.38,944800,72.36
"2010-11-22",76.93,77.56,76.01,77.35,746700,72.33
"2010-11-23",76.3,76.42,75.35,75.92,861600,71
"2010-11-24",76.41,77.82,76.41,77.79,761600,72.74
"2010-11-26",76.97,78,76.87,77.63,615800,72.59
"2010-11-29",77,77.95,76.21,77.8,1277800,72.75
"2010-11-30",77.02,78.5,76.75,77.96,2089900,72.9
"2010-12-01",79.12,79.95,78.99,79.86,1161300,74.68
"2010-12-02",79.77,80.29,79.52,80.19,1259500,74.99
"2010-12-03",79.82,80.99,79.68,80.8,1007900,75.56
"2010-12-06",80.43,80.5,79.78,79.95,950000,74.76
"2010-12-07",80.77,80.99,80.32,80.45,1198800,75.23
"2010-12-08",80.4,80.8,79.6,79.84,1006800,74.66
"2010-12-09",80.24,80.24,79.52,80.05,885600,74.86
"2010-12-10",80.43,80.92,80.18,80.9,976900,75.65
"2010-12-13",80.98,81.3,80.46,80.46,1219100,75.24
"2010-12-14",80.7,81.6,80.48,81.33,1045100,76.05
"2010-12-15",81.15,82.59,81.15,82.1,1387300,76.77
"2010-12-16",81.99,81.99,81.02,81.46,1759900,76.18
"2010-12-17",81.64,82.16,81.03,82.01,2307200,76.69
"2010-12-20",81.95,82.49,81.77,82.36,884300,77.02
"2010-12-21",82.5,82.95,82.39,82.48,985000,77.13
"2010-12-22",82.73,82.85,82.23,82.64,502900,77.28
"2010-12-23",82.6,83,82.44,82.8,484700,77.43
"2010-12-27",82.42,83.2,82.3,83.02,524400,77.63
"2010-12-28",82.95,84.06,82.93,83.85,967100,78.41
"2010-12-29",83.85,84.46,83.85,84.21,725800,78.75
"2010-12-30",83.95,84.28,83.58,83.85,788400,78.41
"2010-12-31",83.86,84.59,83.69,84.07,754300,78.62
"2011-01-03",84.51,85.05,84.31,84.69,931200,79.2
"2011-01-04",84.65,84.69,82.89,83.43,1171200,78.02
"2011-01-05",83.28,84.12,83.03,83.9,1240000,78.46
"2011-01-06",83.86,83.99,83.34,83.6,1321200,78.18
"2011-01-07",83.06,83.54,81.8,82.32,1658100,76.98
"2011-01-10",82.08,82.88,81.11,82.58,1536200,77.22
"2011-01-11",82.63,82.99,81.9,82.03,1195900,76.71
"2011-01-12",82.56,83.17,82.41,83.01,821500,77.63
"2011-01-13",82.8,83.08,82.38,82.54,663100,77.19
"2011-01-14",82.73,83.32,82.23,83.14,859600,77.75
"2011-01-18",83.29,83.56,83.03,83.19,1066700,77.79
"2011-01-19",83.24,83.41,82.11,82.79,1716600,77.42
"2011-01-20",80.49,81.9,78.75,81.36,3039400,76.08
"2011-01-21",82.08,82.93,81.81,82.15,1782500,76.82
"2011-01-24",82.25,83.34,82.08,83.31,1545500,77.91
"2011-01-25",83.13,83.96,82.75,83.58,1167900,78.16
"2011-01-26",84,85.44,83.72,84.79,1432100,79.29
"2011-01-27",84,84.52,83.46,83.92,1259900,78.48
"2011-01-28",84.22,85.35,82.95,83.23,2213000,77.83
"2011-01-31",83.43,85,83.34,84.28,2145900,78.81
"2011-02-01",84.76,86.22,84.76,86.01,1592700,80.43
"2011-02-02",85.64,85.81,84.92,85.15,827300,79.63
"2011-02-03",85.05,85.88,84.42,85.6,904600,80.05
"2011-02-04",85.61,86.04,84.95,85.85,656800,80.28
"2011-02-07",86.07,86.88,85.87,86.09,1542400,80.51
"2011-02-08",86.08,86.9,86.03,86.73,916400,81.1
"2011-02-09",86.29,86.65,85.65,86.49,834500,80.88
"2011-02-10",86.07,87.8,85.82,87.52,1041100,81.84
"2011-02-11",87.11,88.69,87.02,88.38,1015700,82.65
"2011-02-14",88.39,88.86,88.25,88.49,1020400,82.75
"2011-02-15",88.26,88.88,88,88.35,1288500,82.62
"2011-02-16",88.17,89.02,88.12,88.7,1173200,83.47
"2011-02-17",88.58,89.6,88.35,89.45,838400,84.17
"2011-02-18",89.93,90.34,89.12,90.14,1342300,84.82
"2011-02-22",88.74,89.14,86.95,87.06,1368400,81.92
"2011-02-23",87.08,87.7,85.15,86.55,1739900,81.44
"2011-02-24",86.41,87.26,84.68,85.95,1298400,80.88
"2011-02-25",86.73,87.75,86.3,87.43,1382100,82.27
"2011-02-28",87.58,88.73,87.55,88.38,1337700,83.16
"2011-03-01",88.87,89.16,87.65,87.74,1859300,82.56
"2011-03-02",87.41,88.68,87.4,88.01,1558600,82.82
"2011-03-03",88.91,89.82,88.89,89.74,1041800,84.44
"2011-03-04",89.49,89.81,87.9,88.57,1108800,83.34
"2011-03-07",88.93,89.64,86.86,87.52,1455000,82.36
"2011-03-08",87.86,89.15,87.19,88.83,806700,83.59
"2011-03-09",88.51,88.81,87.36,88.05,861800,82.85
"2011-03-10",87.21,87.3,86,86.45,1358600,81.35
"2011-03-11",86.03,88,85.95,87.5,1202400,82.34
"2011-03-14",87.25,88.18,86.75,87.84,903700,82.66
"2011-03-15",85.29,87.44,85.01,86.8,1494900,81.68
"2011-03-16",86.37,87.05,84.69,85.52,1806500,80.47
"2011-03-17",87.02,88.7,86.77,87.16,2055500,82.02
"2011-03-18",88.57,88.96,87.4,87.46,2021000,82.3
"2011-03-21",88.87,88.95,88.21,88.56,1423600,83.33
"2011-03-22",88.95,88.97,87.96,88.09,1031000,82.89
"2011-03-23",87.77,88.6,87,88.28,955700,83.07
"2011-03-24",88.78,88.98,87.91,88.68,633600,83.45
"2011-03-25",89,90,88.78,89.44,943100,84.16
"2011-03-28",89.84,89.99,89.27,89.38,993700,84.11
"2011-03-29",89.39,90.64,89.01,90.59,1325400,85.24
"2011-03-30",94.44,96.56,93.7,95.93,4751800,90.27
"2011-03-31",95.54,95.95,95.13,95.21,1910500,89.59
"2011-04-01",95.53,96.55,94.65,95.1,1585800,89.49
"2011-04-04",95.2,96.76,95.18,96.49,1445600,90.8
"2011-04-05",96.16,97.81,95.47,96.35,1317600,90.66
"2011-04-06",96.85,97.15,96.21,96.41,1117300,90.72
"2011-04-07",96.39,96.97,95.55,96.07,999000,90.4
"2011-04-08",96.4,96.7,94.57,95.34,898800,89.71
"2011-04-11",95.47,96,94.5,94.94,785300,89.34
"2011-04-12",94.13,94.74,93.47,93.76,965600,88.23
"2011-04-13",94.29,94.43,91.6,92.27,1754300,86.83
"2011-04-14",92,92.88,91.71,92.49,1277100,87.03
"2011-04-15",92.77,93.02,91.84,92.65,1735200,87.18
"2011-04-18",91.44,91.71,90.14,91.39,1333200,86
"2011-04-19",91.51,93.19,91.39,93.14,1121200,87.64
"2011-04-20",94.45,94.96,93.59,94.54,1607400,88.96
"2011-04-21",94.61,95.73,93.92,94.64,1075800,89.06
"2011-04-25",94.88,95,93.2,93.43,794600,87.92
"2011-04-26",94.08,94.68,93.56,93.97,811100,88.43
"2011-04-27",94.2,94.29,92.43,93.6,1118600,88.08
"2011-04-28",93.56,94.31,93.46,94.14,634900,88.59
"2011-04-29",94.59,94.73,93.74,94.67,1100000,89.08
"2011-05-02",95,95.49,94.01,94.13,765600,88.58
"2011-05-03",94.24,94.4,91.34,92.1,1276200,86.67
"2011-05-04",92.03,92.49,89.79,90.39,1158500,85.06
"2011-05-05",89.97,91.36,89.78,90.24,1180800,84.92
"2011-05-06",91.09,91.91,89.94,90.39,1456000,85.6
"2011-05-09",90.51,91.62,90.26,91.28,754600,86.44
"2011-05-10",91.72,92.31,91.3,91.78,783300,86.91
"2011-05-11",91.78,91.8,89.58,89.99,1167000,85.22
"2011-05-12",89.95,90.04,88.53,89.71,1147900,84.95
"2011-05-13",89.52,90.04,87.82,88.47,1020700,83.78
"2011-05-16",88.17,89.7,87.9,88.62,1145600,83.92
"2011-05-17",88.33,88.52,86.83,87.42,1434600,82.78
"2011-05-18",87.74,89.23,87.22,89.08,1118500,84.36
"2011-05-19",89.53,90.08,88.35,88.93,784900,84.21
"2011-05-20",88.89,88.89,87.01,88.05,863500,83.38
"2011-05-23",86.94,87,86.06,86.66,1054700,82.06
"2011-05-24",86.93,87.54,85.75,85.93,1015000,81.37
"2011-05-25",87.33,87.65,85.6,87.33,1025200,82.7
"2011-05-26",87.19,87.66,86.4,87.1,967200,82.48
"2011-05-27",87.56,88.3,87.38,87.8,623300,83.14
"2011-05-31",88.58,88.93,87.79,88.7,953900,84
"2011-06-01",88.43,88.64,86.72,86.76,1132800,82.16
"2011-06-02",86.63,87.63,85.72,86.17,1009700,81.6
"2011-06-03",84.95,85.28,84.39,84.93,1092200,80.43
"2011-06-06",84.88,85.42,84.05,84.1,701100,79.64
"2011-06-07",84.87,86.26,84.71,85.68,1543000,81.14
"2011-06-08",85.23,85.24,84.27,84.45,1076200,79.97
"2011-06-09",84.68,85.75,84.34,85.26,726800,80.74
"2011-06-10",85.05,85.08,83.95,84.11,1069800,79.65
"2011-06-13",83.84,84.56,83.4,83.84,1041600,79.39
"2011-06-14",84.86,85.88,84.86,85.5,723900,80.97
"2011-06-15",84.46,84.95,83.25,83.97,1182500,79.52
"2011-06-16",83.72,84.68,82.76,84.11,1239900,79.65
"2011-06-17",84.72,85.26,84.29,84.75,1689100,80.26
"2011-06-20",84.48,85.74,84.4,85.43,765100,80.9
"2011-06-21",86.02,87.89,85.83,87.73,931200,83.08
"2011-06-22",87.74,88.61,87.2,87.74,1110400,83.09
"2011-06-23",86.34,87.08,85.25,87.01,1230800,82.4
"2011-06-24",87.16,87.41,86.28,87.16,3253200,82.54
"2011-06-27",86.71,87.5,85.42,86.96,1389100,82.35
"2011-06-28",87.49,88.46,86.87,88.46,1310600,83.77
"2011-06-29",88.8,89.39,87.92,89.14,1135400,84.41
"2011-06-30",89.51,90.97,89.16,90.79,1085700,85.98
"2011-07-01",90.98,92.01,90.44,91.85,788000,86.98
"2011-07-05",91.6,91.76,91,91.49,995700,86.64
"2011-07-06",91.79,93.39,91.58,92.51,1690500,87.6
"2011-07-07",93.52,93.85,93.09,93.37,1062900,88.42
"2011-07-08",92.03,92.23,91.37,92.12,1427600,87.24
"2011-07-11",90.58,91.17,89.86,90.27,1049700,85.48
"2011-07-12",90.02,90.69,89.71,89.85,1104600,85.09
"2011-07-13",90.43,90.93,89.72,89.93,1145200,85.16
"2011-07-14",89.98,90.24,88.3,88.45,1698400,83.76
"2011-07-15",88.85,89.75,88.59,89.67,1165400,84.92
"2011-07-18",89.49,89.49,88.18,88.71,1387900,84.01
"2011-07-19",89.18,89.91,88.98,89.24,1382600,84.51
"2011-07-20",89.43,89.69,88.7,89.35,841700,84.61
"2011-07-21",91.55,91.65,89.76,89.98,1423900,85.21
"2011-07-22",90,90.58,88.67,88.94,1434900,84.22
"2011-07-25",88.15,89.7,87.79,88.55,1479300,83.85
"2011-07-26",88.48,88.51,86.42,86.59,1708500,82
"2011-07-27",86.2,86.53,84.91,85,1266300,80.49
"2011-07-28",85.33,86.38,84.42,84.55,1218000,80.07
"2011-07-29",83.4,84.91,83.05,84.2,1251200,79.74
"2011-08-01",85.42,85.71,82.81,83.9,1502100,79.45
"2011-08-02",83.38,84.18,81.7,81.72,1828600,77.39
"2011-08-03",82.05,82.76,79.65,82.64,2601200,78.26
"2011-08-04",81.51,81.51,77.62,77.68,2747100,73.56
"2011-08-05",79.15,79.59,76.24,77.88,3049100,73.75
"2011-08-08",75.7,76.61,72,72.95,3420700,69.59
"2011-08-09",74.09,77.52,72.76,77.31,2747100,73.75
"2011-08-10",75.35,75.88,72.91,73.06,2515700,69.7
"2011-08-11",73.37,75.75,72.95,74.91,3247500,71.46
"2011-08-12",76.15,76.28,74.75,75.06,2512300,71.6
"2011-08-15",75.64,76.67,75.14,76.62,1986100,73.09
"2011-08-16",75.75,76.02,74.42,75.2,1426600,71.74
"2011-08-17",75.67,76.78,74.78,75.3,1269500,71.83
"2011-08-18",73.14,73.25,69.86,70.41,2282600,67.17
"2011-08-19",69.39,71.23,68.8,68.88,2051000,65.71
"2011-08-22",70.33,70.8,68.7,68.94,1347600,65.77
"2011-08-23",69.24,71.14,68.86,71.14,1449100,67.86
"2011-08-24",70.81,72,70.3,71.89,1125100,68.58
"2011-08-25",72.35,72.74,70.69,71.08,905600,67.81
"2011-08-26",71.33,72.68,69.14,72.34,1360500,69.01
"2011-08-29",73.34,75.52,73.28,75.49,1327400,72.01
"2011-08-30",75.16,76.94,74.92,76.48,1648100,72.96
"2011-08-31",77.04,77.64,76.07,76.59,1615400,73.06
"2011-09-01",76.7,77.15,74.95,75.03,1698400,71.58
"2011-09-02",73.5,74.01,73.34,73.57,2242200,70.18
"2011-09-06",71.53,73.26,71.3,73.2,2261400,69.83
"2011-09-07",74.34,75.03,74.3,75.01,2392500,71.56
"2011-09-08",74.54,75.42,74.35,74.84,2441400,71.39
"2011-09-09",73.91,73.97,72.65,73.1,2186400,69.73
"2011-09-12",72.28,73.45,71.53,73.12,1817100,69.75
"2011-09-13",73.6,74.91,73.11,74.69,1308500,71.25
"2011-09-14",75.18,76.93,73.81,76,1594400,72.5
"2011-09-15",76.78,77.72,76.49,77.42,969500,73.86
"2011-09-16",77.88,78.77,77.53,78.64,1832900,75.02
"2011-09-19",76.98,78,76,77.72,1760900,74.14
"2011-09-20",78.13,79.13,77.02,77.52,1615300,73.95
"2011-09-21",77.39,77.63,73.5,73.54,1701500,70.15
"2011-09-22",71.12,71.23,68.91,70.1,2151200,66.87
"2011-09-23",69.5,70.59,68.27,68.82,2148300,65.65
"2011-09-26",69.56,72.5,68.49,72.44,2115900,69.1
"2011-09-27",74.46,76.16,73.58,74.52,2176500,71.09
"2011-09-28",74.7,74.85,71.45,71.5,1575200,68.21
"2011-09-29",74.14,74.14,70.99,72.35,1638900,69.02
"2011-09-30",71.07,72.19,70.5,70.66,1790000,67.41
"2011-10-03",70,71.56,68.58,68.68,2324800,65.52
"2011-10-04",67.66,70.77,66.43,70.67,1900000,67.42
"2011-10-05",71.16,73.1,70.21,72.76,1417300,69.41
"2011-10-06",72.4,73.81,71.2,73.71,1578000,70.32
"2011-10-07",73.85,74.65,72.43,73.48,1215900,70.1
"2011-10-10",74.99,76.65,74.96,76.44,886500,72.92
"2011-10-11",76.11,76.82,75.66,76.21,884100,72.7
"2011-10-12",76.92,78.44,76.92,77.76,1132600,74.18
"2011-10-13",76.76,77.92,76.17,77.67,1115300,74.09
"2011-10-14",78.84,79.83,78.13,79.71,861900,76.04
"2011-10-17",79.58,79.89,77.53,77.84,1203300,74.26
"2011-10-18",77.69,81.19,77.28,80.73,1284700,77.01
"2011-10-19",80.5,81,78.3,78.84,1607100,75.21
"2011-10-20",80.17,80.94,78.29,80.68,1541800,76.97
"2011-10-21",81.97,83.76,81.71,83.68,1626500,79.83
"2011-10-24",83.97,84.85,83.6,84.4,2070600,80.51
"2011-10-25",84.1,84.65,82.42,82.53,1218600,78.73
"2011-10-26",84.07,85.4,82.75,84.86,1287800,80.95
"2011-10-27",87.14,89.96,86.46,88.93,1660700,84.84
"2011-10-28",88.21,90,87.79,89.37,1373800,85.26
"2011-10-31",87.78,88.08,86.35,86.41,1285100,82.43
"2011-11-01",83.08,86.64,83.08,84.6,1459500,80.7
"2011-11-02",85.64,87.34,85.35,86.7,764000,82.71
"2011-11-03",88,88.96,86.77,88.66,904100,84.58
"2011-11-04",88.1,88.79,86.55,88.51,689700,84.43
"2011-11-07",88.73,89.36,87.1,88.9,772700,84.81
"2011-11-08",88.77,89.59,87.53,89.38,796400,85.81
"2011-11-09",86.8,87.21,84.8,85.42,1391200,82.01
"2011-11-10",86.31,86.97,85.07,86.22,1024000,82.78
"2011-11-11",87.64,88.58,87.6,88.11,885300,84.6
"2011-11-14",87.78,88.09,86.62,87.29,1107700,83.81
"2011-11-15",86.85,87.99,86.31,87.35,928000,83.87
"2011-11-16",85.86,86.81,84.81,84.93,1550900,81.54
"2011-11-17",84.7,85.53,81.97,82.71,1685200,79.41
"2011-11-18",83.33,84.25,82.6,83.6,937500,80.27
"2011-11-21",82.38,82.45,81.11,81.83,1333500,78.57
"2011-11-22",81.51,82.61,80.64,81.27,1848000,78.03
"2011-11-23",80.3,80.66,79.39,79.57,919100,76.4
"2011-11-25",79.22,80.4,79.07,79.45,324400,76.28
"2011-11-28",82.29,83.25,81.95,82.55,939600,79.26
"2011-11-29",83.93,84.06,82.63,83.14,1270200,79.82
"2011-11-30",86.34,87.79,85.91,87.75,1280800,84.25
"2011-12-01",87.19,87.78,86.16,86.55,948300,83.1
"2011-12-02",86.52,86.98,84.59,84.87,1528400,81.48
"2011-12-05",86.41,87.05,84.63,85.17,1441300,81.77
"2011-12-06",85.12,86.25,84.5,85.44,962400,82.03
"2011-12-07",85.16,85.45,84.12,84.67,1477000,81.29
"2011-12-08",84.38,84.53,82.43,82.63,1418600,79.33
"2011-12-09",81.59,84.35,81.2,83.94,1474200,80.59
"2011-12-12",82.79,82.95,81.89,82.52,948100,79.23
"2011-12-13",83.21,84.07,80.74,81.36,1462600,78.11
"2011-12-14",80.84,81.35,79.87,80.2,1434500,77
"2011-12-15",81.41,81.6,79.64,80.12,1410700,76.92
"2011-12-16",80.9,82.13,80.2,80.87,1461300,77.64
"2011-12-19",81,81.44,78.8,79.13,1131100,75.97
"2011-12-20",80.04,81.37,79.95,80.78,2034200,77.56
"2011-12-21",81.16,82.23,80.54,82.16,1058500,78.88
"2011-12-22",82.27,82.65,81.71,82.36,1405400,79.07
"2011-12-23",82.54,83.55,82.36,83.51,606900,80.18
"2011-12-27",83.3,84.44,83.18,83.96,524300,80.61
"2011-12-28",84.12,84.24,82.64,82.79,699600,79.49
"2011-12-29",82.85,84.06,82.45,83.99,625500,80.64
"2011-12-30",84.12,84.23,83.49,83.49,557000,80.16
"2012-01-03",85.3,86.28,84.96,85.12,737200,81.72
"2012-01-04",85.1,85.68,84.58,85.3,726900,81.9
"2012-01-05",84.49,84.64,83.27,84.54,1144600,81.17
"2012-01-06",84.48,84.94,84.24,84.76,626700,81.38
"2012-01-09",84.8,84.97,83.92,84.33,855800,80.97
"2012-01-10",85.41,86.66,85.31,86.14,768000,82.7
"2012-01-11",85.9,86.6,85.82,86.6,795500,83.15
"2012-01-12",86.75,88.09,86.45,88,682100,84.49
"2012-01-13",87.7,88.02,86.41,87.52,720100,84.03
"2012-01-17",88.74,89.04,87.6,88.04,691100,84.53
"2012-01-18",88.27,89.98,88.08,89.9,1050000,86.31
"2012-01-19",89.4,89.4,86.74,87.76,2010600,84.26
"2012-01-20",87.69,89.2,87.69,88.92,1216600,85.37
"2012-01-23",88.85,89,88.02,88.33,679000,84.81
"2012-01-24",87.5,88.61,87.24,88.5,900400,84.97
"2012-01-25",88.08,89.69,87.65,89.42,683200,85.85
"2012-01-26",89.95,90.89,88.51,88.83,955000,85.29
"2012-01-27",88.74,89.52,88.07,89.06,790600,85.51
"2012-01-30",88.03,89.59,87.61,89.47,804800,85.9
"2012-01-31",89.8,90,88.53,89.58,1079300,86.01
"2012-02-01",90.72,91.63,90.3,90.86,1154300,87.24
"2012-02-02",90.98,90.98,89.7,89.8,662900,86.22
"2012-02-03",90.97,91.56,90.7,91.22,1093400,87.58
"2012-02-06",90.67,90.95,90.43,90.88,486400,87.26
"2012-02-07",90.57,91.4,89.99,91.27,689200,87.63
"2012-02-08",91.23,91.7,90.37,91.61,612000,87.96
"2012-02-09",91.61,92.09,91.16,92.03,923200,88.36
"2012-02-10",91.16,91.16,90.18,90.83,745000,87.21
"2012-02-13",91.41,91.83,90.83,91.08,517600,87.45
"2012-02-14",91.04,91.38,89.68,90.52,971600,86.91
"2012-02-15",90.62,90.62,89.35,89.94,809800,86.9
"2012-02-16",90.07,91.52,89.9,91.4,702400,88.31
"2012-02-17",91.86,92.45,91.54,92.12,808400,89.01
"2012-02-21",91.32,92.3,90.9,91.97,1424200,88.86
"2012-02-22",91.98,93.16,91.73,91.8,1024300,88.7
"2012-02-23",91.69,92.5,91.48,92.2,505100,89.08
"2012-02-24",92,92.56,91.49,91.67,645300,88.57
"2012-02-27",91.19,93.18,90.7,92.94,888200,89.8
"2012-02-28",92.79,93.67,92.35,92.93,1060700,89.79
"2012-02-29",92.92,93.14,90.94,91.25,1170200,88.17
"2012-03-01",91.49,92.98,91.49,92.66,814200,89.53
"2012-03-02",92.95,93.4,92.11,92.5,557900,89.37
"2012-03-05",92.16,92.3,91.2,91.62,655100,88.52
"2012-03-06",90.23,90.96,90.04,90.41,778100,87.35
"2012-03-07",90.63,90.93,90.05,90.55,979100,87.49
"2012-03-08",91.51,93.39,91.4,92.94,1028700,89.8
"2012-03-09",93,93.64,92.6,92.77,749300,89.63
"2012-03-12",92.96,93.63,92.68,93.09,651400,89.94
"2012-03-13",93.71,94.41,93.37,94.31,858800,91.12
"2012-03-14",94.18,94.59,93.25,93.68,765300,90.51
"2012-03-15",93.9,93.97,93.26,93.64,1020300,90.47
"2012-03-16",94.07,94.52,93.34,93.59,1405200,90.43
"2012-03-19",93.35,94.77,93.35,94.46,1784900,91.27
"2012-03-20",93.76,94.19,93.32,93.93,1207400,90.75
"2012-03-21",93.89,94.65,93.38,94.14,786600,90.96
"2012-03-22",93.6,93.62,92.57,92.96,701800,89.82
"2012-03-23",93.08,94.17,92.37,93.65,752500,90.48
"2012-03-26",94.33,95.42,93.83,95.41,803200,92.18
"2012-03-27",95.57,96.33,95.44,95.74,806700,92.5
"2012-03-28",95.76,96.4,94.37,94.78,1155600,91.58
"2012-03-29",94,95.82,94,95.69,1034800,92.46
"2012-03-30",96.4,96.4,95.41,95.8,689900,92.56
"2012-04-02",95.64,97.8,95.59,97.68,1573700,94.38
"2012-04-03",97.22,97.37,94.51,95.68,2169900,92.45
"2012-04-04",94.98,95.04,93.73,93.92,2193800,90.75
"2012-04-05",97.7,98.55,95.3,96.29,5309100,93.04
"2012-04-09",94.98,95.64,94.2,94.25,2804200,91.06
