"","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"2010-06-25",62.06,62.14,61.4,61.47,4379700,53.42
"2010-06-28",61.82,62.02,61.17,61.76,2340000,53.67
"2010-06-29",61.13,61.68,60.74,60.97,3828800,52.98
"2010-06-30",61.02,61.49,60.47,60.63,3237500,52.69
"2010-07-01",60.58,60.72,59.9,60.64,3589600,52.7
"2010-07-02",60.91,61.01,60.45,60.49,2097600,52.57
"2010-07-06",60.99,61.15,59.62,60.19,3868900,52.31
"2010-07-07",60.32,61.39,60,61.29,3059900,53.26
"2010-07-08",61.6,61.91,61.49,61.91,2519000,53.8
"2010-07-09",61.76,61.99,61.38,61.7,2070500,53.62
"2010-07-12",61.68,61.98,61.51,61.93,2006600,53.82
"2010-07-13",62.44,62.6,62.1,62.37,1799100,54.2
"2010-07-14",62.15,62.46,62.03,62.33,2104400,54.17
"2010-07-15",62.41,62.63,62.03,62.53,2144600,54.34
"2010-07-16",62.27,62.55,61.81,62.06,2747600,53.93
"2010-07-19",62.4,62.66,62.24,62.62,2712000,54.42
"2010-07-20",62.22,63.47,62.13,63.45,3173300,55.14
"2010-07-21",63.67,63.67,62.06,62.36,2871100,54.19
"2010-07-22",62.78,63.42,62.68,62.96,2704100,54.71
"2010-07-23",62.75,64.16,62.68,63.64,2999600,55.3
"2010-07-26",63.86,64.19,63.42,64.13,1975800,55.73
"2010-07-27",64.23,65.01,63.87,64.91,3192800,56.41
"2010-07-28",64.95,65,63.6,64.41,2288700,55.97
"2010-07-29",64.54,64.73,63.21,63.94,2433400,55.56
"2010-07-30",63.65,64.33,63.59,64.12,2878100,55.72
"2010-08-02",64.55,65.15,64.35,65.13,2892800,56.6
"2010-08-03",64.81,65.05,64.6,64.8,2599800,56.31
"2010-08-04",64.97,65.5,64.83,65.34,2238200,56.78
"2010-08-05",65.12,65.42,65.01,65.31,2173000,56.76
"2010-08-06",65.02,65.29,64.5,65.29,2023900,56.74
"2010-08-09",65.37,65.96,65.28,65.87,2328800,57.24
"2010-08-10",65.59,66.25,65.52,66.02,2824700,57.37
"2010-08-11",65.32,65.71,65.08,65.12,2796400,56.59
"2010-08-12",64.69,65.32,64.54,65.23,3358200,56.69
"2010-08-13",65.07,65.18,64.73,64.81,2243900,56.32
"2010-08-16",64.65,65.11,64.29,65.11,2584300,56.58
"2010-08-17",65.16,65.49,64.8,64.92,3136300,56.42
"2010-08-18",65.03,65.47,64.8,65.28,3384900,56.73
"2010-08-19",65.02,65.26,64.45,64.79,2352300,56.3
"2010-08-20",64.38,64.85,64.38,64.71,1985500,56.23
"2010-08-23",65.04,65.36,64.94,64.96,2491000,56.45
"2010-08-24",64.39,65.16,64.39,64.72,3082700,56.24
"2010-08-25",64.59,64.89,64.22,64.48,2799900,56.03
"2010-08-26",64.52,64.64,63.95,64.09,2401900,55.7
"2010-08-27",64.22,64.49,63.75,64.46,1986500,56.02
"2010-08-30",64.43,64.61,64,64.16,2041700,55.76
"2010-08-31",64.09,64.59,63.9,64.4,2902900,55.96
"2010-09-01",64.73,65.5,64.55,65.39,3200800,56.83
"2010-09-02",65.4,65.96,65.4,65.89,2331700,57.26
"2010-09-03",66.11,66.18,65.55,66.18,2167700,57.51
"2010-09-07",65.95,66.6,65.95,66.35,2788400,57.66
"2010-09-08",65.69,66.51,65.51,66.08,2743800,58
"2010-09-09",66.34,66.41,65.92,66.12,1804700,58.04
"2010-09-10",66.17,66.39,66,66.26,1391900,58.16
"2010-09-13",66.64,66.86,66.32,66.49,1466500,58.36
"2010-09-14",66.38,66.67,66.32,66.46,1782100,58.34
"2010-09-15",66.48,66.68,66.26,66.61,2166800,58.47
"2010-09-16",66.3,66.72,66.26,66.59,2782700,58.45
"2010-09-17",66.66,66.93,66.35,66.37,3214100,58.26
"2010-09-20",66.71,67.24,66.7,66.91,3045400,58.73
"2010-09-21",66.88,66.88,66.21,66.51,3650600,58.38
"2010-09-22",66.54,67.05,66.51,66.76,2964800,58.6
"2010-09-23",66.46,66.81,66.1,66.48,1413800,58.35
"2010-09-24",66.42,66.6,66.01,66.05,3486000,57.98
"2010-09-27",66.01,66.08,65.29,65.32,3393500,57.33
"2010-09-28",65.45,65.45,64.71,64.72,3981900,56.81
"2010-09-29",64.72,65.17,64.41,65.06,3066700,57.11
"2010-09-30",65.3,65.4,64.78,65.05,2940300,57.1
"2010-10-01",65.07,65.53,64.86,65.03,2124400,57.08
"2010-10-04",65.07,65.56,64.99,65.18,1833100,57.21
"2010-10-05",65.59,65.77,65.19,65.51,2207800,57.5
"2010-10-06",65.47,66.21,65.45,66.04,2520300,57.97
"2010-10-07",66.34,66.34,65.84,66.08,1657800,58
"2010-10-08",66.22,66.61,66.08,66.45,1679500,58.33
"2010-10-11",66.23,66.74,66.12,66.33,1282900,58.22
"2010-10-12",66.5,66.9,66.18,66.69,1654000,58.54
"2010-10-13",66.83,67.23,66.65,66.82,1867100,58.65
"2010-10-14",66.64,66.87,66.06,66.44,2612000,58.32
"2010-10-15",66.58,66.72,66.27,66.38,2407900,58.26
"2010-10-18",66.47,66.86,66.41,66.81,3153500,58.64
"2010-10-19",66.48,66.49,65.4,66.07,4041300,57.99
"2010-10-20",66.2,66.97,66.17,66.58,1792100,58.44
"2010-10-21",66.83,67.07,66.58,66.86,1523700,58.69
"2010-10-22",66.56,66.92,66.31,66.56,1855600,58.42
"2010-10-25",66.86,66.98,66.37,66.47,2717500,58.34
"2010-10-26",64.89,64.9,62.41,62.61,10718300,54.96
"2010-10-27",62.8,63.07,62.1,62.35,5288300,54.73
"2010-10-28",62.67,62.83,62.3,62.54,3855600,54.89
"2010-10-29",62.45,63.37,62.41,63.34,3671900,55.6
"2010-11-01",63.34,63.37,62,62.17,4234300,54.57
"2010-11-02",62.51,63.06,62.14,62.95,3664200,55.25
"2010-11-03",62.98,63,62.47,62.97,2330400,55.27
"2010-11-04",63.21,63.25,62.85,62.98,2840300,55.28
"2010-11-05",63,63.09,62.5,63.03,2646600,55.32
"2010-11-08",62.93,63.03,62.57,62.82,1740700,55.14
"2010-11-09",62.71,62.71,61.99,62.16,3695600,54.56
"2010-11-10",62.25,62.4,61.8,61.86,3373700,54.3
"2010-11-11",61.76,62.29,61.75,62.15,2361600,54.55
"2010-11-12",61.68,62.04,61.66,62.02,2811200,54.44
"2010-11-15",62.37,62.47,62.13,62.18,1541900,54.58
"2010-11-16",62.12,62.28,61.29,61.53,2921800,54.01
"2010-11-17",61.48,61.88,61.44,61.67,1931400,54.13
"2010-11-18",62.05,62.33,61.83,62.1,2285400,54.51
"2010-11-19",62.13,62.26,61.63,61.84,2898800,54.28
"2010-11-22",61.78,62.12,61.45,62.12,2484500,54.53
"2010-11-23",62.02,62.02,61.41,61.46,2261500,53.95
"2010-11-24",61.63,61.7,61.1,61.29,2649100,53.8
"2010-11-26",61.28,62.17,61.25,61.64,1557800,54.1
"2010-11-29",61.29,61.67,61.06,61.53,2048100,54.01
"2010-11-30",61.35,62.17,61.35,61.89,4951300,54.32
"2010-12-01",62.35,62.88,62.26,62.46,3788700,54.82
"2010-12-02",62.53,62.74,61.61,61.68,9498200,54.14
"2010-12-03",61.62,62.23,61.62,62.01,2911000,54.43
"2010-12-06",62.02,62.19,61.66,61.68,2546300,54.14
"2010-12-07",62.13,62.15,61.75,61.94,3464700,54.37
"2010-12-08",61.27,62.01,61.22,61.93,2382900,54.94
"2010-12-09",61.94,62.1,61.71,61.98,2218500,54.99
"2010-12-10",61.86,62.24,61.68,61.7,2482200,54.74
"2010-12-13",61.93,62.03,61.47,61.64,2623700,54.69
"2010-12-14",61.73,62.3,61.73,62.01,1947500,55.02
"2010-12-15",62.05,62.3,61.92,61.99,1971800,55
"2010-12-16",62.08,62.29,61.8,62.23,2132900,55.21
"2010-12-17",62.14,62.78,62.01,62.74,3261400,55.66
"2010-12-20",62.78,63.25,62.72,63.05,2571600,55.94
"2010-12-21",63.43,63.5,62.88,63.03,1816200,55.92
"2010-12-22",62.99,63.19,62.78,63.19,1271800,56.06
"2010-12-23",63.35,63.4,63.18,63.22,1077100,56.09
"2010-12-27",63.16,63.24,62.93,63.15,939400,56.03
"2010-12-28",63.05,63.43,62.93,63.38,1152000,56.23
"2010-12-29",63.48,63.5,63.1,63.16,1175200,56.04
"2010-12-30",63.01,63.32,62.65,63.04,1037600,55.93
"2010-12-31",63,63.26,62.98,63.04,885200,55.93
"2011-01-03",63.18,63.22,62.6,62.63,2938200,55.57
"2011-01-04",62.85,63.04,62.33,62.9,3082900,55.8
"2011-01-05",62.97,63.21,62.56,63.11,2857500,55.99
"2011-01-06",63.18,63.36,62.79,63.02,2478000,55.91
"2011-01-07",63.04,63.1,62.67,62.99,1919600,55.88
"2011-01-10",62.84,63.1,62.62,62.91,1837700,55.81
"2011-01-11",62.89,62.96,62.61,62.78,1651400,55.7
"2011-01-12",62.78,63.89,62.77,63.87,2758800,56.67
"2011-01-13",63.96,63.96,63.44,63.6,2023400,56.43
"2011-01-14",63.7,63.75,63.35,63.64,1715500,56.46
"2011-01-18",63.79,63.96,63.55,63.88,1762400,56.67
"2011-01-19",63.87,64.17,63.5,64.05,2222600,56.83
"2011-01-20",64.11,64.9,64.08,64.54,2742600,57.26
"2011-01-21",64.81,64.88,63.95,64.28,3155700,57.03
"2011-01-24",64.54,64.54,63.72,63.97,3370900,56.75
"2011-01-25",65.97,66.66,65.33,65.61,6960400,58.21
"2011-01-26",65.22,65.5,65.1,65.13,3179100,57.78
"2011-01-27",64.86,65.34,64.86,65.13,2874900,57.78
"2011-01-28",65.27,65.51,64.66,64.73,2572500,57.43
"2011-01-31",64.93,65.05,64.62,64.73,2131800,57.43
"2011-02-01",64.84,64.92,64.18,64.52,2832700,57.24
"2011-02-02",64.44,64.52,63.76,63.98,2886700,56.76
"2011-02-03",64,65.05,64,64.82,4341200,57.51
"2011-02-04",64.83,65.02,64.45,65.01,4989100,57.68
"2011-02-07",65.04,65.11,64.71,64.94,3793700,57.61
"2011-02-08",64.98,65.21,64.75,65.07,2456200,57.73
"2011-02-09",65,65.25,64.83,65.08,2154600,57.74
"2011-02-10",65.01,65.48,64.68,64.99,2191800,57.66
"2011-02-11",64.72,66,64.7,65.85,2569400,58.42
"2011-02-14",65.5,65.5,65,65.06,2605800,57.72
"2011-02-15",65.08,65.24,64.76,64.96,2402400,57.63
"2011-02-16",64.92,65.13,64.73,65.06,2409000,57.72
"2011-02-17",64.95,65.42,64.89,65.37,2351900,58
"2011-02-18",65.34,65.69,65.22,65.66,2452600,58.25
"2011-02-22",65.06,65.67,65,65.06,3263400,57.72
"2011-02-23",65.13,65.54,65.13,65.21,2467700,57.85
"2011-02-24",65.13,65.18,64.44,64.82,3042000,57.51
"2011-02-25",64.87,65.09,64.79,65.08,2599300,57.74
"2011-02-28",65.08,66,65.04,65.9,3653700,58.47
"2011-03-01",65.61,66.2,65.44,65.47,2771600,58.09
"2011-03-02",64.85,64.87,64.38,64.45,3391900,57.8
"2011-03-03",64.86,65.35,64.58,65.23,2808600,58.5
"2011-03-04",65.3,65.41,64.35,64.77,3668100,58.09
"2011-03-07",64.87,64.98,64.1,64.29,3638800,57.65
"2011-03-08",64.4,64.8,64.26,64.6,2195100,57.93
"2011-03-09",64.6,64.88,64.08,64.75,1949400,58.07
"2011-03-10",64.46,65.02,64.41,64.88,3559900,58.18
"2011-03-11",64.61,64.98,64.35,64.65,1968800,57.98
"2011-03-14",64.47,64.54,64.04,64.37,2267600,57.73
"2011-03-15",63.58,63.99,63.51,63.77,3272200,57.19
"2011-03-16",63.64,63.8,63.06,63.26,3559900,56.73
"2011-03-17",63.76,63.96,63.64,63.79,2651700,57.21
"2011-03-18",64.39,64.62,63.88,64.29,3620300,57.65
"2011-03-21",64.6,65.33,64.53,65.18,2653800,58.45
"2011-03-22",65.19,65.55,64.91,65.01,2212500,58.3
"2011-03-23",64.91,65.39,64.58,64.85,2283100,58.16
"2011-03-24",64.91,65.3,64.59,65.24,2495800,58.51
"2011-03-25",65.18,65.27,64.79,65.1,2272700,58.38
"2011-03-28",65.23,65.49,64.4,65.22,2108700,58.49
"2011-03-29",65.21,65.55,65.12,65.4,2182100,58.65
"2011-03-30",65.59,65.98,65.59,65.77,2168600,58.98
"2011-03-31",65.77,65.95,65.16,65.27,2597500,58.53
"2011-04-01",65.05,65.62,65.05,65.38,2437600,58.63
"2011-04-04",65.94,66,65.42,65.86,3496000,59.06
"2011-04-05",65.93,65.93,65.33,65.38,2738100,58.63
"2011-04-06",65.67,66.06,65.51,65.73,3070000,58.95
"2011-04-07",65.6,65.7,65.23,65.53,3023100,58.77
"2011-04-08",65.65,65.85,65.28,65.43,1977700,58.68
"2011-04-11",65.58,65.77,65.43,65.43,2436600,58.68
"2011-04-12",65.25,66.15,65.25,65.7,3114200,58.92
"2011-04-13",65.81,65.81,65.15,65.23,3282200,58.5
"2011-04-14",65,65.55,65,65.37,2281800,58.62
"2011-04-15",65.44,65.72,64.72,65.59,2399000,58.82
"2011-04-18",65.2,65.94,65.01,65.75,3252000,58.96
"2011-04-19",65.6,65.95,65.48,65.82,2149400,59.03
"2011-04-20",66,66.36,65.87,66.27,2100300,59.43
"2011-04-21",66.26,66.5,65.82,66.05,2117000,59.23
"2011-04-25",64.47,64.9,63.4,64.24,7261700,57.61
"2011-04-26",64.33,65.25,64.04,64.81,4100000,58.12
"2011-04-27",65.15,65.21,64.79,65,2581400,58.29
"2011-04-28",64.91,65.7,64.63,65.58,2620700,58.81
"2011-04-29",65.6,66.39,65.57,66.06,2421400,59.24
"2011-05-02",66.18,66.3,65.95,66.26,2264000,59.42
"2011-05-03",65.94,66.97,65.94,66.96,2574900,60.05
"2011-05-04",66.9,67.3,66.6,67.24,3236200,60.3
"2011-05-05",66.59,67.25,66.43,66.83,2467500,59.93
"2011-05-06",67.24,67.37,66.6,66.88,2259200,59.98
"2011-05-09",66.94,67.45,66.73,67.2,2083000,60.26
"2011-05-10",67.15,67.78,67.13,67.67,1894300,60.69
"2011-05-11",67.67,67.91,67.24,67.48,2200500,60.52
"2011-05-12",67.47,68.49,67.41,68.4,2321800,61.34
"2011-05-13",68.33,68.49,67.91,68.29,1862700,61.24
"2011-05-16",68,68.43,67.91,68.09,1460300,61.06
"2011-05-17",68.1,68.49,68.07,68.35,1724800,61.3
"2011-05-18",68.35,68.36,67.91,68.29,1345600,61.24
"2011-05-19",68.21,68.49,68.1,68.43,1437600,61.37
"2011-05-20",68.36,68.44,68.03,68.18,1511300,61.14
"2011-05-23",67.85,68.12,67.79,67.94,1427500,60.93
"2011-05-24",67.94,68.49,67.85,68.35,2351000,61.3
"2011-05-25",67.62,68.27,67.27,67.62,2550200,60.64
"2011-05-26",67.59,67.87,66.96,67.71,1876500,60.72
"2011-05-27",67.87,67.95,67.46,67.66,1327800,60.68
"2011-05-31",68.09,68.38,67.81,68.3,2865300,61.25
"2011-06-01",68.14,68.27,67.46,67.5,2402100,60.53
"2011-06-02",67.58,67.58,66.33,66.9,2654700,60
"2011-06-03",66.26,66.3,65.54,66.02,3342300,59.21
"2011-06-06",66.03,66.44,65.81,66.15,2850700,59.32
"2011-06-07",66.32,66.37,65.9,65.9,2151600,59.1
"2011-06-08",65.4,65.8,65.15,65.46,2461500,59.33
"2011-06-09",65.75,65.98,65.35,65.43,1948400,59.31
"2011-06-10",65.27,65.37,64.57,64.62,2511800,58.57
"2011-06-13",64.9,65.22,64.59,64.9,2698700,58.83
"2011-06-14",65.05,65.95,64.96,65.6,2396600,59.46
"2011-06-15",65.23,65.59,64.82,65.16,2614800,59.06
"2011-06-16",65.15,65.83,65.13,65.72,2128400,59.57
"2011-06-17",65.96,66.32,65.88,66.22,4221900,60.02
"2011-06-20",66.25,66.92,66.19,66.78,1999200,60.53
"2011-06-21",67.03,67.15,66.61,66.85,1551500,60.59
"2011-06-22",66.72,66.99,66.33,66.41,1658100,60.2
"2011-06-23",66.13,66.16,65.4,66.08,2093400,59.9
"2011-06-24",66.11,66.29,65.17,65.36,2267100,59.24
"2011-06-27",65.29,65.8,65.29,65.42,1350200,59.3
"2011-06-28",65.72,65.75,65.31,65.72,1706700,59.57
"2011-06-29",66.02,66.42,65.91,66.17,1972300,59.98
"2011-06-30",66.34,66.61,66.1,66.56,1825500,60.33
"2011-07-01",66.35,66.98,66.26,66.9,2162400,60.64
"2011-07-05",67.16,67.35,66.51,66.52,2374100,60.29
"2011-07-06",66.64,66.96,66.36,66.41,2492300,60.2
"2011-07-07",66.75,67,66.62,66.71,2325900,60.47
"2011-07-08",66.39,66.62,66.11,66.62,2215300,60.39
"2011-07-11",66.24,66.94,66.08,66.6,2518400,60.37
"2011-07-12",66.79,67.24,66.53,66.71,1894000,60.47
"2011-07-13",66.93,67.2,66.58,66.74,1567500,60.49
"2011-07-14",66.84,66.84,66.24,66.38,2308800,60.17
"2011-07-15",66.62,67.19,66.47,67.1,3413300,60.82
"2011-07-18",66.93,66.93,66.23,66.38,2278300,60.17
"2011-07-19",66.51,67.01,66.28,66.83,2048900,60.58
"2011-07-20",67.02,67.41,66.83,66.97,1769600,60.7
"2011-07-21",67.12,67.99,67.11,67.81,2122800,61.46
"2011-07-22",67.75,67.95,67.3,67.9,2605100,61.55
"2011-07-25",67.33,67.93,66.42,66.48,3769600,60.26
"2011-07-26",66.72,67.9,66.72,66.93,3154000,60.67
"2011-07-27",66.85,66.97,66.07,66.2,2151400,60
"2011-07-28",66.31,66.53,65.64,65.8,1711900,59.64
"2011-07-29",65.45,65.99,65.15,65.36,2231000,59.24
"2011-08-01",65.88,65.95,64.8,65.17,2264000,59.07
"2011-08-02",64.86,65.1,64.4,64.53,2170800,58.49
"2011-08-03",64.59,64.59,63.73,64.55,2647700,58.51
"2011-08-04",64.15,64.4,63.02,63.04,4111100,57.14
"2011-08-05",63.9,64.41,62.64,64.07,4699200,58.07
"2011-08-08",63.31,64.2,62.79,62.86,6416200,56.98
"2011-08-09",63.55,64.4,61,64.24,6577600,58.23
"2011-08-10",64.09,64.51,62.41,62.57,7772400,56.71
"2011-08-11",62.95,65.22,62.7,64.6,4452700,58.55
"2011-08-12",65.14,65.39,64.31,65.14,3133500,59.04
"2011-08-15",65.56,66.2,65.25,66.1,2954000,59.91
"2011-08-16",65.91,66.42,65.58,66.09,3019300,59.91
"2011-08-17",66.18,66.68,65.52,65.97,2782400,59.8
"2011-08-18",65.32,65.74,64.66,65.59,3951500,59.45
"2011-08-19",65.25,66.12,65.11,65.35,3247300,59.23
"2011-08-22",66.19,66.3,65.15,65.77,2907800,59.62
"2011-08-23",66.33,67.29,66.02,67.26,3388400,60.97
"2011-08-24",67.12,68,66.85,67.93,3010600,61.57
"2011-08-25",67.99,68,67.04,67.3,7887000,61
"2011-08-26",67.04,67.94,66.19,67.83,3674800,61.48
"2011-08-29",68.21,68.49,67.94,68.43,5922300,62.03
"2011-08-30",68.05,68.78,67.55,68.52,3330600,62.11
"2011-08-31",68.65,69.39,68.64,69.16,4244600,62.69
"2011-09-01",69.05,69.63,68.74,68.78,2934100,62.34
"2011-09-02",67.9,68.59,67.75,68.13,2217100,61.75
"2011-09-06",67.1,68.36,66.95,68.26,3309300,61.87
"2011-09-07",68.23,68.67,67.95,68.48,2595600,62.71
"2011-09-08",68.39,69.12,68.08,68.11,3371500,62.38
"2011-09-09",67.81,67.85,66.84,67.23,2737900,61.57
"2011-09-12",66.89,67.38,66.29,67.25,2833800,61.59
"2011-09-13",67.21,67.69,66.73,67.5,2056700,61.82
"2011-09-14",67.91,68.86,67.06,68.21,2324800,62.47
"2011-09-15",68.48,68.76,68.06,68.76,2490200,62.97
"2011-09-16",68.91,69.88,68.79,69.78,3264500,63.91
"2011-09-19",68.86,70,68.84,69.89,2977100,64.01
"2011-09-20",69.98,70.91,69.79,70.45,3187500,64.52
"2011-09-21",70.5,70.89,69.24,69.29,3226000,63.46
"2011-09-22",68.22,69.37,67.83,69.2,5510900,63.37
"2011-09-23",69.25,70,68.48,69.97,3526400,64.08
"2011-09-26",70.13,70.85,70,70.8,2891600,64.84
"2011-09-27",71.07,71.78,70.82,71.18,3345000,65.19
"2011-09-28",70.22,70.99,69.73,69.82,3266700,63.94
"2011-09-29",70.59,71.35,70.49,71.23,4618000,65.23
"2011-09-30",71.05,71.65,70.97,71.01,3991200,65.03
"2011-10-03",71.09,71.38,70.53,70.66,4438700,64.71
"2011-10-04",69.91,70.53,69.02,70.38,5e+06,64.45
"2011-10-05",70.71,70.94,69.91,70.34,4323400,64.42
"2011-10-06",70.29,71.01,69.84,70.98,3078400,65
"2011-10-07",71.1,71.44,70.48,70.96,2807800,64.99
"2011-10-10",71.5,71.69,70.99,71.66,2404900,65.63
"2011-10-11",71.35,71.66,71.08,71.45,2237800,65.43
"2011-10-12",71.59,72.28,71.3,71.99,3119300,65.93
"2011-10-13",71.59,71.86,71.03,71.4,1897000,65.39
"2011-10-14",71.79,72.16,71.4,71.91,1905800,65.86
"2011-10-17",71.61,72.2,71.13,71.22,1633500,65.22
"2011-10-18",71,72.3,70.61,71.78,2185200,65.74
"2011-10-19",71.55,71.98,71.42,71.57,1670300,65.54
"2011-10-20",71.73,72.19,71.56,71.7,2212400,65.66
"2011-10-21",72.3,73.23,72.19,73,3262100,66.85
"2011-10-24",70.89,70.89,69.06,69.65,7416400,63.79
"2011-10-25",69.76,70.57,69.5,69.55,3544700,63.69
"2011-10-26",70.25,70.3,69.3,70.28,3210200,64.36
"2011-10-27",70.95,71.38,70.1,71.02,3769600,65.04
"2011-10-28",70.97,71.08,70.27,70.37,2182400,64.45
"2011-10-31",70,70.44,69.65,69.71,2798600,63.84
"2011-11-01",68.71,69.38,68.52,68.7,3143600,62.92
"2011-11-02",69.36,69.5,68.61,69.1,1764400,63.28
"2011-11-03",69.5,69.78,68.95,69.69,1858600,63.82
"2011-11-04",69.34,69.73,69,69.71,1580300,63.84
"2011-11-07",69.5,70.22,69.28,70.19,1293300,64.28
"2011-11-08",70.66,70.96,70.02,70.88,1702100,64.91
"2011-11-09",70.15,70.39,69.41,69.77,2138400,63.9
"2011-11-10",70.41,70.58,69.8,70.45,1644400,64.52
"2011-11-11",70.91,71.18,70.86,71.1,1725400,65.11
"2011-11-14",70.85,71.3,70.56,71.17,2169800,65.18
"2011-11-15",71.23,71.5,70.87,71.38,1456300,65.37
"2011-11-16",70.81,71.1,70.27,70.3,2024500,64.38
"2011-11-17",70.15,70.55,69.55,70.03,3041300,64.13
"2011-11-18",70.38,70.64,70.01,70.1,3202300,64.2
"2011-11-21",69.16,69.65,69,69.45,8893600,63.6
"2011-11-22",69.56,69.85,69.12,69.4,1812000,63.56
"2011-11-23",69,69.08,68.3,68.52,2479900,62.75
"2011-11-25",68.3,69.12,68.27,68.69,1093000,62.91
"2011-11-28",69.57,69.9,69.4,69.67,2024500,63.8
"2011-11-29",69.62,69.97,69.41,69.75,2590500,63.88
"2011-11-30",70.94,71.51,70.75,71.47,3245500,65.45
"2011-12-01",71.24,71.62,71.03,71.3,2745500,65.3
"2011-12-02",71.75,71.77,70.6,70.73,2548100,64.78
"2011-12-05",71.47,71.56,70.2,70.42,2772200,64.49
"2011-12-06",70.53,71.08,70.23,70.79,2432600,64.83
"2011-12-07",69.93,70.8,69.73,70.62,2175800,65.32
"2011-12-08",70.44,70.57,69.66,69.82,2042300,64.58
"2011-12-09",69.89,70.35,69.89,70.14,2003000,64.88
"2011-12-12",69.96,70.2,69.44,69.91,1708800,64.66
"2011-12-13",69.96,70.78,69.96,70.12,2592600,64.86
"2011-12-14",70.21,70.58,70.11,70.21,1982600,64.94
"2011-12-15",70.54,71.4,70.35,71.25,2229900,65.9
"2011-12-16",71.53,71.62,70.9,71.28,3528200,65.93
"2011-12-19",71.27,71.85,71.04,71.19,1596100,65.85
"2011-12-20",71.7,72.69,71.43,72.6,2921200,67.15
"2011-12-21",72.82,73.1,72.56,73.05,2445900,67.57
"2011-12-22",73.06,73.23,72.67,72.92,1616800,67.45
"2011-12-23",73.2,73.76,72.97,73.73,1433400,68.2
"2011-12-27",73.69,74,73.38,73.82,1046500,68.28
"2011-12-28",73.89,73.99,73.34,73.38,1439000,67.87
"2011-12-29",73.67,74.06,73.57,74,1230900,68.45
"2011-12-30",73.55,73.77,73.3,73.56,1391800,68.04
"2012-01-03",73.96,73.98,73.18,73.22,2377600,67.73
"2012-01-04",73.29,73.5,72.79,72.99,2292500,67.51
"2012-01-05",73,73.17,72.5,72.79,2473200,67.33
"2012-01-06",72.72,72.89,72.43,72.63,2159900,67.18
"2012-01-09",72.83,72.91,72.45,72.71,1968000,67.25
"2012-01-10",73.18,73.26,72.77,72.88,2716400,67.41
"2012-01-11",72.87,73.1,72.43,72.53,2610200,67.09
"2012-01-12",72.53,72.94,72.36,72.84,2085700,67.37
"2012-01-13",72.68,72.9,72.33,72.7,1978400,67.24
"2012-01-17",73.26,73.79,73.22,73.65,2752400,68.12
"2012-01-18",73.7,74.06,73.52,73.97,2380200,68.42
"2012-01-19",74,74.2,73.64,74.16,2517400,68.59
"2012-01-20",74.15,74.25,73.25,73.83,3047800,68.29
"2012-01-23",73.82,73.91,73.26,73.52,2847800,68
"2012-01-24",71.96,72.74,70.8,72.27,6234700,66.85
"2012-01-25",71.55,72.2,71.27,71.87,4094300,66.48
"2012-01-26",71.85,72.43,71.66,71.98,2641000,66.58
"2012-01-27",71.98,72.09,71.09,71.13,2457200,65.79
"2012-01-30",70.97,71.61,70.5,71.34,3040600,65.99
"2012-01-31",71.47,71.83,71.3,71.56,2160300,66.19
"2012-02-01",71.63,72.31,71.57,72.05,2391200,66.64
"2012-02-02",72.26,72.44,71.95,72.31,1799300,66.88
"2012-02-03",72.59,72.73,72.06,72.23,1889300,66.81
"2012-02-06",72.16,72.65,72.06,72.2,1833100,66.78
"2012-02-07",72.02,72.27,71.74,71.74,2616500,66.36
"2012-02-08",71.92,71.99,71.5,71.7,1930400,66.32
"2012-02-09",71.7,71.9,71.4,71.88,1698400,66.49
"2012-02-10",71.67,71.72,71.37,71.56,2070200,66.19
"2012-02-13",71.88,72,71.65,71.74,1479400,66.36
"2012-02-14",71.55,71.89,71.24,71.63,2337700,66.25
"2012-02-15",71.29,71.53,71.04,71.2,2525200,65.86
"2012-02-16",71.5,71.72,71.25,71.43,2116800,66.07
"2012-02-17",71.8,71.91,71.3,71.57,2238200,66.2
"2012-02-21",71.57,71.74,71.18,71.4,1841100,66.04
"2012-02-22",71.72,71.72,70.94,71.23,2513500,65.88
"2012-02-23",71.07,72.01,71.06,71.9,1919100,66.5
"2012-02-24",71.85,71.85,71.31,71.81,2136700,66.42
"2012-02-27",71.5,71.97,71.48,71.85,1749900,66.46
"2012-02-28",71.98,72.33,71.76,72.23,2047400,66.81
"2012-02-29",72.19,73.11,72.16,72.88,3635100,67.41
"2012-03-01",72.76,73,71.86,72.17,2651300,66.75
"2012-03-02",72.42,72.57,72.15,72.35,1799600,66.92
"2012-03-05",72.36,72.78,72.35,72.66,1994800,67.21
"2012-03-06",72.46,72.85,72.4,72.6,2610400,67.15
"2012-03-07",71.91,71.91,71.26,71.44,3520000,66.76
"2012-03-08",71.76,72,71.58,71.79,2038800,67.09
"2012-03-09",71.91,71.99,71.64,71.77,1700800,67.07
"2012-03-12",71.67,72.29,71.67,72.21,2065900,67.48
"2012-03-13",72.36,73.07,72.36,73.05,2303600,68.26
"2012-03-14",73,73.26,72.54,72.81,2005900,68.04
"2012-03-15",72.77,73.1,72.51,72.92,2064800,68.14
"2012-03-16",72.91,73,72.64,72.92,2336300,68.14
"2012-03-19",72.83,73.15,72.57,73.01,1446400,68.23
"2012-03-20",72.64,73.48,72.64,73.39,1757300,68.58
"2012-03-21",73.33,73.64,73.25,73.42,1447300,68.61
