"","BXP.Open","BXP.High","BXP.Low","BXP.Close","BXP.Volume","BXP.Adjusted"
"2012-04-09",101.03,101.83,100.78,101.39,807000,95.14
"2012-04-10",101.35,101.61,98.92,99.03,1153500,92.92
"2012-04-11",100.02,100.47,99.37,100.45,866400,94.25
"2012-04-12",100.27,102.01,99.51,102.01,831100,95.72
"2012-04-13",101.53,101.75,100.19,100.3,1062000,94.11
"2012-04-16",100.97,102.53,100.87,101.9,891600,95.61
"2012-04-17",102.2,103.79,101.49,103.64,1106800,97.25
"2012-04-18",102.81,103.5,102.48,103.08,763000,96.72
"2012-04-19",103.25,103.57,102.5,103.34,748300,96.96
"2012-04-20",103.61,105.17,103.5,105.02,1072700,98.54
"2012-04-23",103.93,104.51,103.47,104.46,1237100,98.02
"2012-04-24",104.68,106.19,104.49,106.16,1338200,99.61
"2012-04-25",106.95,106.95,105.9,106.78,1071900,100.19
"2012-04-26",106.48,107.65,106.19,107.46,782300,100.83
"2012-04-27",107.55,108.18,106.44,107.8,885800,101.15
"2012-04-30",107.76,108.3,107.14,108.25,1060600,101.57
"2012-05-01",108.35,110.17,107.81,109.75,875000,102.98
"2012-05-02",106.7,109.74,106.7,109.41,1021700,102.66
"2012-05-03",109.61,109.72,107.85,107.9,1491400,101.24
"2012-05-04",107.75,108.24,107.39,107.95,1382300,101.29
"2012-05-07",107.41,108.86,107.33,108.43,881400,101.74
"2012-05-08",108.06,108.61,107.57,108.34,1091300,101.66
"2012-05-09",107.46,108.82,107,107.82,885700,101.17
"2012-05-10",108.97,108.97,107.11,108.2,817200,101.53
"2012-05-11",107.91,108.51,107.37,108.31,1013800,101.63
"2012-05-14",107.58,108.48,107.26,107.52,1131800,100.89
"2012-05-15",107.39,107.67,106.36,106.5,865400,99.93
"2012-05-16",107.15,107.32,104.8,104.89,1023000,98.42
"2012-05-17",104.72,105.14,101.66,101.71,1442900,95.44
"2012-05-18",102.52,102.98,100.47,100.87,1077900,94.65
"2012-05-21",101.45,103.69,101.17,103.5,900300,97.12
"2012-05-22",103.57,103.7,102.72,103.28,638600,96.91
"2012-05-23",102.74,103.84,102.1,103.6,867000,97.21
"2012-05-24",103.36,104.5,102.95,104.05,711200,97.63
"2012-05-25",103.88,104.47,103.53,103.85,857600,97.44
"2012-05-29",104.1,105.6,104.1,105.33,718900,98.83
"2012-05-30",104.03,104.6,102.63,102.67,895400,96.34
"2012-05-31",102.98,103.96,101.75,102.93,1224000,96.58
"2012-06-01",101.2,102.16,100.8,101.31,1193300,95.06
"2012-06-04",101.56,101.56,99.33,100.27,1006800,94.08
"2012-06-05",100.34,101.83,99.85,101.59,889800,95.32
"2012-06-06",102.57,104.13,101.76,104.13,970000,97.71
"2012-06-07",105.02,105.38,103.24,103.85,606900,97.44
"2012-06-08",103.51,105.2,103.51,105.2,570600,98.71
"2012-06-11",105.71,105.85,101.83,101.89,1188800,95.6
"2012-06-12",102.21,102.41,100.97,102.06,1214800,95.76
"2012-06-13",101.84,102.73,101.01,101.5,1225700,95.24
"2012-06-14",101.75,103.66,101.46,103.21,655800,96.84
"2012-06-15",103.72,104.11,102.88,104.03,1084900,97.61
"2012-06-18",103.96,105.38,103.2,104.94,696300,98.47
"2012-06-19",105.33,105.98,104.7,105.31,568900,98.81
"2012-06-20",105.59,106.26,104.84,105.54,898600,99.03
"2012-06-21",105.78,105.96,103.48,103.64,937200,97.25
"2012-06-22",104.06,104.21,103.11,103.31,1901400,96.94
"2012-06-25",102.61,104.46,102.5,104.09,933600,97.67
"2012-06-26",104.37,104.8,103.36,104.1,655000,97.68
"2012-06-27",104.14,104.39,103.13,103.85,499700,97.96
"2012-06-28",103.33,105.05,102.63,104.86,416300,98.91
"2012-06-29",106.83,108.37,105.99,108.37,984200,102.22
"2012-07-02",109.23,109.57,108.04,109.57,9e+05,103.36
"2012-07-03",109.4,110.31,109.14,110.25,457100,104
"2012-07-05",110,110.44,108.93,109.37,513900,103.17
"2012-07-06",108.34,110.41,108.22,110.18,609100,103.93
"2012-07-09",109.89,110.06,109.08,109.63,629100,103.41
"2012-07-10",109.97,110.2,107.92,108.45,545100,102.3
"2012-07-11",108.68,109.24,108.2,108.95,719200,102.77
"2012-07-12",108.26,109.73,107.88,108.9,765600,102.72
"2012-07-13",109.16,110.62,109.08,110.59,587400,104.32
"2012-07-16",110.85,110.85,110.11,110.5,594600,104.23
"2012-07-17",110.69,112.09,109.76,111.95,838100,105.6
"2012-07-18",111.18,111.86,110.44,111.02,702300,104.72
"2012-07-19",111.01,111.25,109.18,110.35,779100,104.09
"2012-07-20",109.45,110.44,108.96,109.93,700100,103.7
"2012-07-23",108.72,109.35,108.21,109.07,656100,102.89
"2012-07-24",109.03,109.41,107.52,108.54,589100,102.39
"2012-07-25",109,109.39,107.71,108.72,570200,102.55
"2012-07-26",110.09,111.09,109.07,110.11,861800,103.87
"2012-07-27",110.58,111.67,110.11,110.79,809000,104.51
"2012-07-30",110.67,111.38,109.94,110.42,790500,104.16
"2012-07-31",110.23,111.31,110.22,110.9,669400,104.61
"2012-08-01",111.21,112,110.61,111.2,797500,104.89
"2012-08-02",110.55,111.9,110.19,111.81,788200,105.47
"2012-08-03",112.58,113.3,112.16,113,959000,106.59
"2012-08-06",113.39,113.83,112.57,113.17,1434800,106.75
"2012-08-07",112.72,113.01,111.34,112.53,764700,106.15
"2012-08-08",112.27,112.33,110.57,110.79,687100,104.51
"2012-08-09",110.67,111.89,110.06,110.52,1279100,104.25
"2012-08-10",110.25,110.92,109.84,110.7,595000,104.42
"2012-08-13",110.28,111.45,110.28,111,420700,104.71
"2012-08-14",111.16,111.49,110.28,110.56,503900,104.29
"2012-08-15",110.57,111.55,110.33,111.34,281100,105.03
"2012-08-16",111.09,112.16,110.72,111.99,495800,105.64
"2012-08-17",112.14,112.21,111.39,111.76,450000,105.42
"2012-08-20",111.51,111.77,110.57,111.34,633700,105.03
"2012-08-21",111.34,111.61,110.79,111.35,656800,105.04
"2012-08-22",111.27,111.84,110.19,111.62,652700,105.29
"2012-08-23",111.57,111.93,111.18,111.58,693300,105.25
"2012-08-24",111.35,112.2,111.17,111.84,498100,105.5
"2012-08-27",111.95,112.27,111.06,111.43,412300,105.11
"2012-08-28",111.12,111.98,110.29,111.85,584000,105.51
"2012-08-29",112.32,112.32,111.29,111.85,538400,105.51
"2012-08-30",111.29,111.59,110.95,111.4,547900,105.08
"2012-08-31",111.84,112.26,111.14,112.13,797000,105.77
"2012-09-04",112.1,112.82,111.07,112.76,489500,106.37
"2012-09-05",112.75,112.75,111.67,112.38,473900,106.01
"2012-09-06",112.87,113.31,112.57,112.95,747800,106.55
"2012-09-07",113.59,114.51,113.25,114.37,1020600,107.88
"2012-09-10",114.16,114.16,113.05,113.21,736800,106.79
"2012-09-11",112.83,113.43,112.29,112.68,810900,106.29
"2012-09-12",112.9,113.28,112.43,112.76,746300,106.37
"2012-09-13",112.77,114.83,112.44,114.83,1006000,108.32
"2012-09-14",116.93,116.94,115.17,116.07,1044500,109.49
"2012-09-17",116.24,117,115.51,115.87,517700,109.3
"2012-09-18",115.58,115.68,114.64,114.95,452500,108.43
"2012-09-19",115.05,115.36,113.66,113.66,630300,107.21
"2012-09-20",113.6,113.75,112.18,112.54,912200,106.16
"2012-09-21",112.97,113.99,112.63,113.54,1668400,107.1
"2012-09-24",113.1,114.44,112.49,112.57,996500,106.19
"2012-09-25",112.82,112.91,110.8,110.82,749200,104.54
"2012-09-26",110.57,111.18,110.22,110.4,820700,104.66
"2012-09-27",110.7,112.23,110.56,111.39,828100,105.6
"2012-09-28",110.79,111.19,110.32,110.61,909700,104.86
"2012-10-01",110.67,111.06,108.62,109.44,1086400,103.75
"2012-10-02",109.78,110.37,109.01,109.78,697000,104.07
"2012-10-03",110.03,111.56,109.9,110.49,604600,104.74
"2012-10-04",110.85,111.17,109.66,109.88,509400,104.17
"2012-10-05",110.3,110.86,109.72,110.15,329100,104.42
"2012-10-08",110.11,110.26,109.78,110.02,356000,104.3
"2012-10-09",110.06,110.94,109.5,109.58,421000,103.88
"2012-10-10",109.77,109.89,108.86,109.5,463800,103.81
"2012-10-11",110.14,110.55,109.45,109.45,363200,103.76
"2012-10-12",109.43,110.26,108.67,108.98,468700,103.31
"2012-10-15",108.97,109.92,108.47,109.87,425900,104.16
"2012-10-16",110.26,110.99,109.87,110.28,459900,104.55
"2012-10-17",109.94,110.44,109.18,110.13,632100,104.4
"2012-10-18",110,111.46,109.93,111.46,676300,105.66
"2012-10-19",110.9,111.31,109.27,109.53,950500,103.83
"2012-10-22",109.37,109.51,108.24,109.29,791100,103.61
"2012-10-23",108.04,108.29,107.32,107.69,852400,102.09
"2012-10-24",106.86,108.71,106.86,107.71,1314900,102.11
"2012-10-25",108.82,109.7,106.78,107.35,1107300,101.77
"2012-10-26",107.25,107.25,105.75,106.53,1078100,100.99
"2012-10-31",107.84,107.84,105.41,106.3,1048800,100.77
"2012-11-01",106.45,107.29,105.87,107.16,789900,101.59
"2012-11-02",107.52,108,107.13,107.22,638600,101.64
"2012-11-05",107.72,107.72,105.78,106.39,814700,100.86
"2012-11-06",106.64,107.19,105.88,107.05,815100,101.48
"2012-11-07",106.23,107,105.89,106.08,758300,100.56
"2012-11-08",105.52,105.79,103.46,103.69,1102400,98.3
"2012-11-09",103.37,104.1,103.02,103.1,739800,97.74
"2012-11-12",103.18,103.22,102.4,102.48,625200,97.15
"2012-11-13",102.09,103.02,101.5,101.61,2058700,96.33
"2012-11-14",101.75,101.99,99.85,100.06,1582500,94.86
"2012-11-15",100.2,100.82,99.23,100.03,961500,94.83
"2012-11-16",100.27,101.14,99.32,100.85,708300,95.61
"2012-11-19",101.31,102.23,101.21,101.88,767400,96.58
"2012-11-20",101.66,102.26,100.96,102.25,472100,96.93
"2012-11-21",102.27,102.73,101.22,101.67,595200,96.38
"2012-11-23",102.35,103.06,101.67,103.06,304300,97.7
"2012-11-26",102.3,103.49,101.98,102.61,978500,97.27
"2012-11-27",102.11,103.1,101.13,101.64,1464600,96.35
"2012-11-28",101.55,101.83,100.68,101.45,1214000,96.17
"2012-11-29",101.92,102.51,101.15,102.19,594300,96.88
"2012-11-30",102.19,103,102.13,102.63,940900,97.29
"2012-12-03",102.97,103.61,102.21,102.59,632100,97.26
"2012-12-04",102.42,103.57,102.14,102.53,627100,97.2
"2012-12-05",102.72,102.86,101.96,102.56,725000,97.23
"2012-12-06",102.89,104.43,102.89,104.23,897600,98.81
"2012-12-07",104.25,105.44,104.01,105.4,1010800,99.92
"2012-12-10",105.04,105.35,104.48,104.99,675400,99.53
"2012-12-11",105.22,105.42,104.74,104.88,1101400,99.43
"2012-12-12",104.66,104.83,103.43,104.27,750500,98.85
"2012-12-13",104.05,104.27,103.47,103.75,666700,98.35
"2012-12-14",103.51,104.4,103.51,103.98,765200,98.57
"2012-12-17",104.43,104.9,104.08,104.84,821200,99.39
"2012-12-18",104.92,105.69,104.67,105.4,1138100,99.92
"2012-12-19",105.57,105.67,104.76,105.2,1022500,99.73
"2012-12-20",105.27,106.7,105.02,106.67,903600,101.12
"2012-12-21",105.89,106.87,105.59,105.7,1400100,100.2
"2012-12-24",105.47,106.32,105.1,105.99,249500,100.48
"2012-12-26",106.11,106.11,105.06,105.62,535500,100.13
"2012-12-27",105.43,105.93,104.23,105.67,690400,100.8
"2012-12-28",105.04,106.16,104.85,104.94,553800,100.1
"2012-12-31",104.7,105.84,104.53,105.81,810100,100.93
"2013-01-02",106.76,107.22,105.9,106.65,1029500,101.73
"2013-01-03",106.8,107.4,106.52,106.78,732900,101.85
"2013-01-04",106.7,107.66,106.7,107.47,650000,102.51
"2013-01-07",107.03,108.32,106.93,108.26,807400,103.27
"2013-01-08",107.91,108.16,107.04,107.33,591500,102.38
"2013-01-09",107.45,107.73,107.33,107.56,532700,102.6
"2013-01-10",107.87,107.87,107,107.4,780500,102.45
"2013-01-11",107.55,107.7,106.88,107,688600,102.06
"2013-01-14",107.12,107.51,107.06,107.36,489200,102.41
"2013-01-15",107.23,108.89,107.05,108.7,729200,103.69
"2013-01-16",108.19,108.26,106.71,107.59,794700,102.63
"2013-01-17",107.69,107.94,107.09,107.12,673500,102.18
"2013-01-18",107.19,107.87,107.06,107.83,1181800,102.86
"2013-01-22",107.5,108.94,107.47,108.92,633900,103.9
"2013-01-23",108.59,109.08,108.38,108.76,496800,103.74
"2013-01-24",108.9,109.38,108.4,109,492200,103.97
"2013-01-25",109.25,109.65,108.86,109.46,564000,104.41
"2013-01-28",109.46,109.49,108.42,108.83,735600,103.81
"2013-01-29",108.96,109.36,108.43,108.85,644300,103.83
"2013-01-30",108.58,109.24,106.04,106.51,1793400,101.6
"2013-01-31",106.52,106.9,105.13,105.28,1339900,100.42
"2013-02-01",105.61,106.31,105.02,105.1,1308100,100.25
"2013-02-04",104.45,105.85,104.14,104.5,874900,99.68
"2013-02-05",105.09,105.11,103.79,104.02,980100,99.22
"2013-02-06",103.57,104.35,103.57,104.23,653000,99.42
"2013-02-07",104.55,104.89,104.02,104.18,880100,99.37
"2013-02-08",104.28,105.25,104.18,105.14,1054200,100.29
"2013-02-11",104.95,105.31,104.61,105.29,1174300,100.43
"2013-02-12",105.54,107.06,105.47,107.03,805100,102.09
"2013-02-13",107.12,107.35,106.72,107.18,910600,102.24
"2013-02-14",106.76,107.36,106.27,107.35,970100,102.4
"2013-02-15",107.23,107.28,106.53,107.21,1307400,102.26
"2013-02-19",107.19,107.84,106.49,107.35,974900,102.4
"2013-02-20",107.26,107.77,106.5,106.52,678800,101.61
"2013-02-21",106.1,106.58,105.07,105.46,929400,100.6
"2013-02-22",105.89,106.57,105.59,106.27,544600,101.37
"2013-02-25",106.69,106.92,104,104.01,641100,99.21
"2013-02-26",104.53,105.18,103.54,104.2,932600,99.39
"2013-02-27",104.07,104.63,103.8,103.9,943400,99.11
"2013-02-28",104.05,104.68,103,103.88,2099100,99.09
"2013-03-01",103.57,104.3,102.18,103.52,1860200,98.74
"2013-03-04",103.48,104.75,103.05,104.47,716400,99.65
"2013-03-05",104.93,105.55,104.5,105.25,510400,100.39
"2013-03-06",105.65,105.65,104.48,104.83,381700,99.99
"2013-03-07",104.88,105.33,103.77,103.83,888800,99.04
"2013-03-08",104.42,104.42,102.65,102.89,949700,98.14
"2013-03-11",102.81,104.06,102.68,104.04,926600,99.24
"2013-03-12",104.02,104.84,103.45,104.78,1049300,99.95
"2013-03-13",104.81,105.08,104.46,104.92,777700,100.08
"2013-03-14",105.04,105.9,104.9,105.67,863100,100.8
"2013-03-15",105.25,105.4,104.41,105.25,1260100,100.39
"2013-03-18",104.54,105.2,104,104.71,1344600,99.88
"2013-03-19",104.59,104.88,102.5,102.81,1309500,98.07
"2013-03-20",103.13,103.27,101.67,101.85,1547300,97.15
"2013-03-21",101.41,101.93,100.66,100.71,1371700,96.06
"2013-03-22",100.95,101.52,100.78,100.98,1098000,96.32
"2013-03-25",101.35,101.76,100.62,100.89,1425600,96.24
"2013-03-26",100.68,101.1,100.36,100.66,899500,96.64
"2013-03-27",100.18,100.79,99.85,100.33,865900,96.32
"2013-03-28",100.3,101.47,99.93,101.06,1691600,97.02
"2013-04-01",100.86,101.64,100,100.5,782500,96.49
"2013-04-02",100.99,102.36,100.93,102.14,1182300,98.06
"2013-04-03",102.48,103.42,101.77,103.27,1162100,99.14
"2013-04-04",103.51,105.62,103.44,105.51,1809000,101.3
"2013-04-05",104.62,106.5,104.11,106.25,1200100,102.01
"2013-04-08",106.18,107.78,105.27,107.73,870800,103.43
"2013-04-09",107.6,108.84,106.05,108.32,1703500,103.99
"2013-04-10",108.76,110.13,108.4,109.87,1481100,105.48
"2013-04-11",109.79,110.84,109.79,110.51,1543600,106.1
"2013-04-12",110.39,110.9,109.98,110.36,999500,105.95
"2013-04-15",109.56,110,108.07,108.16,1936800,103.84
"2013-04-16",109.99,110.1,108.41,109.53,1259700,105.15
"2013-04-17",109.09,109.54,108.07,109.29,1100100,104.92
"2013-04-18",109.31,109.6,108.37,109.08,1057900,104.72
"2013-04-19",109.5,110.08,108.96,109.8,1186800,105.41
"2013-04-22",109.9,109.98,108.72,108.86,1160300,104.51
"2013-04-23",109.35,109.42,107.57,108.42,1433800,104.09
"2013-04-24",108.7,109.16,107.99,108.38,1256600,104.05
"2013-04-25",108.41,108.68,107.76,108.05,1063100,103.73
"2013-04-26",107.84,108.45,107.64,107.77,838200,103.47
"2013-04-29",107.77,109.22,107.68,109.15,730200,104.79
"2013-04-30",108.83,109.56,108.03,109.43,1526100,105.06
"2013-05-01",108.88,109.34,108.02,108.71,915600,104.37
"2013-05-02",108.9,109.63,108.56,109.06,651000,104.7
"2013-05-03",109.65,109.65,108.43,108.58,1185900,104.24
"2013-05-06",108.86,109.36,108.65,109.21,1035300,104.85
"2013-05-07",109.13,110.34,108.56,110.3,1233000,105.89
"2013-05-08",109.93,110.81,109.18,110.81,1365600,106.38
"2013-05-09",110.55,110.79,109.87,110.04,1066700,105.64
"2013-05-10",110.28,111.27,109.6,111.23,1133300,106.79
"2013-05-13",110.74,111.32,110.46,110.91,1011400,106.48
"2013-05-14",111.07,111.22,110.12,110.5,1229600,106.09
"2013-05-15",110.73,111.82,110.22,111.73,1074700,107.27
"2013-05-16",111.35,112.17,110.83,111.34,784200,106.89
"2013-05-17",111.51,112.44,111.28,112.43,1150900,107.94
"2013-05-20",112.34,113.76,112.07,113.7,1014400,109.16
"2013-05-21",114.15,114.87,113.62,114.59,1153000,110.01
"2013-05-22",114.68,115.85,112.27,112.99,1498900,108.48
"2013-05-23",112.03,112.9,111.04,112.62,1736300,108.12
"2013-05-24",111.95,112.75,111.01,112.44,955800,107.95
"2013-05-28",113.36,113.62,110.55,111.15,1366600,106.71
"2013-05-29",110.93,111.18,108.37,109.58,1471600,105.2
"2013-05-30",109.58,110.02,108.22,108.31,1226600,103.98
"2013-05-31",108.28,108.9,106.55,106.58,1548500,102.32
"2013-06-03",106.88,108.67,106.18,108.49,1683700,104.16
"2013-06-04",108.68,109.75,108.56,108.96,1267400,104.61
"2013-06-05",108.63,109.05,107.4,107.85,959500,103.54
"2013-06-06",108.07,109.65,107.18,109.58,876200,105.2
"2013-06-07",109.85,110.49,108.12,109.81,814200,105.42
"2013-06-10",110,110.45,108.93,109.32,844700,104.95
"2013-06-11",108.39,108.63,106.79,106.9,1403400,102.63
"2013-06-12",107.41,107.71,106.31,106.52,1342200,102.26
"2013-06-13",106.66,111.32,106.26,110.78,1225700,106.35
"2013-06-14",110.78,113.19,109.79,110.09,1184400,105.69
"2013-06-17",110.81,111.52,110.19,111.23,1177200,106.79
"2013-06-18",111.16,111.92,110.44,111.2,961400,106.76
"2013-06-19",111.23,111.68,107.24,107.51,924300,103.22
"2013-06-20",106.79,106.96,99.81,100.58,2501000,96.56
"2013-06-21",101.47,102.94,99.71,101.94,1823600,97.87
"2013-06-24",100.43,104.9,99.59,102.63,1484600,98.53
"2013-06-25",103.62,103.9,101.86,102.66,1236700,98.56
"2013-06-26",103.08,104.35,102.76,103.91,1303000,100.39
"2013-06-27",104.45,106.62,104.44,106.48,1164300,102.88
"2013-06-28",106.3,106.9,105.37,105.47,1079500,101.9
"2013-07-01",106.27,106.36,104.53,104.76,651700,101.22
"2013-07-02",104.1,106.83,104.05,106.09,812600,102.5
"2013-07-03",105.43,106.26,104.44,104.93,539300,101.38
"2013-07-05",105.66,105.84,103.15,105.18,743700,101.62
"2013-07-08",105.3,106.42,105,105.47,1128100,101.9
"2013-07-09",105.96,107.75,105.89,107.31,850800,103.68
"2013-07-10",107.03,107.28,105.87,106.86,743600,103.25
"2013-07-11",107.85,111.13,107.85,110.69,1171200,106.95
"2013-07-12",110.91,111.44,109.21,110.36,1178000,106.63
"2013-07-15",110,110,108.25,109.7,856100,105.99
"2013-07-16",109.66,110.19,108.9,109.5,834900,105.8
"2013-07-17",109.77,109.96,108.57,109.05,1004300,105.36
"2013-07-18",109.52,110.53,109.16,110.51,548600,106.77
"2013-07-19",110.46,110.69,109.39,110.11,670900,106.39
"2013-07-22",110.09,111.62,109.88,111.35,654900,107.58
"2013-07-23",111.51,111.82,110.5,111,487400,107.25
"2013-07-24",111.07,111.41,108.48,109.03,1032800,105.34
"2013-07-25",108.4,109.37,108.07,108.55,857100,104.88
"2013-07-26",108.34,109.78,107.83,109.75,535900,106.04
"2013-07-29",109.44,109.84,108.47,108.97,379700,105.28
"2013-07-30",109.42,110.25,108.46,108.72,747200,105.04
"2013-07-31",108.74,109.9,103.82,106.95,1628500,103.33
"2013-08-01",106.92,107.46,104.4,105,866600,101.45
"2013-08-02",105.01,105.33,103.82,103.97,715700,100.45
"2013-08-05",103.79,104.45,103.41,103.99,420500,100.47
"2013-08-06",103.26,104.44,103.13,103.92,711500,100.4
"2013-08-07",103.75,103.92,102.25,102.65,1251700,99.18
"2013-08-08",103.1,103.21,102.16,103,847000,99.52
"2013-08-09",103.07,105.3,102.61,105.09,926900,101.53
"2013-08-12",104.78,105.2,103.31,103.83,1003500,100.32
"2013-08-13",103.72,103.93,102.07,103.11,1123200,99.62
"2013-08-14",103.11,103.5,102.53,103.41,727700,99.91
"2013-08-15",102.76,103.28,100.82,101.75,1327500,98.31
"2013-08-16",101.39,101.84,98.29,99.46,1701900,96.1
"2013-08-19",99.45,99.91,98.21,98.27,964100,94.95
"2013-08-20",98.46,101.92,98.46,101.55,1194600,98.11
"2013-08-21",101.2,102.35,99.8,100.8,750100,97.39
"2013-08-22",100.92,101.67,100.48,101.44,716900,98.01
"2013-08-23",101.55,103.36,101.18,103.29,632800,99.8
"2013-08-26",103.57,104.45,103.2,103.96,769700,100.44
"2013-08-27",102.84,103.62,102.52,103.41,598400,99.91
"2013-08-28",103.35,103.48,102.31,102.75,599300,99.27
"2013-08-29",102.05,102.46,101.26,102.39,683500,98.93
"2013-08-30",102.52,103.08,102.1,102.5,1062900,99.03
"2013-09-03",103.1,103.28,100.79,101.68,1258800,98.24
"2013-09-04",101.83,103.26,101.33,102.98,965100,99.5
"2013-09-05",103.33,103.45,102.2,102.48,1092300,99.01
"2013-09-06",103.55,105.47,103.35,104.81,1015600,101.26
"2013-09-09",104.75,105.79,104.66,105.79,906800,102.21
"2013-09-10",106.25,106.68,105.4,106.62,729000,103.01
"2013-09-11",106.39,107.04,106.06,106.96,669500,103.34
"2013-09-12",106.68,107.24,104.19,104.6,810500,101.06
"2013-09-13",104.69,105.31,104.4,104.8,464200,101.25
"2013-09-16",106.65,107.16,105.36,105.86,447400,102.28
"2013-09-17",105.82,106.81,105.28,105.7,396500,102.12
"2013-09-18",105.62,111.03,104.7,110.89,1427100,107.14
"2013-09-19",110.8,112.93,110.69,111.12,1181000,107.36
"2013-09-20",111.1,111.1,108.95,109.36,1386800,105.66
"2013-09-23",108.94,110.38,108.35,109.43,999500,105.73
"2013-09-24",109.12,109.64,107.08,107.2,912000,103.57
"2013-09-25",107.13,108.37,105.57,106.31,1131100,102.71
"2013-09-26",106.01,106.84,105.74,106.74,591800,103.76
"2013-09-27",106.42,107.45,106.16,107.09,827200,104.1
"2013-09-30",106.68,107.97,106.28,106.9,994200,103.92
"2013-10-01",107.06,108.91,106.4,107.74,1242700,104.74
"2013-10-02",106.52,107.65,105.87,107.56,1049300,104.56
"2013-10-03",107.47,107.55,105.35,106.7,794500,103.72
"2013-10-04",106.94,107.83,105.77,106.48,584500,103.51
"2013-10-07",105.68,106.97,105.44,105.55,633800,102.61
"2013-10-08",104.82,104.98,103.33,103.55,1316600,100.66
"2013-10-09",103.82,104.67,103.19,103.44,755600,100.56
"2013-10-10",104.21,105.49,103.81,105.35,1317500,102.41
"2013-10-11",105.51,107.33,105.01,107.28,805900,104.29
"2013-10-14",106.81,107.5,106.1,107.22,664500,104.23
"2013-10-15",106.52,108.08,106.52,106.98,429400,104
"2013-10-16",107.32,108.91,106.86,108.45,733900,105.43
"2013-10-17",108.02,109.58,107.82,109.18,682300,106.14
"2013-10-18",108.83,109.35,107.3,108.82,960400,105.79
"2013-10-21",108.65,108.65,106.52,106.98,977900,104
"2013-10-22",107.55,109.69,107.55,109.37,1218700,106.32
"2013-10-23",109.12,109.59,107.87,108.4,697300,105.38
"2013-10-24",108.4,108.75,107.32,107.38,865300,104.39
"2013-10-25",107.26,109.67,107.24,109.64,991900,106.58
"2013-10-28",109.81,109.83,106.95,107.39,716500,104.4
"2013-10-29",107.38,108.05,106.28,107.96,1034000,104.95
"2013-10-30",106.87,106.87,103.63,105.06,1528100,102.13
"2013-10-31",105,105.64,102.88,103.5,1305500,100.61
"2013-11-01",103.96,104.6,102.99,104.42,800800,101.51
"2013-11-04",104.46,104.99,103.42,103.78,935100,100.89
"2013-11-05",103.4,103.6,102,102.15,858600,99.3
"2013-11-06",102.29,102.79,101.93,102.15,694400,99.3
"2013-11-07",102.45,102.69,101.12,101.23,793900,98.41
"2013-11-08",100.86,100.87,98.71,100.33,1060900,97.53
"2013-11-11",100.66,101.73,100.66,100.96,495300,98.14
"2013-11-12",100.73,101.1,99.94,100.65,852700,97.84
"2013-11-13",100.39,101.37,100.06,101.32,626400,98.49
"2013-11-14",101.61,102.4,101.2,101.58,700600,98.75
"2013-11-15",101.47,103.12,101.47,103.03,1185300,100.16
"2013-11-18",103.7,103.97,102.13,102.49,703600,99.63
"2013-11-19",102.57,103.72,101.62,103.41,767900,100.53
"2013-11-20",103.31,104.26,101.25,101.88,881000,99.04
"2013-11-21",101.76,102.68,101.25,102.36,722500,99.51
"2013-11-22",102.36,102.76,101.04,101.69,689700,98.85
"2013-11-25",101.71,102.28,101.2,101.62,581300,98.79
"2013-11-26",101.62,101.8,100.64,100.66,592700,97.85
"2013-11-27",100.74,101.76,100.09,101.62,603300,98.79
"2013-11-29",101.95,102.05,99.36,99.49,493900,96.72
"2013-12-02",99.85,101.16,99.51,99.84,1161100,97.06
"2013-12-03",99.24,100.01,98.9,99.49,1108600,96.72
"2013-12-04",98.61,100.72,98.52,99.78,810800,97
"2013-12-05",99.39,100.4,98.42,100.04,1091000,97.25
"2013-12-06",100.93,101.42,99.94,100.73,912000,97.92
"2013-12-09",100.96,102,100.48,102,876300,99.16
"2013-12-10",101.7,102.96,101.38,102.23,987800,99.38
"2013-12-11",102.09,102.09,99.6,99.66,1243800,96.88
"2013-12-12",99.77,99.83,98.83,99.13,947100,96.37
"2013-12-13",99.62,100.37,98.18,98.46,883800,95.71
"2013-12-16",98.59,99.24,98.04,98.97,733000,96.21
"2013-12-17",99.26,101.16,98.88,101.11,994400,98.29
"2013-12-18",101.37,103.21,99.74,103,1012400,100.13
"2013-12-19",103.1,103.1,101.57,102.15,1167800,99.3
"2013-12-20",101.96,103.62,101.81,103.5,1475400,100.61
"2013-12-23",103.96,105.22,103.37,103.71,789800,100.82
"2013-12-24",103.51,104.03,102.57,103.42,373900,100.54
"2013-12-26",103.89,104.24,102.83,104,608100,101.1
"2013-12-27",101.07,101.5,99.8,100.4,653300,100.4
"2013-12-30",100.54,101.3,100.25,101.11,502100,101.11
"2013-12-31",101.15,101.62,99.89,100.37,896800,100.37
"2014-01-02",100.22,101.36,99.55,100.39,894800,100.39
"2014-01-03",100.73,102.7,100.07,101.59,686800,101.59
"2014-01-06",101.84,103.21,101.7,102.72,981000,102.72
"2014-01-07",102.71,103.83,102.13,103.38,1127800,103.38
"2014-01-08",103.51,104.01,102.34,102.69,908900,102.69
"2014-01-09",102.93,102.93,101.74,102.74,934100,102.74
"2014-01-10",103.15,104.98,102.75,104.44,929000,104.44
"2014-01-13",104.06,104.94,103.16,103.6,769000,103.6
"2014-01-14",104.05,104.99,103.6,104.56,970400,104.56
"2014-01-15",104.25,105.35,104.25,105.19,913800,105.19
"2014-01-16",104.88,105.66,104.68,104.87,553800,104.87
