"","CELG.Open","CELG.High","CELG.Low","CELG.Close","CELG.Volume","CELG.Adjusted"
"2010-06-30",50.92,52,49.54,50.82,11520400,50.82
"2010-07-01",50.29,50.48,48.56,49.62,7017400,49.62
"2010-07-02",49.84,51.13,49.65,50.74,4412000,50.74
"2010-07-06",51.03,51.05,48.72,49.02,4763000,49.02
"2010-07-07",49.23,49.59,48.02,49.48,4447100,49.48
"2010-07-08",49.69,50.12,49.15,50.05,3132700,50.05
"2010-07-09",50.4,51.24,50.12,51.18,3291500,51.18
"2010-07-12",51.67,51.68,50.69,51.11,3222800,51.11
"2010-07-13",51.45,52.95,51.33,52.34,3774700,52.34
"2010-07-14",52.11,52.61,51.72,52.13,2439200,52.13
"2010-07-15",52.38,53.36,52.28,53.29,4372800,53.29
"2010-07-16",53.31,53.82,51.79,52.04,5210100,52.04
"2010-07-19",52.27,52.8,52.12,52.6,2248900,52.6
"2010-07-20",51.88,52.15,51.23,52.06,2933100,52.06
"2010-07-21",52.02,52.38,50.85,51.09,4022500,51.09
"2010-07-22",51.44,52.9,51.26,52.34,2730000,52.34
"2010-07-23",52.07,52.92,51.63,52.75,3710800,52.75
"2010-07-26",53,54.55,52.71,54.49,3707200,54.49
"2010-07-27",54.44,54.74,53.6,54.2,2477500,54.2
"2010-07-28",54.28,54.58,52.75,52.85,3270700,52.85
"2010-07-29",54.65,54.89,52.56,53.7,5626400,53.7
"2010-07-30",53.25,55.49,52.8,55.15,5224100,55.15
"2010-08-02",55.9,56.69,55.75,56.32,3437400,56.32
"2010-08-03",56.16,56.46,55.8,56.26,2388800,56.26
"2010-08-04",56.17,57.02,56.11,56.59,2746500,56.59
"2010-08-05",56.29,56.43,55.71,56.04,2082200,56.04
"2010-08-06",55.07,56.75,54.89,56.67,3318600,56.67
"2010-08-09",57,57.16,56.28,57.11,2219300,57.11
"2010-08-10",56.81,58.01,56.15,57.81,3305500,57.81
"2010-08-11",56.89,57.05,55.22,55.51,3048300,55.51
"2010-08-12",54.54,56.51,54.25,56.07,2476000,56.07
"2010-08-13",55.64,56.49,55.61,55.67,1733800,55.67
"2010-08-16",55.26,55.78,54.75,55.49,2145000,55.49
"2010-08-17",55.9,55.94,55.12,55.39,3001200,55.39
"2010-08-18",55.27,55.92,54.77,55.17,3220400,55.17
"2010-08-19",55,55.17,53.58,53.91,4056900,53.91
"2010-08-20",53.83,54.06,53.03,53.67,3303500,53.67
"2010-08-23",53.9,54.79,53.45,53.5,1976000,53.5
"2010-08-24",53.2,53.2,50.77,51.05,7361000,51.05
"2010-08-25",51.27,52.06,51.02,51.77,3605500,51.77
"2010-08-26",51.81,51.86,49.5,50.62,7091800,50.62
"2010-08-27",50.84,52.24,50.27,51.84,3328400,51.84
"2010-08-30",51.62,51.91,50.84,50.84,2609800,50.84
"2010-08-31",50.63,51.85,50.63,51.47,4078800,51.47
"2010-09-01",52.2,53.12,51.8,52.73,3227800,52.73
"2010-09-02",52.49,53.03,52.02,53.03,1982900,53.03
"2010-09-03",53.04,53.48,52.66,53.28,2162500,53.28
"2010-09-07",53.21,53.35,52.63,52.93,2207300,52.93
"2010-09-08",53.15,54.13,53.05,53.98,2237900,53.98
"2010-09-09",54.59,54.72,53.8,53.89,2247000,53.89
"2010-09-10",54.1,55.5,53.83,55.45,3467500,55.45
"2010-09-13",55.59,55.85,54.6,54.64,3389800,54.64
"2010-09-14",54.41,55.03,54.14,54.32,3534800,54.32
"2010-09-15",54.05,55.01,53.94,54.91,2685300,54.91
"2010-09-16",54.79,55.11,54.46,54.83,1843400,54.83
"2010-09-17",55.07,55.29,54.76,55.25,3552100,55.25
"2010-09-20",55.51,56.14,55.13,56.02,2775400,56.02
"2010-09-21",56.02,57.11,55.72,56.85,3369100,56.85
"2010-09-22",57.08,57.59,56.79,56.92,3233700,56.92
"2010-09-23",56.65,57.72,56.24,57.03,2371000,57.03
"2010-09-24",57.45,58.68,57.27,58.46,3007700,58.46
"2010-09-27",58.24,58.53,57.64,57.64,2007200,57.64
"2010-09-28",58,59,57.46,58.28,2789400,58.28
"2010-09-29",57.99,58.35,57.12,57.43,2500000,57.43
"2010-09-30",57.86,58.39,57.18,57.61,2774600,57.61
"2010-10-01",58.21,58.54,57.6,58.1,2586400,58.1
"2010-10-04",58,58.28,56.84,57.37,2389400,57.37
"2010-10-05",58.11,59,57.66,58.72,3560000,58.72
"2010-10-06",58.5,58.84,57.29,57.8,2745000,57.8
"2010-10-07",57.86,58.17,57.3,57.53,2480100,57.53
"2010-10-08",57.69,58.15,57.21,57.83,2057800,57.83
"2010-10-11",57.64,57.73,57.28,57.65,1637700,57.65
"2010-10-12",57.42,58.2,56.6,57.88,3346700,57.88
"2010-10-13",58.06,58.69,57.73,58.23,2824100,58.23
"2010-10-14",58.34,58.67,57.67,57.95,3918700,57.95
"2010-10-15",58.32,58.33,57.54,58.21,3727400,58.21
"2010-10-18",58.42,59.89,58.14,59.7,3186600,59.7
"2010-10-19",59.98,60,58.34,58.72,4102800,58.72
"2010-10-20",58.7,59.21,58.05,58.12,4444400,58.12
"2010-10-21",58.35,58.91,57.98,58.71,2344600,58.71
"2010-10-22",58.64,58.9,58.18,58.74,1692800,58.74
"2010-10-25",59.34,59.96,59.19,59.56,2836300,59.56
"2010-10-26",59.33,59.43,58.34,59.24,2158300,59.24
"2010-10-27",58.59,59.4,58.54,59.4,2599700,59.4
"2010-10-28",61.5,62.74,60.93,61.2,7820100,61.2
"2010-10-29",61.4,62.26,61.4,62.03,4243900,62.03
"2010-11-01",61.5,62.19,61.28,61.9,3265200,61.9
"2010-11-02",62.19,63.46,62.13,62.95,4075100,62.95
"2010-11-03",62.93,63,61.69,62.51,2783200,62.51
"2010-11-04",62.44,62.68,61.85,62.32,3117700,62.32
"2010-11-05",62.23,62.29,60.76,61.22,3713800,61.22
"2010-11-08",60.78,61.08,59.87,60.96,2782500,60.96
"2010-11-09",60.98,61.2,60.34,60.69,2025800,60.69
"2010-11-10",61.07,61.6,60.26,61.45,2555000,61.45
"2010-11-11",60.78,61.59,60.54,61.39,1485100,61.39
"2010-11-12",60.85,61.14,59.65,60.3,2094000,60.3
"2010-11-15",60.89,60.91,60.45,60.57,2157800,60.57
"2010-11-16",60.13,60.77,59.57,59.78,2998000,59.78
"2010-11-17",59.71,60.05,59.05,59.95,2320200,59.95
"2010-11-18",60.67,61.4,60.07,60.74,2766000,60.74
"2010-11-19",60.71,60.89,60.12,60.61,2279500,60.61
"2010-11-22",60.5,61.65,60.2,61.63,2436200,61.63
"2010-11-23",61.15,61.61,60.21,60.52,2534800,60.52
"2010-11-24",60.9,62,60.9,61.6,1966700,61.6
"2010-11-26",61.19,61.47,60.9,61.21,486800,61.21
"2010-11-29",60.99,61.06,59.17,59.89,3648700,59.89
"2010-11-30",59.01,59.5,58.78,59.38,2836700,59.38
"2010-12-01",60.15,60.64,60.03,60.41,2669200,60.41
"2010-12-02",60.29,60.6,60.06,60.46,2211200,60.46
"2010-12-03",60.3,60.67,60.12,60.59,2350800,60.59
"2010-12-06",58.27,58.39,54.24,55.64,22214300,55.64
"2010-12-07",56.93,57.83,56.09,56.27,14088500,56.27
"2010-12-08",56.65,57.23,56.3,56.84,3849400,56.84
"2010-12-09",57.04,57.3,56.71,57.05,3439000,57.05
"2010-12-10",57.29,57.8,57,57.46,3432100,57.46
"2010-12-13",57.58,57.62,56.73,56.73,2793500,56.73
"2010-12-14",57,57.92,56.91,57.81,3258200,57.81
"2010-12-15",57.53,58.16,57.5,57.83,2570000,57.83
"2010-12-16",57.93,58.8,57.72,58.79,2973800,58.79
"2010-12-17",58.73,59.34,58.29,59.27,4132700,59.27
"2010-12-20",59.54,59.71,58.81,59.28,2906900,59.28
"2010-12-21",59.35,59.35,58.5,59.11,2149200,59.11
"2010-12-22",59.13,59.72,58.98,59.45,1874100,59.45
"2010-12-23",59.19,59.72,59.01,59.69,1841000,59.69
"2010-12-27",59.39,59.8,59.07,59.5,1393600,59.5
"2010-12-28",59.46,59.64,59.17,59.44,1409000,59.44
"2010-12-29",59.69,60.43,59.48,59.73,1423000,59.73
"2010-12-30",59.65,59.75,59.34,59.43,1048600,59.43
"2010-12-31",59.52,59.64,58.7,59.14,1070400,59.14
"2011-01-03",59.74,60.9,59.68,60.02,2615900,60.02
"2011-01-04",59.81,60.07,58.54,58.69,3663000,58.69
"2011-01-05",58.4,59.72,58.22,59.39,3578300,59.39
"2011-01-06",59.23,59.78,58.81,58.99,3285600,58.99
"2011-01-07",59.25,59.55,58.83,59.16,2523600,59.16
"2011-01-10",58.73,58.98,56.09,56.44,9004200,56.44
"2011-01-11",56.81,58.06,56.61,58,3920500,58
"2011-01-12",58.17,58.26,57.26,57.91,2823500,57.91
"2011-01-13",57.77,58,57.08,57.25,2221200,57.25
"2011-01-14",57.25,57.69,57.19,57.45,2312200,57.45
"2011-01-18",57.5,57.98,56.79,56.89,3295900,56.89
"2011-01-19",56.71,56.82,55.9,56.32,4595600,56.32
"2011-01-20",56.19,56.86,55.87,56.63,3353800,56.63
"2011-01-21",57.01,57.01,55.97,56.03,3035800,56.03
"2011-01-24",55.87,56.98,55.64,56.63,2497000,56.63
"2011-01-25",56.4,56.51,55.62,56.07,2732300,56.07
"2011-01-26",56.25,56.94,55.92,56.19,2669700,56.19
"2011-01-27",55.86,56.54,54.57,54.85,4711500,54.85
"2011-01-28",54.67,54.7,51.1,51.18,12028200,51.18
"2011-01-31",51.55,52.09,50.95,51.53,7957300,51.53
"2011-02-01",51.99,52.86,51.88,52.24,6115200,52.24
"2011-02-02",52.06,53.29,52.03,53.17,3782500,53.17
"2011-02-03",52.81,52.9,49,49.5,18853100,49.5
"2011-02-04",49.49,51.37,48.92,51.29,14907700,51.29
"2011-02-07",51.19,51.6,50.67,50.95,5565300,50.95
"2011-02-08",50.95,51.27,50.53,50.88,5349800,50.88
"2011-02-09",50.72,50.93,50.11,50.74,7145100,50.74
"2011-02-10",50.72,51.85,50.28,51.71,9540700,51.71
"2011-02-11",51.59,52.07,51.52,51.99,8724400,51.99
"2011-02-14",51.8,53.45,51.8,53.43,6645300,53.43
"2011-02-15",53.1,53.27,52.68,53.14,6760700,53.14
"2011-02-16",53.42,54.01,53.19,53.92,4344200,53.92
"2011-02-17",53.96,54.05,53.17,53.63,2757200,53.63
"2011-02-18",53.4,54.14,53.09,53.47,4006400,53.47
"2011-02-22",53.07,53.49,52.78,52.89,3761100,52.89
"2011-02-23",52.83,53.4,52.62,52.71,3416900,52.71
"2011-02-24",52.15,53,51.76,52.89,4812900,52.89
"2011-02-25",52.94,53.72,52.75,53.52,2774000,53.52
"2011-02-28",53.98,54.87,53,53.1,4268000,53.1
"2011-03-01",53.21,53.68,52.63,53.02,2856400,53.02
"2011-03-02",52.75,54.07,52.68,53.72,3956000,53.72
"2011-03-03",53.96,54.54,53.66,54.04,4314700,54.04
"2011-03-04",53.94,54.36,53.94,54.26,4213800,54.26
"2011-03-07",54.7,54.73,53.42,53.7,4650200,53.7
"2011-03-08",53.8,54.41,53.42,54.07,2262100,54.07
"2011-03-09",53.65,53.99,53.13,53.65,2578100,53.65
"2011-03-10",53.2,53.34,51.85,51.92,4579500,51.92
"2011-03-11",51.85,53.61,51.41,53.18,6050000,53.18
"2011-03-14",52.99,55.08,52.84,53.88,4988400,53.88
"2011-03-15",52.57,53.96,52.23,53.81,4779900,53.81
"2011-03-16",53.19,53.78,52.61,52.88,4476100,52.88
"2011-03-17",53.51,53.55,52.99,53.21,2359800,53.21
"2011-03-18",53.13,53.73,52.71,52.98,6334100,52.98
"2011-03-21",53.52,54.26,53.26,53.29,2666200,53.29
"2011-03-22",53.23,53.66,52.83,52.84,3112100,52.84
"2011-03-23",52.68,53.46,52.59,53.19,1822700,53.19
"2011-03-24",53.6,55.1,53.31,54.89,3077400,54.89
"2011-03-25",55.11,55.7,55,55.24,3452900,55.24
"2011-03-28",55.49,55.52,54.87,55,1845600,55
"2011-03-29",55,55.5,54.86,55.49,1872500,55.49
"2011-03-30",55.95,56.97,55.87,56.74,3439700,56.74
"2011-03-31",56.77,57.74,56.73,57.58,3579100,57.58
"2011-04-01",57.73,57.95,56.94,57.3,3246300,57.3
"2011-04-04",57.52,57.89,56.54,56.7,2495800,56.7
"2011-04-05",56.41,56.82,55.76,55.9,3352200,55.9
"2011-04-06",56.27,56.57,55.43,55.8,3229600,55.8
"2011-04-07",55.67,56.31,55.45,56.29,2782600,56.29
"2011-04-08",56.41,56.73,55.54,55.92,1708300,55.92
"2011-04-11",55.88,56.67,55.23,55.36,2701500,55.36
"2011-04-12",55.11,55.52,54.83,55.35,2613100,55.35
"2011-04-13",55.57,56.21,55.31,55.93,1849500,55.93
"2011-04-14",55.54,56.6,54.99,56.34,2769200,56.34
"2011-04-15",56.63,57.4,56.34,56.98,3284900,56.98
"2011-04-18",56.38,57.74,55.79,57.23,4409800,57.23
"2011-04-19",57.25,57.35,55.9,56.38,2287200,56.38
"2011-04-20",56.96,57.3,56.3,56.66,3101500,56.66
"2011-04-21",56.56,56.99,56.11,56.4,2377600,56.4
"2011-04-25",56.62,56.74,55.82,56.35,1611800,56.35
"2011-04-26",56.67,57.75,56.37,57.7,2808900,57.7
"2011-04-27",57.87,59.03,57.73,59,4276200,59
"2011-04-28",58.72,59.17,57.23,58.84,4800000,58.84
"2011-04-29",58.81,59.74,58.56,58.88,6529800,58.88
"2011-05-02",59.25,60.77,58.9,59.78,4777400,59.78
"2011-05-03",60.01,61.28,59.52,60.11,4300000,60.11
"2011-05-04",60.12,61.7,60.12,60.95,4346600,60.95
"2011-05-05",60.85,60.85,56.43,58.85,7995300,58.85
"2011-05-06",59.66,60.09,58.75,59.3,3627800,59.3
"2011-05-09",59.19,60.11,59.13,59.95,1849100,59.95
"2011-05-10",60.03,60.2,59.64,60.1,2229000,60.1
"2011-05-11",60.1,60.11,58.96,59.78,2800000,59.78
"2011-05-12",59.59,60.27,58.67,60.18,2200000,60.18
"2011-05-13",60.41,60.67,59.59,59.94,2235900,59.94
"2011-05-16",59.74,60.09,59.35,59.52,1629600,59.52
"2011-05-17",59.54,60.48,59.09,60.48,2921600,60.48
"2011-05-18",60.33,60.99,60.1,60.8,2147800,60.8
"2011-05-19",60.49,60.99,60,60.87,2604300,60.87
"2011-05-20",60.77,60.99,60.03,60.49,2193900,60.49
"2011-05-23",60.01,60.01,58.82,59.23,2300000,59.23
"2011-05-24",59.35,59.46,58.87,59.39,2219900,59.39
"2011-05-25",58.79,59.55,58.7,58.79,2396800,58.79
"2011-05-26",58.51,59.54,58.15,59.46,2962600,59.46
"2011-05-27",59.34,59.96,59.16,59.88,1684100,59.88
"2011-05-31",60.25,60.91,59.87,60.91,2322500,60.91
"2011-06-01",60.85,60.99,59.85,59.91,2989000,59.91
"2011-06-02",59.81,60.24,59.43,59.84,1414800,59.84
"2011-06-03",59.26,59.62,58.81,58.86,1574100,58.86
"2011-06-06",58.86,59,58.28,58.46,1715400,58.46
"2011-06-07",58.62,59.82,58.47,59.29,2668600,59.29
"2011-06-08",58.64,59.88,58.64,59.32,1410700,59.32
"2011-06-09",59.48,60.26,59.28,59.58,2336900,59.58
"2011-06-10",59.49,59.55,58.29,58.3,2396400,58.3
"2011-06-13",58.3,58.76,57.62,58.3,1377500,58.3
"2011-06-14",58.72,58.76,57.98,58.06,2457100,58.06
"2011-06-15",57.8,59.03,57.76,57.99,2782700,57.99
"2011-06-16",57.85,58.38,57.34,57.83,3253000,57.83
"2011-06-17",58.48,59,57.85,57.87,4258500,57.87
"2011-06-20",57.92,59.89,57.82,59.59,2948500,59.59
"2011-06-21",59.82,60.14,59.07,60.04,2284200,60.04
"2011-06-22",59.8,60.35,59.55,59.87,2249300,59.87
"2011-06-23",59.17,59.93,58.74,59.89,3399100,59.89
"2011-06-24",59.6,59.72,58.56,58.77,2640200,58.77
"2011-06-27",58.44,59.54,58.26,59.39,1845900,59.39
"2011-06-28",59.64,60.54,59.28,60.53,2473400,60.53
"2011-06-29",60.62,60.7,59.81,60.15,2482500,60.15
"2011-06-30",60.55,60.95,60.13,60.32,2512900,60.32
"2011-07-01",60.75,60.97,60.17,60.88,2517300,60.88
"2011-07-05",60.94,60.99,60.02,60.31,2376900,60.31
"2011-07-06",60.35,60.96,60.17,60.53,2084500,60.53
"2011-07-07",61,61.84,60.35,61.68,2816900,61.68
"2011-07-08",61.49,62.49,61.29,61.99,2737200,61.99
"2011-07-11",61.38,61.72,60.72,61.01,1790500,61.01
"2011-07-12",61.27,61.64,61.03,61.06,1881700,61.06
"2011-07-13",61.56,61.75,60.19,61.08,2069500,61.08
"2011-07-14",61.07,61.49,60.42,60.58,1706900,60.58
"2011-07-15",60.77,61.01,60.25,60.67,1730400,60.67
"2011-07-18",60.38,60.67,58.64,59.14,3815200,59.14
"2011-07-19",59.34,60.6,59.34,60.54,2023600,60.54
"2011-07-20",60.73,60.88,59.9,60.37,2414200,60.37
"2011-07-21",60.58,61.98,60.58,61.49,2495600,61.49
"2011-07-22",61.66,61.73,61.08,61.18,2298500,61.18
"2011-07-25",61.22,61.25,60.46,60.81,1695900,60.81
"2011-07-26",60.7,60.7,59.81,59.99,2767000,59.99
"2011-07-27",59.68,59.99,58.67,59.48,3898700,59.48
"2011-07-28",61.18,62.32,59.92,59.96,5574300,59.96
"2011-07-29",59.67,60.47,59.03,59.3,5517200,59.3
"2011-08-01",59.84,60.17,57.93,58.47,4007600,58.47
"2011-08-02",58.26,58.75,57.24,57.29,4073200,57.29
"2011-08-03",57.51,58.39,55.43,58.28,5385000,58.28
"2011-08-04",57.1,58.3,55.48,55.51,7183400,55.51
"2011-08-05",55.86,56.87,54.25,55.52,7223900,55.52
"2011-08-08",54.11,54.63,51.93,52.39,8427900,52.39
"2011-08-09",52.95,54.68,51.81,54.58,7554800,54.58
"2011-08-10",53.68,53.83,51.7,51.85,6406200,51.85
"2011-08-11",51.94,54.28,51.75,53.65,5851000,53.65
"2011-08-12",53.77,54.9,53.34,54.43,3932800,54.43
"2011-08-15",54.67,55.92,54.43,55.74,4025100,55.74
"2011-08-16",55.13,56.48,55.01,56.18,3223500,56.18
"2011-08-17",56.4,57.45,55.57,56.33,2611000,56.33
"2011-08-18",55.11,55.6,53.87,54.55,4282600,54.55
"2011-08-19",53.63,55.33,53.5,54.68,4298700,54.68
"2011-08-22",55.5,55.89,55.17,55.32,3524000,55.32
"2011-08-23",55.68,57.21,55.1,57.17,3574200,57.17
"2011-08-24",57,57.84,56.8,57.81,2832800,57.81
"2011-08-25",57.84,57.93,56.21,56.36,3542700,56.36
"2011-08-26",56.23,57.46,55.28,57.3,2457500,57.3
"2011-08-29",57.85,58.31,57.37,58.28,2779900,58.28
"2011-08-30",57.81,59.91,57.58,59.53,3410000,59.53
"2011-08-31",59.67,60.42,58.99,59.47,3283600,59.47
"2011-09-01",59.85,60.14,59.15,59.54,2817500,59.54
"2011-09-02",58.58,59.62,58.26,58.34,2369000,58.34
"2011-09-06",57.12,59.36,56.79,59.23,2888400,59.23
"2011-09-07",59.7,60.28,59.3,60.26,2452500,60.26
"2011-09-08",59.84,61.83,59.66,60.84,4034300,60.84
"2011-09-09",60.15,61.11,59.76,59.77,4427700,59.77
"2011-09-12",58.98,60.57,58.98,60.32,4815200,60.32
"2011-09-13",60.63,61.2,60.1,60.39,4557000,60.39
"2011-09-14",60.57,61,59.65,60.23,4781300,60.23
"2011-09-15",60.92,61.15,59.84,60.33,4163600,60.33
"2011-09-16",60.63,61.49,59.98,61.04,4281500,61.04
"2011-09-19",60.43,61.38,60.43,61.19,3239900,61.19
"2011-09-20",61.5,65.86,61.3,65.56,11115400,65.56
"2011-09-21",65.37,65.83,63.73,63.8,5721300,63.8
"2011-09-22",61.86,63.69,61.05,63.54,7234500,63.54
"2011-09-23",63.33,63.75,62.17,62.67,4827900,62.67
"2011-09-26",63.03,63.41,61.41,63.1,3419300,63.1
"2011-09-27",64.5,65.1,63.67,63.97,4290900,63.97
"2011-09-28",64.31,64.51,62.29,62.4,2862200,62.4
"2011-09-29",63.21,63.34,61.84,62.93,3328800,62.93
"2011-09-30",62.03,63,61.63,61.91,3831200,61.91
"2011-10-03",61.6,62.41,60.66,60.7,3710000,60.7
"2011-10-04",60.26,61.44,59.32,61.31,3862400,61.31
"2011-10-05",61.15,64.2,61.15,64.08,4779400,64.08
"2011-10-06",63.8,63.8,62.65,63.35,4313700,63.35
"2011-10-07",63.64,63.83,62.83,62.95,3171200,62.95
"2011-10-10",64.55,66.98,64.49,65.53,5013800,65.53
"2011-10-11",65.49,66.9,65.32,66.33,3638000,66.33
"2011-10-12",66.9,66.9,65.41,65.45,3002700,65.45
"2011-10-13",65.2,66.79,64.83,66.36,2397300,66.36
"2011-10-14",67,67.01,65.9,66.3,2426700,66.3
"2011-10-17",66.22,66.27,64.69,64.85,3277700,64.85
"2011-10-18",65.03,66.11,64.3,65.87,3288700,65.87
"2011-10-19",65.72,66.1,65.13,65.31,2464400,65.31
"2011-10-20",65.53,66.97,65.04,65.95,2633200,65.95
"2011-10-21",66.76,67.37,66,66.93,3138200,66.93
"2011-10-24",67.2,68.25,66.87,67.86,3120200,67.86
"2011-10-25",67.82,67.88,65.78,65.89,3734200,65.89
"2011-10-26",66.88,67,65.46,66.47,4106700,66.47
"2011-10-27",65.71,66.83,64.47,65.29,7610200,65.29
"2011-10-28",65.55,66.29,65.41,66.19,3231600,66.19
"2011-10-31",65.7,65.76,64.5,64.83,2973700,64.83
"2011-11-01",63.19,64.06,62.71,63.56,3602300,63.56
"2011-11-02",64.11,64.32,62.94,63.79,3201200,63.79
"2011-11-03",63.65,64.5,63.63,64.14,3138400,64.14
"2011-11-04",63.94,64.03,63.16,63.73,2448500,63.73
"2011-11-07",63.9,64.68,63.15,64.29,2732600,64.29
"2011-11-08",64.65,65.32,64.01,65.18,2721700,65.18
"2011-11-09",64.07,65.14,63.71,64.31,3617000,64.31
"2011-11-10",64.84,64.98,63.45,64.31,3274000,64.31
"2011-11-11",64.74,64.96,62.84,64.57,4933800,64.57
"2011-11-14",64.54,65.15,64.3,65.02,2419000,65.02
"2011-11-15",65,65.76,64.75,65.41,2478500,65.41
"2011-11-16",64.77,65.82,64.33,64.87,3052400,64.87
"2011-11-17",65.18,65.3,62.94,64.66,4160100,64.66
"2011-11-18",64.5,64.52,63,63.04,3494100,63.04
"2011-11-21",62.52,62.52,60.51,61.32,4826400,61.32
"2011-11-22",60.98,62.05,60.72,61.69,3451000,61.69
"2011-11-23",61.25,61.3,60.42,60.43,2839500,60.43
"2011-11-25",60.03,60.91,60,60.24,1605700,60.24
"2011-11-28",61.21,62.1,60.53,62.05,2539100,62.05
"2011-11-29",62.27,62.7,61.08,61.23,3223900,61.23
"2011-11-30",62.25,63.12,61.99,63.08,3540200,63.08
"2011-12-01",63.17,63.21,62.13,62.76,3151200,62.76
"2011-12-02",63.06,63.19,61.08,61.21,4131900,61.21
"2011-12-05",62.2,62.31,60.89,61.31,4352300,61.31
"2011-12-06",61.57,62.5,61.38,62.21,3823100,62.21
"2011-12-07",62.2,62.99,61.87,62.65,2448200,62.65
"2011-12-08",62.39,62.71,61.14,61.29,2499700,61.29
"2011-12-09",61.49,63.71,61.17,63.58,3986700,63.58
"2011-12-12",62.9,64.47,62.56,63.66,5148400,63.66
"2011-12-13",64.1,64.71,63.7,63.96,4324200,63.96
"2011-12-14",63.79,64.61,62.84,63.03,3713200,63.03
"2011-12-15",63.5,63.6,62.98,63.1,3135800,63.1
"2011-12-16",63.43,64.02,62.89,63.69,5738700,63.69
"2011-12-19",63.84,65,63.6,64.58,3186400,64.58
"2011-12-20",65.38,66.88,65.36,66.43,5353800,66.43
"2011-12-21",66.56,67.53,65.73,66.55,3209900,66.55
"2011-12-22",66.92,67.1,66.47,67.09,1888600,67.09
"2011-12-23",67.44,67.44,66.6,67.32,1169400,67.32
"2011-12-27",67.27,68.04,67.05,68.01,1319400,68.01
"2011-12-28",68.16,68.16,66.73,66.8,1937800,66.8
"2011-12-29",67.02,67.64,66.85,67.55,1548700,67.55
"2011-12-30",67.67,68.1,67.36,67.6,1781000,67.6
"2012-01-03",68.51,68.96,68.07,68.66,3033200,68.66
"2012-01-04",68.34,68.93,67.68,67.92,2678300,67.92
"2012-01-05",67.97,69.26,67.68,68.51,3335800,68.51
"2012-01-06",68.12,68.45,66.28,67.22,5765900,67.22
"2012-01-09",67.23,68.85,66.87,68.23,6796400,68.23
"2012-01-10",69.19,70.77,68.88,70.26,5424400,70.26
"2012-01-11",70.51,72.31,70.19,72.07,4311500,72.07
"2012-01-12",72.22,73.49,71.21,73.2,5421400,73.2
"2012-01-13",72.76,72.9,71.88,72.63,2848600,72.63
"2012-01-17",73.53,75.11,72.66,73.11,2945700,73.11
"2012-01-18",72.88,73.18,72.48,72.74,3546500,72.74
"2012-01-19",72.84,72.92,72,72.21,3182800,72.21
"2012-01-20",72.4,74.75,72.21,73.84,4991200,73.84
"2012-01-23",73.99,74.13,72.96,73.43,2605700,73.43
"2012-01-24",73.24,74.04,72.87,74.02,2947300,74.02
"2012-01-25",73.6,74.2,73.04,73.79,3777700,73.79
"2012-01-26",73.96,74.63,72.34,72.66,3992800,72.66
"2012-01-27",72.73,73.75,71.49,73.37,3473100,73.37
"2012-01-30",71.29,72.72,71.23,72.72,3386300,72.72
"2012-01-31",72.01,72.96,72.01,72.69,2760300,72.69
"2012-02-01",72.72,74.32,72.7,73.92,3875300,73.92
"2012-02-02",73.74,74.58,73.53,74.16,2015000,74.16
"2012-02-03",74.4,74.48,72.77,73.21,3434600,73.21
"2012-02-06",72.84,73.85,72.81,73.53,2060800,73.53
"2012-02-07",73.81,73.83,72.7,73.41,2480600,73.41
"2012-02-08",73.23,73.41,72,72.86,2062400,72.86
"2012-02-09",73.15,73.19,71.92,72,4058900,72
"2012-02-10",71.97,72.29,71.51,71.74,2988700,71.74
"2012-02-13",72.51,73.47,71.91,73.16,2402400,73.16
"2012-02-14",72.85,74.15,72.77,74.14,3273900,74.14
"2012-02-15",74.36,76.09,73.83,74.6,5340600,74.6
"2012-02-16",74.54,75.74,74.46,75.5,2649000,75.5
"2012-02-17",75.32,75.44,74.44,74.66,2672400,74.66
"2012-02-21",75.02,75.03,73.73,74.03,3049200,74.03
"2012-02-22",73.88,74.79,73.43,74.64,2425100,74.64
"2012-02-23",74.55,75.25,74.08,74.91,2221100,74.91
"2012-02-24",74.89,75.27,74.65,74.89,1814300,74.89
"2012-02-27",74.51,74.53,73.52,74.08,2692800,74.08
"2012-02-28",74.21,74.24,73.37,73.76,2683300,73.76
"2012-02-29",73.55,74.73,73.25,73.32,3892700,73.32
"2012-03-01",73.56,74.24,73.3,73.92,2113800,73.92
"2012-03-02",73.86,73.97,73.4,73.73,2233900,73.73
"2012-03-05",73.51,73.84,72.17,73.07,2190200,73.07
"2012-03-06",72.68,72.83,71.3,72.28,2688500,72.28
"2012-03-07",72.15,72.85,71.95,72.56,1505800,72.56
"2012-03-08",72.92,74.52,72.73,74.24,2408100,74.24
"2012-03-09",74.45,75.27,74.24,75.18,2822000,75.18
"2012-03-12",75.14,75.28,74.27,74.41,2263300,74.41
"2012-03-13",74.61,76.29,74.45,76.14,3388800,76.14
"2012-03-14",75.92,77.43,75.29,76.01,2934200,76.01
"2012-03-15",76.04,76.4,75.52,76.13,2078600,76.13
"2012-03-16",75.91,76.83,75.53,75.6,3781200,75.6
"2012-03-19",75.44,75.94,75.08,75.53,2649300,75.53
"2012-03-20",75.48,76.01,75.25,75.53,1796800,75.53
"2012-03-21",75.53,76,75.29,75.59,2059800,75.59
"2012-03-22",75.4,76.38,75.04,76.17,2497200,76.17
"2012-03-23",76.38,76.92,75.67,76.83,2417100,76.83
