"","FSLR.Open","FSLR.High","FSLR.Low","FSLR.Close","FSLR.Volume","FSLR.Adjusted"
"2010-07-16",131.46,131.46,128.18,128.92,1443400,128.92
"2010-07-19",129.14,131.6,128.75,131.55,1287100,131.55
"2010-07-20",128.62,137.21,128.31,136.22,2005500,136.22
"2010-07-21",136.37,136.92,133.86,135.1,1281600,135.1
"2010-07-22",136.49,139.07,136.49,137.68,1337000,137.68
"2010-07-23",137.53,140,135.67,139.99,1550200,139.99
"2010-07-26",137.48,139.9,137.48,139.4,1078500,139.4
"2010-07-27",139.48,139.86,135.45,136.74,1256200,136.74
"2010-07-28",137.08,138.92,135.7,137.04,1402600,137.04
"2010-07-29",137.84,139.2,132.79,135.5,2841300,135.5
"2010-07-30",129.05,130,124.33,125.45,5173800,125.45
"2010-08-02",126.34,127.8,125.1,126.14,1817200,126.14
"2010-08-03",127.02,127.78,124.91,126.7,1659000,126.7
"2010-08-04",127.33,132,126.81,131.45,2509900,131.45
"2010-08-05",130.8,131.74,128.77,129.73,960300,129.73
"2010-08-06",128.08,129.97,126.29,129.34,915900,129.34
"2010-08-09",130,130.95,128.28,129.95,727000,129.95
"2010-08-10",128.38,129.95,127.09,129.22,807700,129.22
"2010-08-11",126.95,127.97,123.87,125.44,1801800,125.44
"2010-08-12",123.01,125.75,123.01,124.65,1308700,124.65
"2010-08-13",124.07,126.85,124.07,124.52,704900,124.52
"2010-08-16",123.91,126.4,122.48,125.05,661400,125.05
"2010-08-17",127.41,127.41,124.89,125.86,1000800,125.86
"2010-08-18",126.46,126.8,124.31,125.08,763600,125.08
"2010-08-19",124.21,124.74,122.13,123.21,1253400,123.21
"2010-08-20",122.82,125.04,121.72,125.03,1160800,125.03
"2010-08-23",128.23,130.47,126.27,126.29,1718900,126.29
"2010-08-24",124.11,127.92,122.1,125.16,1933800,125.16
"2010-08-25",123.68,125.25,122,124.98,1130000,124.98
"2010-08-26",126.96,130.14,126.31,126.68,1420600,126.68
"2010-08-27",127.98,129.55,124.84,128.88,1083400,128.88
"2010-08-30",128.14,129.49,126.28,126.28,778200,126.28
"2010-08-31",125,128.53,124.71,127.85,835600,127.85
"2010-09-01",129.3,130.57,127.71,130.17,1356500,130.17
"2010-09-02",130,135.53,129.89,134.89,2174000,134.89
"2010-09-03",136.95,137.8,135.25,136.45,1380700,136.45
"2010-09-07",134.67,136.22,134,134.79,1147800,134.79
"2010-09-08",135.55,139.15,135.21,137.25,1318200,137.25
"2010-09-09",139.22,139.64,137.8,138.34,1087700,138.34
"2010-09-10",137.49,140,136.94,138.41,873400,138.41
"2010-09-13",140,140.94,137.51,138.85,1124400,138.85
"2010-09-14",138.08,142.75,137.58,141.27,1801600,141.27
"2010-09-15",141.27,141.34,138.7,140.26,1013600,140.26
"2010-09-16",141.7,145.75,140.93,144.74,2188000,144.74
"2010-09-17",144.81,145.28,142.88,144.88,2992700,144.88
"2010-09-20",146.13,146.7,144,145.82,1202200,145.82
"2010-09-21",145.19,148.16,145.19,146,989100,146
"2010-09-22",146.1,146.9,142.92,143.55,805500,143.55
"2010-09-23",143,145.4,142,143.23,976800,143.23
"2010-09-24",145.27,147.5,144.5,147.09,1247800,147.09
"2010-09-27",147.24,149.3,145.85,147.91,1052800,147.91
"2010-09-28",149.8,151,146.31,148.52,1166800,148.52
"2010-09-29",147.99,151.39,145.95,149.27,1553300,149.27
"2010-09-30",150.9,151.17,146.07,147.35,1665800,147.35
"2010-10-01",148.96,149.65,144.41,147.23,1471000,147.23
"2010-10-04",146.1,146.32,141.38,142.27,1303900,142.27
"2010-10-05",144.08,144.08,140.96,142.63,1541400,142.63
"2010-10-06",141.8,142.75,138.48,138.64,2377900,138.64
"2010-10-07",142,143.18,139.3,140.56,2289200,140.56
"2010-10-08",140,140.2,136.98,137.62,1938700,137.62
"2010-10-11",138.8,140.75,137.82,139.5,1433900,139.5
"2010-10-12",138.41,138.9,136.2,137.01,1644800,137.01
"2010-10-13",137.65,138.38,136.5,136.93,1774700,136.93
"2010-10-14",138.27,145.56,138.25,142.27,3353200,142.27
"2010-10-15",143.43,144.82,140.11,144.56,2266900,144.56
"2010-10-18",143.96,148.64,143.8,147.07,2190100,147.07
"2010-10-19",144,145.2,142.75,143.92,1956800,143.92
"2010-10-20",143.72,145.56,142.86,143.39,967500,143.39
"2010-10-21",144.57,146.62,142.21,145.07,1176900,145.07
"2010-10-22",145.15,146.49,144.14,145.55,702700,145.55
"2010-10-25",146.87,148.3,146.7,147.15,936400,147.15
"2010-10-26",147.26,148.89,145.44,148.15,664700,148.15
"2010-10-27",147.47,150.4,147.01,150.3,1373200,150.3
"2010-10-28",151.88,153.3,149.12,151.15,2174300,151.15
"2010-10-29",139.15,142.45,136.21,137.68,4999300,137.68
"2010-11-01",137.84,137.84,133.8,134.44,3203900,134.44
"2010-11-02",134.42,138.43,134.08,137.64,1805700,137.64
"2010-11-03",137.64,138.44,134.2,137.64,1629500,137.64
"2010-11-04",140.19,140.19,134.72,136.48,2543200,136.48
"2010-11-05",135.83,140.79,135.7,138.83,1879500,138.83
"2010-11-08",138.21,141.34,137.81,140.26,1462300,140.26
"2010-11-09",140.77,141,138.5,138.62,1465400,138.62
"2010-11-10",138,140.5,137.65,140.11,1165100,140.11
"2010-11-11",137.54,141.4,136.84,140.95,1291800,140.95
"2010-11-12",139.65,142.42,137.7,138.39,1494000,138.39
"2010-11-15",138.98,140.2,137.86,139.66,990700,139.66
"2010-11-16",138.06,138.5,129.72,130.69,3847500,130.69
"2010-11-17",129.07,129.25,122.51,122.83,5050300,122.83
"2010-11-18",123.71,126.36,121.34,123.64,3324700,123.64
"2010-11-19",123.77,128.08,123.16,126.75,2691000,126.75
"2010-11-22",126.45,126.45,123.88,124.53,1926900,124.53
"2010-11-23",123,125.2,122.12,124.2,2280100,124.2
"2010-11-24",125,127.15,124.4,126.39,1193500,126.39
"2010-11-26",126,126.28,125.15,126.22,439500,126.22
"2010-11-29",127.45,127.75,121,122.35,2922100,122.35
"2010-11-30",120.92,123.95,120.9,122.85,1732700,122.85
"2010-12-01",124.99,127.99,124.56,126.74,1714400,126.74
"2010-12-02",126.73,132.1,126.5,131.47,1879800,131.47
"2010-12-03",129.75,131.8,129.12,131.04,1262700,131.04
"2010-12-06",131.97,134.24,131.06,134.05,1283100,134.05
"2010-12-07",134.96,135.95,130.66,130.98,1263900,130.98
"2010-12-08",132.24,134.39,131.11,133.5,1088800,133.5
"2010-12-09",134.79,135.5,132.5,133.22,954800,133.22
"2010-12-10",134.34,139.66,133.86,138.2,2328100,138.2
"2010-12-13",139.07,139.5,136.59,136.8,1113600,136.8
"2010-12-14",137.62,139.99,136.86,137.04,1681100,137.04
"2010-12-15",140,140.73,134.73,135.15,2850800,135.15
"2010-12-16",135.28,136.23,131.65,135.61,1731300,135.61
"2010-12-17",134.93,135.6,131.39,133.25,2092500,133.25
"2010-12-20",133.95,134,131.28,132.24,1458700,132.24
"2010-12-21",132.54,133.95,131.61,133.03,1158700,133.03
"2010-12-22",133.65,133.77,131.38,131.66,938400,131.66
"2010-12-23",131.75,132.45,131.38,131.93,663500,131.93
"2010-12-27",131.35,131.74,129.23,131.18,988900,131.18
"2010-12-28",130.92,131.18,128.89,129.27,1104700,129.27
"2010-12-29",129.09,130.55,129.09,129.82,741500,129.82
"2010-12-30",129.72,131.25,129.23,131.09,724100,131.09
"2010-12-31",130.74,131.47,129.61,130.14,601700,130.14
"2011-01-03",131.85,133.2,131.73,132.78,1079000,132.78
"2011-01-04",133.5,133.51,130.42,131.12,1106600,131.12
"2011-01-05",130.52,132.7,130.24,131.6,806000,131.6
"2011-01-06",131.95,135.84,131,134.53,1477700,134.53
"2011-01-07",135.5,135.5,132.4,133.58,718600,133.58
"2011-01-10",133.77,137.38,133.77,136.43,1530800,136.43
"2011-01-11",137.39,138.47,135.39,137.69,1044900,137.69
"2011-01-12",139,140.14,138.12,139.83,1275400,139.83
"2011-01-13",139.5,142.11,139,141.55,1383700,141.55
"2011-01-14",140.77,141.49,139.21,140.84,979800,140.84
"2011-01-18",140.01,148.43,139.65,147.95,2222200,147.95
"2011-01-19",146.28,148.67,143.19,143.68,1952400,143.68
"2011-01-20",141.98,147.9,141.91,147.39,1306000,147.39
"2011-01-21",148.16,148.6,144.45,147.41,1761500,147.41
"2011-01-24",150.25,157.5,150.22,156.4,3725400,156.4
"2011-01-25",154.31,158.71,149.65,150.62,3125600,150.62
"2011-01-26",150.89,153.7,148.64,151.86,1992500,151.86
"2011-01-27",151.55,153.38,150.69,151.02,1122800,151.02
"2011-01-28",151.3,153,147.42,147.49,1256700,147.49
"2011-01-31",147.77,154.81,147,154.58,1746400,154.58
"2011-02-01",155.9,159.23,153.45,156.1,2025600,156.1
"2011-02-02",157.32,165.9,157.32,164.4,3072300,164.4
"2011-02-03",162.19,163,159.48,162.17,1447600,162.17
"2011-02-04",159.23,160.72,157.16,157.94,1405700,157.94
"2011-02-07",158.7,163,158.62,159.3,1163300,159.3
"2011-02-08",156.36,158.78,155.77,158.48,1372700,158.48
"2011-02-09",159.49,159.75,154.06,155.28,1105300,155.28
"2011-02-10",154.97,158.87,154.14,157.47,941700,157.47
"2011-02-11",157.93,167.4,156.29,166.11,2610300,166.11
"2011-02-14",164.89,172.3,164.01,167.75,2347400,167.75
"2011-02-15",167.75,170.14,165.27,166.26,1055400,166.26
"2011-02-16",167.43,169.32,166.3,169,1163800,169
"2011-02-17",169.89,171.96,169,170.8,1583300,170.8
"2011-02-18",174.71,175.45,167.39,168.22,2026400,168.22
"2011-02-22",166,169.91,163.2,164.1,1449400,164.1
"2011-02-23",164.89,167.14,159.9,163.02,1576200,163.02
"2011-02-24",164.16,168.74,163,164.68,2622200,164.68
"2011-02-25",161.51,161.51,155,155.72,3318300,155.72
"2011-02-28",153.77,155.21,146.79,147.39,3847600,147.39
"2011-03-01",148.3,150.65,145.01,147.37,2461300,147.37
"2011-03-02",148.19,149,144.59,145.64,1936000,145.64
"2011-03-03",149.01,150.6,143.9,145.91,2973700,145.91
"2011-03-04",146.18,148.39,145.22,146.57,2060600,146.57
"2011-03-07",147.45,147.7,141.71,142.55,1498600,142.55
"2011-03-08",142.3,143.87,139.51,143.17,1905100,143.17
"2011-03-09",143.59,144.3,141.03,142.7,1421700,142.7
"2011-03-10",141,142.19,138,140.05,1641900,140.05
"2011-03-11",137.54,141.08,137.1,139.74,1472500,139.74
"2011-03-14",146.7,147.3,144.1,146.91,2978200,146.91
"2011-03-15",151.82,159.62,150.28,158.91,6292000,158.91
"2011-03-16",157.58,158.5,152.3,155.08,3057900,155.08
"2011-03-17",156.37,158.5,152.54,154,1995200,154
"2011-03-18",154.46,154.98,149.51,149.66,2159300,149.66
"2011-03-21",151.75,152.18,149.83,150.18,1222400,150.18
"2011-03-22",151.82,152.01,147.69,149,965500,149
"2011-03-23",148.82,150.81,147.81,149.85,968200,149.85
"2011-03-24",151.49,151.96,149.25,150.18,703000,150.18
"2011-03-25",150.87,151,147.93,150.44,1210100,150.44
"2011-03-28",153.02,156.87,152.95,153.28,1793700,153.28
"2011-03-29",153.38,157.82,152.25,156.08,1086300,156.08
"2011-03-30",158,158.53,154.2,155.39,1066000,155.39
"2011-03-31",155.43,161.01,155.43,160.84,1729200,160.84
"2011-04-01",163,163,156.77,160.4,1863700,160.4
"2011-04-04",161.38,161.4,155.1,156.26,954600,156.26
"2011-04-05",156.1,156.78,151.8,153.01,1030700,153.01
"2011-04-06",154.38,154.45,148.07,150.6,1608700,150.6
"2011-04-07",147.95,149.64,146.6,148.8,1396600,148.8
"2011-04-08",150.69,150.69,145.1,147.32,1196600,147.32
"2011-04-11",148.21,148.54,143.66,144.4,1097200,144.4
"2011-04-12",144.2,145.2,142.29,143.65,1062300,143.65
"2011-04-13",145.24,147.2,143.4,144.73,1609200,144.73
"2011-04-14",141.57,142.05,137.18,140.9,2773700,140.9
"2011-04-15",141.97,142.04,137.31,137.64,2283400,137.64
"2011-04-18",136.46,137.78,133.75,136.94,1630800,136.94
"2011-04-19",137.46,137.46,132.17,134.26,2362700,134.26
"2011-04-20",135.52,139.57,133.88,138.47,1747700,138.47
"2011-04-21",139.85,139.9,135.9,137.22,1145900,137.22
"2011-04-25",137.59,137.59,134.52,134.71,991400,134.71
"2011-04-26",134.76,137.92,133.63,136.49,1393500,136.49
"2011-04-27",137.8,139.84,136.28,138.59,1655100,138.59
"2011-04-28",138.68,139.64,136.21,138.39,2091700,138.39
"2011-04-29",145.16,145.16,138,139.57,3411200,139.57
"2011-05-02",140.84,140.87,136.82,137.53,1187700,137.53
"2011-05-03",136.9,136.9,133.85,134.66,2574000,134.66
"2011-05-04",126.61,129.7,124.3,126.31,4464100,126.31
"2011-05-05",125.54,130.95,125.5,127.91,2380600,127.91
"2011-05-06",129.55,132.65,128.2,129.96,1750700,129.96
"2011-05-09",131.17,131.54,127.7,130.04,1324800,130.04
"2011-05-10",129.14,130.48,125.6,128.51,1690700,128.51
"2011-05-11",128.93,128.93,123.39,124.3,2125500,124.3
"2011-05-12",124.54,132.29,124.41,132.07,2800000,132.07
"2011-05-13",131.28,131.74,125,125.65,1880700,125.65
"2011-05-16",125,127.03,124.09,125.28,1017600,125.28
"2011-05-17",124.84,126.98,122.51,126.62,1940200,126.62
"2011-05-18",127.28,130.44,126.62,129.24,1637500,129.24
"2011-05-19",130.57,131.88,127.22,128.37,1427300,128.37
"2011-05-20",127.93,128.75,125.19,126.38,1405500,126.38
"2011-05-23",124.12,125.26,123.8,124.1,1400000,124.1
"2011-05-24",125.08,126.61,123.65,123.89,1391400,123.89
"2011-05-25",120.62,124.29,120,120.62,3188600,120.62
"2011-05-26",120.12,120.49,114.4,117.96,3348800,117.96
"2011-05-27",118.97,121.8,117.15,121.37,2555300,121.37
"2011-05-31",126.37,128.95,122.08,124.25,2694500,124.25
"2011-06-01",125.83,125.83,119.5,119.71,1972200,119.71
"2011-06-02",122.27,122.27,119.7,120.54,1691800,120.54
"2011-06-03",119,120.56,118.15,118.66,1363900,118.66
"2011-06-06",118.27,119.49,116.16,116.63,1074000,116.63
"2011-06-07",117.14,118.59,116.71,117.86,915500,117.86
"2011-06-08",117.75,117.75,111.4,114.39,2148900,114.39
"2011-06-09",114.8,117.43,113.68,114.06,1433500,114.06
"2011-06-10",113.41,119.44,113,117.09,1485600,117.09
"2011-06-13",118.48,120.25,115.33,116.31,1361200,116.31
"2011-06-14",117.76,120.5,117.01,119.3,1050900,119.3
"2011-06-15",117.32,119.56,116.08,116.76,1015500,116.76
"2011-06-16",116.69,118.93,116.69,118.83,1559000,118.83
"2011-06-17",120.64,122.99,119.75,121.55,1879200,121.55
"2011-06-20",121.27,125.76,121,125.02,1769300,125.02
"2011-06-21",126,126,123.12,124.65,920300,124.65
"2011-06-22",123.87,125.09,120.94,122.95,1502800,122.95
"2011-06-23",120.37,122.69,116.5,122.45,2088800,122.45
"2011-06-24",121.65,121.65,116.29,116.56,1703200,116.56
"2011-06-27",116.15,117.7,115.06,116.68,1373100,116.68
"2011-06-28",117.21,124.66,117.02,124.61,2192900,124.61
"2011-06-29",124.27,129.6,123.29,129.42,2217500,129.42
"2011-06-30",134.87,142.22,131.5,132.27,7193000,132.27
"2011-07-01",130.66,133.48,129.11,133.06,1744500,133.06
"2011-07-05",132.03,133.21,131.21,132.09,968700,132.09
"2011-07-06",132,133.2,130.68,131.53,1287100,131.53
"2011-07-07",132.28,134.21,130.24,132.87,3083400,132.87
"2011-07-08",130.5,132.78,130.26,132.6,1057100,132.6
"2011-07-11",130.32,130.98,126.55,126.93,1327700,126.93
"2011-07-12",126.58,126.84,123.25,123.97,1252900,123.97
"2011-07-13",125.43,127.01,123.55,125.18,877100,125.18
"2011-07-14",125.28,125.32,122.62,123.19,1183100,123.19
"2011-07-15",123.06,125.06,122.35,124.64,1330400,124.64
"2011-07-18",123.84,124.38,121.12,121.93,782200,121.93
"2011-07-19",123.13,125.94,122.57,123.94,964500,123.94
"2011-07-20",123.83,124.54,122.1,123.36,864700,123.36
"2011-07-21",123.46,125.25,123.01,125.2,811500,125.2
"2011-07-22",125.39,126.14,123.87,124.12,1067000,124.12
"2011-07-25",123.47,124,120.58,120.6,1276500,120.6
"2011-07-26",121.28,122.29,119.52,120.27,940400,120.27
"2011-07-27",119.68,119.98,116.34,116.6,979400,116.6
"2011-07-28",116.55,119.79,116,117.65,1054100,117.65
"2011-07-29",116.45,119.36,115.62,118.23,941100,118.23
"2011-08-01",121.35,123.86,116.75,117.39,1337100,117.39
"2011-08-02",116.47,117.93,115,115.04,1098100,115.04
"2011-08-03",115.75,116.35,112.69,115.25,1319100,115.25
"2011-08-04",112.06,113.92,107.5,107.94,2675900,107.94
"2011-08-05",105.5,111.69,99.03,105.43,4186100,105.43
"2011-08-08",96.9,101.39,96.17,99.88,4070900,99.88
"2011-08-09",101.4,102.3,92.75,99.7,3765200,99.7
"2011-08-10",100.68,107.99,97.1,100.36,3936500,100.36
"2011-08-11",101.16,103.92,99,103.04,2980600,103.04
"2011-08-12",104.3,105.54,103.6,104.13,1100800,104.13
"2011-08-15",104.31,106.81,104.13,106.1,1702300,106.1
"2011-08-16",104.48,105.25,102.26,104.46,1656800,104.46
"2011-08-17",101.09,101.95,96.32,99.46,3467800,99.46
"2011-08-18",96.41,98,94.17,94.77,1855400,94.77
"2011-08-19",93.43,95.35,87.82,88.68,3761400,88.68
"2011-08-22",90.75,91.82,87.29,87.7,1933200,87.7
"2011-08-23",89.18,95.36,88.71,94.33,2332500,94.33
"2011-08-24",94.49,95.84,91.12,95.79,1188800,95.79
"2011-08-25",96.19,98.46,95.58,96.49,1709400,96.49
"2011-08-26",98.41,101.55,96.18,100.71,1642400,100.71
"2011-08-29",102.9,103.6,100.62,102.31,1019300,102.31
"2011-08-30",101.62,102.81,100.58,101.93,1316700,101.93
"2011-08-31",102.38,103,99.61,99.98,1267500,99.98
"2011-09-01",99.5,99.5,96.6,96.94,1752700,96.94
"2011-09-02",94.86,95.33,88.82,90.1,2991600,90.1
"2011-09-06",87.21,89.82,86.14,87.59,2756300,87.59
"2011-09-07",90,90.33,88.66,90.15,2159600,90.15
"2011-09-08",90.18,91.09,85.96,86.67,2325100,86.67
"2011-09-09",86.65,87.99,82.11,84.96,3283800,84.96
"2011-09-12",86.81,86.81,83.57,86.08,2476400,86.08
"2011-09-13",86.35,91.81,84.73,90.91,2910600,90.91
"2011-09-14",91.28,92,89.21,91.5,2223600,91.5
"2011-09-15",92.18,93.64,88.31,90.56,1924900,90.56
"2011-09-16",90.36,90.91,84.62,85.7,3784000,85.7
"2011-09-19",83.99,84.82,80.59,83.91,2407300,83.91
"2011-09-20",84.07,84.14,78.68,79.21,2359500,79.21
"2011-09-21",77.5,79.59,72.59,73.52,6249500,73.52
"2011-09-22",68.95,72.38,66.19,66.85,5500800,66.85
"2011-09-23",66,72.49,61.55,70.24,7721500,70.24
"2011-09-26",71.42,73.49,67.8,71.72,2369000,71.72
"2011-09-27",73.71,76,71.66,72.27,2044900,72.27
"2011-09-28",72.08,72.33,64.54,64.75,3935100,64.75
"2011-09-29",66.2,66.98,62.75,65.03,2276400,65.03
"2011-09-30",63.57,66.64,62.08,63.21,4244900,63.21
"2011-10-03",61.83,63.75,57.87,57.9,4321800,57.9
"2011-10-04",56.7,63.3,55.68,57.78,6148800,57.78
"2011-10-05",58.93,63.25,58.08,60.87,3933400,60.87
"2011-10-06",61.25,67.72,60.39,64.73,4711800,64.73
"2011-10-07",64.85,65.2,58.53,59.74,3399500,59.74
"2011-10-10",60.79,61.68,58.13,59.78,2411000,59.78
"2011-10-11",58.9,60,54.92,55.91,5799000,55.91
"2011-10-12",53.57,57.95,53.05,57.08,4076300,57.08
"2011-10-13",56.49,57,54.89,56.85,2579300,56.85
"2011-10-14",57.67,59.13,55.6,56.23,2908300,56.23
"2011-10-17",55.03,55.22,52.32,52.96,3403300,52.96
"2011-10-18",53.88,56.65,52.32,55.91,4594000,55.91
"2011-10-19",56.25,56.3,50.88,51.07,3697500,51.07
"2011-10-20",51.45,53.26,50.87,52.31,2869800,52.31
"2011-10-21",52.94,55.12,52.14,53.77,3230300,53.77
"2011-10-24",54.31,60.99,53.71,57.95,4527000,57.95
"2011-10-25",58.11,58.61,42.5,43.27,23572600,43.27
"2011-10-26",47.54,52.44,44.76,46.11,13289700,46.11
"2011-10-27",48.23,55.28,46.84,52.9,8256500,52.9
"2011-10-28",52.73,54.81,51.55,53.99,3853400,53.99
"2011-10-31",52.2,52.2,49.12,49.77,4359200,49.77
"2011-11-01",47.5,48.07,46.12,46.78,3459700,46.78
"2011-11-02",47.66,50.1,46.75,47.23,3744600,47.23
"2011-11-03",48.45,48.99,45.54,48.18,3407800,48.18
"2011-11-04",48.68,52.7,48.18,49.59,4983600,49.59
"2011-11-07",49.5,49.6,46.64,47.74,3094700,47.74
"2011-11-08",48.88,48.89,46.82,47.55,2446000,47.55
"2011-11-09",46.1,46.87,44.65,44.98,2796300,44.98
"2011-11-10",45.98,46,43.46,45.13,4102500,45.13
"2011-11-11",44.62,46.63,44.2,46.09,1992700,46.09
"2011-11-14",45.31,46.28,44.01,44.65,1941300,44.65
"2011-11-15",44.05,45.27,43.8,45.01,3226200,45.01
"2011-11-16",44.58,45.87,43.8,44.06,3673800,44.06
"2011-11-17",44,47.3,43.53,45.61,5433400,45.61
"2011-11-18",45.75,46.44,44.71,45.44,2232700,45.44
"2011-11-21",44.05,44.5,42.81,43.53,2889100,43.53
"2011-11-22",43.37,43.9,40.64,40.8,3248900,40.8
"2011-11-23",40.75,42.99,40.05,41.58,3796700,41.58
"2011-11-25",41.31,41.63,40.29,40.32,1338600,40.32
"2011-11-28",41.95,44.56,41.9,44.56,3004600,44.56
"2011-11-29",44.05,45.33,43.62,43.81,2168300,43.81
"2011-11-30",45.87,47.92,45.75,47.86,3872100,47.86
"2011-12-01",47.63,48.38,46.71,47.55,2320400,47.55
"2011-12-02",48.2,49.47,47.33,47.77,2359100,47.77
"2011-12-05",48.51,49.17,47.12,47.75,1858600,47.75
"2011-12-06",47.77,47.95,45.93,46.11,1605100,46.11
"2011-12-07",49.03,51.89,47.56,47.99,7162400,47.99
"2011-12-08",48.16,48.16,45.11,45.17,3072600,45.17
"2011-12-09",45.61,46.5,44.71,45.67,2005400,45.67
"2011-12-12",45,45.39,43.83,44.36,2054400,44.36
"2011-12-13",44.85,45.25,42.07,42.57,3470500,42.57
"2011-12-14",37.3,37.3,33.08,33.45,17279000,33.45
"2011-12-15",33.66,33.66,30.04,31.45,12635400,31.45
"2011-12-16",31.8,32.19,29.9,31.91,8075600,31.91
"2011-12-19",31.64,33.35,29.87,30.5,6825100,30.5
"2011-12-20",31.15,33.29,31.15,32.88,5021400,32.88
"2011-12-21",32.72,33.05,31.44,31.8,3278300,31.8
"2011-12-22",32.21,34.59,32.19,34.15,5260700,34.15
"2011-12-23",34.8,35.96,33.8,34.7,5579500,34.7
"2011-12-27",34.69,34.69,32.71,32.94,2939700,32.94
"2011-12-28",33.05,33.5,31.75,32.12,1867100,32.12
"2011-12-29",32.35,33.03,31.45,32.86,2681500,32.86
"2011-12-30",32.96,33.84,32.74,33.76,2015000,33.76
"2012-01-03",35,36.64,34.76,35.79,4438700,35.79
"2012-01-04",35.57,35.57,33.5,34.7,4483000,34.7
"2012-01-05",34.34,35.89,33.93,35.48,2610700,35.48
"2012-01-06",35.69,35.8,34.89,35.27,1934800,35.27
"2012-01-09",35.12,37.18,35.12,36.84,2937300,36.84
"2012-01-10",37.6,38.95,36.97,38.77,3756600,38.77
"2012-01-11",39.45,43.49,39.02,41.8,9267700,41.8
"2012-01-12",42.4,42.44,39.39,41.59,4274500,41.59
"2012-01-13",40.8,41.24,39.55,39.92,2712200,39.92
"2012-01-17",41.21,41.34,39.73,40,2730000,40
"2012-01-18",40.44,43.74,39.94,42.99,4322100,42.99
"2012-01-19",43.3,44.16,38.36,38.7,10593600,38.7
"2012-01-20",38.78,39.61,37.9,38.45,3945600,38.45
"2012-01-23",38.56,39.63,37.67,37.87,3157600,37.87
"2012-01-24",37.55,38.42,36.33,38.08,2777400,38.08
"2012-01-25",38.41,38.96,37.61,38.61,2581900,38.61
"2012-01-26",38.9,41.75,38.9,40.94,4675000,40.94
"2012-01-27",41.01,46.27,41,45.54,7867800,45.54
"2012-01-30",44.49,47.1,43.29,43.8,5113400,43.8
"2012-01-31",45.36,45.48,42.07,42.28,5193700,42.28
"2012-02-01",43.49,43.78,42.1,42.68,2990400,42.68
"2012-02-02",42.98,45.58,42.11,44.74,3817800,44.74
"2012-02-03",45.87,46.24,44.94,45.16,2704500,45.16
"2012-02-06",45.21,47.28,44.54,46.49,4110200,46.49
"2012-02-07",46.12,47.99,46,46.59,3070200,46.59
"2012-02-08",46.71,47.36,45.39,45.81,2659900,45.81
"2012-02-09",46.3,50.2,45.61,49.03,8215400,49.03
"2012-02-10",46.56,46.79,43.67,43.91,7351600,43.91
"2012-02-13",44.49,44.77,41.3,41.72,5414400,41.72
"2012-02-14",39.92,40.01,37.88,39.21,7523400,39.21
"2012-02-15",39.98,40.33,39,39.11,3513400,39.11
"2012-02-16",39.24,39.8,38.95,39.71,2291900,39.71
"2012-02-17",43.05,45.2,42.23,42.59,9065300,42.59
"2012-02-21",43.16,43.48,42,42.38,3150200,42.38
"2012-02-22",42.05,42.05,40.25,40.45,3949600,40.45
"2012-02-23",38.71,38.99,36.65,37.2,7914400,37.2
"2012-02-24",37.72,37.93,35.48,35.58,7069300,35.58
"2012-02-27",35.1,36.35,34.5,36.13,4971200,36.13
"2012-02-28",36.45,37.18,35.91,36.4,7369300,36.4
"2012-02-29",33.7,34.01,31.86,32.3,13180300,32.3
"2012-03-01",32.46,32.55,30.19,30.42,11943400,30.42
"2012-03-02",30.36,30.76,29.9,30.02,8518900,30.02
"2012-03-05",29.95,30.07,27.5,28.08,10973100,28.08
"2012-03-06",27.59,28.53,27.5,27.63,6999700,27.63
"2012-03-07",28,28.25,25.5,25.8,11784700,25.8
"2012-03-08",25.55,26.89,25.29,26.15,7110200,26.15
"2012-03-09",26.05,27.88,26.04,27.49,6814400,27.49
"2012-03-12",27.6,27.97,25.6,25.83,7022300,25.83
"2012-03-13",26.05,27.42,25.83,27.32,5088800,27.32
"2012-03-14",28,28.45,26.86,27.1,4618500,27.1
"2012-03-15",27.19,28.14,27.11,27.84,3725600,27.84
"2012-03-16",28.38,29.37,28.08,29.08,5218700,29.08
"2012-03-19",28.98,29.63,28.36,28.67,3213800,28.67
"2012-03-20",28.31,28.62,27.08,27.46,6257300,27.46
"2012-03-21",27.25,27.43,25.73,26.33,7185300,26.33
"2012-03-22",26.33,27.35,26.3,26.95,4905700,26.95
"2012-03-23",26.84,26.98,25.85,26.11,4857000,26.11
"2012-03-26",26.43,26.99,26.22,26.42,3330200,26.42
"2012-03-27",26.25,26.85,26.01,26.11,3270400,26.11
"2012-03-28",26.06,26.23,24.5,25.07,6851200,25.07
"2012-03-29",24.83,25.32,24.5,25.12,4396400,25.12
"2012-03-30",25.29,25.47,24.61,25.05,2697700,25.05
"2012-04-02",25.14,25.16,24.51,24.53,3485700,24.53
"2012-04-03",24.3,24.35,22.42,22.6,8703300,22.6
"2012-04-04",22.09,23.05,21.5,21.73,8950700,21.73
"2012-04-05",21.65,22,20.5,20.98,8571300,20.98
"2012-04-09",20.49,20.92,20.05,20.19,4722700,20.19
"2012-04-10",20.16,21.84,20.02,21.38,9073000,21.38
"2012-04-11",21.7,23.88,21.37,22.5,13873700,22.5
"2012-04-12",22.62,22.96,21.6,22,7500300,22
"2012-04-13",21.82,22.47,20.75,20.83,6335100,20.83
"2012-04-16",21.31,21.55,20.55,20.82,5223600,20.82
