"","LLL.Open","LLL.High","LLL.Low","LLL.Close","LLL.Volume","LLL.Adjusted"
"2010-07-21",73.75,73.75,71.91,72.34,1122600,65.82
"2010-07-22",73.32,74.59,72.97,74.23,767200,67.54
"2010-07-23",74.17,75.41,74.01,75.15,937100,68.38
"2010-07-26",75.57,76.65,75.13,76.65,756700,69.75
"2010-07-27",75.85,75.85,72.57,73.03,2335100,66.45
"2010-07-28",73.02,74.2,72.69,74.03,1945900,67.36
"2010-07-29",74.75,74.75,72.89,73.55,1745500,66.93
"2010-07-30",72.94,73.41,72.27,73.04,1467000,66.46
"2010-08-02",73.91,74.67,73.01,74.25,1115100,67.56
"2010-08-03",73.89,74.95,73.89,74.47,920300,67.76
"2010-08-04",74.49,75.08,74.35,74.74,780200,68.01
"2010-08-05",74.18,74.88,74.13,74.82,593800,68.08
"2010-08-06",74.05,74.76,73.44,74.43,627100,67.73
"2010-08-09",74.88,74.95,74.19,74.55,727100,67.84
"2010-08-10",74.19,74.5,73.15,74.06,960000,67.39
"2010-08-11",73.12,73.15,71.35,71.56,1078700,65.11
"2010-08-12",70.5,71.03,70.23,70.27,1092300,63.94
"2010-08-13",69.73,71.17,69.47,70.26,1128900,64.3
"2010-08-16",69.98,70.58,69.48,70.11,544900,64.16
"2010-08-17",70.6,71.99,70.42,71.29,680600,65.24
"2010-08-18",71.42,71.72,70.68,71.44,1023300,65.38
"2010-08-19",71.13,71.33,69.8,70.06,878400,64.12
"2010-08-20",69.69,69.73,68.81,69.27,1011000,63.39
"2010-08-23",69.48,69.49,68.67,68.8,1180000,62.96
"2010-08-24",67.99,68.41,67.57,67.87,1266900,62.11
"2010-08-25",67.33,68.27,66.8,67.93,898800,62.17
"2010-08-26",68.87,69,67.77,67.89,843400,62.13
"2010-08-27",68.16,68.78,67.17,68.71,740900,62.88
"2010-08-30",67.69,68.62,67,67.06,820300,61.37
"2010-08-31",66.66,67.23,66.11,66.6,1131200,60.95
"2010-09-01",67.3,69.28,67.3,69.27,823700,63.39
"2010-09-02",69.52,69.99,69.4,69.91,532300,63.98
"2010-09-03",70.54,70.68,69.94,70.68,587200,64.68
"2010-09-07",70.47,70.5,69.21,69.37,715800,63.48
"2010-09-08",69.19,69.36,68.76,68.77,1091200,62.93
"2010-09-09",69.53,69.53,67.92,68.27,781800,62.48
"2010-09-10",68.25,68.84,67.92,68.5,553600,62.69
"2010-09-13",69.26,69.48,68.8,69.26,793300,63.38
"2010-09-14",69.05,69.44,68.45,69.05,765300,63.19
"2010-09-15",68.67,68.89,68.25,68.79,571400,62.95
"2010-09-16",68.52,69.03,68.21,69,652500,63.14
"2010-09-17",69.45,71.12,69.09,70.73,1320000,64.73
"2010-09-20",71,71.73,70.73,71.56,997400,65.49
"2010-09-21",71.5,71.8,71.02,71.49,771800,65.42
"2010-09-22",71.27,71.59,70.74,70.91,663700,64.89
"2010-09-23",70.45,70.75,69.56,69.72,510800,63.8
"2010-09-24",70.38,71.84,70.19,71.61,803600,65.53
"2010-09-27",71.93,71.93,71.19,71.25,509300,65.2
"2010-09-28",71.56,72.3,70.36,72.15,576100,66.03
"2010-09-29",71.75,72.47,71.65,72.42,622300,66.27
"2010-09-30",72.65,73.44,71.84,72.27,704000,66.14
"2010-10-01",72.75,73.01,71.53,71.72,589700,65.63
"2010-10-04",71.34,71.62,69.65,69.95,860800,64.01
"2010-10-05",70.67,70.86,70.08,70.65,1245500,64.65
"2010-10-06",70.66,71.15,70.62,70.83,841100,64.82
"2010-10-07",70.76,70.95,69.85,70.3,515300,64.33
"2010-10-08",70.29,70.9,69.82,70.78,883700,64.77
"2010-10-11",70.61,70.81,70.02,70.27,396100,64.31
"2010-10-12",70.27,70.28,69.39,70.03,669700,64.09
"2010-10-13",70.48,71.55,70.33,71.22,667500,65.18
"2010-10-14",71.17,71.22,70.54,70.96,433600,64.94
"2010-10-15",71.28,71.65,70.68,71.05,687000,65.02
"2010-10-18",71.14,71.15,70.56,70.79,892000,64.78
"2010-10-19",69.55,69.79,68.39,68.87,1119200,63.03
"2010-10-20",69.02,69.98,68.81,69.67,602200,63.76
"2010-10-21",69.91,70.96,69.65,70.04,682000,64.1
"2010-10-22",70,70.07,69.6,69.8,540300,63.88
"2010-10-25",70.14,70.72,69.43,70.46,749800,64.48
"2010-10-26",70.17,71.43,70.11,71.33,981800,65.28
"2010-10-27",70.77,71.33,70.49,71.13,915600,65.09
"2010-10-28",69.29,71.5,68.76,71.24,1388100,65.19
"2010-10-29",70.96,72.29,70.7,72.18,1139200,66.06
"2010-11-01",72.68,73.59,72.3,72.69,995600,66.52
"2010-11-02",73.34,73.97,73.06,73.12,1079700,66.92
"2010-11-03",73.1,73.7,72.74,73.27,1149900,67.05
"2010-11-04",74.05,74.1,72.54,73.37,1124400,67.14
"2010-11-05",73.5,74.1,73.03,73.9,833900,67.63
"2010-11-08",73.57,73.99,73.21,73.62,823400,67.37
"2010-11-09",73.8,73.8,72.9,73.13,729600,66.92
"2010-11-10",73.16,73.23,72.25,72.42,658200,66.27
"2010-11-11",71.87,71.87,71.03,71.38,911300,65.32
"2010-11-12",70.98,71.06,70.3,70.62,765400,64.63
"2010-11-15",70.43,71.31,69.81,70.65,972800,65.02
"2010-11-16",70.01,70.42,69.45,69.89,822700,64.32
"2010-11-17",69.81,70.42,69.68,70.21,851100,64.62
"2010-11-18",70.87,71.6,70.31,71.44,635000,65.75
"2010-11-19",71.31,71.84,70.88,71.3,740100,65.62
"2010-11-22",70.76,71.02,70.09,70.94,661400,65.29
"2010-11-23",70.17,71.21,70.04,70.93,862700,65.28
"2010-11-24",71.4,72.7,71.32,72.61,688600,66.83
"2010-11-26",72.01,72.5,71.07,71.38,472100,65.7
"2010-11-29",70.98,71.04,69.99,70.94,673100,65.29
"2010-11-30",70.19,70.8,70.02,70.33,832600,64.73
"2010-12-01",71.21,72.25,71.01,72.04,998500,66.3
"2010-12-02",72.06,74,71.91,73.64,1157400,67.78
"2010-12-03",73.26,73.76,72.75,73.25,976200,67.42
"2010-12-06",72.97,73.14,72.13,72.49,1028400,66.72
"2010-12-07",73.03,73.11,72.21,72.51,965200,66.74
"2010-12-08",72.52,73.01,72.09,72.44,700800,66.67
"2010-12-09",72.53,72.66,71.25,71.38,971600,65.7
"2010-12-10",71.63,71.91,71.34,71.39,740900,65.7
"2010-12-13",71.64,71.87,70.27,70.61,1229900,64.99
"2010-12-14",70.67,71.17,70.62,70.9,733800,65.25
"2010-12-15",70.62,70.73,69.62,69.9,1232800,64.33
"2010-12-16",69.7,71.02,69.43,70.83,1015700,65.19
"2010-12-17",70.75,70.81,70,70.44,1276100,64.83
"2010-12-20",70.46,70.51,69.57,70.25,1413600,64.66
"2010-12-21",70.32,70.98,70.02,70.05,1230900,64.47
"2010-12-22",69.88,70.86,69.63,70.8,874400,65.16
"2010-12-23",70.77,72.33,70.58,71.66,1124800,65.95
"2010-12-27",71.49,71.7,71.25,71.61,657800,65.91
"2010-12-28",71.71,72.01,71.39,71.96,435500,66.23
"2010-12-29",71.98,72.12,70.63,70.67,624000,65.04
"2010-12-30",70.56,71.07,70.27,70.69,436300,65.06
"2010-12-31",70.69,70.84,70.35,70.49,490400,64.88
"2011-01-03",70.49,71.08,70.26,70.84,812300,65.2
"2011-01-04",71.01,71.39,70.39,71.27,821300,65.59
"2011-01-05",70.94,72.79,70.84,72.6,1096700,66.82
"2011-01-06",72.45,74.76,72.44,74.03,1285400,68.13
"2011-01-07",74.04,78.5,73.92,78.23,3042300,72
"2011-01-10",77.29,78.65,75.49,75.54,1769500,69.52
"2011-01-11",75.73,75.78,74.61,75.07,1156000,69.09
"2011-01-12",75.56,77.32,75.54,76.42,1339000,70.33
"2011-01-13",76.23,76.7,75.4,75.49,851600,69.48
"2011-01-14",75.53,75.91,75.13,75.87,699500,69.83
"2011-01-18",74.98,77.41,74.98,77.22,1164800,71.07
"2011-01-19",77.12,77.25,76.24,76.64,981900,70.54
"2011-01-20",76.44,78.73,76.36,77.98,1321400,71.77
"2011-01-21",78.42,78.66,76.9,77.57,1152300,71.39
"2011-01-24",77.55,77.89,77.03,77.16,1377000,71.01
"2011-01-25",77.28,78.84,76.8,78.82,1807000,72.54
"2011-01-26",78.91,79.07,77.31,77.35,1454400,71.19
"2011-01-27",78.8,80,78.01,78.4,2003100,72.16
"2011-01-28",78.47,78.96,76.1,76.39,1295500,70.31
"2011-01-31",76.76,78.57,76.25,78.25,1733800,72.02
"2011-02-01",78.52,79.25,78.44,78.9,852900,72.62
"2011-02-02",78.62,78.86,78.24,78.47,691500,72.22
"2011-02-03",78.36,78.71,78.1,78.22,774200,71.99
"2011-02-04",78.14,78.82,77.71,78.58,691800,72.32
"2011-02-07",78.65,79.33,78.54,79.31,747900,72.99
"2011-02-08",79.22,81.57,79.2,80.25,963900,73.86
"2011-02-09",80.03,80.44,79.89,80.15,504000,73.77
"2011-02-10",79.95,80.14,79.25,80.04,732800,73.67
"2011-02-11",79.69,80.4,79.33,80.04,388400,73.67
"2011-02-14",80,80.31,79.17,79.42,779000,73.09
"2011-02-15",78.89,80.15,78.82,80.07,589900,73.69
"2011-02-16",80.17,80.39,78.58,79.7,926700,73.35
"2011-02-17",79.54,80.85,79.14,80.35,595000,73.95
"2011-02-18",80.65,81.34,80.62,80.85,651800,74.41
"2011-02-22",79.83,80.12,78.74,79.28,1024500,72.97
"2011-02-23",79.56,80.5,78.5,79.45,1238800,73.12
"2011-02-24",79.28,80.82,79.28,80.17,828600,73.79
"2011-02-25",80.32,80.59,79.18,79.95,523900,74
"2011-02-28",80.14,80.85,79.22,79.29,928300,73.39
"2011-03-01",79.68,79.68,78.23,78.31,561700,72.48
"2011-03-02",77.92,79.33,77.91,78.78,710800,72.92
"2011-03-03",79.38,80.78,79.38,80.7,569700,74.69
"2011-03-04",80.35,80.57,78.46,79.2,593400,73.3
"2011-03-07",79.29,79.93,78.1,78.43,585000,72.59
"2011-03-08",78.7,80.54,78.45,80.17,1085700,74.2
"2011-03-09",80.08,80.93,79.78,80.54,672900,74.54
"2011-03-10",79.7,80.56,79.37,79.48,855700,73.56
"2011-03-11",78.96,80.13,78.76,79.68,603200,73.75
"2011-03-14",79.3,80.49,79.22,79.3,1171500,73.4
"2011-03-15",77.73,78.73,77.41,78.2,1058400,72.38
"2011-03-16",77.97,78.03,76,76.69,1122000,70.98
"2011-03-17",77.6,78.11,76.93,77.52,980700,71.75
"2011-03-18",78.19,78.94,77.87,78.54,1093900,72.69
"2011-03-21",79.29,80.28,79.08,79.69,632100,73.76
"2011-03-22",79.76,80.11,79.45,79.8,517300,73.86
"2011-03-23",79.37,79.73,78.47,79.4,513300,73.49
"2011-03-24",79.73,79.99,79.23,79.54,634800,73.62
"2011-03-25",79.48,80.45,79.08,79.62,652900,73.69
"2011-03-28",78.78,79.45,78.54,78.59,813300,72.74
"2011-03-29",78.62,78.96,78.2,78.75,536400,72.89
"2011-03-30",78.93,79.35,78.56,78.69,1134900,72.83
"2011-03-31",78.47,78.76,78.23,78.31,1133600,72.48
"2011-04-01",79.25,79.63,78.87,79.1,689600,73.21
"2011-04-04",79.34,79.5,78.04,78.3,604900,72.47
"2011-04-05",78.06,79.43,78.02,78.91,696800,73.04
"2011-04-06",79.06,80,78.95,79.86,575400,73.91
"2011-04-07",79.46,80.1,79.19,80.03,583600,74.07
"2011-04-08",80.23,80.25,78.98,79.52,546700,73.6
"2011-04-11",79.45,79.82,79.06,79.34,356400,73.43
"2011-04-12",79.03,79.25,78.49,78.55,390300,72.7
"2011-04-13",78.76,78.83,76.94,77.01,1230700,71.28
"2011-04-14",76.61,76.65,75.13,75.43,1520600,69.81
"2011-04-15",75.69,76.27,74.82,76.14,1418500,70.47
"2011-04-18",75.24,75.43,74.45,74.95,962600,69.37
"2011-04-19",75.1,75.73,75.01,75.68,712100,70.05
"2011-04-20",76.28,77.43,76.06,76.95,934400,71.22
"2011-04-21",75.8,77.71,74.75,77.69,986300,71.91
"2011-04-25",77.58,78.73,77.06,78.71,1079500,72.85
"2011-04-26",79.01,80.53,78.83,80.01,1700000,74.05
"2011-04-27",80.01,80.49,79.84,80.12,958100,74.16
"2011-04-28",80.08,80.67,79.76,80.39,596300,74.41
"2011-04-29",80.56,81,80.04,80.19,708000,74.22
"2011-05-02",80.63,81.08,79.96,81.01,694200,74.98
"2011-05-03",80.8,82.74,80.71,82.02,934700,75.91
"2011-05-04",82.12,82.4,81.09,81.37,801700,75.31
"2011-05-05",81.11,82.84,80.98,82.6,1111300,76.45
"2011-05-06",83.33,84.08,82.93,83.04,786900,76.86
"2011-05-09",83.01,83.66,82.68,83.22,404900,77.02
"2011-05-10",83.45,84.14,83.45,83.84,522200,77.6
"2011-05-11",83.68,84.08,82.95,83.12,569300,76.93
"2011-05-12",83.21,83.98,82.73,83.72,570000,77.49
"2011-05-13",83.58,83.66,82.83,83.5,752400,77.7
"2011-05-16",83.19,84.47,83.03,84.29,1103100,78.44
"2011-05-17",84.09,84.66,83.76,84.08,1109700,78.24
"2011-05-18",84.14,84.7,83.91,84.5,1872000,78.63
"2011-05-19",84.77,85.45,84.34,84.45,1082600,78.59
"2011-05-20",84.45,84.45,83.34,83.53,636700,77.73
"2011-05-23",82.7,83.29,82.25,82.76,1050900,77.01
"2011-05-24",82.79,83.13,82.4,82.65,680500,76.91
"2011-05-25",81.78,82.51,81.76,81.78,826400,76.1
"2011-05-26",81.61,81.98,80.97,81.3,705500,75.65
"2011-05-27",81.39,81.7,80.96,81.6,513500,75.93
"2011-05-31",82.09,82.48,81.29,81.65,1226600,75.98
"2011-06-01",81.6,81.81,80.36,80.4,878000,74.82
"2011-06-02",80.4,81.27,80.28,80.34,791800,74.76
"2011-06-03",79.44,80.11,79.09,79.47,726000,73.95
"2011-06-06",79.13,79.95,78.95,79.39,490200,73.88
"2011-06-07",79.69,80.7,79.46,79.58,833100,74.05
"2011-06-08",79.54,79.72,79.12,79.31,621000,73.8
"2011-06-09",79.62,80.3,79.19,80.13,473700,74.57
"2011-06-10",79.68,79.71,78.84,78.88,583100,73.4
"2011-06-13",80,80.24,79.16,80,727800,74.44
"2011-06-14",80.65,81.53,80.34,81.11,748500,75.48
"2011-06-15",80.46,81.08,80.23,81,1010000,75.37
"2011-06-16",81,82.36,81,81.79,1246700,76.11
"2011-06-17",82.41,82.92,81.76,81.87,1085900,76.18
"2011-06-20",81.73,82.61,81.28,82.37,647700,76.65
"2011-06-21",82.73,82.89,82.2,82.38,819800,76.66
"2011-06-22",82.25,87.68,82.15,86.21,3952100,80.22
"2011-06-23",85.17,85.42,83.36,84.93,1612200,79.03
"2011-06-24",85.13,85.54,84.03,84.54,898600,78.67
"2011-06-27",84.53,84.89,84.11,84.57,539200,78.7
"2011-06-28",84.74,85.83,84.45,85.77,791700,79.81
"2011-06-29",85.91,87.31,85.46,86.93,938200,80.89
"2011-06-30",87.18,88.23,87.05,87.45,715400,81.38
"2011-07-01",87.6,88.55,87.11,88.31,722000,82.18
"2011-07-05",88,88,86.57,86.77,817900,80.74
"2011-07-06",86.49,87.18,85.81,86.46,1041600,80.46
"2011-07-07",87.23,87.28,85.66,86.37,946000,80.37
"2011-07-08",85.83,86.29,84.87,85.28,937800,79.36
"2011-07-11",84.54,85.05,84.07,84.29,805600,78.44
"2011-07-12",84.27,84.96,83.76,84.17,729700,78.32
"2011-07-13",84.52,85.4,83.73,83.97,765200,78.14
"2011-07-14",84.19,84.25,82.28,82.37,874800,76.65
"2011-07-15",82.61,82.65,81.4,82.03,677500,76.33
"2011-07-18",81.69,81.79,80.1,81,623600,75.37
"2011-07-19",81.17,81.78,81.05,81.53,508800,75.87
"2011-07-20",81.93,82.87,81.93,82.17,621600,76.46
"2011-07-21",82.41,84.13,82.32,83.61,486400,77.8
"2011-07-22",83.17,83.44,82.02,82.9,601500,77.14
"2011-07-25",82.33,82.89,81.89,82.09,520600,76.39
"2011-07-26",82.17,82.17,80.75,80.89,689500,75.27
"2011-07-27",80.52,80.52,78.9,79.12,840000,73.63
"2011-07-28",82.5,82.6,79.79,79.89,1513500,74.34
"2011-07-29",79.09,80.87,78.3,79.12,1083100,73.63
"2011-08-01",79.59,79.59,76.4,76.61,1776200,71.29
"2011-08-02",76.39,76.51,74.21,74.23,1954500,69.08
"2011-08-03",74.57,74.83,72.5,73.19,2063600,68.11
"2011-08-04",72.56,72.63,70.27,70.32,2324600,65.44
"2011-08-05",70.88,71.06,69.06,69.93,1985100,65.07
"2011-08-08",68.32,69.3,65.53,65.54,1789000,60.99
"2011-08-09",65.44,68.53,64.1,68.29,2286300,63.55
"2011-08-10",67.16,67.22,64.19,64.24,2033900,59.78
"2011-08-11",64.59,68.07,64.41,67.31,1525300,62.64
"2011-08-12",67.41,69.47,67.31,68.98,1126700,64.19
"2011-08-15",69.28,69.89,68.44,69.63,1060300,65.22
"2011-08-16",68.87,68.99,67.23,67.65,1399400,63.37
"2011-08-17",67.87,68.15,67.24,67.53,1331800,63.25
"2011-08-18",65.76,65.76,63.91,64.33,1278800,60.26
"2011-08-19",63.49,64.75,62.95,63.01,1647800,59.02
"2011-08-22",63.89,64.49,63.53,63.8,1463000,59.76
"2011-08-23",64,64.28,63.69,64.07,2142300,60.01
"2011-08-24",63.96,65.45,63.85,65.39,1647700,61.25
"2011-08-25",65.75,65.93,63.59,63.69,1352700,59.66
"2011-08-26",63.27,64.77,62.14,64.61,1344900,60.52
"2011-08-29",65.38,65.87,64.92,65.85,1227200,61.68
"2011-08-30",65.63,67.5,64.98,67.23,1609900,62.97
"2011-08-31",67.7,68.65,67.3,67.82,1397400,63.52
"2011-09-01",67.61,68.49,66.63,66.68,924100,62.46
"2011-09-02",65.47,65.57,64.61,64.69,829300,60.59
"2011-09-06",62.71,64.29,62.22,64.11,812900,60.05
"2011-09-07",64.82,66.52,64.45,66.2,719400,62.01
"2011-09-08",65.25,66.3,65.14,65.27,659000,61.14
"2011-09-09",64.6,64.8,63.47,63.84,894100,59.8
"2011-09-12",63.17,64.45,63.13,64.37,852900,60.29
"2011-09-13",64.5,65.68,63.9,64.61,732700,60.52
"2011-09-14",64.98,66.09,63.65,65.21,791400,61.08
"2011-09-15",65.78,66.67,65.4,66.17,640600,61.98
"2011-09-16",66.54,67.54,66.36,67.17,935500,62.92
"2011-09-19",65.99,66.14,64.76,65.57,820500,61.42
"2011-09-20",65.95,66.07,64.33,64.37,896800,60.29
"2011-09-21",64.38,64.43,60.98,60.99,1044900,57.13
"2011-09-22",59.2,59.66,58.3,58.94,1085000,55.21
"2011-09-23",58.4,60.65,58.34,60.15,787800,56.34
"2011-09-26",60.63,62.79,60.5,62.74,923900,58.77
"2011-09-27",64.08,64.72,63.43,63.72,1067800,59.68
"2011-09-28",63.95,64.44,61.87,62.12,733200,58.19
"2011-09-29",63.26,64.71,62.3,63.36,772500,59.35
"2011-09-30",62.49,63.22,61.89,61.97,813100,58.05
"2011-10-03",61.54,62.65,60.02,60.04,908100,56.24
"2011-10-04",59.24,62.37,59.15,62.32,1200000,58.37
"2011-10-05",62.6,63.98,62.35,63.85,792400,59.81
"2011-10-06",63.67,65.12,63.58,64.72,563000,60.62
"2011-10-07",65.04,65.73,64.2,64.7,758000,60.6
"2011-10-10",65.9,67.53,65.82,67.53,776100,63.25
"2011-10-11",66.78,67.67,66.78,67.34,492600,63.08
"2011-10-12",67.73,68.79,67.69,68.51,901500,64.17
"2011-10-13",68.01,68.5,67.18,68.15,597300,63.83
"2011-10-14",68.96,69.26,68.39,69.08,614600,64.7
"2011-10-17",68.9,69.57,68.2,68.37,1334000,64.04
"2011-10-18",68.36,69.91,67.82,69.22,724400,64.84
"2011-10-19",69.3,69.95,68.68,68.94,609100,64.57
"2011-10-20",69.04,69.3,68.01,68.81,464300,64.45
"2011-10-21",69.5,70.92,69.33,70.37,903400,65.91
"2011-10-24",70.5,71.12,69.53,69.85,1007000,65.43
"2011-10-25",69.48,70.08,68.64,68.81,818200,64.45
"2011-10-26",69.88,69.95,67.11,67.74,1307200,63.45
"2011-10-27",70.65,71.46,68,69.06,1029500,64.69
"2011-10-28",69.3,69.93,68.36,69.74,649700,65.32
"2011-10-31",68.66,69.01,67.77,67.78,591900,63.49
"2011-11-01",65.98,66.73,65.19,65.98,1126700,61.8
"2011-11-02",66.88,67.18,65.61,66.18,951100,61.99
"2011-11-03",66.59,69.28,66.59,68.89,744400,64.53
"2011-11-04",68.04,68.65,67.44,68.58,878300,64.24
"2011-11-07",68.48,70.59,68.31,70.48,815200,66.02
"2011-11-08",70.72,71.23,69.96,70.97,861500,66.48
"2011-11-09",69.54,69.95,68.51,68.65,930500,64.3
"2011-11-10",69.39,69.55,67.95,68.45,602800,64.11
"2011-11-11",69.07,69.92,68.88,69.62,564100,65.21
"2011-11-14",69.5,69.94,68.95,69.08,438600,64.7
"2011-11-15",68.11,69.3,67.86,68.83,597000,64.89
"2011-11-16",68.14,68.37,67.49,67.98,1557400,64.09
"2011-11-17",67.62,67.98,66.16,66.87,1073400,63.05
"2011-11-18",67.1,67.37,66.16,66.71,883400,62.89
"2011-11-21",65.57,65.65,63.66,65.17,948600,61.44
"2011-11-22",64.86,65,63.24,63.77,1341100,60.12
"2011-11-23",63.28,63.29,62.46,62.59,760200,59.01
"2011-11-25",62.6,63.94,62.42,63.29,332500,59.67
"2011-11-28",64.52,65.13,64.22,64.61,791600,60.91
"2011-11-29",64.87,65.57,64.63,64.72,1032500,61.02
"2011-11-30",66.47,67.08,66.13,66.3,2732300,62.51
"2011-12-01",66.13,66.85,65.89,66.01,783900,62.23
"2011-12-02",66.83,66.88,66.14,66.24,689700,62.45
"2011-12-05",66.94,67.96,66.72,67.29,1011800,63.44
"2011-12-06",66.69,67.59,66.29,67.02,816200,63.19
"2011-12-07",66.95,67.28,66.38,67.03,909200,63.2
"2011-12-08",66.37,66.48,64.52,64.73,923600,61.03
"2011-12-09",65.27,66.7,65.07,66.16,799400,62.38
"2011-12-12",65.53,66.15,64.67,65.18,792000,61.45
"2011-12-13",65.12,66.72,64.94,65.22,1029000,61.49
"2011-12-14",64.93,65.28,64.46,64.61,586500,60.91
"2011-12-15",65.43,65.99,65.21,65.61,713200,61.86
"2011-12-16",66.16,66.73,63.85,64.45,1440800,60.76
"2011-12-19",64.95,66.2,63.84,64.05,781900,60.39
"2011-12-20",65.05,66.16,64.99,65.71,603600,61.95
"2011-12-21",65.65,66.2,64.91,66.01,853200,62.23
"2011-12-22",66.17,67.14,65.87,66.79,556800,62.97
"2011-12-23",67,67.47,66.74,67.39,337900,63.54
"2011-12-27",67.45,67.59,67.1,67.23,357900,63.38
"2011-12-28",67.27,67.27,66.46,66.7,421600,62.89
"2011-12-29",66.85,67.15,66.76,67.05,583800,63.22
"2011-12-30",67.09,67.2,66.68,66.68,518800,62.87
"2012-01-03",67.62,68,67.06,67.51,1152500,63.65
"2012-01-04",67.28,67.59,67.16,67.46,850600,63.6
"2012-01-05",67.13,67.53,66.55,67.43,764300,63.57
"2012-01-06",67.3,67.52,66.99,67.07,822400,63.23
"2012-01-09",67.04,67.23,66.84,66.91,668600,63.08
"2012-01-10",67.98,68.07,67.67,67.97,986000,64.08
"2012-01-11",67.73,69.53,67.68,69.21,816500,65.25
"2012-01-12",69.54,70,69.22,69.89,781100,65.89
"2012-01-13",69.2,69.64,69.03,69.31,508600,65.35
"2012-01-17",69.96,70.53,69.8,70.15,683300,66.14
"2012-01-18",70,70.41,69.64,70.1,614100,66.09
"2012-01-19",70.2,70.89,70.07,70.63,902200,66.59
"2012-01-20",70.32,70.97,70.15,70.5,676300,66.47
"2012-01-23",69.18,70.85,68.66,70.41,574800,66.38
"2012-01-24",69.93,70.46,69.65,70.34,669800,66.32
"2012-01-25",70.09,70.95,69.65,70.61,706700,66.57
"2012-01-26",70.61,70.62,69.83,70.07,685100,66.06
"2012-01-27",69.78,70.1,69.48,69.91,496800,65.91
"2012-01-30",69.42,69.76,68.78,69.6,828200,65.62
"2012-01-31",69.81,70.86,68.65,70.74,957000,66.69
"2012-02-01",71.07,71.24,70.26,70.3,928200,66.28
"2012-02-02",70.52,70.64,69.71,69.72,582400,65.73
"2012-02-03",70.49,70.91,70.47,70.62,538200,66.58
"2012-02-06",70.13,70.34,69.86,70.07,490600,66.06
"2012-02-07",70,70.39,69.57,70.25,802200,66.23
"2012-02-08",70.33,70.99,70.33,70.72,619600,66.68
"2012-02-09",70.83,70.98,69.99,70.47,580900,66.44
"2012-02-10",69.99,70.29,69.67,70.14,399000,66.13
"2012-02-13",70.53,70.95,70.37,70.71,674600,66.67
"2012-02-14",70.21,70.84,70.21,70.8,532100,66.75
"2012-02-15",70.88,70.89,70.09,70.54,783200,66.51
"2012-02-16",70.6,70.9,70.26,70.77,713300,66.72
"2012-02-17",70.8,71.1,70.65,70.95,594800,66.89
"2012-02-21",71,71.04,70.55,70.74,672300,66.69
"2012-02-22",70.86,70.86,70.16,70.43,489800,66.4
"2012-02-23",70.35,70.58,69.95,70.58,434000,66.54
"2012-02-24",70.64,71.22,70.2,70.28,720400,66.26
"2012-02-27",70.04,70.86,69.41,70.24,5e+05,66.22
"2012-02-28",70.16,70.4,69.91,70.28,607800,66.74
"2012-02-29",70.22,70.48,69.88,70.25,990100,66.71
"2012-03-01",70.8,70.8,69.4,69.59,855200,66.08
"2012-03-02",69.4,69.54,68.66,68.83,756300,65.36
"2012-03-05",68.83,69.15,68.58,68.77,853800,65.3
"2012-03-06",68,68.21,67.51,67.7,911600,64.29
"2012-03-07",67.84,67.92,67.31,67.73,764300,64.31
"2012-03-08",68.2,68.62,67.6,68.15,887900,64.71
"2012-03-09",68.29,68.48,67.61,68.19,594800,64.75
"2012-03-12",68.16,68.68,68,68.63,471800,65.17
"2012-03-13",68.8,70.05,68.63,69.99,838300,66.46
"2012-03-14",70,70.76,69.92,70.6,986100,67.04
"2012-03-15",70.6,70.83,70.28,70.77,1158800,67.2
"2012-03-16",70.74,71.34,70.69,71,982800,67.42
"2012-03-19",70.84,71.1,70.39,70.52,571800,66.96
"2012-03-20",70.38,70.44,69.46,70.08,513100,66.55
"2012-03-21",70.11,70.26,69.7,69.73,622400,66.21
"2012-03-22",69.42,69.76,69.17,69.6,527700,66.09
"2012-03-23",69.49,69.73,69.27,69.56,781600,66.05
"2012-03-26",70,70.8,69.96,70.69,552700,67.12
"2012-03-27",70.92,72.16,70.65,71.34,1071300,67.74
"2012-03-28",71.47,71.5,70.42,70.96,406100,67.38
"2012-03-29",70.87,70.96,70.15,70.86,390300,67.29
"2012-03-30",71.1,71.24,70.56,70.77,576600,67.2
"2012-04-02",70.28,71.82,70,71.58,829100,67.97
"2012-04-03",71.68,71.75,70.6,70.95,756200,67.37
"2012-04-04",70.51,70.78,69.98,70.05,602000,66.52
"2012-04-05",69.79,70.05,68.77,69,812500,65.52
"2012-04-09",68.39,68.6,67.66,68.47,761000,65.02
"2012-04-10",68.47,68.47,67.1,67.41,967300,64.01
"2012-04-11",67.95,68.61,67.72,68.23,731900,64.79
"2012-04-12",68.25,69.72,68.23,69.56,548800,66.05
"2012-04-13",69.48,69.57,68.82,69.02,588300,65.54
"2012-04-16",69.27,69.76,69.04,69.09,805600,65.61
"2012-04-17",69.53,70.49,69.27,70.3,568400,66.75
"2012-04-18",70.09,70.22,69.74,69.95,519000,66.42
"2012-04-19",69.94,70.08,69.14,69.47,646900,65.97
"2012-04-20",69.62,70.38,69.36,69.91,868600,66.38
"2012-04-23",69.46,69.58,68.76,69.42,714200,65.92
"2012-04-24",69.41,69.99,69.18,69.85,731800,66.33
"2012-04-25",70.31,70.64,69.55,70.03,1051800,66.5
"2012-04-26",71,74.79,70.01,73.59,1675200,69.88
"2012-04-27",74,74.2,73.16,73.49,1158800,69.78
