"","OXY.Open","OXY.High","OXY.Low","OXY.Close","OXY.Volume","OXY.Adjusted"
"2010-06-24",83.57,83.99,81.08,81.46,5193100,74.42
"2010-06-25",81.92,82.69,80.59,81.73,9468800,74.66
"2010-06-28",82.16,82.49,80.64,80.91,3685900,73.91
"2010-06-29",80.52,80.52,77.84,78.52,5966500,71.73
"2010-06-30",78.73,79.49,77.07,77.15,5812400,70.48
"2010-07-01",77.37,78.06,75.44,76.75,6494900,70.11
"2010-07-02",76.9,77.82,75.71,76.37,3625600,69.77
"2010-07-06",77.07,78.41,76.06,77,4953400,70.34
"2010-07-07",77.41,79.62,77.26,79.58,5569100,72.7
"2010-07-08",80.59,81.26,79.88,80.91,4432500,73.91
"2010-07-09",80.79,81.48,80.45,81.11,3938000,74.1
"2010-07-12",80.81,81.79,80.3,80.91,2633400,73.91
"2010-07-13",81.91,82.67,81.63,82.3,3630900,75.18
"2010-07-14",81.81,82.69,81.35,82.07,2697000,74.97
"2010-07-15",82.61,82.67,80.27,82.1,3671100,75
"2010-07-16",81.72,81.72,78.88,79.38,5465700,72.52
"2010-07-19",79.69,80.44,78.92,79.52,3004500,72.64
"2010-07-20",78.5,81.17,78.5,80.95,3482000,73.95
"2010-07-21",81.35,81.87,79.48,80.05,4557200,73.13
"2010-07-22",81.34,82.63,80.87,82.12,4190600,75.02
"2010-07-23",81.76,82.17,80.69,82.14,4398100,75.04
"2010-07-26",82.18,83.18,82.03,82.92,4026800,75.75
"2010-07-27",83.01,83.01,79.38,79.94,5821100,73.03
"2010-07-28",79.97,80.5,78.48,78.88,4330100,72.06
"2010-07-29",79.49,79.8,77.2,77.69,5977800,70.97
"2010-07-30",77.08,78.39,76.86,77.93,3712600,71.19
"2010-08-02",79.6,80.89,79.26,80.19,4756500,73.26
"2010-08-03",79.38,79.9,78.55,78.67,5519900,71.87
"2010-08-04",78.55,79.56,78.37,78.79,4858200,71.98
"2010-08-05",78.11,78.36,77.02,77.6,5547900,70.89
"2010-08-06",76.81,77.36,75.35,76.33,6353500,69.73
"2010-08-09",77.1,77.42,76.44,76.95,4555100,70.3
"2010-08-10",75.87,78.14,75.85,77.81,6265100,71.08
"2010-08-11",76.02,77,75.9,76.34,6172100,69.74
"2010-08-12",75.51,77.25,75.5,76.46,3977800,69.85
"2010-08-13",76.14,76.8,75.3,75.39,3498300,68.87
"2010-08-16",75.14,76.02,73.9,75.9,4711700,69.34
"2010-08-17",76.8,77.15,75.86,76.83,3749200,70.19
"2010-08-18",76.41,76.53,75.12,75.62,4644500,69.08
"2010-08-19",75.39,75.7,74.26,75.39,4676500,68.87
"2010-08-20",74.76,75.8,74.47,75.06,5476000,68.57
"2010-08-23",75.27,76.39,75.11,75.57,4930800,69.04
"2010-08-24",74.64,75.26,73.76,74.02,4833900,67.62
"2010-08-25",73.68,73.68,72.16,72.9,6356400,66.6
"2010-08-26",73.53,74.12,72.13,72.23,4704300,65.98
"2010-08-27",72.71,75.56,72.47,75.42,5779600,68.9
"2010-08-30",75.02,75.25,73.76,73.79,3944400,67.41
"2010-08-31",73.49,74.25,72.84,73.08,4382000,66.76
"2010-09-01",74.42,77,74.42,76.86,5295400,70.21
"2010-09-02",76.75,77.84,76.36,77.84,3298200,71.11
"2010-09-03",78.34,78.92,77.48,78.32,3100200,71.55
"2010-09-07",77.59,77.6,75.94,76.45,3839900,69.84
"2010-09-08",76.02,77.3,76.02,77.22,3535000,70.9
"2010-09-09",78.22,78.79,77.42,77.57,3180600,71.22
"2010-09-10",77.77,79.13,77.77,78.2,3394400,71.8
"2010-09-13",79.04,79.26,78.34,78.61,3226200,72.17
"2010-09-14",78.62,79.16,78.05,78.37,2480100,71.95
"2010-09-15",77.69,78.43,77.5,78.14,2650400,71.74
"2010-09-16",77.97,78.25,76.08,76.45,5146500,70.19
"2010-09-17",76.77,77.02,75.79,76.2,7114000,69.96
"2010-09-20",76.37,77.6,76.23,77.23,3368600,70.9
"2010-09-21",77.5,77.51,75.91,76.92,3510500,70.62
"2010-09-22",77.01,77.94,75.71,75.94,4044100,69.72
"2010-09-23",75.38,75.38,74.04,74.57,5425600,68.46
"2010-09-24",75.18,76.44,74.77,76.3,6365500,70.05
"2010-09-27",76.09,76.35,74.66,74.81,6656100,68.68
"2010-09-28",75.13,75.69,73.86,75.51,5155300,69.33
"2010-09-29",74.98,76.95,74.77,76.63,5741400,70.35
"2010-09-30",77.26,78.71,77.13,78.3,7420900,71.89
"2010-10-01",79.11,81.99,78.9,80.77,8803500,74.15
"2010-10-04",80.12,81.72,80.12,80.59,4444400,73.99
"2010-10-05",81.24,82.73,81.07,82.46,5954700,75.71
"2010-10-06",82.3,83.41,82.22,82.93,3936200,76.14
"2010-10-07",83.11,83.31,81.21,82.39,3753400,75.64
"2010-10-08",82.67,83.39,81.99,83.18,2785000,76.37
"2010-10-11",83.01,83.89,83,83.72,2575700,76.86
"2010-10-12",83.45,84,82.1,83.23,4355600,76.41
"2010-10-13",83.88,84.94,83.77,84.29,4152600,77.39
"2010-10-14",84.35,85.5,84.14,84.91,4158700,77.96
"2010-10-15",85.39,85.48,84.22,84.94,3638200,77.98
"2010-10-18",84.78,85.92,84.44,85.45,3575900,78.45
"2010-10-19",83.95,84.42,80.06,81.2,9478100,74.55
"2010-10-20",81.16,81.45,79.59,80.97,7284200,74.34
"2010-10-21",81.44,81.45,78.05,78.8,8737100,72.35
"2010-10-22",79.32,79.85,78.65,79.58,4319800,73.06
"2010-10-25",80.33,81,80,80.06,4365900,73.5
"2010-10-26",79.53,79.61,78.72,79.04,6563000,72.57
"2010-10-27",78.28,79.48,77.78,79.41,6658700,72.91
"2010-10-28",80.08,80.12,78.78,78.87,3274000,72.41
"2010-10-29",78.64,79.14,78.21,78.63,3409300,72.19
"2010-11-01",79.76,80.73,79.54,79.83,4536500,73.29
"2010-11-02",80.44,82.23,80.35,81.51,4581300,74.83
"2010-11-03",81.98,82.42,80.08,81.72,4859500,75.03
"2010-11-04",83.08,84.82,82.98,84.49,6359800,77.57
"2010-11-05",84.23,84.87,83.5,84.23,3669400,77.33
"2010-11-08",83.42,84.49,83.3,84.27,2770400,77.37
"2010-11-09",84.27,85.47,83.56,84.01,3431400,77.13
"2010-11-10",84.2,84.74,82.97,84.6,3689200,77.67
"2010-11-11",84.04,88.41,83.83,87.77,8703700,80.58
"2010-11-12",87.06,88.23,86.52,87.46,5875400,80.3
"2010-11-15",87.21,88.6,86.85,87.75,4075600,80.56
"2010-11-16",86.66,86.79,84.24,85.17,5858300,78.19
"2010-11-17",85.08,85.9,84.63,85.65,3312100,78.63
"2010-11-18",86.88,88.42,86.77,87.32,3886700,80.17
"2010-11-19",87.26,88.27,86.75,88.19,4191600,80.97
"2010-11-22",87.88,88.9,86.69,88.47,3776900,81.22
"2010-11-23",87.11,88.37,86.86,88.08,4783300,80.87
"2010-11-24",88.72,89.12,87.95,88.94,3462400,81.66
"2010-11-26",88.46,89.12,87.45,87.65,1391400,80.47
"2010-11-29",87.4,89.3,87.16,88.98,3485800,81.69
"2010-11-30",88.15,89.49,87.48,88.17,4599400,80.95
"2010-12-01",89.27,90.73,88.9,90.25,4423300,82.86
"2010-12-02",90.33,91.07,90.03,90.74,5814900,83.31
"2010-12-03",90.59,91.94,90.45,91.74,3251200,84.23
"2010-12-06",91.31,93.43,91.15,93.05,3550100,85.43
"2010-12-07",94.04,94.94,92.68,92.72,5043000,85.13
"2010-12-08",92.37,93.17,90.36,90.89,4813300,83.79
"2010-12-09",91.41,91.63,90.32,91.07,3263600,83.96
"2010-12-10",92.61,93.2,91.77,93.04,4696400,85.77
"2010-12-13",94.16,95.76,93.55,93.88,6068400,86.55
"2010-12-14",94.16,94.9,93.51,94.1,2590300,86.75
"2010-12-15",93.62,94.92,93.62,94.8,3934000,87.39
"2010-12-16",94.72,94.96,93.42,94.84,3574900,87.43
"2010-12-17",94.93,95.67,94.4,95.2,4852800,87.76
"2010-12-20",95.43,95.75,94.45,95.47,2197200,88.01
"2010-12-21",95.58,97.13,95.42,96.63,2963500,89.08
"2010-12-22",96.6,97.9,96.31,97.76,2894400,90.12
"2010-12-23",97.77,98.02,97.25,97.44,1903900,89.83
"2010-12-27",96.89,97.51,96.61,96.87,2016700,89.3
"2010-12-28",97.09,98.13,96.92,97.7,2384900,90.07
"2010-12-29",98.15,99.57,97.73,99.03,2392600,91.29
"2010-12-30",98.89,99.29,97.5,97.61,3223700,89.98
"2010-12-31",97.61,98.68,97.35,98.1,2524400,90.44
"2011-01-03",98.79,99.15,97.85,98,3580700,90.34
"2011-01-04",98.38,98.5,94.29,96.66,6459000,89.11
"2011-01-05",96.22,97.59,95.36,97.02,3597600,89.44
"2011-01-06",97.28,97.57,95.85,96.46,3772900,88.92
"2011-01-07",96.62,97.16,95.58,96.19,3808100,88.68
"2011-01-10",95.62,96.4,95.05,95.79,3838100,88.31
"2011-01-11",96.35,97.23,95.69,96.92,4044300,89.35
"2011-01-12",98,98.23,97.03,97.5,4720200,89.88
"2011-01-13",97.79,97.85,95.71,96.42,4526800,88.89
"2011-01-14",96.24,97.47,95.88,97.32,3541300,89.72
"2011-01-18",97.15,98.76,97,98.55,3165800,90.85
"2011-01-19",98.77,98.99,97.82,98.27,3232300,90.59
"2011-01-20",97.38,97.89,95.93,96.41,4558300,88.88
"2011-01-21",97.63,98.33,96.65,97.97,4039100,90.32
"2011-01-24",97.6,98,96.85,97.18,3709400,89.59
"2011-01-25",97.11,97.28,95.8,97.15,3985200,89.56
"2011-01-26",95.95,97.25,94.02,96.94,9793200,89.37
"2011-01-27",97.34,98.2,95.64,96.97,5296700,89.39
"2011-01-28",96.7,97.18,93.7,93.81,9464000,86.48
"2011-01-31",94.06,96.7,93.25,96.68,6388800,89.13
"2011-02-01",97.79,99.75,97.52,98.93,6718400,91.2
"2011-02-02",98.73,99.14,98.18,98.66,3800600,90.95
"2011-02-03",98.53,98.53,96.12,98.18,3809800,90.51
"2011-02-04",98.47,98.56,96.98,97.51,3386400,89.89
"2011-02-07",97.59,98.07,97.04,97.54,3188000,89.92
"2011-02-08",97.83,98.22,96.86,97.76,2891600,90.12
"2011-02-09",97.26,98.45,96.27,97.25,4416400,89.65
"2011-02-10",97.22,98.97,96.56,98.93,3969100,91.2
"2011-02-11",98.48,101,97.75,99.74,4208400,91.95
"2011-02-14",99.86,101.38,99.5,101.25,3164600,93.34
"2011-02-15",101.14,104.99,100.67,103.07,7343100,95.02
"2011-02-16",103.61,105.33,102.98,105.02,4329200,96.82
"2011-02-17",104.16,106.25,104.12,105.85,3283000,97.58
"2011-02-18",107.1,107.56,105.27,107.37,5062300,98.98
"2011-02-22",104.41,106.77,101.59,102.14,8863900,94.16
"2011-02-23",102.55,104.99,102.55,102.96,7285900,94.92
"2011-02-24",103.94,104.4,101.5,101.76,5215400,93.81
"2011-02-25",102.39,103.29,101.66,103.1,2896600,95.05
"2011-02-28",103.32,103.97,101.24,101.97,5294300,94
"2011-03-01",104.12,104.48,100.06,100.22,4212400,92.39
"2011-03-02",100.47,101.33,99.45,100.79,3870200,92.92
"2011-03-03",101.71,103.56,101.21,103.41,4157000,95.33
"2011-03-04",103.11,103.78,101.67,103.15,4222600,95.09
"2011-03-07",103.93,105.82,103.36,103.53,4317500,95.44
"2011-03-08",103.66,103.66,100.69,100.92,4719200,93.45
"2011-03-09",101.22,102.65,100.7,100.87,3746300,93.4
"2011-03-10",99.93,99.94,96.8,97.43,4248600,90.22
"2011-03-11",96.62,99.16,96.31,98.75,3463400,91.44
"2011-03-14",97.88,99.46,97.16,99.02,3623500,91.69
"2011-03-15",96.12,98.77,95.04,97.97,4461600,90.72
"2011-03-16",97.64,98.7,94.73,95.93,5328300,88.83
"2011-03-17",97.65,98.7,96.87,97.86,4324100,90.62
"2011-03-18",99.16,101.21,97.55,98.33,5548900,91.05
"2011-03-21",99.58,101.54,99.37,100.98,4416400,93.51
"2011-03-22",100.51,101.64,99.85,100.16,3479700,92.75
"2011-03-23",100.18,100.73,99.4,100.1,2518700,92.69
"2011-03-24",100.43,100.81,99.52,99.79,4051600,92.4
"2011-03-25",99.9,101.78,99.45,100.85,4260000,93.39
"2011-03-28",100.84,102.48,100.6,100.87,2665900,93.4
"2011-03-29",100.74,103.83,100.5,103.79,3762800,96.11
"2011-03-30",104.31,105,102.97,103.76,2536000,96.08
"2011-03-31",104.08,105.77,103.95,104.49,3607900,96.76
"2011-04-01",105.88,105.99,103.86,104.3,3233400,96.58
"2011-04-04",104.38,105.08,103.42,103.52,2815300,95.86
"2011-04-05",102.28,104.17,101.57,102.73,4443300,95.13
"2011-04-06",103.46,103.46,100.75,101.04,3150200,93.56
"2011-04-07",100.66,101.69,99.81,101.13,3208200,93.65
"2011-04-08",102,104.14,101.88,103.72,4294000,96.04
"2011-04-11",103.92,104,100.18,100.42,5109000,92.99
"2011-04-12",99.68,99.81,96.5,96.9,5487900,89.73
"2011-04-13",96.79,97.89,96.44,96.89,3714500,89.72
"2011-04-14",97.35,97.88,96.25,97.55,3897100,90.33
"2011-04-15",97.06,98.82,96.35,98.76,4216600,91.45
"2011-04-18",97.25,97.36,95.67,97.06,3231000,89.88
"2011-04-19",97.24,99.17,96.62,98.71,4807600,91.4
"2011-04-20",100.07,101.07,99.01,100.86,3740100,93.4
"2011-04-21",100.92,101.14,99.71,100.53,3095200,93.09
"2011-04-25",100.3,100.57,98.83,100.39,2124900,92.96
"2011-04-26",101.1,103.09,100.32,102.91,5500000,95.29
"2011-04-27",103.05,103.5,101,103,3872200,95.38
"2011-04-28",103,105.44,101.3,105.13,6331700,97.35
"2011-04-29",106.03,114.55,105.92,114.29,14800000,105.83
"2011-05-02",115.11,117.89,114.08,115.74,9536700,107.17
"2011-05-03",114.83,115.17,110.45,111.64,6497100,103.38
"2011-05-04",111.48,111.48,107.6,108.89,7129300,100.83
"2011-05-05",107.86,109.05,104.83,105.96,6846100,98.12
"2011-05-06",106.87,109.5,105.14,106.42,5024100,98.54
"2011-05-09",106.49,108.4,104.72,107.48,5681000,99.53
"2011-05-10",107.44,107.74,106.14,106.98,4123500,99.06
"2011-05-11",106.37,106.7,102.85,103.63,5090600,95.96
"2011-05-12",104.29,104.29,102.24,103.09,5389600,95.46
"2011-05-13",103.51,103.77,100.93,102.36,4024800,94.78
"2011-05-16",101.87,103.5,100.69,101,3917600,93.52
"2011-05-17",100.6,102.69,99.69,101.4,4485000,93.9
"2011-05-18",101.66,103.85,100.91,102.2,6022500,94.64
"2011-05-19",102.21,102.85,100.12,100.38,5352000,92.95
"2011-05-20",100.14,101.12,99.1,100.4,5455500,92.97
"2011-05-23",99.06,99.92,98.25,98.95,3631400,91.63
"2011-05-24",100.35,103.02,100.04,102.5,7540400,94.91
"2011-05-25",104.22,104.8,101.2,104.22,6986900,96.51
"2011-05-26",104.22,105.5,103.08,104.99,4284900,97.22
"2011-05-27",105.29,108.15,105.29,106.57,4700900,98.68
"2011-05-31",108.21,108.99,107,107.85,6132900,99.87
"2011-06-01",107.84,108.12,103.34,103.68,4520400,96.01
"2011-06-02",103.89,104.95,102.27,103.79,3389600,96.11
"2011-06-03",101.73,105.24,101.73,104.2,3479900,96.49
"2011-06-06",104.24,104.53,101.5,101.94,3397000,94.4
"2011-06-07",102.95,103.25,101.04,101.46,3579500,93.95
"2011-06-08",101.34,103.98,101.34,102.49,4046400,95.34
"2011-06-09",103.13,104.92,102.78,103.96,3705400,96.7
"2011-06-10",103.35,104.5,102.53,103.39,4978200,96.17
"2011-06-13",102.14,104.67,101.59,102.14,4685500,95.01
"2011-06-14",104.19,105.41,103.77,104.78,3940000,97.47
"2011-06-15",103.57,104.15,101.6,102.15,5120500,95.02
"2011-06-16",101.54,103.97,101.19,102.82,3972100,95.64
"2011-06-17",103.89,104.04,101.27,102.19,4735000,95.06
"2011-06-20",101.49,102.62,100.6,101.5,3560500,94.42
"2011-06-21",102.16,103.48,101.58,102.4,4167400,95.25
"2011-06-22",101.84,103.07,100.67,100.93,5138100,93.89
"2011-06-23",98.57,99.43,96.75,99.39,6983300,92.45
"2011-06-24",99.59,99.9,98.16,98.46,5059600,91.59
"2011-06-27",97.97,99.55,97.77,98.93,3510800,92.03
"2011-06-28",99.48,101,99.17,100.93,4835600,93.89
"2011-06-29",101.41,103.43,101.12,102.88,5406400,95.7
"2011-06-30",103.4,104.64,103.23,104.04,4470700,96.78
"2011-07-01",104.04,105.77,102.21,105.52,3215200,98.16
"2011-07-05",105.6,107.5,105.49,106.75,3295700,99.3
"2011-07-06",106.91,106.99,105.33,105.79,2519300,98.41
"2011-07-07",107.1,107.89,106.59,107.6,2670100,100.09
"2011-07-08",106.05,107.13,105.5,106.27,2495000,98.85
"2011-07-11",104.52,105.92,101.37,101.76,4933800,94.66
"2011-07-12",101.25,103.94,100.95,102.03,3489800,94.91
"2011-07-13",102.7,104.69,102.57,102.97,2547900,95.78
"2011-07-14",103.58,104.96,103.2,103.36,4243500,96.15
"2011-07-15",103.83,105.55,103.49,105.34,4754300,97.99
"2011-07-18",104.63,105.57,104.5,105.26,3131400,97.91
"2011-07-19",106.24,107.6,105.86,106.97,3122900,99.5
"2011-07-20",107.05,107.29,105.85,106.19,2779300,98.78
"2011-07-21",107.19,109.08,106.92,108.08,4707400,100.54
"2011-07-22",108,108.23,106.69,107.88,1932700,100.35
"2011-07-25",106.05,108.1,105.86,107.37,2984800,99.88
"2011-07-26",105.76,107.07,104.53,104.83,5492500,97.51
"2011-07-27",102.52,102.52,100.65,101.4,7628200,94.32
"2011-07-28",101.4,101.78,99.63,99.75,5599600,92.79
"2011-07-29",98.69,99.54,98.04,98.18,6997800,91.33
"2011-08-01",99.73,99.94,96.94,97.78,6016500,90.96
"2011-08-02",96.93,97.57,94.49,94.6,6859100,88
"2011-08-03",94.8,95.1,92,94.23,7072700,87.65
"2011-08-04",92.27,92.54,87.65,87.76,9312800,81.63
"2011-08-05",89.67,90.22,84.84,87.34,8649000,81.24
"2011-08-08",84.68,85.76,79.18,79.63,12387500,74.07
"2011-08-09",82.06,84.62,78.77,84.41,14110300,78.52
"2011-08-10",82.89,84.53,80.8,81.25,8710000,75.58
"2011-08-11",81.75,85.97,81.64,84.8,10279800,78.88
"2011-08-12",85.79,86.68,84,85.12,4587600,79.18
"2011-08-15",85.67,89.37,85.63,89.31,5967000,83.08
"2011-08-16",87.8,88.55,85.67,87.37,6484600,81.27
"2011-08-17",89.54,90.49,87.3,87.61,5463400,81.5
"2011-08-18",85.34,85.34,81.52,82.75,9310700,76.97
"2011-08-19",81.62,83.72,80.65,80.91,7234700,75.26
"2011-08-22",83.31,83.72,79.59,80.46,5305900,74.84
"2011-08-23",80.57,82.71,79.78,82.69,6752200,76.92
"2011-08-24",82.3,83.3,81.47,83.08,5113600,77.28
"2011-08-25",83.49,84.13,80.76,81.28,4370300,75.61
"2011-08-26",80.57,82.58,79.11,82.09,4851000,76.36
"2011-08-29",83.48,85.16,82.36,85.06,4764700,79.12
"2011-08-30",84.47,86.54,83.87,86.1,5867500,80.09
"2011-08-31",86.98,88.61,85.76,86.74,5976500,80.69
"2011-09-01",87.11,88.7,85.83,85.9,3866000,79.9
"2011-09-02",83.51,84.48,82.83,83.41,4038400,77.59
"2011-09-06",80.91,82.84,79.42,82.72,5034200,76.95
"2011-09-07",83.91,84.57,83.42,84.54,4396900,79.08
"2011-09-08",84.08,85.26,82.75,83.21,4387100,77.84
"2011-09-09",82.12,82.62,79.75,80.54,5438200,75.34
"2011-09-12",78.99,80.42,77.15,79.54,9063400,74.4
"2011-09-13",79.92,81,78.82,80.45,6162800,75.25
"2011-09-14",80.99,83.79,79.58,82.83,5277700,77.48
"2011-09-15",83.95,84.59,82.96,84.41,3805300,78.96
"2011-09-16",84.88,85.05,82.35,83.32,6627200,77.94
"2011-09-19",81.87,82.99,80.84,82.46,3962400,77.13
"2011-09-20",83.15,83.93,80.59,80.78,5378500,75.56
"2011-09-21",80.66,80.78,76.21,76.32,6619200,71.39
"2011-09-22",73.3,73.91,70.46,71.9,11024400,67.26
"2011-09-23",70.63,73.76,69.9,72.26,7737900,67.59
"2011-09-26",72.85,77.18,71.64,76.99,8509900,72.02
"2011-09-27",79.29,81.06,77.98,78.45,7914600,73.38
"2011-09-28",77.6,78.84,74.74,74.99,4906600,70.15
"2011-09-29",77.24,77.35,73.84,75.35,5291800,70.48
"2011-09-30",73.16,73.77,71.32,71.5,7928300,66.88
"2011-10-03",71.39,71.73,68.33,68.58,8013200,64.15
"2011-10-04",67.47,73.53,66.36,73.26,10500600,68.53
"2011-10-05",74.74,76.1,74,75.72,7779900,70.83
"2011-10-06",76.15,79.54,75.83,78.56,6680000,73.49
"2011-10-07",78.96,79.53,76.61,77.25,6198600,72.26
"2011-10-10",78.94,81.7,78.94,81.66,3959700,76.39
"2011-10-11",80.57,82.5,80.2,80.89,4304200,75.67
"2011-10-12",81.51,83.44,81,81.01,5415400,75.78
"2011-10-13",80.21,81.97,79.05,81.5,4382600,76.24
"2011-10-14",83.06,85.47,83.06,85.42,4731100,79.9
"2011-10-17",84.76,85.78,82.47,82.68,4536800,77.34
"2011-10-18",82.52,85.67,81.61,84.98,6441400,79.49
"2011-10-19",84.71,86.44,83.36,83.95,4599300,78.53
"2011-10-20",83.98,85.38,82.8,84.59,4923700,79.13
"2011-10-21",85.85,87.25,85.18,86.74,4602300,81.14
"2011-10-24",86.76,88.17,86.42,87.31,3329100,81.67
"2011-10-25",87.08,87.55,84.66,85.14,4278400,79.64
"2011-10-26",86.35,87.43,84.62,87.2,4533800,81.57
"2011-10-27",90.49,97.21,90.49,95.66,10759100,89.48
"2011-10-28",95.45,98.38,95.43,97.77,5739700,91.45
"2011-10-31",95.06,95.9,92.88,92.94,6518000,86.94
"2011-11-01",88.83,92.09,87.32,90.55,7756400,84.7
"2011-11-02",92.54,93.55,91.48,93.19,4249500,87.17
"2011-11-03",94.46,95.37,92.95,95.21,4132400,89.06
"2011-11-04",94.83,97.93,94.57,97.64,5540000,91.33
"2011-11-07",97.99,99.68,96.28,98.52,4615900,92.16
"2011-11-08",99.46,101.65,98.76,101.29,6980200,94.75
"2011-11-09",97.42,99.2,95.9,96.51,6678800,90.28
"2011-11-10",98.36,99.35,96.16,98.14,3465200,91.8
"2011-11-11",99.67,100.7,99.4,99.81,3499800,93.36
"2011-11-14",98.83,99.55,97.09,97.81,3560400,91.49
"2011-11-15",97.33,99.53,96.75,98.81,5282700,92.43
"2011-11-16",98.18,100.88,97.4,97.6,5299700,91.3
"2011-11-17",97.39,97.74,93.4,94.43,4918800,88.33
"2011-11-18",95.24,95.67,93.37,94.32,4210000,88.23
"2011-11-21",93.07,93.34,91.65,92.4,4265800,86.43
"2011-11-22",92.6,92.92,90.75,91.63,4083800,85.71
"2011-11-23",90.36,90.46,87.75,87.77,4844500,82.1
"2011-11-25",87.54,89.04,86.69,86.69,2113100,81.09
"2011-11-28",89.1,91.25,88.99,90.63,4465500,84.78
"2011-11-29",90.83,93.2,90.63,92.19,4452400,86.24
"2011-11-30",96.1,99.1,95.86,98.9,6462400,92.51
"2011-12-01",98.21,99.2,96.34,96.83,5179100,90.58
"2011-12-02",97.61,98.28,95.7,95.92,4240400,89.72
"2011-12-05",98.25,99.98,96.96,98.22,5342100,91.88
"2011-12-06",98.35,98.46,96.7,97.16,3535900,90.88
"2011-12-07",95.82,97,94.67,96.27,5089000,90.48
"2011-12-08",94.95,96.17,92.31,92.67,4483600,87.1
"2011-12-09",92.72,94.64,92.6,94.4,3745300,88.72
"2011-12-12",92.5,92.5,89.96,91.78,4659000,86.26
"2011-12-13",92.59,94.2,90.73,91.68,4799500,86.17
"2011-12-14",90.42,90.93,88.01,88.42,4465400,83.1
"2011-12-15",89.13,90.24,86.94,87.52,4540000,82.26
"2011-12-16",88.46,89.46,87.55,89.27,6401400,83.9
"2011-12-19",89.4,89.49,87.03,87.32,3854400,82.07
"2011-12-20",89.51,92.49,89.4,92.17,4540500,86.63
"2011-12-21",92.57,93.35,91.16,93.11,3618300,87.51
"2011-12-22",93.26,94.42,92.61,94.21,3475300,88.54
"2011-12-23",94.72,94.93,93.76,94.62,2275900,88.93
"2011-12-27",94.42,95.66,94.27,95.45,1762500,89.71
"2011-12-28",95.39,95.54,92.71,92.85,2875100,87.27
"2011-12-29",93.26,93.88,92.58,93.72,2480700,88.08
"2011-12-30",93.29,94.37,93.29,93.7,2271300,88.06
"2012-01-03",96.73,97.87,95.42,96.63,4349200,90.82
"2012-01-04",96.44,97.35,95.69,96.92,3757700,91.09
"2012-01-05",96.78,97.2,95.32,96.15,3513300,90.37
"2012-01-06",96.94,97.04,94.79,95.77,3052100,90.01
"2012-01-09",95.65,97.43,95.62,96.93,3332900,91.1
"2012-01-10",98.73,99.42,97.47,97.88,4356500,91.99
"2012-01-11",97.17,97.5,96,96.58,3411100,90.77
"2012-01-12",96.68,99.76,96.6,97.82,6241400,91.94
"2012-01-13",97.16,97.64,96.23,97.62,4059500,91.75
"2012-01-17",99.13,100.23,98.84,99.3,4024600,93.33
"2012-01-18",99.41,101,98.1,100.93,4335800,94.86
"2012-01-19",101.26,101.26,99.3,99.86,4135200,93.85
"2012-01-20",100.46,100.59,98.46,100.37,5017900,94.33
"2012-01-23",101.57,102.42,99.85,102.06,5041400,95.92
"2012-01-24",100.64,101.48,99.53,100.92,4749400,94.85
"2012-01-25",101.31,103.83,99.16,103.46,6186100,97.24
"2012-01-26",103.41,103.66,99.86,100.19,4931200,94.16
"2012-01-27",99.64,101.47,99.54,100.25,3607200,94.22
"2012-01-30",98.98,99.93,98.1,99.62,3890600,93.63
"2012-01-31",100.42,100.61,98.52,99.77,4108100,93.77
"2012-02-01",100.39,100.78,98.91,99.3,4235200,93.33
"2012-02-02",99.39,99.82,97.37,98.48,4199800,92.56
"2012-02-03",100.11,102.87,99.23,102.63,4297500,96.46
"2012-02-06",101.99,104,101.5,104,3146000,97.75
"2012-02-07",104.1,105.25,103.1,104.84,4772400,98.53
"2012-02-08",105.63,105.63,102.7,103.8,3688000,97.56
"2012-02-09",103.91,105.56,103.64,104.23,3000300,97.96
"2012-02-10",102.57,102.8,101.61,102.7,3415300,96.52
"2012-02-13",103.83,104.17,102.9,104.06,2324100,97.8
"2012-02-14",104.24,104.91,103.25,104,3425100,97.75
"2012-02-15",104.64,104.65,103.28,103.76,2733300,97.52
"2012-02-16",104.16,104.58,103.08,104.33,3095000,98.06
"2012-02-17",104.69,104.95,103.08,103.92,2965000,97.67
"2012-02-21",104.8,105.24,103.92,104.41,3340300,98.13
"2012-02-22",103.26,104,102.76,103.26,3460300,97.05
"2012-02-23",103.52,104.76,102.94,104.67,3108500,98.37
"2012-02-24",104.78,104.86,103.46,103.86,3712200,97.61
"2012-02-27",103.35,104.86,103,104.49,3130100,98.21
"2012-02-28",104.65,106.68,104.55,105.46,3587800,99.12
"2012-02-29",105.38,106.32,104.05,104.37,4958600,98.09
"2012-03-01",104.8,105.42,103.48,104.87,3667400,98.56
"2012-03-02",104.5,104.71,103.7,104.36,2808400,98.08
"2012-03-05",104.12,104.43,102.45,103.52,3141900,97.29
"2012-03-06",101.48,101.81,100.39,101.03,4988500,94.95
"2012-03-07",100.87,100.97,99.7,99.89,4392000,94.39
"2012-03-08",101.12,101.52,100.51,100.86,2610400,95.3
"2012-03-09",100.92,101.81,100.4,100.7,2584900,95.15
"2012-03-12",100.38,100.65,98.11,98.44,3855200,93.02
"2012-03-13",99.09,99.99,98,99.98,3575700,94.47
"2012-03-14",99.96,100.41,98.49,98.92,2665100,93.47
"2012-03-15",98.89,99.74,97.86,98.9,2874000,93.45
"2012-03-16",99.26,100.88,99.07,100.58,4812400,95.04
"2012-03-19",100.96,101.97,100.08,101.5,2645000,95.91
