"","PCP.Open","PCP.High","PCP.Low","PCP.Close","PCP.Volume","PCP.Adjusted"
"2010-07-13",109.48,110.38,109.22,109.66,1058300,109.37
"2010-07-14",109.05,110.72,108.68,110.19,1080000,109.9
"2010-07-15",110.51,111.89,108.05,109.78,1503200,109.49
"2010-07-16",111.12,111.57,106.85,107.19,1743700,106.9
"2010-07-19",108,108.79,106.85,108.07,971500,107.78
"2010-07-20",106.3,109.98,105.61,109.73,733500,109.44
"2010-07-21",110.77,112.54,109.63,111.24,1943400,110.94
"2010-07-22",110,116.76,109.52,116,3864900,115.69
"2010-07-23",116.03,119.31,115.65,119.17,2121500,118.85
"2010-07-26",119.01,122.55,119.01,122.53,1567200,122.2
"2010-07-27",122.7,123.78,119.54,120.94,1752000,120.62
"2010-07-28",120.86,123.52,120.34,122.39,1454800,122.06
"2010-07-29",122.68,124.12,121.42,122.65,1352800,122.32
"2010-07-30",122.13,122.74,120.74,122.19,917000,121.86
"2010-08-02",124.08,125.05,122.53,124.9,791700,124.57
"2010-08-03",124.17,124.92,123.11,124.16,735700,123.83
"2010-08-04",124.34,125.64,123.75,125.35,538500,125.02
"2010-08-05",125.02,125.62,123.78,125.52,496900,125.19
"2010-08-06",124.09,125.44,122.13,123.97,930800,123.64
"2010-08-09",124.95,124.95,123.2,124.09,921500,123.76
"2010-08-10",123.19,123.57,120.95,122.37,1029700,122.04
"2010-08-11",120.24,120.6,116.57,117.43,862600,117.12
"2010-08-12",115.78,118.36,115.29,117.15,779200,116.84
"2010-08-13",116.63,118.49,116.46,117.88,542100,117.57
"2010-08-16",117.42,118.3,116.34,117.77,507200,117.46
"2010-08-17",119.16,122.24,118.61,121.32,914400,121
"2010-08-18",121.32,122.64,120.03,122.27,900100,121.94
"2010-08-19",121.94,121.94,118.44,120.01,933100,119.69
"2010-08-20",119.01,119.72,117.79,119.24,547700,118.92
"2010-08-23",120.05,120.23,116.88,116.92,552400,116.61
"2010-08-24",114.82,115.26,112.6,114,1172600,113.7
"2010-08-25",113.21,114.06,111.16,113.53,639400,113.23
"2010-08-26",114,116.03,112.96,113.66,644200,113.36
"2010-08-27",113.71,116.48,112.36,116.18,702900,115.87
"2010-08-30",115.69,116.26,113.82,113.92,913100,113.62
"2010-08-31",113.65,114.57,112.28,113.18,918300,112.88
"2010-09-01",115.67,120.11,113.73,119.95,1065500,119.66
"2010-09-02",119.89,121.92,119.71,121.61,552700,121.32
"2010-09-03",123.19,124.78,122.41,124.15,891100,123.85
"2010-09-07",123,123.33,121.73,121.84,547500,121.55
"2010-09-08",122.76,125,122.74,123.74,693200,123.44
"2010-09-09",125.16,126.38,121.9,122.64,983100,122.35
"2010-09-10",123.1,124.03,122.14,122.91,909300,122.62
"2010-09-13",124.58,125.84,124.31,124.62,813600,124.32
"2010-09-14",124.57,124.59,122.8,124.06,968600,123.76
"2010-09-15",123.63,124.53,122.64,123.19,1215000,122.89
"2010-09-16",123.79,124.4,121.86,124.4,955100,124.1
"2010-09-17",126,128.34,125.19,126.68,1968200,126.38
"2010-09-20",127.15,129.28,126.78,129.11,1804400,128.8
"2010-09-21",129.17,130.93,128.58,130.19,1434000,129.88
"2010-09-22",130,131.74,128.41,129.21,971000,128.9
"2010-09-23",127.67,128.49,126.04,126.74,864400,126.44
"2010-09-24",128.64,131.5,128.31,131.38,833200,131.06
"2010-09-27",131.31,131.5,128.66,129.33,750200,129.02
"2010-09-28",129.71,130.39,127.39,130.15,675500,129.84
"2010-09-29",129.25,130.14,128.3,129.67,1109000,129.36
"2010-09-30",129.8,131,126.92,127.35,1299400,127.04
"2010-10-01",128.69,129.96,128.12,128.78,1295100,128.47
"2010-10-04",128.45,129.9,126.9,127.44,707200,127.13
"2010-10-05",129.2,131.6,128.5,131.31,1073000,130.99
"2010-10-06",131.26,132.24,130.44,131.03,866300,130.72
"2010-10-07",131.97,132.79,129.71,130.88,752900,130.57
"2010-10-08",131.36,132.27,130.69,131.8,839000,131.48
"2010-10-11",131.8,132.29,130.73,131.06,586100,130.75
"2010-10-12",130.55,130.55,128.05,129.96,868800,129.65
"2010-10-13",130.93,132.9,130.06,131.86,677400,131.54
"2010-10-14",131.89,132.59,129.72,130.44,826100,130.13
"2010-10-15",132.31,133.96,130.51,132.74,1698400,132.42
"2010-10-18",132.96,132.96,130.26,130.41,1153200,130.1
"2010-10-19",128.99,129.43,127.21,128.21,1076900,127.9
"2010-10-20",128.85,130.77,128.24,129.96,1383500,129.65
"2010-10-21",132.01,138.9,132.01,135.31,3117600,134.99
"2010-10-22",135.38,140.63,135.38,139.52,2337900,139.19
"2010-10-25",140.16,141.21,137.86,138.12,822100,137.79
"2010-10-26",137.64,137.64,135.41,136,1142700,135.67
"2010-10-27",134.38,137.39,133.55,137,1141100,136.67
"2010-10-28",138.19,139.2,135.67,137.47,1278700,137.14
"2010-10-29",137.14,137.84,135.99,136.58,630600,136.25
"2010-11-01",137,138.98,135.89,137.17,561900,136.84
"2010-11-02",138.77,140.9,138.61,140.83,1103000,140.49
"2010-11-03",140.65,141.33,138.11,140.08,906300,139.74
"2010-11-04",141.45,143.52,140.89,143.23,1433900,142.89
"2010-11-05",143.41,145.4,143.28,145,1044900,144.65
"2010-11-08",141.51,143.43,139.33,141.03,1591300,140.69
"2010-11-09",141.74,142.08,139.3,140.06,930700,139.72
"2010-11-10",139.23,139.23,136.95,137.56,1420900,137.23
"2010-11-11",136.02,136.03,132.44,133.87,2508600,133.55
"2010-11-12",132.58,133.97,131.59,132.93,1225700,132.61
"2010-11-15",132.89,134.22,131.67,133.47,1194700,133.15
"2010-11-16",132.8,132.95,129.81,131.93,1039500,131.61
"2010-11-17",131.85,133.56,130.97,131.39,707400,131.07
"2010-11-18",132.35,135,132.35,134.4,1133700,134.08
"2010-11-19",134.63,136.39,133.58,135.1,1260900,134.78
"2010-11-22",134.01,135.29,133.03,134.99,622100,134.67
"2010-11-23",133.63,135.58,132.87,135.17,952300,134.85
"2010-11-24",135.98,139.87,135.79,139.75,1016700,139.41
"2010-11-26",137.73,139.31,136.38,138.75,426200,138.42
"2010-11-29",137.58,137.8,135.58,137.23,1005600,136.9
"2010-11-30",135.75,138.98,135.23,138.07,754400,137.74
"2010-12-01",140.45,141.96,140,140.78,1136200,140.47
"2010-12-02",140.59,142.54,140.51,142.31,780400,142
"2010-12-03",141.36,143.01,140.41,142.76,728400,142.45
"2010-12-06",142.06,143.27,141.4,142.44,431700,142.13
"2010-12-07",143.75,143.79,141.04,141.4,876100,141.09
"2010-12-08",141.45,142.92,140.08,141.11,504700,140.8
"2010-12-09",141.81,142.49,139.58,140.41,507600,140.1
"2010-12-10",141.03,141.75,139.81,141.21,458000,140.9
"2010-12-13",141.37,143.45,141.37,142.01,730600,141.7
"2010-12-14",142.3,142.9,139.44,139.72,1146800,139.42
"2010-12-15",139.3,140.45,137.98,137.98,872900,137.68
"2010-12-16",138.01,139.27,136.89,138.96,697000,138.66
"2010-12-17",138.61,140.89,137.42,140.63,1470400,140.32
"2010-12-20",141.12,141.55,139.65,140.66,966300,140.35
"2010-12-21",141,142.93,140.25,141.32,674900,141.01
"2010-12-22",141.03,142.23,140.87,141.93,331900,141.62
"2010-12-23",141.67,142.66,141.18,141.56,372400,141.25
"2010-12-27",140.46,141.44,139.56,140.03,364200,139.72
"2010-12-28",140.65,140.82,139.11,140.21,245500,139.9
"2010-12-29",140.63,140.63,139.33,140.07,272100,139.76
"2010-12-30",139.83,140.24,139.26,139.48,248900,139.18
"2010-12-31",139.25,139.47,138.38,139.21,331100,138.91
"2011-01-03",140.38,141.1,139.51,140.84,568400,140.53
"2011-01-04",140.8,140.84,138.19,139.67,651000,139.37
"2011-01-05",138.9,144.31,138.64,142.21,1375400,141.9
"2011-01-06",142.15,143.74,141.72,142.92,472600,142.61
"2011-01-07",142.86,144.04,142.01,142.92,524100,142.61
"2011-01-10",141.91,142.97,140.59,142.35,662400,142.04
"2011-01-11",143.47,144.55,140.76,141.82,696200,141.51
"2011-01-12",142.99,143.42,140.05,140.45,775400,140.14
"2011-01-13",141.06,144.3,140.65,144.12,943300,143.81
"2011-01-14",143.63,144.85,142.85,144.76,709200,144.44
"2011-01-18",144.94,147.8,144.9,147.78,884200,147.46
"2011-01-19",147.18,148.36,144.41,145.22,624800,144.9
"2011-01-20",144.72,145.33,142.8,143.3,1004000,142.99
"2011-01-21",144.85,144.93,140.55,140.76,1252200,140.45
"2011-01-24",140.81,142.26,140.12,142.17,728200,141.86
"2011-01-25",141.83,144,140.01,143.79,866400,143.48
"2011-01-26",143.98,145.2,142.46,144.65,1277900,144.33
"2011-01-27",144.63,146.16,144.18,144.53,1079300,144.21
"2011-01-28",144.96,145.48,140.38,140.98,785400,140.67
"2011-01-31",141.26,143.18,141.2,142.99,741300,142.68
"2011-02-01",144,144.42,143.11,143.85,736100,143.54
"2011-02-02",142.69,143.92,142.22,142.85,824500,142.54
"2011-02-03",142.8,143.5,141.47,142.73,522200,142.42
"2011-02-04",142.87,145.18,142.65,144.98,927500,144.66
"2011-02-07",145.07,148.68,145.07,147.39,1143000,147.07
"2011-02-08",147.69,148,146.62,147.77,464600,147.45
"2011-02-09",147.6,149.46,147.32,149.22,762600,148.89
"2011-02-10",148.87,149.94,147.68,149.49,782500,149.16
"2011-02-11",148.33,149.99,147.85,149.29,691400,148.96
"2011-02-14",149.35,151.96,149.05,151.25,915500,150.92
"2011-02-15",150.17,151.91,149.43,151.04,636600,150.71
"2011-02-16",151.26,151.88,148.4,150.61,811000,150.28
"2011-02-17",149.95,150.42,149.03,149.1,670500,148.77
"2011-02-18",150.08,150.08,148.33,148.63,952100,148.31
"2011-02-22",147.5,147.69,143.24,143.78,753100,143.47
"2011-02-23",143.71,144.08,140.03,141.57,902000,141.26
"2011-02-24",141.08,143.34,138.69,140.24,1202200,139.93
"2011-02-25",142.43,143.07,141.05,142.23,846300,141.92
"2011-02-28",142.83,143.07,140.59,141.75,602000,141.44
"2011-03-01",142.64,142.86,137.48,137.94,944600,137.64
"2011-03-02",137.68,139.49,136.73,137.8,1091400,137.53
"2011-03-03",139.5,142.27,139.3,141.48,664600,141.2
"2011-03-04",141.33,141.33,137.03,139.15,771300,138.88
"2011-03-07",139.99,140.14,136,136.58,756000,136.31
"2011-03-08",136.74,140.86,136.22,139.6,976100,139.33
"2011-03-09",139.6,142.5,138.49,141.6,1390100,141.32
"2011-03-10",139.7,141.35,138.25,139.69,1246100,139.42
"2011-03-11",139.37,146.66,139.37,145.71,1671100,145.42
"2011-03-14",143.96,144.8,142.8,144.17,1038400,143.89
"2011-03-15",140.58,143.49,140.06,141.75,1657200,141.47
"2011-03-16",141.31,141.74,136.61,137.88,1140900,137.61
"2011-03-17",140.41,142.1,138.57,139.15,967800,138.88
"2011-03-18",140.91,141.98,139.83,140.24,1144000,139.96
"2011-03-21",142.09,143.83,142.08,142.9,742900,142.62
"2011-03-22",142.63,142.63,141,142.15,1342100,141.87
"2011-03-23",141.43,144.28,140.67,143.95,594300,143.67
"2011-03-24",144.68,145.12,143.58,145.1,729800,144.81
"2011-03-25",145.3,146.98,144.36,145.93,938600,145.64
"2011-03-28",146.1,146.67,145.77,145.9,630000,145.61
"2011-03-29",146.32,148.25,145,148.15,905900,147.86
"2011-03-30",148.71,149.35,147.3,147.72,1306900,147.43
"2011-03-31",147.19,147.8,146.83,147.18,769500,146.89
"2011-04-01",148.67,151,147.85,149.61,692400,149.32
"2011-04-04",149.32,149.32,147.85,148.77,368200,148.48
"2011-04-05",148.09,148.9,146.79,147.48,609400,147.19
"2011-04-06",148.49,148.75,146.98,147.71,374100,147.42
"2011-04-07",147.06,148.55,146.29,147.19,387300,146.9
"2011-04-08",148.52,149.08,145.02,146.25,383500,145.96
"2011-04-11",146.32,147.15,145.04,145.87,396600,145.58
"2011-04-12",144.88,145,143.3,144.01,704600,143.73
"2011-04-13",144.75,145.75,142.32,143.68,466500,143.4
"2011-04-14",142.38,143,141.05,142.24,540000,141.96
"2011-04-15",142.87,144.46,141.74,144.09,650800,143.81
"2011-04-18",141.99,142.6,140.42,142.37,586400,142.09
"2011-04-19",143.03,143.85,141.98,143.11,370800,142.83
"2011-04-20",144.6,148.51,144.19,148.15,773300,147.86
"2011-04-21",149.09,150.42,148.62,150.09,749300,149.79
"2011-04-25",149.41,149.73,147.77,148.39,415700,148.1
"2011-04-26",149.45,151.61,149.23,150.8,674800,150.5
"2011-04-27",150.83,152.04,150.1,151.77,495600,151.47
"2011-04-28",151.38,153.83,150.72,153.5,569600,153.2
"2011-04-29",153.74,155.74,153.46,154.52,899000,154.22
"2011-05-02",155.07,155.78,153.52,153.91,603300,153.61
"2011-05-03",154.68,155.75,153.4,154.97,721000,154.67
"2011-05-04",154.64,155.66,152.09,153.43,834700,153.13
"2011-05-05",152.63,156.15,151.93,153.97,1182900,153.67
"2011-05-06",156.27,158.13,155.36,157.78,1250100,157.47
"2011-05-09",157.75,159.36,156.87,157.55,838300,157.24
"2011-05-10",157.81,158.95,157.29,157.98,782200,157.67
"2011-05-11",157.81,158.27,155.12,156.2,770900,155.89
"2011-05-12",152.04,158,151.4,157.43,1029100,157.12
"2011-05-13",158.22,159.28,153.83,155.15,771600,154.85
"2011-05-16",154.99,156.66,154.02,155.96,675900,155.65
"2011-05-17",155.09,155.28,151.68,152.44,797900,152.14
"2011-05-18",152.91,154.93,152,154.72,380600,154.42
"2011-05-19",155.66,156.28,154.11,154.85,328900,154.55
"2011-05-20",154.81,154.81,153.12,153.32,537800,153.02
"2011-05-23",151.69,152.86,150.3,151.69,845400,151.39
"2011-05-24",152.19,152.81,150.05,150.56,654200,150.26
"2011-05-25",153.55,154.67,149.44,153.55,916600,153.25
"2011-05-26",154.36,157.92,152.92,156.1,1213200,155.79
"2011-05-27",156.57,157.29,156.31,156.63,523400,156.32
"2011-05-31",157.72,158.51,155.77,157.1,969400,156.79
"2011-06-01",156.63,157.19,153.28,153.3,845300,153
"2011-06-02",154.3,155.51,152.93,153.73,484300,153.43
"2011-06-03",151.31,154.03,151,153.14,669800,152.84
"2011-06-06",153.07,155.09,152.71,153.26,586900,152.96
"2011-06-07",153.93,154.75,152.82,152.82,554800,152.52
"2011-06-08",152.46,152.99,150.94,151.29,532800,151.02
"2011-06-09",151.4,151.84,150.31,151.14,833500,150.87
"2011-06-10",150.65,150.65,148.35,148.43,714200,148.17
"2011-06-13",148.34,149.59,147.63,148.34,870400,148.08
"2011-06-14",150.21,153.71,150.02,153.27,1495800,153
"2011-06-15",151.87,153.73,150.39,151.12,762800,150.85
"2011-06-16",151.44,152.73,150.09,151.78,907000,151.51
"2011-06-17",153,154.57,152.53,152.95,742000,152.68
"2011-06-20",152.11,155.54,151.39,155.03,655100,154.76
"2011-06-21",155.83,157.3,155.11,156.84,615400,156.56
"2011-06-22",156.47,159.35,156.14,157.55,1017000,157.27
"2011-06-23",155.13,155.97,153.17,154.79,1009500,154.52
"2011-06-24",154.96,155.5,152.98,153.78,440800,153.51
"2011-06-27",154.1,155.47,153.2,155.06,503000,154.79
"2011-06-28",155.39,159.87,154.77,159.68,1317400,159.4
"2011-06-29",160.1,163.02,158.22,161.93,1208600,161.64
"2011-06-30",162.69,165.12,162.25,164.65,708400,164.36
"2011-07-01",164.18,165.99,163.16,165.84,909300,165.55
"2011-07-05",165.8,167.64,163.39,167.12,861400,166.82
"2011-07-06",167.22,170,166.54,170,935200,169.7
"2011-07-07",171.43,171.43,164.07,164.18,1918900,163.89
"2011-07-08",161.59,163.14,161.46,162.79,1222600,162.5
"2011-07-11",161.52,164.78,161.2,161.8,1194200,161.51
"2011-07-12",161.44,162.64,159.71,160.92,867000,160.64
"2011-07-13",161.49,163.11,160.65,161.84,888400,161.55
"2011-07-14",161.9,162.97,159.7,160.48,989700,160.2
"2011-07-15",161.18,162.53,159.13,161.48,1075600,161.19
"2011-07-18",160.87,161.19,157.86,159.31,505300,159.03
"2011-07-19",160.31,162.74,160.28,162.27,735300,161.98
"2011-07-20",162.4,163.66,161.38,162.36,562500,162.07
"2011-07-21",163.41,167.88,163.35,167.52,1080300,167.22
"2011-07-22",167.27,167.42,163.38,165.4,892400,165.11
"2011-07-25",163.99,164.97,162.51,162.67,823100,162.38
"2011-07-26",162.11,162.11,158.92,160.27,714600,159.99
"2011-07-27",159.23,159.74,155.03,156.05,952000,155.77
"2011-07-28",157.87,164.06,157.87,159.13,1595000,158.85
"2011-07-29",157.56,163.28,155.64,161.38,1256500,161.09
"2011-08-01",162.18,164.15,157.42,160.76,985000,160.48
"2011-08-02",159.42,161.29,156.84,156.94,1073500,156.66
"2011-08-03",157.1,158,151.58,156.55,1129600,156.27
"2011-08-04",154.6,155.08,148.77,148.87,1591900,148.61
"2011-08-05",150.36,151.34,145.23,149.3,1908800,149.04
"2011-08-08",145.52,148.68,138.69,138.78,1648800,138.53
"2011-08-09",138.72,146.96,136.04,145.99,2530800,145.73
"2011-08-10",141.94,146.55,140.58,140.86,1683800,140.61
"2011-08-11",142.51,151.83,141.16,149.87,1586000,149.6
"2011-08-12",149.59,153.58,149.16,152.37,868700,152.1
"2011-08-15",153.51,153.68,149.19,152.54,730300,152.27
"2011-08-16",150.51,152.49,148.57,150.1,894300,149.83
"2011-08-17",150.92,153.66,150.45,151.89,952200,151.62
"2011-08-18",147.29,147.62,138.39,140.77,2351300,140.52
"2011-08-19",138.98,146.38,138.46,142.45,1921900,142.2
"2011-08-22",146.24,146.28,142.94,144.46,1092400,144.2
"2011-08-23",144.92,150.89,143.87,150.59,1079300,150.32
"2011-08-24",150.29,155.58,150.28,155.26,1375100,154.99
"2011-08-25",157.08,157.65,152.7,153.59,957900,153.32
"2011-08-26",152.14,159.85,148.79,158.25,899400,157.97
"2011-08-29",158.86,164.09,158.1,163.94,670300,163.65
"2011-08-30",163.53,166.68,162.27,165.66,963000,165.37
"2011-08-31",166.91,168.73,161.72,163.85,1611700,163.56
"2011-09-01",163.56,165.55,159.79,160.59,1380000,160.31
"2011-09-02",157.51,159.04,155.18,156.1,838600,155.82
"2011-09-06",149.95,156.48,149.56,156.14,957500,155.86
"2011-09-07",159.46,160.86,158.33,160.65,979600,160.4
"2011-09-08",157.89,162.88,157.89,159.78,583500,159.53
"2011-09-09",157.68,158.88,154.83,156.8,962600,156.55
"2011-09-12",154.96,158.93,154.05,158.91,840700,158.66
"2011-09-13",159.53,164.29,157.83,163.94,1054200,163.68
"2011-09-14",164.31,169.43,161.83,167.16,1053600,166.9
"2011-09-15",168.37,169.91,167.84,169.64,939700,169.37
"2011-09-16",169.36,172,168.49,171.49,1283500,171.22
"2011-09-19",168.44,171.99,167,170.79,1088100,170.52
"2011-09-20",172.23,173.46,169.41,170.84,818900,170.57
"2011-09-21",172.07,173.98,161.02,161.22,2005200,160.97
"2011-09-22",156.68,159.27,154,157.09,2170800,156.84
"2011-09-23",156.53,163.06,155.67,162.11,1225600,161.85
"2011-09-26",163.29,164.78,160.62,162.96,1363000,162.7
"2011-09-27",165.67,171.05,165.67,167.31,1482900,167.05
"2011-09-28",167.69,169.95,161.98,162.14,922400,161.88
"2011-09-29",164.34,167.24,155.79,158.09,1963400,157.84
"2011-09-30",156.44,158.2,152.61,155.46,1707100,155.21
"2011-10-03",154.55,155.39,147.69,148.33,2278600,148.1
"2011-10-04",145.81,146.85,139.87,145.62,3200000,145.39
"2011-10-05",146.35,153.52,144.76,152.61,1972500,152.37
"2011-10-06",151.07,155.09,149.03,155.01,1135200,154.77
"2011-10-07",155.59,158.85,154.67,156.47,1330800,156.22
"2011-10-10",159.41,161.97,158.46,161.97,946700,161.71
"2011-10-11",160.88,164.55,159.95,163.89,658000,163.63
"2011-10-12",165.01,166.14,161.9,163.8,708900,163.54
"2011-10-13",162.75,164.02,160.15,163.64,621000,163.38
"2011-10-14",165.59,165.59,163.26,165.26,577400,165
"2011-10-17",165.16,165.16,161.09,161.62,475700,161.36
"2011-10-18",160.98,168.23,160.46,167.08,721000,166.82
"2011-10-19",167.27,169.09,163.82,164.27,758100,164.01
"2011-10-20",163.93,166.6,163.22,165.05,613200,164.79
"2011-10-21",167.7,169.72,166.05,169.5,1221800,169.23
"2011-10-24",169.75,173.58,169.61,173.14,899800,172.87
"2011-10-25",172,173.85,170.58,171.26,889700,170.99
"2011-10-26",174,174.77,169.94,172.63,1198200,172.36
"2011-10-27",175.09,178.98,165.29,166.47,2823000,166.21
"2011-10-28",166,166.49,159.11,161.92,2061200,161.66
"2011-10-31",160.59,164.86,159.45,163.15,2008300,162.89
"2011-11-01",159.31,161.22,157.77,158.18,1237800,157.93
"2011-11-02",161.18,163.6,159.96,161.78,843200,161.52
"2011-11-03",162.7,167.27,162.24,166.83,726700,166.57
"2011-11-04",165.04,168.66,163.58,168.07,855600,167.8
"2011-11-07",167.79,168.75,165.73,167.96,964000,167.69
"2011-11-08",168.8,169.99,166,169.79,485700,169.52
"2011-11-09",165.9,167.97,164.02,164.25,931000,163.99
"2011-11-10",165.82,167.33,163.81,166.04,658100,165.78
"2011-11-11",167.05,168.67,166.39,167.34,690400,167.08
"2011-11-14",166,166.96,163.4,164.18,1077200,163.92
"2011-11-15",163.83,166.02,162.96,164.6,684700,164.34
"2011-11-16",162.97,164.71,161.19,161.62,519600,161.36
"2011-11-17",160.86,161.52,156.51,158.45,736600,158.2
"2011-11-18",159,160.22,157.78,159,543500,158.75
"2011-11-21",155.76,158.45,151.93,157.63,1135800,157.38
"2011-11-22",156.87,157.26,154.19,154.51,635500,154.27
"2011-11-23",152.97,154.13,151.42,152.05,737000,151.81
"2011-11-25",152.1,155.8,152.1,152.93,345200,152.69
"2011-11-28",157.82,159.59,156.86,158.93,653400,158.68
"2011-11-29",160.23,161.5,158.52,159.11,726800,158.86
"2011-11-30",162.87,165,162.13,164.75,1035800,164.49
"2011-12-01",164.05,164.9,163.28,163.86,753100,163.6
"2011-12-02",164.55,164.98,161.38,161.78,726900,161.52
"2011-12-05",165.05,165.13,162.9,164.51,819100,164.25
"2011-12-06",164.23,164.92,162.03,162.03,759700,161.77
"2011-12-07",161.8,164.42,160.54,163.07,668000,162.84
"2011-12-08",162.33,162.38,157.69,158.23,638600,158.01
"2011-12-09",158.1,162.7,158.1,162.32,642100,162.09
"2011-12-12",160.84,160.84,157.01,158.64,596600,158.42
"2011-12-13",159.64,160.63,154.05,155,965300,154.78
"2011-12-14",154.73,155.52,152,154.05,919900,153.84
"2011-12-15",155.73,157.12,154.02,155.94,803300,155.72
"2011-12-16",158.96,159.88,155.68,156.03,1023100,155.81
"2011-12-19",156.99,158.03,155.64,156,596500,155.78
"2011-12-20",158.37,164.09,158.06,162.75,924100,162.52
"2011-12-21",162.21,163.49,159.23,163.36,958900,163.13
"2011-12-22",163.54,164.59,162.48,164.07,649800,163.84
"2011-12-23",164.9,165,163.18,164.53,401700,164.3
"2011-12-27",164.04,165.74,163.51,165.69,358400,165.46
"2011-12-28",165.32,165.66,162.52,163.56,435300,163.33
"2011-12-29",163.96,166.92,163.96,166.82,448700,166.59
"2011-12-30",166.38,166.82,164.78,164.79,388700,164.56
"2012-01-03",167.34,169.58,167.28,168.86,849600,168.62
"2012-01-04",168.14,169.22,167.35,168.94,654900,168.7
"2012-01-05",168.24,169.48,166.49,168.92,453700,168.68
"2012-01-06",168.68,169.93,168.11,169.63,389700,169.39
"2012-01-09",170,170.56,168.2,170.54,445500,170.3
"2012-01-10",171.67,175.5,171.18,175.16,914500,174.92
"2012-01-11",175,175,173.1,173.76,540600,173.52
"2012-01-12",174.22,174.43,171.5,172.43,903800,172.19
"2012-01-13",171.34,171.56,169.74,170.5,756400,170.26
"2012-01-17",172.38,174.55,171.56,173.35,662100,173.11
"2012-01-18",172.55,174.8,172.13,174.59,420600,174.35
"2012-01-19",175,177.56,174.39,177.31,669400,177.06
"2012-01-20",177.58,177.58,174.79,177.16,773800,176.91
"2012-01-23",177.3,179.47,175.51,175.73,481300,175.49
"2012-01-24",174.67,174.69,173.55,174.09,628300,173.85
"2012-01-25",173.32,177.63,172.94,176.28,790100,176.03
"2012-01-26",172.7,176.5,166.06,166.34,2838900,166.11
"2012-01-27",165.61,168.27,162.38,166.52,1900600,166.29
"2012-01-30",165.02,165.43,163.58,164.68,791700,164.45
"2012-01-31",165.43,165.83,162.07,163.68,935400,163.45
"2012-02-01",165.79,168.59,165.41,166.45,757500,166.22
"2012-02-02",166.43,167.38,164.82,166.9,621500,166.67
"2012-02-03",168.12,172.51,167.66,171.91,1001100,171.67
"2012-02-06",170.41,171.98,169.14,169.73,726600,169.49
"2012-02-07",169.58,170.47,168.32,169.71,496700,169.47
"2012-02-08",169.31,171.97,169.1,171.72,542300,171.48
"2012-02-09",171.7,173.24,170.11,170.32,693500,170.08
"2012-02-10",169.11,169.52,167.91,168.4,505000,168.17
"2012-02-13",170.02,171.11,168.28,170.93,630200,170.69
"2012-02-14",170.13,171.24,168.58,170.26,382600,170.02
"2012-02-15",171.71,171.71,167.69,168.34,688400,168.11
"2012-02-16",168.34,168.62,165,166.94,972100,166.71
"2012-02-17",167.81,167.99,165.5,167.51,651400,167.28
"2012-02-21",168.11,168.8,167.17,167.53,352200,167.3
"2012-02-22",166.75,167.63,165.7,167.57,491000,167.34
"2012-02-23",167.36,167.44,165.92,167.11,676000,166.88
"2012-02-24",167.49,170.88,166.84,168.77,554900,168.53
"2012-02-27",166.81,169.7,166.18,167.94,404600,167.71
"2012-02-28",168.4,168.8,166.57,167.72,383800,167.49
"2012-02-29",167.9,169.79,167.25,167.43,682700,167.2
"2012-03-01",166.99,169.53,166.99,168.23,558800,168
"2012-03-02",167.97,168.73,166.27,167.33,424800,167.1
"2012-03-05",167.12,167.49,164.84,167.14,832000,166.91
"2012-03-06",165.38,167.21,164.78,165.26,693400,165.03
"2012-03-07",165.85,166.46,164.61,164.99,591800,164.79
"2012-03-08",166.5,173.09,166.5,171.55,941200,171.34
"2012-03-09",172.21,175.15,171.55,174.47,1067600,174.26
"2012-03-12",174.16,174.47,171.81,172.15,445400,171.94
"2012-03-13",172.49,176,171.48,175.8,700100,175.59
"2012-03-14",175.8,176.4,174.19,175.73,502600,175.52
"2012-03-15",175.58,176.3,173.88,175.41,506500,175.2
"2012-03-16",175.42,176.32,175.1,175.53,936700,175.32
"2012-03-19",174.9,176.2,174.53,175.54,447000,175.33
"2012-03-20",174.51,174.66,172.27,173.01,414700,172.8
"2012-03-21",173.39,173.74,171.96,172.7,351700,172.49
"2012-03-22",172.33,172.33,169.25,170.81,475800,170.6
"2012-03-23",170.78,172.5,170.39,172.3,357500,172.09
"2012-03-26",173.64,176.53,173.64,176.24,579800,176.03
"2012-03-27",176.18,176.75,174.74,174.99,447900,174.78
"2012-03-28",174.63,175.11,172.36,173.36,405600,173.15
"2012-03-29",171.99,172.66,169.84,171.83,571500,171.62
"2012-03-30",173.52,174.86,172.88,172.9,810900,172.69
"2012-04-02",172.41,175.43,171.92,174.58,504400,174.37
"2012-04-03",174.09,174.54,171.24,172.69,761600,172.48
"2012-04-04",171.51,172.7,170,171.78,647000,171.57
"2012-04-05",171.25,172.05,170.12,170.19,602500,169.98
"2012-04-09",167.95,168.47,166.93,167.62,645700,167.42
"2012-04-10",167.2,167.31,163.19,163.47,1032800,163.27
"2012-04-11",165.21,169.2,164.86,168.2,1099300,168
"2012-04-12",168.27,171.82,168.02,171.24,835300,171.03
"2012-04-13",169.22,171.28,169.22,169.95,455000,169.74
"2012-04-16",170.52,171.68,169.49,170.02,483400,169.81
"2012-04-17",171.35,174.15,170.17,173.05,379200,172.84
"2012-04-18",172.09,173.66,171.74,173.1,434700,172.89
"2012-04-19",172.98,173.47,171.26,172.08,627100,171.87
"2012-04-20",172.52,174.86,172.42,173.9,843300,173.69
