"","APC.Open","APC.High","APC.Low","APC.Close","APC.Volume","APC.Adjusted"
"2010-06-28",38.02,38.27,37.22,37.74,8059400,36.96
"2010-06-29",37.03,37.25,36.4,36.67,8967900,35.91
"2010-06-30",35.1,37.35,34.84,36.09,16443700,35.34
"2010-07-01",36.93,37.9,36.06,37.17,12750900,36.4
"2010-07-02",37.51,38.4,37.1,38.07,7812500,37.28
"2010-07-06",39.12,39.44,38.09,38.64,8232200,37.84
"2010-07-07",39.49,41.7,39.11,41.59,11253400,40.73
"2010-07-08",43.01,45.35,42.12,44.56,15730800,43.64
"2010-07-09",44.44,46.22,43.84,45.41,12240700,44.47
"2010-07-12",46.18,47.25,45.85,46.75,11644300,45.78
"2010-07-13",47.59,49.11,46.63,47.62,17385200,46.63
"2010-07-14",46.9,48.19,46.1,47.58,7927100,46.6
"2010-07-15",47.89,49.93,47.06,49.08,11524600,48.06
"2010-07-16",49.16,49.35,47.02,47.46,10618700,46.48
"2010-07-19",47,47.32,44.44,45.52,9466400,44.58
"2010-07-20",44.71,46.35,44.48,46.14,4814600,45.18
"2010-07-21",46.61,46.85,45.33,45.98,4069900,45.03
"2010-07-22",46.5,48.25,46.39,48.1,6824100,47.1
"2010-07-23",47.95,49.17,47.47,48.77,6432200,47.76
"2010-07-26",49.86,50.74,49.15,50.53,5263700,49.48
"2010-07-27",50.55,50.72,49.44,50.31,5921300,49.27
"2010-07-28",50.07,50.59,48.43,48.82,4808400,47.81
"2010-07-29",49.3,51.02,49.3,49.95,6237600,48.92
"2010-07-30",49.1,49.83,48.75,49.16,4287300,48.14
"2010-08-02",50.71,53.41,50.52,53.27,8664200,52.17
"2010-08-03",53.19,53.47,52.2,53.14,7335300,52.04
"2010-08-04",55.73,55.92,54.76,55.42,10901900,54.27
"2010-08-05",55.09,56.97,54.72,56.92,6051000,55.74
"2010-08-06",55.73,56.34,54.54,55.68,4651500,54.53
"2010-08-09",55.8,56.46,55.38,56.35,8782700,55.18
"2010-08-10",54.72,55.68,53.82,54.09,5848600,52.97
"2010-08-11",51.65,52.7,51.1,52.59,6698900,51.5
"2010-08-12",51.42,52.64,51.2,51.84,4597100,50.77
"2010-08-13",51.58,52.83,51.54,52.37,2912800,51.29
"2010-08-16",51.85,52.43,51.4,51.94,2786500,50.86
"2010-08-17",53.09,53.4,52.5,53.05,4072400,51.95
"2010-08-18",52.96,53.22,51.58,52.21,4325200,51.13
"2010-08-19",51.89,51.89,49.6,50,7134200,48.96
"2010-08-20",49.52,50.06,48.65,48.7,5769700,47.69
"2010-08-23",49.02,49.35,46.98,47,6345900,46.03
"2010-08-24",45.84,47.44,45.07,46.27,7494900,45.31
"2010-08-25",45.55,46.98,45.28,46.75,3901500,45.78
"2010-08-26",46.99,48.28,46.55,46.96,4689000,45.99
"2010-08-27",47.32,47.89,46.16,47.41,5323500,46.43
"2010-08-30",47.53,48.36,46.35,46.36,3992100,45.4
"2010-08-31",45.59,46.48,45.32,45.99,5093000,45.04
"2010-09-01",47.34,48.87,47.18,48.79,6511500,47.78
"2010-09-02",49.48,51.29,49.05,50.24,10480000,49.2
"2010-09-03",51.44,52.24,50.52,52.06,5618000,51.07
"2010-09-07",51.48,51.68,49.76,50.27,6123800,49.32
"2010-09-08",50.03,52.39,50.03,52.39,4808400,51.4
"2010-09-09",53.47,53.75,52.15,52.28,4071300,51.29
"2010-09-10",53.22,54.3,52.3,52.91,6075100,51.91
"2010-09-13",54.24,54.27,52.82,53.32,4597500,52.31
"2010-09-14",53.28,53.57,52.6,52.65,4255500,51.65
"2010-09-15",51.86,54.23,51.85,54.11,4845700,53.08
"2010-09-16",53.71,54.24,53.51,54.11,4260800,53.08
"2010-09-17",54.48,54.8,53.72,54.14,6754700,53.11
"2010-09-20",54.47,55.91,54.13,55.4,5010100,54.35
"2010-09-21",55.4,56.04,54.51,55.78,4528100,54.72
"2010-09-22",55.82,56.44,54.8,54.99,5105700,53.95
"2010-09-23",54.07,56.05,53.79,55.46,3870600,54.41
"2010-09-24",56.3,57.37,56.04,57.02,5605900,55.94
"2010-09-27",56.72,58.42,56.72,57.68,4192900,56.59
"2010-09-28",57.61,57.67,56.62,56.94,4503200,55.86
"2010-09-29",56.63,58,56.63,57.54,4420900,56.45
"2010-09-30",57.97,58.19,56.6,57.05,5214600,55.97
"2010-10-01",57.96,58.24,56.82,57.06,4162400,55.98
"2010-10-04",56.95,57.35,55.71,56.3,3532800,55.23
"2010-10-05",57.12,57.7,56.42,57.47,5179400,56.38
"2010-10-06",57.17,57.74,56.59,57.37,3901600,56.28
"2010-10-07",57.94,57.99,56.4,56.8,2889000,55.72
"2010-10-08",57,58.3,56.32,58.19,4427100,57.09
"2010-10-11",58.1,59.05,57.62,58.78,2881000,57.67
"2010-10-12",58.4,58.84,57.35,58.3,2980900,57.2
"2010-10-13",58.66,59.28,58.04,58.44,3271700,57.33
"2010-10-14",58.44,58.76,57.21,57.23,3477100,56.15
"2010-10-15",57.65,57.75,56.03,57.64,4011100,56.55
"2010-10-18",57.67,58.72,57.31,58.48,2682900,57.37
"2010-10-19",57.47,57.8,55.65,56.05,4421400,54.99
"2010-10-20",56.35,57.63,56.2,57.39,3231700,56.3
"2010-10-21",57.23,58.9,56.97,58.79,5902800,57.68
"2010-10-22",59.32,62.69,59.31,62.51,10777200,61.33
"2010-10-25",62.56,63.37,61.91,62.78,5322600,61.59
"2010-10-26",62.15,63.84,62,63.44,4529600,62.24
"2010-10-27",62.42,62.86,60.81,62.56,3565400,61.37
"2010-10-28",63.31,63.93,61.36,61.77,5980000,60.6
"2010-10-29",61.68,62.5,61.57,61.57,3008500,60.4
"2010-11-01",62.31,64.39,62.09,63.16,7050800,61.96
"2010-11-02",62.49,64.56,61.34,63.82,6256400,62.61
"2010-11-03",64.1,64.26,62.15,63.64,4635200,62.43
"2010-11-04",64.72,66.22,64.17,65.96,5100800,64.71
"2010-11-05",66.39,67.68,66.11,67.61,6272100,66.33
"2010-11-08",67.53,67.53,62.76,64.71,9579400,63.48
"2010-11-09",65.42,66.45,62.91,63.34,6062200,62.14
"2010-11-10",63.93,65.57,62.58,65.57,4735000,64.33
"2010-11-11",65,66,64.65,65.24,3464300,64
"2010-11-12",64.38,64.38,63.14,63.98,3891300,62.77
"2010-11-15",65.55,65.8,64.44,64.6,4197100,63.38
"2010-11-16",63.62,63.8,61.98,63.03,4149600,61.84
"2010-11-17",62.58,63.18,61.51,62.09,3500200,60.91
"2010-11-18",63.2,64.46,63.2,63.69,3127100,62.48
"2010-11-19",62.92,63.64,62.36,63.63,4952400,62.42
"2010-11-22",64.03,65.45,63.35,64.88,5270000,63.65
"2010-11-23",63.74,63.81,62.43,63.09,4082300,61.89
"2010-11-24",63.57,64.62,63.2,64.28,3423500,63.06
"2010-11-26",63.31,64.45,63.3,63.56,951900,62.36
"2010-11-29",63.17,64.15,62.63,64.04,3274200,62.83
"2010-11-30",63.11,64.72,62.8,64.16,3301800,62.94
"2010-12-01",65.38,67.64,65.34,67.28,4432900,66.01
"2010-12-02",67.7,70,67.28,69.88,5589300,68.56
"2010-12-03",69.62,70.69,68.79,69.08,5225400,67.77
"2010-12-06",68.98,70.5,68.57,70.25,4574900,69.01
"2010-12-07",71.65,71.89,68.86,69.01,3837100,67.79
"2010-12-08",69.01,69.54,67.93,68.64,2009300,67.43
"2010-12-09",69.48,69.48,67.96,69.07,1980000,67.85
"2010-12-10",69.75,69.76,68.57,69.02,2906900,67.8
"2010-12-13",69.61,70.75,69.57,69.71,2585900,68.48
"2010-12-14",69.75,70.34,68.38,68.97,2582300,67.75
"2010-12-15",68.85,69.55,66.79,67.41,4540100,66.22
"2010-12-16",67.27,67.34,65.15,67.33,5436700,66.14
"2010-12-17",66.94,67.09,65.99,66,5070400,64.83
"2010-12-20",66.56,66.68,65.41,66.42,2926000,65.25
"2010-12-21",66.39,68.17,66.2,68.11,2926300,66.91
"2010-12-22",68.16,68.37,67.4,67.75,2309700,66.55
"2010-12-23",67.69,68.6,67.4,68.54,1868600,67.33
"2010-12-27",68.05,68.98,67.82,68.76,1581500,67.55
"2010-12-28",68.9,69.72,68.61,69.16,2011800,67.94
"2010-12-29",69.6,70.75,69.22,70.73,2310500,69.48
"2010-12-30",74.87,76.5,73.88,75.59,16658500,74.25
"2010-12-31",76.28,78.98,75.88,76.16,9157300,74.81
"2011-01-03",77.33,78.34,76.44,76.63,6224400,75.28
"2011-01-04",76.75,77.07,73.73,76.11,5266500,74.77
"2011-01-05",75.36,76.75,74.22,76.28,4039300,74.93
"2011-01-06",76.39,76.66,73.8,74.46,3733600,73.14
"2011-01-07",74.26,74.75,73.27,74.67,3056600,73.35
"2011-01-10",74.1,75.43,73.02,74.88,2989200,73.56
"2011-01-11",75.45,78.19,75.45,77.52,4390500,76.15
"2011-01-12",78.31,78.72,77.43,78.53,3578800,77.14
"2011-01-13",78.87,78.94,76.75,77.14,5014200,75.78
"2011-01-14",76.51,79.56,75.57,79.48,6618700,78.08
"2011-01-18",78.53,79.85,78.24,79.65,4026500,78.24
"2011-01-19",79.38,79.38,76.01,76.45,6197200,75.1
"2011-01-20",75.28,77.23,73.9,76.33,6477700,74.98
"2011-01-21",76.64,77.49,76.55,77.2,4286700,75.84
"2011-01-24",77.06,78.6,76.13,77.26,3272300,75.9
"2011-01-25",76.6,76.74,74.43,75.7,4067300,74.36
"2011-01-26",75.92,77.15,74.67,76.79,3982000,75.43
"2011-01-27",76.7,77.4,74.56,75.36,5327900,74.03
"2011-01-28",75.61,76.43,73.5,74.18,3287300,72.87
"2011-01-31",74.37,77.09,74.27,77.08,3988100,75.72
"2011-02-01",77.15,79.19,75.54,78.54,4809400,77.15
"2011-02-02",79.25,80.6,78.22,80.03,3894100,78.62
"2011-02-03",79.45,79.85,76.92,77.49,4339000,76.12
"2011-02-04",77.95,80.06,77.14,78.32,4139900,76.94
"2011-02-07",78.43,79.68,78.2,79.27,3461100,77.87
"2011-02-08",79.89,80,78.5,78.69,4063500,77.3
"2011-02-09",78.33,79.17,76.13,77.37,3324400,76
"2011-02-10",76.88,78.12,75.88,77.71,2780200,76.34
"2011-02-11",77,78.89,77,78.49,2120600,77.1
"2011-02-14",78.67,80,78.58,79.97,2184500,78.56
"2011-02-15",80,80.25,77.52,77.94,3371400,76.56
"2011-02-16",78.24,78.39,76.81,77.41,3448400,76.04
"2011-02-17",77.26,81.95,77.26,81.3,6596000,79.86
"2011-02-18",81.15,82.3,79.62,80.96,5411000,79.53
"2011-02-22",81.85,82.92,76.77,77.85,5909100,76.47
"2011-02-23",78.23,80.35,77.91,79.67,5271700,78.26
"2011-02-24",80.74,80.74,76.88,78.14,5598100,76.76
"2011-02-25",78.66,81.22,78.37,81.22,3561100,79.79
"2011-02-28",81.23,81.96,79.91,81.83,3030500,80.38
"2011-03-01",81.98,82.77,79.78,80.01,3032000,78.6
"2011-03-02",80.37,81.54,79.55,80.67,3220200,79.25
"2011-03-03",81.21,82.4,80.54,82.33,3716000,80.88
"2011-03-04",82.15,82.28,80.02,81.02,3016600,79.59
"2011-03-07",81.26,81.97,78.93,79.95,2644000,78.63
"2011-03-08",79.93,80.36,78.15,79.67,3157600,78.35
"2011-03-09",79.41,80.9,78.95,79.29,2025300,77.98
"2011-03-10",77.97,78.16,74.88,75.98,4523400,74.72
"2011-03-11",75.22,77.97,75.22,77.25,2283800,75.97
"2011-03-14",76.4,77.73,75.99,77.18,2611100,75.9
"2011-03-15",74.03,76.54,73.43,75.87,3927700,74.61
"2011-03-16",75.9,77.09,73.35,74.33,4095400,73.1
"2011-03-17",75.89,77.5,75.25,77.06,2819100,75.78
"2011-03-18",77.94,78.45,76.46,77.27,4105000,75.99
"2011-03-21",78.41,80,78.08,79.98,3399800,78.65
"2011-03-22",79.82,81.04,79,80.79,3897100,79.45
"2011-03-23",80.73,82.62,80.12,82.25,4054500,80.89
"2011-03-24",82.93,83,81.02,81.98,2724100,80.62
"2011-03-25",81.44,83.17,81.41,82.88,2643700,81.51
"2011-03-28",82.61,84,82.03,82.06,2473800,80.7
"2011-03-29",82.14,83.21,80.98,83.17,2997300,81.79
"2011-03-30",83.52,83.52,81.62,82.41,4301900,81.04
"2011-03-31",82.35,83,81.87,81.92,2911700,80.56
"2011-04-01",83.39,83.58,82.33,82.88,2754200,81.51
"2011-04-04",83.15,83.98,82.51,82.77,1894900,81.4
"2011-04-05",82.62,83.42,82.21,82.48,2169600,81.11
"2011-04-06",83.02,83.91,81.57,82.38,2735500,81.01
"2011-04-07",83.09,83.46,81.98,83.34,2903200,81.96
"2011-04-08",83.57,85.5,83.46,84.71,4701100,83.31
"2011-04-11",84.46,84.59,80.73,81.11,3663100,79.77
"2011-04-12",80.2,80.33,77.27,77.43,5838900,76.15
"2011-04-13",78.18,79.17,77.46,78.34,3113200,77.04
"2011-04-14",77.77,79.59,77.46,79.38,3013500,78.06
"2011-04-15",79.72,80.48,78.94,80.42,3591000,79.09
"2011-04-18",78.84,78.94,76.86,77.38,4282500,76.1
"2011-04-19",77.45,78.82,77.04,78.78,2571200,77.47
"2011-04-20",80.25,80.99,79.92,80.15,2793600,78.82
"2011-04-21",80.42,80.63,78.41,79.07,3152500,77.76
"2011-04-25",78.93,79.35,77.75,79,2219700,77.69
"2011-04-26",79.09,79.99,78.69,79.37,2500000,78.05
"2011-04-27",80.06,80.13,77.27,78.08,3902300,76.79
"2011-04-28",77.78,79.03,77.38,78.64,3141800,77.34
"2011-04-29",78.93,79.66,78.45,78.94,3528600,77.63
"2011-05-02",79.54,80.85,79.03,80.35,3968000,79.02
"2011-05-03",79.32,81.58,77.45,78.51,5378100,77.21
"2011-05-04",78.31,78.5,75.03,76.08,5368400,74.82
"2011-05-05",74.86,76.46,72.64,74.3,6650400,73.07
"2011-05-06",75.31,77.18,74.16,75.14,4666100,73.89
"2011-05-09",75.18,77.23,75.18,76.37,2913100,75.1
"2011-05-10",76.35,77.76,75.3,77.14,2731000,75.86
"2011-05-11",77.1,77.25,74.02,74.67,4447800,73.43
"2011-05-12",74.13,74.97,72.96,74.33,4275500,73.1
"2011-05-13",74.77,75,72.85,74.06,3004300,72.83
"2011-05-16",73.95,75.21,73.02,73.4,2775600,72.18
"2011-05-17",73.09,73.42,71.1,72.55,5111700,71.35
"2011-05-18",72.73,73.75,71.72,72.96,5076800,71.75
"2011-05-19",73.23,73.84,71.4,71.64,5272700,70.45
"2011-05-20",75.08,75.99,74.27,74.58,11716500,73.34
"2011-05-23",73.07,74.51,72.3,74.27,5388700,73.04
"2011-05-24",74.88,76.19,74.88,75.87,6701200,74.61
"2011-05-25",77.22,77.69,75.11,77.22,4142400,75.94
"2011-05-26",76.95,78.05,76.39,77.89,3960300,76.6
"2011-05-27",78.21,79.19,77.75,78.66,3308400,77.36
"2011-05-31",79.96,80.75,78.45,79.52,3665300,78.2
"2011-06-01",79.02,79.6,76.84,77.13,4398600,75.85
"2011-06-02",76.7,77.92,75.89,76.98,3727300,75.7
"2011-06-03",75.37,77.6,75.03,76.98,4483700,75.7
"2011-06-06",76.78,77,74.15,74.75,3912800,73.6
"2011-06-07",75.3,75.81,73.63,73.74,8410000,72.6
"2011-06-08",74.26,75.23,73.71,74,6355400,72.86
"2011-06-09",74.89,75.2,74.07,74.67,3262500,73.52
"2011-06-10",74.23,74.25,72.61,72.79,5698400,71.67
"2011-06-13",71.89,73.83,71.19,71.89,3712100,70.78
"2011-06-14",72.93,74.13,72.73,72.9,4212200,71.78
"2011-06-15",72.16,73.96,71.06,71.55,4395100,70.45
"2011-06-16",71.84,72.61,69.36,69.93,5605300,68.85
"2011-06-17",71.05,71.54,69.99,70.45,6212100,69.36
"2011-06-20",69.98,70.31,68.67,69.65,5981800,68.58
"2011-06-21",70.11,72.49,70.11,72.15,3717600,71.04
"2011-06-22",71.74,73.81,71.67,72.59,3781200,71.47
"2011-06-23",71.08,72.73,69.84,72.49,5653600,71.37
"2011-06-24",72.43,72.98,71.4,72.46,4564800,71.34
"2011-06-27",71.44,72.63,71.17,72.01,3504700,70.9
"2011-06-28",72.71,75.06,72.52,74.77,3385600,73.62
"2011-06-29",75.19,76.36,74.13,75.61,4088700,74.44
"2011-06-30",76.13,77.1,75.99,76.76,3272600,75.58
"2011-07-01",76.76,78.06,75.8,77.91,2736000,76.71
"2011-07-05",77.81,79.59,77.81,79.31,3256800,78.09
"2011-07-06",78.87,79,77.84,78.78,3114200,77.57
"2011-07-07",79.95,80.58,79.28,80.22,2882000,78.98
"2011-07-08",78.64,79.5,78.32,79.34,2247100,78.12
"2011-07-11",78,78.32,76.73,76.9,2786000,75.71
"2011-07-12",76.75,77.69,76.45,76.53,2918100,75.35
"2011-07-13",77.11,78.32,76.56,76.76,2544400,75.58
"2011-07-14",77.06,77.67,76.2,76.7,3273200,75.52
"2011-07-15",77.66,80.22,77.15,80.19,7220200,78.95
"2011-07-18",79.77,80,78.23,79.23,2823900,78.01
"2011-07-19",79.91,82.4,79.81,82.33,4959400,81.06
"2011-07-20",83.01,83.66,82.23,82.37,4364700,81.1
"2011-07-21",82.87,83.67,82.44,83.21,2960600,81.93
"2011-07-22",83.14,83.8,82.66,83.3,2254900,82.02
"2011-07-25",81.6,83.2,81.2,82.58,3326700,81.31
"2011-07-26",82.82,85.1,81.99,84.28,5192800,82.98
"2011-07-27",83.75,84.47,82.25,82.39,3611200,81.12
"2011-07-28",82.55,85.25,82.23,83.51,3893100,82.22
"2011-07-29",82.35,83.5,81.28,82.56,4162600,81.29
"2011-08-01",83.8,84,81.51,82.86,4160900,81.58
"2011-08-02",81.99,83.18,80.7,80.78,4500400,79.53
"2011-08-03",80.78,81.01,77.58,80.29,5150100,79.05
"2011-08-04",78.57,78.57,72.19,72.51,8330700,71.39
"2011-08-05",73.73,74.52,68.09,71.51,7054800,70.41
"2011-08-08",66.84,69.3,63.84,64.12,9821300,63.13
"2011-08-09",65.43,68.35,63.26,68.26,8227200,67.21
"2011-08-10",67.12,68.39,65.36,65.62,7261600,64.61
"2011-08-11",66.85,74.7,65.87,73.37,8808900,72.24
"2011-08-12",74.26,74.99,70.87,71.71,4444900,70.6
"2011-08-15",72.74,74.68,72.56,74.32,3916100,73.17
"2011-08-16",73.06,73.77,70.77,71.82,3982900,70.71
"2011-08-17",72.59,74.06,71.69,72.78,3436800,71.66
"2011-08-18",70.4,70.64,66.06,66.95,6672000,65.92
"2011-08-19",65.89,69.33,65.73,66.09,5085600,65.07
"2011-08-22",68.11,68.22,65.03,65.43,3777000,64.42
"2011-08-23",66,68.86,65.28,68.82,3618200,67.76
"2011-08-24",67.9,70.15,67.47,68.72,5271500,67.66
"2011-08-25",69.14,70.1,67.15,67.49,4027300,66.45
"2011-08-26",67.12,69.68,65.49,69.27,3460100,68.2
"2011-08-29",70.8,71.86,70.28,71.75,2672300,70.64
"2011-08-30",71.44,73.27,70.61,72.65,3550400,71.53
"2011-08-31",73.97,75.73,72.92,73.75,4937200,72.61
"2011-09-01",73.69,74.86,71.97,72.02,4796400,70.91
"2011-09-02",70.06,70.72,68.62,69.71,3495800,68.64
"2011-09-06",67.11,70.6,66.93,70.44,4588800,69.35
"2011-09-07",71.96,73.65,71.63,73.42,3568600,72.29
"2011-09-08",72.27,73.74,71.89,72.29,2847100,71.18
"2011-09-09",70.67,71.58,68.94,69.88,5585600,68.8
"2011-09-12",68.42,70.5,67.99,70.31,3904700,69.32
"2011-09-13",70.66,71.96,69.06,71.35,3561300,70.34
"2011-09-14",71.92,73.11,69.91,72.12,4516100,71.1
"2011-09-15",73.36,74.75,72.71,74.54,3388300,73.49
"2011-09-16",75.14,75.48,73.35,74.77,4435200,73.71
"2011-09-19",72.72,75.04,72.17,74.23,3562400,73.18
"2011-09-20",74.96,77.45,74.15,76.24,6467000,75.16
"2011-09-21",76.23,76.4,72.64,72.72,5011400,71.69
"2011-09-22",69,70.11,67,68.74,7143500,67.77
"2011-09-23",67.55,68.5,66.05,66.58,4710700,65.64
"2011-09-26",67.15,70,65.5,69.81,4153300,68.82
"2011-09-27",71.87,74.25,70.71,71.31,5257000,70.3
"2011-09-28",71.64,72.69,67.52,67.68,3965700,66.72
"2011-09-29",69.63,70.06,65.46,67.15,4666400,66.2
"2011-09-30",65.69,65.93,63.03,63.05,7010900,62.16
"2011-10-03",62.17,63.37,60.35,60.53,6850500,59.67
"2011-10-04",59.43,61.76,57.11,61.56,7400000,60.69
"2011-10-05",62.81,66.03,61.16,65.48,6366000,64.55
"2011-10-06",65.1,66.93,63.52,66.48,7501100,65.54
"2011-10-07",66.83,67.61,64.66,65.12,4747300,64.2
"2011-10-10",66.74,67.68,66.14,67.58,3739600,66.62
"2011-10-11",66.73,68.17,65.9,66.59,4547300,65.65
"2011-10-12",67.67,68.84,67,67.31,3956500,66.36
"2011-10-13",66.15,67.56,65.26,67.04,3301700,66.09
"2011-10-14",68.6,70.62,67.93,70.57,3929200,69.57
"2011-10-17",73.6,75.58,72.54,74.44,11415500,73.39
"2011-10-18",74.53,79.83,73.72,78.91,8556600,77.79
"2011-10-19",78.1,79.57,76.85,77.7,5913500,76.6
"2011-10-20",77.85,78.42,75.53,76.95,5463200,75.86
"2011-10-21",78.08,79.1,77.37,79.04,3817000,77.92
"2011-10-24",78.95,80.05,78.08,79.19,4489600,78.07
"2011-10-25",79.12,79.3,76.62,77.55,4518300,76.45
"2011-10-26",78.91,79.6,76.14,79.01,3254300,77.89
"2011-10-27",81.62,83.5,80.59,82.65,5653700,81.48
"2011-10-28",81.92,83.98,81.26,83.74,4195900,82.55
"2011-10-31",81.62,81.88,78.5,78.5,5011600,77.39
"2011-11-01",74.27,78.6,73.72,77.37,6905000,76.28
"2011-11-02",79.51,81.3,79.22,80.81,4457300,79.67
"2011-11-03",81.53,83.01,80.16,82.73,4102600,81.56
"2011-11-04",81.7,82.69,80.73,82.46,3855100,81.29
"2011-11-07",82.15,82.96,80.29,82.55,3068500,81.38
"2011-11-08",83.61,84.42,82.21,83.95,5012500,82.76
"2011-11-09",80.3,80.68,77.69,77.81,6778700,76.71
"2011-11-10",78.69,79.75,77.32,79.49,5106000,78.37
"2011-11-11",81,81.73,80.4,80.72,4655200,79.58
"2011-11-14",80.42,80.59,78.6,79.28,3219500,78.16
"2011-11-15",80.91,81.29,79.31,79.94,5332900,78.81
"2011-11-16",79.31,81.15,78.7,78.95,4086100,77.83
"2011-11-17",78.77,79.12,75.55,76.44,4367100,75.36
"2011-11-18",77.24,77.96,76.19,76.7,3392600,75.61
"2011-11-21",75.02,76.19,74.32,75.7,2810900,74.63
"2011-11-22",75.61,76.45,74.11,74.53,3347300,73.48
"2011-11-23",73.53,73.66,71.85,71.95,3122900,70.93
"2011-11-25",71.56,73.14,71.25,71.84,1291000,70.82
"2011-11-28",75.28,77.21,74.79,75.77,5015900,74.7
"2011-11-29",76.02,77.55,75.41,76.76,4214600,75.67
"2011-11-30",80.16,81.81,79.87,81.27,6280200,80.12
"2011-12-01",80.74,81.49,80.04,80.38,3501900,79.24
"2011-12-02",81.43,82.63,80.31,80.48,3471900,79.34
"2011-12-05",82.11,82.62,80.88,81.73,3210500,80.57
"2011-12-06",82,82.5,81.17,81.54,3281000,80.39
"2011-12-07",81.03,81.3,79.77,80.61,3317300,79.47
"2011-12-08",79.66,79.85,76.94,77.3,3143100,76.21
"2011-12-09",77.78,80.64,77.78,80.25,2839700,79.11
"2011-12-12",78.02,78.61,76.57,77.81,2698600,76.8
"2011-12-13",78.42,79.53,75.77,76.49,3534000,75.49
"2011-12-14",75.52,75.91,73.41,73.72,4350500,72.76
"2011-12-15",75.08,75.15,72.42,72.67,4128600,71.72
"2011-12-16",73.44,73.99,72.04,72.94,4658500,71.99
"2011-12-19",73.18,73.43,71.18,71.4,2837700,70.47
"2011-12-20",73.2,75.24,73.17,74.6,3349200,73.63
"2011-12-21",74.8,76.07,73.71,75.79,3185700,74.8
"2011-12-22",75.89,76.48,75.46,76.17,2118800,75.18
"2011-12-23",76.39,76.69,75.75,76.67,1287800,75.67
"2011-12-27",76.23,77.77,76.18,77.23,1744900,76.22
"2011-12-28",77.6,77.85,75.34,75.61,1883100,74.62
"2011-12-29",75.97,76.32,75.47,76.19,1485400,75.2
"2011-12-30",76.31,76.86,75.91,76.33,1584500,75.33
"2012-01-03",78.36,79.12,77.68,78.65,4453100,77.62
"2012-01-04",78.46,79.96,77.91,79.77,2368800,78.73
"2012-01-05",79.76,81.15,79,80.8,4618400,79.75
"2012-01-06",80.83,81.03,79.75,80.27,2937600,79.22
"2012-01-09",80.46,81.81,80.01,80.77,2939200,79.72
"2012-01-10",82,82.47,80.57,80.88,3704900,79.82
"2012-01-11",80.34,81.04,79.02,79.72,4154800,78.68
"2012-01-12",79.74,80.31,78.46,78.74,3624000,77.71
"2012-01-13",78.17,78.89,77.6,78.01,3495600,76.99
"2012-01-17",79.61,79.9,78.77,79.2,3404400,78.17
"2012-01-18",78.98,80.37,77.71,80.24,3740300,79.19
"2012-01-19",80.5,80.68,79.62,79.79,3922000,78.75
"2012-01-20",79.33,79.99,78.33,79.02,3628800,77.99
"2012-01-23",79.26,79.72,78.33,79.5,3477900,78.46
"2012-01-24",79.09,79.47,78.42,78.99,2865400,77.96
"2012-01-25",78.9,81.21,78.24,81.08,3956400,80.02
"2012-01-26",81.5,81.69,79,79.31,3816100,78.28
"2012-01-27",78.85,79.87,78.79,79.32,2413900,78.29
"2012-01-30",78.48,80.03,78,80.03,2422300,78.99
"2012-01-31",80.71,81.28,79.82,80.72,3728600,79.67
"2012-02-01",81.37,81.79,80.42,80.51,2705700,79.46
"2012-02-02",80.8,82.33,80.72,82.16,3319800,81.09
"2012-02-03",82.66,84.49,82.12,84.34,4757200,83.24
"2012-02-06",83.35,83.54,81.98,82.87,4234600,81.79
"2012-02-07",84.63,87.55,83.62,87.21,7712100,86.07
"2012-02-08",87.25,87.43,85.28,86.82,4394300,85.69
"2012-02-09",87.25,88.21,86.06,87.46,4034400,86.32
"2012-02-10",86.22,87.27,85.61,87.04,3515800,85.9
"2012-02-13",88.03,88.04,86.29,87.34,3329100,86.2
"2012-02-14",87.2,87.48,86.28,87.05,3306100,85.91
"2012-02-15",87.42,88.5,86.73,87.51,3548000,86.37
"2012-02-16",87.78,88.38,86.84,87.75,2658500,86.61
"2012-02-17",88.44,88.7,87.29,88.05,4118800,86.9
"2012-02-21",86.99,87.14,84.49,85.74,7462300,84.62
"2012-02-22",87.53,88.28,86.79,87.32,4552700,86.18
"2012-02-23",86.65,87.67,85.62,87.5,3124600,86.36
"2012-02-24",87.52,88.2,86.56,87.3,3591800,86.16
"2012-02-27",86.04,87.44,85.97,86.52,2855400,85.39
"2012-02-28",86.73,87.08,85.43,85.89,2839200,84.77
"2012-02-29",86.29,86.41,83.52,84.12,4588500,83.02
"2012-03-01",84.78,85.86,84.51,85.81,3363600,84.69
"2012-03-02",85.39,85.62,82.25,82.55,5366200,81.47
"2012-03-05",82.1,83.3,81.68,83.16,2816800,82.08
"2012-03-06",81.4,82.24,80.82,81.87,3922900,80.8
"2012-03-07",82.02,83.11,81.22,82.76,2948400,81.68
"2012-03-08",83.59,84.19,82.82,83.61,3082000,82.52
"2012-03-09",87.24,87.37,84.7,85.25,6294900,84.14
"2012-03-12",85.32,85.32,83.98,84.76,3408000,83.74
"2012-03-13",84.49,85.03,82.26,83.64,7055400,82.64
"2012-03-14",85.09,85.25,82.89,83.09,4295200,82.09
"2012-03-15",83.68,84.44,83,83.9,3288300,82.89
"2012-03-16",84.18,84.94,84.1,84.68,6272500,83.66
"2012-03-19",84.66,84.95,83.85,84.25,3114000,83.24
"2012-03-20",83.42,83.46,81.75,82.03,3766100,81.05
"2012-03-21",81.96,82.11,80.77,81.04,3888700,80.07
